corr,cov,inv_cov,mean_corr,var_corr,A_hat
0.5,0.49444444444444446,0.6555555555555556,0.6805555555555556,0.913888888888889,1.0
0.4916666666666666,0.49444444444444446,0.7611111111111111,0.6972222222222222,0.8472222222222221,1.0
0.48888888888888893,0.4888888888888888,0.725,0.7777777777777779,0.913888888888889,1.0
0.4916666666666666,0.5,0.7055555555555555,0.736111111111111,0.9111111111111111,1.0
0.5166666666666666,0.5111111111111111,0.7583333333333333,0.7222222222222221,0.9472222222222222,1.0
0.5083333333333333,0.5055555555555555,0.7083333333333334,0.6138888888888888,0.8583333333333332,1.0
0.47777777777777775,0.4916666666666666,0.6944444444444444,0.7611111111111112,0.8333333333333333,1.0
0.4833333333333333,0.49444444444444446,0.675,0.6416666666666667,0.8861111111111111,1.0
0.4833333333333333,0.49444444444444435,0.7611111111111112,0.7083333333333333,0.888888888888889,1.0
0.5194444444444444,0.5083333333333333,0.6555555555555556,0.7916666666666667,0.9,1.0
0.5083333333333333,0.5138888888888888,0.6638888888888889,0.6416666666666666,0.8666666666666668,0.9972222222222221
0.5194444444444445,0.4972222222222221,0.6694444444444444,0.7694444444444445,0.8722222222222221,0.9944444444444445
0.49722222222222223,0.5055555555555555,0.7138888888888888,0.6916666666666667,0.8638888888888889,1.0
0.5083333333333332,0.5,0.6916666666666667,0.6833333333333333,0.9055555555555556,1.0
0.5194444444444445,0.5111111111111111,0.6972222222222222,0.7555555555555555,0.8916666666666666,0.9944444444444445
0.49444444444444435,0.4999999999999999,0.6722222222222222,0.7305555555555555,0.836111111111111,1.0
0.49444444444444446,0.5,0.6944444444444444,0.6527777777777779,0.9027777777777779,1.0
0.4833333333333333,0.49444444444444435,0.6944444444444444,0.7333333333333334,0.8861111111111111,1.0
0.4972222222222221,0.5027777777777777,0.7388888888888888,0.7694444444444445,0.8972222222222221,1.0
0.49444444444444435,0.5027777777777777,0.6916666666666667,0.7777777777777779,0.8694444444444445,1.0
0.48611111111111105,0.4972222222222221,0.7138888888888888,0.725,0.9111111111111111,1.0
0.55,0.5194444444444444,0.6916666666666667,0.7583333333333332,0.9111111111111111,0.9972222222222221
0.4888888888888888,0.5027777777777777,0.6805555555555556,0.8027777777777777,0.9083333333333334,1.0
0.5111111111111111,0.5111111111111111,0.7000000000000001,0.6888888888888889,0.8638888888888889,1.0
0.5083333333333333,0.4972222222222221,0.7388888888888889,0.725,0.9027777777777779,1.0
0.5027777777777777,0.5055555555555555,0.7444444444444445,0.7861111111111111,0.8694444444444445,1.0
0.49444444444444435,0.49444444444444435,0.6777777777777778,0.638888888888889,0.8833333333333334,1.0
0.5083333333333333,0.5027777777777777,0.6944444444444444,0.7611111111111112,0.8833333333333334,1.0
0.48611111111111105,0.4972222222222221,0.6583333333333333,0.775,0.9277777777777778,1.0
0.5027777777777777,0.5,0.6555555555555556,0.7055555555555555,0.8944444444444445,1.0
0.5055555555555555,0.5055555555555555,0.7055555555555556,0.7555555555555555,0.861111111111111,1.0
0.513888888888889,0.5083333333333334,0.6833333333333333,0.7527777777777778,0.9555555555555555,1.0
0.5083333333333332,0.5027777777777777,0.711111111111111,0.7972222222222223,0.8777777777777779,1.0
0.48888888888888893,0.4972222222222221,0.6944444444444444,0.7805555555555556,0.9388888888888889,1.0
0.5083333333333332,0.5083333333333333,0.725,0.7805555555555556,0.9277777777777778,1.0
0.4972222222222221,0.5,0.663888888888889,0.7555555555555555,0.9305555555555556,1.0
0.5083333333333332,0.5,0.6972222222222223,0.6944444444444445,0.9111111111111111,1.0
0.5111111111111111,0.4972222222222221,0.7083333333333333,0.65,0.8916666666666668,0.9972222222222221
0.4916666666666666,0.49444444444444446,0.6888888888888889,0.7861111111111111,0.8833333333333332,0.9972222222222221
0.4888888888888888,0.4916666666666666,0.7416666666666667,0.7444444444444445,0.8916666666666668,0.9972222222222221
0.5166666666666666,0.5166666666666666,0.6944444444444444,0.6833333333333332,0.8972222222222221,0.9972222222222221
0.5138888888888888,0.5111111111111111,0.6583333333333333,0.6555555555555556,0.8916666666666668,1.0
0.4805555555555555,0.5,0.7138888888888889,0.6305555555555556,0.8472222222222223,1.0
0.47777777777777775,0.49444444444444435,0.6722222222222223,0.711111111111111,0.8583333333333332,1.0
0.5194444444444444,0.5055555555555555,0.6777777777777778,0.763888888888889,0.9166666666666666,1.0
0.5194444444444445,0.5083333333333332,0.6805555555555556,0.6722222222222223,0.8805555555555555,0.9972222222222221
0.4972222222222221,0.4805555555555555,0.8277777777777777,0.6777777777777777,0.8722222222222221,1.0
0.48888888888888893,0.49444444444444435,0.725,0.75,0.8833333333333334,0.9972222222222221
0.4888888888888888,0.5027777777777777,0.7194444444444444,0.6777777777777777,0.925,1.0
0.5027777777777777,0.5055555555555555,0.7444444444444444,0.625,0.8805555555555555,1.0
0.4833333333333333,0.4972222222222221,0.6916666666666667,0.65,0.8722222222222223,1.0
0.4999999999999999,0.5,0.7055555555555555,0.6805555555555556,0.9,1.0
0.5138888888888888,0.5083333333333332,0.7027777777777777,0.7583333333333334,0.9055555555555556,0.9972222222222221
0.4916666666666666,0.5111111111111111,0.7055555555555556,0.6444444444444445,0.8972222222222221,1.0
0.48611111111111105,0.4972222222222221,0.7138888888888888,0.7972222222222223,0.8555555555555555,0.9972222222222221
0.5027777777777777,0.5111111111111111,0.7055555555555555,0.7055555555555557,0.8722222222222221,1.0
0.48888888888888893,0.4972222222222221,0.7222222222222222,0.7277777777777779,0.8388888888888889,1.0
0.4999999999999999,0.4972222222222221,0.7,0.7416666666666667,0.913888888888889,1.0
0.48611111111111105,0.4805555555555555,0.6416666666666667,0.7194444444444446,0.8944444444444445,0.9972222222222221
0.5333333333333333,0.5027777777777778,0.7138888888888888,0.7499999999999999,0.9388888888888889,0.9944444444444445
0.4805555555555555,0.49444444444444435,0.625,0.6972222222222222,0.9083333333333334,1.0
0.4777777777777777,0.5083333333333333,0.6611111111111111,0.7111111111111112,0.888888888888889,1.0
0.48611111111111105,0.5,0.6722222222222223,0.6972222222222222,0.9027777777777779,0.9972222222222221
0.5111111111111111,0.5,0.6944444444444444,0.7138888888888889,0.8583333333333334,1.0
0.5083333333333334,0.5055555555555555,0.7222222222222222,0.7472222222222223,0.8833333333333334,1.0
0.525,0.5194444444444445,0.7055555555555555,0.7388888888888889,0.8944444444444445,1.0
0.5111111111111111,0.5055555555555555,0.7055555555555556,0.6694444444444445,0.9166666666666666,1.0
0.5222222222222221,0.5138888888888888,0.6444444444444444,0.8027777777777777,0.9111111111111111,1.0
0.4999999999999999,0.5027777777777777,0.7583333333333333,0.7194444444444444,0.8833333333333334,1.0
0.48611111111111105,0.48611111111111105,0.6805555555555556,0.7277777777777777,0.9,1.0
0.5166666666666666,0.5055555555555555,0.6722222222222223,0.7444444444444445,0.8805555555555558,1.0
0.4916666666666666,0.4972222222222221,0.7,0.65,0.8722222222222221,0.9972222222222221
0.5111111111111111,0.5027777777777778,0.7027777777777777,0.7249999999999999,0.9416666666666667,1.0
0.47222222222222215,0.4777777777777777,0.7416666666666667,0.6388888888888888,0.925,1.0
0.5027777777777778,0.5083333333333333,0.7361111111111112,0.7194444444444443,0.9444444444444444,1.0
0.5305555555555556,0.5111111111111111,0.6777777777777778,0.7305555555555555,0.875,1.0
0.5027777777777777,0.5027777777777777,0.7055555555555555,0.7722222222222224,0.8916666666666666,1.0
0.5194444444444445,0.4972222222222221,0.7055555555555555,0.6055555555555556,0.8777777777777779,1.0
0.513888888888889,0.5055555555555555,0.7416666666666667,0.7472222222222222,0.8944444444444445,0.9888888888888889
0.5055555555555555,0.5027777777777778,0.6611111111111111,0.6916666666666667,0.8861111111111111,0.9972222222222221
0.5194444444444444,0.5166666666666666,0.7222222222222222,0.6527777777777778,0.8972222222222221,1.0
0.5111111111111111,0.5055555555555555,0.7305555555555556,0.8,0.8694444444444445,1.0
0.5111111111111111,0.4999999999999999,0.7,0.7611111111111111,0.8527777777777779,1.0
0.4972222222222221,0.4972222222222221,0.6722222222222223,0.7694444444444446,0.9222222222222222,0.9972222222222221
0.5194444444444445,0.5027777777777778,0.6861111111111111,0.7083333333333334,0.8666666666666666,1.0
0.5083333333333333,0.4916666666666666,0.6722222222222223,0.7694444444444445,0.9222222222222222,1.0
0.5083333333333332,0.5,0.6944444444444444,0.7138888888888889,0.8861111111111111,0.9944444444444445
0.5138888888888888,0.5083333333333332,0.7444444444444444,0.7472222222222221,0.875,1.0
0.5027777777777777,0.5027777777777777,0.6888888888888889,0.7277777777777779,0.8944444444444445,0.9972222222222221
0.49444444444444435,0.5027777777777777,0.7055555555555555,0.6472222222222223,0.8777777777777779,1.0
0.5194444444444445,0.5083333333333333,0.6805555555555555,0.7138888888888888,0.9388888888888889,0.9972222222222221
0.49444444444444435,0.4972222222222221,0.6805555555555556,0.6305555555555555,0.9055555555555556,1.0
0.5,0.5,0.7277777777777779,0.75,0.9111111111111111,0.9972222222222221
0.5083333333333333,0.5111111111111111,0.6861111111111111,0.663888888888889,0.85,1.0
0.5194444444444445,0.5083333333333334,0.6583333333333334,0.675,0.925,1.0
0.5055555555555555,0.5055555555555555,0.6833333333333333,0.8027777777777778,0.8527777777777779,1.0
0.5333333333333332,0.5083333333333333,0.6861111111111111,0.6416666666666667,0.85,0.9972222222222221
0.5166666666666666,0.5055555555555555,0.675,0.7555555555555556,0.888888888888889,1.0
0.5083333333333334,0.4916666666666666,0.7027777777777777,0.6833333333333333,0.8444444444444444,1.0
0.5166666666666666,0.5111111111111111,0.7333333333333333,0.7166666666666667,0.9,1.0
