,Test,Effect_Size,n,Weighting,Simulation,power,power_stderr
1146,FET,0.111,56,Unweighted,SIEM,0.08,0.002712931993250107
1147,LRT,0.111,56,Unweighted,SIEM,0.1,0.003
1148,MWW,0.111,56,Unweighted,SIEM,0.1,0.003
1149,PT,0.111,56,Unweighted,SIEM,0.12,0.0032496153618543845
1150,WT,0.111,56,Unweighted,SIEM,0.09,0.0028618176042508377
1151,rLRT,0.111,56,Unweighted,SIEM,0.1,0.003
1152,FET,0.222,56,Unweighted,SIEM,0.26,0.004386342439892262
1153,LRT,0.222,56,Unweighted,SIEM,0.28,0.004489988864128729
1154,MWW,0.222,56,Unweighted,SIEM,0.28,0.004489988864128729
1155,PT,0.222,56,Unweighted,SIEM,0.28,0.00448998886412873
1156,WT,0.222,56,Unweighted,SIEM,0.27,0.004439594576084623
1157,rLRT,0.222,56,Unweighted,SIEM,0.28,0.004489988864128729
1158,FET,0.333,56,Unweighted,SIEM,0.45,0.004974937185533101
1159,LRT,0.333,56,Unweighted,SIEM,0.48,0.004995998398718718
1160,MWW,0.333,56,Unweighted,SIEM,0.5,0.005
1161,PT,0.333,56,Unweighted,SIEM,0.52,0.0049959983987187175
1162,WT,0.333,56,Unweighted,SIEM,0.48,0.004995998398718718
1163,rLRT,0.333,56,Unweighted,SIEM,0.5,0.005
1164,FET,0.444,56,Unweighted,SIEM,0.68,0.00466476151587624
1165,LRT,0.444,56,Unweighted,SIEM,0.72,0.004489988864128728
1166,MWW,0.444,56,Unweighted,SIEM,0.73,0.004439594576084623
1167,PT,0.444,56,Unweighted,SIEM,0.74,0.004386342439892262
1168,WT,0.444,56,Unweighted,SIEM,0.68,0.00466476151587624
1169,rLRT,0.444,56,Unweighted,SIEM,0.72,0.004489988864128728
1170,FET,0.556,56,Unweighted,SIEM,0.93,0.002551470164434615
1171,LRT,0.556,56,Unweighted,SIEM,0.94,0.0023748684174075834
1172,MWW,0.556,56,Unweighted,SIEM,0.94,0.0023748684174075834
1173,PT,0.556,56,Unweighted,SIEM,0.95,0.0021794494717703376
1174,WT,0.556,56,Unweighted,SIEM,0.94,0.0023748684174075834
1175,rLRT,0.556,56,Unweighted,SIEM,0.94,0.0023748684174075834
1176,FET,0.667,56,Unweighted,SIEM,1.0,0.0
1177,LRT,0.667,56,Unweighted,SIEM,1.0,0.0
1178,MWW,0.667,56,Unweighted,SIEM,1.0,0.0
1179,PT,0.667,56,Unweighted,SIEM,1.0,0.0
1180,WT,0.667,56,Unweighted,SIEM,1.0,0.0
1181,rLRT,0.667,56,Unweighted,SIEM,1.0,0.0
1182,FET,0.778,56,Unweighted,SIEM,1.0,0.0
1183,LRT,0.778,56,Unweighted,SIEM,1.0,0.0
1184,MWW,0.778,56,Unweighted,SIEM,1.0,0.0
1185,PT,0.778,56,Unweighted,SIEM,1.0,0.0
1186,WT,0.778,56,Unweighted,SIEM,1.0,0.0
1187,rLRT,0.778,56,Unweighted,SIEM,1.0,0.0
1188,FET,0.889,56,Unweighted,SIEM,1.0,0.0
1189,LRT,0.889,56,Unweighted,SIEM,1.0,0.0
1190,MWW,0.889,56,Unweighted,SIEM,1.0,0.0
1191,PT,0.889,56,Unweighted,SIEM,1.0,0.0
1192,WT,0.889,56,Unweighted,SIEM,1.0,0.0
1193,rLRT,0.889,56,Unweighted,SIEM,1.0,0.0
1194,FET,1.0,56,Unweighted,SIEM,1.0,0.0
1195,LRT,1.0,56,Unweighted,SIEM,1.0,0.0
1196,MWW,1.0,56,Unweighted,SIEM,1.0,0.0
1197,PT,1.0,56,Unweighted,SIEM,1.0,0.0
1198,WT,1.0,56,Unweighted,SIEM,1.0,0.0
1199,rLRT,1.0,56,Unweighted,SIEM,1.0,0.0
2340,FET,0.0,56,Unweighted,nSBM,0.07,0.0025514701644346145
2341,LRT,0.0,56,Unweighted,nSBM,1.0,0.0
2342,MWW,0.0,56,Unweighted,nSBM,0.08,0.002712931993250107
2343,PT,0.0,56,Unweighted,nSBM,0.09,0.0028618176042508377
2344,WT,0.0,56,Unweighted,nSBM,0.08,0.002712931993250107
2345,rLRT,0.0,56,Unweighted,nSBM,1.0,0.0
2346,FET,0.111,56,Unweighted,nSBM,0.85,0.003570714214271425
2347,LRT,0.111,56,Unweighted,nSBM,0.99,0.00099498743710662
2348,MWW,0.111,56,Unweighted,nSBM,0.85,0.003570714214271425
2349,PT,0.111,56,Unweighted,nSBM,0.88,0.0032496153618543845
2350,WT,0.111,56,Unweighted,nSBM,0.85,0.003570714214271425
2351,rLRT,0.111,56,Unweighted,nSBM,0.99,0.00099498743710662
2352,FET,0.222,56,Unweighted,nSBM,1.0,0.0
2353,LRT,0.222,56,Unweighted,nSBM,0.65,0.004769696007084728
2354,MWW,0.222,56,Unweighted,nSBM,1.0,0.0
2355,PT,0.222,56,Unweighted,nSBM,1.0,0.0
2356,WT,0.222,56,Unweighted,nSBM,1.0,0.0
2357,rLRT,0.222,56,Unweighted,nSBM,0.66,0.004737087712930805
2358,FET,0.333,56,Unweighted,nSBM,1.0,0.0
2359,LRT,0.333,56,Unweighted,nSBM,0.04,0.0019595917942265423
2360,MWW,0.333,56,Unweighted,nSBM,1.0,0.0
2361,PT,0.333,56,Unweighted,nSBM,1.0,0.0
2362,WT,0.333,56,Unweighted,nSBM,1.0,0.0
2363,rLRT,0.333,56,Unweighted,nSBM,0.04,0.0019595917942265423
2364,FET,0.444,56,Unweighted,nSBM,1.0,0.0
2365,LRT,0.444,56,Unweighted,nSBM,0.43,0.004950757517794625
2366,MWW,0.444,56,Unweighted,nSBM,1.0,0.0
2367,PT,0.444,56,Unweighted,nSBM,1.0,0.0
2368,WT,0.444,56,Unweighted,nSBM,1.0,0.0
2369,rLRT,0.444,56,Unweighted,nSBM,0.43,0.004950757517794625
2370,FET,0.556,56,Unweighted,nSBM,1.0,0.0
2371,LRT,0.556,56,Unweighted,nSBM,0.98,0.0013999999999999998
2372,MWW,0.556,56,Unweighted,nSBM,1.0,0.0
2373,PT,0.556,56,Unweighted,nSBM,1.0,0.0
2374,WT,0.556,56,Unweighted,nSBM,1.0,0.0
2375,rLRT,0.556,56,Unweighted,nSBM,0.98,0.0013999999999999998
2376,FET,0.667,56,Unweighted,nSBM,1.0,0.0
2377,LRT,0.667,56,Unweighted,nSBM,1.0,0.0
2378,MWW,0.667,56,Unweighted,nSBM,1.0,0.0
2379,PT,0.667,56,Unweighted,nSBM,1.0,0.0
2380,WT,0.667,56,Unweighted,nSBM,1.0,0.0
2381,rLRT,0.667,56,Unweighted,nSBM,1.0,0.0
2382,FET,0.778,56,Unweighted,nSBM,1.0,0.0
2383,LRT,0.778,56,Unweighted,nSBM,1.0,0.0
2384,MWW,0.778,56,Unweighted,nSBM,1.0,0.0
2385,PT,0.778,56,Unweighted,nSBM,1.0,0.0
2386,WT,0.778,56,Unweighted,nSBM,1.0,0.0
2387,rLRT,0.778,56,Unweighted,nSBM,1.0,0.0
2388,FET,0.889,56,Unweighted,nSBM,1.0,0.0
2389,LRT,0.889,56,Unweighted,nSBM,1.0,0.0
2390,MWW,0.889,56,Unweighted,nSBM,1.0,0.0
2391,PT,0.889,56,Unweighted,nSBM,1.0,0.0
2392,WT,0.889,56,Unweighted,nSBM,1.0,0.0
2393,rLRT,0.889,56,Unweighted,nSBM,1.0,0.0
2394,FET,1.0,56,Unweighted,nSBM,1.0,0.0
2395,LRT,1.0,56,Unweighted,nSBM,1.0,0.0
2396,MWW,1.0,56,Unweighted,nSBM,1.0,0.0
2397,PT,1.0,56,Unweighted,nSBM,1.0,0.0
2398,WT,1.0,56,Unweighted,nSBM,1.0,0.0
2399,rLRT,1.0,56,Unweighted,nSBM,1.0,0.0
3240,FET,0.0,56,Unweighted,rSBM,0.0,0.0
3241,LRT,0.0,56,Unweighted,rSBM,0.0,0.0
3242,MWW,0.0,56,Unweighted,rSBM,0.0,0.0
3243,PT,0.0,56,Unweighted,rSBM,0.0,0.0
3244,WT,0.0,56,Unweighted,rSBM,0.0,0.0
3245,rLRT,0.0,56,Unweighted,rSBM,0.0,0.0
3246,FET,0.111,56,Unweighted,rSBM,0.05,0.0021794494717703367
3247,LRT,0.111,56,Unweighted,rSBM,0.06,0.0023748684174075834
3248,MWW,0.111,56,Unweighted,rSBM,0.06,0.0023748684174075834
3249,PT,0.111,56,Unweighted,rSBM,0.07,0.0025514701644346145
3250,WT,0.111,56,Unweighted,rSBM,0.06,0.0023748684174075834
3251,rLRT,0.111,56,Unweighted,rSBM,0.07,0.0025514701644346145
3252,FET,0.222,56,Unweighted,rSBM,0.34,0.004737087712930805
3253,LRT,0.222,56,Unweighted,rSBM,0.37,0.004828043081829324
3254,MWW,0.222,56,Unweighted,rSBM,0.37,0.004828043081829324
3255,PT,0.222,56,Unweighted,rSBM,0.36,0.0048
3256,WT,0.222,56,Unweighted,rSBM,0.37,0.004828043081829324
3257,rLRT,0.222,56,Unweighted,rSBM,0.38,0.004853864439804639
3258,FET,0.333,56,Unweighted,rSBM,0.76,0.004270831300812525
3259,LRT,0.333,56,Unweighted,rSBM,0.77,0.004208325082500163
3260,MWW,0.333,56,Unweighted,rSBM,0.77,0.004208325082500163
3261,PT,0.333,56,Unweighted,rSBM,0.78,0.004142463035441596
3262,WT,0.333,56,Unweighted,rSBM,0.77,0.004208325082500163
3263,rLRT,0.333,56,Unweighted,rSBM,0.78,0.004142463035441597
3264,FET,0.444,56,Unweighted,rSBM,0.93,0.0025514701644346145
3265,LRT,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3266,MWW,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3267,PT,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3268,WT,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3269,rLRT,0.444,56,Unweighted,rSBM,0.94,0.0023748684174075834
3270,FET,0.556,56,Unweighted,rSBM,1.0,0.0
3271,LRT,0.556,56,Unweighted,rSBM,1.0,0.0
3272,MWW,0.556,56,Unweighted,rSBM,1.0,0.0
3273,PT,0.556,56,Unweighted,rSBM,1.0,0.0
3274,WT,0.556,56,Unweighted,rSBM,1.0,0.0
3275,rLRT,0.556,56,Unweighted,rSBM,1.0,0.0
3276,FET,0.667,56,Unweighted,rSBM,1.0,0.0
3277,LRT,0.667,56,Unweighted,rSBM,1.0,0.0
3278,MWW,0.667,56,Unweighted,rSBM,1.0,0.0
3279,PT,0.667,56,Unweighted,rSBM,1.0,0.0
3280,WT,0.667,56,Unweighted,rSBM,1.0,0.0
3281,rLRT,0.667,56,Unweighted,rSBM,1.0,0.0
3282,FET,0.778,56,Unweighted,rSBM,1.0,0.0
3283,LRT,0.778,56,Unweighted,rSBM,1.0,0.0
3284,MWW,0.778,56,Unweighted,rSBM,1.0,0.0
3285,PT,0.778,56,Unweighted,rSBM,1.0,0.0
3286,WT,0.778,56,Unweighted,rSBM,1.0,0.0
3287,rLRT,0.778,56,Unweighted,rSBM,1.0,0.0
3288,FET,0.889,56,Unweighted,rSBM,1.0,0.0
3289,LRT,0.889,56,Unweighted,rSBM,1.0,0.0
3290,MWW,0.889,56,Unweighted,rSBM,1.0,0.0
3291,PT,0.889,56,Unweighted,rSBM,1.0,0.0
3292,WT,0.889,56,Unweighted,rSBM,1.0,0.0
3293,rLRT,0.889,56,Unweighted,rSBM,1.0,0.0
3294,FET,1.0,56,Unweighted,rSBM,1.0,0.0
3295,LRT,1.0,56,Unweighted,rSBM,1.0,0.0
3296,MWW,1.0,56,Unweighted,rSBM,1.0,0.0
3297,PT,1.0,56,Unweighted,rSBM,1.0,0.0
3298,WT,1.0,56,Unweighted,rSBM,1.0,0.0
3299,rLRT,1.0,56,Unweighted,rSBM,1.0,0.0
