,Modality,ID,Test Name,p_val
401,dMRI,sub-628248_ses-1,Homotopy,1.9182070464475296e-08
402,dMRI,sub-852455_ses-1,Homophily,7.273996420678301e-136
403,dMRI,sub-852455_ses-1,Homotopy,0.0003083367727916027
404,dMRI,sub-227432_ses-1,Homophily,7.57414170166799e-116
405,dMRI,sub-227432_ses-1,Homotopy,8.848472025443054e-06
406,dMRI,sub-683256_ses-1,Homophily,1.9299248836151088e-141
407,dMRI,sub-683256_ses-1,Homotopy,3.618765934494571e-05
408,dMRI,sub-959574_ses-1,Homophily,1.1079671925191273e-99
409,dMRI,sub-959574_ses-1,Homotopy,1.3071519545440312e-05
410,dMRI,sub-175237_ses-1,Homophily,3.5019379715507256e-152
411,dMRI,sub-175237_ses-1,Homotopy,3.7320889613783415e-08
412,dMRI,sub-412528_ses-1,Homophily,5.5896143040354185e-151
413,dMRI,sub-412528_ses-1,Homotopy,0.0003070901081395706
414,dMRI,sub-366446_ses-1,Homophily,4.1762438595866795e-154
415,dMRI,sub-366446_ses-1,Homotopy,6.6998501434904e-05
416,dMRI,sub-180836_ses-1,Homophily,3.637715669925807e-140
417,dMRI,sub-180836_ses-1,Homotopy,5.525115100555594e-05
418,dMRI,sub-126325_ses-1,Homophily,4.992533949032862e-175
419,dMRI,sub-126325_ses-1,Homotopy,0.0002835705653786905
420,dMRI,sub-709551_ses-1,Homophily,7.724558162136945e-232
421,dMRI,sub-709551_ses-1,Homotopy,0.0032998988434720464
422,dMRI,sub-765864_ses-1,Homophily,2.8580589710004158e-118
423,dMRI,sub-765864_ses-1,Homotopy,4.961929269247142e-07
424,dMRI,sub-124826_ses-1,Homophily,6.51546321526617e-121
425,dMRI,sub-124826_ses-1,Homotopy,0.0004887889294014158
426,dMRI,sub-107725_ses-1,Homophily,4.930585518890325e-134
427,dMRI,sub-107725_ses-1,Homotopy,1.5223790603800637e-05
428,dMRI,sub-991267_ses-1,Homophily,7.417741734244524e-123
429,dMRI,sub-991267_ses-1,Homotopy,5.381884372652516e-07
430,dMRI,sub-176542_ses-1,Homophily,4.3402849131102496e-92
431,dMRI,sub-176542_ses-1,Homotopy,2.9235785578382325e-08
432,dMRI,sub-105014_ses-1,Homophily,6.853272058571523e-86
433,dMRI,sub-105014_ses-1,Homotopy,2.6980163037950067e-08
434,dMRI,sub-162228_ses-1,Homophily,5.91316044788394e-112
435,dMRI,sub-162228_ses-1,Homotopy,1.1214734715659556e-06
436,dMRI,sub-106319_ses-1,Homophily,2.6167955301720054e-150
437,dMRI,sub-106319_ses-1,Homotopy,2.175852512361891e-06
438,dMRI,sub-122822_ses-1,Homophily,3.442387920339277e-141
439,dMRI,sub-122822_ses-1,Homotopy,1.9716448975612363e-05
440,dMRI,sub-558657_ses-1,Homophily,1.1556141263824161e-185
441,dMRI,sub-558657_ses-1,Homotopy,0.0003480792327113695
442,dMRI,sub-248238_ses-1,Homophily,2.3290749657035306e-95
443,dMRI,sub-248238_ses-1,Homotopy,8.755056484850759e-09
444,dMRI,sub-894774_ses-1,Homophily,1.793337159990353e-145
445,dMRI,sub-894774_ses-1,Homotopy,3.056550557960095e-05
446,dMRI,sub-136833_ses-1,Homophily,2.553821095020921e-166
447,dMRI,sub-136833_ses-1,Homotopy,2.7130590247936245e-06
448,dMRI,sub-203418_ses-1,Homophily,4.490091225514314e-137
449,dMRI,sub-203418_ses-1,Homotopy,5.80176812389454e-05
450,dMRI,sub-168240_ses-1,Homophily,3.849589820746382e-74
451,dMRI,sub-168240_ses-1,Homotopy,4.254146210808864e-06
452,dMRI,sub-802844_ses-1,Homophily,3.9193289447502626e-119
453,dMRI,sub-802844_ses-1,Homotopy,0.000433654067102571
454,dMRI,sub-987983_ses-1,Homophily,8.963331052276103e-109
455,dMRI,sub-987983_ses-1,Homotopy,1.7286630741370787e-07
456,dMRI,sub-461743_ses-1,Homophily,4.517474846819962e-167
457,dMRI,sub-461743_ses-1,Homotopy,6.904347704709258e-06
458,dMRI,sub-150726_ses-1,Homophily,3.399610507080601e-167
459,dMRI,sub-150726_ses-1,Homotopy,0.0011862353107025497
460,dMRI,sub-143224_ses-1,Homophily,7.187751466726399e-117
461,dMRI,sub-143224_ses-1,Homotopy,1.3978474581582725e-06
462,dMRI,sub-145834_ses-1,Homophily,1.2311028939618433e-110
463,dMRI,sub-145834_ses-1,Homotopy,1.635352583686039e-05
464,dMRI,sub-989987_ses-1,Homophily,1.407966447004322e-107
465,dMRI,sub-989987_ses-1,Homotopy,1.3108039247884077e-05
466,dMRI,sub-140925_ses-1,Homophily,7.1025015994630705e-121
467,dMRI,sub-140925_ses-1,Homotopy,1.0785695766274093e-08
468,dMRI,sub-187345_ses-1,Homophily,3.59401094578808e-162
469,dMRI,sub-187345_ses-1,Homotopy,1.1263578479064654e-05
470,dMRI,sub-970764_ses-1,Homophily,4.1797900660955236e-110
471,dMRI,sub-970764_ses-1,Homotopy,0.0012921753880700806
472,dMRI,sub-334635_ses-1,Homophily,1.764789191302647e-150
473,dMRI,sub-334635_ses-1,Homotopy,6.399488801189995e-05
474,dMRI,sub-788674_ses-1,Homophily,1.2376318195613702e-140
475,dMRI,sub-788674_ses-1,Homotopy,0.00028945503815196405
476,dMRI,sub-130114_ses-1,Homophily,6.092548495702951e-79
477,dMRI,sub-130114_ses-1,Homotopy,8.771698752435873e-09
478,dMRI,sub-166438_ses-1,Homophily,3.1169872634990814e-151
479,dMRI,sub-166438_ses-1,Homotopy,0.0024156566223185894
480,dMRI,sub-479762_ses-1,Homophily,1.9945975336327643e-127
481,dMRI,sub-479762_ses-1,Homotopy,2.1372095160752535e-07
482,dMRI,sub-249947_ses-1,Homophily,1.0314140539925366e-132
483,dMRI,sub-249947_ses-1,Homotopy,5.223836547206728e-05
484,dMRI,sub-146432_ses-1,Homophily,2.2268666885507075e-135
485,dMRI,sub-146432_ses-1,Homotopy,8.133165279377928e-07
486,dMRI,sub-148436_ses-1,Homophily,2.3080413373179094e-213
487,dMRI,sub-148436_ses-1,Homotopy,0.0021601240463639047
488,dMRI,sub-160931_ses-1,Homophily,6.999056381199991e-97
489,dMRI,sub-160931_ses-1,Homotopy,5.629314873094296e-05
490,dMRI,sub-690152_ses-1,Homophily,1.589226288608181e-129
491,dMRI,sub-690152_ses-1,Homotopy,2.641577905180977e-06
492,dMRI,sub-119833_ses-1,Homophily,2.4469224519673676e-131
493,dMRI,sub-119833_ses-1,Homotopy,0.0005031306577381277
494,dMRI,sub-873968_ses-1,Homophily,1.381238986185155e-103
495,dMRI,sub-873968_ses-1,Homotopy,3.745002674048444e-08
496,dMRI,sub-153227_ses-1,Homophily,5.395240487454691e-84
497,dMRI,sub-153227_ses-1,Homotopy,3.4038183244374315e-07
498,dMRI,sub-585862_ses-1,Homophily,1.3115514637562528e-117
499,dMRI,sub-585862_ses-1,Homotopy,1.0242121139266296e-05
500,dMRI,sub-394956_ses-1,Homophily,8.930133175167796e-154
501,dMRI,sub-394956_ses-1,Homotopy,0.0004622681254843401
502,dMRI,sub-251833_ses-1,Homophily,6.286307556722792e-195
503,dMRI,sub-251833_ses-1,Homotopy,4.5778475696403046e-05
504,dMRI,sub-281135_ses-1,Homophily,4.121369422435087e-114
505,dMRI,sub-281135_ses-1,Homotopy,2.4760710100581207e-07
506,dMRI,sub-257542_ses-1,Homophily,9.712918383523854e-85
507,dMRI,sub-257542_ses-1,Homotopy,7.179021570034627e-07
508,dMRI,sub-555954_ses-1,Homophily,3.825861909151675e-111
509,dMRI,sub-555954_ses-1,Homotopy,0.00026182602020881807
510,dMRI,sub-169545_ses-1,Homophily,1.257646842899886e-138
511,dMRI,sub-169545_ses-1,Homotopy,3.0532145163757234e-05
512,dMRI,sub-825553_ses-1,Homophily,4.0456085180600854e-119
513,dMRI,sub-825553_ses-1,Homotopy,1.4291127436539592e-06
514,dMRI,sub-143426_ses-1,Homophily,3.0600254428971116e-125
515,dMRI,sub-143426_ses-1,Homotopy,4.7147569275625804e-07
516,dMRI,sub-150019_ses-1,Homophily,4.6946888099929645e-145
517,dMRI,sub-150019_ses-1,Homotopy,0.0006217538755716489
518,dMRI,sub-111716_ses-1,Homophily,8.681959704296103e-149
519,dMRI,sub-111716_ses-1,Homotopy,0.0010630019522812726
520,dMRI,sub-108828_ses-1,Homophily,2.8450714575454684e-187
521,dMRI,sub-108828_ses-1,Homotopy,0.0007392711355324497
522,dMRI,sub-150625_ses-1,Homophily,3.396645857677048e-133
523,dMRI,sub-150625_ses-1,Homotopy,1.1461263011840904e-05
524,dMRI,sub-128632_ses-1,Homophily,7.709381204640594e-136
525,dMRI,sub-128632_ses-1,Homotopy,5.1183101358487836e-06
526,dMRI,sub-169444_ses-1,Homophily,1.843786091539357e-102
527,dMRI,sub-169444_ses-1,Homotopy,6.932043756699062e-07
528,dMRI,sub-188549_ses-1,Homophily,1.3923505376811132e-133
529,dMRI,sub-188549_ses-1,Homotopy,4.78306645042695e-06
530,dMRI,sub-723141_ses-1,Homophily,2.34138762725794e-58
531,dMRI,sub-723141_ses-1,Homotopy,4.2255973189809846e-08
532,dMRI,sub-996782_ses-1,Homophily,1.359648033321157e-128
533,dMRI,sub-996782_ses-1,Homotopy,4.1002776228649456e-07
534,dMRI,sub-138130_ses-1,Homophily,2.5433370639836965e-155
535,dMRI,sub-138130_ses-1,Homotopy,3.15827107647605e-06
536,dMRI,sub-522434_ses-1,Homophily,1.0085558772497276e-128
537,dMRI,sub-522434_ses-1,Homotopy,4.1739067041251634e-05
538,dMRI,sub-555348_ses-1,Homophily,4.4848576834212e-90
539,dMRI,sub-555348_ses-1,Homotopy,1.2572564222160683e-06
540,dMRI,sub-151930_ses-1,Homophily,4.0527909466313154e-91
541,dMRI,sub-151930_ses-1,Homotopy,5.395308401354936e-05
542,dMRI,sub-627549_ses-1,Homophily,1.7586258979623832e-122
543,dMRI,sub-627549_ses-1,Homotopy,8.358432715621735e-05
544,dMRI,sub-520228_ses-1,Homophily,1.5296154610052187e-186
545,dMRI,sub-520228_ses-1,Homotopy,0.0027430825495400675
546,dMRI,sub-101915_ses-1,Homophily,4.892848604975067e-93
547,dMRI,sub-101915_ses-1,Homotopy,0.00034467787780811135
548,dMRI,sub-121719_ses-1,Homophily,8.797939280317601e-149
549,dMRI,sub-121719_ses-1,Homotopy,1.144908206016467e-06
550,dMRI,sub-197348_ses-1,Homophily,1.417708523941338e-67
551,dMRI,sub-197348_ses-1,Homotopy,3.137598905549426e-07
552,dMRI,sub-115219_ses-1,Homophily,1.5059891160640876e-141
553,dMRI,sub-115219_ses-1,Homotopy,6.542553022606664e-05
554,dMRI,sub-341834_ses-1,Homophily,8.907085181676244e-129
555,dMRI,sub-341834_ses-1,Homotopy,0.00011392008671641719
556,dMRI,sub-173435_ses-1,Homophily,4.788567839697336e-100
557,dMRI,sub-173435_ses-1,Homotopy,7.551179452788482e-06
558,dMRI,sub-233326_ses-1,Homophily,1.9587253502942048e-156
559,dMRI,sub-233326_ses-1,Homotopy,4.876564242855587e-06
560,dMRI,sub-179548_ses-1,Homophily,2.328295342115146e-114
561,dMRI,sub-179548_ses-1,Homotopy,4.740409698138268e-05
562,dMRI,sub-201414_ses-1,Homophily,1.568175025786836e-145
563,dMRI,sub-201414_ses-1,Homotopy,3.428985009214767e-05
564,dMRI,sub-391748_ses-1,Homophily,2.919111917029425e-104
565,dMRI,sub-391748_ses-1,Homotopy,3.624426563784027e-08
566,dMRI,sub-311320_ses-1,Homophily,1.1005305284940517e-131
567,dMRI,sub-311320_ses-1,Homotopy,9.946090438707823e-08
568,dMRI,sub-480141_ses-1,Homophily,2.8368934451703034e-133
569,dMRI,sub-480141_ses-1,Homotopy,2.534636543343245e-08
570,dMRI,sub-519647_ses-1,Homophily,5.875768471077284e-148
571,dMRI,sub-519647_ses-1,Homotopy,2.142097246078661e-05
572,dMRI,sub-685058_ses-1,Homophily,4.308093163491002e-149
573,dMRI,sub-685058_ses-1,Homotopy,5.843469404844704e-07
574,dMRI,sub-573451_ses-1,Homophily,1.653724796405746e-197
575,dMRI,sub-573451_ses-1,Homotopy,0.0034746620740725553
576,dMRI,sub-135629_ses-1,Homophily,3.5935060518308375e-143
577,dMRI,sub-135629_ses-1,Homotopy,8.51790143075757e-05
578,dMRI,sub-198653_ses-1,Homophily,1.4553458033465952e-152
579,dMRI,sub-198653_ses-1,Homotopy,0.0011000510253796059
580,dMRI,sub-134728_ses-1,Homophily,3.0369395875716592e-142
581,dMRI,sub-134728_ses-1,Homotopy,6.007771735962742e-06
582,dMRI,sub-889579_ses-1,Homophily,3.30755007220464e-64
583,dMRI,sub-889579_ses-1,Homotopy,2.1457506198661824e-08
584,dMRI,sub-541640_ses-1,Homophily,4.353306072913976e-166
585,dMRI,sub-541640_ses-1,Homotopy,6.399844953281502e-05
586,dMRI,sub-814649_ses-1,Homophily,2.5473058264500523e-138
587,dMRI,sub-814649_ses-1,Homotopy,3.8988266471839806e-05
588,dMRI,sub-248339_ses-1,Homophily,1.7084652544068224e-159
589,dMRI,sub-248339_ses-1,Homotopy,8.464424704333094e-05
590,dMRI,sub-161731_ses-1,Homophily,1.584258869991808e-116
591,dMRI,sub-161731_ses-1,Homotopy,1.564602490929454e-05
592,dMRI,sub-168745_ses-1,Homophily,1.5362624294672297e-152
593,dMRI,sub-168745_ses-1,Homotopy,2.2247996896258504e-05
594,dMRI,sub-196144_ses-1,Homophily,2.570295857550942e-159
595,dMRI,sub-196144_ses-1,Homotopy,6.687699967338872e-05
596,dMRI,sub-268749_ses-1,Homophily,1.9781013485074207e-146
597,dMRI,sub-268749_ses-1,Homotopy,3.2979503663200045e-05
598,dMRI,sub-115724_ses-1,Homophily,3.2788237230214824e-147
599,dMRI,sub-115724_ses-1,Homotopy,1.1945633055545285e-05
600,dMRI,sub-201515_ses-1,Homophily,8.407942635271103e-142
601,dMRI,sub-201515_ses-1,Homotopy,3.485415083249241e-07
602,dMRI,sub-118225_ses-1,Homophily,7.26596184146804e-64
603,dMRI,sub-118225_ses-1,Homotopy,5.857017202356665e-08
604,dMRI,sub-178647_ses-1,Homophily,7.363284164623507e-177
605,dMRI,sub-178647_ses-1,Homotopy,0.00014206906488220227
606,dMRI,sub-246133_ses-1,Homophily,6.588553629260941e-162
607,dMRI,sub-246133_ses-1,Homotopy,0.00010575363856363604
608,dMRI,sub-211922_ses-1,Homophily,4.561458748880962e-129
609,dMRI,sub-211922_ses-1,Homotopy,4.6692963784851396e-08
610,dMRI,sub-199655_ses-1,Homophily,3.1887985524633796e-148
611,dMRI,sub-199655_ses-1,Homotopy,0.00013521788917187844
612,dMRI,sub-827052_ses-1,Homophily,5.5149907499341915e-101
613,dMRI,sub-827052_ses-1,Homotopy,1.198891539079308e-07
614,dMRI,sub-195849_ses-1,Homophily,1.5368122001031857e-127
615,dMRI,sub-195849_ses-1,Homotopy,0.0008369145513568567
616,dMRI,sub-138332_ses-1,Homophily,1.9063377032872682e-122
617,dMRI,sub-138332_ses-1,Homotopy,2.0180116420595268e-05
618,dMRI,sub-156435_ses-1,Homophily,6.738470528923799e-152
619,dMRI,sub-156435_ses-1,Homotopy,2.1675546577048298e-07
620,dMRI,sub-734045_ses-1,Homophily,4.1091470344548498e-112
621,dMRI,sub-734045_ses-1,Homotopy,3.806465736377949e-09
622,dMRI,sub-898176_ses-1,Homophily,4.18923775117363e-115
623,dMRI,sub-898176_ses-1,Homotopy,5.2036400327385446e-05
624,dMRI,sub-173940_ses-1,Homophily,1.7346374871841646e-121
625,dMRI,sub-173940_ses-1,Homotopy,3.8022954399913035e-08
626,dMRI,sub-140117_ses-1,Homophily,7.831797002520406e-87
627,dMRI,sub-140117_ses-1,Homotopy,7.270851657261137e-07
628,dMRI,sub-742549_ses-1,Homophily,2.5889168373310636e-140
629,dMRI,sub-742549_ses-1,Homotopy,1.0195657856417713e-06
630,dMRI,sub-212116_ses-1,Homophily,8.925707917162997e-174
631,dMRI,sub-212116_ses-1,Homotopy,1.184553792366922e-05
632,dMRI,sub-101309_ses-1,Homophily,1.643940236152364e-85
633,dMRI,sub-101309_ses-1,Homotopy,2.0058476465427416e-06
634,dMRI,sub-896879_ses-1,Homophily,1.7451273557633992e-147
635,dMRI,sub-896879_ses-1,Homotopy,6.48467706955615e-07
636,dMRI,sub-209329_ses-1,Homophily,1.2268708478253869e-105
637,dMRI,sub-209329_ses-1,Homotopy,1.1588441182146239e-05
638,dMRI,sub-214019_ses-1,Homophily,3.374618713932349e-97
639,dMRI,sub-214019_ses-1,Homotopy,4.911711842436988e-06
640,dMRI,sub-125525_ses-1,Homophily,1.5088631279836066e-138
641,dMRI,sub-125525_ses-1,Homotopy,1.4093395259324174e-05
642,dMRI,sub-136227_ses-1,Homophily,2.1375551013214122e-196
643,dMRI,sub-136227_ses-1,Homotopy,0.00016224871018878894
644,dMRI,sub-100307_ses-1,Homophily,4.2007867441924666e-162
645,dMRI,sub-100307_ses-1,Homotopy,0.002164003649978251
646,dMRI,sub-205725_ses-1,Homophily,2.2384119225661886e-169
647,dMRI,sub-205725_ses-1,Homotopy,7.075251417361364e-05
648,dMRI,sub-826454_ses-1,Homophily,1.3885016030435698e-173
649,dMRI,sub-826454_ses-1,Homotopy,2.0611650054832137e-05
650,dMRI,sub-196851_ses-1,Homophily,1.5930440614796063e-168
651,dMRI,sub-196851_ses-1,Homotopy,1.0568542563789431e-06
652,dMRI,sub-200917_ses-1,Homophily,4.814293696241401e-164
653,dMRI,sub-200917_ses-1,Homotopy,1.1937090900527773e-05
654,dMRI,sub-465852_ses-1,Homophily,4.7438933152983417e-144
655,dMRI,sub-465852_ses-1,Homotopy,9.296426577512541e-07
656,dMRI,sub-599065_ses-1,Homophily,2.6281410667169035e-193
657,dMRI,sub-599065_ses-1,Homotopy,0.0015628550013988087
658,dMRI,sub-111009_ses-1,Homophily,2.560555310918053e-70
659,dMRI,sub-111009_ses-1,Homotopy,1.2576928950015892e-08
660,dMRI,sub-159744_ses-1,Homophily,1.5976348779518156e-184
661,dMRI,sub-159744_ses-1,Homotopy,0.00041588993528966404
662,dMRI,sub-571548_ses-1,Homophily,2.0792567827223154e-176
663,dMRI,sub-571548_ses-1,Homotopy,4.089279259619281e-05
664,dMRI,sub-150524_ses-1,Homophily,1.6108970283775616e-69
665,dMRI,sub-150524_ses-1,Homotopy,3.997862898192655e-08
666,dMRI,sub-378857_ses-1,Homophily,2.1194011640157044e-153
667,dMRI,sub-378857_ses-1,Homotopy,1.0350332989368771e-05
668,dMRI,sub-149539_ses-1,Homophily,5.483255787395691e-124
669,dMRI,sub-149539_ses-1,Homotopy,4.894518025763728e-05
670,dMRI,sub-117021_ses-1,Homophily,2.6819348004237637e-165
671,dMRI,sub-117021_ses-1,Homotopy,0.0009764091959310033
672,dMRI,sub-770352_ses-1,Homophily,1.4217440525839729e-162
673,dMRI,sub-770352_ses-1,Homotopy,1.3295621659321482e-07
674,dMRI,sub-926862_ses-1,Homophily,3.265255245644556e-147
675,dMRI,sub-926862_ses-1,Homotopy,0.00017224365979935476
676,dMRI,sub-896778_ses-1,Homophily,5.1436116416321766e-169
677,dMRI,sub-896778_ses-1,Homotopy,9.283141188656002e-06
678,dMRI,sub-206929_ses-1,Homophily,1.9985472572715536e-115
679,dMRI,sub-206929_ses-1,Homotopy,6.05648354282301e-08
680,dMRI,sub-192237_ses-1,Homophily,2.150742026045955e-132
681,dMRI,sub-192237_ses-1,Homotopy,6.375504519006503e-06
682,dMRI,sub-123824_ses-1,Homophily,1.2273109084327735e-158
683,dMRI,sub-123824_ses-1,Homotopy,6.129166782004328e-07
684,dMRI,sub-204218_ses-1,Homophily,1.1483832206565898e-71
685,dMRI,sub-204218_ses-1,Homotopy,7.597412947586797e-08
686,dMRI,sub-414229_ses-1,Homophily,1.9521341273754335e-148
687,dMRI,sub-414229_ses-1,Homotopy,0.0001145458276717094
688,dMRI,sub-663755_ses-1,Homophily,2.595178860779174e-175
689,dMRI,sub-663755_ses-1,Homotopy,9.572452064820842e-06
690,dMRI,sub-905147_ses-1,Homophily,1.0673423528122966e-62
691,dMRI,sub-905147_ses-1,Homotopy,1.5553586426201706e-08
692,dMRI,sub-187143_ses-1,Homophily,1.9027916619462637e-143
693,dMRI,sub-187143_ses-1,Homotopy,1.4999178411344392e-06
694,dMRI,sub-182436_ses-1,Homophily,2.987089300994265e-203
695,dMRI,sub-182436_ses-1,Homotopy,9.822639958161083e-05
696,dMRI,sub-134425_ses-1,Homophily,7.769356948661565e-150
697,dMRI,sub-134425_ses-1,Homotopy,5.878107761385921e-06
698,dMRI,sub-783462_ses-1,Homophily,6.12466596366838e-111
699,dMRI,sub-783462_ses-1,Homotopy,0.0014804715377270035
700,dMRI,sub-672756_ses-1,Homophily,4.056660353160355e-176
701,dMRI,sub-672756_ses-1,Homotopy,0.00019085271574724566
702,dMRI,sub-211821_ses-1,Homophily,1.5607617552904511e-100
703,dMRI,sub-211821_ses-1,Homotopy,2.030321011526173e-07
704,dMRI,sub-136126_ses-1,Homophily,2.3028735258316395e-166
705,dMRI,sub-136126_ses-1,Homotopy,0.00039142723110057587
706,dMRI,sub-162329_ses-1,Homophily,3.595249162239729e-131
707,dMRI,sub-162329_ses-1,Homotopy,1.1917255551577233e-06
708,dMRI,sub-832651_ses-1,Homophily,7.242095345430802e-94
709,dMRI,sub-832651_ses-1,Homotopy,1.942742989761668e-07
710,dMRI,sub-204420_ses-1,Homophily,2.586248891736241e-124
711,dMRI,sub-204420_ses-1,Homotopy,3.2726470040048747e-06
712,dMRI,sub-149337_ses-1,Homophily,2.529472789023349e-128
713,dMRI,sub-149337_ses-1,Homotopy,4.268532139697762e-08
714,dMRI,sub-153429_ses-1,Homophily,1.6831294099475767e-162
715,dMRI,sub-153429_ses-1,Homotopy,1.7548950027160424e-05
716,dMRI,sub-186040_ses-1,Homophily,1.8809249985277074e-88
717,dMRI,sub-186040_ses-1,Homotopy,2.6475312512806545e-08
718,dMRI,sub-104820_ses-1,Homophily,3.0915306644800237e-116
719,dMRI,sub-104820_ses-1,Homotopy,2.8928648317939383e-08
720,dMRI,sub-120010_ses-1,Homophily,1.140060865702302e-160
721,dMRI,sub-120010_ses-1,Homotopy,6.260213673561718e-05
722,dMRI,sub-809252_ses-1,Homophily,4.296978992916844e-120
723,dMRI,sub-809252_ses-1,Homotopy,1.398004067778854e-06
724,dMRI,sub-191033_ses-1,Homophily,2.969452491923068e-84
725,dMRI,sub-191033_ses-1,Homotopy,4.85755013590531e-06
726,dMRI,sub-257845_ses-1,Homophily,1.1317189050956232e-104
727,dMRI,sub-257845_ses-1,Homotopy,4.0379557559643194e-08
728,dMRI,sub-316633_ses-1,Homophily,2.5908138410582427e-133
729,dMRI,sub-316633_ses-1,Homotopy,0.0003587021825920316
730,dMRI,sub-599671_ses-1,Homophily,6.66592177238941e-97
731,dMRI,sub-599671_ses-1,Homotopy,2.3131372437147175e-06
732,dMRI,sub-656657_ses-1,Homophily,1.0531108684306164e-124
733,dMRI,sub-656657_ses-1,Homotopy,6.509639520291922e-06
734,dMRI,sub-191437_ses-1,Homophily,9.970758449956355e-130
735,dMRI,sub-191437_ses-1,Homotopy,2.5877722655745413e-06
736,dMRI,sub-137633_ses-1,Homophily,7.526093645130927e-158
737,dMRI,sub-137633_ses-1,Homotopy,9.141875021329465e-06
738,dMRI,sub-175540_ses-1,Homophily,2.292079693363762e-108
739,dMRI,sub-175540_ses-1,Homotopy,3.4741666886429323e-06
740,dMRI,sub-270332_ses-1,Homophily,1.7400120669184775e-169
741,dMRI,sub-270332_ses-1,Homotopy,0.00039333238558753335
742,dMRI,sub-957974_ses-1,Homophily,3.218516582975288e-145
743,dMRI,sub-957974_ses-1,Homotopy,0.0023757555753541187
744,dMRI,sub-114823_ses-1,Homophily,1.2790564018802257e-135
745,dMRI,sub-114823_ses-1,Homotopy,1.8969290076196693e-06
746,dMRI,sub-744553_ses-1,Homophily,9.07739653512398e-175
747,dMRI,sub-744553_ses-1,Homotopy,0.0034206533655267266
748,dMRI,sub-142828_ses-1,Homophily,1.7829075203092844e-156
749,dMRI,sub-142828_ses-1,Homotopy,1.4558792994997697e-05
750,dMRI,sub-378756_ses-1,Homophily,1.9728678422520364e-126
751,dMRI,sub-378756_ses-1,Homotopy,9.035926186507053e-06
752,dMRI,sub-613538_ses-1,Homophily,1.1299628363535336e-91
753,dMRI,sub-613538_ses-1,Homotopy,7.686705357510508e-05
754,dMRI,sub-154936_ses-1,Homophily,3.5654396804657614e-84
755,dMRI,sub-154936_ses-1,Homotopy,4.313703038913464e-06
756,dMRI,sub-194140_ses-1,Homophily,1.9545535529578784e-117
757,dMRI,sub-194140_ses-1,Homotopy,5.335977682842056e-07
758,dMRI,sub-984472_ses-1,Homophily,2.04698382364301e-87
759,dMRI,sub-984472_ses-1,Homotopy,1.900222729648825e-07
760,dMRI,sub-196750_ses-1,Homophily,3.141974439228233e-154
761,dMRI,sub-196750_ses-1,Homotopy,7.836351589961083e-06
762,dMRI,sub-510326_ses-1,Homophily,2.9983389412046377e-133
763,dMRI,sub-510326_ses-1,Homotopy,3.758141521373736e-05
764,dMRI,sub-720337_ses-1,Homophily,5.013716470642865e-138
765,dMRI,sub-720337_ses-1,Homotopy,6.562706567605171e-07
766,dMRI,sub-317332_ses-1,Homophily,1.6019310922482406e-98
767,dMRI,sub-317332_ses-1,Homotopy,4.599971548403323e-05
768,dMRI,sub-231928_ses-1,Homophily,2.1176150942528588e-183
769,dMRI,sub-231928_ses-1,Homotopy,2.6009962326619997e-05
770,dMRI,sub-174437_ses-1,Homophily,3.5628418794023135e-125
771,dMRI,sub-174437_ses-1,Homotopy,1.0037629773904296e-07
772,dMRI,sub-907656_ses-1,Homophily,2.677390907242431e-88
773,dMRI,sub-907656_ses-1,Homotopy,5.866169339779642e-07
774,dMRI,sub-126426_ses-1,Homophily,2.1025976018591315e-107
775,dMRI,sub-126426_ses-1,Homotopy,0.004077529294875897
776,dMRI,sub-728454_ses-1,Homophily,1.5476911191447341e-176
777,dMRI,sub-728454_ses-1,Homotopy,0.00012781953666231354
778,dMRI,sub-645551_ses-1,Homophily,1.903056423660026e-112
779,dMRI,sub-645551_ses-1,Homotopy,1.9319231333681227e-06
780,dMRI,sub-958976_ses-1,Homophily,1.2594991330766832e-49
781,dMRI,sub-958976_ses-1,Homotopy,3.5163175932358064e-09
782,dMRI,sub-127226_ses-1,Homophily,1.5502195797187606e-87
783,dMRI,sub-127226_ses-1,Homotopy,3.183884210719746e-05
784,dMRI,sub-100206_ses-1,Homophily,1.3700895595576196e-207
785,dMRI,sub-100206_ses-1,Homotopy,0.0007037634317953356
786,dMRI,sub-521331_ses-1,Homophily,4.584375023263138e-120
787,dMRI,sub-521331_ses-1,Homotopy,0.00016567824698006256
788,dMRI,sub-183337_ses-1,Homophily,1.4164670337476453e-122
789,dMRI,sub-183337_ses-1,Homotopy,4.4948760834801523e-07
790,dMRI,sub-172029_ses-1,Homophily,3.65036709260332e-83
791,dMRI,sub-172029_ses-1,Homotopy,4.792221491502702e-07
792,dMRI,sub-192540_ses-1,Homophily,5.244107924290316e-165
793,dMRI,sub-192540_ses-1,Homotopy,3.903145910123728e-05
794,dMRI,sub-199453_ses-1,Homophily,7.184773003849532e-151
795,dMRI,sub-199453_ses-1,Homotopy,1.7118513219657955e-05
796,dMRI,sub-178142_ses-1,Homophily,3.426347329576575e-98
797,dMRI,sub-178142_ses-1,Homotopy,2.4736184086272607e-06
798,dMRI,sub-200109_ses-1,Homophily,2.261350449152214e-115
799,dMRI,sub-200109_ses-1,Homotopy,1.1558426272667003e-06
800,dMRI,sub-164939_ses-1,Homophily,6.46741907458341e-95
801,dMRI,sub-164939_ses-1,Homotopy,3.825762143306671e-06
