,Test,Effect_Size,n,Weighting,Simulation,power,power_stderr
2561,rLRT,0.667,82,Unweighted,nSBM,1.0,0.0
2562,FET,0.778,82,Unweighted,nSBM,1.0,0.0
2563,LRT,0.778,82,Unweighted,nSBM,1.0,0.0
2564,MWW,0.778,82,Unweighted,nSBM,1.0,0.0
2565,PT,0.778,82,Unweighted,nSBM,1.0,0.0
2566,WT,0.778,82,Unweighted,nSBM,1.0,0.0
2567,rLRT,0.778,82,Unweighted,nSBM,1.0,0.0
2568,FET,0.889,82,Unweighted,nSBM,1.0,0.0
2569,LRT,0.889,82,Unweighted,nSBM,1.0,0.0
2570,MWW,0.889,82,Unweighted,nSBM,1.0,0.0
2571,PT,0.889,82,Unweighted,nSBM,1.0,0.0
2572,WT,0.889,82,Unweighted,nSBM,1.0,0.0
2573,rLRT,0.889,82,Unweighted,nSBM,1.0,0.0
2574,FET,1.0,82,Unweighted,nSBM,1.0,0.0
2575,LRT,1.0,82,Unweighted,nSBM,1.0,0.0
2576,MWW,1.0,82,Unweighted,nSBM,1.0,0.0
2577,PT,1.0,82,Unweighted,nSBM,1.0,0.0
2578,WT,1.0,82,Unweighted,nSBM,1.0,0.0
2579,rLRT,1.0,82,Unweighted,nSBM,1.0,0.0
2580,FET,0.0,91,Unweighted,nSBM,0.03,0.0017058722109231984
2581,LRT,0.0,91,Unweighted,nSBM,1.0,0.0
2582,MWW,0.0,91,Unweighted,nSBM,0.03,0.0017058722109231984
2583,PT,0.0,91,Unweighted,nSBM,0.04,0.0019595917942265427
2584,WT,0.0,91,Unweighted,nSBM,0.03,0.0017058722109231984
2585,rLRT,0.0,91,Unweighted,nSBM,1.0,0.0
2586,FET,0.111,91,Unweighted,nSBM,1.0,0.0
2587,LRT,0.111,91,Unweighted,nSBM,1.0,0.0
2588,MWW,0.111,91,Unweighted,nSBM,1.0,0.0
2589,PT,0.111,91,Unweighted,nSBM,1.0,0.0
2590,WT,0.111,91,Unweighted,nSBM,1.0,0.0
2591,rLRT,0.111,91,Unweighted,nSBM,1.0,0.0
2592,FET,0.222,91,Unweighted,nSBM,1.0,0.0
2593,LRT,0.222,91,Unweighted,nSBM,0.89,0.003128897569432403
2594,MWW,0.222,91,Unweighted,nSBM,1.0,0.0
2595,PT,0.222,91,Unweighted,nSBM,1.0,0.0
2596,WT,0.222,91,Unweighted,nSBM,1.0,0.0
2597,rLRT,0.222,91,Unweighted,nSBM,0.89,0.003128897569432403
2598,FET,0.333,91,Unweighted,nSBM,1.0,0.0
2599,LRT,0.333,91,Unweighted,nSBM,0.05,0.0021794494717703367
2600,MWW,0.333,91,Unweighted,nSBM,1.0,0.0
2601,PT,0.333,91,Unweighted,nSBM,1.0,0.0
2602,WT,0.333,91,Unweighted,nSBM,1.0,0.0
2603,rLRT,0.333,91,Unweighted,nSBM,0.06,0.0023748684174075834
2604,FET,0.444,91,Unweighted,nSBM,1.0,0.0
2605,LRT,0.444,91,Unweighted,nSBM,0.86,0.0034698703145794947
2606,MWW,0.444,91,Unweighted,nSBM,1.0,0.0
2607,PT,0.444,91,Unweighted,nSBM,1.0,0.0
2608,WT,0.444,91,Unweighted,nSBM,1.0,0.0
2609,rLRT,0.444,91,Unweighted,nSBM,0.86,0.0034698703145794947
2610,FET,0.556,91,Unweighted,nSBM,1.0,0.0
2611,LRT,0.556,91,Unweighted,nSBM,1.0,0.0
2612,MWW,0.556,91,Unweighted,nSBM,1.0,0.0
2613,PT,0.556,91,Unweighted,nSBM,1.0,0.0
2614,WT,0.556,91,Unweighted,nSBM,1.0,0.0
2615,rLRT,0.556,91,Unweighted,nSBM,1.0,0.0
2616,FET,0.667,91,Unweighted,nSBM,1.0,0.0
2617,LRT,0.667,91,Unweighted,nSBM,1.0,0.0
2618,MWW,0.667,91,Unweighted,nSBM,1.0,0.0
2619,PT,0.667,91,Unweighted,nSBM,1.0,0.0
2620,WT,0.667,91,Unweighted,nSBM,1.0,0.0
2621,rLRT,0.667,91,Unweighted,nSBM,1.0,0.0
2622,FET,0.778,91,Unweighted,nSBM,1.0,0.0
2623,LRT,0.778,91,Unweighted,nSBM,1.0,0.0
2624,MWW,0.778,91,Unweighted,nSBM,1.0,0.0
2625,PT,0.778,91,Unweighted,nSBM,1.0,0.0
2626,WT,0.778,91,Unweighted,nSBM,1.0,0.0
2627,rLRT,0.778,91,Unweighted,nSBM,1.0,0.0
2628,FET,0.889,91,Unweighted,nSBM,1.0,0.0
2629,LRT,0.889,91,Unweighted,nSBM,1.0,0.0
2630,MWW,0.889,91,Unweighted,nSBM,1.0,0.0
2631,PT,0.889,91,Unweighted,nSBM,1.0,0.0
2632,WT,0.889,91,Unweighted,nSBM,1.0,0.0
2633,rLRT,0.889,91,Unweighted,nSBM,1.0,0.0
2634,FET,1.0,91,Unweighted,nSBM,1.0,0.0
2635,LRT,1.0,91,Unweighted,nSBM,1.0,0.0
2636,MWW,1.0,91,Unweighted,nSBM,1.0,0.0
2637,PT,1.0,91,Unweighted,nSBM,1.0,0.0
2638,WT,1.0,91,Unweighted,nSBM,1.0,0.0
2639,rLRT,1.0,91,Unweighted,nSBM,1.0,0.0
2640,FET,0.0,100,Unweighted,nSBM,0.06,0.0023748684174075834
2641,LRT,0.0,100,Unweighted,nSBM,1.0,0.0
2642,MWW,0.0,100,Unweighted,nSBM,0.07,0.0025514701644346145
2643,PT,0.0,100,Unweighted,nSBM,0.06,0.0023748684174075834
2644,WT,0.0,100,Unweighted,nSBM,0.07,0.0025514701644346145
2645,rLRT,0.0,100,Unweighted,nSBM,1.0,0.0
2646,FET,0.111,100,Unweighted,nSBM,1.0,0.0
2647,LRT,0.111,100,Unweighted,nSBM,1.0,0.0
2648,MWW,0.111,100,Unweighted,nSBM,1.0,0.0
2649,PT,0.111,100,Unweighted,nSBM,1.0,0.0
2650,WT,0.111,100,Unweighted,nSBM,1.0,0.0
2651,rLRT,0.111,100,Unweighted,nSBM,1.0,0.0
2652,FET,0.222,100,Unweighted,nSBM,1.0,0.0
2653,LRT,0.222,100,Unweighted,nSBM,0.92,0.002712931993250107
2654,MWW,0.222,100,Unweighted,nSBM,1.0,0.0
2655,PT,0.222,100,Unweighted,nSBM,1.0,0.0
2656,WT,0.222,100,Unweighted,nSBM,1.0,0.0
2657,rLRT,0.222,100,Unweighted,nSBM,0.92,0.002712931993250107
2658,FET,0.333,100,Unweighted,nSBM,1.0,0.0
2659,LRT,0.333,100,Unweighted,nSBM,0.02,0.0013999999999999998
2660,MWW,0.333,100,Unweighted,nSBM,1.0,0.0
2661,PT,0.333,100,Unweighted,nSBM,1.0,0.0
2662,WT,0.333,100,Unweighted,nSBM,1.0,0.0
2663,rLRT,0.333,100,Unweighted,nSBM,0.02,0.0013999999999999998
2664,FET,0.444,100,Unweighted,nSBM,1.0,0.0
2665,LRT,0.444,100,Unweighted,nSBM,0.98,0.0013999999999999998
2666,MWW,0.444,100,Unweighted,nSBM,1.0,0.0
2667,PT,0.444,100,Unweighted,nSBM,1.0,0.0
2668,WT,0.444,100,Unweighted,nSBM,1.0,0.0
2669,rLRT,0.444,100,Unweighted,nSBM,0.98,0.0013999999999999998
2670,FET,0.556,100,Unweighted,nSBM,1.0,0.0
2671,LRT,0.556,100,Unweighted,nSBM,1.0,0.0
2672,MWW,0.556,100,Unweighted,nSBM,1.0,0.0
2673,PT,0.556,100,Unweighted,nSBM,1.0,0.0
2674,WT,0.556,100,Unweighted,nSBM,1.0,0.0
2675,rLRT,0.556,100,Unweighted,nSBM,1.0,0.0
2676,FET,0.667,100,Unweighted,nSBM,1.0,0.0
2677,LRT,0.667,100,Unweighted,nSBM,1.0,0.0
2678,MWW,0.667,100,Unweighted,nSBM,1.0,0.0
2679,PT,0.667,100,Unweighted,nSBM,1.0,0.0
2680,WT,0.667,100,Unweighted,nSBM,1.0,0.0
2681,rLRT,0.667,100,Unweighted,nSBM,1.0,0.0
2682,FET,0.778,100,Unweighted,nSBM,1.0,0.0
2683,LRT,0.778,100,Unweighted,nSBM,1.0,0.0
2684,MWW,0.778,100,Unweighted,nSBM,1.0,0.0
2685,PT,0.778,100,Unweighted,nSBM,1.0,0.0
2686,WT,0.778,100,Unweighted,nSBM,1.0,0.0
2687,rLRT,0.778,100,Unweighted,nSBM,1.0,0.0
2688,FET,0.889,100,Unweighted,nSBM,1.0,0.0
2689,LRT,0.889,100,Unweighted,nSBM,1.0,0.0
2690,MWW,0.889,100,Unweighted,nSBM,1.0,0.0
2691,PT,0.889,100,Unweighted,nSBM,1.0,0.0
2692,WT,0.889,100,Unweighted,nSBM,1.0,0.0
2693,rLRT,0.889,100,Unweighted,nSBM,1.0,0.0
2694,FET,1.0,100,Unweighted,nSBM,1.0,0.0
2695,LRT,1.0,100,Unweighted,nSBM,1.0,0.0
2696,MWW,1.0,100,Unweighted,nSBM,1.0,0.0
2697,PT,1.0,100,Unweighted,nSBM,1.0,0.0
2698,WT,1.0,100,Unweighted,nSBM,1.0,0.0
2699,rLRT,1.0,100,Unweighted,nSBM,1.0,0.0
3000,FET,0.0,20,Unweighted,rSBM,0.01,0.00099498743710662
3001,LRT,0.0,20,Unweighted,rSBM,0.01,0.00099498743710662
3002,MWW,0.0,20,Unweighted,rSBM,0.01,0.00099498743710662
3003,PT,0.0,20,Unweighted,rSBM,0.01,0.00099498743710662
3004,WT,0.0,20,Unweighted,rSBM,0.01,0.00099498743710662
3005,rLRT,0.0,20,Unweighted,rSBM,0.01,0.00099498743710662
3006,FET,0.111,20,Unweighted,rSBM,0.01,0.00099498743710662
3007,LRT,0.111,20,Unweighted,rSBM,0.01,0.00099498743710662
3008,MWW,0.111,20,Unweighted,rSBM,0.01,0.00099498743710662
3009,PT,0.111,20,Unweighted,rSBM,0.01,0.00099498743710662
3010,WT,0.111,20,Unweighted,rSBM,0.01,0.00099498743710662
3011,rLRT,0.111,20,Unweighted,rSBM,0.01,0.00099498743710662
3012,FET,0.222,20,Unweighted,rSBM,0.01,0.00099498743710662
3013,LRT,0.222,20,Unweighted,rSBM,0.02,0.0013999999999999998
3014,MWW,0.222,20,Unweighted,rSBM,0.02,0.0013999999999999998
3015,PT,0.222,20,Unweighted,rSBM,0.04,0.0019595917942265427
3016,WT,0.222,20,Unweighted,rSBM,0.02,0.0013999999999999998
3017,rLRT,0.222,20,Unweighted,rSBM,0.04,0.0019595917942265427
3018,FET,0.333,20,Unweighted,rSBM,0.06,0.0023748684174075834
3019,LRT,0.333,20,Unweighted,rSBM,0.1,0.003
3020,MWW,0.333,20,Unweighted,rSBM,0.1,0.003
3021,PT,0.333,20,Unweighted,rSBM,0.11,0.0031288975694324034
3022,WT,0.333,20,Unweighted,rSBM,0.1,0.003
3023,rLRT,0.333,20,Unweighted,rSBM,0.1,0.0030000000000000005
3024,FET,0.444,20,Unweighted,rSBM,0.1,0.003
3025,LRT,0.444,20,Unweighted,rSBM,0.17,0.00375632799419859
3026,MWW,0.444,20,Unweighted,rSBM,0.17,0.00375632799419859
3027,PT,0.444,20,Unweighted,rSBM,0.19,0.003923009049186606
3028,WT,0.444,20,Unweighted,rSBM,0.17,0.00375632799419859
3029,rLRT,0.444,20,Unweighted,rSBM,0.15,0.003570714214271425
3030,FET,0.556,20,Unweighted,rSBM,0.19,0.003923009049186607
3031,LRT,0.556,20,Unweighted,rSBM,0.26,0.004386342439892262
3032,MWW,0.556,20,Unweighted,rSBM,0.25,0.004330127018922193
3033,PT,0.556,20,Unweighted,rSBM,0.31,0.00462493243193887
3034,WT,0.556,20,Unweighted,rSBM,0.25,0.004330127018922193
3035,rLRT,0.556,20,Unweighted,rSBM,0.28,0.004489988864128729
3036,FET,0.667,20,Unweighted,rSBM,0.35,0.004769696007084728
3037,LRT,0.667,20,Unweighted,rSBM,0.46,0.004983974317750844
3038,MWW,0.667,20,Unweighted,rSBM,0.46,0.004983974317750844
3039,PT,0.667,20,Unweighted,rSBM,0.48,0.0049959983987187175
3040,WT,0.667,20,Unweighted,rSBM,0.46,0.004983974317750844
3041,rLRT,0.667,20,Unweighted,rSBM,0.41,0.004918333050943175
3042,FET,0.778,20,Unweighted,rSBM,0.48,0.0049959983987187175
3043,LRT,0.778,20,Unweighted,rSBM,0.57,0.004950757517794624
3044,MWW,0.778,20,Unweighted,rSBM,0.57,0.004950757517794624
3045,PT,0.778,20,Unweighted,rSBM,0.61,0.0048774993593028795
3046,WT,0.778,20,Unweighted,rSBM,0.57,0.004950757517794624
3047,rLRT,0.778,20,Unweighted,rSBM,0.55,0.0049749371855331
3048,FET,0.889,20,Unweighted,rSBM,0.55,0.0049749371855331
3049,LRT,0.889,20,Unweighted,rSBM,0.6,0.004898979485566357
3050,MWW,0.889,20,Unweighted,rSBM,0.6,0.004898979485566357
3051,PT,0.889,20,Unweighted,rSBM,0.61,0.0048774993593028795
3052,WT,0.889,20,Unweighted,rSBM,0.6,0.004898979485566357
3053,rLRT,0.889,20,Unweighted,rSBM,0.6,0.004898979485566356
3054,FET,1.0,20,Unweighted,rSBM,0.82,0.0038418745424597094
3055,LRT,1.0,20,Unweighted,rSBM,0.86,0.0034698703145794947
3056,MWW,1.0,20,Unweighted,rSBM,0.86,0.0034698703145794947
3057,PT,1.0,20,Unweighted,rSBM,0.9,0.003
3058,WT,1.0,20,Unweighted,rSBM,0.86,0.0034698703145794947
3059,rLRT,1.0,20,Unweighted,rSBM,0.82,0.0038418745424597094
3060,FET,0.0,29,Unweighted,rSBM,0.01,0.00099498743710662
3061,LRT,0.0,29,Unweighted,rSBM,0.01,0.00099498743710662
3062,MWW,0.0,29,Unweighted,rSBM,0.01,0.00099498743710662
3063,PT,0.0,29,Unweighted,rSBM,0.01,0.00099498743710662
3064,WT,0.0,29,Unweighted,rSBM,0.01,0.00099498743710662
3065,rLRT,0.0,29,Unweighted,rSBM,0.01,0.00099498743710662
3066,FET,0.111,29,Unweighted,rSBM,0.05,0.0021794494717703367
3067,LRT,0.111,29,Unweighted,rSBM,0.07,0.0025514701644346145
3068,MWW,0.111,29,Unweighted,rSBM,0.07,0.0025514701644346145
3069,PT,0.111,29,Unweighted,rSBM,0.06,0.0023748684174075834
3070,WT,0.111,29,Unweighted,rSBM,0.07,0.0025514701644346145
3071,rLRT,0.111,29,Unweighted,rSBM,0.05,0.0021794494717703367
3072,FET,0.222,29,Unweighted,rSBM,0.07,0.0025514701644346145
3073,LRT,0.222,29,Unweighted,rSBM,0.09,0.0028618176042508377
3074,MWW,0.222,29,Unweighted,rSBM,0.09,0.0028618176042508377
3075,PT,0.222,29,Unweighted,rSBM,0.04,0.0019595917942265427
3076,WT,0.222,29,Unweighted,rSBM,0.09,0.0028618176042508377
3077,rLRT,0.222,29,Unweighted,rSBM,0.1,0.003
3078,FET,0.333,29,Unweighted,rSBM,0.18,0.0038418745424597094
3079,LRT,0.333,29,Unweighted,rSBM,0.19,0.003923009049186607
3080,MWW,0.333,29,Unweighted,rSBM,0.19,0.003923009049186607
3081,PT,0.333,29,Unweighted,rSBM,0.19,0.003923009049186607
3082,WT,0.333,29,Unweighted,rSBM,0.19,0.003923009049186607
3083,rLRT,0.333,29,Unweighted,rSBM,0.18,0.0038418745424597094
3084,FET,0.444,29,Unweighted,rSBM,0.34,0.004737087712930805
3085,LRT,0.444,29,Unweighted,rSBM,0.37,0.004828043081829324
3086,MWW,0.444,29,Unweighted,rSBM,0.37,0.004828043081829324
3087,PT,0.444,29,Unweighted,rSBM,0.33,0.004702127178203498
3088,WT,0.444,29,Unweighted,rSBM,0.37,0.004828043081829324
3089,rLRT,0.444,29,Unweighted,rSBM,0.34,0.004737087712930805
3090,FET,0.556,29,Unweighted,rSBM,0.51,0.004998999899979995
3091,LRT,0.556,29,Unweighted,rSBM,0.55,0.0049749371855331
3092,MWW,0.556,29,Unweighted,rSBM,0.55,0.0049749371855331
3093,PT,0.556,29,Unweighted,rSBM,0.55,0.0049749371855331
3094,WT,0.556,29,Unweighted,rSBM,0.55,0.0049749371855331
3095,rLRT,0.556,29,Unweighted,rSBM,0.54,0.004983974317750844
3096,FET,0.667,29,Unweighted,rSBM,0.66,0.004737087712930805
3097,LRT,0.667,29,Unweighted,rSBM,0.69,0.00462493243193887
3098,MWW,0.667,29,Unweighted,rSBM,0.69,0.00462493243193887
3099,PT,0.667,29,Unweighted,rSBM,0.7,0.00458257569495584
3100,WT,0.667,29,Unweighted,rSBM,0.69,0.00462493243193887
3101,rLRT,0.667,29,Unweighted,rSBM,0.73,0.0044395945760846225
3102,FET,0.778,29,Unweighted,rSBM,0.88,0.0032496153618543845
3103,LRT,0.778,29,Unweighted,rSBM,0.88,0.0032496153618543845
3104,MWW,0.778,29,Unweighted,rSBM,0.88,0.0032496153618543845
3105,PT,0.778,29,Unweighted,rSBM,0.91,0.002861817604250837
3106,WT,0.778,29,Unweighted,rSBM,0.88,0.0032496153618543845
3107,rLRT,0.778,29,Unweighted,rSBM,0.87,0.0033630343441600472
3108,FET,0.889,29,Unweighted,rSBM,0.89,0.003128897569432403
3109,LRT,0.889,29,Unweighted,rSBM,0.9,0.003
3110,MWW,0.889,29,Unweighted,rSBM,0.9,0.003
3111,PT,0.889,29,Unweighted,rSBM,0.92,0.002712931993250107
3112,WT,0.889,29,Unweighted,rSBM,0.9,0.003
3113,rLRT,0.889,29,Unweighted,rSBM,0.91,0.002861817604250837
3114,FET,1.0,29,Unweighted,rSBM,0.99,0.00099498743710662
3115,LRT,1.0,29,Unweighted,rSBM,0.99,0.00099498743710662
3116,MWW,1.0,29,Unweighted,rSBM,0.99,0.00099498743710662
3117,PT,1.0,29,Unweighted,rSBM,0.99,0.00099498743710662
3118,WT,1.0,29,Unweighted,rSBM,0.99,0.00099498743710662
3119,rLRT,1.0,29,Unweighted,rSBM,1.0,0.0
3120,FET,0.0,38,Unweighted,rSBM,0.01,0.00099498743710662
3121,LRT,0.0,38,Unweighted,rSBM,0.01,0.00099498743710662
3122,MWW,0.0,38,Unweighted,rSBM,0.01,0.00099498743710662
3123,PT,0.0,38,Unweighted,rSBM,0.01,0.00099498743710662
3124,WT,0.0,38,Unweighted,rSBM,0.01,0.00099498743710662
3125,rLRT,0.0,38,Unweighted,rSBM,0.01,0.00099498743710662
3126,FET,0.111,38,Unweighted,rSBM,0.03,0.0017058722109231984
3127,LRT,0.111,38,Unweighted,rSBM,0.03,0.0017058722109231984
3128,MWW,0.111,38,Unweighted,rSBM,0.03,0.0017058722109231984
3129,PT,0.111,38,Unweighted,rSBM,0.03,0.0017058722109231984
3130,WT,0.111,38,Unweighted,rSBM,0.03,0.0017058722109231984
3131,rLRT,0.111,38,Unweighted,rSBM,0.03,0.0017058722109231984
3132,FET,0.222,38,Unweighted,rSBM,0.06,0.0023748684174075834
3133,LRT,0.222,38,Unweighted,rSBM,0.06,0.0023748684174075834
3134,MWW,0.222,38,Unweighted,rSBM,0.06,0.0023748684174075834
3135,PT,0.222,38,Unweighted,rSBM,0.09,0.002861817604250837
3136,WT,0.222,38,Unweighted,rSBM,0.06,0.0023748684174075834
3137,rLRT,0.222,38,Unweighted,rSBM,0.08,0.002712931993250107
3138,FET,0.333,38,Unweighted,rSBM,0.31,0.004624932431938871
3139,LRT,0.333,38,Unweighted,rSBM,0.36,0.0048
3140,MWW,0.333,38,Unweighted,rSBM,0.36,0.0048
3141,PT,0.333,38,Unweighted,rSBM,0.37,0.004828043081829324
3142,WT,0.333,38,Unweighted,rSBM,0.36,0.0048
3143,rLRT,0.333,38,Unweighted,rSBM,0.36,0.0048000000000000004
3144,FET,0.444,38,Unweighted,rSBM,0.58,0.004935585071701228
3145,LRT,0.444,38,Unweighted,rSBM,0.59,0.004918333050943175
3146,MWW,0.444,38,Unweighted,rSBM,0.58,0.004935585071701228
3147,PT,0.444,38,Unweighted,rSBM,0.58,0.004935585071701228
3148,WT,0.444,38,Unweighted,rSBM,0.58,0.004935585071701228
3149,rLRT,0.444,38,Unweighted,rSBM,0.59,0.004918333050943174
3150,FET,0.556,38,Unweighted,rSBM,0.87,0.0033630343441600472
3151,LRT,0.556,38,Unweighted,rSBM,0.89,0.0031288975694324034
3152,MWW,0.556,38,Unweighted,rSBM,0.89,0.0031288975694324034
3153,PT,0.556,38,Unweighted,rSBM,0.9,0.003
3154,WT,0.556,38,Unweighted,rSBM,0.89,0.0031288975694324034
3155,rLRT,0.556,38,Unweighted,rSBM,0.88,0.0032496153618543837
3156,FET,0.667,38,Unweighted,rSBM,0.92,0.002712931993250107
3157,LRT,0.667,38,Unweighted,rSBM,0.94,0.0023748684174075834
3158,MWW,0.667,38,Unweighted,rSBM,0.94,0.0023748684174075834
3159,PT,0.667,38,Unweighted,rSBM,0.96,0.0019595917942265423
3160,WT,0.667,38,Unweighted,rSBM,0.94,0.0023748684174075834
3161,rLRT,0.667,38,Unweighted,rSBM,0.92,0.002712931993250107
3162,FET,0.778,38,Unweighted,rSBM,0.99,0.00099498743710662
3163,LRT,0.778,38,Unweighted,rSBM,0.99,0.00099498743710662
3164,MWW,0.778,38,Unweighted,rSBM,0.99,0.00099498743710662
3165,PT,0.778,38,Unweighted,rSBM,0.99,0.00099498743710662
3166,WT,0.778,38,Unweighted,rSBM,0.99,0.00099498743710662
3167,rLRT,0.778,38,Unweighted,rSBM,0.99,0.00099498743710662
3168,FET,0.889,38,Unweighted,rSBM,1.0,0.0
3169,LRT,0.889,38,Unweighted,rSBM,1.0,0.0
3170,MWW,0.889,38,Unweighted,rSBM,1.0,0.0
3171,PT,0.889,38,Unweighted,rSBM,1.0,0.0
3172,WT,0.889,38,Unweighted,rSBM,1.0,0.0
3173,rLRT,0.889,38,Unweighted,rSBM,1.0,0.0
3174,FET,1.0,38,Unweighted,rSBM,1.0,0.0
3175,LRT,1.0,38,Unweighted,rSBM,1.0,0.0
3176,MWW,1.0,38,Unweighted,rSBM,1.0,0.0
3177,PT,1.0,38,Unweighted,rSBM,1.0,0.0
3178,WT,1.0,38,Unweighted,rSBM,1.0,0.0
3179,rLRT,1.0,38,Unweighted,rSBM,1.0,0.0
3180,FET,0.0,47,Unweighted,rSBM,0.01,0.00099498743710662
3181,LRT,0.0,47,Unweighted,rSBM,0.01,0.00099498743710662
3182,MWW,0.0,47,Unweighted,rSBM,0.01,0.00099498743710662
3183,PT,0.0,47,Unweighted,rSBM,0.0,0.0
3184,WT,0.0,47,Unweighted,rSBM,0.01,0.00099498743710662
3185,rLRT,0.0,47,Unweighted,rSBM,0.01,0.00099498743710662
3186,FET,0.111,47,Unweighted,rSBM,0.07,0.0025514701644346145
3187,LRT,0.111,47,Unweighted,rSBM,0.07,0.0025514701644346145
3188,MWW,0.111,47,Unweighted,rSBM,0.07,0.0025514701644346145
3189,PT,0.111,47,Unweighted,rSBM,0.07,0.0025514701644346145
3190,WT,0.111,47,Unweighted,rSBM,0.07,0.0025514701644346145
3191,rLRT,0.111,47,Unweighted,rSBM,0.06,0.0023748684174075834
3192,FET,0.222,47,Unweighted,rSBM,0.15,0.003570714214271425
3193,LRT,0.222,47,Unweighted,rSBM,0.15,0.003570714214271425
3194,MWW,0.222,47,Unweighted,rSBM,0.15,0.003570714214271425
3195,PT,0.222,47,Unweighted,rSBM,0.16,0.0036660605559646724
3196,WT,0.222,47,Unweighted,rSBM,0.15,0.003570714214271425
3197,rLRT,0.222,47,Unweighted,rSBM,0.17,0.00375632799419859
3198,FET,0.333,47,Unweighted,rSBM,0.49,0.004998999899979995
3199,LRT,0.333,47,Unweighted,rSBM,0.5,0.005
3200,MWW,0.333,47,Unweighted,rSBM,0.5,0.005
3201,PT,0.333,47,Unweighted,rSBM,0.49,0.004998999899979995
3202,WT,0.333,47,Unweighted,rSBM,0.5,0.005
3203,rLRT,0.333,47,Unweighted,rSBM,0.53,0.004990991885387112
3204,FET,0.444,47,Unweighted,rSBM,0.91,0.002861817604250837
3205,LRT,0.444,47,Unweighted,rSBM,0.93,0.0025514701644346145
3206,MWW,0.444,47,Unweighted,rSBM,0.93,0.0025514701644346145
3207,PT,0.444,47,Unweighted,rSBM,0.88,0.0032496153618543845
3208,WT,0.444,47,Unweighted,rSBM,0.93,0.0025514701644346145
3209,rLRT,0.444,47,Unweighted,rSBM,0.9,0.003
3210,FET,0.556,47,Unweighted,rSBM,0.97,0.0017058722109231984
3211,LRT,0.556,47,Unweighted,rSBM,0.97,0.0017058722109231984
3212,MWW,0.556,47,Unweighted,rSBM,0.97,0.0017058722109231984
3213,PT,0.556,47,Unweighted,rSBM,0.98,0.0013999999999999998
3214,WT,0.556,47,Unweighted,rSBM,0.97,0.0017058722109231984
3215,rLRT,0.556,47,Unweighted,rSBM,0.99,0.00099498743710662
3216,FET,0.667,47,Unweighted,rSBM,1.0,0.0
3217,LRT,0.667,47,Unweighted,rSBM,1.0,0.0
3218,MWW,0.667,47,Unweighted,rSBM,1.0,0.0
3219,PT,0.667,47,Unweighted,rSBM,1.0,0.0
3220,WT,0.667,47,Unweighted,rSBM,1.0,0.0
3221,rLRT,0.667,47,Unweighted,rSBM,1.0,0.0
3222,FET,0.778,47,Unweighted,rSBM,1.0,0.0
3223,LRT,0.778,47,Unweighted,rSBM,1.0,0.0
3224,MWW,0.778,47,Unweighted,rSBM,1.0,0.0
3225,PT,0.778,47,Unweighted,rSBM,1.0,0.0
3226,WT,0.778,47,Unweighted,rSBM,1.0,0.0
3227,rLRT,0.778,47,Unweighted,rSBM,1.0,0.0
3228,FET,0.889,47,Unweighted,rSBM,1.0,0.0
3229,LRT,0.889,47,Unweighted,rSBM,1.0,0.0
3230,MWW,0.889,47,Unweighted,rSBM,1.0,0.0
3231,PT,0.889,47,Unweighted,rSBM,1.0,0.0
3232,WT,0.889,47,Unweighted,rSBM,1.0,0.0
3233,rLRT,0.889,47,Unweighted,rSBM,1.0,0.0
3234,FET,1.0,47,Unweighted,rSBM,1.0,0.0
3235,LRT,1.0,47,Unweighted,rSBM,1.0,0.0
3236,MWW,1.0,47,Unweighted,rSBM,1.0,0.0
3237,PT,1.0,47,Unweighted,rSBM,1.0,0.0
3238,WT,1.0,47,Unweighted,rSBM,1.0,0.0
3239,rLRT,1.0,47,Unweighted,rSBM,1.0,0.0
3240,FET,0.0,56,Unweighted,rSBM,0.0,0.0
3241,LRT,0.0,56,Unweighted,rSBM,0.0,0.0
3242,MWW,0.0,56,Unweighted,rSBM,0.0,0.0
3243,PT,0.0,56,Unweighted,rSBM,0.0,0.0
3244,WT,0.0,56,Unweighted,rSBM,0.0,0.0
3245,rLRT,0.0,56,Unweighted,rSBM,0.0,0.0
3246,FET,0.111,56,Unweighted,rSBM,0.05,0.0021794494717703367
3247,LRT,0.111,56,Unweighted,rSBM,0.06,0.0023748684174075834
3248,MWW,0.111,56,Unweighted,rSBM,0.06,0.0023748684174075834
3249,PT,0.111,56,Unweighted,rSBM,0.07,0.0025514701644346145
3250,WT,0.111,56,Unweighted,rSBM,0.06,0.0023748684174075834
3251,rLRT,0.111,56,Unweighted,rSBM,0.07,0.0025514701644346145
3252,FET,0.222,56,Unweighted,rSBM,0.34,0.004737087712930805
3253,LRT,0.222,56,Unweighted,rSBM,0.37,0.004828043081829324
3254,MWW,0.222,56,Unweighted,rSBM,0.37,0.004828043081829324
3255,PT,0.222,56,Unweighted,rSBM,0.36,0.0048
3256,WT,0.222,56,Unweighted,rSBM,0.37,0.004828043081829324
3257,rLRT,0.222,56,Unweighted,rSBM,0.38,0.004853864439804639
3258,FET,0.333,56,Unweighted,rSBM,0.76,0.004270831300812525
3259,LRT,0.333,56,Unweighted,rSBM,0.77,0.004208325082500163
3260,MWW,0.333,56,Unweighted,rSBM,0.77,0.004208325082500163
3261,PT,0.333,56,Unweighted,rSBM,0.78,0.004142463035441596
3262,WT,0.333,56,Unweighted,rSBM,0.77,0.004208325082500163
