delta,m,fraction_correct,all_correct
0.4545454545454546,150.0,1.0,1.0
0.4646464646464647,150.0,1.0,1.0
0.4747474747474748,150.0,1.0,1.0
0.48484848484848486,150.0,1.0,1.0
0.494949494949495,150.0,1.0,1.0
0.5050505050505051,150.0,1.0,1.0
0.5151515151515152,150.0,1.0,1.0
0.5252525252525253,150.0,1.0,1.0
0.5353535353535354,150.0,1.0,1.0
0.5454545454545455,150.0,1.0,1.0
0.5555555555555556,150.0,1.0,1.0
0.5656565656565657,150.0,1.0,1.0
0.5757575757575758,150.0,1.0,1.0
0.5858585858585859,150.0,1.0,1.0
0.595959595959596,150.0,1.0,1.0
0.6060606060606061,150.0,1.0,1.0
0.6161616161616162,150.0,1.0,1.0
0.6262626262626263,150.0,1.0,1.0
0.6363636363636365,150.0,1.0,1.0
0.6464646464646465,150.0,1.0,1.0
0.6565656565656566,150.0,1.0,1.0
0.6666666666666667,150.0,1.0,1.0
0.6767676767676768,150.0,1.0,1.0
0.686868686868687,150.0,1.0,1.0
0.696969696969697,150.0,1.0,1.0
0.7070707070707072,150.0,1.0,1.0
0.7171717171717172,150.0,1.0,1.0
0.7272727272727273,150.0,1.0,1.0
0.7373737373737375,150.0,1.0,1.0
0.7474747474747475,150.0,1.0,1.0
0.7575757575757577,150.0,1.0,1.0
0.7676767676767677,150.0,1.0,1.0
0.7777777777777778,150.0,1.0,1.0
0.787878787878788,150.0,1.0,1.0
0.797979797979798,150.0,1.0,1.0
0.8080808080808082,150.0,1.0,1.0
0.8181818181818182,150.0,1.0,1.0
0.8282828282828284,150.0,1.0,1.0
0.8383838383838385,150.0,1.0,1.0
0.8484848484848485,150.0,1.0,1.0
0.8585858585858587,150.0,1.0,1.0
0.8686868686868687,150.0,1.0,1.0
0.8787878787878789,150.0,1.0,1.0
0.888888888888889,150.0,1.0,1.0
0.8989898989898991,150.0,1.0,1.0
0.9090909090909092,150.0,1.0,1.0
0.9191919191919192,150.0,1.0,1.0
0.9292929292929294,150.0,1.0,1.0
0.9393939393939394,150.0,1.0,1.0
0.9494949494949496,150.0,1.0,1.0
0.9595959595959597,150.0,1.0,1.0
0.9696969696969697,150.0,1.0,1.0
0.9797979797979799,150.0,1.0,1.0
0.98989898989899,150.0,1.0,1.0
1.0,150.0,1.0,1.0
0.0,160.0,0.046,0.0
0.010101010101010102,160.0,0.060200000000000004,0.0
0.020202020202020204,160.0,0.07260000000000001,0.0
0.030303030303030304,160.0,0.0992,0.0
0.04040404040404041,160.0,0.1408,0.0
0.05050505050505051,160.0,0.20360000000000003,0.0
0.06060606060606061,160.0,0.26,0.0
0.07070707070707072,160.0,0.34,0.0
0.08080808080808081,160.0,0.4264,0.0
0.09090909090909091,160.0,0.5127999999999999,0.002
0.10101010101010102,160.0,0.6063999999999999,0.008
0.11111111111111112,160.0,0.695,0.014
0.12121212121212122,160.0,0.7584,0.074
0.13131313131313133,160.0,0.8172,0.13
0.14141414141414144,160.0,0.8704000000000001,0.25
0.15151515151515152,160.0,0.9194000000000001,0.428
0.16161616161616163,160.0,0.9424000000000001,0.57
0.17171717171717174,160.0,0.9648000000000001,0.688
0.18181818181818182,160.0,0.9806,0.818
0.19191919191919193,160.0,0.9876000000000001,0.886
0.20202020202020204,160.0,0.9922000000000001,0.922
0.21212121212121213,160.0,0.9967999999999999,0.968
0.22222222222222224,160.0,0.998,0.98
0.23232323232323235,160.0,0.9992000000000001,0.992
0.24242424242424243,160.0,0.9994000000000001,0.994
0.25252525252525254,160.0,0.9996,0.996
0.26262626262626265,160.0,0.9997999999999999,0.998
0.27272727272727276,160.0,0.9997999999999999,0.998
0.2828282828282829,160.0,1.0,1.0
0.29292929292929293,160.0,1.0,1.0
0.30303030303030304,160.0,1.0,1.0
0.31313131313131315,160.0,1.0,1.0
0.32323232323232326,160.0,1.0,1.0
0.33333333333333337,160.0,1.0,1.0
0.3434343434343435,160.0,1.0,1.0
0.3535353535353536,160.0,1.0,1.0
0.36363636363636365,160.0,1.0,1.0
0.37373737373737376,160.0,1.0,1.0
0.38383838383838387,160.0,1.0,1.0
0.393939393939394,160.0,1.0,1.0
0.4040404040404041,160.0,1.0,1.0
0.4141414141414142,160.0,1.0,1.0
0.42424242424242425,160.0,1.0,1.0
0.43434343434343436,160.0,1.0,1.0
0.4444444444444445,160.0,1.0,1.0
0.4545454545454546,160.0,1.0,1.0
0.4646464646464647,160.0,1.0,1.0
0.4747474747474748,160.0,1.0,1.0
0.48484848484848486,160.0,1.0,1.0
0.494949494949495,160.0,1.0,1.0
0.5050505050505051,160.0,1.0,1.0
0.5151515151515152,160.0,1.0,1.0
0.5252525252525253,160.0,1.0,1.0
0.5353535353535354,160.0,1.0,1.0
0.5454545454545455,160.0,1.0,1.0
0.5555555555555556,160.0,1.0,1.0
0.5656565656565657,160.0,1.0,1.0
0.5757575757575758,160.0,1.0,1.0
0.5858585858585859,160.0,1.0,1.0
0.595959595959596,160.0,1.0,1.0
0.6060606060606061,160.0,1.0,1.0
0.6161616161616162,160.0,1.0,1.0
0.6262626262626263,160.0,1.0,1.0
0.6363636363636365,160.0,1.0,1.0
0.6464646464646465,160.0,1.0,1.0
0.6565656565656566,160.0,1.0,1.0
0.6666666666666667,160.0,1.0,1.0
0.6767676767676768,160.0,1.0,1.0
0.686868686868687,160.0,1.0,1.0
0.696969696969697,160.0,1.0,1.0
0.7070707070707072,160.0,1.0,1.0
0.7171717171717172,160.0,1.0,1.0
0.7272727272727273,160.0,1.0,1.0
0.7373737373737375,160.0,1.0,1.0
0.7474747474747475,160.0,1.0,1.0
0.7575757575757577,160.0,1.0,1.0
0.7676767676767677,160.0,1.0,1.0
0.7777777777777778,160.0,1.0,1.0
0.787878787878788,160.0,1.0,1.0
0.797979797979798,160.0,1.0,1.0
0.8080808080808082,160.0,1.0,1.0
0.8181818181818182,160.0,1.0,1.0
0.8282828282828284,160.0,1.0,1.0
0.8383838383838385,160.0,1.0,1.0
0.8484848484848485,160.0,1.0,1.0
0.8585858585858587,160.0,1.0,1.0
0.8686868686868687,160.0,1.0,1.0
0.8787878787878789,160.0,1.0,1.0
0.888888888888889,160.0,1.0,1.0
0.8989898989898991,160.0,1.0,1.0
0.9090909090909092,160.0,1.0,1.0
0.9191919191919192,160.0,1.0,1.0
0.9292929292929294,160.0,1.0,1.0
0.9393939393939394,160.0,1.0,1.0
0.9494949494949496,160.0,1.0,1.0
0.9595959595959597,160.0,1.0,1.0
0.9696969696969697,160.0,1.0,1.0
0.9797979797979799,160.0,1.0,1.0
0.98989898989899,160.0,1.0,1.0
1.0,160.0,1.0,1.0
0.0,170.0,0.0444,0.0
0.010101010101010102,170.0,0.0578,0.0
0.020202020202020204,170.0,0.084,0.0
0.030303030303030304,170.0,0.1014,0.0
0.04040404040404041,170.0,0.15460000000000002,0.0
0.05050505050505051,170.0,0.2066,0.0
0.06060606060606061,170.0,0.2764,0.0
0.07070707070707072,170.0,0.3718,0.0
0.08080808080808081,170.0,0.4528,0.0
0.09090909090909091,170.0,0.5462,0.004
0.10101010101010102,170.0,0.6387999999999999,0.006
0.11111111111111112,170.0,0.711,0.032
0.12121212121212122,170.0,0.7892,0.096
0.13131313131313133,170.0,0.8436000000000001,0.17
0.14141414141414144,170.0,0.8916000000000002,0.308
0.15151515151515152,170.0,0.9306000000000001,0.492
0.16161616161616163,170.0,0.9494000000000001,0.592
0.17171717171717174,170.0,0.9728000000000001,0.752
0.18181818181818182,170.0,0.9843999999999999,0.85
0.19191919191919193,170.0,0.9904000000000001,0.908
0.20202020202020204,170.0,0.9944000000000001,0.944
0.21212121212121213,170.0,0.9972000000000001,0.972
0.22222222222222224,170.0,0.9996,0.996
0.23232323232323235,170.0,0.9992000000000001,0.992
0.24242424242424243,170.0,1.0,1.0
0.25252525252525254,170.0,0.9996,0.996
0.26262626262626265,170.0,1.0,1.0
0.27272727272727276,170.0,1.0,1.0
0.2828282828282829,170.0,1.0,1.0
0.29292929292929293,170.0,1.0,1.0
0.30303030303030304,170.0,1.0,1.0
0.31313131313131315,170.0,1.0,1.0
0.32323232323232326,170.0,1.0,1.0
0.33333333333333337,170.0,1.0,1.0
0.3434343434343435,170.0,1.0,1.0
0.3535353535353536,170.0,1.0,1.0
0.36363636363636365,170.0,1.0,1.0
0.37373737373737376,170.0,1.0,1.0
0.38383838383838387,170.0,1.0,1.0
0.393939393939394,170.0,1.0,1.0
0.4040404040404041,170.0,1.0,1.0
0.4141414141414142,170.0,1.0,1.0
0.42424242424242425,170.0,1.0,1.0
0.43434343434343436,170.0,1.0,1.0
0.4444444444444445,170.0,1.0,1.0
0.4545454545454546,170.0,1.0,1.0
0.4646464646464647,170.0,1.0,1.0
0.4747474747474748,170.0,1.0,1.0
0.48484848484848486,170.0,1.0,1.0
0.494949494949495,170.0,1.0,1.0
0.5050505050505051,170.0,1.0,1.0
0.5151515151515152,170.0,1.0,1.0
0.5252525252525253,170.0,1.0,1.0
0.5353535353535354,170.0,1.0,1.0
0.5454545454545455,170.0,1.0,1.0
0.5555555555555556,170.0,1.0,1.0
0.5656565656565657,170.0,1.0,1.0
0.5757575757575758,170.0,1.0,1.0
0.5858585858585859,170.0,1.0,1.0
0.595959595959596,170.0,1.0,1.0
0.6060606060606061,170.0,1.0,1.0
0.6161616161616162,170.0,1.0,1.0
0.6262626262626263,170.0,1.0,1.0
0.6363636363636365,170.0,1.0,1.0
0.6464646464646465,170.0,1.0,1.0
0.6565656565656566,170.0,1.0,1.0
0.6666666666666667,170.0,1.0,1.0
0.6767676767676768,170.0,1.0,1.0
0.686868686868687,170.0,1.0,1.0
0.696969696969697,170.0,1.0,1.0
0.7070707070707072,170.0,1.0,1.0
0.7171717171717172,170.0,1.0,1.0
0.7272727272727273,170.0,1.0,1.0
0.7373737373737375,170.0,1.0,1.0
0.7474747474747475,170.0,1.0,1.0
0.7575757575757577,170.0,1.0,1.0
0.7676767676767677,170.0,1.0,1.0
0.7777777777777778,170.0,1.0,1.0
0.787878787878788,170.0,1.0,1.0
0.797979797979798,170.0,1.0,1.0
0.8080808080808082,170.0,1.0,1.0
0.8181818181818182,170.0,1.0,1.0
0.8282828282828284,170.0,1.0,1.0
0.8383838383838385,170.0,1.0,1.0
0.8484848484848485,170.0,1.0,1.0
0.8585858585858587,170.0,1.0,1.0
0.8686868686868687,170.0,1.0,1.0
0.8787878787878789,170.0,1.0,1.0
0.888888888888889,170.0,1.0,1.0
0.8989898989898991,170.0,1.0,1.0
0.9090909090909092,170.0,1.0,1.0
0.9191919191919192,170.0,1.0,1.0
0.9292929292929294,170.0,1.0,1.0
0.9393939393939394,170.0,1.0,1.0
0.9494949494949496,170.0,1.0,1.0
0.9595959595959597,170.0,1.0,1.0
0.9696969696969697,170.0,1.0,1.0
0.9797979797979799,170.0,1.0,1.0
0.98989898989899,170.0,1.0,1.0
1.0,170.0,1.0,1.0
0.0,180.0,0.0586,0.0
0.010101010101010102,180.0,0.0594,0.0
0.020202020202020204,180.0,0.081,0.0
0.030303030303030304,180.0,0.10740000000000001,0.0
0.04040404040404041,180.0,0.16140000000000004,0.0
0.05050505050505051,180.0,0.2258,0.0
0.06060606060606061,180.0,0.29340000000000005,0.0
0.07070707070707072,180.0,0.38139999999999996,0.0
0.08080808080808081,180.0,0.48059999999999997,0.0
0.09090909090909091,180.0,0.5711999999999999,0.002
0.10101010101010102,180.0,0.6506,0.008
0.11111111111111112,180.0,0.7418,0.05
0.12121212121212122,180.0,0.808,0.122
0.13131313131313133,180.0,0.8620000000000001,0.212
0.14141414141414144,180.0,0.9018,0.348
0.15151515151515152,180.0,0.945,0.574
0.16161616161616163,180.0,0.9624000000000001,0.688
0.17171717171717174,180.0,0.975,0.774
0.18181818181818182,180.0,0.9876,0.882
0.19191919191919193,180.0,0.9957999999999999,0.958
0.20202020202020204,180.0,0.997,0.97
0.21212121212121213,180.0,0.9985999999999999,0.986
0.22222222222222224,180.0,0.9994000000000001,0.994
0.23232323232323235,180.0,0.9994000000000001,0.994
0.24242424242424243,180.0,1.0,1.0
0.25252525252525254,180.0,1.0,1.0
0.26262626262626265,180.0,1.0,1.0
0.27272727272727276,180.0,1.0,1.0
0.2828282828282829,180.0,1.0,1.0
0.29292929292929293,180.0,1.0,1.0
0.30303030303030304,180.0,1.0,1.0
0.31313131313131315,180.0,1.0,1.0
0.32323232323232326,180.0,1.0,1.0
0.33333333333333337,180.0,1.0,1.0
0.3434343434343435,180.0,1.0,1.0
0.3535353535353536,180.0,1.0,1.0
0.36363636363636365,180.0,1.0,1.0
0.37373737373737376,180.0,1.0,1.0
0.38383838383838387,180.0,1.0,1.0
0.393939393939394,180.0,1.0,1.0
0.4040404040404041,180.0,1.0,1.0
0.4141414141414142,180.0,1.0,1.0
0.42424242424242425,180.0,1.0,1.0
0.43434343434343436,180.0,1.0,1.0
0.4444444444444445,180.0,1.0,1.0
0.4545454545454546,180.0,1.0,1.0
0.4646464646464647,180.0,1.0,1.0
0.4747474747474748,180.0,1.0,1.0
0.48484848484848486,180.0,1.0,1.0
0.494949494949495,180.0,1.0,1.0
0.5050505050505051,180.0,1.0,1.0
0.5151515151515152,180.0,1.0,1.0
0.5252525252525253,180.0,1.0,1.0
0.5353535353535354,180.0,1.0,1.0
0.5454545454545455,180.0,1.0,1.0
0.5555555555555556,180.0,1.0,1.0
0.5656565656565657,180.0,1.0,1.0
0.5757575757575758,180.0,1.0,1.0
0.5858585858585859,180.0,1.0,1.0
0.595959595959596,180.0,1.0,1.0
0.6060606060606061,180.0,1.0,1.0
0.6161616161616162,180.0,1.0,1.0
0.6262626262626263,180.0,1.0,1.0
0.6363636363636365,180.0,1.0,1.0
0.6464646464646465,180.0,1.0,1.0
0.6565656565656566,180.0,1.0,1.0
0.6666666666666667,180.0,1.0,1.0
0.6767676767676768,180.0,1.0,1.0
0.686868686868687,180.0,1.0,1.0
0.696969696969697,180.0,1.0,1.0
0.7070707070707072,180.0,1.0,1.0
0.7171717171717172,180.0,1.0,1.0
0.7272727272727273,180.0,1.0,1.0
0.7373737373737375,180.0,1.0,1.0
0.7474747474747475,180.0,1.0,1.0
0.7575757575757577,180.0,1.0,1.0
0.7676767676767677,180.0,1.0,1.0
0.7777777777777778,180.0,1.0,1.0
0.787878787878788,180.0,1.0,1.0
0.797979797979798,180.0,1.0,1.0
0.8080808080808082,180.0,1.0,1.0
0.8181818181818182,180.0,1.0,1.0
0.8282828282828284,180.0,1.0,1.0
0.8383838383838385,180.0,1.0,1.0
0.8484848484848485,180.0,1.0,1.0
0.8585858585858587,180.0,1.0,1.0
0.8686868686868687,180.0,1.0,1.0
0.8787878787878789,180.0,1.0,1.0
0.888888888888889,180.0,1.0,1.0
0.8989898989898991,180.0,1.0,1.0
0.9090909090909092,180.0,1.0,1.0
0.9191919191919192,180.0,1.0,1.0
0.9292929292929294,180.0,1.0,1.0
0.9393939393939394,180.0,1.0,1.0
0.9494949494949496,180.0,1.0,1.0
0.9595959595959597,180.0,1.0,1.0
0.9696969696969697,180.0,1.0,1.0
0.9797979797979799,180.0,1.0,1.0
0.98989898989899,180.0,1.0,1.0
1.0,180.0,1.0,1.0
0.0,190.0,0.0488,0.0
0.010101010101010102,190.0,0.05700000000000001,0.0
0.020202020202020204,190.0,0.073,0.0
0.030303030303030304,190.0,0.116,0.0
0.04040404040404041,190.0,0.163,0.0
0.05050505050505051,190.0,0.2266,0.0
0.06060606060606061,190.0,0.298,0.0
0.07070707070707072,190.0,0.3996,0.0
0.08080808080808081,190.0,0.4902,0.002
0.09090909090909091,190.0,0.5844,0.004
0.10101010101010102,190.0,0.6766,0.02
0.11111111111111112,190.0,0.7534000000000001,0.044
0.12121212121212122,190.0,0.835,0.182
0.13131313131313133,190.0,0.8794000000000001,0.274
0.14141414141414144,190.0,0.9248000000000002,0.46
0.15151515151515152,190.0,0.9504000000000001,0.614
0.16161616161616163,190.0,0.9754,0.78
0.17171717171717174,190.0,0.9846000000000001,0.856
0.18181818181818182,190.0,0.9904000000000001,0.912
0.19191919191919193,190.0,0.996,0.962
0.20202020202020204,190.0,0.998,0.98
0.21212121212121213,190.0,0.9992000000000001,0.992
0.22222222222222224,190.0,0.9996,0.996
0.23232323232323235,190.0,0.9996,0.996
0.24242424242424243,190.0,0.9997999999999999,0.998
0.25252525252525254,190.0,1.0,1.0
0.26262626262626265,190.0,1.0,1.0
0.27272727272727276,190.0,1.0,1.0
0.2828282828282829,190.0,1.0,1.0
0.29292929292929293,190.0,1.0,1.0
0.30303030303030304,190.0,1.0,1.0
0.31313131313131315,190.0,1.0,1.0
0.32323232323232326,190.0,1.0,1.0
0.33333333333333337,190.0,1.0,1.0
0.3434343434343435,190.0,1.0,1.0
0.3535353535353536,190.0,1.0,1.0
0.36363636363636365,190.0,1.0,1.0
0.37373737373737376,190.0,1.0,1.0
0.38383838383838387,190.0,1.0,1.0
0.393939393939394,190.0,1.0,1.0
0.4040404040404041,190.0,1.0,1.0
0.4141414141414142,190.0,1.0,1.0
0.42424242424242425,190.0,1.0,1.0
0.43434343434343436,190.0,1.0,1.0
0.4444444444444445,190.0,1.0,1.0
0.4545454545454546,190.0,1.0,1.0
0.4646464646464647,190.0,1.0,1.0
0.4747474747474748,190.0,1.0,1.0
0.48484848484848486,190.0,1.0,1.0
0.494949494949495,190.0,1.0,1.0
0.5050505050505051,190.0,1.0,1.0
0.5151515151515152,190.0,1.0,1.0
0.5252525252525253,190.0,1.0,1.0
0.5353535353535354,190.0,1.0,1.0
0.5454545454545455,190.0,1.0,1.0
0.5555555555555556,190.0,1.0,1.0
0.5656565656565657,190.0,1.0,1.0
0.5757575757575758,190.0,1.0,1.0
0.5858585858585859,190.0,1.0,1.0
0.595959595959596,190.0,1.0,1.0
0.6060606060606061,190.0,1.0,1.0
0.6161616161616162,190.0,1.0,1.0
0.6262626262626263,190.0,1.0,1.0
0.6363636363636365,190.0,1.0,1.0
0.6464646464646465,190.0,1.0,1.0
0.6565656565656566,190.0,1.0,1.0
0.6666666666666667,190.0,1.0,1.0
0.6767676767676768,190.0,1.0,1.0
0.686868686868687,190.0,1.0,1.0
0.696969696969697,190.0,1.0,1.0
0.7070707070707072,190.0,1.0,1.0
0.7171717171717172,190.0,1.0,1.0
0.7272727272727273,190.0,1.0,1.0
0.7373737373737375,190.0,1.0,1.0
0.7474747474747475,190.0,1.0,1.0
0.7575757575757577,190.0,1.0,1.0
0.7676767676767677,190.0,1.0,1.0
0.7777777777777778,190.0,1.0,1.0
0.787878787878788,190.0,1.0,1.0
0.797979797979798,190.0,1.0,1.0
0.8080808080808082,190.0,1.0,1.0
0.8181818181818182,190.0,1.0,1.0
0.8282828282828284,190.0,1.0,1.0
0.8383838383838385,190.0,1.0,1.0
0.8484848484848485,190.0,1.0,1.0
0.8585858585858587,190.0,1.0,1.0
0.8686868686868687,190.0,1.0,1.0
0.8787878787878789,190.0,1.0,1.0
0.888888888888889,190.0,1.0,1.0
0.8989898989898991,190.0,1.0,1.0
0.9090909090909092,190.0,1.0,1.0
0.9191919191919192,190.0,1.0,1.0
0.9292929292929294,190.0,1.0,1.0
0.9393939393939394,190.0,1.0,1.0
0.9494949494949496,190.0,1.0,1.0
0.9595959595959597,190.0,1.0,1.0
0.9696969696969697,190.0,1.0,1.0
0.9797979797979799,190.0,1.0,1.0
0.98989898989899,190.0,1.0,1.0
1.0,190.0,1.0,1.0
0.0,200.0,0.0512,0.0
0.010101010101010102,200.0,0.054599999999999996,0.0
0.020202020202020204,200.0,0.07660000000000002,0.0
0.030303030303030304,200.0,0.11180000000000001,0.0
0.04040404040404041,200.0,0.16700000000000004,0.0
0.05050505050505051,200.0,0.235,0.0
0.06060606060606061,200.0,0.32239999999999996,0.0
0.07070707070707072,200.0,0.4134,0.0
0.08080808080808081,200.0,0.5132000000000001,0.0
0.09090909090909091,200.0,0.6117999999999999,0.01
0.10101010101010102,200.0,0.7142000000000001,0.038
0.11111111111111112,200.0,0.7866000000000002,0.092
0.12121212121212122,200.0,0.8512000000000001,0.2
0.13131313131313133,200.0,0.8970000000000001,0.354
0.14141414141414144,200.0,0.9412,0.536
0.15151515151515152,200.0,0.9606,0.672
0.16161616161616163,200.0,0.9732000000000001,0.752
0.17171717171717174,200.0,0.9866000000000001,0.874
0.18181818181818182,200.0,0.9954000000000001,0.954
0.19191919191919193,200.0,0.9977999999999999,0.978
0.20202020202020204,200.0,0.9987999999999999,0.988
0.21212121212121213,200.0,0.9996,0.996
0.22222222222222224,200.0,0.9996,0.996
0.23232323232323235,200.0,0.9997999999999999,0.998
0.24242424242424243,200.0,0.9997999999999999,0.998
0.25252525252525254,200.0,1.0,1.0
0.26262626262626265,200.0,1.0,1.0
0.27272727272727276,200.0,1.0,1.0
0.2828282828282829,200.0,1.0,1.0
0.29292929292929293,200.0,1.0,1.0
0.30303030303030304,200.0,1.0,1.0
0.31313131313131315,200.0,1.0,1.0
0.32323232323232326,200.0,1.0,1.0
0.33333333333333337,200.0,1.0,1.0
0.3434343434343435,200.0,1.0,1.0
0.3535353535353536,200.0,1.0,1.0
0.36363636363636365,200.0,1.0,1.0
0.37373737373737376,200.0,1.0,1.0
0.38383838383838387,200.0,1.0,1.0
0.393939393939394,200.0,1.0,1.0
0.4040404040404041,200.0,1.0,1.0
0.4141414141414142,200.0,1.0,1.0
0.42424242424242425,200.0,1.0,1.0
0.43434343434343436,200.0,1.0,1.0
0.4444444444444445,200.0,1.0,1.0
0.4545454545454546,200.0,1.0,1.0
0.4646464646464647,200.0,1.0,1.0
0.4747474747474748,200.0,1.0,1.0
0.48484848484848486,200.0,1.0,1.0
0.494949494949495,200.0,1.0,1.0
0.5050505050505051,200.0,1.0,1.0
0.5151515151515152,200.0,1.0,1.0
0.5252525252525253,200.0,1.0,1.0
0.5353535353535354,200.0,1.0,1.0
0.5454545454545455,200.0,1.0,1.0
0.5555555555555556,200.0,1.0,1.0
0.5656565656565657,200.0,1.0,1.0
0.5757575757575758,200.0,1.0,1.0
0.5858585858585859,200.0,1.0,1.0
0.595959595959596,200.0,1.0,1.0
0.6060606060606061,200.0,1.0,1.0
0.6161616161616162,200.0,1.0,1.0
0.6262626262626263,200.0,1.0,1.0
0.6363636363636365,200.0,1.0,1.0
0.6464646464646465,200.0,1.0,1.0
0.6565656565656566,200.0,1.0,1.0
0.6666666666666667,200.0,1.0,1.0
0.6767676767676768,200.0,1.0,1.0
0.686868686868687,200.0,1.0,1.0
0.696969696969697,200.0,1.0,1.0
0.7070707070707072,200.0,1.0,1.0
0.7171717171717172,200.0,1.0,1.0
0.7272727272727273,200.0,1.0,1.0
0.7373737373737375,200.0,1.0,1.0
0.7474747474747475,200.0,1.0,1.0
0.7575757575757577,200.0,1.0,1.0
0.7676767676767677,200.0,1.0,1.0
0.7777777777777778,200.0,1.0,1.0
0.787878787878788,200.0,1.0,1.0
0.797979797979798,200.0,1.0,1.0
0.8080808080808082,200.0,1.0,1.0
0.8181818181818182,200.0,1.0,1.0
0.8282828282828284,200.0,1.0,1.0
0.8383838383838385,200.0,1.0,1.0
0.8484848484848485,200.0,1.0,1.0
0.8585858585858587,200.0,1.0,1.0
0.8686868686868687,200.0,1.0,1.0
0.8787878787878789,200.0,1.0,1.0
0.888888888888889,200.0,1.0,1.0
0.8989898989898991,200.0,1.0,1.0
0.9090909090909092,200.0,1.0,1.0
0.9191919191919192,200.0,1.0,1.0
0.9292929292929294,200.0,1.0,1.0
0.9393939393939394,200.0,1.0,1.0
0.9494949494949496,200.0,1.0,1.0
0.9595959595959597,200.0,1.0,1.0
0.9696969696969697,200.0,1.0,1.0
0.9797979797979799,200.0,1.0,1.0
0.98989898989899,200.0,1.0,1.0
1.0,200.0,1.0,1.0
0.0,210.0,0.0484,0.0
0.010101010101010102,210.0,0.051,0.0
0.020202020202020204,210.0,0.07560000000000001,0.0
0.030303030303030304,210.0,0.117,0.0
0.04040404040404041,210.0,0.17920000000000003,0.0
0.05050505050505051,210.0,0.23660000000000003,0.0
0.06060606060606061,210.0,0.3304,0.0
0.07070707070707072,210.0,0.4316,0.0
0.08080808080808081,210.0,0.5197999999999999,0.0
0.09090909090909091,210.0,0.6225999999999999,0.016
0.10101010101010102,210.0,0.73,0.03
0.11111111111111112,210.0,0.7968000000000001,0.1
0.12121212121212122,210.0,0.8662000000000001,0.236
0.13131313131313133,210.0,0.9134000000000001,0.416
0.14141414141414144,210.0,0.9454000000000001,0.564
0.15151515151515152,210.0,0.969,0.746
0.16161616161616163,210.0,0.9836,0.848
0.17171717171717174,210.0,0.99,0.902
0.18181818181818182,210.0,0.9966,0.966
0.19191919191919193,210.0,0.998,0.98
0.20202020202020204,210.0,0.9997999999999999,0.998
0.21212121212121213,210.0,0.999,0.99
0.22222222222222224,210.0,1.0,1.0
0.23232323232323235,210.0,0.9997999999999999,0.998
0.24242424242424243,210.0,1.0,1.0
0.25252525252525254,210.0,1.0,1.0
0.26262626262626265,210.0,1.0,1.0
0.27272727272727276,210.0,1.0,1.0
0.2828282828282829,210.0,1.0,1.0
0.29292929292929293,210.0,1.0,1.0
0.30303030303030304,210.0,1.0,1.0
0.31313131313131315,210.0,1.0,1.0
0.32323232323232326,210.0,1.0,1.0
0.33333333333333337,210.0,1.0,1.0
0.3434343434343435,210.0,1.0,1.0
0.3535353535353536,210.0,1.0,1.0
0.36363636363636365,210.0,1.0,1.0
0.37373737373737376,210.0,1.0,1.0
0.38383838383838387,210.0,1.0,1.0
0.393939393939394,210.0,1.0,1.0
0.4040404040404041,210.0,1.0,1.0
0.4141414141414142,210.0,1.0,1.0
0.42424242424242425,210.0,1.0,1.0
0.43434343434343436,210.0,1.0,1.0
0.4444444444444445,210.0,1.0,1.0
0.4545454545454546,210.0,1.0,1.0
0.4646464646464647,210.0,1.0,1.0
0.4747474747474748,210.0,1.0,1.0
0.48484848484848486,210.0,1.0,1.0
0.494949494949495,210.0,1.0,1.0
0.5050505050505051,210.0,1.0,1.0
0.5151515151515152,210.0,1.0,1.0
0.5252525252525253,210.0,1.0,1.0
0.5353535353535354,210.0,1.0,1.0
0.5454545454545455,210.0,1.0,1.0
0.5555555555555556,210.0,1.0,1.0
0.5656565656565657,210.0,1.0,1.0
0.5757575757575758,210.0,1.0,1.0
0.5858585858585859,210.0,1.0,1.0
0.595959595959596,210.0,1.0,1.0
0.6060606060606061,210.0,1.0,1.0
0.6161616161616162,210.0,1.0,1.0
0.6262626262626263,210.0,1.0,1.0
0.6363636363636365,210.0,1.0,1.0
0.6464646464646465,210.0,1.0,1.0
0.6565656565656566,210.0,1.0,1.0
0.6666666666666667,210.0,1.0,1.0
0.6767676767676768,210.0,1.0,1.0
0.686868686868687,210.0,1.0,1.0
0.696969696969697,210.0,1.0,1.0
0.7070707070707072,210.0,1.0,1.0
0.7171717171717172,210.0,1.0,1.0
0.7272727272727273,210.0,1.0,1.0
0.7373737373737375,210.0,1.0,1.0
0.7474747474747475,210.0,1.0,1.0
0.7575757575757577,210.0,1.0,1.0
0.7676767676767677,210.0,1.0,1.0
0.7777777777777778,210.0,1.0,1.0
0.787878787878788,210.0,1.0,1.0
0.797979797979798,210.0,1.0,1.0
0.8080808080808082,210.0,1.0,1.0
0.8181818181818182,210.0,1.0,1.0
0.8282828282828284,210.0,1.0,1.0
0.8383838383838385,210.0,1.0,1.0
0.8484848484848485,210.0,1.0,1.0
0.8585858585858587,210.0,1.0,1.0
0.8686868686868687,210.0,1.0,1.0
0.8787878787878789,210.0,1.0,1.0
0.888888888888889,210.0,1.0,1.0
0.8989898989898991,210.0,1.0,1.0
0.9090909090909092,210.0,1.0,1.0
0.9191919191919192,210.0,1.0,1.0
0.9292929292929294,210.0,1.0,1.0
0.9393939393939394,210.0,1.0,1.0
0.9494949494949496,210.0,1.0,1.0
