mean_1,mean_2,var_1,var_2,precision,recall
0.1373108715781463,0.06808371115741235,0.017649437543155927,0.016994736072705546,0.9720000000000002,0.9720000000000002
0.12801198878265965,0.07636834350352073,0.01826109316067097,0.01379180459091716,0.9820000000000002,0.9820000000000002
0.09244062350160606,0.01199963252085554,0.016989585577858478,0.0169645766614067,0.9720000000000002,0.9720000000000002
0.07817191752419503,0.06459290466560935,0.016775302948497654,0.016823378206196393,0.131,0.131
-0.05483960153370106,,0.01573344856730103,,0.0,0.0
0.16132446780072598,0.1259585939604981,0.018299730703522078,0.016201769290680366,0.738,0.738
0.0629136473005056,0.011853692227872983,0.014361577394173278,0.01387181327562452,0.8229999999999998,0.8229999999999998
0.09941485952219611,0.05720243370704422,0.021493915126355567,0.020803904004604367,0.6119999999999999,0.6119999999999999
0.25838967118849776,0.22911285393809966,0.014191874294462446,0.013587745879669872,0.6579999999999999,0.6579999999999999
0.056426843178830316,-0.01719890497370773,0.014064832038712258,0.013928784570947546,0.9530000000000003,0.9530000000000003
0.16810597868128246,0.11680082834620421,0.016302030492524672,0.014247555129440774,0.9480000000000001,0.9480000000000001
0.17094219731866844,0.14602262654098835,0.014505364609807482,0.011058739845021646,0.752,0.752
0.11243655545389812,,0.0154597636156799,,0.0,0.0
0.06584451242465855,-0.02923964577107579,0.025183105058201746,0.02494700956174023,0.9510000000000002,0.9510000000000002
0.06719628552463541,0.021082301306811838,0.0179491812345156,0.01832872666716682,0.5760000000000001,0.5760000000000001
0.17194229565477917,0.1271694762963368,0.016643134095504664,0.01521519085482207,0.8620000000000002,0.8620000000000002
0.11637763878094753,,0.016135555326548038,,0.0,0.0
0.18215938522395064,0.14091156970064825,0.01811807028819395,0.017374100305133953,0.7670000000000001,0.7670000000000001
0.08984889493111983,0.05814360216160171,0.017033622422603818,0.01535471757669528,0.618,0.618
0.2234303550660381,0.17867333572462182,0.019097652956889852,0.017080327786776966,0.8670000000000002,0.8670000000000002
0.09308867465569406,0.0586318441404231,0.01938410382954822,0.011262265395803555,0.99,0.99
0.20499412044242524,0.16221587822139827,0.01833411680708444,0.017518542231107607,0.8119999999999998,0.8119999999999998
0.16940063047320725,0.12280181997077909,0.018587572199923862,0.015874848664428468,0.9070000000000001,0.9070000000000001
0.1520503509739942,0.09409531233538658,0.018893181127176924,0.018566861539055977,0.8980000000000004,0.8980000000000004
0.21631432039389425,0.1505343522390512,0.01651562268012913,0.01548805300764243,0.9920000000000002,0.9920000000000002
0.18558037817957185,0.12296863586872848,0.016835670873769106,0.015912134090498208,0.9810000000000002,0.9810000000000002
0.09233514982130717,0.03353953631309076,0.023326367836363035,0.021432673444762636,0.857,0.857
0.3280186223619271,0.28505640043751135,0.015389203295829356,0.013773992619005717,0.9139999999999999,0.9139999999999999
0.15429776963065345,0.1331299303001388,0.016568695720632083,0.012404859603590807,0.6799999999999998,0.6799999999999998
0.1556467213996141,0.0813942714677955,0.020719994488000004,0.022595463469057817,0.9040000000000004,0.9040000000000004
0.06559693678662627,,0.017878064870120745,,0.0,0.0
0.24441997765157852,0.20282179834944128,0.017128012415967016,0.01622115427747587,0.8340000000000002,0.8340000000000002
0.050110518649458265,-0.03192034498526067,0.025961531253326394,0.026399475134682816,0.8400000000000002,0.8400000000000002
0.25549531751908594,0.2104449191297592,0.013074208134750102,0.012598254247702972,0.9460000000000001,0.9460000000000001
0.03285624161623763,-0.06251233917917229,0.02346104927019202,0.022101435096920828,0.966,0.966
0.05505186277909579,0.03733087386666602,0.012430655628585812,0.007322016993116785,0.9460000000000002,0.9460000000000002
0.12472093886302128,0.09523978843410082,0.016068924838136198,0.011695837739430864,0.8560000000000001,0.8560000000000001
0.17112618511059954,0.14781625622279726,0.015444262580454003,0.015099932603774692,0.41699999999999987,0.41699999999999987
0.1661360176969325,0.10285244619003837,0.022126795093689533,0.02220941704910515,0.8830000000000002,0.8830000000000002
0.23513656855458168,0.1995119281189489,0.012236139901815166,0.011298266018099582,0.8730000000000004,0.8730000000000004
0.08001567947018035,0.047683332057823144,0.016022020871530453,0.012595338331618678,0.8370000000000001,0.8370000000000001
-0.01636822516837731,0.026199801234011708,0.01973335605135743,0.008067504856463483,0.8410000000000002,0.8410000000000002
0.08147472522598788,,0.02691158869135359,,0.0,0.0
0.27584182902714527,0.22882497102654542,0.014152037611714722,0.012904378006108537,0.9600000000000002,0.9600000000000002
0.19228172728700205,0.17641300843418073,0.015605211821302428,0.011622586785298011,0.524,0.524
0.17873415269147153,0.15328782475530056,0.012834157033292172,0.008895434439099013,0.8420000000000001,0.8420000000000001
0.131477495184732,0.10386488916795188,0.020923530487254344,0.017504354238521157,0.6300000000000001,0.6300000000000001
0.20280026215313998,0.17660935447704038,0.013118099420725992,0.009841207952879665,0.796,0.796
0.12718249193763517,0.06570080224646059,0.01422494270688896,0.01671646801450763,0.858,0.858
0.16644037776739323,0.10483579326648303,0.016117058249909517,0.017784791665027277,0.9120000000000001,0.9120000000000001
0.3180547104918785,0.2714222363534923,0.014921341623324464,0.013869833782954517,0.9460000000000002,0.9460000000000002
0.1701297459821499,0.12466080561689975,0.012520584497314018,0.010666327513348674,0.9740000000000003,0.9740000000000003
0.18148487650641665,0.16763976331706357,0.015425867372047857,0.01306033530659901,0.33099999999999996,0.33099999999999996
0.0656036354840626,-0.06467144525250419,0.025498178533050166,0.03210527713879134,0.8870000000000001,0.8870000000000001
