p,delta,m,power_1,power_2,power_3
0.5,0.25,350.0,1.0,0.06,0.04
0.5,0.26,350.0,1.0,0.04,0.06
0.5,0.27,350.0,1.0,0.12,0.05
0.5,0.28,350.0,1.0,0.06,0.02
0.5,0.29,350.0,1.0,0.04,0.02
0.5,0.3,350.0,1.0,0.03,0.05
0.5,0.31,350.0,1.0,0.07,0.04
0.5,0.32,350.0,1.0,0.04,0.02
0.5,0.33,350.0,1.0,0.03,0.06
0.5,0.34,350.0,1.0,0.03,0.08
0.5,0.35000000000000003,350.0,1.0,0.06,0.05
0.5,0.36,350.0,1.0,0.1,0.03
0.5,0.37,350.0,1.0,0.03,0.04
0.5,0.38,350.0,1.0,0.15,0.02
0.5,0.39,350.0,1.0,0.03,0.02
0.5,0.4,350.0,1.0,0.03,0.02
0.5,0.41000000000000003,350.0,1.0,0.08,0.03
0.5,0.42,350.0,1.0,0.03,0.07
0.5,0.43,350.0,1.0,0.06,0.03
0.5,0.44,350.0,1.0,0.04,0.04
0.5,0.45,350.0,1.0,0.05,0.1
0.5,0.46,350.0,1.0,0.04,0.05
0.5,0.47000000000000003,350.0,1.0,0.05,0.05
0.5,0.48,350.0,1.0,0.03,0.04
0.5,0.49,350.0,1.0,0.07,0.07
0.5,0.5,350.0,1.0,0.04,0.03
0.5,0.01,360.0,0.15,0.02,0.07
0.5,0.02,360.0,0.49,0.02,0.04
0.5,0.03,360.0,0.69,0.04,0.05
0.5,0.04,360.0,0.93,0.04,0.05
0.5,0.05,360.0,1.0,0.02,0.02
0.5,0.06,360.0,1.0,0.05,0.05
0.5,0.07,360.0,1.0,0.03,0.02
0.5,0.08,360.0,1.0,0.07,0.06
0.5,0.09,360.0,1.0,0.06,0.06
0.5,0.1,360.0,1.0,0.05,0.02
0.5,0.11,360.0,1.0,0.03,0.07
0.5,0.12,360.0,1.0,0.03,0.06
0.5,0.13,360.0,1.0,0.07,0.05
0.5,0.14,360.0,1.0,0.04,0.06
0.5,0.15,360.0,1.0,0.04,0.07
0.5,0.16,360.0,1.0,0.08,0.02
0.5,0.17,360.0,1.0,0.04,0.12
0.5,0.18,360.0,1.0,0.06,0.02
0.5,0.19,360.0,1.0,0.06,0.07
0.5,0.2,360.0,1.0,0.04,0.03
0.5,0.21,360.0,1.0,0.07,0.02
0.5,0.22,360.0,1.0,0.02,0.06
0.5,0.23,360.0,1.0,0.02,0.05
0.5,0.24,360.0,1.0,0.03,0.04
0.5,0.25,360.0,1.0,0.04,0.04
0.5,0.26,360.0,1.0,0.03,0.02
0.5,0.27,360.0,1.0,0.02,0.06
0.5,0.28,360.0,1.0,0.09,0.03
0.5,0.29,360.0,1.0,0.04,0.07
0.5,0.3,360.0,1.0,0.1,0.08
0.5,0.31,360.0,1.0,0.02,0.04
0.5,0.32,360.0,1.0,0.04,0.07
0.5,0.33,360.0,1.0,0.06,0.07
0.5,0.34,360.0,1.0,0.07,0.08
0.5,0.35000000000000003,360.0,1.0,0.02,0.0
0.5,0.36,360.0,1.0,0.05,0.06
0.5,0.37,360.0,1.0,0.05,0.1
0.5,0.38,360.0,1.0,0.03,0.06
0.5,0.39,360.0,1.0,0.03,0.05
0.5,0.4,360.0,1.0,0.03,0.03
0.5,0.41000000000000003,360.0,1.0,0.06,0.03
0.5,0.42,360.0,1.0,0.08,0.03
0.5,0.43,360.0,1.0,0.03,0.07
0.5,0.44,360.0,1.0,0.07,0.06
0.5,0.45,360.0,1.0,0.08,0.06
0.5,0.46,360.0,1.0,0.05,0.04
0.5,0.47000000000000003,360.0,1.0,0.03,0.04
0.5,0.48,360.0,1.0,0.08,0.04
0.5,0.49,360.0,1.0,0.05,0.08
0.5,0.5,360.0,1.0,0.06,0.04
0.5,0.01,370.0,0.25,0.02,0.06
0.5,0.02,370.0,0.41,0.06,0.06
0.5,0.03,370.0,0.78,0.03,0.06
0.5,0.04,370.0,0.97,0.04,0.08
0.5,0.05,370.0,0.99,0.04,0.04
0.5,0.06,370.0,1.0,0.01,0.03
0.5,0.07,370.0,1.0,0.04,0.04
0.5,0.08,370.0,1.0,0.07,0.08
0.5,0.09,370.0,1.0,0.05,0.01
0.5,0.1,370.0,1.0,0.07,0.03
0.5,0.11,370.0,1.0,0.02,0.03
0.5,0.12,370.0,1.0,0.04,0.09
0.5,0.13,370.0,1.0,0.05,0.04
0.5,0.14,370.0,1.0,0.08,0.02
0.5,0.15,370.0,1.0,0.06,0.05
0.5,0.16,370.0,1.0,0.04,0.07
0.5,0.17,370.0,1.0,0.01,0.05
0.5,0.18,370.0,1.0,0.07,0.05
0.5,0.19,370.0,1.0,0.04,0.01
0.5,0.2,370.0,1.0,0.03,0.1
0.5,0.21,370.0,1.0,0.08,0.05
0.5,0.22,370.0,1.0,0.03,0.06
0.5,0.23,370.0,1.0,0.06,0.04
0.5,0.24,370.0,1.0,0.08,0.06
0.5,0.25,370.0,1.0,0.05,0.06
0.5,0.26,370.0,1.0,0.07,0.05
0.5,0.27,370.0,1.0,0.05,0.07
0.5,0.28,370.0,1.0,0.04,0.05
0.5,0.29,370.0,1.0,0.04,0.03
0.5,0.3,370.0,1.0,0.06,0.07
0.5,0.31,370.0,1.0,0.04,0.04
0.5,0.32,370.0,1.0,0.02,0.06
0.5,0.33,370.0,1.0,0.06,0.03
0.5,0.34,370.0,1.0,0.07,0.07
0.5,0.35000000000000003,370.0,1.0,0.06,0.03
0.5,0.36,370.0,1.0,0.03,0.04
0.5,0.37,370.0,1.0,0.08,0.08
0.5,0.38,370.0,1.0,0.05,0.06
0.5,0.39,370.0,1.0,0.05,0.07
0.5,0.4,370.0,1.0,0.02,0.05
0.5,0.41000000000000003,370.0,1.0,0.04,0.08
0.5,0.42,370.0,1.0,0.04,0.05
0.5,0.43,370.0,1.0,0.05,0.04
0.5,0.44,370.0,1.0,0.07,0.05
0.5,0.45,370.0,1.0,0.07,0.09
0.5,0.46,370.0,1.0,0.02,0.07
0.5,0.47000000000000003,370.0,1.0,0.07,0.05
0.5,0.48,370.0,1.0,0.03,0.02
0.5,0.49,370.0,1.0,0.03,0.04
0.5,0.5,370.0,1.0,0.07,0.12
0.5,0.01,380.0,0.12,0.06,0.05
0.5,0.02,380.0,0.42,0.05,0.06
0.5,0.03,380.0,0.67,0.04,0.03
0.5,0.04,380.0,0.97,0.05,0.05
0.5,0.05,380.0,1.0,0.11,0.05
0.5,0.06,380.0,1.0,0.02,0.03
0.5,0.07,380.0,1.0,0.06,0.02
0.5,0.08,380.0,1.0,0.06,0.01
0.5,0.09,380.0,1.0,0.06,0.05
0.5,0.1,380.0,1.0,0.03,0.04
0.5,0.11,380.0,1.0,0.05,0.04
0.5,0.12,380.0,1.0,0.02,0.02
0.5,0.13,380.0,1.0,0.06,0.05
0.5,0.14,380.0,1.0,0.04,0.06
0.5,0.15,380.0,1.0,0.06,0.02
0.5,0.16,380.0,1.0,0.07,0.04
0.5,0.17,380.0,1.0,0.1,0.1
0.5,0.18,380.0,1.0,0.02,0.05
0.5,0.19,380.0,1.0,0.05,0.05
0.5,0.2,380.0,1.0,0.03,0.04
0.5,0.21,380.0,1.0,0.04,0.09
0.5,0.22,380.0,1.0,0.05,0.11
0.5,0.23,380.0,1.0,0.05,0.04
0.5,0.24,380.0,1.0,0.03,0.05
0.5,0.25,380.0,1.0,0.08,0.05
0.5,0.26,380.0,1.0,0.04,0.05
0.5,0.27,380.0,1.0,0.04,0.07
0.5,0.28,380.0,1.0,0.08,0.08
0.5,0.29,380.0,1.0,0.05,0.07
0.5,0.3,380.0,1.0,0.02,0.07
0.5,0.31,380.0,1.0,0.04,0.06
0.5,0.32,380.0,1.0,0.06,0.03
0.5,0.33,380.0,1.0,0.03,0.07
0.5,0.34,380.0,1.0,0.01,0.03
0.5,0.35000000000000003,380.0,1.0,0.05,0.08
0.5,0.36,380.0,1.0,0.01,0.06
0.5,0.37,380.0,1.0,0.03,0.05
0.5,0.38,380.0,1.0,0.06,0.06
0.5,0.39,380.0,1.0,0.04,0.03
0.5,0.4,380.0,1.0,0.02,0.04
0.5,0.41000000000000003,380.0,1.0,0.05,0.06
0.5,0.42,380.0,1.0,0.03,0.08
0.5,0.43,380.0,1.0,0.03,0.04
0.5,0.44,380.0,1.0,0.04,0.03
0.5,0.45,380.0,1.0,0.05,0.02
0.5,0.46,380.0,1.0,0.03,0.02
0.5,0.47000000000000003,380.0,1.0,0.04,0.04
0.5,0.48,380.0,1.0,0.04,0.06
0.5,0.49,380.0,1.0,0.04,0.03
0.5,0.5,380.0,1.0,0.04,0.04
0.5,0.01,390.0,0.12,0.06,0.04
0.5,0.02,390.0,0.39,0.01,0.07
0.5,0.03,390.0,0.72,0.06,0.08
0.5,0.04,390.0,0.96,0.04,0.02
0.5,0.05,390.0,1.0,0.03,0.03
0.5,0.06,390.0,1.0,0.06,0.03
0.5,0.07,390.0,1.0,0.06,0.05
0.5,0.08,390.0,1.0,0.07,0.07
0.5,0.09,390.0,1.0,0.06,0.05
0.5,0.1,390.0,1.0,0.07,0.07
0.5,0.11,390.0,1.0,0.07,0.03
0.5,0.12,390.0,1.0,0.05,0.07
0.5,0.13,390.0,1.0,0.07,0.04
0.5,0.14,390.0,1.0,0.08,0.04
0.5,0.15,390.0,1.0,0.05,0.04
0.5,0.16,390.0,1.0,0.04,0.03
0.5,0.17,390.0,1.0,0.03,0.08
0.5,0.18,390.0,1.0,0.0,0.05
0.5,0.19,390.0,1.0,0.06,0.04
0.5,0.2,390.0,1.0,0.03,0.06
0.5,0.21,390.0,1.0,0.04,0.08
0.5,0.22,390.0,1.0,0.05,0.04
0.5,0.23,390.0,1.0,0.02,0.06
0.5,0.24,390.0,1.0,0.08,0.02
0.5,0.25,390.0,1.0,0.02,0.04
0.5,0.26,390.0,1.0,0.05,0.07
0.5,0.27,390.0,1.0,0.11,0.06
0.5,0.28,390.0,1.0,0.03,0.05
0.5,0.29,390.0,1.0,0.04,0.05
0.5,0.3,390.0,1.0,0.05,0.04
0.5,0.31,390.0,1.0,0.01,0.09
0.5,0.32,390.0,1.0,0.03,0.03
0.5,0.33,390.0,1.0,0.06,0.06
0.5,0.34,390.0,1.0,0.03,0.07
0.5,0.35000000000000003,390.0,1.0,0.02,0.04
0.5,0.36,390.0,1.0,0.04,0.03
0.5,0.37,390.0,1.0,0.05,0.02
0.5,0.38,390.0,1.0,0.04,0.06
0.5,0.39,390.0,1.0,0.03,0.02
0.5,0.4,390.0,1.0,0.05,0.03
0.5,0.41000000000000003,390.0,1.0,0.04,0.04
0.5,0.42,390.0,1.0,0.04,0.03
0.5,0.43,390.0,1.0,0.07,0.08
0.5,0.44,390.0,1.0,0.02,0.05
0.5,0.45,390.0,1.0,0.04,0.06
0.5,0.46,390.0,1.0,0.08,0.05
0.5,0.47000000000000003,390.0,1.0,0.05,0.03
0.5,0.48,390.0,1.0,0.06,0.04
0.5,0.49,390.0,1.0,0.06,0.01
0.5,0.5,390.0,1.0,0.05,0.04
0.5,0.01,400.0,0.13,0.03,0.01
0.5,0.02,400.0,0.38,0.02,0.03
0.5,0.03,400.0,0.79,0.02,0.06
0.5,0.04,400.0,0.93,0.03,0.02
0.5,0.05,400.0,1.0,0.04,0.04
0.5,0.06,400.0,1.0,0.04,0.02
0.5,0.07,400.0,1.0,0.06,0.04
0.5,0.08,400.0,1.0,0.08,0.04
0.5,0.09,400.0,1.0,0.03,0.03
0.5,0.1,400.0,1.0,0.08,0.02
0.5,0.11,400.0,1.0,0.06,0.04
0.5,0.12,400.0,1.0,0.08,0.04
0.5,0.13,400.0,1.0,0.05,0.06
0.5,0.14,400.0,1.0,0.04,0.03
0.5,0.15,400.0,1.0,0.04,0.04
0.5,0.16,400.0,1.0,0.06,0.05
0.5,0.17,400.0,1.0,0.05,0.03
0.5,0.18,400.0,1.0,0.03,0.05
0.5,0.19,400.0,1.0,0.11,0.07
0.5,0.2,400.0,1.0,0.06,0.1
0.5,0.21,400.0,1.0,0.06,0.06
0.5,0.22,400.0,1.0,0.01,0.04
0.5,0.23,400.0,1.0,0.03,0.04
0.5,0.24,400.0,1.0,0.08,0.06
0.5,0.25,400.0,1.0,0.07,0.02
0.5,0.26,400.0,1.0,0.08,0.06
0.5,0.27,400.0,1.0,0.04,0.04
0.5,0.28,400.0,1.0,0.04,0.03
0.5,0.29,400.0,1.0,0.06,0.07
0.5,0.3,400.0,1.0,0.04,0.08
0.5,0.31,400.0,1.0,0.04,0.11
0.5,0.32,400.0,1.0,0.0,0.05
0.5,0.33,400.0,1.0,0.06,0.08
0.5,0.34,400.0,1.0,0.04,0.1
0.5,0.35000000000000003,400.0,1.0,0.04,0.06
0.5,0.36,400.0,1.0,0.01,0.06
0.5,0.37,400.0,1.0,0.04,0.03
0.5,0.38,400.0,1.0,0.05,0.05
0.5,0.39,400.0,1.0,0.06,0.03
0.5,0.4,400.0,1.0,0.05,0.03
0.5,0.41000000000000003,400.0,1.0,0.05,0.06
0.5,0.42,400.0,1.0,0.05,0.06
0.5,0.43,400.0,1.0,0.05,0.03
0.5,0.44,400.0,1.0,0.07,0.08
0.5,0.45,400.0,1.0,0.05,0.02
0.5,0.46,400.0,1.0,0.04,0.02
0.5,0.47000000000000003,400.0,1.0,0.03,0.06
0.5,0.48,400.0,1.0,0.03,0.07
0.5,0.49,400.0,1.0,0.07,0.05
0.5,0.5,400.0,1.0,0.04,0.03
0.5,0.01,410.0,0.18,0.08,0.02
0.5,0.02,410.0,0.42,0.07,0.04
0.5,0.03,410.0,0.74,0.04,0.09
0.5,0.04,410.0,0.97,0.04,0.06
0.5,0.05,410.0,1.0,0.06,0.03
0.5,0.06,410.0,1.0,0.05,0.04
0.5,0.07,410.0,1.0,0.02,0.02
0.5,0.08,410.0,1.0,0.06,0.05
0.5,0.09,410.0,1.0,0.05,0.07
0.5,0.1,410.0,1.0,0.02,0.05
0.5,0.11,410.0,1.0,0.03,0.08
0.5,0.12,410.0,1.0,0.03,0.07
0.5,0.13,410.0,1.0,0.02,0.01
0.5,0.14,410.0,1.0,0.06,0.04
0.5,0.15,410.0,1.0,0.07,0.09
0.5,0.16,410.0,1.0,0.03,0.06
0.5,0.17,410.0,1.0,0.03,0.03
0.5,0.18,410.0,1.0,0.06,0.05
0.5,0.19,410.0,1.0,0.03,0.05
0.5,0.2,410.0,1.0,0.01,0.05
0.5,0.21,410.0,1.0,0.05,0.04
0.5,0.22,410.0,1.0,0.06,0.05
0.5,0.23,410.0,1.0,0.04,0.01
0.5,0.24,410.0,1.0,0.11,0.05
0.5,0.25,410.0,1.0,0.06,0.03
0.5,0.26,410.0,1.0,0.06,0.0
0.5,0.27,410.0,1.0,0.06,0.02
0.5,0.28,410.0,1.0,0.02,0.08
0.5,0.29,410.0,1.0,0.0,0.04
0.5,0.3,410.0,1.0,0.02,0.04
0.5,0.31,410.0,1.0,0.04,0.06
0.5,0.32,410.0,1.0,0.06,0.06
0.5,0.33,410.0,1.0,0.06,0.02
0.5,0.34,410.0,1.0,0.03,0.02
0.5,0.35000000000000003,410.0,1.0,0.08,0.05
0.5,0.36,410.0,1.0,0.06,0.05
0.5,0.37,410.0,1.0,0.01,0.05
0.5,0.38,410.0,1.0,0.04,0.06
0.5,0.39,410.0,1.0,0.03,0.05
0.5,0.4,410.0,1.0,0.04,0.09
0.5,0.41000000000000003,410.0,1.0,0.06,0.05
0.5,0.42,410.0,1.0,0.06,0.04
0.5,0.43,410.0,1.0,0.06,0.08
0.5,0.44,410.0,1.0,0.03,0.06
0.5,0.45,410.0,1.0,0.04,0.05
0.5,0.46,410.0,1.0,0.04,0.04
0.5,0.47000000000000003,410.0,1.0,0.04,0.08
0.5,0.48,410.0,1.0,0.03,0.05
0.5,0.49,410.0,1.0,0.09,0.03
0.5,0.5,410.0,1.0,0.03,0.03
0.5,0.01,420.0,0.18,0.02,0.03
0.5,0.02,420.0,0.45,0.02,0.03
0.5,0.03,420.0,0.71,0.03,0.05
0.5,0.04,420.0,1.0,0.06,0.07
0.5,0.05,420.0,1.0,0.08,0.01
0.5,0.06,420.0,1.0,0.07,0.08
0.5,0.07,420.0,1.0,0.05,0.05
0.5,0.08,420.0,1.0,0.06,0.08
0.5,0.09,420.0,1.0,0.06,0.12
0.5,0.1,420.0,1.0,0.08,0.04
0.5,0.11,420.0,1.0,0.05,0.06
0.5,0.12,420.0,1.0,0.08,0.03
0.5,0.13,420.0,1.0,0.08,0.08
0.5,0.14,420.0,1.0,0.08,0.03
0.5,0.15,420.0,1.0,0.09,0.04
0.5,0.16,420.0,1.0,0.08,0.01
0.5,0.17,420.0,1.0,0.07,0.06
0.5,0.18,420.0,1.0,0.06,0.02
0.5,0.19,420.0,1.0,0.06,0.08
0.5,0.2,420.0,1.0,0.07,0.07
0.5,0.21,420.0,1.0,0.05,0.06
0.5,0.22,420.0,1.0,0.1,0.01
0.5,0.23,420.0,1.0,0.06,0.02
0.5,0.24,420.0,1.0,0.0,0.03
0.5,0.25,420.0,1.0,0.08,0.03
0.5,0.26,420.0,1.0,0.06,0.04
0.5,0.27,420.0,1.0,0.03,0.1
0.5,0.28,420.0,1.0,0.04,0.09
0.5,0.29,420.0,1.0,0.04,0.06
0.5,0.3,420.0,1.0,0.05,0.05
0.5,0.31,420.0,1.0,0.06,0.03
0.5,0.32,420.0,1.0,0.05,0.07
0.5,0.33,420.0,1.0,0.04,0.06
0.5,0.34,420.0,1.0,0.08,0.05
0.5,0.35000000000000003,420.0,1.0,0.06,0.09
0.5,0.36,420.0,1.0,0.03,0.07
0.5,0.37,420.0,1.0,0.05,0.08
0.5,0.38,420.0,1.0,0.03,0.08
0.5,0.39,420.0,1.0,0.08,0.05
0.5,0.4,420.0,1.0,0.05,0.08
0.5,0.41000000000000003,420.0,1.0,0.05,0.08
0.5,0.42,420.0,1.0,0.05,0.05
0.5,0.43,420.0,1.0,0.04,0.03
0.5,0.44,420.0,1.0,0.07,0.07
0.5,0.45,420.0,1.0,0.06,0.04
0.5,0.46,420.0,1.0,0.07,0.04
0.5,0.47000000000000003,420.0,1.0,0.07,0.05
0.5,0.48,420.0,1.0,0.04,0.06
0.5,0.49,420.0,1.0,0.05,0.04
0.5,0.5,420.0,1.0,0.02,0.04
0.5,0.01,430.0,0.1,0.07,0.09
0.5,0.02,430.0,0.43,0.02,0.04
0.5,0.03,430.0,0.81,0.03,0.04
0.5,0.04,430.0,0.94,0.04,0.03
0.5,0.05,430.0,0.99,0.05,0.05
0.5,0.06,430.0,1.0,0.06,0.02
0.5,0.07,430.0,1.0,0.02,0.04
0.5,0.08,430.0,1.0,0.05,0.04
0.5,0.09,430.0,1.0,0.06,0.07
0.5,0.1,430.0,1.0,0.03,0.03
0.5,0.11,430.0,1.0,0.04,0.06
0.5,0.12,430.0,1.0,0.05,0.06
0.5,0.13,430.0,1.0,0.04,0.02
0.5,0.14,430.0,1.0,0.06,0.05
0.5,0.15,430.0,1.0,0.04,0.07
0.5,0.16,430.0,1.0,0.08,0.05
0.5,0.17,430.0,1.0,0.08,0.04
0.5,0.18,430.0,1.0,0.01,0.05
0.5,0.19,430.0,1.0,0.05,0.06
0.5,0.2,430.0,1.0,0.07,0.08
0.5,0.21,430.0,1.0,0.07,0.06
0.5,0.22,430.0,1.0,0.02,0.03
0.5,0.23,430.0,1.0,0.11,0.07
0.5,0.24,430.0,1.0,0.07,0.06
0.5,0.25,430.0,1.0,0.03,0.14
0.5,0.26,430.0,1.0,0.03,0.07
0.5,0.27,430.0,1.0,0.07,0.04
0.5,0.28,430.0,1.0,0.07,0.02
0.5,0.29,430.0,1.0,0.09,0.04
0.5,0.3,430.0,1.0,0.07,0.02
0.5,0.31,430.0,1.0,0.05,0.06
0.5,0.32,430.0,1.0,0.04,0.03
0.5,0.33,430.0,1.0,0.05,0.04
0.5,0.34,430.0,1.0,0.02,0.05
0.5,0.35000000000000003,430.0,1.0,0.04,0.03
0.5,0.36,430.0,1.0,0.03,0.03
0.5,0.37,430.0,1.0,0.07,0.02
0.5,0.38,430.0,1.0,0.11,0.05
0.5,0.39,430.0,1.0,0.04,0.05
0.5,0.4,430.0,1.0,0.09,0.03
0.5,0.41000000000000003,430.0,1.0,0.1,0.08
0.5,0.42,430.0,1.0,0.07,0.04
0.5,0.43,430.0,1.0,0.1,0.04
0.5,0.44,430.0,1.0,0.03,0.08
0.5,0.45,430.0,1.0,0.07,0.06
0.5,0.46,430.0,1.0,0.03,0.09
0.5,0.47000000000000003,430.0,1.0,0.03,0.05
0.5,0.48,430.0,1.0,0.03,0.05
0.5,0.49,430.0,1.0,0.07,0.05
0.5,0.5,430.0,1.0,0.07,0.05
0.5,0.01,440.0,0.12,0.04,0.06
0.5,0.02,440.0,0.53,0.1,0.03
0.5,0.03,440.0,0.85,0.05,0.01
0.5,0.04,440.0,0.97,0.08,0.05
0.5,0.05,440.0,0.98,0.05,0.1
0.5,0.06,440.0,1.0,0.09,0.04
0.5,0.07,440.0,1.0,0.04,0.08
0.5,0.08,440.0,1.0,0.07,0.04
0.5,0.09,440.0,1.0,0.06,0.06
0.5,0.1,440.0,1.0,0.06,0.07
0.5,0.11,440.0,1.0,0.01,0.03
0.5,0.12,440.0,1.0,0.06,0.03
0.5,0.13,440.0,1.0,0.03,0.05
0.5,0.14,440.0,1.0,0.03,0.06
0.5,0.15,440.0,1.0,0.06,0.04
0.5,0.16,440.0,1.0,0.06,0.04
0.5,0.17,440.0,1.0,0.05,0.05
0.5,0.18,440.0,1.0,0.07,0.07
0.5,0.19,440.0,1.0,0.06,0.06
0.5,0.2,440.0,1.0,0.04,0.05
0.5,0.21,440.0,1.0,0.07,0.05
0.5,0.22,440.0,1.0,0.06,0.09
0.5,0.23,440.0,1.0,0.08,0.05
0.5,0.24,440.0,1.0,0.03,0.06
0.5,0.25,440.0,1.0,0.05,0.08
0.5,0.26,440.0,1.0,0.03,0.1
0.5,0.27,440.0,1.0,0.05,0.06
0.5,0.28,440.0,1.0,0.01,0.01
0.5,0.29,440.0,1.0,0.07,0.06
0.5,0.3,440.0,1.0,0.07,0.03
0.5,0.31,440.0,1.0,0.05,0.05
0.5,0.32,440.0,1.0,0.06,0.08
0.5,0.33,440.0,1.0,0.05,0.04
0.5,0.34,440.0,1.0,0.06,0.09
0.5,0.35000000000000003,440.0,1.0,0.03,0.05
0.5,0.36,440.0,1.0,0.08,0.03
0.5,0.37,440.0,1.0,0.12,0.09
0.5,0.38,440.0,1.0,0.09,0.03
0.5,0.39,440.0,1.0,0.03,0.06
0.5,0.4,440.0,1.0,0.02,0.07
0.5,0.41000000000000003,440.0,1.0,0.06,0.05
0.5,0.42,440.0,1.0,0.05,0.08
0.5,0.43,440.0,1.0,0.04,0.07
0.5,0.44,440.0,1.0,0.04,0.05
0.5,0.45,440.0,1.0,0.08,0.09
0.5,0.46,440.0,1.0,0.07,0.02
0.5,0.47000000000000003,440.0,1.0,0.03,0.07
0.5,0.48,440.0,1.0,0.07,0.03
0.5,0.49,440.0,1.0,0.06,0.06
0.5,0.5,440.0,1.0,0.02,0.05
0.5,0.01,450.0,0.14,0.0,0.05
0.5,0.02,450.0,0.52,0.04,0.02
0.5,0.03,450.0,0.71,0.04,0.03
0.5,0.04,450.0,0.96,0.01,0.05
0.5,0.05,450.0,1.0,0.07,0.05
0.5,0.06,450.0,1.0,0.09,0.06
0.5,0.07,450.0,1.0,0.05,0.04
0.5,0.08,450.0,1.0,0.03,0.03
0.5,0.09,450.0,1.0,0.03,0.04
0.5,0.1,450.0,1.0,0.03,0.05
0.5,0.11,450.0,1.0,0.02,0.05
0.5,0.12,450.0,1.0,0.07,0.05
0.5,0.13,450.0,1.0,0.03,0.07
0.5,0.14,450.0,1.0,0.01,0.01
0.5,0.15,450.0,1.0,0.04,0.07
0.5,0.16,450.0,1.0,0.07,0.04
0.5,0.17,450.0,1.0,0.09,0.06
0.5,0.18,450.0,1.0,0.05,0.05
0.5,0.19,450.0,1.0,0.06,0.05
0.5,0.2,450.0,1.0,0.04,0.04
0.5,0.21,450.0,1.0,0.02,0.06
0.5,0.22,450.0,1.0,0.06,0.04
0.5,0.23,450.0,1.0,0.1,0.04
0.5,0.24,450.0,1.0,0.06,0.02
0.5,0.25,450.0,1.0,0.04,0.02
0.5,0.26,450.0,1.0,0.07,0.03
0.5,0.27,450.0,1.0,0.09,0.05
0.5,0.28,450.0,1.0,0.06,0.05
0.5,0.29,450.0,1.0,0.04,0.03
0.5,0.3,450.0,1.0,0.08,0.07
0.5,0.31,450.0,1.0,0.05,0.04
0.5,0.32,450.0,1.0,0.06,0.08
0.5,0.33,450.0,1.0,0.01,0.08
0.5,0.34,450.0,1.0,0.09,0.06
0.5,0.35000000000000003,450.0,1.0,0.03,0.05
0.5,0.36,450.0,1.0,0.04,0.06
0.5,0.37,450.0,1.0,0.04,0.06
0.5,0.38,450.0,1.0,0.03,0.11
0.5,0.39,450.0,1.0,0.04,0.05
0.5,0.4,450.0,1.0,0.08,0.04
0.5,0.41000000000000003,450.0,1.0,0.04,0.06
0.5,0.42,450.0,1.0,0.06,0.04
0.5,0.43,450.0,1.0,0.04,0.04
0.5,0.44,450.0,1.0,0.05,0.03
0.5,0.45,450.0,1.0,0.02,0.04
0.5,0.46,450.0,1.0,0.06,0.06
0.5,0.47000000000000003,450.0,1.0,0.05,0.04
0.5,0.48,450.0,1.0,0.06,0.03
0.5,0.49,450.0,1.0,0.07,0.04
0.5,0.5,450.0,1.0,0.02,0.07
0.5,0.01,460.0,0.17,0.1,0.04
0.5,0.02,460.0,0.48,0.09,0.08
0.5,0.03,460.0,0.78,0.02,0.01
0.5,0.04,460.0,0.98,0.04,0.03
0.5,0.05,460.0,1.0,0.07,0.05
0.5,0.06,460.0,1.0,0.04,0.03
0.5,0.07,460.0,1.0,0.05,0.05
0.5,0.08,460.0,1.0,0.07,0.03
0.5,0.09,460.0,1.0,0.08,0.09
0.5,0.1,460.0,1.0,0.02,0.09
0.5,0.11,460.0,1.0,0.09,0.02
0.5,0.12,460.0,1.0,0.04,0.06
0.5,0.13,460.0,1.0,0.09,0.04
0.5,0.14,460.0,1.0,0.03,0.03
0.5,0.15,460.0,1.0,0.05,0.07
0.5,0.16,460.0,1.0,0.04,0.05
0.5,0.17,460.0,1.0,0.05,0.03
0.5,0.18,460.0,1.0,0.05,0.03
0.5,0.19,460.0,1.0,0.07,0.06
0.5,0.2,460.0,1.0,0.05,0.07
0.5,0.21,460.0,1.0,0.05,0.04
0.5,0.22,460.0,1.0,0.04,0.05
0.5,0.23,460.0,1.0,0.06,0.05
0.5,0.24,460.0,1.0,0.04,0.08
0.5,0.25,460.0,1.0,0.07,0.07
0.5,0.26,460.0,1.0,0.04,0.03
0.5,0.27,460.0,1.0,0.08,0.04
0.5,0.28,460.0,1.0,0.05,0.04
0.5,0.29,460.0,1.0,0.08,0.06
0.5,0.3,460.0,1.0,0.04,0.08
0.5,0.31,460.0,1.0,0.05,0.05
0.5,0.32,460.0,1.0,0.09,0.02
0.5,0.33,460.0,1.0,0.07,0.07
0.5,0.34,460.0,1.0,0.05,0.03
0.5,0.35000000000000003,460.0,1.0,0.04,0.04
0.5,0.36,460.0,1.0,0.06,0.05
0.5,0.37,460.0,1.0,0.04,0.03
0.5,0.38,460.0,1.0,0.06,0.06
0.5,0.39,460.0,1.0,0.0,0.06
0.5,0.4,460.0,1.0,0.07,0.04
0.5,0.41000000000000003,460.0,1.0,0.05,0.04
0.5,0.42,460.0,1.0,0.06,0.04
0.5,0.43,460.0,1.0,0.08,0.09
0.5,0.44,460.0,1.0,0.07,0.05
0.5,0.45,460.0,1.0,0.03,0.02
0.5,0.46,460.0,1.0,0.04,0.05
0.5,0.47000000000000003,460.0,1.0,0.04,0.08
0.5,0.48,460.0,1.0,0.06,0.04
0.5,0.49,460.0,1.0,0.05,0.04
