p,delta,m,omni_power_1,omni_power_2,omni_power_3,mase_power_1,mase_power_2,mase_power_3
0.5,0.34,80.0,0.47,0.77,0.32,0.67,0.52,0.1
0.5,0.35000000000000003,80.0,0.67,0.74,0.15,0.68,0.57,0.1
0.5,0.36,80.0,0.66,0.75,0.21,0.74,0.45,0.08
0.5,0.37,80.0,0.73,0.77,0.2,0.72,0.5,0.14
0.5,0.38,80.0,0.69,0.78,0.14,0.78,0.51,0.06
0.5,0.39,80.0,0.7,0.66,0.2,0.75,0.61,0.12
0.5,0.4,80.0,0.68,0.75,0.27,0.85,0.57,0.08
0.5,0.41000000000000003,80.0,0.78,0.71,0.21,0.77,0.63,0.11
0.5,0.42,80.0,0.73,0.67,0.2,0.85,0.52,0.11
0.5,0.43,80.0,0.73,0.7,0.23,0.84,0.55,0.11
0.5,0.44,80.0,0.68,0.77,0.24,0.83,0.57,0.1
0.5,0.45,80.0,0.74,0.76,0.23,0.87,0.53,0.12
0.5,0.46,80.0,0.85,0.71,0.2,0.94,0.6,0.14
0.5,0.47000000000000003,80.0,0.8,0.79,0.2,0.86,0.49,0.14
0.5,0.48,80.0,0.77,0.66,0.21,0.95,0.43,0.08
0.5,0.49,80.0,0.7,0.74,0.32,0.9,0.53,0.12
0.5,0.5,80.0,0.86,0.68,0.23,0.93,0.48,0.09
0.5,0.01,90.0,0.04,0.06,0.06,0.05,0.05,0.06
0.5,0.02,90.0,0.05,0.03,0.06,0.06,0.0,0.04
0.5,0.03,90.0,0.04,0.05,0.02,0.0,0.05,0.09
0.5,0.04,90.0,0.1,0.1,0.05,0.07,0.04,0.08
0.5,0.05,90.0,0.04,0.02,0.02,0.05,0.02,0.03
0.5,0.06,90.0,0.11,0.08,0.03,0.1,0.09,0.05
0.5,0.07,90.0,0.11,0.15,0.09,0.07,0.1,0.06
0.5,0.08,90.0,0.13,0.05,0.05,0.11,0.07,0.04
0.5,0.09,90.0,0.16,0.1,0.06,0.05,0.11,0.04
0.5,0.1,90.0,0.11,0.11,0.06,0.12,0.13,0.02
0.5,0.11,90.0,0.17,0.17,0.03,0.18,0.08,0.08
0.5,0.12,90.0,0.17,0.16,0.1,0.18,0.15,0.03
0.5,0.13,90.0,0.15,0.17,0.1,0.25,0.2,0.07
0.5,0.14,90.0,0.17,0.3,0.07,0.19,0.22,0.13
0.5,0.15,90.0,0.22,0.27,0.06,0.25,0.24,0.07
0.5,0.16,90.0,0.28,0.23,0.09,0.24,0.24,0.07
0.5,0.17,90.0,0.27,0.26,0.11,0.32,0.34,0.07
0.5,0.18,90.0,0.33,0.27,0.15,0.4,0.29,0.08
0.5,0.19,90.0,0.29,0.33,0.12,0.39,0.25,0.08
0.5,0.2,90.0,0.38,0.42,0.06,0.49,0.31,0.11
0.5,0.21,90.0,0.52,0.43,0.12,0.46,0.42,0.04
0.5,0.22,90.0,0.38,0.43,0.09,0.4,0.43,0.13
0.5,0.23,90.0,0.47,0.48,0.19,0.43,0.45,0.13
0.5,0.24,90.0,0.53,0.51,0.16,0.43,0.47,0.08
0.5,0.25,90.0,0.57,0.54,0.16,0.62,0.4,0.1
0.5,0.26,90.0,0.55,0.59,0.16,0.58,0.48,0.08
0.5,0.27,90.0,0.49,0.56,0.12,0.53,0.49,0.06
0.5,0.28,90.0,0.55,0.55,0.15,0.7,0.42,0.13
0.5,0.29,90.0,0.58,0.64,0.22,0.63,0.55,0.08
0.5,0.3,90.0,0.69,0.7,0.21,0.69,0.48,0.15
0.5,0.31,90.0,0.62,0.78,0.2,0.66,0.61,0.17
0.5,0.32,90.0,0.58,0.72,0.27,0.76,0.51,0.1
0.5,0.33,90.0,0.56,0.71,0.27,0.74,0.54,0.1
0.5,0.34,90.0,0.59,0.74,0.22,0.67,0.57,0.13
0.5,0.35000000000000003,90.0,0.69,0.69,0.3,0.71,0.59,0.12
0.5,0.36,90.0,0.68,0.76,0.22,0.7,0.62,0.13
0.5,0.37,90.0,0.65,0.73,0.29,0.86,0.53,0.05
0.5,0.38,90.0,0.67,0.73,0.22,0.88,0.59,0.1
0.5,0.39,90.0,0.66,0.86,0.34,0.87,0.43,0.13
0.5,0.4,90.0,0.71,0.76,0.2,0.81,0.54,0.09
0.5,0.41000000000000003,90.0,0.77,0.76,0.3,0.85,0.6,0.14
0.5,0.42,90.0,0.82,0.71,0.25,0.87,0.58,0.17
0.5,0.43,90.0,0.8,0.73,0.17,0.81,0.52,0.09
0.5,0.44,90.0,0.79,0.73,0.25,0.85,0.49,0.1
0.5,0.45,90.0,0.84,0.71,0.2,0.87,0.56,0.15
0.5,0.46,90.0,0.8,0.73,0.27,0.89,0.57,0.11
0.5,0.47000000000000003,90.0,0.8,0.69,0.21,0.93,0.53,0.08
0.5,0.48,90.0,0.84,0.69,0.23,0.95,0.45,0.06
0.5,0.49,90.0,0.85,0.63,0.18,0.88,0.49,0.12
0.5,0.5,90.0,0.83,0.73,0.34,0.9,0.54,0.1
0.5,0.01,100.0,0.04,0.05,0.04,0.06,0.06,0.04
0.5,0.02,100.0,0.03,0.06,0.06,0.06,0.06,0.01
0.5,0.03,100.0,0.05,0.05,0.05,0.04,0.06,0.02
0.5,0.04,100.0,0.04,0.06,0.03,0.06,0.11,0.03
0.5,0.05,100.0,0.09,0.11,0.06,0.07,0.08,0.1
0.5,0.06,100.0,0.1,0.06,0.05,0.05,0.09,0.05
0.5,0.07,100.0,0.06,0.06,0.06,0.09,0.03,0.04
0.5,0.08,100.0,0.1,0.11,0.03,0.17,0.11,0.04
0.5,0.09,100.0,0.08,0.05,0.09,0.16,0.07,0.05
0.5,0.1,100.0,0.12,0.14,0.1,0.14,0.1,0.05
0.5,0.11,100.0,0.13,0.21,0.02,0.2,0.14,0.08
0.5,0.12,100.0,0.18,0.27,0.1,0.18,0.16,0.04
0.5,0.13,100.0,0.19,0.17,0.04,0.18,0.2,0.05
0.5,0.14,100.0,0.17,0.28,0.03,0.21,0.27,0.05
0.5,0.15,100.0,0.24,0.29,0.09,0.32,0.26,0.06
0.5,0.16,100.0,0.22,0.29,0.08,0.33,0.22,0.08
0.5,0.17,100.0,0.23,0.32,0.09,0.29,0.27,0.1
0.5,0.18,100.0,0.39,0.34,0.13,0.38,0.33,0.08
0.5,0.19,100.0,0.31,0.42,0.13,0.35,0.36,0.11
0.5,0.2,100.0,0.39,0.46,0.07,0.36,0.37,0.09
0.5,0.21,100.0,0.46,0.44,0.13,0.39,0.41,0.14
0.5,0.22,100.0,0.4,0.51,0.14,0.56,0.32,0.11
0.5,0.23,100.0,0.47,0.52,0.09,0.55,0.39,0.09
0.5,0.24,100.0,0.48,0.6,0.12,0.56,0.49,0.09
0.5,0.25,100.0,0.5,0.67,0.24,0.55,0.46,0.1
0.5,0.26,100.0,0.52,0.67,0.15,0.64,0.42,0.12
0.5,0.27,100.0,0.61,0.62,0.13,0.63,0.51,0.1
0.5,0.28,100.0,0.59,0.57,0.19,0.66,0.55,0.08
0.5,0.29,100.0,0.63,0.67,0.18,0.67,0.44,0.19
0.5,0.3,100.0,0.67,0.7,0.2,0.74,0.47,0.1
0.5,0.31,100.0,0.73,0.66,0.13,0.79,0.5,0.15
0.5,0.32,100.0,0.67,0.68,0.18,0.75,0.55,0.06
0.5,0.33,100.0,0.7,0.62,0.23,0.83,0.49,0.07
0.5,0.34,100.0,0.7,0.75,0.25,0.76,0.47,0.15
0.5,0.35000000000000003,100.0,0.7,0.66,0.27,0.74,0.51,0.11
0.5,0.36,100.0,0.72,0.77,0.24,0.76,0.62,0.18
0.5,0.37,100.0,0.73,0.7,0.24,0.84,0.52,0.08
0.5,0.38,100.0,0.66,0.78,0.28,0.81,0.67,0.08
0.5,0.39,100.0,0.86,0.7,0.26,0.88,0.68,0.09
0.5,0.4,100.0,0.76,0.78,0.26,0.88,0.62,0.09
0.5,0.41000000000000003,100.0,0.81,0.64,0.28,0.91,0.6,0.14
0.5,0.42,100.0,0.76,0.72,0.26,0.85,0.57,0.14
0.5,0.43,100.0,0.77,0.78,0.28,0.9,0.55,0.1
0.5,0.44,100.0,0.71,0.81,0.28,0.9,0.52,0.08
0.5,0.45,100.0,0.82,0.71,0.24,0.9,0.6,0.16
0.5,0.46,100.0,0.84,0.65,0.18,0.97,0.48,0.1
0.5,0.47000000000000003,100.0,0.84,0.65,0.24,0.91,0.6,0.17
0.5,0.48,100.0,0.77,0.66,0.26,0.92,0.48,0.18
0.5,0.49,100.0,0.85,0.7,0.28,0.95,0.48,0.13
0.5,0.5,100.0,0.94,0.61,0.24,0.95,0.55,0.13
0.5,0.01,110.0,0.04,0.03,0.06,0.05,0.05,0.05
0.5,0.02,110.0,0.04,0.05,0.04,0.04,0.05,0.03
0.5,0.03,110.0,0.04,0.05,0.08,0.03,0.09,0.07
0.5,0.04,110.0,0.07,0.04,0.03,0.08,0.08,0.03
0.5,0.05,110.0,0.06,0.05,0.09,0.07,0.06,0.08
0.5,0.06,110.0,0.16,0.08,0.02,0.11,0.06,0.07
0.5,0.07,110.0,0.11,0.12,0.04,0.08,0.11,0.05
0.5,0.08,110.0,0.09,0.07,0.1,0.11,0.13,0.03
0.5,0.09,110.0,0.11,0.13,0.04,0.15,0.18,0.05
0.5,0.1,110.0,0.19,0.12,0.04,0.11,0.17,0.05
0.5,0.11,110.0,0.17,0.15,0.05,0.14,0.17,0.06
0.5,0.12,110.0,0.21,0.17,0.1,0.25,0.13,0.09
0.5,0.13,110.0,0.19,0.24,0.08,0.25,0.25,0.02
0.5,0.14,110.0,0.25,0.26,0.04,0.22,0.23,0.04
0.5,0.15,110.0,0.19,0.24,0.04,0.32,0.18,0.09
0.5,0.16,110.0,0.26,0.31,0.14,0.28,0.32,0.05
0.5,0.17,110.0,0.29,0.28,0.12,0.32,0.26,0.04
0.5,0.18,110.0,0.39,0.43,0.09,0.42,0.37,0.06
0.5,0.19,110.0,0.42,0.4,0.15,0.44,0.44,0.09
0.5,0.2,110.0,0.39,0.44,0.14,0.52,0.33,0.12
0.5,0.21,110.0,0.44,0.54,0.2,0.49,0.45,0.12
0.5,0.22,110.0,0.47,0.5,0.23,0.57,0.37,0.1
0.5,0.23,110.0,0.55,0.57,0.14,0.58,0.38,0.12
0.5,0.24,110.0,0.51,0.59,0.13,0.61,0.34,0.11
0.5,0.25,110.0,0.61,0.61,0.23,0.73,0.49,0.05
0.5,0.26,110.0,0.56,0.7,0.14,0.59,0.46,0.12
0.5,0.27,110.0,0.51,0.66,0.3,0.65,0.5,0.13
0.5,0.28,110.0,0.61,0.67,0.19,0.63,0.56,0.12
0.5,0.29,110.0,0.64,0.68,0.21,0.72,0.57,0.15
0.5,0.3,110.0,0.67,0.59,0.16,0.73,0.49,0.1
0.5,0.31,110.0,0.67,0.66,0.22,0.73,0.57,0.11
0.5,0.32,110.0,0.63,0.76,0.27,0.78,0.54,0.09
0.5,0.33,110.0,0.67,0.76,0.31,0.84,0.53,0.16
0.5,0.34,110.0,0.76,0.64,0.21,0.75,0.68,0.12
0.5,0.35000000000000003,110.0,0.73,0.78,0.26,0.84,0.59,0.09
0.5,0.36,110.0,0.76,0.79,0.33,0.81,0.56,0.12
0.5,0.37,110.0,0.76,0.78,0.27,0.82,0.62,0.17
0.5,0.38,110.0,0.72,0.78,0.27,0.8,0.64,0.12
0.5,0.39,110.0,0.84,0.71,0.22,0.82,0.52,0.18
0.5,0.4,110.0,0.79,0.67,0.24,0.84,0.6,0.11
0.5,0.41000000000000003,110.0,0.86,0.71,0.21,0.86,0.6,0.14
0.5,0.42,110.0,0.79,0.66,0.28,0.86,0.64,0.13
0.5,0.43,110.0,0.76,0.7,0.22,0.87,0.53,0.09
0.5,0.44,110.0,0.9,0.64,0.16,0.9,0.6,0.09
0.5,0.45,110.0,0.86,0.73,0.21,0.88,0.61,0.14
0.5,0.46,110.0,0.88,0.74,0.27,0.93,0.47,0.1
0.5,0.47000000000000003,110.0,0.82,0.62,0.29,0.92,0.45,0.12
0.5,0.48,110.0,0.84,0.63,0.22,0.91,0.56,0.14
0.5,0.49,110.0,0.85,0.69,0.23,0.97,0.47,0.12
0.5,0.5,110.0,0.88,0.68,0.24,0.96,0.53,0.09
0.5,0.01,120.0,0.04,0.01,0.02,0.01,0.07,0.06
0.5,0.02,120.0,0.04,0.05,0.08,0.07,0.03,0.03
0.5,0.03,120.0,0.06,0.04,0.07,0.03,0.05,0.06
0.5,0.04,120.0,0.06,0.09,0.02,0.08,0.11,0.08
0.5,0.05,120.0,0.04,0.09,0.04,0.04,0.06,0.04
0.5,0.06,120.0,0.14,0.07,0.07,0.09,0.08,0.08
0.5,0.07,120.0,0.14,0.08,0.11,0.09,0.08,0.06
0.5,0.08,120.0,0.14,0.12,0.03,0.09,0.12,0.03
0.5,0.09,120.0,0.14,0.12,0.04,0.09,0.11,0.08
0.5,0.1,120.0,0.12,0.09,0.05,0.15,0.11,0.09
0.5,0.11,120.0,0.2,0.13,0.09,0.24,0.15,0.07
0.5,0.12,120.0,0.18,0.26,0.09,0.16,0.19,0.08
0.5,0.13,120.0,0.22,0.2,0.08,0.18,0.17,0.03
0.5,0.14,120.0,0.24,0.29,0.09,0.28,0.26,0.08
0.5,0.15,120.0,0.29,0.19,0.09,0.31,0.25,0.04
0.5,0.16,120.0,0.39,0.31,0.11,0.34,0.3,0.08
0.5,0.17,120.0,0.36,0.38,0.09,0.5,0.29,0.1
0.5,0.18,120.0,0.41,0.27,0.08,0.37,0.27,0.05
0.5,0.19,120.0,0.45,0.45,0.16,0.43,0.39,0.12
0.5,0.2,120.0,0.45,0.57,0.17,0.5,0.44,0.12
0.5,0.21,120.0,0.45,0.5,0.18,0.43,0.45,0.06
0.5,0.22,120.0,0.51,0.51,0.17,0.53,0.33,0.08
0.5,0.23,120.0,0.55,0.61,0.1,0.55,0.45,0.08
0.5,0.24,120.0,0.49,0.61,0.22,0.59,0.42,0.1
0.5,0.25,120.0,0.54,0.69,0.22,0.68,0.49,0.11
0.5,0.26,120.0,0.61,0.62,0.19,0.72,0.42,0.08
0.5,0.27,120.0,0.65,0.74,0.24,0.64,0.59,0.12
0.5,0.28,120.0,0.58,0.71,0.17,0.71,0.52,0.07
0.5,0.29,120.0,0.61,0.69,0.22,0.67,0.54,0.1
0.5,0.3,120.0,0.65,0.78,0.24,0.7,0.65,0.1
0.5,0.31,120.0,0.72,0.75,0.28,0.72,0.66,0.11
0.5,0.32,120.0,0.67,0.75,0.19,0.75,0.58,0.09
0.5,0.33,120.0,0.74,0.7,0.22,0.83,0.66,0.1
0.5,0.34,120.0,0.71,0.78,0.19,0.75,0.67,0.14
0.5,0.35000000000000003,120.0,0.79,0.75,0.22,0.86,0.53,0.13
0.5,0.36,120.0,0.8,0.67,0.19,0.85,0.59,0.11
0.5,0.37,120.0,0.74,0.66,0.29,0.83,0.6,0.14
0.5,0.38,120.0,0.76,0.69,0.21,0.91,0.56,0.09
0.5,0.39,120.0,0.78,0.61,0.24,0.88,0.58,0.14
0.5,0.4,120.0,0.81,0.67,0.31,0.87,0.51,0.17
0.5,0.41000000000000003,120.0,0.85,0.62,0.21,0.92,0.5,0.11
0.5,0.42,120.0,0.79,0.66,0.3,0.92,0.55,0.09
0.5,0.43,120.0,0.8,0.71,0.23,0.9,0.65,0.09
0.5,0.44,120.0,0.9,0.64,0.26,0.88,0.48,0.09
0.5,0.45,120.0,0.87,0.58,0.23,0.93,0.51,0.06
0.5,0.46,120.0,0.8,0.72,0.29,0.87,0.59,0.12
0.5,0.47000000000000003,120.0,0.89,0.76,0.23,0.93,0.56,0.16
0.5,0.48,120.0,0.87,0.68,0.28,0.98,0.56,0.06
0.5,0.49,120.0,0.89,0.59,0.26,0.96,0.47,0.08
0.5,0.5,120.0,0.94,0.57,0.21,0.95,0.52,0.1
0.5,0.01,130.0,0.03,0.02,0.04,0.04,0.06,0.06
0.5,0.02,130.0,0.06,0.04,0.01,0.05,0.05,0.05
0.5,0.03,130.0,0.05,0.05,0.03,0.08,0.06,0.11
0.5,0.04,130.0,0.05,0.11,0.06,0.08,0.07,0.04
0.5,0.05,130.0,0.07,0.03,0.05,0.06,0.05,0.04
0.5,0.06,130.0,0.06,0.11,0.05,0.12,0.09,0.06
0.5,0.07,130.0,0.06,0.07,0.05,0.13,0.08,0.06
0.5,0.08,130.0,0.13,0.14,0.06,0.14,0.07,0.05
0.5,0.09,130.0,0.13,0.1,0.1,0.16,0.13,0.06
0.5,0.1,130.0,0.13,0.11,0.09,0.14,0.13,0.06
0.5,0.11,130.0,0.14,0.26,0.06,0.26,0.16,0.08
0.5,0.12,130.0,0.22,0.22,0.09,0.23,0.17,0.1
0.5,0.13,130.0,0.19,0.26,0.1,0.36,0.2,0.02
0.5,0.14,130.0,0.29,0.24,0.06,0.26,0.27,0.11
0.5,0.15,130.0,0.27,0.27,0.11,0.34,0.31,0.03
0.5,0.16,130.0,0.26,0.4,0.09,0.35,0.39,0.14
0.5,0.17,130.0,0.37,0.4,0.09,0.44,0.33,0.07
0.5,0.18,130.0,0.39,0.45,0.14,0.47,0.34,0.06
0.5,0.19,130.0,0.45,0.47,0.14,0.42,0.33,0.04
0.5,0.2,130.0,0.45,0.52,0.1,0.53,0.41,0.1
0.5,0.21,130.0,0.51,0.56,0.21,0.62,0.46,0.06
0.5,0.22,130.0,0.44,0.61,0.17,0.61,0.41,0.06
0.5,0.23,130.0,0.59,0.54,0.12,0.53,0.54,0.15
0.5,0.24,130.0,0.56,0.66,0.13,0.67,0.51,0.07
0.5,0.25,130.0,0.61,0.68,0.18,0.75,0.55,0.08
0.5,0.26,130.0,0.53,0.68,0.18,0.64,0.55,0.13
0.5,0.27,130.0,0.67,0.74,0.26,0.74,0.62,0.11
0.5,0.28,130.0,0.69,0.69,0.21,0.69,0.58,0.08
0.5,0.29,130.0,0.67,0.72,0.22,0.73,0.47,0.09
0.5,0.3,130.0,0.77,0.72,0.23,0.79,0.65,0.18
0.5,0.31,130.0,0.66,0.77,0.26,0.77,0.56,0.18
0.5,0.32,130.0,0.68,0.78,0.24,0.79,0.64,0.11
0.5,0.33,130.0,0.76,0.67,0.22,0.87,0.52,0.1
0.5,0.34,130.0,0.69,0.72,0.32,0.81,0.61,0.16
0.5,0.35000000000000003,130.0,0.72,0.71,0.31,0.85,0.65,0.09
0.5,0.36,130.0,0.85,0.72,0.16,0.84,0.54,0.1
0.5,0.37,130.0,0.81,0.75,0.32,0.87,0.6,0.13
0.5,0.38,130.0,0.8,0.73,0.31,0.82,0.63,0.2
0.5,0.39,130.0,0.85,0.64,0.29,0.9,0.64,0.23
0.5,0.4,130.0,0.76,0.81,0.24,0.9,0.54,0.1
0.5,0.41000000000000003,130.0,0.88,0.6,0.28,0.9,0.54,0.13
0.5,0.42,130.0,0.81,0.66,0.28,0.88,0.61,0.16
0.5,0.43,130.0,0.82,0.7,0.28,0.93,0.5,0.1
0.5,0.44,130.0,0.89,0.76,0.27,0.91,0.57,0.14
0.5,0.45,130.0,0.82,0.7,0.29,0.92,0.5,0.06
0.5,0.46,130.0,0.87,0.73,0.32,0.95,0.47,0.11
0.5,0.47000000000000003,130.0,0.88,0.67,0.26,0.96,0.56,0.13
0.5,0.48,130.0,0.93,0.55,0.19,0.96,0.59,0.13
0.5,0.49,130.0,0.85,0.6,0.27,0.96,0.49,0.15
0.5,0.5,130.0,0.9,0.62,0.36,0.9,0.52,0.16
0.5,0.01,140.0,0.01,0.02,0.03,0.06,0.04,0.04
0.5,0.02,140.0,0.06,0.01,0.04,0.06,0.04,0.05
0.5,0.03,140.0,0.08,0.01,0.04,0.06,0.09,0.03
0.5,0.04,140.0,0.09,0.03,0.05,0.07,0.08,0.01
0.5,0.05,140.0,0.06,0.08,0.1,0.08,0.07,0.03
0.5,0.06,140.0,0.05,0.08,0.08,0.09,0.07,0.04
0.5,0.07,140.0,0.16,0.03,0.05,0.14,0.03,0.08
0.5,0.08,140.0,0.08,0.09,0.05,0.18,0.06,0.03
0.5,0.09,140.0,0.15,0.12,0.03,0.16,0.12,0.04
0.5,0.1,140.0,0.08,0.18,0.09,0.17,0.16,0.1
0.5,0.11,140.0,0.14,0.21,0.09,0.22,0.22,0.08
0.5,0.12,140.0,0.19,0.33,0.1,0.26,0.24,0.07
0.5,0.13,140.0,0.25,0.26,0.09,0.22,0.24,0.11
0.5,0.14,140.0,0.24,0.28,0.11,0.26,0.3,0.12
0.5,0.15,140.0,0.33,0.35,0.11,0.37,0.26,0.1
0.5,0.16,140.0,0.32,0.4,0.11,0.38,0.28,0.06
0.5,0.17,140.0,0.45,0.33,0.13,0.46,0.3,0.1
0.5,0.18,140.0,0.44,0.54,0.09,0.53,0.33,0.1
0.5,0.19,140.0,0.46,0.56,0.21,0.54,0.43,0.08
0.5,0.2,140.0,0.39,0.59,0.11,0.5,0.52,0.09
0.5,0.21,140.0,0.47,0.55,0.18,0.63,0.37,0.14
0.5,0.22,140.0,0.55,0.72,0.13,0.57,0.44,0.05
0.5,0.23,140.0,0.52,0.59,0.17,0.62,0.51,0.07
0.5,0.24,140.0,0.6,0.72,0.15,0.69,0.48,0.13
0.5,0.25,140.0,0.59,0.68,0.13,0.6,0.54,0.09
0.5,0.26,140.0,0.65,0.73,0.21,0.64,0.57,0.21
0.5,0.27,140.0,0.56,0.75,0.31,0.72,0.56,0.12
0.5,0.28,140.0,0.63,0.73,0.22,0.67,0.63,0.11
0.5,0.29,140.0,0.66,0.74,0.23,0.7,0.62,0.11
0.5,0.3,140.0,0.73,0.75,0.26,0.8,0.54,0.11
0.5,0.31,140.0,0.68,0.77,0.31,0.82,0.55,0.11
0.5,0.32,140.0,0.7,0.76,0.29,0.83,0.64,0.14
0.5,0.33,140.0,0.69,0.71,0.28,0.82,0.66,0.07
0.5,0.34,140.0,0.76,0.69,0.24,0.79,0.61,0.09
0.5,0.35000000000000003,140.0,0.75,0.77,0.29,0.86,0.74,0.15
0.5,0.36,140.0,0.83,0.67,0.25,0.85,0.63,0.14
0.5,0.37,140.0,0.84,0.73,0.27,0.93,0.5,0.11
0.5,0.38,140.0,0.83,0.6,0.26,0.85,0.62,0.17
0.5,0.39,140.0,0.84,0.7,0.2,0.94,0.65,0.14
0.5,0.4,140.0,0.77,0.7,0.3,0.93,0.65,0.12
0.5,0.41000000000000003,140.0,0.81,0.71,0.25,0.89,0.54,0.1
0.5,0.42,140.0,0.86,0.68,0.35,0.93,0.56,0.14
0.5,0.43,140.0,0.87,0.7,0.24,0.93,0.59,0.12
0.5,0.44,140.0,0.88,0.61,0.19,0.93,0.61,0.18
0.5,0.45,140.0,0.92,0.53,0.18,0.91,0.59,0.19
0.5,0.46,140.0,0.9,0.66,0.21,0.89,0.55,0.22
0.5,0.47000000000000003,140.0,0.93,0.56,0.2,0.9,0.58,0.15
0.5,0.48,140.0,0.91,0.58,0.26,0.92,0.62,0.16
0.5,0.49,140.0,0.87,0.61,0.32,0.98,0.55,0.14
0.5,0.5,140.0,0.91,0.66,0.26,0.94,0.45,0.13
0.5,0.01,150.0,0.04,0.04,0.06,0.03,0.11,0.06
0.5,0.02,150.0,0.04,0.06,0.03,0.05,0.07,0.1
0.5,0.03,150.0,0.11,0.08,0.01,0.03,0.05,0.05
0.5,0.04,150.0,0.06,0.11,0.07,0.08,0.08,0.03
0.5,0.05,150.0,0.12,0.08,0.05,0.12,0.09,0.05
0.5,0.06,150.0,0.1,0.11,0.05,0.13,0.07,0.05
0.5,0.07,150.0,0.15,0.11,0.06,0.11,0.06,0.05
0.5,0.08,150.0,0.09,0.11,0.06,0.16,0.1,0.06
0.5,0.09,150.0,0.19,0.11,0.05,0.17,0.07,0.08
0.5,0.1,150.0,0.17,0.2,0.09,0.21,0.18,0.06
0.5,0.11,150.0,0.2,0.24,0.07,0.26,0.19,0.05
0.5,0.12,150.0,0.27,0.25,0.08,0.27,0.18,0.06
0.5,0.13,150.0,0.21,0.3,0.1,0.31,0.18,0.05
0.5,0.14,150.0,0.37,0.42,0.1,0.48,0.24,0.03
0.5,0.15,150.0,0.32,0.38,0.06,0.29,0.4,0.09
0.5,0.16,150.0,0.33,0.39,0.13,0.44,0.31,0.05
0.5,0.17,150.0,0.33,0.48,0.13,0.46,0.4,0.1
0.5,0.18,150.0,0.43,0.41,0.15,0.47,0.39,0.09
0.5,0.19,150.0,0.49,0.5,0.16,0.5,0.46,0.1
0.5,0.2,150.0,0.52,0.58,0.14,0.52,0.41,0.09
0.5,0.21,150.0,0.61,0.54,0.11,0.58,0.47,0.09
0.5,0.22,150.0,0.59,0.62,0.18,0.59,0.46,0.16
0.5,0.23,150.0,0.6,0.74,0.24,0.75,0.58,0.07
0.5,0.24,150.0,0.59,0.72,0.25,0.69,0.51,0.14
0.5,0.25,150.0,0.53,0.74,0.19,0.69,0.55,0.06
0.5,0.26,150.0,0.71,0.67,0.16,0.78,0.61,0.15
0.5,0.27,150.0,0.65,0.79,0.16,0.73,0.55,0.12
0.5,0.28,150.0,0.69,0.78,0.26,0.78,0.59,0.08
0.5,0.29,150.0,0.7,0.69,0.28,0.75,0.6,0.1
0.5,0.3,150.0,0.7,0.76,0.24,0.71,0.6,0.12
0.5,0.31,150.0,0.73,0.75,0.26,0.81,0.59,0.16
0.5,0.32,150.0,0.73,0.69,0.23,0.83,0.67,0.15
0.5,0.33,150.0,0.74,0.72,0.27,0.92,0.58,0.1
0.5,0.34,150.0,0.74,0.71,0.22,0.76,0.72,0.16
0.5,0.35000000000000003,150.0,0.8,0.69,0.29,0.85,0.69,0.15
0.5,0.36,150.0,0.82,0.64,0.27,0.92,0.67,0.12
0.5,0.37,150.0,0.72,0.74,0.35,0.87,0.62,0.11
0.5,0.38,150.0,0.83,0.7,0.25,0.84,0.68,0.09
0.5,0.39,150.0,0.84,0.72,0.26,0.88,0.6,0.16
0.5,0.4,150.0,0.89,0.7,0.26,0.88,0.6,0.13
0.5,0.41000000000000003,150.0,0.9,0.63,0.2,0.93,0.51,0.16
0.5,0.42,150.0,0.85,0.74,0.37,0.9,0.61,0.14
0.5,0.43,150.0,0.89,0.64,0.26,0.96,0.56,0.13
0.5,0.44,150.0,0.89,0.59,0.28,0.91,0.65,0.2
0.5,0.45,150.0,0.84,0.5,0.25,0.93,0.68,0.16
0.5,0.46,150.0,0.87,0.61,0.31,0.94,0.51,0.13
0.5,0.47000000000000003,150.0,0.9,0.62,0.22,0.97,0.51,0.13
0.5,0.48,150.0,0.96,0.61,0.16,0.97,0.51,0.15
0.5,0.49,150.0,0.91,0.55,0.23,0.92,0.56,0.17
0.5,0.5,150.0,0.9,0.58,0.27,0.99,0.48,0.15
0.5,0.01,160.0,0.03,0.04,0.05,0.03,0.01,0.03
0.5,0.02,160.0,0.06,0.06,0.11,0.08,0.05,0.02
0.5,0.03,160.0,0.04,0.02,0.03,0.05,0.04,0.06
0.5,0.04,160.0,0.1,0.07,0.06,0.09,0.1,0.06
0.5,0.05,160.0,0.09,0.05,0.09,0.07,0.08,0.06
0.5,0.06,160.0,0.06,0.1,0.06,0.14,0.03,0.03
0.5,0.07,160.0,0.14,0.1,0.05,0.09,0.11,0.07
0.5,0.08,160.0,0.21,0.14,0.03,0.16,0.19,0.07
0.5,0.09,160.0,0.19,0.17,0.09,0.18,0.13,0.04
0.5,0.1,160.0,0.24,0.12,0.05,0.15,0.18,0.09
0.5,0.11,160.0,0.16,0.19,0.09,0.27,0.21,0.05
0.5,0.12,160.0,0.22,0.27,0.07,0.26,0.22,0.06
0.5,0.13,160.0,0.27,0.24,0.08,0.31,0.27,0.06
0.5,0.14,160.0,0.33,0.29,0.04,0.27,0.23,0.12
0.5,0.15,160.0,0.3,0.42,0.08,0.36,0.33,0.13
0.5,0.16,160.0,0.41,0.5,0.14,0.41,0.34,0.11
0.5,0.17,160.0,0.39,0.55,0.15,0.49,0.37,0.07
