m,p,delta,omni_power_node=0,omni_power_node=1,omni_power_node=2,omni_power_node=3,omni_power_node=4,omni_power_node=5,omni_power_node=6,omni_power_node=7,omni_power_node=8,omni_power_node=9,omni_power_node=10,omni_power_node=11,omni_power_node=12,omni_power_node=13,omni_power_node=14,omni_power_node=15,omni_power_node=16,omni_power_node=17,omni_power_node=18,omni_power_node=19,mase_power_node=0,mase_power_node=1,mase_power_node=2,mase_power_node=3,mase_power_node=4,mase_power_node=5,mase_power_node=6,mase_power_node=7,mase_power_node=8,mase_power_node=9,mase_power_node=10,mase_power_node=11,mase_power_node=12,mase_power_node=13,mase_power_node=14,mase_power_node=15,mase_power_node=16,mase_power_node=17,mase_power_node=18,mase_power_node=19
10,0.5,0.41000000000000003,0.28,0.0,0.24,0.2,0.16,0.08,0.0,0.12,0.0,0.04,0.08,0.04,0.04,0.04,0.0,0.12,0.0,0.04,0.04,0.0,0.04,0.12,0.12,0.0,0.12,0.0,0.0,0.08,0.08,0.04,0.08,0.08,0.12,0.08,0.12,0.0,0.08,0.12,0.04,0.12
10,0.5,0.46,0.4,0.24,0.2,0.16,0.12,0.08,0.12,0.04,0.0,0.04,0.04,0.04,0.16,0.04,0.08,0.08,0.08,0.12,0.04,0.04,0.0,0.08,0.08,0.04,0.04,0.04,0.08,0.04,0.08,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.08,0.08,0.04,0.08
20,0.5,0.0,0.0,0.0,0.08,0.04,0.0,0.04,0.0,0.12,0.12,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.08,0.16,0.08,0.16,0.12,0.04,0.2,0.12,0.12,0.12,0.04,0.2,0.12,0.04,0.12,0.12,0.12,0.12,0.12,0.2,0.08
20,0.5,0.05,0.0,0.04,0.0,0.12,0.04,0.12,0.0,0.08,0.04,0.04,0.12,0.04,0.0,0.12,0.08,0.12,0.0,0.04,0.04,0.08,0.04,0.08,0.08,0.0,0.04,0.04,0.04,0.04,0.08,0.08,0.04,0.04,0.0,0.04,0.0,0.0,0.04,0.08,0.04,0.08
20,0.5,0.1,0.04,0.04,0.04,0.12,0.12,0.08,0.16,0.08,0.04,0.08,0.0,0.0,0.04,0.04,0.08,0.04,0.0,0.08,0.04,0.08,0.08,0.16,0.12,0.08,0.12,0.16,0.04,0.08,0.04,0.04,0.08,0.12,0.08,0.12,0.12,0.12,0.04,0.04,0.12,0.08
20,0.5,0.15,0.08,0.0,0.08,0.16,0.08,0.08,0.12,0.04,0.08,0.0,0.04,0.04,0.08,0.08,0.0,0.04,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.08,0.08,0.04,0.08,0.08,0.04,0.08,0.04,0.08,0.12,0.0,0.04,0.0,0.0,0.08,0.0,0.04
20,0.5,0.2,0.04,0.04,0.16,0.08,0.16,0.08,0.04,0.12,0.04,0.04,0.04,0.04,0.08,0.04,0.08,0.0,0.08,0.0,0.0,0.08,0.12,0.08,0.12,0.12,0.0,0.12,0.04,0.04,0.12,0.08,0.04,0.08,0.08,0.04,0.04,0.08,0.08,0.04,0.08,0.04
20,0.5,0.25,0.12,0.2,0.04,0.16,0.2,0.12,0.08,0.04,0.04,0.04,0.08,0.04,0.16,0.08,0.04,0.0,0.04,0.0,0.08,0.04,0.0,0.08,0.04,0.04,0.08,0.08,0.08,0.08,0.04,0.04,0.0,0.04,0.08,0.12,0.12,0.04,0.04,0.0,0.08,0.12
20,0.5,0.3,0.28,0.2,0.12,0.32,0.32,0.08,0.08,0.0,0.04,0.04,0.04,0.04,0.12,0.12,0.08,0.04,0.0,0.04,0.08,0.16,0.08,0.16,0.08,0.08,0.0,0.16,0.12,0.08,0.0,0.04,0.0,0.12,0.08,0.12,0.12,0.08,0.08,0.0,0.12,0.16
20,0.5,0.35000000000000003,0.24,0.28,0.36,0.2,0.32,0.04,0.04,0.0,0.0,0.0,0.08,0.16,0.12,0.04,0.08,0.04,0.04,0.16,0.0,0.08,0.16,0.2,0.08,0.16,0.16,0.2,0.24,0.12,0.16,0.16,0.24,0.12,0.16,0.28,0.2,0.2,0.08,0.24,0.16,0.12
20,0.5,0.4,0.48,0.32,0.24,0.32,0.4,0.0,0.0,0.0,0.08,0.12,0.0,0.12,0.04,0.04,0.0,0.08,0.04,0.04,0.0,0.0,0.0,0.08,0.08,0.16,0.04,0.2,0.08,0.0,0.08,0.04,0.0,0.12,0.12,0.16,0.16,0.04,0.12,0.12,0.04,0.04
20,0.5,0.45,0.72,0.56,0.24,0.36,0.52,0.04,0.08,0.0,0.0,0.04,0.2,0.04,0.08,0.04,0.04,0.12,0.04,0.0,0.2,0.08,0.08,0.04,0.12,0.04,0.08,0.12,0.08,0.12,0.08,0.04,0.08,0.16,0.08,0.04,0.12,0.08,0.08,0.12,0.12,0.08
20,0.5,0.5,0.64,0.56,0.76,0.56,0.56,0.04,0.04,0.08,0.04,0.0,0.0,0.08,0.04,0.08,0.16,0.08,0.08,0.08,0.0,0.0,0.08,0.12,0.12,0.2,0.12,0.2,0.12,0.12,0.16,0.16,0.16,0.2,0.28,0.08,0.12,0.12,0.24,0.08,0.08,0.08
30,0.5,0.04,0.04,0.0,0.08,0.04,0.0,0.04,0.0,0.0,0.08,0.04,0.04,0.04,0.2,0.04,0.04,0.04,0.12,0.04,0.08,0.0,0.04,0.08,0.08,0.04,0.04,0.08,0.04,0.04,0.0,0.16,0.04,0.08,0.12,0.12,0.04,0.04,0.08,0.12,0.08,0.08
30,0.5,0.09,0.08,0.04,0.08,0.12,0.08,0.12,0.04,0.04,0.12,0.04,0.08,0.04,0.0,0.0,0.08,0.04,0.08,0.2,0.16,0.08,0.16,0.16,0.12,0.08,0.16,0.12,0.12,0.12,0.28,0.16,0.16,0.2,0.08,0.16,0.16,0.12,0.08,0.12,0.12,0.12
30,0.5,0.14,0.12,0.12,0.04,0.08,0.04,0.0,0.04,0.0,0.04,0.04,0.08,0.04,0.0,0.04,0.04,0.0,0.12,0.12,0.08,0.04,0.04,0.08,0.04,0.0,0.04,0.08,0.0,0.0,0.0,0.04,0.08,0.08,0.04,0.0,0.0,0.08,0.04,0.04,0.04,0.04
30,0.5,0.19,0.24,0.12,0.08,0.16,0.12,0.08,0.0,0.0,0.04,0.04,0.08,0.08,0.08,0.08,0.04,0.04,0.08,0.08,0.08,0.0,0.12,0.12,0.08,0.12,0.08,0.12,0.08,0.12,0.12,0.12,0.12,0.12,0.04,0.08,0.12,0.12,0.12,0.16,0.16,0.08
30,0.5,0.24,0.16,0.08,0.16,0.24,0.2,0.0,0.12,0.04,0.08,0.0,0.04,0.04,0.12,0.0,0.04,0.0,0.08,0.08,0.04,0.0,0.16,0.12,0.08,0.04,0.04,0.12,0.08,0.04,0.08,0.04,0.08,0.08,0.12,0.12,0.2,0.04,0.08,0.04,0.08,0.16
30,0.5,0.29,0.32,0.36,0.4,0.28,0.16,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.08,0.04,0.04,0.08,0.0,0.0,0.08,0.08,0.16,0.2,0.08,0.12,0.08,0.04,0.12,0.04,0.04,0.12,0.08,0.12,0.08,0.08,0.12,0.04,0.12,0.08,0.16
30,0.5,0.34,0.44,0.28,0.52,0.36,0.44,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.04,0.16,0.04,0.0,0.08,0.12,0.16,0.24,0.12,0.2,0.2,0.12,0.16,0.0,0.08,0.08,0.16,0.12,0.2,0.16,0.08,0.2,0.12,0.12,0.24,0.12
30,0.5,0.39,0.56,0.24,0.64,0.56,0.48,0.08,0.04,0.04,0.04,0.12,0.12,0.12,0.04,0.08,0.12,0.0,0.0,0.08,0.04,0.08,0.2,0.16,0.12,0.12,0.16,0.12,0.16,0.2,0.24,0.12,0.24,0.28,0.2,0.16,0.2,0.2,0.2,0.2,0.2,0.12
30,0.5,0.44,0.6,0.84,0.52,0.68,0.72,0.0,0.0,0.04,0.0,0.04,0.12,0.0,0.0,0.04,0.12,0.04,0.04,0.08,0.08,0.0,0.4,0.24,0.52,0.28,0.32,0.24,0.28,0.24,0.2,0.28,0.2,0.28,0.2,0.16,0.32,0.32,0.28,0.2,0.32,0.2
30,0.5,0.49,0.92,0.84,0.88,0.88,0.92,0.04,0.0,0.0,0.0,0.12,0.08,0.12,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.04,0.28,0.16,0.32,0.4,0.28,0.2,0.2,0.24,0.24,0.16,0.24,0.28,0.32,0.24,0.12,0.16,0.2,0.12,0.12,0.2
40,0.5,0.03,0.08,0.04,0.0,0.04,0.08,0.04,0.04,0.08,0.08,0.0,0.08,0.12,0.12,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.04,0.08,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.08,0.04,0.04,0.04
40,0.5,0.08,0.04,0.08,0.0,0.08,0.12,0.08,0.12,0.04,0.0,0.0,0.0,0.04,0.08,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.04,0.04,0.12,0.12,0.08,0.08,0.16,0.04,0.08,0.12,0.12,0.08,0.12,0.08,0.04,0.08,0.04,0.08,0.08,0.08
40,0.5,0.13,0.16,0.12,0.12,0.12,0.08,0.04,0.04,0.04,0.0,0.04,0.04,0.08,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.12,0.04,0.0,0.08,0.08,0.08,0.0,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.0,0.0
40,0.5,0.18,0.12,0.16,0.16,0.2,0.08,0.2,0.08,0.04,0.04,0.04,0.08,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.08,0.12,0.12,0.08,0.08,0.12,0.16,0.08,0.08,0.08,0.12,0.08,0.12,0.04,0.12,0.08,0.12,0.04,0.12,0.04
40,0.5,0.23,0.24,0.2,0.2,0.04,0.24,0.04,0.04,0.12,0.04,0.0,0.12,0.04,0.0,0.04,0.0,0.08,0.04,0.08,0.0,0.08,0.2,0.16,0.08,0.12,0.12,0.12,0.12,0.12,0.16,0.12,0.08,0.2,0.12,0.16,0.08,0.12,0.08,0.12,0.12,0.08
40,0.5,0.28,0.56,0.28,0.24,0.2,0.4,0.16,0.04,0.0,0.08,0.08,0.04,0.0,0.0,0.2,0.0,0.04,0.0,0.0,0.08,0.0,0.16,0.12,0.04,0.04,0.12,0.12,0.12,0.04,0.2,0.04,0.08,0.08,0.16,0.04,0.12,0.12,0.08,0.08,0.24,0.12
40,0.5,0.33,0.68,0.52,0.48,0.36,0.6,0.0,0.0,0.08,0.04,0.0,0.16,0.0,0.04,0.04,0.08,0.12,0.0,0.04,0.16,0.04,0.2,0.12,0.24,0.24,0.24,0.08,0.16,0.16,0.2,0.16,0.32,0.08,0.2,0.2,0.24,0.28,0.24,0.16,0.16,0.24
40,0.5,0.38,0.56,0.72,0.68,0.56,0.56,0.08,0.04,0.04,0.0,0.0,0.04,0.08,0.0,0.04,0.04,0.04,0.04,0.08,0.04,0.0,0.12,0.24,0.12,0.2,0.2,0.2,0.28,0.28,0.16,0.12,0.16,0.28,0.08,0.16,0.2,0.28,0.16,0.2,0.16,0.16
40,0.5,0.43,0.88,0.96,0.84,0.92,0.8,0.04,0.08,0.08,0.12,0.04,0.0,0.0,0.04,0.12,0.04,0.04,0.08,0.08,0.04,0.08,0.4,0.32,0.48,0.2,0.4,0.4,0.28,0.28,0.28,0.28,0.36,0.36,0.32,0.28,0.24,0.36,0.28,0.28,0.48,0.28
40,0.5,0.48,0.92,0.96,0.92,0.92,1.0,0.0,0.08,0.04,0.08,0.08,0.04,0.08,0.16,0.16,0.08,0.16,0.0,0.04,0.0,0.08,0.4,0.44,0.6,0.36,0.36,0.48,0.48,0.28,0.44,0.32,0.4,0.32,0.48,0.48,0.36,0.4,0.44,0.36,0.48,0.48
50,0.5,0.02,0.04,0.0,0.0,0.08,0.04,0.0,0.08,0.04,0.04,0.08,0.0,0.0,0.0,0.12,0.04,0.04,0.04,0.04,0.04,0.12,0.08,0.0,0.04,0.08,0.0,0.12,0.08,0.08,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.0
50,0.5,0.07,0.16,0.04,0.04,0.0,0.04,0.08,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.12,0.04,0.04,0.08,0.0,0.0,0.0,0.08,0.16,0.16,0.04,0.08,0.08,0.16,0.08,0.04,0.04,0.12,0.16,0.08,0.08,0.16,0.08,0.12,0.08,0.16,0.12
50,0.5,0.12,0.12,0.08,0.08,0.16,0.16,0.12,0.0,0.08,0.04,0.04,0.08,0.0,0.08,0.04,0.04,0.12,0.04,0.12,0.04,0.12,0.12,0.12,0.08,0.04,0.12,0.12,0.04,0.12,0.08,0.04,0.12,0.08,0.08,0.12,0.08,0.08,0.0,0.12,0.12,0.12
50,0.5,0.17,0.08,0.16,0.16,0.04,0.04,0.08,0.04,0.08,0.08,0.08,0.04,0.08,0.04,0.12,0.04,0.04,0.04,0.08,0.12,0.04,0.12,0.12,0.16,0.24,0.12,0.2,0.08,0.16,0.12,0.24,0.12,0.04,0.2,0.08,0.08,0.12,0.16,0.16,0.16,0.08
50,0.5,0.22,0.12,0.2,0.12,0.24,0.16,0.04,0.0,0.0,0.04,0.08,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.04,0.08,0.04,0.04,0.04,0.16,0.08,0.08,0.08,0.12,0.12,0.16,0.04,0.08,0.08,0.12,0.04,0.12,0.08,0.12,0.08,0.16,0.12
50,0.5,0.27,0.36,0.32,0.44,0.56,0.32,0.12,0.08,0.08,0.12,0.04,0.08,0.04,0.04,0.04,0.12,0.0,0.08,0.08,0.0,0.0,0.2,0.12,0.12,0.16,0.08,0.08,0.12,0.0,0.08,0.16,0.2,0.04,0.04,0.12,0.08,0.16,0.08,0.16,0.16,0.16
50,0.5,0.32,0.64,0.56,0.52,0.6,0.6,0.04,0.12,0.04,0.04,0.08,0.04,0.2,0.08,0.12,0.0,0.04,0.04,0.04,0.12,0.04,0.16,0.24,0.12,0.12,0.16,0.24,0.16,0.12,0.12,0.28,0.12,0.2,0.16,0.2,0.16,0.12,0.16,0.16,0.12,0.16
50,0.5,0.37,0.68,0.84,0.88,0.8,0.72,0.08,0.04,0.08,0.0,0.0,0.0,0.08,0.0,0.04,0.04,0.04,0.12,0.04,0.04,0.0,0.24,0.28,0.36,0.32,0.32,0.36,0.36,0.28,0.32,0.2,0.28,0.24,0.4,0.32,0.32,0.36,0.24,0.48,0.28,0.24
50,0.5,0.42,0.92,0.88,0.92,0.88,0.96,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.04,0.0,0.04,0.04,0.04,0.48,0.52,0.48,0.6,0.56,0.36,0.44,0.56,0.36,0.48,0.48,0.48,0.48,0.48,0.56,0.52,0.36,0.48,0.52,0.44
50,0.5,0.47000000000000003,1.0,1.0,0.96,1.0,1.0,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.08,0.0,0.04,0.0,0.04,0.08,0.08,0.04,0.6,0.48,0.44,0.44,0.36,0.36,0.4,0.32,0.48,0.36,0.48,0.32,0.32,0.48,0.44,0.32,0.24,0.4,0.52,0.32
60,0.5,0.01,0.12,0.0,0.04,0.0,0.04,0.04,0.16,0.08,0.04,0.16,0.08,0.04,0.08,0.08,0.04,0.0,0.04,0.08,0.12,0.04,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.08
60,0.5,0.06,0.16,0.12,0.12,0.04,0.04,0.04,0.0,0.16,0.08,0.0,0.16,0.0,0.12,0.08,0.0,0.08,0.0,0.08,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0
60,0.5,0.11,0.12,0.16,0.04,0.12,0.04,0.08,0.08,0.16,0.04,0.08,0.0,0.08,0.04,0.04,0.04,0.08,0.0,0.08,0.08,0.04,0.04,0.12,0.04,0.12,0.0,0.08,0.04,0.08,0.04,0.04,0.04,0.08,0.08,0.0,0.16,0.04,0.08,0.12,0.04,0.04
60,0.5,0.16,0.16,0.2,0.04,0.2,0.08,0.2,0.12,0.04,0.04,0.0,0.12,0.08,0.04,0.08,0.0,0.08,0.0,0.04,0.04,0.12,0.04,0.08,0.04,0.12,0.04,0.12,0.0,0.0,0.08,0.04,0.0,0.0,0.04,0.04,0.0,0.08,0.0,0.08,0.04,0.08
60,0.5,0.21,0.28,0.36,0.36,0.28,0.16,0.16,0.0,0.16,0.12,0.0,0.04,0.16,0.04,0.0,0.0,0.0,0.08,0.08,0.04,0.04,0.16,0.2,0.08,0.08,0.04,0.2,0.12,0.08,0.08,0.16,0.12,0.24,0.12,0.2,0.12,0.08,0.2,0.16,0.12,0.16
60,0.5,0.26,0.4,0.44,0.48,0.48,0.56,0.12,0.04,0.0,0.08,0.0,0.04,0.0,0.08,0.0,0.12,0.04,0.0,0.04,0.0,0.0,0.28,0.24,0.24,0.24,0.28,0.2,0.16,0.28,0.2,0.2,0.16,0.24,0.12,0.24,0.2,0.28,0.24,0.2,0.24,0.16
60,0.5,0.31,0.84,0.6,0.72,0.56,0.52,0.0,0.0,0.04,0.12,0.16,0.08,0.0,0.04,0.0,0.04,0.04,0.04,0.08,0.08,0.0,0.24,0.2,0.28,0.2,0.24,0.2,0.2,0.2,0.24,0.16,0.28,0.24,0.24,0.24,0.2,0.24,0.16,0.28,0.16,0.36
60,0.5,0.36,0.84,0.8,0.92,0.92,0.76,0.08,0.04,0.04,0.12,0.04,0.0,0.0,0.04,0.16,0.0,0.04,0.04,0.04,0.04,0.04,0.32,0.32,0.32,0.4,0.24,0.32,0.4,0.2,0.32,0.32,0.32,0.28,0.32,0.24,0.36,0.32,0.32,0.28,0.36,0.36
60,0.5,0.41000000000000003,1.0,1.0,0.92,1.0,0.96,0.0,0.0,0.0,0.08,0.04,0.08,0.04,0.0,0.12,0.08,0.0,0.04,0.0,0.0,0.04,0.44,0.52,0.44,0.4,0.4,0.36,0.36,0.36,0.56,0.4,0.32,0.28,0.36,0.24,0.48,0.44,0.44,0.28,0.48,0.44
60,0.5,0.46,1.0,1.0,1.0,0.96,1.0,0.04,0.08,0.12,0.08,0.12,0.08,0.0,0.04,0.2,0.08,0.04,0.0,0.04,0.04,0.12,0.52,0.48,0.52,0.56,0.6,0.56,0.48,0.44,0.44,0.32,0.4,0.44,0.56,0.44,0.36,0.48,0.48,0.4,0.4,0.44
70,0.5,0.0,0.0,0.12,0.0,0.04,0.04,0.0,0.08,0.0,0.08,0.08,0.04,0.04,0.08,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.04,0.04,0.04
70,0.5,0.05,0.08,0.08,0.04,0.0,0.08,0.04,0.0,0.0,0.04,0.04,0.08,0.04,0.0,0.04,0.04,0.0,0.04,0.08,0.04,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.08,0.04,0.0,0.04,0.0,0.0,0.0,0.04
70,0.5,0.1,0.12,0.2,0.08,0.04,0.12,0.0,0.08,0.04,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.08,0.0,0.04,0.08,0.16,0.04,0.08,0.04,0.08,0.12,0.04,0.12,0.08,0.04,0.04,0.08,0.04,0.08,0.08,0.12,0.08,0.08,0.12,0.08,0.08
70,0.5,0.15,0.16,0.16,0.08,0.28,0.24,0.12,0.0,0.08,0.04,0.08,0.0,0.04,0.0,0.08,0.04,0.04,0.08,0.08,0.0,0.04,0.08,0.08,0.16,0.08,0.12,0.12,0.04,0.12,0.08,0.08,0.08,0.08,0.12,0.0,0.04,0.08,0.08,0.04,0.04,0.12
70,0.5,0.2,0.4,0.4,0.52,0.2,0.28,0.04,0.04,0.12,0.08,0.0,0.0,0.12,0.08,0.0,0.16,0.04,0.08,0.04,0.08,0.12,0.2,0.04,0.16,0.08,0.16,0.04,0.04,0.08,0.08,0.12,0.04,0.12,0.04,0.04,0.08,0.08,0.08,0.08,0.16,0.04
70,0.5,0.25,0.44,0.52,0.52,0.48,0.56,0.12,0.04,0.04,0.08,0.04,0.0,0.0,0.04,0.08,0.08,0.04,0.04,0.12,0.04,0.12,0.16,0.16,0.2,0.2,0.16,0.16,0.24,0.12,0.12,0.24,0.24,0.2,0.2,0.16,0.16,0.28,0.16,0.12,0.24,0.24
70,0.5,0.3,0.76,0.88,0.72,0.76,0.72,0.0,0.04,0.04,0.04,0.08,0.08,0.08,0.04,0.04,0.08,0.04,0.0,0.08,0.0,0.04,0.28,0.32,0.2,0.12,0.28,0.2,0.16,0.28,0.28,0.24,0.24,0.2,0.24,0.24,0.28,0.16,0.2,0.28,0.2,0.24
70,0.5,0.35000000000000003,1.0,0.76,0.72,0.88,0.8,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.08,0.04,0.08,0.04,0.36,0.16,0.2,0.32,0.16,0.32,0.24,0.24,0.28,0.12,0.24,0.08,0.28,0.24,0.24,0.36,0.24,0.24,0.32,0.2
70,0.5,0.4,0.96,1.0,0.96,0.92,0.96,0.04,0.0,0.04,0.0,0.16,0.16,0.04,0.0,0.08,0.0,0.0,0.04,0.08,0.04,0.0,0.44,0.44,0.32,0.44,0.36,0.2,0.28,0.28,0.28,0.24,0.32,0.4,0.4,0.48,0.28,0.36,0.24,0.4,0.4,0.4
70,0.5,0.45,1.0,1.0,1.0,1.0,1.0,0.16,0.08,0.04,0.0,0.04,0.04,0.12,0.0,0.08,0.0,0.04,0.08,0.08,0.08,0.0,0.6,0.52,0.52,0.56,0.36,0.48,0.36,0.44,0.48,0.48,0.4,0.48,0.4,0.48,0.48,0.44,0.24,0.48,0.52,0.36
70,0.5,0.5,1.0,1.0,1.0,1.0,0.96,0.04,0.0,0.08,0.12,0.04,0.04,0.0,0.16,0.04,0.08,0.08,0.08,0.0,0.08,0.0,0.6,0.56,0.64,0.72,0.68,0.56,0.48,0.56,0.72,0.56,0.48,0.52,0.48,0.56,0.4,0.48,0.52,0.56,0.44,0.68
80,0.5,0.04,0.16,0.04,0.04,0.08,0.16,0.04,0.08,0.04,0.0,0.08,0.04,0.0,0.0,0.04,0.04,0.04,0.08,0.0,0.04,0.08,0.04,0.08,0.0,0.04,0.04,0.12,0.04,0.04,0.08,0.08,0.0,0.12,0.04,0.04,0.08,0.08,0.08,0.04,0.08,0.0
80,0.5,0.09,0.04,0.08,0.12,0.0,0.08,0.0,0.04,0.0,0.04,0.12,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.12,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.5,0.14,0.12,0.16,0.16,0.08,0.24,0.04,0.08,0.08,0.04,0.0,0.08,0.0,0.0,0.12,0.04,0.08,0.0,0.0,0.08,0.0,0.12,0.12,0.08,0.08,0.08,0.04,0.12,0.12,0.12,0.04,0.04,0.0,0.04,0.08,0.04,0.08,0.0,0.04,0.04,0.08
80,0.5,0.19,0.24,0.36,0.12,0.12,0.36,0.0,0.0,0.08,0.04,0.08,0.0,0.0,0.08,0.04,0.0,0.04,0.08,0.04,0.04,0.0,0.04,0.0,0.04,0.04,0.08,0.04,0.0,0.0,0.04,0.0,0.08,0.0,0.08,0.04,0.04,0.0,0.08,0.08,0.04,0.04
80,0.5,0.24,0.68,0.4,0.52,0.4,0.6,0.0,0.04,0.0,0.08,0.12,0.0,0.04,0.0,0.04,0.0,0.16,0.04,0.0,0.04,0.0,0.16,0.2,0.08,0.24,0.16,0.12,0.04,0.08,0.08,0.08,0.16,0.08,0.12,0.16,0.12,0.16,0.12,0.12,0.2,0.12
80,0.5,0.29,0.84,0.76,0.72,0.72,0.8,0.0,0.08,0.04,0.0,0.04,0.12,0.04,0.16,0.04,0.04,0.04,0.12,0.16,0.04,0.0,0.12,0.2,0.24,0.36,0.2,0.32,0.24,0.16,0.32,0.12,0.12,0.12,0.12,0.16,0.2,0.32,0.32,0.2,0.16,0.08
80,0.5,0.34,0.96,1.0,0.84,0.96,0.88,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.08,0.12,0.04,0.16,0.04,0.4,0.32,0.4,0.32,0.4,0.44,0.36,0.4,0.48,0.44,0.56,0.56,0.44,0.4,0.48,0.44,0.36,0.32,0.4,0.44
80,0.5,0.39,1.0,1.0,1.0,0.96,0.92,0.04,0.0,0.08,0.08,0.04,0.04,0.04,0.08,0.0,0.04,0.0,0.0,0.08,0.08,0.04,0.52,0.52,0.64,0.6,0.56,0.52,0.4,0.52,0.6,0.44,0.52,0.48,0.52,0.56,0.56,0.48,0.48,0.4,0.4,0.4
80,0.5,0.44,1.0,1.0,0.96,1.0,1.0,0.16,0.04,0.04,0.08,0.04,0.0,0.08,0.0,0.12,0.04,0.08,0.08,0.04,0.04,0.04,0.48,0.56,0.56,0.64,0.68,0.44,0.52,0.56,0.64,0.72,0.56,0.56,0.48,0.52,0.6,0.52,0.52,0.52,0.52,0.4
80,0.5,0.49,1.0,1.0,1.0,1.0,1.0,0.0,0.08,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.08,0.04,0.08,0.08,0.0,0.04,0.68,0.64,0.72,0.6,0.72,0.68,0.44,0.48,0.68,0.4,0.52,0.72,0.52,0.56,0.36,0.56,0.52,0.68,0.48,0.56
90,0.5,0.03,0.0,0.12,0.04,0.0,0.12,0.16,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.08,0.08,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.04,0.0
90,0.5,0.08,0.08,0.08,0.08,0.12,0.04,0.16,0.0,0.04,0.04,0.08,0.12,0.04,0.04,0.08,0.08,0.08,0.04,0.08,0.08,0.08,0.04,0.08,0.12,0.12,0.08,0.08,0.16,0.08,0.08,0.08,0.16,0.12,0.04,0.08,0.08,0.08,0.0,0.12,0.08,0.04
90,0.5,0.13,0.2,0.24,0.08,0.28,0.08,0.04,0.04,0.12,0.2,0.04,0.12,0.04,0.04,0.04,0.12,0.12,0.0,0.04,0.08,0.04,0.08,0.08,0.12,0.16,0.08,0.12,0.16,0.08,0.16,0.04,0.16,0.08,0.12,0.12,0.08,0.04,0.04,0.12,0.12,0.12
90,0.5,0.18,0.32,0.24,0.32,0.32,0.16,0.04,0.04,0.08,0.08,0.0,0.0,0.04,0.08,0.0,0.04,0.08,0.08,0.04,0.08,0.04,0.08,0.04,0.12,0.12,0.08,0.04,0.08,0.08,0.12,0.08,0.08,0.04,0.12,0.12,0.12,0.04,0.04,0.08,0.04,0.08
90,0.5,0.23,0.48,0.48,0.56,0.56,0.48,0.0,0.04,0.16,0.08,0.0,0.0,0.0,0.0,0.2,0.08,0.0,0.04,0.04,0.08,0.08,0.16,0.2,0.08,0.16,0.2,0.2,0.24,0.2,0.24,0.2,0.2,0.24,0.2,0.24,0.16,0.08,0.16,0.2,0.12,0.28
90,0.5,0.28,0.76,0.84,0.88,0.68,0.84,0.12,0.04,0.08,0.0,0.08,0.08,0.04,0.08,0.08,0.04,0.08,0.04,0.04,0.08,0.04,0.28,0.48,0.4,0.24,0.48,0.48,0.36,0.28,0.32,0.36,0.44,0.28,0.32,0.28,0.56,0.52,0.36,0.44,0.32,0.32
