m,p,delta,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20
10.0,0.5,0.26,0.24119999999999997,0.30279999999999996,0.2676,0.3159999999999999,0.27,0.4508,0.5912000000000001,0.5372,0.5904,0.5804,0.528,0.5603999999999999,0.4895999999999999,0.4684,0.4416,0.5492,0.436,0.5052,0.4568,0.5204000000000001
500.0,0.5,0.23,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.5736,0.44959999999999994,0.488,0.5568,0.5415999999999999,0.5836,0.4656,0.5347999999999999,0.4795999999999999,0.5572,0.5284,0.5152,0.5824000000000001,0.4623999999999999,0.5451999999999999
10.0,0.5,0.27,0.31920000000000004,0.3416,0.21919999999999995,0.25,0.3067999999999999,0.5103999999999999,0.5384000000000001,0.5336000000000002,0.5783999999999999,0.5643999999999999,0.5572,0.46080000000000004,0.5720000000000001,0.4820000000000001,0.4976,0.4656,0.5692,0.5060000000000001,0.5212,0.49279999999999996
500.0,0.5,0.22,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.5463999999999999,0.5227999999999999,0.5948,0.4924,0.5751999999999999,0.6095999999999999,0.4467999999999999,0.5955999999999999,0.5684,0.4396,0.5112000000000001,0.502,0.47040000000000004,0.5240000000000001,0.5787999999999998
10.0,0.5,0.28,0.2908,0.30839999999999995,0.21760000000000002,0.2859999999999999,0.2916,0.45760000000000006,0.6164000000000003,0.4964,0.5152,0.5384,0.4871999999999999,0.5428000000000001,0.47639999999999993,0.53,0.4336,0.33159999999999995,0.4816,0.5116,0.5668,0.5224
500.0,0.5,0.21,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.6812,0.5456,0.5256000000000001,0.5004000000000002,0.4503999999999999,0.4352,0.45640000000000003,0.5723999999999999,0.5892,0.4188,0.5736,0.5024000000000001,0.5760000000000001,0.418,0.5291999999999999
10.0,0.5,0.29,0.12120000000000002,0.15559999999999996,0.1612,0.28919999999999996,0.26719999999999994,0.45120000000000005,0.4548,0.46840000000000004,0.4775999999999999,0.5388000000000001,0.408,0.48680000000000007,0.5840000000000001,0.4556,0.5792,0.5472,0.6048,0.5024000000000001,0.47800000000000004,0.4436
500.0,0.5,0.2,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.5192,0.5115999999999999,0.4984000000000001,0.5236,0.36479999999999996,0.5107999999999999,0.5968000000000001,0.4984,0.5184000000000001,0.46759999999999996,0.44120000000000004,0.3936,0.5052000000000001,0.5611999999999998,0.5579999999999999
10.0,0.5,0.3,0.21079999999999996,0.2763999999999999,0.13519999999999993,0.23720000000000002,0.17279999999999998,0.5084000000000001,0.5703999999999999,0.552,0.6012000000000002,0.546,0.5224,0.5448,0.5392000000000001,0.49080000000000007,0.5316000000000001,0.6404000000000001,0.42480000000000007,0.5252,0.46320000000000006,0.46519999999999995
500.0,0.5,0.19,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.534,0.4868,0.49079999999999996,0.49639999999999984,0.48599999999999993,0.40239999999999987,0.6360000000000001,0.522,0.41559999999999997,0.5319999999999999,0.5508000000000002,0.5239999999999999,0.5548000000000001,0.4796000000000001,0.41279999999999994
10.0,0.5,0.31,0.214,0.17399999999999996,0.15919999999999998,0.18600000000000003,0.22799999999999998,0.6547999999999999,0.4639999999999999,0.44799999999999995,0.41559999999999997,0.5132000000000001,0.41159999999999997,0.5292,0.33880000000000005,0.5072000000000001,0.46720000000000006,0.426,0.4756,0.49640000000000006,0.6128,0.4268
500.0,0.5,0.18,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.5519999999999999,0.5616,0.5116,0.5536000000000002,0.5256000000000002,0.4692,0.5919999999999999,0.45480000000000004,0.3879999999999999,0.4871999999999999,0.4675999999999999,0.5703999999999999,0.6032,0.4256,0.3724
10.0,0.5,0.32,0.2819999999999999,0.2511999999999999,0.3623999999999999,0.19799999999999998,0.23279999999999998,0.6108,0.5164,0.528,0.5632,0.6140000000000001,0.46519999999999995,0.4752,0.5668,0.47440000000000004,0.5123999999999999,0.514,0.5512,0.49239999999999995,0.5684,0.38120000000000004
500.0,0.5,0.17,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.38480000000000003,0.3875999999999999,0.5379999999999999,0.5596,0.4368,0.4208,0.37039999999999984,0.40959999999999996,0.5120000000000001,0.516,0.47559999999999997,0.5363999999999999,0.382,0.5312,0.5852000000000002
10.0,0.5,0.33,0.12479999999999998,0.25120000000000003,0.13119999999999998,0.0996,0.1304,0.4424,0.5068,0.5404000000000001,0.5788000000000002,0.40279999999999994,0.5299999999999999,0.4796,0.4431999999999999,0.4195999999999999,0.5391999999999999,0.3767999999999999,0.4799999999999999,0.4047999999999999,0.3471999999999999,0.4552000000000001
500.0,0.5,0.16,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.5664000000000001,0.5748000000000001,0.46,0.49800000000000005,0.466,0.5047999999999999,0.5160000000000001,0.39759999999999995,0.43360000000000015,0.4391999999999999,0.4936,0.5584,0.5512,0.5272000000000001,0.5207999999999999
10.0,0.5,0.34,0.18039999999999995,0.2036,0.1668,0.1504,0.19839999999999997,0.4040000000000001,0.4675999999999999,0.5272,0.4836000000000001,0.4568000000000001,0.5216000000000001,0.4416,0.5032000000000001,0.6296,0.5304,0.5132,0.48239999999999994,0.47160000000000013,0.4836,0.5052000000000001
500.0,0.5,0.15,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.5472,0.5307999999999999,0.4863999999999999,0.5207999999999999,0.552,0.5244000000000001,0.4828,0.43440000000000006,0.5723999999999999,0.4428,0.4675999999999999,0.5312,0.5272000000000001,0.5480000000000002,0.502
10.0,0.5,0.35000000000000003,0.20639999999999997,0.15479999999999994,0.1292,0.17799999999999994,0.16399999999999995,0.4832000000000001,0.6088000000000001,0.5272000000000001,0.5948,0.5635999999999999,0.4792,0.6004,0.5287999999999999,0.5232,0.3868,0.5068,0.4512,0.502,0.4888000000000001,0.5847999999999999
500.0,0.5,0.14,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.6416000000000001,0.6108,0.5528,0.502,0.5035999999999999,0.5287999999999999,0.5716,0.4504000000000001,0.5804,0.4476,0.4207999999999999,0.4524000000000001,0.5015999999999999,0.5408000000000001,0.594
10.0,0.5,0.36,0.13039999999999996,0.1856,0.2164,0.11319999999999997,0.19159999999999996,0.5928,0.4443999999999999,0.5268,0.522,0.46680000000000005,0.5692,0.5336000000000002,0.4456,0.528,0.4632,0.46880000000000005,0.552,0.45880000000000004,0.52,0.4792000000000002
500.0,0.5,0.13,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.45319999999999994,0.5539999999999999,0.4924,0.4428,0.5044,0.45199999999999996,0.5212,0.48400000000000004,0.4527999999999999,0.49799999999999983,0.34600000000000003,0.4236,0.4411999999999999,0.308,0.5807999999999999
10.0,0.5,0.37,0.12560000000000002,0.15559999999999996,0.14720000000000003,0.14719999999999994,0.09439999999999998,0.4987999999999999,0.48879999999999996,0.4575999999999999,0.5216000000000001,0.47319999999999995,0.4407999999999999,0.4932000000000001,0.48160000000000003,0.5476,0.4568,0.47840000000000005,0.5296,0.54,0.488,0.43320000000000003
500.0,0.5,0.12,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.48879999999999996,0.44559999999999994,0.47039999999999993,0.43320000000000014,0.5176000000000001,0.496,0.474,0.4844,0.4520000000000001,0.4847999999999999,0.49120000000000014,0.5064,0.4788,0.6252,0.5415999999999999
10.0,0.5,0.38,0.12239999999999997,0.12479999999999998,0.13159999999999997,0.1452,0.08560000000000002,0.47319999999999984,0.6072000000000001,0.45159999999999995,0.508,0.5016,0.41480000000000006,0.47239999999999993,0.6252000000000002,0.5356000000000001,0.5056,0.5312000000000001,0.45880000000000004,0.5471999999999998,0.5168,0.5039999999999999
500.0,0.5,0.11,0.010000000000000002,0.010000000000000002,0.010400000000000005,0.010000000000000002,0.010000000000000002,0.5556,0.4180000000000001,0.4244,0.4700000000000001,0.5568,0.5099999999999999,0.4296,0.43760000000000004,0.5267999999999999,0.5095999999999998,0.47240000000000004,0.5608000000000001,0.5232,0.5619999999999999,0.47
10.0,0.5,0.39,0.0536,0.16959999999999995,0.12479999999999998,0.09,0.0924,0.5328,0.4304000000000001,0.4679999999999999,0.5980000000000001,0.41840000000000005,0.6032,0.4771999999999999,0.508,0.4736,0.5720000000000001,0.5744,0.5379999999999999,0.5768,0.5479999999999999,0.4108
500.0,0.5,0.1,0.010000000000000002,0.010800000000000002,0.011200000000000003,0.010000000000000002,0.010000000000000002,0.5688,0.5864,0.5308,0.54,0.42999999999999994,0.5168,0.6404,0.4307999999999999,0.6144000000000001,0.5051999999999999,0.474,0.4984000000000001,0.46199999999999997,0.5384,0.34759999999999996
10.0,0.5,0.4,0.118,0.13759999999999994,0.1024,0.06760000000000001,0.08760000000000001,0.40279999999999994,0.4628,0.5827999999999999,0.42639999999999995,0.5688000000000001,0.42639999999999995,0.48839999999999995,0.5572,0.5544,0.5036,0.47319999999999984,0.49879999999999997,0.39759999999999995,0.5720000000000001,0.5072
500.0,0.5,0.09,0.010000000000000002,0.011200000000000003,0.010000000000000002,0.012400000000000005,0.017200000000000007,0.5544,0.4916,0.47199999999999986,0.5,0.5116,0.4527999999999999,0.5028000000000001,0.5912000000000001,0.6208,0.5428000000000001,0.41400000000000003,0.44520000000000004,0.43599999999999994,0.5124,0.5156
10.0,0.5,0.41000000000000003,0.09479999999999998,0.09959999999999995,0.052800000000000014,0.12120000000000002,0.0752,0.5636,0.5519999999999999,0.39640000000000003,0.4472,0.4704,0.5628000000000001,0.55,0.4832,0.512,0.47600000000000003,0.3728,0.47919999999999985,0.522,0.4704,0.5619999999999998
500.0,0.5,0.08,0.029600000000000008,0.033600000000000005,0.023600000000000003,0.023600000000000003,0.022400000000000003,0.5036,0.6428,0.5028,0.5636000000000001,0.4728,0.5200000000000001,0.45960000000000006,0.5152000000000001,0.5247999999999999,0.4539999999999999,0.4684,0.3703999999999999,0.546,0.48519999999999996,0.4708
10.0,0.5,0.42,0.09479999999999995,0.08520000000000001,0.08280000000000001,0.07,0.09319999999999996,0.4472,0.5672,0.5292,0.3236,0.5563999999999999,0.4856,0.35319999999999996,0.5,0.45280000000000004,0.5324,0.5080000000000001,0.49440000000000006,0.45120000000000005,0.5912,0.4991999999999999
