m,block_1,block_2,effect_size,model,row_wise_same,omni_same,mase_same,row_wise_diff,omni_diff,mase_diff,row_wise_precision,omni_precision,mase_precision,row_wise_f1,omni_f1,mase_f1,row_wise_fp,omni_fp,mase_fp,row_wise_tp,omni_tp,mase_tp
200,39,31,1,generate_graphs_4,0.05051282051282052,0.05256410256410257,0.977179487179487,1.0,1.0,1.0,1.0,1.0,0.8738709677419358,0.9696147689375298,0.9685090856246477,0.619376018283503,0.02814285714285711,0.029285714285714245,0.544428571428572,0.442857142857143,0.442857142857143,0.442857142857143
200,38,32,1,generate_graphs_1,0.23657894736842106,0.9426315789473684,0.9636842105263159,1.0,1.0,1.0,0.999375,1.0,0.8971875,0.8782115283610229,0.6413136849499966,0.6362913400113891,0.12842857142857125,0.511714285714286,0.5231428571428577,0.4571428571428562,0.4571428571428562,0.4571428571428562
200,38,32,1,generate_graphs_4,0.04736842105263159,0.044210526315789485,0.9744736842105264,0.9996875000000001,1.0,1.0,0.9996875,1.0,0.905625,0.9729104456892361,0.9748012613412462,0.6335373159885014,0.02571428571428568,0.023999999999999976,0.529000000000001,0.456999999999999,0.4571428571428562,0.4571428571428562
200,37,33,1,generate_graphs_1,0.2481081081081081,0.9581081081081082,0.9608108108108109,1.0,1.0,1.0,0.999090909090909,1.0,0.9187878787878779,0.878961730225052,0.6506513197377382,0.6501467552578543,0.13114285714285695,0.5064285714285713,0.5078571428571433,0.4714285714285703,0.4714285714285703,0.4714285714285703
200,37,33,1,generate_graphs_4,0.05027027027027028,0.052702702702702706,0.9724324324324324,1.0,1.0,1.0,1.0,1.0,0.9366666666666655,0.9730152357183656,0.9717062390953285,0.6472550728029364,0.02657142857142856,0.02785714285714282,0.514,0.4714285714285703,0.4714285714285703,0.4714285714285703
200,36,34,1,generate_graphs_1,0.26055555555555565,0.9577777777777775,0.9613888888888886,1.0,1.0,1.0,0.9997058823529411,1.0,0.9238235294117634,0.879938104729415,0.66366124977406,0.6629026573423162,0.1339999999999998,0.4925714285714282,0.4944285714285709,0.48571428571428577,0.48571428571428577,0.48571428571428577
200,36,34,1,generate_graphs_4,0.04750000000000001,0.04611111111111112,0.9686111111111111,1.0,1.0,1.0,1.0,1.0,0.9335294117647044,0.9757481850144485,0.9764752955560106,0.6610920927641674,0.024428571428571397,0.023714285714285688,0.49814285714285667,0.48571428571428577,0.48571428571428577,0.48571428571428577
200,35,35,1,generate_graphs_1,0.27,0.9659999999999999,0.9648571428571427,1.0,1.0,1.0,1.0,1.0,0.9325714285714277,0.882246848838603,0.6743702543166489,0.6747776173946903,0.13499999999999981,0.4829999999999999,0.4824285714285711,0.5,0.5,0.5
200,35,35,1,generate_graphs_4,0.047714285714285716,0.050285714285714295,0.9725714285714285,1.0,1.0,1.0,1.0,1.0,0.9382857142857131,0.9771152825551164,0.9757005065068928,0.6728859054754036,0.02385714285714284,0.025142857142857113,0.486285714285714,0.5,0.5,0.5
200,34,36,1,generate_graphs_1,0.2647058823529412,0.9638235294117646,0.9541176470588235,1.0,1.0,1.0,0.9997222222222223,1.0,0.9586111111111115,0.8896193174160354,0.6872773450270943,0.6895610463493016,0.1285714285714284,0.4681428571428565,0.4634285714285709,0.514285714285713,0.514285714285713,0.514285714285713
200,34,36,1,generate_graphs_4,0.04441176470588235,0.05,0.9638235294117646,1.0,1.0,1.0,1.0,1.0,0.9563888888888888,0.9797081933402043,0.9771878777081369,0.6872926053562896,0.021571428571428547,0.024285714285714258,0.4681428571428568,0.514285714285713,0.514285714285713,0.514285714285713
200,33,37,1,generate_graphs_1,0.2757575757575758,0.9675757575757574,0.9603030303030302,1.0,1.0,1.0,1.0,1.0,0.9567567567567571,0.8914494266508889,0.6986349715475094,0.7003357011653902,0.1299999999999998,0.45614285714285663,0.452714285714285,0.5285714285714299,0.5285714285714299,0.5285714285714299
200,33,37,1,generate_graphs_4,0.04303030303030303,0.056363636363636366,0.9663636363636363,1.0,1.0,1.0,0.9997297297297297,1.0,0.9535135135135141,0.9814583503993228,0.9757806873976642,0.6989386104233288,0.02028571428571427,0.026571428571428538,0.45557142857142785,0.5285714285714299,0.5285714285714299,0.5285714285714299
200,32,38,1,generate_graphs_1,0.2875,0.9781249999999999,0.96875,1.0,1.0,1.0,0.9997368421052631,1.0,0.9352631578947356,0.8927935844686025,0.7083323690488218,0.7103826145221939,0.13142857142857126,0.4471428571428568,0.44285714285714234,0.542857142857144,0.542857142857144,0.542857142857144
200,32,38,1,generate_graphs_4,0.0490625,0.049375,0.9565625,0.9997368421052633,1.0,1.0,0.9997368421052631,1.0,0.9292105263157883,0.9798512269390571,0.9798942650852709,0.7130022175831737,0.022428571428571416,0.022571428571428548,0.43728571428571383,0.5427142857142868,0.542857142857144,0.542857142857144
200,31,39,1,generate_graphs_1,0.29870967741935484,0.9777419354838709,0.9583870967741934,1.0,1.0,1.0,1.0,1.0,0.9105128205128199,0.8947662111269951,0.7201919035162312,0.7243127508831917,0.13228571428571412,0.43300000000000005,0.4244285714285712,0.557142857142857,0.557142857142857,0.557142857142857
200,31,39,1,generate_graphs_4,0.048709677419354856,0.05000000000000001,0.958709677419355,1.0,1.0,1.0,1.0,1.0,0.906410256410256,0.981242756581341,0.9807405014285215,0.7242045178939348,0.021571428571428544,0.022142857142857113,0.42457142857142843,0.557142857142857,0.557142857142857,0.557142857142857
200,30,40,1,generate_graphs_1,0.2966666666666667,0.9786666666666666,0.9643333333333334,1.0,1.0,1.0,1.0,1.0,0.8862500000000003,0.9007538742276623,0.7315615557097169,0.734564296439247,0.12714285714285697,0.41942857142857115,0.4132857142857139,0.5714285714285708,0.5714285714285708,0.5714285714285708
200,30,40,1,generate_graphs_4,0.045666666666666675,0.04000000000000001,0.9513333333333335,0.99975,1.0,1.0,0.9997499999999999,1.0,0.8855000000000003,0.9832272199712584,0.9854017745581704,0.7371529378286439,0.019571428571428545,0.01714285714285713,0.4077142857142854,0.5712857142857137,0.5714285714285708,0.5714285714285708
200,29,41,1,generate_graphs_1,0.3055172413793103,0.9810344827586206,0.9675862068965517,1.0,1.0,1.0,1.0,1.0,0.8651219512195124,0.9031087842378679,0.7424560519925343,0.7451569111550147,0.1265714285714284,0.4064285714285708,0.40085714285714247,0.5857142857142871,0.5857142857142871,0.5857142857142871
200,29,41,1,generate_graphs_4,0.04724137931034483,0.05275862068965518,0.953793103448276,1.0,1.0,1.0,1.0,1.0,0.8658536585365859,0.9837569521040362,0.9819020308793074,0.7478703002124898,0.019571428571428556,0.02185714285714284,0.39514285714285685,0.5857142857142871,0.5857142857142871,0.5857142857142871
200,28,42,1,generate_graphs_1,0.3353571428571428,0.9871428571428572,0.9842857142857142,1.0,1.0,1.0,1.0,1.0,0.8414285714285712,0.9001140773218365,0.7524410319410322,0.7529951874309674,0.13414285714285698,0.39485714285714235,0.3937142857142852,0.600000000000001,0.600000000000001,0.600000000000001
200,28,42,1,generate_graphs_4,0.05071428571428572,0.04964285714285715,0.9357142857142857,1.0,1.0,1.0,1.0,1.0,0.846428571428571,0.9834948904107825,0.9839157288192852,0.7623553462888976,0.020285714285714254,0.019857142857142837,0.3742857142857141,0.600000000000001,0.600000000000001,0.600000000000001
200,27,43,1,generate_graphs_1,0.35407407407407404,0.9848148148148148,0.995925925925926,1.0,1.0,0.9997674418604652,1.0,1.0,0.8158139534883719,0.9006442789739038,0.7638528746825216,0.761701247707886,0.1365714285714284,0.37985714285714295,0.38414285714285734,0.614285714285714,0.614285714285714,0.6141428571428569
200,27,43,1,generate_graphs_4,0.05444444444444444,0.05222222222222223,0.9099999999999999,1.0,1.0,1.0,1.0,1.0,0.8439534883720938,0.9833614467025943,0.9840283716670786,0.7781262147896932,0.020999999999999977,0.02014285714285713,0.35099999999999987,0.614285714285714,0.614285714285714,0.614285714285714
200,26,44,1,generate_graphs_1,0.3576923076923077,0.986153846153846,0.9980769230769232,1.0,1.0,1.0,1.0,1.0,0.7963636363636373,0.9049819915917574,0.7743988619000263,0.7722788386896436,0.13285714285714267,0.36628571428571405,0.3707142857142856,0.6285714285714277,0.6285714285714277,0.6285714285714277
