m,p,delta,omni_power_node=0,omni_power_node=1,omni_power_node=2,omni_power_node=3,omni_power_node=4,omni_power_node=5,omni_power_node=6,omni_power_node=7,omni_power_node=8,omni_power_node=9,omni_power_node=10,omni_power_node=11,omni_power_node=12,omni_power_node=13,omni_power_node=14,omni_power_node=15,omni_power_node=16,omni_power_node=17,omni_power_node=18,omni_power_node=19,mase_power_node=0,mase_power_node=1,mase_power_node=2,mase_power_node=3,mase_power_node=4,mase_power_node=5,mase_power_node=6,mase_power_node=7,mase_power_node=8,mase_power_node=9,mase_power_node=10,mase_power_node=11,mase_power_node=12,mase_power_node=13,mase_power_node=14,mase_power_node=15,mase_power_node=16,mase_power_node=17,mase_power_node=18,mase_power_node=19
40,0.5,0.07,0.08,0.08,0.04,0.08,0.12,0.08,0.04,0.0,0.04,0.0,0.0,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
40,0.5,0.12,0.16,0.04,0.08,0.04,0.16,0.0,0.08,0.08,0.12,0.12,0.0,0.0,0.08,0.0,0.04,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,0.12,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.04
40,0.5,0.17,0.04,0.12,0.04,0.04,0.32,0.0,0.12,0.12,0.12,0.04,0.16,0.04,0.0,0.08,0.04,0.04,0.08,0.08,0.04,0.04,0.08,0.12,0.12,0.12,0.08,0.16,0.12,0.2,0.16,0.16,0.12,0.12,0.08,0.08,0.04,0.08,0.2,0.16,0.04,0.08
40,0.5,0.22,0.2,0.12,0.2,0.4,0.12,0.04,0.08,0.04,0.0,0.0,0.12,0.04,0.0,0.04,0.04,0.04,0.04,0.12,0.16,0.04,0.28,0.24,0.2,0.08,0.2,0.08,0.32,0.24,0.16,0.16,0.2,0.2,0.12,0.16,0.2,0.24,0.24,0.2,0.2,0.2
40,0.5,0.27,0.24,0.36,0.28,0.24,0.24,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.04,0.4,0.4,0.36,0.48,0.44,0.48,0.48,0.36,0.36,0.24,0.44,0.28,0.48,0.36,0.44,0.36,0.36,0.32,0.56,0.4
40,0.5,0.32,0.48,0.36,0.4,0.56,0.44,0.0,0.12,0.08,0.08,0.04,0.0,0.04,0.04,0.08,0.0,0.16,0.04,0.04,0.08,0.04,0.44,0.52,0.52,0.44,0.4,0.4,0.52,0.52,0.4,0.36,0.4,0.36,0.48,0.48,0.48,0.48,0.36,0.36,0.32,0.36
40,0.5,0.37,0.68,0.64,0.56,0.52,0.64,0.0,0.08,0.0,0.08,0.04,0.08,0.2,0.04,0.08,0.0,0.08,0.08,0.08,0.0,0.0,0.56,0.76,0.64,0.68,0.72,0.52,0.52,0.48,0.76,0.56,0.52,0.64,0.56,0.56,0.68,0.6,0.56,0.6,0.6,0.6
40,0.5,0.42,0.8,0.84,0.8,0.8,0.64,0.04,0.0,0.12,0.04,0.04,0.0,0.0,0.2,0.08,0.12,0.0,0.04,0.12,0.12,0.0,0.68,0.56,0.68,0.76,0.52,0.52,0.6,0.52,0.64,0.64,0.6,0.52,0.72,0.6,0.64,0.6,0.68,0.56,0.48,0.56
40,0.5,0.47000000000000003,0.8,0.96,0.92,0.92,0.96,0.04,0.16,0.04,0.08,0.04,0.16,0.04,0.04,0.08,0.04,0.0,0.08,0.08,0.04,0.0,0.8,0.8,0.8,0.84,0.84,0.76,0.76,0.84,0.88,0.72,0.84,0.84,0.72,0.8,0.8,0.76,0.84,0.88,0.88,0.64
50,0.5,0.01,0.08,0.0,0.0,0.04,0.0,0.08,0.24,0.12,0.0,0.04,0.04,0.0,0.04,0.04,0.08,0.04,0.0,0.08,0.08,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.04
50,0.5,0.06,0.04,0.08,0.04,0.0,0.08,0.0,0.0,0.0,0.2,0.0,0.08,0.04,0.04,0.08,0.04,0.0,0.0,0.0,0.04,0.04,0.04,0.08,0.12,0.04,0.0,0.04,0.0,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.08,0.08,0.04,0.08,0.04,0.08
50,0.5,0.11,0.08,0.08,0.08,0.16,0.08,0.0,0.08,0.04,0.16,0.04,0.04,0.04,0.0,0.0,0.08,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.04
50,0.5,0.16,0.16,0.2,0.12,0.12,0.24,0.12,0.08,0.04,0.08,0.04,0.0,0.04,0.16,0.12,0.08,0.04,0.08,0.08,0.12,0.08,0.12,0.12,0.08,0.08,0.12,0.16,0.16,0.12,0.08,0.08,0.12,0.08,0.12,0.12,0.12,0.12,0.12,0.08,0.16,0.12
50,0.5,0.21,0.24,0.2,0.2,0.12,0.32,0.08,0.08,0.0,0.04,0.04,0.04,0.08,0.0,0.0,0.04,0.04,0.08,0.04,0.08,0.04,0.24,0.32,0.2,0.4,0.24,0.28,0.28,0.2,0.28,0.24,0.28,0.32,0.2,0.28,0.32,0.16,0.28,0.32,0.32,0.36
50,0.5,0.26,0.36,0.4,0.48,0.28,0.4,0.08,0.0,0.08,0.0,0.04,0.04,0.12,0.16,0.12,0.08,0.16,0.12,0.0,0.16,0.08,0.24,0.28,0.2,0.32,0.2,0.32,0.28,0.24,0.32,0.32,0.28,0.24,0.24,0.32,0.24,0.24,0.2,0.24,0.2,0.28
50,0.5,0.31,0.56,0.52,0.52,0.36,0.48,0.04,0.12,0.04,0.08,0.08,0.12,0.08,0.0,0.0,0.04,0.08,0.0,0.04,0.0,0.08,0.48,0.52,0.56,0.64,0.48,0.52,0.44,0.64,0.48,0.64,0.52,0.52,0.52,0.52,0.6,0.48,0.52,0.52,0.64,0.56
50,0.5,0.36,0.6,0.88,0.8,0.72,0.8,0.08,0.04,0.0,0.08,0.04,0.0,0.12,0.12,0.04,0.12,0.0,0.0,0.04,0.08,0.0,0.68,0.72,0.64,0.56,0.6,0.52,0.76,0.56,0.6,0.6,0.68,0.6,0.52,0.56,0.72,0.56,0.68,0.6,0.72,0.56
50,0.5,0.41000000000000003,0.92,0.88,0.92,0.84,0.84,0.12,0.24,0.04,0.08,0.04,0.04,0.0,0.12,0.04,0.08,0.04,0.0,0.04,0.0,0.04,0.72,0.8,0.72,0.72,0.68,0.72,0.72,0.6,0.72,0.64,0.72,0.76,0.72,0.64,0.68,0.72,0.68,0.68,0.72,0.76
50,0.5,0.46,0.96,1.0,1.0,1.0,0.96,0.12,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.08,0.0,0.0,0.04,0.0,0.12,0.0,0.92,0.92,0.88,0.92,0.92,0.8,0.8,0.84,0.8,0.92,0.84,0.84,0.84,0.84,0.84,0.8,0.88,0.92,0.72,0.72
60,0.5,0.0,0.04,0.0,0.04,0.08,0.04,0.0,0.12,0.08,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.12,0.08,0.04,0.04,0.0,0.08,0.08,0.04,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.04,0.08,0.08
60,0.5,0.05,0.04,0.08,0.04,0.08,0.04,0.0,0.04,0.04,0.04,0.16,0.08,0.12,0.04,0.08,0.08,0.04,0.0,0.04,0.12,0.04,0.16,0.08,0.04,0.08,0.12,0.08,0.08,0.12,0.08,0.12,0.12,0.12,0.16,0.12,0.12,0.08,0.08,0.08,0.12,0.12
60,0.5,0.1,0.08,0.08,0.04,0.04,0.08,0.04,0.0,0.04,0.08,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.08,0.0,0.04,0.08,0.08,0.12,0.16,0.08,0.08,0.08,0.04,0.08,0.04,0.12,0.16,0.16,0.16,0.16,0.08,0.12,0.12,0.0,0.08
60,0.5,0.15,0.16,0.28,0.24,0.08,0.2,0.0,0.0,0.12,0.04,0.0,0.08,0.0,0.04,0.04,0.0,0.0,0.0,0.08,0.0,0.04,0.28,0.36,0.16,0.16,0.24,0.2,0.2,0.24,0.36,0.2,0.28,0.32,0.2,0.36,0.08,0.32,0.2,0.2,0.24,0.32
60,0.5,0.2,0.28,0.2,0.24,0.16,0.24,0.0,0.16,0.08,0.04,0.0,0.08,0.04,0.0,0.0,0.08,0.0,0.0,0.16,0.12,0.04,0.36,0.28,0.16,0.32,0.28,0.32,0.32,0.4,0.36,0.28,0.36,0.2,0.28,0.28,0.32,0.32,0.28,0.32,0.28,0.32
60,0.5,0.25,0.4,0.56,0.44,0.44,0.4,0.08,0.0,0.08,0.04,0.0,0.12,0.04,0.04,0.04,0.08,0.08,0.04,0.08,0.04,0.08,0.4,0.44,0.36,0.36,0.28,0.44,0.36,0.36,0.4,0.24,0.36,0.4,0.36,0.44,0.4,0.36,0.36,0.4,0.36,0.32
60,0.5,0.3,0.56,0.64,0.52,0.84,0.64,0.04,0.0,0.08,0.04,0.04,0.0,0.08,0.08,0.0,0.04,0.0,0.2,0.08,0.0,0.04,0.6,0.68,0.56,0.76,0.56,0.6,0.6,0.52,0.6,0.64,0.64,0.64,0.6,0.68,0.64,0.64,0.56,0.52,0.64,0.56
60,0.5,0.35000000000000003,0.8,0.68,0.8,0.8,0.8,0.04,0.12,0.08,0.04,0.08,0.0,0.04,0.04,0.08,0.0,0.0,0.0,0.04,0.0,0.16,0.72,0.8,0.64,0.84,0.8,0.76,0.84,0.72,0.8,0.8,0.8,0.72,0.92,0.8,0.76,0.76,0.76,0.72,0.68,0.8
60,0.5,0.4,0.88,0.92,0.96,0.96,0.84,0.08,0.08,0.0,0.12,0.04,0.04,0.08,0.08,0.0,0.08,0.0,0.0,0.04,0.04,0.04,0.92,0.88,0.92,0.92,0.88,0.8,0.84,0.72,0.88,0.8,0.52,0.92,0.88,0.76,0.88,0.84,0.76,0.84,0.84,0.72
60,0.5,0.45,1.0,1.0,1.0,1.0,1.0,0.08,0.08,0.04,0.08,0.0,0.0,0.0,0.16,0.08,0.0,0.08,0.0,0.0,0.08,0.0,1.0,0.92,0.92,1.0,0.96,0.88,0.96,0.88,0.96,0.84,0.84,0.92,0.88,0.96,0.84,0.92,0.96,0.88,0.96,0.88
60,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.04,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.16,0.08,0.0,0.0,0.04,0.0,0.08,0.88,1.0,0.92,0.92,0.92,0.88,0.84,0.88,0.88,0.88,0.84,0.8,0.88,0.84,0.92,0.92,0.88,0.92,0.88,0.88
70,0.5,0.04,0.04,0.08,0.04,0.0,0.08,0.04,0.12,0.04,0.08,0.0,0.12,0.08,0.04,0.08,0.08,0.04,0.04,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.5,0.09,0.08,0.0,0.24,0.16,0.12,0.0,0.04,0.04,0.0,0.08,0.12,0.08,0.12,0.04,0.08,0.08,0.0,0.08,0.12,0.08,0.24,0.12,0.24,0.16,0.24,0.12,0.16,0.2,0.2,0.04,0.2,0.16,0.04,0.24,0.24,0.24,0.24,0.24,0.24,0.2
70,0.5,0.14,0.2,0.24,0.24,0.08,0.12,0.04,0.04,0.04,0.04,0.12,0.04,0.16,0.04,0.04,0.0,0.08,0.0,0.08,0.04,0.0,0.04,0.12,0.28,0.16,0.16,0.2,0.16,0.16,0.16,0.12,0.08,0.12,0.16,0.12,0.28,0.12,0.16,0.16,0.24,0.24
70,0.5,0.19,0.2,0.32,0.12,0.28,0.12,0.04,0.0,0.12,0.08,0.12,0.08,0.16,0.08,0.12,0.08,0.0,0.08,0.0,0.0,0.12,0.28,0.32,0.36,0.24,0.28,0.32,0.32,0.24,0.24,0.12,0.28,0.24,0.32,0.08,0.2,0.24,0.24,0.36,0.16,0.32
70,0.5,0.24,0.4,0.52,0.48,0.48,0.56,0.04,0.0,0.0,0.08,0.0,0.12,0.0,0.04,0.04,0.12,0.0,0.04,0.12,0.04,0.0,0.6,0.6,0.72,0.56,0.48,0.52,0.6,0.48,0.56,0.6,0.64,0.72,0.6,0.6,0.6,0.6,0.52,0.56,0.48,0.52
70,0.5,0.29,0.6,0.56,0.6,0.64,0.76,0.04,0.04,0.04,0.04,0.04,0.12,0.04,0.2,0.0,0.04,0.12,0.08,0.0,0.08,0.0,0.52,0.56,0.56,0.68,0.56,0.52,0.6,0.52,0.52,0.52,0.44,0.44,0.52,0.64,0.48,0.44,0.56,0.44,0.56,0.56
70,0.5,0.34,0.84,0.88,0.92,0.76,0.76,0.08,0.08,0.16,0.12,0.04,0.0,0.04,0.08,0.08,0.08,0.04,0.04,0.0,0.08,0.04,0.84,0.8,0.84,0.8,0.84,0.84,0.88,0.84,0.84,0.84,0.8,0.76,0.68,0.8,0.8,0.8,0.84,0.76,0.72,0.84
70,0.5,0.39,0.92,1.0,0.96,1.0,0.96,0.08,0.0,0.12,0.0,0.04,0.04,0.04,0.08,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.76,0.76,0.88,0.84,0.84,0.76,0.76,0.8,0.88,0.8,0.84,0.68,0.84,0.84,0.68,0.68,0.84,0.84,0.76,0.76
70,0.5,0.44,1.0,1.0,1.0,1.0,1.0,0.12,0.04,0.04,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.04,0.0,0.0,0.04,0.88,0.96,1.0,0.96,0.96,0.96,0.88,0.96,0.88,0.84,0.88,0.88,0.8,0.84,0.88,0.64,0.92,0.88,0.96,0.84
70,0.5,0.49,1.0,1.0,1.0,1.0,1.0,0.08,0.08,0.0,0.04,0.08,0.12,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.12,0.04,1.0,0.96,0.96,1.0,1.0,0.92,0.8,0.92,0.88,0.92,0.88,0.88,0.8,0.88,0.96,0.88,0.92,1.0,0.92,0.96
80,0.5,0.03,0.04,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.08,0.0,0.0,0.12,0.0,0.04,0.0,0.16,0.04,0.08,0.04,0.08,0.08,0.12,0.04,0.04,0.04,0.08,0.12,0.08,0.0,0.04,0.08,0.12,0.08,0.08,0.12,0.04,0.08,0.08,0.08
80,0.5,0.08,0.04,0.04,0.12,0.08,0.04,0.04,0.0,0.0,0.04,0.2,0.0,0.12,0.08,0.12,0.0,0.04,0.08,0.16,0.04,0.08,0.12,0.12,0.16,0.16,0.2,0.08,0.12,0.12,0.08,0.08,0.12,0.08,0.08,0.16,0.12,0.12,0.16,0.12,0.08,0.08
80,0.5,0.13,0.08,0.04,0.16,0.16,0.16,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.04,0.0,0.08,0.04,0.04,0.12,0.12,0.08,0.12,0.08,0.16,0.12,0.12,0.0,0.08,0.04,0.04,0.12,0.04,0.12,0.04,0.08,0.12,0.04,0.08
80,0.5,0.18,0.2,0.2,0.2,0.12,0.24,0.0,0.04,0.0,0.04,0.04,0.12,0.0,0.08,0.12,0.12,0.16,0.08,0.0,0.0,0.04,0.12,0.28,0.28,0.28,0.24,0.24,0.36,0.32,0.24,0.32,0.28,0.16,0.36,0.16,0.24,0.32,0.32,0.36,0.12,0.32
80,0.5,0.23,0.24,0.52,0.36,0.28,0.6,0.04,0.04,0.08,0.12,0.0,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.12,0.04,0.32,0.28,0.4,0.32,0.36,0.24,0.32,0.28,0.28,0.16,0.28,0.4,0.32,0.32,0.24,0.36,0.2,0.28,0.28,0.4
80,0.5,0.28,0.56,0.72,0.68,0.8,0.64,0.0,0.12,0.0,0.08,0.04,0.12,0.12,0.12,0.04,0.0,0.0,0.04,0.04,0.16,0.08,0.52,0.52,0.48,0.44,0.56,0.32,0.32,0.4,0.4,0.56,0.6,0.52,0.52,0.52,0.32,0.48,0.56,0.52,0.36,0.48
80,0.5,0.33,0.8,0.92,0.92,0.8,0.76,0.0,0.04,0.04,0.08,0.04,0.08,0.0,0.04,0.12,0.08,0.08,0.04,0.04,0.12,0.04,0.8,0.72,0.72,0.76,0.88,0.64,0.76,0.72,0.76,0.68,0.72,0.68,0.84,0.8,0.76,0.76,0.84,0.56,0.8,0.8
80,0.5,0.38,0.96,0.96,0.96,1.0,0.92,0.12,0.0,0.08,0.08,0.08,0.12,0.04,0.08,0.0,0.04,0.16,0.08,0.0,0.08,0.0,0.84,0.92,0.92,0.92,0.88,0.84,0.76,0.76,0.84,0.76,0.84,0.76,0.8,0.8,0.88,0.68,0.88,0.72,0.8,0.8
80,0.5,0.43,1.0,1.0,1.0,1.0,1.0,0.08,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.0,0.08,0.08,0.04,0.0,0.04,1.0,1.0,1.0,1.0,0.92,0.88,0.88,1.0,0.96,0.96,1.0,0.96,0.92,0.92,0.96,0.96,0.92,1.0,0.96,0.92
80,0.5,0.48,1.0,1.0,1.0,1.0,1.0,0.12,0.04,0.12,0.04,0.08,0.12,0.0,0.0,0.0,0.0,0.08,0.0,0.12,0.08,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.92,0.96,0.96,0.88,1.0,0.96,0.92,1.0,1.0,0.88,0.96,0.96
90,0.5,0.02,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.04,0.0,0.04,0.04,0.2,0.12,0.04,0.12,0.04,0.08,0.08,0.12,0.08,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.0
90,0.5,0.07,0.08,0.12,0.12,0.08,0.12,0.0,0.08,0.08,0.0,0.0,0.04,0.08,0.04,0.04,0.12,0.08,0.12,0.04,0.04,0.04,0.08,0.16,0.08,0.24,0.12,0.08,0.12,0.08,0.16,0.04,0.12,0.12,0.12,0.16,0.16,0.12,0.2,0.24,0.16,0.2
90,0.5,0.12,0.24,0.12,0.24,0.04,0.16,0.08,0.08,0.0,0.04,0.08,0.04,0.08,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.12,0.16,0.32,0.4,0.16,0.12,0.12,0.12,0.2,0.24,0.24,0.24,0.08,0.24,0.2,0.2,0.16,0.12,0.2,0.28,0.2
90,0.5,0.17,0.16,0.32,0.24,0.4,0.28,0.12,0.04,0.04,0.04,0.0,0.04,0.08,0.04,0.0,0.0,0.0,0.0,0.12,0.04,0.04,0.28,0.28,0.24,0.24,0.2,0.32,0.2,0.32,0.28,0.12,0.24,0.24,0.16,0.24,0.16,0.28,0.16,0.24,0.2,0.24
90,0.5,0.22,0.6,0.48,0.36,0.36,0.56,0.0,0.04,0.04,0.08,0.16,0.04,0.0,0.08,0.0,0.04,0.0,0.04,0.04,0.08,0.04,0.56,0.52,0.4,0.44,0.4,0.44,0.52,0.52,0.44,0.36,0.48,0.56,0.36,0.48,0.32,0.32,0.32,0.4,0.56,0.36
90,0.5,0.27,0.52,0.6,0.64,0.68,0.6,0.0,0.04,0.0,0.04,0.08,0.04,0.04,0.12,0.0,0.04,0.04,0.0,0.12,0.04,0.08,0.68,0.68,0.72,0.76,0.64,0.64,0.56,0.64,0.6,0.68,0.64,0.6,0.72,0.6,0.72,0.56,0.8,0.56,0.64,0.72
90,0.5,0.32,0.88,0.88,0.92,1.0,1.0,0.0,0.08,0.0,0.04,0.08,0.04,0.0,0.0,0.04,0.16,0.04,0.04,0.0,0.04,0.04,0.72,0.68,0.64,0.8,0.8,0.68,0.72,0.72,0.76,0.72,0.64,0.68,0.76,0.68,0.56,0.6,0.64,0.64,0.8,0.72
90,0.5,0.37,1.0,0.92,1.0,0.96,1.0,0.04,0.04,0.0,0.04,0.08,0.16,0.16,0.04,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.88,0.88,0.88,0.92,0.96,0.76,0.84,0.84,0.88,0.76,0.8,0.76,0.8,0.88,0.84,0.76,0.72,0.88,0.92,0.88
90,0.5,0.42,1.0,1.0,1.0,1.0,1.0,0.04,0.08,0.08,0.04,0.04,0.08,0.04,0.16,0.04,0.04,0.12,0.0,0.08,0.04,0.08,0.92,0.96,0.96,0.96,0.96,0.96,0.88,0.84,0.84,0.92,0.92,0.88,0.92,0.96,1.0,0.92,0.92,0.88,0.84,0.96
90,0.5,0.47000000000000003,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.08,0.0,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,1.0,1.0,1.0,1.0,1.0,0.92,1.0,0.96,1.0,0.92,0.96,0.88,0.92,0.96,1.0,0.92,0.96,0.92,0.96,0.96
100,0.5,0.01,0.0,0.04,0.12,0.08,0.0,0.04,0.08,0.04,0.0,0.04,0.08,0.08,0.0,0.12,0.12,0.16,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.04,0.08,0.08,0.04,0.04,0.0,0.08,0.04,0.04,0.0,0.0,0.04,0.04,0.0,0.08,0.04,0.04
100,0.5,0.06,0.04,0.04,0.12,0.04,0.04,0.08,0.04,0.04,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.12,0.12,0.08,0.04,0.08,0.04,0.12,0.08,0.04,0.04,0.04,0.08,0.08,0.08,0.08,0.04,0.08,0.08,0.04,0.0,0.12,0.08
100,0.5,0.11,0.04,0.12,0.12,0.08,0.16,0.04,0.0,0.08,0.04,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.04,0.16,0.2,0.24,0.32,0.24,0.32,0.24,0.28,0.16,0.24,0.2,0.2,0.16,0.32,0.32,0.28,0.28,0.24,0.2,0.32,0.2
100,0.5,0.16,0.44,0.28,0.2,0.2,0.32,0.0,0.0,0.16,0.0,0.08,0.04,0.24,0.04,0.0,0.0,0.08,0.04,0.0,0.0,0.04,0.32,0.24,0.28,0.28,0.28,0.28,0.32,0.28,0.28,0.28,0.24,0.24,0.16,0.24,0.24,0.24,0.24,0.36,0.32,0.36
100,0.5,0.21,0.6,0.72,0.44,0.64,0.44,0.12,0.0,0.12,0.04,0.0,0.0,0.08,0.0,0.0,0.12,0.0,0.08,0.08,0.04,0.0,0.56,0.4,0.44,0.52,0.36,0.32,0.4,0.4,0.36,0.4,0.4,0.4,0.44,0.4,0.4,0.48,0.48,0.44,0.48,0.44
100,0.5,0.26,0.68,0.64,0.84,0.68,0.72,0.12,0.08,0.0,0.16,0.08,0.04,0.08,0.12,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.6,0.8,0.68,0.8,0.8,0.72,0.76,0.6,0.68,0.56,0.68,0.72,0.6,0.72,0.56,0.72,0.72,0.72,0.8,0.68
100,0.5,0.31,0.92,1.0,0.92,0.84,0.92,0.04,0.0,0.08,0.0,0.04,0.04,0.08,0.04,0.04,0.0,0.12,0.0,0.12,0.08,0.0,0.84,0.88,0.76,0.84,0.84,0.8,0.8,0.68,0.88,0.8,0.76,0.76,0.72,0.72,0.76,0.76,0.72,0.88,0.8,0.8
100,0.5,0.36,1.0,1.0,1.0,1.0,1.0,0.04,0.08,0.0,0.08,0.08,0.0,0.0,0.0,0.04,0.12,0.08,0.08,0.12,0.08,0.04,0.96,0.92,0.96,0.96,0.96,0.88,0.88,0.8,0.84,0.8,0.84,0.8,0.84,0.92,0.96,0.92,0.88,0.92,0.92,0.92
100,0.5,0.41000000000000003,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12,0.0,0.04,0.0,0.04,0.08,0.08,0.04,0.16,0.08,0.04,0.08,0.96,1.0,0.96,1.0,1.0,0.88,0.96,0.92,1.0,0.96,1.0,0.92,0.96,0.92,0.96,0.88,0.92,0.92,0.84,0.84
100,0.5,0.46,1.0,1.0,1.0,1.0,1.0,0.04,0.0,0.08,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.12,0.04,0.0,0.08,0.96,0.96,1.0,1.0,0.96,0.88,0.92,0.92,0.92,0.92,0.96,0.96,0.96,0.96,0.88,0.92,0.92,0.88,0.84,0.88
110,0.5,0.0,0.0,0.08,0.08,0.04,0.04,0.0,0.12,0.0,0.08,0.08,0.08,0.12,0.04,0.0,0.08,0.04,0.0,0.0,0.08,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
110,0.5,0.05,0.04,0.0,0.04,0.04,0.04,0.0,0.08,0.08,0.04,0.04,0.04,0.08,0.08,0.0,0.04,0.0,0.04,0.12,0.08,0.08,0.04,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04
110,0.5,0.1,0.16,0.16,0.0,0.16,0.08,0.04,0.0,0.08,0.0,0.04,0.04,0.0,0.0,0.0,0.08,0.04,0.04,0.0,0.04,0.04,0.12,0.08,0.04,0.04,0.12,0.04,0.08,0.08,0.0,0.16,0.04,0.04,0.12,0.04,0.12,0.12,0.12,0.08,0.08,0.08
110,0.5,0.15,0.28,0.24,0.24,0.16,0.2,0.08,0.0,0.04,0.12,0.0,0.08,0.12,0.16,0.04,0.0,0.04,0.0,0.04,0.12,0.04,0.4,0.36,0.36,0.4,0.4,0.32,0.4,0.24,0.4,0.36,0.4,0.4,0.32,0.24,0.36,0.36,0.36,0.32,0.24,0.28
110,0.5,0.2,0.48,0.4,0.6,0.6,0.48,0.04,0.08,0.08,0.08,0.08,0.0,0.04,0.08,0.08,0.04,0.0,0.04,0.04,0.04,0.04,0.52,0.52,0.6,0.4,0.48,0.48,0.32,0.6,0.48,0.52,0.4,0.44,0.48,0.52,0.48,0.48,0.32,0.4,0.44,0.56
110,0.5,0.25,0.8,0.84,0.68,0.8,0.76,0.0,0.16,0.0,0.0,0.12,0.08,0.04,0.0,0.04,0.08,0.04,0.12,0.04,0.0,0.04,0.68,0.68,0.68,0.72,0.72,0.72,0.72,0.8,0.6,0.72,0.52,0.6,0.84,0.6,0.76,0.64,0.84,0.64,0.6,0.6
110,0.5,0.3,0.84,0.88,0.92,0.96,0.96,0.08,0.0,0.08,0.04,0.0,0.08,0.12,0.08,0.0,0.04,0.04,0.08,0.0,0.08,0.08,0.88,0.84,0.8,0.88,0.88,0.8,0.8,0.88,0.8,0.92,0.72,0.88,0.84,0.88,0.76,0.8,0.84,0.8,0.76,0.84
110,0.5,0.35000000000000003,1.0,0.96,1.0,0.96,1.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.92,1.0,0.96,0.96,0.96,0.92,0.92,0.96,0.92,0.92,0.92,0.92,0.8,0.88,0.96,0.8,0.8,0.88,0.96,1.0
110,0.5,0.4,1.0,1.0,1.0,1.0,1.0,0.12,0.04,0.04,0.08,0.12,0.12,0.04,0.04,0.12,0.08,0.16,0.08,0.04,0.08,0.0,0.96,0.96,1.0,0.96,1.0,0.88,0.96,0.88,0.96,0.96,0.96,0.96,0.96,0.96,1.0,0.96,0.96,0.84,1.0,0.96
110,0.5,0.45,1.0,1.0,1.0,1.0,1.0,0.12,0.04,0.12,0.04,0.04,0.04,0.08,0.08,0.0,0.0,0.04,0.12,0.04,0.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.96,0.92,0.88,0.96,1.0,0.96,0.96,1.0,1.0,1.0,1.0,0.96,0.92
