m,p,delta,omni_power_mgc_1,omni_power_hotelling_1,omni_power_mgc_20,omni_power_hotelling_20,mase_power_mgc_1,mase_power_hotelling_1,mase_power_mgc_20,mase_power_hotelling_20
65,0.5,0.27,0.16,0.34,0.02,0.02,0.02,0.1,0.04,0.1
65,0.5,0.31,0.22,0.62,0.0,0.0,0.04,0.22,0.08,0.22
65,0.5,0.35000000000000003,0.54,0.86,0.0,0.0,0.08,0.3,0.08,0.26
65,0.5,0.39,0.68,0.9,0.0,0.0,0.08,0.4,0.1,0.3
65,0.5,0.43,0.92,1.0,0.0,0.02,0.2,0.46,0.16,0.38
65,0.5,0.47,0.88,0.98,0.0,0.0,0.32,0.7,0.24,0.62
70,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
70,0.5,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.5,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02
70,0.5,0.17,0.04,0.08,0.0,0.0,0.04,0.04,0.04,0.02
70,0.5,0.21,0.02,0.12,0.0,0.0,0.02,0.08,0.0,0.12
70,0.5,0.25,0.08,0.38,0.0,0.0,0.0,0.1,0.0,0.1
70,0.5,0.29,0.2,0.66,0.0,0.0,0.0,0.1,0.0,0.14
70,0.5,0.33,0.44,0.72,0.0,0.0,0.1,0.26,0.06,0.3
70,0.5,0.37,0.58,0.94,0.0,0.0,0.16,0.42,0.16,0.46
70,0.5,0.41,0.74,0.94,0.0,0.0,0.18,0.52,0.2,0.38
70,0.5,0.45,0.88,1.0,0.0,0.0,0.32,0.68,0.16,0.56
70,0.5,0.49,0.98,1.0,0.0,0.0,0.3,0.62,0.3,0.56
70,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.5,0.06,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0
70,0.5,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0
70,0.5,0.14,0.0,0.04,0.0,0.0,0.02,0.02,0.02,0.02
70,0.5,0.18,0.0,0.12,0.0,0.0,0.02,0.04,0.02,0.04
70,0.5,0.22,0.1,0.34,0.0,0.0,0.0,0.04,0.04,0.08
70,0.5,0.26,0.06,0.4,0.0,0.0,0.0,0.1,0.06,0.08
70,0.5,0.3,0.34,0.58,0.02,0.0,0.08,0.22,0.04,0.2
70,0.5,0.34,0.32,0.78,0.0,0.02,0.06,0.38,0.02,0.24
70,0.5,0.38,0.7,0.86,0.02,0.0,0.12,0.48,0.08,0.26
70,0.5,0.42,0.84,1.0,0.0,0.0,0.14,0.38,0.12,0.38
70,0.5,0.46,0.92,0.98,0.02,0.0,0.14,0.56,0.2,0.46
70,0.5,0.5,1.0,1.0,0.0,0.0,0.36,0.74,0.28,0.54
70,0.5,0.03,0.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0
70,0.5,0.07,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
70,0.5,0.11,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0
70,0.5,0.15,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0
70,0.5,0.19,0.08,0.08,0.02,0.02,0.0,0.08,0.0,0.04
70,0.5,0.23,0.14,0.36,0.0,0.0,0.04,0.12,0.04,0.04
70,0.5,0.27,0.18,0.44,0.0,0.0,0.02,0.04,0.02,0.08
70,0.5,0.31,0.28,0.66,0.0,0.0,0.08,0.16,0.02,0.18
70,0.5,0.35000000000000003,0.4,0.78,0.0,0.0,0.12,0.28,0.06,0.3
70,0.5,0.39,0.58,0.9,0.0,0.0,0.06,0.38,0.04,0.26
70,0.5,0.43,0.86,0.98,0.02,0.02,0.24,0.62,0.28,0.48
70,0.5,0.47,0.96,1.0,0.0,0.0,0.44,0.74,0.36,0.7
70,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
70,0.5,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
70,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.5,0.12,0.02,0.04,0.0,0.0,0.0,0.02,0.02,0.04
70,0.5,0.16,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.02
70,0.5,0.2,0.06,0.16,0.02,0.02,0.04,0.1,0.02,0.04
70,0.5,0.24,0.12,0.44,0.0,0.02,0.02,0.1,0.02,0.12
70,0.5,0.28,0.16,0.5,0.0,0.0,0.04,0.1,0.04,0.08
70,0.5,0.32,0.32,0.66,0.0,0.0,0.02,0.22,0.04,0.2
70,0.5,0.36,0.52,0.74,0.02,0.0,0.06,0.28,0.04,0.28
70,0.5,0.4,0.7,0.94,0.0,0.02,0.16,0.46,0.14,0.34
70,0.5,0.44,0.8,0.92,0.0,0.02,0.1,0.5,0.2,0.48
70,0.5,0.48,0.92,1.0,0.0,0.0,0.24,0.7,0.26,0.66
75,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5,0.1,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.02
75,0.5,0.14,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5,0.18,0.04,0.12,0.0,0.0,0.02,0.02,0.0,0.02
75,0.5,0.22,0.14,0.42,0.0,0.0,0.04,0.12,0.02,0.04
75,0.5,0.26,0.22,0.42,0.02,0.0,0.06,0.14,0.1,0.26
75,0.5,0.3,0.36,0.64,0.02,0.02,0.12,0.34,0.16,0.28
75,0.5,0.34,0.48,0.72,0.0,0.02,0.06,0.26,0.12,0.36
75,0.5,0.38,0.72,0.92,0.0,0.0,0.16,0.44,0.06,0.28
75,0.5,0.42,0.84,0.96,0.0,0.0,0.2,0.68,0.22,0.46
75,0.5,0.46,0.94,0.98,0.0,0.0,0.14,0.56,0.2,0.46
75,0.5,0.5,1.0,1.0,0.02,0.02,0.36,0.62,0.26,0.66
75,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5,0.07,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0
75,0.5,0.11,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.02
75,0.5,0.15,0.0,0.04,0.0,0.0,0.02,0.02,0.0,0.0
75,0.5,0.19,0.02,0.14,0.0,0.0,0.0,0.04,0.02,0.06
75,0.5,0.23,0.06,0.22,0.02,0.0,0.0,0.06,0.02,0.1
75,0.5,0.27,0.3,0.44,0.02,0.02,0.0,0.16,0.04,0.12
75,0.5,0.31,0.32,0.68,0.0,0.0,0.06,0.18,0.04,0.22
75,0.5,0.35000000000000003,0.62,0.92,0.0,0.02,0.08,0.36,0.1,0.2
75,0.5,0.39,0.74,0.88,0.0,0.0,0.16,0.48,0.1,0.36
75,0.5,0.43,0.88,1.0,0.0,0.0,0.16,0.52,0.2,0.54
75,0.5,0.47,0.94,1.0,0.0,0.0,0.32,0.62,0.26,0.5
75,0.5,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.02
75,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5,0.08,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0
75,0.5,0.12,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.04
75,0.5,0.16,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0
75,0.5,0.2,0.06,0.2,0.0,0.0,0.0,0.06,0.0,0.06
75,0.5,0.24,0.12,0.44,0.0,0.0,0.04,0.06,0.02,0.04
75,0.5,0.28,0.16,0.64,0.0,0.0,0.08,0.24,0.1,0.2
75,0.5,0.32,0.42,0.78,0.0,0.0,0.08,0.22,0.06,0.22
75,0.5,0.36,0.66,0.92,0.02,0.0,0.08,0.26,0.1,0.2
75,0.5,0.4,0.78,0.92,0.0,0.0,0.08,0.46,0.08,0.38
75,0.5,0.44,0.9,1.0,0.0,0.0,0.16,0.54,0.2,0.48
75,0.5,0.48,0.96,1.0,0.0,0.0,0.18,0.64,0.26,0.62
75,0.5,0.01,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02
75,0.5,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5,0.13,0.02,0.04,0.0,0.0,0.0,0.02,0.0,0.0
75,0.5,0.17,0.02,0.08,0.0,0.0,0.0,0.04,0.02,0.0
75,0.5,0.21,0.08,0.18,0.0,0.0,0.0,0.02,0.0,0.04
75,0.5,0.25,0.16,0.38,0.0,0.02,0.04,0.08,0.06,0.1
75,0.5,0.29,0.18,0.46,0.02,0.0,0.02,0.08,0.06,0.16
75,0.5,0.33,0.46,0.8,0.0,0.0,0.06,0.22,0.08,0.22
75,0.5,0.37,0.58,0.96,0.02,0.0,0.16,0.34,0.1,0.28
75,0.5,0.41,0.84,0.98,0.0,0.0,0.08,0.46,0.14,0.48
75,0.5,0.45,0.98,1.0,0.0,0.0,0.32,0.7,0.24,0.66
75,0.5,0.49,0.98,1.0,0.0,0.0,0.22,0.68,0.28,0.66
80,0.5,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
80,0.5,0.07,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
80,0.5,0.11,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.0
80,0.5,0.15,0.04,0.16,0.0,0.02,0.04,0.02,0.02,0.04
80,0.5,0.19,0.04,0.1,0.0,0.0,0.0,0.04,0.0,0.04
80,0.5,0.23,0.14,0.32,0.0,0.0,0.02,0.1,0.04,0.06
80,0.5,0.27,0.24,0.54,0.02,0.0,0.06,0.22,0.0,0.14
80,0.5,0.31,0.34,0.62,0.0,0.0,0.04,0.14,0.06,0.16
80,0.5,0.35000000000000003,0.54,0.88,0.0,0.0,0.12,0.24,0.04,0.3
80,0.5,0.39,0.8,0.94,0.0,0.0,0.26,0.56,0.3,0.54
80,0.5,0.43,0.88,1.0,0.0,0.0,0.18,0.52,0.22,0.52
80,0.5,0.47,0.98,1.0,0.0,0.0,0.42,0.7,0.3,0.58
80,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.5,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
80,0.5,0.08,0.0,0.0,0.0,0.0,0.04,0.02,0.02,0.02
80,0.5,0.12,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
80,0.5,0.16,0.02,0.14,0.0,0.0,0.02,0.02,0.0,0.0
80,0.5,0.2,0.1,0.26,0.0,0.0,0.0,0.02,0.02,0.02
80,0.5,0.24,0.18,0.46,0.0,0.0,0.04,0.12,0.02,0.04
80,0.5,0.28,0.42,0.74,0.0,0.0,0.1,0.26,0.02,0.08
80,0.5,0.32,0.46,0.76,0.0,0.0,0.08,0.24,0.1,0.16
80,0.5,0.36,0.64,0.92,0.0,0.0,0.18,0.46,0.16,0.46
80,0.5,0.4,0.76,0.96,0.0,0.0,0.18,0.44,0.22,0.46
80,0.5,0.44,0.92,1.0,0.0,0.0,0.3,0.68,0.2,0.5
80,0.5,0.48,0.96,1.0,0.0,0.0,0.4,0.68,0.34,0.64
80,0.5,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.5,0.05,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0
80,0.5,0.09,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0
80,0.5,0.13,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.02
80,0.5,0.17,0.04,0.14,0.0,0.0,0.0,0.04,0.0,0.06
80,0.5,0.21,0.08,0.2,0.0,0.0,0.0,0.08,0.0,0.06
80,0.5,0.25,0.22,0.46,0.02,0.0,0.04,0.24,0.06,0.24
80,0.5,0.29,0.2,0.58,0.0,0.0,0.04,0.26,0.02,0.2
80,0.5,0.33,0.52,0.72,0.0,0.0,0.1,0.34,0.08,0.24
80,0.5,0.37,0.62,0.96,0.0,0.0,0.22,0.56,0.22,0.44
80,0.5,0.41,0.84,0.96,0.0,0.0,0.18,0.5,0.08,0.32
80,0.5,0.45,0.94,1.0,0.0,0.0,0.28,0.72,0.38,0.66
80,0.5,0.49,1.0,1.0,0.0,0.0,0.36,0.74,0.28,0.62
80,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.5,0.06,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.02
80,0.5,0.1,0.04,0.0,0.04,0.0,0.0,0.02,0.0,0.02
80,0.5,0.14,0.04,0.06,0.0,0.0,0.0,0.02,0.0,0.02
80,0.5,0.18,0.06,0.14,0.0,0.0,0.0,0.04,0.02,0.04
80,0.5,0.22,0.04,0.24,0.0,0.0,0.02,0.12,0.02,0.06
80,0.5,0.26,0.12,0.46,0.04,0.02,0.02,0.14,0.04,0.02
80,0.5,0.3,0.18,0.58,0.0,0.0,0.04,0.16,0.02,0.18
80,0.5,0.34,0.56,0.82,0.04,0.0,0.1,0.32,0.04,0.32
80,0.5,0.38,0.68,0.94,0.0,0.0,0.1,0.4,0.1,0.34
80,0.5,0.42,0.9,0.98,0.0,0.0,0.26,0.48,0.2,0.5
80,0.5,0.46,0.94,1.0,0.0,0.02,0.26,0.72,0.16,0.48
80,0.5,0.5,1.0,1.0,0.0,0.0,0.34,0.8,0.4,0.68
85,0.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0
85,0.5,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
85,0.5,0.08,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.02
85,0.5,0.12,0.02,0.04,0.0,0.0,0.02,0.02,0.02,0.02
85,0.5,0.16,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.02
85,0.5,0.2,0.08,0.1,0.0,0.0,0.06,0.1,0.02,0.04
85,0.5,0.24,0.24,0.46,0.0,0.0,0.06,0.12,0.06,0.16
85,0.5,0.28,0.2,0.68,0.0,0.0,0.04,0.18,0.04,0.14
85,0.5,0.32,0.44,0.76,0.0,0.0,0.08,0.26,0.08,0.18
85,0.5,0.36,0.72,0.9,0.0,0.0,0.16,0.54,0.16,0.42
85,0.5,0.4,0.86,1.0,0.0,0.0,0.18,0.46,0.18,0.4
85,0.5,0.44,0.98,1.0,0.0,0.0,0.28,0.6,0.16,0.48
85,0.5,0.48,1.0,1.0,0.0,0.0,0.24,0.72,0.26,0.66
85,0.5,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0
85,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.5,0.09,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.0
85,0.5,0.13,0.06,0.04,0.0,0.02,0.02,0.02,0.02,0.02
85,0.5,0.17,0.0,0.18,0.0,0.0,0.0,0.02,0.02,0.04
85,0.5,0.21,0.12,0.34,0.0,0.0,0.02,0.1,0.0,0.08
85,0.5,0.25,0.12,0.46,0.0,0.0,0.04,0.16,0.08,0.28
85,0.5,0.29,0.3,0.56,0.0,0.0,0.08,0.22,0.14,0.2
85,0.5,0.33,0.38,0.8,0.0,0.0,0.06,0.34,0.04,0.22
85,0.5,0.37,0.62,0.92,0.0,0.0,0.04,0.38,0.08,0.34
85,0.5,0.41,0.9,0.98,0.0,0.0,0.16,0.52,0.22,0.5
85,0.5,0.45,0.98,1.0,0.0,0.0,0.38,0.82,0.26,0.56
85,0.5,0.49,1.0,1.0,0.02,0.02,0.26,0.64,0.18,0.58
85,0.5,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
85,0.5,0.06,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
85,0.5,0.1,0.0,0.02,0.0,0.02,0.02,0.02,0.02,0.0
85,0.5,0.14,0.04,0.1,0.02,0.02,0.02,0.06,0.02,0.04
85,0.5,0.18,0.06,0.18,0.0,0.0,0.04,0.06,0.0,0.04
85,0.5,0.22,0.12,0.4,0.0,0.02,0.04,0.04,0.0,0.02
85,0.5,0.26,0.32,0.7,0.0,0.0,0.04,0.2,0.04,0.08
85,0.5,0.3,0.44,0.72,0.0,0.0,0.12,0.24,0.08,0.18
85,0.5,0.34,0.6,0.82,0.02,0.02,0.04,0.26,0.1,0.34
85,0.5,0.38,0.64,0.92,0.0,0.0,0.18,0.44,0.12,0.34
85,0.5,0.42,0.92,0.98,0.0,0.0,0.3,0.64,0.2,0.5
85,0.5,0.46,0.96,1.0,0.0,0.0,0.36,0.74,0.4,0.6
85,0.5,0.5,1.0,1.0,0.0,0.0,0.42,0.68,0.44,0.72
85,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
85,0.5,0.07,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.04
85,0.5,0.11,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
85,0.5,0.15,0.02,0.1,0.02,0.02,0.0,0.06,0.04,0.04
85,0.5,0.19,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.04
85,0.5,0.23,0.18,0.4,0.02,0.0,0.06,0.08,0.02,0.08
85,0.5,0.27,0.24,0.58,0.0,0.0,0.0,0.04,0.0,0.06
85,0.5,0.31,0.34,0.72,0.0,0.0,0.1,0.36,0.08,0.28
85,0.5,0.35000000000000003,0.58,0.94,0.0,0.0,0.08,0.36,0.08,0.3
85,0.5,0.39,0.86,0.98,0.0,0.02,0.1,0.34,0.14,0.44
85,0.5,0.43,0.94,1.0,0.02,0.02,0.28,0.72,0.26,0.5
85,0.5,0.47,0.94,1.0,0.0,0.0,0.34,0.74,0.3,0.58
90,0.5,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
90,0.5,0.05,0.0,0.0,0.02,0.0,0.04,0.02,0.0,0.02
90,0.5,0.09,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0
90,0.5,0.13,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.08
90,0.5,0.17,0.06,0.14,0.02,0.0,0.0,0.02,0.0,0.04
90,0.5,0.21,0.06,0.28,0.0,0.0,0.0,0.02,0.04,0.08
90,0.5,0.25,0.22,0.52,0.0,0.0,0.02,0.08,0.04,0.14
90,0.5,0.29,0.3,0.78,0.02,0.0,0.06,0.26,0.04,0.14
90,0.5,0.33,0.6,0.84,0.0,0.0,0.1,0.36,0.16,0.36
90,0.5,0.37,0.86,0.98,0.0,0.02,0.14,0.48,0.12,0.36
90,0.5,0.41,0.72,0.98,0.0,0.0,0.12,0.56,0.14,0.38
90,0.5,0.45,0.96,1.0,0.0,0.0,0.32,0.68,0.36,0.68
90,0.5,0.49,1.0,1.0,0.0,0.0,0.38,0.74,0.34,0.72
90,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5,0.1,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.0
90,0.5,0.14,0.02,0.02,0.0,0.0,0.0,0.02,0.0,0.02
90,0.5,0.18,0.04,0.2,0.0,0.0,0.0,0.06,0.0,0.06
90,0.5,0.22,0.14,0.38,0.0,0.0,0.0,0.1,0.04,0.06
90,0.5,0.26,0.32,0.62,0.0,0.0,0.0,0.14,0.04,0.14
90,0.5,0.3,0.54,0.84,0.0,0.02,0.08,0.24,0.06,0.32
90,0.5,0.34,0.82,0.88,0.0,0.0,0.12,0.34,0.12,0.36
90,0.5,0.38,0.88,0.96,0.0,0.0,0.24,0.62,0.16,0.42
90,0.5,0.42,0.86,0.98,0.0,0.0,0.24,0.46,0.26,0.54
90,0.5,0.46,0.98,1.0,0.0,0.0,0.36,0.72,0.2,0.68
90,0.5,0.5,1.0,1.0,0.02,0.0,0.46,0.66,0.42,0.66
90,0.5,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0
90,0.5,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
90,0.5,0.11,0.0,0.0,0.04,0.0,0.04,0.04,0.02,0.06
90,0.5,0.15,0.04,0.06,0.0,0.0,0.02,0.0,0.04,0.02
90,0.5,0.19,0.02,0.16,0.0,0.0,0.02,0.1,0.04,0.06
90,0.5,0.23,0.16,0.54,0.02,0.0,0.0,0.08,0.02,0.12
90,0.5,0.27,0.3,0.64,0.0,0.0,0.1,0.26,0.02,0.22
90,0.5,0.31,0.5,0.82,0.0,0.0,0.1,0.28,0.04,0.14
90,0.5,0.35000000000000003,0.66,0.98,0.0,0.0,0.16,0.44,0.12,0.42
90,0.5,0.39,0.88,0.98,0.0,0.02,0.2,0.5,0.16,0.48
90,0.5,0.43,0.96,1.0,0.0,0.0,0.4,0.76,0.34,0.58
90,0.5,0.47,0.98,1.0,0.0,0.0,0.34,0.78,0.36,0.7
90,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5,0.08,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
90,0.5,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5,0.16,0.04,0.08,0.0,0.0,0.0,0.02,0.04,0.06
90,0.5,0.2,0.04,0.24,0.0,0.0,0.02,0.08,0.04,0.1
90,0.5,0.24,0.24,0.46,0.02,0.02,0.0,0.06,0.0,0.14
90,0.5,0.28,0.4,0.62,0.0,0.0,0.08,0.26,0.06,0.3
90,0.5,0.32,0.66,0.82,0.0,0.0,0.06,0.22,0.08,0.36
90,0.5,0.36,0.74,0.94,0.0,0.02,0.26,0.5,0.24,0.6
90,0.5,0.4,0.86,0.96,0.0,0.0,0.18,0.6,0.16,0.5
90,0.5,0.44,0.94,1.0,0.0,0.0,0.24,0.68,0.32,0.64
90,0.5,0.48,1.0,1.0,0.0,0.0,0.38,0.64,0.44,0.62
95,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.5,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02
95,0.5,0.1,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
95,0.5,0.14,0.0,0.06,0.0,0.0,0.0,0.04,0.02,0.04
95,0.5,0.18,0.16,0.3,0.0,0.0,0.0,0.14,0.02,0.1
95,0.5,0.22,0.14,0.4,0.0,0.0,0.04,0.14,0.0,0.06
95,0.5,0.26,0.24,0.64,0.0,0.0,0.06,0.2,0.0,0.12
95,0.5,0.3,0.4,0.74,0.0,0.0,0.06,0.3,0.08,0.38
95,0.5,0.34,0.64,0.94,0.0,0.0,0.1,0.42,0.14,0.32
95,0.5,0.38,0.9,0.98,0.02,0.02,0.18,0.68,0.14,0.44
95,0.5,0.42,0.84,1.0,0.0,0.02,0.24,0.6,0.28,0.48
95,0.5,0.46,1.0,1.0,0.0,0.0,0.46,0.82,0.48,0.66
95,0.5,0.5,1.0,1.0,0.0,0.0,0.54,0.86,0.24,0.68
95,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0
95,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.5,0.11,0.02,0.06,0.0,0.0,0.0,0.04,0.0,0.04
95,0.5,0.15,0.02,0.04,0.0,0.02,0.0,0.04,0.02,0.02
95,0.5,0.19,0.02,0.2,0.0,0.02,0.02,0.04,0.02,0.1
95,0.5,0.23,0.14,0.42,0.0,0.0,0.0,0.08,0.02,0.12
95,0.5,0.27,0.36,0.7,0.02,0.02,0.08,0.28,0.04,0.2
95,0.5,0.31,0.52,0.84,0.0,0.0,0.06,0.36,0.08,0.26
95,0.5,0.35000000000000003,0.78,1.0,0.0,0.0,0.12,0.44,0.12,0.44
95,0.5,0.39,0.82,0.98,0.0,0.0,0.14,0.4,0.16,0.64
95,0.5,0.43,1.0,1.0,0.0,0.0,0.38,0.8,0.28,0.64
95,0.5,0.47,0.98,1.0,0.0,0.0,0.36,0.74,0.32,0.66
95,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.5,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.5,0.08,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
95,0.5,0.12,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0
95,0.5,0.16,0.04,0.2,0.02,0.0,0.04,0.06,0.02,0.02
95,0.5,0.2,0.16,0.3,0.02,0.0,0.06,0.14,0.04,0.08
95,0.5,0.24,0.08,0.36,0.0,0.0,0.02,0.16,0.0,0.06
95,0.5,0.28,0.4,0.72,0.02,0.0,0.08,0.36,0.06,0.32
95,0.5,0.32,0.56,0.88,0.02,0.0,0.14,0.44,0.12,0.46
95,0.5,0.36,0.84,1.0,0.0,0.0,0.14,0.54,0.18,0.56
95,0.5,0.4,0.88,1.0,0.0,0.0,0.22,0.66,0.12,0.52
95,0.5,0.44,0.94,1.0,0.0,0.0,0.16,0.62,0.22,0.56
95,0.5,0.48,1.0,1.0,0.0,0.0,0.34,0.78,0.28,0.64
95,0.5,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
95,0.5,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
95,0.5,0.09,0.02,0.04,0.0,0.0,0.0,0.02,0.02,0.02
95,0.5,0.13,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.02
95,0.5,0.17,0.06,0.2,0.0,0.0,0.0,0.06,0.0,0.02
95,0.5,0.21,0.18,0.3,0.0,0.0,0.02,0.04,0.0,0.06
95,0.5,0.25,0.22,0.5,0.0,0.02,0.04,0.16,0.06,0.16
95,0.5,0.29,0.44,0.7,0.02,0.02,0.14,0.4,0.1,0.34
95,0.5,0.33,0.64,0.92,0.0,0.0,0.1,0.32,0.08,0.38
95,0.5,0.37,0.82,1.0,0.0,0.0,0.22,0.54,0.16,0.44
95,0.5,0.41,0.94,0.98,0.0,0.0,0.32,0.7,0.2,0.48
95,0.5,0.45,0.98,1.0,0.0,0.0,0.4,0.76,0.28,0.6
95,0.5,0.49,1.0,1.0,0.0,0.0,0.42,0.8,0.3,0.64
100,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.5,0.11,0.04,0.04,0.0,0.0,0.02,0.0,0.0,0.0
100,0.5,0.15,0.04,0.1,0.0,0.0,0.02,0.04,0.04,0.02
100,0.5,0.19,0.14,0.36,0.0,0.0,0.02,0.08,0.04,0.08
100,0.5,0.23,0.16,0.54,0.0,0.0,0.04,0.12,0.04,0.1
100,0.5,0.27,0.36,0.76,0.0,0.0,0.08,0.26,0.08,0.24
100,0.5,0.31,0.5,0.9,0.0,0.0,0.08,0.4,0.18,0.24
100,0.5,0.35000000000000003,0.82,0.96,0.0,0.0,0.16,0.46,0.14,0.46
100,0.5,0.39,0.9,1.0,0.02,0.0,0.26,0.56,0.26,0.62
100,0.5,0.43,1.0,1.0,0.0,0.0,0.32,0.64,0.3,0.64
100,0.5,0.47,1.0,1.0,0.0,0.0,0.42,0.76,0.3,0.66
100,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.5,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.5,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
100,0.5,0.12,0.02,0.04,0.0,0.0,0.04,0.02,0.0,0.02
100,0.5,0.16,0.06,0.24,0.0,0.0,0.02,0.06,0.02,0.08
100,0.5,0.2,0.06,0.4,0.02,0.02,0.02,0.08,0.04,0.12
