m,p,delta,omni_power_node=1,omni_power_node=2,omni_power_node=3,omni_power_node=4,omni_power_node=5,omni_power_node=6,omni_power_node=7,omni_power_node=8,omni_power_node=9,omni_power_node=10,omni_power_node=11,omni_power_node=12,omni_power_node=13,omni_power_node=14,omni_power_node=15,omni_power_node=16,omni_power_node=17,omni_power_node=18,omni_power_node=19,omni_power_node=20,mase_power_node=1,mase_power_node=2,mase_power_node=3,mase_power_node=4,mase_power_node=5,mase_power_node=6,mase_power_node=7,mase_power_node=8,mase_power_node=9,mase_power_node=10,mase_power_node=11,mase_power_node=12,mase_power_node=13,mase_power_node=14,mase_power_node=15,mase_power_node=16,mase_power_node=17,mase_power_node=18,mase_power_node=19,mase_power_node=20
10,0.5,0.16,0.04,0.0,0.0,0.04,0.04,0.08,0.12,0.04,0.04,0.12,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.0,0.16,0.04,0.08,0.0,0.0,0.08,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.0,0.0,0.04,0.04,0.04
10,0.5,0.17,0.12,0.0,0.04,0.2,0.08,0.0,0.04,0.08,0.0,0.08,0.04,0.04,0.0,0.08,0.12,0.04,0.04,0.08,0.04,0.08,0.16,0.08,0.16,0.04,0.08,0.04,0.04,0.16,0.04,0.12,0.12,0.08,0.2,0.08,0.08,0.12,0.08,0.2,0.08,0.16
10,0.5,0.18,0.0,0.0,0.08,0.0,0.08,0.08,0.04,0.12,0.08,0.0,0.16,0.04,0.08,0.04,0.04,0.0,0.04,0.0,0.04,0.12,0.08,0.0,0.08,0.04,0.08,0.04,0.08,0.04,0.08,0.0,0.12,0.04,0.0,0.04,0.08,0.08,0.0,0.04,0.04,0.0
10,0.5,0.19,0.0,0.04,0.16,0.08,0.08,0.08,0.04,0.12,0.04,0.04,0.08,0.0,0.08,0.04,0.04,0.04,0.04,0.0,0.08,0.0,0.12,0.16,0.16,0.04,0.16,0.12,0.12,0.16,0.08,0.12,0.16,0.12,0.12,0.12,0.12,0.16,0.16,0.12,0.12,0.08
10,0.5,0.2,0.08,0.12,0.04,0.08,0.0,0.0,0.0,0.12,0.08,0.04,0.08,0.12,0.08,0.12,0.04,0.16,0.12,0.12,0.0,0.04,0.0,0.04,0.04,0.08,0.04,0.04,0.04,0.08,0.0,0.0,0.08,0.04,0.08,0.12,0.0,0.04,0.04,0.08,0.04,0.0
10,0.5,0.21,0.04,0.16,0.08,0.04,0.04,0.08,0.04,0.08,0.04,0.0,0.0,0.08,0.04,0.0,0.08,0.08,0.0,0.0,0.08,0.0,0.16,0.08,0.16,0.04,0.08,0.16,0.16,0.08,0.08,0.04,0.08,0.16,0.0,0.12,0.16,0.12,0.12,0.12,0.08,0.16
10,0.5,0.22,0.04,0.04,0.2,0.16,0.08,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.12,0.04,0.0,0.12,0.0,0.08,0.16,0.04,0.04,0.12,0.12,0.04,0.08,0.0,0.0,0.12,0.12,0.12,0.08,0.08,0.12,0.08,0.04,0.08,0.12
10,0.5,0.23,0.08,0.12,0.12,0.04,0.08,0.04,0.08,0.08,0.08,0.04,0.04,0.08,0.0,0.0,0.0,0.08,0.08,0.08,0.04,0.04,0.16,0.08,0.04,0.08,0.08,0.12,0.08,0.04,0.12,0.08,0.12,0.04,0.08,0.12,0.24,0.2,0.04,0.12,0.04,0.04
10,0.5,0.24,0.2,0.08,0.16,0.08,0.24,0.0,0.12,0.04,0.04,0.0,0.04,0.08,0.08,0.04,0.08,0.0,0.04,0.0,0.08,0.04,0.04,0.0,0.12,0.04,0.04,0.08,0.0,0.04,0.08,0.08,0.04,0.04,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.04
10,0.5,0.25,0.16,0.0,0.16,0.04,0.12,0.0,0.0,0.04,0.0,0.04,0.04,0.08,0.08,0.08,0.04,0.12,0.04,0.04,0.0,0.04,0.12,0.08,0.08,0.04,0.08,0.04,0.12,0.12,0.16,0.08,0.04,0.08,0.08,0.08,0.04,0.08,0.12,0.0,0.0,0.08
10,0.5,0.26,0.16,0.04,0.08,0.08,0.04,0.0,0.12,0.0,0.04,0.08,0.0,0.08,0.12,0.0,0.08,0.08,0.04,0.04,0.04,0.0,0.12,0.04,0.08,0.12,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.08,0.04,0.08,0.04,0.04,0.0
10,0.5,0.27,0.08,0.04,0.08,0.12,0.12,0.08,0.0,0.04,0.08,0.04,0.04,0.12,0.12,0.12,0.0,0.08,0.04,0.08,0.0,0.0,0.16,0.16,0.12,0.12,0.12,0.08,0.12,0.12,0.08,0.08,0.04,0.08,0.12,0.08,0.08,0.04,0.04,0.12,0.12,0.12
10,0.5,0.28,0.12,0.2,0.08,0.04,0.08,0.08,0.0,0.08,0.04,0.08,0.0,0.04,0.12,0.04,0.08,0.04,0.0,0.04,0.0,0.0,0.08,0.12,0.08,0.08,0.12,0.08,0.04,0.08,0.12,0.16,0.04,0.08,0.16,0.04,0.08,0.08,0.04,0.04,0.08,0.08
10,0.5,0.29,0.16,0.2,0.16,0.04,0.0,0.04,0.04,0.08,0.04,0.04,0.0,0.0,0.08,0.0,0.08,0.0,0.08,0.12,0.08,0.12,0.12,0.16,0.04,0.08,0.12,0.12,0.08,0.16,0.04,0.12,0.08,0.08,0.12,0.16,0.12,0.12,0.12,0.12,0.04,0.16
10,0.5,0.3,0.04,0.12,0.16,0.12,0.12,0.04,0.0,0.0,0.0,0.0,0.04,0.08,0.04,0.08,0.04,0.0,0.08,0.08,0.04,0.0,0.16,0.16,0.2,0.16,0.2,0.12,0.12,0.04,0.16,0.16,0.16,0.2,0.16,0.16,0.08,0.16,0.2,0.28,0.08,0.08
10,0.5,0.31,0.04,0.08,0.24,0.12,0.16,0.04,0.04,0.0,0.16,0.04,0.04,0.08,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.04,0.2,0.08,0.2,0.16,0.12,0.2,0.24,0.12,0.24,0.32,0.08,0.12,0.12,0.12,0.12,0.12,0.16,0.08,0.08,0.24
10,0.5,0.32,0.08,0.04,0.12,0.12,0.04,0.0,0.08,0.12,0.04,0.0,0.08,0.0,0.08,0.12,0.12,0.04,0.08,0.0,0.08,0.04,0.12,0.16,0.2,0.16,0.16,0.08,0.08,0.04,0.08,0.04,0.16,0.04,0.08,0.08,0.08,0.12,0.12,0.12,0.12,0.16
10,0.5,0.33,0.16,0.12,0.04,0.08,0.04,0.0,0.04,0.04,0.0,0.12,0.08,0.04,0.04,0.0,0.08,0.0,0.0,0.12,0.04,0.0,0.04,0.08,0.08,0.04,0.04,0.0,0.08,0.0,0.04,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.08,0.08,0.04,0.08
10,0.5,0.34,0.04,0.12,0.2,0.0,0.04,0.08,0.04,0.08,0.04,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.0,0.08,0.08,0.0,0.12,0.04,0.04,0.12,0.04,0.08,0.04,0.12,0.08,0.08,0.04,0.16,0.16,0.08,0.08,0.08,0.04,0.04,0.04,0.08
10,0.5,0.35000000000000003,0.12,0.04,0.12,0.12,0.0,0.04,0.08,0.12,0.04,0.04,0.08,0.08,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.04,0.12,0.12,0.08,0.2,0.08,0.08,0.08,0.12,0.12,0.04,0.12,0.12,0.08,0.04,0.12,0.08,0.16,0.12,0.12
10,0.5,0.36,0.12,0.16,0.04,0.12,0.12,0.04,0.0,0.12,0.12,0.0,0.08,0.04,0.08,0.0,0.16,0.04,0.0,0.04,0.08,0.0,0.12,0.12,0.16,0.04,0.12,0.04,0.08,0.08,0.08,0.04,0.08,0.08,0.08,0.16,0.2,0.16,0.08,0.04,0.12,0.08
10,0.5,0.37,0.16,0.12,0.32,0.12,0.16,0.04,0.16,0.08,0.04,0.04,0.04,0.04,0.08,0.08,0.08,0.0,0.04,0.08,0.12,0.0,0.12,0.24,0.24,0.12,0.2,0.16,0.2,0.16,0.16,0.16,0.24,0.08,0.16,0.28,0.2,0.16,0.16,0.12,0.28,0.12
10,0.5,0.38,0.08,0.2,0.2,0.2,0.08,0.04,0.0,0.08,0.0,0.08,0.12,0.0,0.0,0.04,0.16,0.0,0.08,0.04,0.04,0.04,0.2,0.16,0.2,0.2,0.16,0.28,0.16,0.2,0.16,0.16,0.16,0.16,0.2,0.24,0.24,0.16,0.24,0.2,0.2,0.2
10,0.5,0.39,0.24,0.08,0.28,0.16,0.12,0.04,0.04,0.08,0.0,0.0,0.04,0.08,0.12,0.04,0.0,0.0,0.08,0.08,0.04,0.08,0.16,0.16,0.16,0.16,0.08,0.16,0.08,0.16,0.12,0.08,0.08,0.2,0.08,0.08,0.2,0.16,0.2,0.08,0.12,0.08
10,0.5,0.4,0.2,0.16,0.12,0.2,0.12,0.0,0.04,0.04,0.04,0.08,0.0,0.08,0.12,0.12,0.08,0.0,0.0,0.08,0.04,0.04,0.24,0.36,0.36,0.32,0.36,0.28,0.32,0.32,0.32,0.28,0.32,0.32,0.32,0.2,0.24,0.2,0.2,0.36,0.36,0.28
10,0.5,0.41000000000000003,0.16,0.2,0.16,0.24,0.2,0.16,0.12,0.08,0.08,0.04,0.08,0.0,0.08,0.04,0.04,0.2,0.08,0.12,0.04,0.04,0.4,0.28,0.4,0.28,0.36,0.28,0.24,0.36,0.24,0.28,0.32,0.24,0.24,0.24,0.32,0.28,0.24,0.36,0.2,0.24
10,0.5,0.42,0.24,0.32,0.2,0.2,0.16,0.04,0.04,0.04,0.0,0.08,0.04,0.08,0.0,0.04,0.16,0.04,0.04,0.0,0.0,0.04,0.08,0.08,0.16,0.08,0.08,0.08,0.08,0.08,0.12,0.0,0.12,0.2,0.12,0.16,0.12,0.04,0.12,0.08,0.08,0.04
10,0.5,0.43,0.24,0.12,0.24,0.2,0.2,0.08,0.0,0.12,0.0,0.08,0.08,0.08,0.08,0.04,0.08,0.0,0.0,0.08,0.12,0.04,0.2,0.16,0.16,0.16,0.2,0.16,0.12,0.16,0.2,0.16,0.16,0.28,0.28,0.08,0.12,0.16,0.16,0.2,0.2,0.2
10,0.5,0.44,0.08,0.24,0.24,0.2,0.2,0.08,0.04,0.0,0.0,0.04,0.04,0.04,0.08,0.12,0.0,0.08,0.12,0.12,0.0,0.12,0.24,0.32,0.32,0.4,0.32,0.24,0.32,0.36,0.28,0.36,0.28,0.16,0.16,0.32,0.16,0.2,0.28,0.28,0.32,0.44
10,0.5,0.45,0.2,0.2,0.24,0.12,0.16,0.04,0.04,0.08,0.08,0.04,0.04,0.08,0.08,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.28,0.24,0.28,0.28,0.36,0.28,0.2,0.24,0.2,0.24,0.28,0.24,0.28,0.24,0.24,0.24,0.2,0.32,0.28,0.2
10,0.5,0.46,0.2,0.28,0.28,0.12,0.28,0.08,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.0,0.08,0.04,0.04,0.08,0.04,0.0,0.16,0.08,0.04,0.12,0.12,0.12,0.16,0.08,0.16,0.24,0.16,0.12,0.12,0.16,0.12,0.2,0.24,0.12,0.16,0.08
10,0.5,0.47000000000000003,0.4,0.2,0.2,0.32,0.28,0.08,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.0,0.12,0.12,0.04,0.0,0.04,0.04,0.4,0.52,0.48,0.48,0.52,0.4,0.28,0.4,0.24,0.36,0.4,0.36,0.52,0.4,0.36,0.36,0.44,0.36,0.32,0.28
10,0.5,0.48,0.24,0.32,0.4,0.24,0.28,0.04,0.0,0.08,0.04,0.0,0.0,0.08,0.04,0.16,0.04,0.16,0.08,0.04,0.12,0.08,0.28,0.36,0.32,0.32,0.4,0.4,0.36,0.48,0.44,0.28,0.28,0.36,0.4,0.24,0.32,0.44,0.36,0.28,0.4,0.36
10,0.5,0.49,0.2,0.24,0.28,0.24,0.32,0.0,0.08,0.12,0.0,0.0,0.04,0.08,0.0,0.04,0.08,0.08,0.08,0.0,0.04,0.04,0.12,0.24,0.12,0.28,0.28,0.24,0.2,0.12,0.12,0.2,0.28,0.28,0.16,0.2,0.2,0.24,0.12,0.08,0.16,0.16
10,0.5,0.5,0.4,0.24,0.32,0.12,0.36,0.04,0.0,0.04,0.2,0.0,0.04,0.0,0.04,0.08,0.04,0.12,0.08,0.0,0.12,0.04,0.56,0.48,0.36,0.4,0.4,0.32,0.4,0.28,0.4,0.4,0.4,0.4,0.4,0.36,0.52,0.36,0.4,0.4,0.4,0.44
20,0.5,0.0,0.08,0.04,0.04,0.0,0.04,0.04,0.0,0.08,0.0,0.0,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.5,0.01,0.04,0.0,0.04,0.0,0.0,0.04,0.12,0.08,0.12,0.0,0.04,0.04,0.04,0.12,0.12,0.08,0.04,0.0,0.04,0.0,0.12,0.08,0.08,0.0,0.12,0.04,0.0,0.16,0.08,0.08,0.08,0.04,0.04,0.12,0.04,0.12,0.04,0.04,0.04,0.0
20,0.5,0.02,0.08,0.0,0.04,0.04,0.04,0.08,0.04,0.12,0.04,0.0,0.0,0.0,0.04,0.12,0.12,0.08,0.04,0.08,0.08,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0
20,0.5,0.03,0.0,0.04,0.04,0.12,0.08,0.0,0.0,0.08,0.08,0.0,0.04,0.12,0.08,0.0,0.04,0.04,0.08,0.0,0.04,0.0,0.08,0.08,0.04,0.08,0.04,0.04,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.04,0.12,0.08,0.04,0.12,0.0,0.04
20,0.5,0.04,0.12,0.12,0.04,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.08,0.04,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04
20,0.5,0.05,0.04,0.08,0.08,0.04,0.04,0.08,0.0,0.08,0.0,0.0,0.04,0.12,0.08,0.04,0.04,0.04,0.04,0.04,0.0,0.08,0.12,0.04,0.12,0.08,0.08,0.04,0.04,0.04,0.08,0.04,0.08,0.0,0.08,0.04,0.04,0.08,0.08,0.04,0.08,0.08
20,0.5,0.06,0.08,0.08,0.04,0.08,0.04,0.08,0.16,0.0,0.04,0.12,0.04,0.0,0.04,0.04,0.16,0.04,0.0,0.12,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.0
20,0.5,0.07,0.12,0.0,0.08,0.0,0.0,0.04,0.04,0.16,0.04,0.04,0.08,0.04,0.08,0.04,0.0,0.04,0.04,0.0,0.04,0.08,0.08,0.16,0.12,0.16,0.08,0.0,0.04,0.04,0.0,0.12,0.12,0.04,0.0,0.04,0.08,0.08,0.08,0.08,0.04,0.08
20,0.5,0.08,0.04,0.12,0.08,0.0,0.08,0.0,0.0,0.12,0.08,0.0,0.08,0.04,0.04,0.04,0.04,0.08,0.08,0.0,0.04,0.08,0.08,0.08,0.12,0.12,0.08,0.04,0.08,0.04,0.12,0.04,0.08,0.04,0.12,0.08,0.04,0.08,0.08,0.08,0.04,0.08
20,0.5,0.09,0.0,0.04,0.08,0.04,0.08,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.08,0.08,0.04,0.08,0.04,0.04,0.08,0.0,0.04,0.0,0.12,0.08,0.08,0.0,0.04,0.04,0.0,0.0,0.12,0.0,0.04,0.04,0.04,0.08,0.04,0.08,0.0
20,0.5,0.1,0.04,0.04,0.12,0.0,0.04,0.12,0.04,0.0,0.0,0.08,0.0,0.08,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.0,0.08,0.12,0.12,0.08,0.04,0.08,0.04,0.0,0.04,0.04,0.08,0.04,0.04,0.0,0.04,0.12,0.12
20,0.5,0.11,0.08,0.08,0.08,0.0,0.04,0.08,0.04,0.0,0.04,0.12,0.12,0.04,0.12,0.08,0.04,0.04,0.04,0.0,0.12,0.04,0.12,0.12,0.2,0.04,0.12,0.12,0.08,0.16,0.12,0.12,0.12,0.04,0.16,0.08,0.12,0.08,0.08,0.16,0.16,0.16
20,0.5,0.12,0.08,0.08,0.12,0.04,0.04,0.04,0.0,0.0,0.04,0.08,0.04,0.0,0.04,0.08,0.16,0.08,0.04,0.04,0.12,0.08,0.12,0.0,0.04,0.08,0.08,0.08,0.2,0.08,0.16,0.08,0.0,0.04,0.08,0.16,0.0,0.04,0.08,0.0,0.04,0.12
20,0.5,0.13,0.08,0.04,0.12,0.04,0.08,0.08,0.08,0.08,0.08,0.12,0.12,0.04,0.04,0.08,0.04,0.2,0.0,0.0,0.04,0.0,0.2,0.12,0.12,0.12,0.12,0.08,0.08,0.16,0.08,0.12,0.12,0.08,0.12,0.08,0.08,0.12,0.16,0.08,0.12,0.12
20,0.5,0.14,0.08,0.04,0.04,0.16,0.04,0.0,0.04,0.08,0.0,0.16,0.0,0.08,0.04,0.04,0.04,0.04,0.08,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04
20,0.5,0.15,0.12,0.08,0.04,0.04,0.04,0.04,0.04,0.08,0.0,0.0,0.08,0.08,0.0,0.12,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.12,0.12,0.16,0.16,0.12,0.2,0.12,0.16,0.2,0.04,0.16,0.12,0.12,0.16,0.2,0.08,0.08,0.12,0.16
20,0.5,0.16,0.12,0.2,0.08,0.08,0.16,0.08,0.04,0.04,0.08,0.04,0.04,0.16,0.08,0.04,0.04,0.12,0.0,0.04,0.08,0.0,0.08,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.08,0.0,0.08,0.16,0.0,0.08,0.04,0.04,0.04,0.04,0.08,0.08
20,0.5,0.17,0.0,0.04,0.04,0.16,0.0,0.04,0.12,0.12,0.12,0.04,0.04,0.12,0.0,0.08,0.04,0.0,0.0,0.0,0.12,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04
20,0.5,0.18,0.08,0.08,0.08,0.08,0.16,0.12,0.12,0.0,0.08,0.08,0.0,0.12,0.04,0.0,0.08,0.04,0.12,0.08,0.04,0.04,0.2,0.16,0.12,0.08,0.12,0.04,0.12,0.16,0.08,0.16,0.12,0.12,0.12,0.16,0.12,0.12,0.16,0.16,0.12,0.16
20,0.5,0.19,0.04,0.12,0.04,0.04,0.32,0.08,0.04,0.16,0.04,0.0,0.0,0.04,0.0,0.16,0.12,0.04,0.04,0.08,0.0,0.08,0.08,0.16,0.2,0.12,0.16,0.08,0.04,0.16,0.12,0.2,0.16,0.12,0.16,0.12,0.04,0.08,0.16,0.16,0.2,0.16
20,0.5,0.2,0.2,0.08,0.16,0.12,0.04,0.0,0.08,0.04,0.04,0.08,0.04,0.04,0.04,0.0,0.08,0.04,0.04,0.08,0.08,0.0,0.08,0.12,0.04,0.12,0.12,0.08,0.08,0.12,0.08,0.12,0.08,0.08,0.08,0.08,0.12,0.04,0.12,0.12,0.16,0.04
20,0.5,0.21,0.08,0.16,0.16,0.2,0.2,0.12,0.0,0.0,0.0,0.04,0.04,0.08,0.12,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.2,0.12,0.12,0.12,0.12,0.16,0.16,0.12,0.16,0.2,0.08,0.2,0.16,0.08,0.16,0.08,0.12,0.12,0.2,0.12
20,0.5,0.22,0.08,0.08,0.04,0.2,0.08,0.0,0.0,0.08,0.0,0.04,0.04,0.04,0.12,0.04,0.04,0.0,0.0,0.04,0.04,0.0,0.2,0.2,0.16,0.16,0.16,0.16,0.12,0.16,0.16,0.2,0.12,0.12,0.16,0.12,0.04,0.12,0.12,0.04,0.28,0.16
20,0.5,0.23,0.12,0.08,0.12,0.16,0.16,0.0,0.08,0.08,0.0,0.04,0.0,0.04,0.12,0.12,0.12,0.0,0.04,0.12,0.08,0.0,0.16,0.12,0.04,0.04,0.08,0.08,0.04,0.12,0.08,0.08,0.08,0.04,0.16,0.16,0.16,0.12,0.08,0.04,0.12,0.16
20,0.5,0.24,0.12,0.32,0.08,0.12,0.16,0.04,0.08,0.0,0.12,0.04,0.12,0.04,0.08,0.04,0.0,0.0,0.0,0.08,0.08,0.04,0.16,0.12,0.08,0.2,0.12,0.16,0.12,0.16,0.16,0.16,0.2,0.12,0.2,0.16,0.24,0.2,0.16,0.08,0.12,0.16
20,0.5,0.25,0.08,0.16,0.08,0.28,0.16,0.04,0.04,0.04,0.0,0.04,0.08,0.12,0.0,0.16,0.12,0.12,0.04,0.08,0.16,0.08,0.24,0.28,0.36,0.4,0.16,0.24,0.28,0.32,0.32,0.32,0.32,0.28,0.2,0.24,0.2,0.12,0.16,0.24,0.24,0.2
