m,block_1,block_2,effect_size,model,row_wise_same,omni_same,mase_same,row_wise_diff,omni_diff,mase_diff,row_wise_precision,omni_precision,mase_precision
50,9,1,0.0,generate_graphs_1,0.04000000000000001,0.04,0.04555555555555555,0.01,0.01,0.05,0.05,0.12,0.09
50,9,1,0.0,generate_graphs_4,0.030000000000000002,0.05666666666666667,0.04333333333333333,0.01,0.02,0.05,0.07,0.09,0.04
50,9,1,0.3,generate_graphs_1,0.03222222222222223,0.03888888888888889,0.05333333333333334,0.04,0.03,0.03,0.14,0.1,0.11
50,9,1,0.3,generate_graphs_4,0.025555555555555557,0.04888888888888889,0.06666666666666667,0.01,0.05,0.03,0.11,0.14,0.07
50,9,1,1.0,generate_graphs_1,0.04777777777777778,0.07111111111111112,0.06888888888888889,0.09,0.18,0.13,0.13,0.22,0.11
50,9,1,1.0,generate_graphs_4,0.04,0.03777777777777778,0.031111111111111114,0.03,0.07,0.03,0.1,0.15,0.1
50,9,2,0.0,generate_graphs_1,0.026666666666666665,0.042222222222222223,0.06555555555555555,0.015,0.045,0.07500000000000001,0.155,0.15,0.165
50,9,2,0.0,generate_graphs_4,0.030000000000000002,0.042222222222222223,0.05444444444444444,0.015,0.035,0.05,0.105,0.19,0.13
50,9,2,0.3,generate_graphs_1,0.04666666666666667,0.04555555555555556,0.03222222222222223,0.025,0.055,0.035,0.175,0.2,0.12
50,9,2,0.3,generate_graphs_4,0.03555555555555556,0.03888888888888889,0.07777777777777778,0.02,0.045,0.09,0.11,0.2,0.165
50,9,2,1.0,generate_graphs_1,0.03444444444444445,0.04333333333333333,0.052222222222222225,0.065,0.14500000000000002,0.06,0.255,0.43,0.17
50,9,2,1.0,generate_graphs_4,0.026666666666666665,0.04666666666666667,0.03666666666666666,0.05500000000000001,0.07,0.035,0.235,0.24,0.12
50,9,3,0.0,generate_graphs_1,0.03444444444444445,0.05777777777777778,0.07,0.013333333333333334,0.04666666666666667,0.07666666666666667,0.18333333333333332,0.2499999999999999,0.23666666666666664
50,9,3,0.0,generate_graphs_4,0.025555555555555557,0.04555555555555556,0.04888888888888889,0.013333333333333334,0.043333333333333335,0.04666666666666667,0.19666666666666657,0.27666666666666656,0.23333333333333328
50,9,3,0.3,generate_graphs_1,0.04555555555555556,0.05555555555555555,0.05888888888888889,0.04666666666666667,0.07666666666666667,0.056666666666666664,0.20333333333333328,0.29666666666666663,0.30999999999999994
50,9,3,0.3,generate_graphs_4,0.02888888888888889,0.04555555555555556,0.06333333333333334,0.016666666666666666,0.05333333333333334,0.07333333333333335,0.2066666666666666,0.2699999999999999,0.2733333333333331
50,9,3,1.0,generate_graphs_1,0.03666666666666667,0.05666666666666667,0.09,0.12,0.3033333333333334,0.11333333333333333,0.3766666666666665,0.5133333333333333,0.26666666666666655
50,9,3,1.0,generate_graphs_4,0.027777777777777776,0.05111111111111111,0.06666666666666667,0.04666666666666667,0.07666666666666667,0.06333333333333334,0.26333333333333314,0.34333333333333316,0.25666666666666643
50,9,4,0.0,generate_graphs_1,0.02333333333333333,0.04111111111111112,0.0688888888888889,0.0125,0.035,0.05750000000000001,0.2775,0.355,0.315
50,9,4,0.0,generate_graphs_4,0.021111111111111112,0.04111111111111111,0.027777777777777776,0.005,0.0625,0.03,0.2375,0.335,0.3025
50,9,4,0.3,generate_graphs_1,0.03444444444444445,0.06444444444444446,0.061111111111111116,0.025,0.08,0.0425,0.2875,0.34,0.31
50,9,4,0.3,generate_graphs_4,0.023333333333333334,0.04777777777777778,0.05333333333333334,0.0125,0.08249999999999999,0.045000000000000005,0.2925,0.3475,0.285
50,9,4,1.0,generate_graphs_1,0.060000000000000005,0.05666666666666667,0.29777777777777775,0.17750000000000002,0.4375,0.3475,0.445,0.65,0.3725
50,9,4,1.0,generate_graphs_4,0.036666666666666674,0.05333333333333333,0.09444444444444444,0.10250000000000001,0.255,0.095,0.415,0.51,0.31
50,9,5,0.0,generate_graphs_1,0.030000000000000002,0.05444444444444444,0.04777777777777778,0.03,0.052000000000000005,0.052000000000000005,0.31999999999999956,0.3399999999999998,0.3499999999999999
50,9,5,0.0,generate_graphs_4,0.025555555555555557,0.06444444444444446,0.05888888888888889,0.014000000000000002,0.06000000000000001,0.06799999999999999,0.30999999999999966,0.3479999999999998,0.3199999999999996
