,$p_{ij}$,test,power
0,0.001,t-test,0.002
1,0.01108080808080808,t-test,0.001
2,0.021161616161616163,t-test,0.002
3,0.031242424242424245,t-test,0.002
4,0.041323232323232324,t-test,0.008
5,0.0514040404040404,t-test,0.007
6,0.06148484848484849,t-test,0.013
7,0.07156565656565657,t-test,0.013
8,0.08164646464646465,t-test,0.016
9,0.09172727272727273,t-test,0.024
10,0.1018080808080808,t-test,0.023
11,0.11188888888888888,t-test,0.022
12,0.12196969696969698,t-test,0.022
13,0.13205050505050506,t-test,0.021
14,0.14213131313131314,t-test,0.03
15,0.15221212121212122,t-test,0.037
16,0.1622929292929293,t-test,0.023
17,0.17237373737373737,t-test,0.027
18,0.18245454545454545,t-test,0.035
19,0.19253535353535353,t-test,0.038
20,0.2026161616161616,t-test,0.054
21,0.2126969696969697,t-test,0.044
22,0.22277777777777777,t-test,0.046
23,0.23285858585858585,t-test,0.036
24,0.24293939393939395,t-test,0.041
25,0.25302020202020203,t-test,0.046
26,0.2631010101010101,t-test,0.039
27,0.2731818181818182,t-test,0.042
28,0.28326262626262627,t-test,0.052
29,0.29334343434343435,t-test,0.047
30,0.30342424242424243,t-test,0.048
31,0.3135050505050505,t-test,0.044
32,0.3235858585858586,t-test,0.047
33,0.33366666666666667,t-test,0.047
34,0.34374747474747475,t-test,0.055
35,0.3538282828282828,t-test,0.041
36,0.3639090909090909,t-test,0.043
37,0.373989898989899,t-test,0.04
38,0.38407070707070706,t-test,0.04
39,0.39415151515151514,t-test,0.044
40,0.4042323232323232,t-test,0.039
41,0.4143131313131313,t-test,0.04
42,0.4243939393939394,t-test,0.037
43,0.43447474747474746,t-test,0.057
44,0.44455555555555554,t-test,0.042
45,0.4546363636363636,t-test,0.063
46,0.4647171717171717,t-test,0.045
47,0.4747979797979798,t-test,0.041
48,0.4848787878787879,t-test,0.047
49,0.494959595959596,t-test,0.045
50,0.5050404040404041,t-test,0.046
51,0.5151212121212121,t-test,0.058
52,0.5252020202020202,t-test,0.04
53,0.5352828282828282,t-test,0.058
54,0.5453636363636364,t-test,0.052
55,0.5554444444444444,t-test,0.048
56,0.5655252525252525,t-test,0.059
57,0.5756060606060606,t-test,0.053
58,0.5856868686868687,t-test,0.043
59,0.5957676767676767,t-test,0.039
60,0.6058484848484849,t-test,0.047
61,0.6159292929292929,t-test,0.041
62,0.626010101010101,t-test,0.047
63,0.636090909090909,t-test,0.045
64,0.6461717171717172,t-test,0.051
65,0.6562525252525253,t-test,0.048
66,0.6663333333333333,t-test,0.051
67,0.6764141414141415,t-test,0.048
68,0.6864949494949495,t-test,0.038
69,0.6965757575757576,t-test,0.036
70,0.7066565656565656,t-test,0.045
71,0.7167373737373738,t-test,0.04
72,0.7268181818181818,t-test,0.043
73,0.7368989898989899,t-test,0.051
74,0.746979797979798,t-test,0.037
75,0.7570606060606061,t-test,0.048
76,0.7671414141414141,t-test,0.056
