,$p_{ij}$,test,power
105,0.0514040404040404,mann-whitney,0.251
106,0.06148484848484849,mann-whitney,0.251
107,0.07156565656565657,mann-whitney,0.234
108,0.08164646464646465,mann-whitney,0.238
109,0.09172727272727273,mann-whitney,0.207
110,0.1018080808080808,mann-whitney,0.191
111,0.11188888888888888,mann-whitney,0.169
112,0.12196969696969698,mann-whitney,0.178
113,0.13205050505050506,mann-whitney,0.179
114,0.14213131313131314,mann-whitney,0.166
115,0.15221212121212122,mann-whitney,0.168
116,0.1622929292929293,mann-whitney,0.162
117,0.17237373737373737,mann-whitney,0.179
118,0.18245454545454545,mann-whitney,0.163
119,0.19253535353535353,mann-whitney,0.151
120,0.2026161616161616,mann-whitney,0.158
121,0.2126969696969697,mann-whitney,0.14
122,0.22277777777777777,mann-whitney,0.168
123,0.23285858585858585,mann-whitney,0.157
124,0.24293939393939395,mann-whitney,0.141
125,0.25302020202020203,mann-whitney,0.163
126,0.2631010101010101,mann-whitney,0.151
127,0.2731818181818182,mann-whitney,0.144
128,0.28326262626262627,mann-whitney,0.172
129,0.29334343434343435,mann-whitney,0.157
130,0.30342424242424243,mann-whitney,0.156
131,0.3135050505050505,mann-whitney,0.152
132,0.3235858585858586,mann-whitney,0.162
133,0.33366666666666667,mann-whitney,0.152
134,0.34374747474747475,mann-whitney,0.147
135,0.3538282828282828,mann-whitney,0.121
136,0.3639090909090909,mann-whitney,0.138
137,0.373989898989899,mann-whitney,0.141
138,0.38407070707070706,mann-whitney,0.13
139,0.39415151515151514,mann-whitney,0.12
140,0.4042323232323232,mann-whitney,0.149
141,0.4143131313131313,mann-whitney,0.138
142,0.4243939393939394,mann-whitney,0.139
143,0.43447474747474746,mann-whitney,0.127
144,0.44455555555555554,mann-whitney,0.119
145,0.4546363636363636,mann-whitney,0.139
146,0.4647171717171717,mann-whitney,0.102
147,0.4747979797979798,mann-whitney,0.147
148,0.4848787878787879,mann-whitney,0.133
149,0.494959595959596,mann-whitney,0.134
150,0.5050404040404041,mann-whitney,0.125
151,0.5151212121212121,mann-whitney,0.132
152,0.5252020202020202,mann-whitney,0.14
153,0.5352828282828282,mann-whitney,0.14
154,0.5453636363636364,mann-whitney,0.132
155,0.5554444444444444,mann-whitney,0.134
156,0.5655252525252525,mann-whitney,0.126
157,0.5756060606060606,mann-whitney,0.14
158,0.5856868686868687,mann-whitney,0.11
159,0.5957676767676767,mann-whitney,0.118
160,0.6058484848484849,mann-whitney,0.128
161,0.6159292929292929,mann-whitney,0.136
162,0.626010101010101,mann-whitney,0.135
163,0.636090909090909,mann-whitney,0.138
164,0.6461717171717172,mann-whitney,0.122
165,0.6562525252525253,mann-whitney,0.148
166,0.6663333333333333,mann-whitney,0.167
167,0.6764141414141415,mann-whitney,0.144
168,0.6864949494949495,mann-whitney,0.124
169,0.6965757575757576,mann-whitney,0.149
170,0.7066565656565656,mann-whitney,0.155
171,0.7167373737373738,mann-whitney,0.148
172,0.7268181818181818,mann-whitney,0.147
173,0.7368989898989899,mann-whitney,0.135
174,0.746979797979798,mann-whitney,0.155
175,0.7570606060606061,mann-whitney,0.159
176,0.7671414141414141,mann-whitney,0.158
177,0.7772222222222223,mann-whitney,0.156
178,0.7873030303030303,mann-whitney,0.168
179,0.7973838383838384,mann-whitney,0.169
180,0.8074646464646464,mann-whitney,0.178
181,0.8175454545454546,mann-whitney,0.156
182,0.8276262626262626,mann-whitney,0.17
183,0.8377070707070707,mann-whitney,0.193
184,0.8477878787878788,mann-whitney,0.166
185,0.8578686868686869,mann-whitney,0.141
186,0.8679494949494949,mann-whitney,0.189
187,0.878030303030303,mann-whitney,0.155
188,0.8881111111111111,mann-whitney,0.166
189,0.8981919191919192,mann-whitney,0.168
190,0.9082727272727272,mann-whitney,0.21
191,0.9183535353535354,mann-whitney,0.209
192,0.9284343434343434,mann-whitney,0.225
193,0.9385151515151515,mann-whitney,0.247
194,0.9485959595959595,mann-whitney,0.26
195,0.9586767676767677,mann-whitney,0.283
196,0.9687575757575758,mann-whitney,0.297
197,0.9788383838383838,mann-whitney,0.374
198,0.988919191919192,mann-whitney,0.41
199,0.999,mann-whitney,0.429
200,0.001,fisher,0.042
201,0.01108080808080808,fisher,0.072
202,0.021161616161616163,fisher,0.058
203,0.031242424242424245,fisher,0.06
204,0.041323232323232324,fisher,0.072
205,0.0514040404040404,fisher,0.067
206,0.06148484848484849,fisher,0.077
207,0.07156565656565657,fisher,0.072
208,0.08164646464646465,fisher,0.09
209,0.09172727272727273,fisher,0.069
210,0.1018080808080808,fisher,0.067
211,0.11188888888888888,fisher,0.061
212,0.12196969696969698,fisher,0.062
213,0.13205050505050506,fisher,0.063
214,0.14213131313131314,fisher,0.057
215,0.15221212121212122,fisher,0.068
216,0.1622929292929293,fisher,0.052
217,0.17237373737373737,fisher,0.067
218,0.18245454545454545,fisher,0.066
219,0.19253535353535353,fisher,0.067
220,0.2026161616161616,fisher,0.063
221,0.2126969696969697,fisher,0.066
222,0.22277777777777777,fisher,0.066
223,0.23285858585858585,fisher,0.063
224,0.24293939393939395,fisher,0.054
225,0.25302020202020203,fisher,0.06
226,0.2631010101010101,fisher,0.053
227,0.2731818181818182,fisher,0.054
228,0.28326262626262627,fisher,0.069
229,0.29334343434343435,fisher,0.05
230,0.30342424242424243,fisher,0.05
231,0.3135050505050505,fisher,0.052
232,0.3235858585858586,fisher,0.05
233,0.33366666666666667,fisher,0.051
234,0.34374747474747475,fisher,0.052
235,0.3538282828282828,fisher,0.046
236,0.3639090909090909,fisher,0.056
237,0.373989898989899,fisher,0.054
238,0.38407070707070706,fisher,0.062
239,0.39415151515151514,fisher,0.047
240,0.4042323232323232,fisher,0.064
241,0.4143131313131313,fisher,0.064
242,0.4243939393939394,fisher,0.053
243,0.43447474747474746,fisher,0.058
244,0.44455555555555554,fisher,0.052
245,0.4546363636363636,fisher,0.07
246,0.4647171717171717,fisher,0.051
247,0.4747979797979798,fisher,0.06
248,0.4848787878787879,fisher,0.055
249,0.494959595959596,fisher,0.061
250,0.5050404040404041,fisher,0.063
251,0.5151212121212121,fisher,0.055
252,0.5252020202020202,fisher,0.063
253,0.5352828282828282,fisher,0.06
254,0.5453636363636364,fisher,0.064
255,0.5554444444444444,fisher,0.059
256,0.5655252525252525,fisher,0.062
257,0.5756060606060606,fisher,0.061
258,0.5856868686868687,fisher,0.046
259,0.5957676767676767,fisher,0.045
260,0.6058484848484849,fisher,0.046
261,0.6159292929292929,fisher,0.066
262,0.626010101010101,fisher,0.053
263,0.636090909090909,fisher,0.062
264,0.6461717171717172,fisher,0.049
265,0.6562525252525253,fisher,0.057
266,0.6663333333333333,fisher,0.072
267,0.6764141414141415,fisher,0.065
268,0.6864949494949495,fisher,0.051
269,0.6965757575757576,fisher,0.052
270,0.7066565656565656,fisher,0.051
271,0.7167373737373738,fisher,0.056
272,0.7268181818181818,fisher,0.044
273,0.7368989898989899,fisher,0.045
274,0.746979797979798,fisher,0.054
275,0.7570606060606061,fisher,0.061
276,0.7671414141414141,fisher,0.047
277,0.7772222222222223,fisher,0.065
278,0.7873030303030303,fisher,0.066
279,0.7973838383838384,fisher,0.058
280,0.8074646464646464,fisher,0.078
281,0.8175454545454546,fisher,0.049
282,0.8276262626262626,fisher,0.056
283,0.8377070707070707,fisher,0.066
284,0.8477878787878788,fisher,0.059
285,0.8578686868686869,fisher,0.048
286,0.8679494949494949,fisher,0.065
287,0.878030303030303,fisher,0.053
288,0.8881111111111111,fisher,0.055
289,0.8981919191919192,fisher,0.061
290,0.9082727272727272,fisher,0.066
291,0.9183535353535354,fisher,0.067
292,0.9284343434343434,fisher,0.065
293,0.9385151515151515,fisher,0.068
294,0.9485959595959595,fisher,0.053
295,0.9586767676767677,fisher,0.06
296,0.9687575757575758,fisher,0.068
297,0.9788383838383838,fisher,0.054
298,0.988919191919192,fisher,0.052
299,0.999,fisher,0.03
