p,delta,m,precision_at_1,precision_at_2,precision_at_3,precision_at_4,precision_at_5,precision_at_6,precision_at_7,precision_at_8,precision_at_9,precision_at_10,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_6,recall_at_7,recall_at_8,recall_at_9,recall_at_10
0.5,0.19191919191919193,160.0,1.0,0.99,0.9833333333333333,0.9775,0.9659999999999997,0.9549999999999998,0.9314285714285715,0.89625,0.8633333333333327,0.824,0.09999999999999981,0.19799999999999962,0.2950000000000005,0.3909999999999993,0.4829999999999999,0.5730000000000007,0.6520000000000009,0.7170000000000003,0.7769999999999996,0.824
0.5,0.196969696969697,160.0,1.0,1.0,1.0,0.9975,0.9899999999999999,0.9816666666666667,0.9642857142857144,0.9325,0.90111111111111,0.8499999999999999,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.3989999999999993,0.49499999999999994,0.5890000000000009,0.675000000000001,0.746,0.8109999999999995,0.8499999999999999
0.5,0.20202020202020204,160.0,0.99,0.99,0.9900000000000001,0.9875,0.9839999999999999,0.9833333333333332,0.9642857142857143,0.9375,0.8944444444444432,0.8529999999999996,0.09899999999999981,0.19799999999999962,0.29700000000000043,0.3949999999999993,0.49199999999999994,0.5900000000000009,0.6750000000000012,0.7499999999999996,0.8049999999999998,0.8529999999999996
0.5,0.2070707070707071,160.0,1.0,1.0,1.0,1.0,0.99,0.9833333333333333,0.9657142857142857,0.95,0.919999999999999,0.8790000000000002,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.495,0.5900000000000009,0.6760000000000013,0.7599999999999995,0.828,0.8790000000000002
0.5,0.21212121212121213,160.0,1.0,1.0,0.9966666666666666,0.99,0.9859999999999998,0.9783333333333333,0.9699999999999999,0.9525,0.9211111111111104,0.888,0.09999999999999981,0.19999999999999962,0.2990000000000005,0.3959999999999993,0.4929999999999999,0.5870000000000009,0.6790000000000012,0.761999999999999,0.8289999999999997,0.888
0.5,0.21717171717171718,160.0,1.0,1.0,0.9966666666666667,0.9975,0.996,0.9899999999999999,0.9814285714285716,0.97,0.9477777777777768,0.9100000000000003,0.09999999999999981,0.19999999999999962,0.2990000000000005,0.3989999999999992,0.498,0.5940000000000009,0.6870000000000012,0.7759999999999989,0.8530000000000002,0.9100000000000003
0.5,0.22222222222222224,160.0,1.0,1.0,1.0,1.0,0.996,0.995,0.9899999999999999,0.97625,0.9588888888888881,0.9190000000000004,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.498,0.597000000000001,0.6930000000000013,0.7809999999999991,0.8630000000000001,0.9190000000000004
0.5,0.2272727272727273,160.0,1.0,1.0,1.0,1.0,0.9939999999999999,0.9916666666666666,0.9828571428571429,0.96875,0.9488888888888884,0.9180000000000001,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.49699999999999994,0.595000000000001,0.6880000000000013,0.7749999999999991,0.8540000000000002,0.9180000000000001
0.5,0.23232323232323235,160.0,1.0,1.0,1.0,1.0,1.0,0.9983333333333334,0.9942857142857143,0.9875,0.974444444444444,0.9290000000000002,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.599000000000001,0.6960000000000012,0.7899999999999987,0.8770000000000004,0.9290000000000002
0.5,0.2373737373737374,160.0,1.0,1.0,1.0,0.9975,0.998,0.9983333333333334,0.9942857142857143,0.985,0.974444444444444,0.9410000000000004,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.3989999999999993,0.499,0.599000000000001,0.6960000000000012,0.7879999999999988,0.8770000000000003,0.9410000000000004
0.5,0.24242424242424243,160.0,1.0,1.0,1.0,1.0,0.998,0.9983333333333334,0.9957142857142859,0.99375,0.983333333333333,0.9540000000000002,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.499,0.599000000000001,0.6970000000000012,0.7949999999999987,0.8850000000000006,0.9540000000000002
0.5,0.2474747474747475,160.0,1.0,1.0,1.0,1.0,0.998,0.9966666666666667,0.9971428571428572,0.99375,0.983333333333333,0.9620000000000006,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.499,0.598000000000001,0.6980000000000013,0.7949999999999987,0.8850000000000002,0.9620000000000006
0.5,0.25252525252525254,160.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985714285714287,0.9975,0.983333333333333,0.958,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.6990000000000013,0.7979999999999986,0.8850000000000005,0.958
0.5,0.2575757575757576,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9888888888888887,0.9680000000000004,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.8900000000000007,0.9680000000000004
0.5,0.26262626262626265,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975,0.9922222222222223,0.9830000000000001,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7979999999999986,0.893000000000001,0.9830000000000001
0.5,0.2676767676767677,160.0,1.0,1.0,1.0,1.0,1.0,0.9983333333333334,0.9971428571428571,0.99625,0.9933333333333332,0.9840000000000001,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.599000000000001,0.6980000000000013,0.7969999999999986,0.8940000000000008,0.9840000000000001
0.5,0.27272727272727276,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977777777777778,0.9830000000000002,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.8980000000000008,0.9830000000000002
0.5,0.2777777777777778,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9977777777777778,0.9860000000000003,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.8980000000000008,0.9860000000000003
0.5,0.2828282828282829,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9910000000000002,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,0.9910000000000002
0.5,0.2878787878787879,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988888888888888,0.996,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.8990000000000009,0.996
0.5,0.29292929292929293,160.0,1.0,1.0,1.0,1.0,0.998,0.9983333333333334,0.9985714285714287,0.99875,0.9977777777777778,0.995,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.499,0.599000000000001,0.6990000000000013,0.7989999999999985,0.8980000000000008,0.995
0.5,0.297979797979798,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940000000000002,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,0.9940000000000002
0.5,0.30303030303030304,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.3080808080808081,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,0.996
0.5,0.31313131313131315,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980000000000001,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,0.9980000000000001
0.5,0.31818181818181823,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,0.998
0.5,0.32323232323232326,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.3282828282828283,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990000000000001,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,0.9990000000000001
0.5,0.33333333333333337,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.3383838383838384,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.3434343434343435,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990000000000001,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,0.9990000000000001
0.5,0.3484848484848485,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990000000000001,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,0.9990000000000001
0.5,0.3535353535353536,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.3585858585858586,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.36363636363636365,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.36868686868686873,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.37373737373737376,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.37878787878787884,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.38383838383838387,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.3888888888888889,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.393939393939394,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.398989898989899,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4040404040404041,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4090909090909091,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4141414141414142,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4191919191919192,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.42424242424242425,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.42929292929292934,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.43434343434343436,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.43939393939393945,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4444444444444445,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.44949494949494956,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4545454545454546,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4595959595959596,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4646464646464647,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4696969696969697,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.4747474747474748,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.47979797979797983,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.48484848484848486,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.48989898989898994,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.494949494949495,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.5,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09999999999999981,0.19999999999999962,0.3000000000000005,0.39999999999999925,0.5,0.600000000000001,0.7000000000000013,0.7999999999999985,0.9000000000000008,1.0
0.5,0.0,170.0,0.04,0.04,0.04,0.0525,0.05000000000000002,0.04999999999999999,0.04999999999999999,0.05125,0.04777777777777778,0.049000000000000016,0.004,0.008,0.012,0.021000000000000008,0.02500000000000001,0.030000000000000013,0.03500000000000002,0.041000000000000016,0.04300000000000002,0.049000000000000016
0.5,0.005050505050505051,170.0,0.03,0.05,0.059999999999999984,0.06,0.05400000000000002,0.055,0.05714285714285716,0.0575,0.05888888888888886,0.05699999999999998,0.0030000000000000005,0.009999999999999998,0.018000000000000006,0.024000000000000007,0.02700000000000001,0.03300000000000002,0.040000000000000015,0.04600000000000001,0.053000000000000005,0.05699999999999998
0.5,0.010101010101010102,170.0,0.03,0.03,0.03333333333333333,0.0375,0.05000000000000002,0.04666666666666666,0.04714285714285713,0.05,0.047777777777777766,0.051,0.0030000000000000005,0.006,0.009999999999999998,0.015000000000000003,0.02500000000000001,0.028000000000000014,0.03300000000000002,0.040000000000000015,0.04300000000000002,0.051
0.5,0.015151515151515152,170.0,0.05,0.07,0.07666666666666663,0.075,0.07200000000000002,0.07166666666666668,0.07142857142857147,0.0675,0.06999999999999994,0.06699999999999993,0.005,0.014000000000000002,0.023000000000000007,0.030000000000000013,0.03600000000000001,0.04300000000000001,0.04999999999999999,0.053999999999999986,0.06299999999999996,0.06699999999999993
0.5,0.020202020202020204,170.0,0.08,0.07,0.0733333333333333,0.0725,0.06600000000000002,0.0666666666666667,0.07000000000000003,0.07,0.07333333333333329,0.07399999999999997,0.008,0.014000000000000002,0.022000000000000006,0.02900000000000001,0.03300000000000001,0.040000000000000015,0.048999999999999995,0.05599999999999999,0.06599999999999998,0.07399999999999997
0.5,0.025252525252525256,170.0,0.07,0.08,0.08333333333333331,0.0875,0.08200000000000005,0.085,0.08714285714285719,0.08625,0.08222222222222215,0.08099999999999996,0.006999999999999999,0.016000000000000004,0.02500000000000001,0.035000000000000024,0.04100000000000002,0.051000000000000004,0.061000000000000006,0.06899999999999999,0.07399999999999998,0.08099999999999996
0.5,0.030303030303030304,170.0,0.1,0.09,0.1,0.095,0.09600000000000003,0.09333333333333335,0.08714285714285719,0.09,0.09222222222222218,0.08999999999999998,0.009999999999999998,0.018000000000000002,0.03000000000000001,0.038000000000000006,0.048000000000000015,0.05599999999999998,0.06099999999999998,0.07199999999999995,0.08299999999999998,0.08999999999999998
0.5,0.03535353535353536,170.0,0.15,0.12,0.12000000000000004,0.1075,0.10399999999999993,0.10333333333333329,0.10714285714285715,0.1025,0.09777777777777769,0.09599999999999995,0.015000000000000003,0.024000000000000007,0.036000000000000025,0.04300000000000001,0.05199999999999996,0.061999999999999965,0.07499999999999997,0.08199999999999996,0.08799999999999995,0.09599999999999995
0.5,0.04040404040404041,170.0,0.19,0.18,0.17000000000000004,0.15,0.1399999999999999,0.13499999999999995,0.13571428571428576,0.13125,0.12777777777777763,0.1239999999999999,0.019000000000000006,0.036000000000000025,0.05099999999999999,0.059999999999999956,0.06999999999999995,0.08099999999999996,0.09499999999999995,0.10499999999999991,0.11499999999999991,0.1239999999999999
0.5,0.045454545454545456,170.0,0.22,0.19,0.16666666666666669,0.1425,0.12999999999999998,0.12333333333333339,0.12714285714285725,0.12375,0.1266666666666665,0.12199999999999989,0.022000000000000006,0.03800000000000003,0.04999999999999999,0.056999999999999974,0.06499999999999999,0.07399999999999998,0.08899999999999995,0.09899999999999994,0.11399999999999993,0.12199999999999989
0.5,0.05050505050505051,170.0,0.19,0.18,0.17999999999999997,0.17,0.1579999999999999,0.1466666666666666,0.14714285714285713,0.1375,0.13777777777777767,0.1349999999999999,0.019000000000000006,0.03600000000000002,0.05399999999999998,0.06799999999999996,0.07899999999999995,0.08799999999999994,0.10299999999999992,0.10999999999999993,0.12399999999999993,0.1349999999999999
0.5,0.05555555555555556,170.0,0.37,0.32,0.2933333333333332,0.25,0.22199999999999975,0.21166666666666678,0.20285714285714285,0.195,0.192222222222222,0.18199999999999988,0.03700000000000002,0.064,0.08799999999999995,0.09999999999999991,0.11099999999999988,0.1269999999999999,0.14199999999999985,0.1559999999999998,0.17299999999999988,0.18199999999999988
0.5,0.06060606060606061,170.0,0.3,0.255,0.2533333333333332,0.2425,0.22399999999999978,0.21,0.20428571428571415,0.19,0.18888888888888858,0.18099999999999994,0.030000000000000013,0.051,0.07599999999999996,0.09699999999999992,0.11199999999999989,0.12599999999999986,0.14299999999999982,0.1519999999999998,0.16999999999999985,0.18099999999999994
0.5,0.06565656565656566,170.0,0.37,0.33,0.31,0.2825,0.2579999999999998,0.25166666666666676,0.23428571428571413,0.22125,0.21444444444444413,0.20599999999999993,0.03700000000000002,0.06599999999999998,0.09299999999999992,0.11299999999999988,0.1289999999999999,0.15099999999999988,0.16399999999999992,0.17699999999999996,0.19299999999999998,0.20599999999999993
0.5,0.07070707070707072,170.0,0.46,0.4,0.3566666666666667,0.32,0.30599999999999977,0.29333333333333333,0.2728571428571426,0.255,0.2455555555555552,0.23799999999999996,0.046,0.07999999999999996,0.1069999999999999,0.12799999999999984,0.15299999999999989,0.176,0.19099999999999995,0.2039999999999999,0.22099999999999992,0.23799999999999996
0.5,0.07575757575757576,170.0,0.46,0.425,0.44999999999999984,0.4025,0.36399999999999993,0.335,0.3242857142857142,0.3025,0.28666666666666624,0.27399999999999985,0.046,0.08499999999999996,0.1349999999999999,0.16099999999999992,0.18199999999999997,0.20099999999999996,0.22699999999999995,0.24199999999999997,0.25799999999999984,0.27399999999999985
0.5,0.08080808080808081,170.0,0.53,0.47,0.45000000000000023,0.3975,0.36199999999999966,0.3449999999999999,0.32857142857142835,0.31375,0.29999999999999954,0.284,0.05299999999999997,0.0939999999999999,0.1349999999999999,0.1589999999999999,0.18099999999999983,0.20699999999999996,0.22999999999999987,0.2509999999999999,0.26999999999999996,0.284
0.5,0.08585858585858587,170.0,0.59,0.59,0.5333333333333331,0.475,0.4299999999999999,0.43,0.4042857142857143,0.3825,0.36333333333333306,0.3479999999999998,0.05899999999999995,0.11799999999999983,0.1599999999999998,0.18999999999999992,0.21499999999999994,0.25799999999999984,0.2829999999999998,0.3059999999999998,0.3269999999999999,0.3479999999999998
0.5,0.09090909090909091,170.0,0.66,0.57,0.5466666666666665,0.5075,0.49999999999999994,0.47,0.43142857142857133,0.40375,0.3833333333333331,0.3659999999999997,0.06599999999999992,0.11399999999999987,0.16399999999999987,0.20299999999999996,0.24999999999999997,0.2819999999999999,0.302,0.32299999999999995,0.34499999999999986,0.3659999999999997
0.5,0.09595959595959597,170.0,0.75,0.685,0.6133333333333334,0.585,0.5319999999999998,0.48333333333333334,0.46,0.445,0.4177777777777776,0.3949999999999998,0.0749999999999999,0.13699999999999982,0.18399999999999994,0.234,0.2659999999999999,0.2899999999999999,0.32199999999999995,0.3559999999999997,0.3759999999999998,0.3949999999999998
0.5,0.10101010101010102,170.0,0.73,0.69,0.6399999999999999,0.5875,0.5399999999999999,0.49833333333333313,0.47571428571428565,0.44875,0.4244444444444445,0.407,0.0729999999999999,0.1379999999999998,0.192,0.2350000000000001,0.26999999999999996,0.29899999999999993,0.33299999999999996,0.359,0.382,0.407
0.5,0.10606060606060606,170.0,0.77,0.755,0.6699999999999997,0.6225,0.58,0.56,0.5199999999999999,0.49125,0.463333333333333,0.4309999999999998,0.07699999999999989,0.15099999999999975,0.20099999999999998,0.24900000000000003,0.29,0.3360000000000001,0.36399999999999977,0.39299999999999985,0.41699999999999987,0.4309999999999998
0.5,0.11111111111111112,170.0,0.84,0.735,0.6766666666666664,0.605,0.5660000000000003,0.5266666666666666,0.49857142857142867,0.4775,0.4566666666666667,0.4359999999999998,0.08399999999999987,0.14699999999999977,0.2029999999999999,0.24200000000000002,0.28300000000000014,0.316,0.34899999999999975,0.38199999999999973,0.4109999999999998,0.4359999999999998
0.5,0.11616161616161617,170.0,0.9,0.855,0.7900000000000003,0.7475,0.6979999999999997,0.6516666666666667,0.612857142857143,0.58125,0.5388888888888889,0.5049999999999999,0.08999999999999984,0.17099999999999974,0.23700000000000002,0.2990000000000001,0.34899999999999987,0.39099999999999985,0.4289999999999998,0.46499999999999986,0.48499999999999993,0.5049999999999999
0.5,0.12121212121212122,170.0,0.89,0.88,0.8300000000000003,0.7825,0.7279999999999993,0.6800000000000002,0.6442857142857141,0.60625,0.5822222222222223,0.5450000000000003,0.08899999999999984,0.17599999999999968,0.24900000000000008,0.313,0.36399999999999966,0.40799999999999975,0.4509999999999998,0.485,0.5240000000000001,0.5450000000000003
0.5,0.12626262626262627,170.0,0.94,0.855,0.8333333333333336,0.77,0.7179999999999999,0.666666666666667,0.6214285714285713,0.5925,0.5577777777777778,0.535,0.09399999999999982,0.17099999999999974,0.25000000000000017,0.308,0.35899999999999993,0.3999999999999998,0.4349999999999998,0.47399999999999987,0.5019999999999999,0.535
0.5,0.13131313131313133,170.0,0.94,0.915,0.8533333333333334,0.81,0.7739999999999992,0.7233333333333336,0.6814285714285713,0.6575,0.6155555555555556,0.5820000000000003,0.09399999999999982,0.1829999999999997,0.2560000000000001,0.3239999999999999,0.3869999999999996,0.4339999999999997,0.47699999999999987,0.5260000000000001,0.5540000000000002,0.5820000000000003
0.5,0.13636363636363638,170.0,0.95,0.905,0.8633333333333334,0.8375,0.8019999999999992,0.7650000000000001,0.734285714285714,0.6925,0.6555555555555553,0.6180000000000003,0.09499999999999982,0.1809999999999997,0.2590000000000002,0.33499999999999985,0.4009999999999996,0.4589999999999998,0.5140000000000001,0.5540000000000002,0.5900000000000003,0.6180000000000003
