p,delta,m,precision_at_1,precision_at_2,precision_at_3,precision_at_4,precision_at_5,precision_at_6,precision_at_7,precision_at_8,precision_at_9,precision_at_10,recall_at_1,recall_at_2,recall_at_3,recall_at_4,recall_at_5,recall_at_6,recall_at_7,recall_at_8,recall_at_9,recall_at_10
0.5,0.12121212121212122,10.0,0.1,0.07,0.08666666666666666,0.095,0.09400000000000003,0.08833333333333333,0.08428571428571431,0.09125,0.09222222222222215,0.09199999999999996,0.009999999999999998,0.013999999999999999,0.026000000000000006,0.03800000000000003,0.047000000000000014,0.05300000000000002,0.059000000000000004,0.07299999999999998,0.08299999999999995,0.09199999999999996
0.5,0.12626262626262627,10.0,0.09,0.09,0.07999999999999996,0.07,0.07800000000000004,0.08333333333333336,0.08285714285714291,0.08375,0.08777777777777769,0.08299999999999993,0.009,0.018000000000000006,0.024000000000000007,0.02800000000000001,0.03900000000000002,0.04999999999999998,0.05799999999999997,0.06699999999999998,0.07899999999999997,0.08299999999999993
0.5,0.13131313131313133,10.0,0.07,0.105,0.09333333333333332,0.1075,0.09600000000000002,0.10000000000000002,0.09857142857142859,0.09125,0.09222222222222215,0.09099999999999996,0.006999999999999999,0.021000000000000005,0.02800000000000001,0.043000000000000024,0.04800000000000001,0.059999999999999984,0.06899999999999996,0.07299999999999997,0.08299999999999998,0.09099999999999996
0.5,0.13636363636363638,10.0,0.17,0.14,0.12333333333333338,0.12,0.11599999999999999,0.10999999999999999,0.10714285714285715,0.1075,0.10444444444444435,0.10599999999999994,0.017000000000000005,0.02800000000000001,0.03700000000000001,0.048,0.057999999999999996,0.066,0.07499999999999998,0.08599999999999997,0.09399999999999993,0.10599999999999994
0.5,0.14141414141414144,10.0,0.12,0.12,0.12000000000000004,0.1125,0.10399999999999995,0.10499999999999994,0.09571428571428572,0.0975,0.09333333333333325,0.08899999999999993,0.012,0.024000000000000007,0.03600000000000002,0.045,0.05199999999999998,0.06299999999999994,0.06699999999999996,0.07799999999999994,0.08399999999999995,0.08899999999999993
0.5,0.14646464646464646,10.0,0.08,0.1,0.09666666666666666,0.0925,0.098,0.09666666666666669,0.09285714285714289,0.0925,0.09333333333333327,0.08999999999999994,0.008,0.020000000000000004,0.029000000000000012,0.03700000000000002,0.049,0.05799999999999999,0.06499999999999999,0.07399999999999997,0.08399999999999995,0.08999999999999994
0.5,0.15151515151515152,10.0,0.09,0.105,0.09666666666666666,0.0975,0.08800000000000001,0.08833333333333333,0.09142857142857143,0.0875,0.09333333333333323,0.09099999999999993,0.009,0.021000000000000005,0.029000000000000015,0.03900000000000002,0.044000000000000004,0.05299999999999997,0.06399999999999997,0.06999999999999998,0.08399999999999994,0.09099999999999993
0.5,0.15656565656565657,10.0,0.18,0.15,0.15000000000000002,0.14,0.13999999999999996,0.12666666666666662,0.1285714285714286,0.12375,0.12444444444444429,0.11899999999999988,0.018000000000000006,0.030000000000000013,0.04500000000000001,0.05599999999999999,0.06999999999999998,0.07599999999999996,0.08999999999999993,0.09899999999999992,0.11199999999999989,0.11899999999999988
0.5,0.16161616161616163,10.0,0.14,0.12,0.1066666666666667,0.1025,0.098,0.10166666666666666,0.09571428571428575,0.095,0.09444444444444432,0.09799999999999988,0.014000000000000002,0.024000000000000007,0.032000000000000015,0.04100000000000002,0.049,0.06099999999999998,0.06699999999999998,0.07599999999999998,0.08499999999999995,0.09799999999999988
0.5,0.16666666666666669,10.0,0.19,0.17,0.1533333333333334,0.1625,0.1399999999999999,0.1316666666666666,0.14,0.13375,0.1266666666666665,0.12599999999999992,0.019000000000000006,0.034000000000000016,0.045999999999999985,0.06499999999999997,0.06999999999999995,0.07899999999999995,0.09799999999999992,0.1069999999999999,0.1139999999999999,0.12599999999999992
0.5,0.17171717171717174,10.0,0.15,0.15,0.13666666666666674,0.125,0.13199999999999995,0.1266666666666666,0.12714285714285714,0.12625,0.1277777777777776,0.12399999999999985,0.015000000000000003,0.030000000000000013,0.041000000000000016,0.05,0.06599999999999998,0.07599999999999996,0.08899999999999995,0.10099999999999994,0.1149999999999999,0.12399999999999985
0.5,0.1767676767676768,10.0,0.14,0.155,0.1533333333333334,0.15,0.1319999999999999,0.13333333333333328,0.12285714285714286,0.1175,0.1188888888888887,0.11899999999999983,0.014000000000000002,0.031000000000000014,0.046000000000000006,0.05999999999999996,0.06599999999999995,0.07999999999999995,0.08599999999999992,0.09399999999999992,0.10699999999999985,0.11899999999999983
0.5,0.18181818181818182,10.0,0.22,0.18,0.16666666666666674,0.1525,0.14399999999999993,0.14333333333333326,0.12999999999999998,0.12,0.12111111111111099,0.12599999999999986,0.022000000000000006,0.03600000000000002,0.05,0.06099999999999998,0.07199999999999997,0.08599999999999997,0.09099999999999996,0.09599999999999995,0.1089999999999999,0.12599999999999986
0.5,0.18686868686868688,10.0,0.15,0.18,0.17666666666666667,0.18,0.16399999999999992,0.1583333333333333,0.1542857142857143,0.1475,0.13999999999999982,0.13299999999999987,0.015000000000000003,0.03600000000000002,0.05299999999999998,0.07199999999999997,0.08199999999999996,0.09499999999999993,0.1079999999999999,0.11799999999999988,0.1259999999999999,0.13299999999999987
0.5,0.19191919191919193,10.0,0.3,0.25,0.23333333333333325,0.2225,0.20399999999999985,0.17999999999999988,0.17285714285714282,0.1625,0.15333333333333315,0.14599999999999985,0.030000000000000013,0.05,0.06999999999999994,0.08899999999999991,0.10199999999999992,0.1079999999999999,0.12099999999999993,0.12999999999999992,0.1379999999999999,0.14599999999999985
0.5,0.196969696969697,10.0,0.16,0.155,0.14333333333333342,0.1575,0.1559999999999999,0.14666666666666658,0.14,0.14,0.1355555555555554,0.1349999999999999,0.016000000000000004,0.031000000000000014,0.04300000000000001,0.06299999999999996,0.07799999999999994,0.08799999999999994,0.09799999999999993,0.11199999999999989,0.12199999999999989,0.1349999999999999
0.5,0.20202020202020204,10.0,0.28,0.205,0.19,0.1925,0.17399999999999985,0.16166666666666654,0.1571428571428571,0.15125,0.15111111111111092,0.14799999999999988,0.02800000000000001,0.04100000000000002,0.05699999999999997,0.07699999999999993,0.08699999999999992,0.0969999999999999,0.10999999999999992,0.12099999999999987,0.13599999999999984,0.14799999999999988
0.5,0.2070707070707071,10.0,0.27,0.205,0.2066666666666666,0.1975,0.19599999999999984,0.185,0.17428571428571427,0.1725,0.16333333333333308,0.16299999999999984,0.02700000000000001,0.041000000000000016,0.061999999999999965,0.07899999999999992,0.09799999999999992,0.11099999999999989,0.12199999999999987,0.13799999999999982,0.1469999999999998,0.16299999999999984
0.5,0.21212121212121213,10.0,0.21,0.235,0.20666666666666667,0.1825,0.17399999999999988,0.16999999999999996,0.1685714285714285,0.16125,0.15777777777777766,0.1529999999999999,0.021000000000000005,0.047,0.06199999999999997,0.07299999999999997,0.08699999999999994,0.10199999999999991,0.11799999999999992,0.12899999999999992,0.14199999999999993,0.1529999999999999
0.5,0.21717171717171718,10.0,0.32,0.265,0.22999999999999993,0.22,0.2139999999999998,0.19333333333333336,0.1857142857142856,0.1825,0.17111111111111094,0.16499999999999979,0.032000000000000015,0.05299999999999999,0.06899999999999995,0.08799999999999994,0.1069999999999999,0.1159999999999999,0.12999999999999987,0.14599999999999985,0.15399999999999983,0.16499999999999979
0.5,0.22222222222222224,10.0,0.29,0.28,0.24666666666666653,0.22,0.20799999999999977,0.1999999999999999,0.18857142857142847,0.185,0.18666666666666645,0.17999999999999997,0.029000000000000012,0.05599999999999998,0.07399999999999995,0.0879999999999999,0.10399999999999988,0.11999999999999987,0.1319999999999999,0.1479999999999999,0.1679999999999999,0.17999999999999997
0.5,0.2272727272727273,10.0,0.26,0.225,0.20333333333333325,0.19,0.18799999999999983,0.175,0.18285714285714277,0.17375,0.1677777777777776,0.16699999999999993,0.02600000000000001,0.045,0.06099999999999997,0.07599999999999996,0.09399999999999992,0.1049999999999999,0.12799999999999995,0.1389999999999999,0.15099999999999988,0.16699999999999993
0.5,0.23232323232323235,10.0,0.2,0.255,0.2466666666666665,0.2275,0.21399999999999977,0.20833333333333337,0.20428571428571415,0.20125,0.1888888888888887,0.17899999999999994,0.020000000000000004,0.051,0.07399999999999994,0.09099999999999994,0.10699999999999989,0.12499999999999988,0.14299999999999985,0.16099999999999984,0.16999999999999996,0.17899999999999994
0.5,0.2373737373737374,10.0,0.29,0.27,0.24333333333333326,0.23,0.22799999999999973,0.215,0.20999999999999983,0.2025,0.19888888888888864,0.19199999999999995,0.029000000000000012,0.053999999999999986,0.07299999999999994,0.09199999999999994,0.11399999999999987,0.12899999999999984,0.14699999999999983,0.1619999999999999,0.17899999999999994,0.19199999999999995
0.5,0.24242424242424243,10.0,0.32,0.26,0.24666666666666642,0.235,0.2159999999999998,0.21666666666666665,0.21999999999999983,0.2125,0.20222222222222194,0.19699999999999993,0.032000000000000015,0.051999999999999984,0.07399999999999993,0.09399999999999993,0.1079999999999999,0.1299999999999998,0.1539999999999998,0.16999999999999985,0.18199999999999988,0.19699999999999993
0.5,0.2474747474747475,10.0,0.34,0.295,0.24666666666666662,0.2225,0.2139999999999998,0.2016666666666667,0.19285714285714273,0.18125,0.17444444444444426,0.17299999999999993,0.034000000000000016,0.058999999999999976,0.07399999999999994,0.08899999999999991,0.1069999999999999,0.12099999999999987,0.13499999999999987,0.14499999999999985,0.15699999999999992,0.17299999999999993
0.5,0.25252525252525254,10.0,0.33,0.265,0.25,0.2375,0.2259999999999998,0.22000000000000008,0.21714285714285708,0.2025,0.1966666666666664,0.19399999999999998,0.033000000000000015,0.053,0.07499999999999997,0.09499999999999992,0.1129999999999999,0.1319999999999999,0.15199999999999986,0.16199999999999984,0.17699999999999988,0.19399999999999998
0.5,0.2575757575757576,10.0,0.38,0.28,0.2566666666666666,0.2375,0.24399999999999977,0.24166666666666664,0.22857142857142843,0.22375,0.21333333333333307,0.2089999999999999,0.03800000000000002,0.05599999999999998,0.07699999999999994,0.09499999999999993,0.12199999999999989,0.14499999999999988,0.15999999999999986,0.1789999999999999,0.1919999999999999,0.2089999999999999
0.5,0.26262626262626265,10.0,0.36,0.285,0.2799999999999999,0.2825,0.2819999999999997,0.2649999999999999,0.24857142857142836,0.24375,0.23444444444444407,0.22499999999999998,0.03600000000000002,0.05699999999999996,0.08399999999999995,0.11299999999999992,0.14099999999999985,0.15899999999999984,0.17399999999999988,0.1949999999999999,0.2109999999999999,0.22499999999999998
0.5,0.2676767676767677,10.0,0.42,0.395,0.32666666666666655,0.2875,0.2699999999999998,0.255,0.2385714285714284,0.23,0.2255555555555553,0.21299999999999997,0.04200000000000001,0.07899999999999992,0.09799999999999992,0.1149999999999999,0.1349999999999999,0.15299999999999989,0.16699999999999993,0.184,0.20300000000000004,0.21299999999999997
0.5,0.27272727272727276,10.0,0.44,0.35,0.29666666666666663,0.2725,0.2619999999999998,0.25666666666666665,0.2528571428571427,0.245,0.2366666666666664,0.22900000000000012,0.044000000000000004,0.06999999999999998,0.08899999999999993,0.10899999999999993,0.1309999999999999,0.15399999999999994,0.17700000000000002,0.1960000000000001,0.2130000000000001,0.22900000000000012
0.5,0.2777777777777778,10.0,0.5,0.405,0.3566666666666665,0.325,0.3219999999999996,0.3099999999999999,0.2971428571428568,0.29,0.27555555555555517,0.272,0.04999999999999998,0.08099999999999992,0.10699999999999989,0.12999999999999987,0.1609999999999998,0.18599999999999986,0.2079999999999999,0.23199999999999993,0.24799999999999997,0.272
0.5,0.2828282828282829,10.0,0.44,0.37,0.28999999999999987,0.2775,0.2579999999999997,0.24333333333333332,0.24428571428571402,0.24375,0.22999999999999965,0.229,0.044000000000000004,0.07399999999999995,0.08699999999999994,0.11099999999999989,0.12899999999999984,0.14599999999999988,0.17099999999999987,0.19499999999999995,0.207,0.229
0.5,0.2878787878787879,10.0,0.48,0.43,0.39666666666666656,0.35,0.3279999999999997,0.3066666666666665,0.2871428571428569,0.27625,0.2644444444444441,0.25399999999999995,0.04799999999999999,0.08599999999999998,0.11899999999999988,0.13999999999999985,0.16399999999999984,0.18399999999999983,0.2009999999999999,0.22099999999999997,0.23800000000000002,0.25399999999999995
0.5,0.29292929292929293,10.0,0.45,0.37,0.34333333333333343,0.325,0.31999999999999984,0.3,0.2871428571428568,0.27875,0.26777777777777734,0.262,0.045,0.07400000000000001,0.10299999999999992,0.12999999999999992,0.15999999999999992,0.18000000000000005,0.2010000000000001,0.223,0.241,0.262
0.5,0.297979797979798,10.0,0.31,0.34,0.3333333333333332,0.31,0.2999999999999998,0.2983333333333334,0.2799999999999998,0.27125,0.2633333333333329,0.26199999999999996,0.031000000000000014,0.06799999999999998,0.09999999999999995,0.12399999999999986,0.1499999999999999,0.17899999999999994,0.19599999999999998,0.21700000000000005,0.237,0.26199999999999996
0.5,0.30303030303030304,10.0,0.48,0.42,0.37000000000000005,0.355,0.34399999999999986,0.33333333333333337,0.30714285714285683,0.295,0.28666666666666624,0.27599999999999986,0.04799999999999999,0.08399999999999994,0.11099999999999989,0.14199999999999985,0.17199999999999993,0.19999999999999993,0.21499999999999989,0.23599999999999993,0.2579999999999999,0.27599999999999986
0.5,0.3080808080808081,10.0,0.47,0.43,0.3833333333333332,0.3625,0.33799999999999975,0.3116666666666666,0.294285714285714,0.28375,0.2688888888888885,0.2629999999999999,0.04699999999999999,0.08599999999999992,0.11499999999999984,0.14499999999999982,0.16899999999999987,0.18699999999999994,0.206,0.22699999999999995,0.24199999999999997,0.2629999999999999
0.5,0.31313131313131315,10.0,0.47,0.425,0.3833333333333332,0.36,0.35400000000000004,0.3283333333333333,0.3142857142857141,0.2925,0.2799999999999997,0.27399999999999997,0.04699999999999999,0.08499999999999996,0.1149999999999999,0.1439999999999999,0.17700000000000002,0.19700000000000004,0.22,0.23400000000000007,0.252,0.27399999999999997
0.5,0.31818181818181823,10.0,0.5,0.445,0.4033333333333334,0.3925,0.3539999999999997,0.335,0.3214285714285711,0.3025,0.30333333333333296,0.287,0.04999999999999998,0.08899999999999991,0.12099999999999989,0.15699999999999983,0.17699999999999985,0.20099999999999996,0.22499999999999998,0.24199999999999997,0.2729999999999999,0.287
0.5,0.32323232323232326,10.0,0.49,0.385,0.38666666666666666,0.375,0.3499999999999997,0.3416666666666666,0.31999999999999984,0.30375,0.29555555555555524,0.29200000000000004,0.04899999999999999,0.07699999999999996,0.1159999999999999,0.14999999999999986,0.17499999999999985,0.20499999999999982,0.22399999999999987,0.24299999999999994,0.26599999999999996,0.29200000000000004
0.5,0.3282828282828283,10.0,0.51,0.445,0.39666666666666683,0.39,0.3639999999999998,0.36,0.3457142857142855,0.32125,0.2999999999999996,0.3000000000000001,0.050999999999999976,0.0889999999999999,0.11899999999999988,0.15599999999999983,0.1819999999999999,0.21600000000000003,0.24200000000000002,0.25700000000000006,0.2700000000000001,0.3000000000000001
0.5,0.33333333333333337,10.0,0.53,0.465,0.41666666666666674,0.405,0.3940000000000001,0.37333333333333335,0.3499999999999999,0.34,0.3333333333333331,0.32299999999999995,0.05299999999999997,0.09299999999999992,0.12499999999999988,0.1619999999999999,0.19700000000000004,0.22400000000000006,0.24500000000000002,0.2720000000000001,0.3,0.32299999999999995
0.5,0.3383838383838384,10.0,0.58,0.56,0.4633333333333332,0.4275,0.41199999999999987,0.39666666666666656,0.3714285714285711,0.35875,0.3411111111111108,0.33199999999999996,0.057999999999999954,0.11199999999999985,0.13899999999999982,0.17099999999999993,0.20599999999999993,0.23800000000000004,0.25999999999999995,0.287,0.30699999999999994,0.33199999999999996
0.5,0.3434343434343435,10.0,0.48,0.47,0.4533333333333334,0.4425,0.4260000000000001,0.3966666666666665,0.37714285714285717,0.3575,0.33666666666666634,0.3299999999999999,0.04799999999999999,0.09399999999999992,0.13599999999999984,0.17699999999999994,0.21300000000000005,0.2380000000000001,0.26400000000000007,0.28600000000000003,0.303,0.3299999999999999
0.5,0.3484848484848485,10.0,0.59,0.53,0.5266666666666668,0.4675,0.4339999999999998,0.4150000000000001,0.39999999999999986,0.3825,0.3688888888888887,0.353,0.05899999999999995,0.10599999999999989,0.15799999999999984,0.18699999999999992,0.2169999999999999,0.249,0.2799999999999999,0.3059999999999999,0.33199999999999996,0.353
0.5,0.3535353535353536,10.0,0.58,0.52,0.48666666666666664,0.44,0.42800000000000016,0.4,0.37571428571428583,0.36375,0.344444444444444,0.3429999999999999,0.057999999999999954,0.10399999999999988,0.1459999999999998,0.1759999999999999,0.21400000000000008,0.24,0.2630000000000001,0.29100000000000004,0.3099999999999999,0.3429999999999999
0.5,0.3585858585858586,10.0,0.57,0.535,0.5000000000000002,0.47,0.456,0.45000000000000007,0.42285714285714276,0.4025,0.38,0.357,0.05699999999999996,0.10699999999999985,0.1499999999999999,0.188,0.228,0.27,0.296,0.322,0.3420000000000001,0.357
0.5,0.36363636363636365,10.0,0.54,0.495,0.49333333333333323,0.465,0.44799999999999995,0.4250000000000002,0.40571428571428575,0.395,0.3755555555555552,0.36399999999999977,0.053999999999999965,0.09899999999999992,0.14799999999999983,0.18599999999999983,0.22399999999999998,0.25500000000000006,0.2840000000000001,0.31600000000000006,0.33799999999999975,0.36399999999999977
0.5,0.36868686868686873,10.0,0.7,0.595,0.5199999999999999,0.4775,0.4479999999999997,0.42666666666666664,0.4171428571428569,0.39125,0.37444444444444436,0.35399999999999987,0.06999999999999991,0.11899999999999983,0.15599999999999978,0.19099999999999984,0.22399999999999984,0.2559999999999999,0.292,0.3129999999999999,0.3369999999999998,0.35399999999999987
0.5,0.37373737373737376,10.0,0.62,0.565,0.5333333333333334,0.4825,0.466,0.4383333333333335,0.4171428571428571,0.40125,0.37999999999999995,0.37,0.06199999999999994,0.11299999999999986,0.15999999999999986,0.19300000000000012,0.233,0.26299999999999996,0.292,0.321,0.34199999999999997,0.37
0.5,0.37878787878787884,10.0,0.68,0.615,0.5699999999999998,0.5375,0.5079999999999999,0.48333333333333334,0.4585714285714285,0.445,0.42333333333333356,0.40399999999999986,0.06799999999999992,0.12299999999999982,0.17099999999999987,0.21499999999999997,0.25399999999999995,0.28999999999999987,0.32099999999999995,0.3559999999999999,0.381,0.40399999999999986
0.5,0.38383838383838387,10.0,0.7,0.62,0.5533333333333332,0.525,0.5179999999999999,0.47666666666666657,0.4528571428571429,0.42625,0.41444444444444445,0.3989999999999997,0.06999999999999991,0.1239999999999998,0.16599999999999987,0.20999999999999994,0.25899999999999995,0.28600000000000003,0.317,0.3410000000000001,0.373,0.3989999999999997
0.5,0.3888888888888889,10.0,0.6,0.615,0.57,0.55,0.5319999999999999,0.49833333333333324,0.48,0.45375,0.4333333333333333,0.4169999999999998,0.05999999999999995,0.12299999999999985,0.1709999999999999,0.2199999999999999,0.26599999999999996,0.299,0.336,0.3630000000000001,0.3899999999999999,0.4169999999999998
0.5,0.393939393939394,10.0,0.62,0.585,0.56,0.5325,0.506,0.4749999999999999,0.44857142857142857,0.43125,0.41777777777777764,0.408,0.06199999999999994,0.11699999999999985,0.1679999999999999,0.21299999999999997,0.253,0.285,0.314,0.34499999999999986,0.3759999999999999,0.408
