p,delta,m,fraction_correct,all_correct
0.5,0.13636363636363638,110.0,0.522,0.0
0.5,0.14141414141414144,110.0,0.5634,0.01
0.5,0.14646464646464646,110.0,0.5953999999999999,0.008
0.5,0.15151515151515152,110.0,0.6214,0.016
0.5,0.15656565656565657,110.0,0.6416000000000001,0.006
0.5,0.16161616161616163,110.0,0.6812,0.028
0.5,0.16666666666666669,110.0,0.7168,0.034
0.5,0.17171717171717174,110.0,0.7412000000000001,0.042
0.5,0.1767676767676768,110.0,0.748,0.056
0.5,0.18181818181818182,110.0,0.7904000000000001,0.134
0.5,0.18686868686868688,110.0,0.8070000000000002,0.11
0.5,0.19191919191919193,110.0,0.8408,0.176
0.5,0.196969696969697,110.0,0.8468000000000001,0.19
0.5,0.20202020202020204,110.0,0.8648,0.244
0.5,0.2070707070707071,110.0,0.8818,0.266
0.5,0.21212121212121213,110.0,0.8954000000000001,0.34
0.5,0.21717171717171718,110.0,0.9114000000000001,0.376
0.5,0.22222222222222224,110.0,0.9234000000000001,0.438
0.5,0.2272727272727273,110.0,0.9338,0.534
0.5,0.23232323232323235,110.0,0.9474000000000001,0.574
0.5,0.2373737373737374,110.0,0.9534000000000001,0.618
0.5,0.24242424242424243,110.0,0.9568000000000002,0.64
0.5,0.2474747474747475,110.0,0.9652000000000001,0.686
0.5,0.25252525252525254,110.0,0.9734,0.764
0.5,0.2575757575757576,110.0,0.9814,0.826
0.5,0.26262626262626265,110.0,0.9828000000000001,0.848
0.5,0.2676767676767677,110.0,0.9842000000000001,0.85
0.5,0.27272727272727276,110.0,0.9892000000000001,0.896
0.5,0.2777777777777778,110.0,0.9937999999999999,0.938
0.5,0.2828282828282829,110.0,0.9928,0.934
0.5,0.2878787878787879,110.0,0.9942,0.942
0.5,0.29292929292929293,110.0,0.9957999999999999,0.96
0.5,0.297979797979798,110.0,0.9975999999999999,0.976
0.5,0.30303030303030304,110.0,0.9986,0.986
0.5,0.3080808080808081,110.0,0.9982000000000001,0.982
0.5,0.31313131313131315,110.0,0.9997999999999999,0.998
0.5,0.31818181818181823,110.0,0.9987999999999999,0.988
0.5,0.32323232323232326,110.0,0.9997999999999999,0.998
0.5,0.3282828282828283,110.0,1.0,1.0
0.5,0.33333333333333337,110.0,1.0,1.0
0.5,0.3383838383838384,110.0,0.9996,0.996
0.5,0.3434343434343435,110.0,0.9997999999999999,0.998
0.5,0.3484848484848485,110.0,0.9997999999999999,0.998
0.5,0.3535353535353536,110.0,0.9997999999999999,0.998
0.5,0.3585858585858586,110.0,1.0,1.0
0.5,0.36363636363636365,110.0,1.0,1.0
0.5,0.36868686868686873,110.0,1.0,1.0
0.5,0.37373737373737376,110.0,1.0,1.0
0.5,0.37878787878787884,110.0,1.0,1.0
0.5,0.38383838383838387,110.0,1.0,1.0
0.5,0.3888888888888889,110.0,1.0,1.0
0.5,0.393939393939394,110.0,1.0,1.0
0.5,0.398989898989899,110.0,1.0,1.0
0.5,0.4040404040404041,110.0,1.0,1.0
0.5,0.4090909090909091,110.0,1.0,1.0
0.5,0.4141414141414142,110.0,1.0,1.0
0.5,0.4191919191919192,110.0,1.0,1.0
0.5,0.42424242424242425,110.0,1.0,1.0
0.5,0.42929292929292934,110.0,1.0,1.0
0.5,0.43434343434343436,110.0,1.0,1.0
0.5,0.43939393939393945,110.0,1.0,1.0
0.5,0.4444444444444445,110.0,1.0,1.0
0.5,0.44949494949494956,110.0,1.0,1.0
0.5,0.4545454545454546,110.0,1.0,1.0
0.5,0.4595959595959596,110.0,1.0,1.0
0.5,0.4646464646464647,110.0,1.0,1.0
0.5,0.4696969696969697,110.0,1.0,1.0
0.5,0.4747474747474748,110.0,1.0,1.0
0.5,0.47979797979797983,110.0,1.0,1.0
0.5,0.48484848484848486,110.0,1.0,1.0
0.5,0.48989898989898994,110.0,1.0,1.0
0.5,0.494949494949495,110.0,1.0,1.0
0.5,0.5,110.0,1.0,1.0
0.5,0.0,120.0,0.041,0.0
0.5,0.005050505050505051,120.0,0.044,0.0
0.5,0.010101010101010102,120.0,0.04580000000000001,0.0
0.5,0.015151515151515152,120.0,0.0508,0.0
0.5,0.020202020202020204,120.0,0.05539999999999999,0.0
0.5,0.025252525252525256,120.0,0.063,0.0
0.5,0.030303030303030304,120.0,0.0654,0.0
0.5,0.03535353535353536,120.0,0.0722,0.0
0.5,0.04040404040404041,120.0,0.0932,0.0
0.5,0.045454545454545456,120.0,0.0992,0.0
0.5,0.05050505050505051,120.0,0.10779999999999999,0.0
0.5,0.05555555555555556,120.0,0.1248,0.0
0.5,0.06060606060606061,120.0,0.15240000000000004,0.0
0.5,0.06565656565656566,120.0,0.17320000000000002,0.0
0.5,0.07070707070707072,120.0,0.1904,0.0
0.5,0.07575757575757576,120.0,0.202,0.0
0.5,0.08080808080808081,120.0,0.237,0.0
0.5,0.08585858585858587,120.0,0.2522,0.0
0.5,0.09090909090909091,120.0,0.28820000000000007,0.0
0.5,0.09595959595959597,120.0,0.3102,0.0
0.5,0.10101010101010102,120.0,0.3316,0.0
0.5,0.10606060606060606,120.0,0.3608,0.0
0.5,0.11111111111111112,120.0,0.40459999999999996,0.0
0.5,0.11616161616161617,120.0,0.43139999999999995,0.0
0.5,0.12121212121212122,120.0,0.453,0.0
0.5,0.12626262626262627,120.0,0.48179999999999995,0.0
0.5,0.13131313131313133,120.0,0.519,0.0
0.5,0.13636363636363638,120.0,0.5534,0.002
0.5,0.14141414141414144,120.0,0.6072000000000001,0.006
0.5,0.14646464646464646,120.0,0.6266,0.008
0.5,0.15151515151515152,120.0,0.6522,0.004
0.5,0.15656565656565657,120.0,0.6854000000000001,0.014
0.5,0.16161616161616163,120.0,0.7071999999999999,0.034
0.5,0.16666666666666669,120.0,0.7407999999999999,0.042
0.5,0.17171717171717174,120.0,0.7748,0.078
0.5,0.1767676767676768,120.0,0.7986,0.082
0.5,0.18181818181818182,120.0,0.8206,0.148
0.5,0.18686868686868688,120.0,0.8404,0.16
0.5,0.19191919191919193,120.0,0.8676000000000001,0.22
0.5,0.196969696969697,120.0,0.8766000000000002,0.26
0.5,0.20202020202020204,120.0,0.8960000000000001,0.324
0.5,0.2070707070707071,120.0,0.9126000000000002,0.374
0.5,0.21212121212121213,120.0,0.933,0.506
0.5,0.21717171717171718,120.0,0.9364000000000001,0.502
0.5,0.22222222222222224,120.0,0.9460000000000001,0.576
0.5,0.2272727272727273,120.0,0.9634000000000001,0.704
0.5,0.23232323232323235,120.0,0.9634000000000001,0.698
0.5,0.2373737373737374,120.0,0.9686000000000001,0.724
0.5,0.24242424242424243,120.0,0.977,0.788
0.5,0.2474747474747475,120.0,0.9844,0.852
0.5,0.25252525252525254,120.0,0.9858,0.864
0.5,0.2575757575757576,120.0,0.9892000000000001,0.894
0.5,0.26262626262626265,120.0,0.991,0.912
0.5,0.2676767676767677,120.0,0.9906,0.912
0.5,0.27272727272727276,120.0,0.9952000000000001,0.954
0.5,0.2777777777777778,120.0,0.9946,0.946
0.5,0.2828282828282829,120.0,0.997,0.97
0.5,0.2878787878787879,120.0,0.9977999999999999,0.978
0.5,0.29292929292929293,120.0,0.9966,0.966
0.5,0.297979797979798,120.0,0.9986,0.986
0.5,0.30303030303030304,120.0,0.9992000000000001,0.992
0.5,0.3080808080808081,120.0,0.999,0.99
0.5,0.31313131313131315,120.0,0.9992000000000001,0.992
0.5,0.31818181818181823,120.0,0.9994000000000001,0.994
0.5,0.32323232323232326,120.0,0.9997999999999999,0.998
0.5,0.3282828282828283,120.0,0.9997999999999999,0.998
0.5,0.33333333333333337,120.0,1.0,1.0
0.5,0.3383838383838384,120.0,0.9997999999999999,0.998
0.5,0.3434343434343435,120.0,1.0,1.0
0.5,0.3484848484848485,120.0,1.0,1.0
0.5,0.3535353535353536,120.0,1.0,1.0
0.5,0.3585858585858586,120.0,1.0,1.0
0.5,0.36363636363636365,120.0,1.0,1.0
0.5,0.36868686868686873,120.0,1.0,1.0
0.5,0.37373737373737376,120.0,1.0,1.0
0.5,0.37878787878787884,120.0,1.0,1.0
0.5,0.38383838383838387,120.0,1.0,1.0
0.5,0.3888888888888889,120.0,1.0,1.0
0.5,0.393939393939394,120.0,1.0,1.0
0.5,0.398989898989899,120.0,1.0,1.0
0.5,0.4040404040404041,120.0,1.0,1.0
0.5,0.4090909090909091,120.0,1.0,1.0
0.5,0.4141414141414142,120.0,1.0,1.0
0.5,0.4191919191919192,120.0,1.0,1.0
0.5,0.42424242424242425,120.0,1.0,1.0
0.5,0.42929292929292934,120.0,1.0,1.0
0.5,0.43434343434343436,120.0,1.0,1.0
0.5,0.43939393939393945,120.0,1.0,1.0
0.5,0.4444444444444445,120.0,1.0,1.0
0.5,0.44949494949494956,120.0,1.0,1.0
0.5,0.4545454545454546,120.0,1.0,1.0
0.5,0.4595959595959596,120.0,1.0,1.0
0.5,0.4646464646464647,120.0,1.0,1.0
0.5,0.4696969696969697,120.0,1.0,1.0
0.5,0.4747474747474748,120.0,1.0,1.0
0.5,0.47979797979797983,120.0,1.0,1.0
0.5,0.48484848484848486,120.0,1.0,1.0
0.5,0.48989898989898994,120.0,1.0,1.0
0.5,0.494949494949495,120.0,1.0,1.0
0.5,0.5,120.0,1.0,1.0
0.5,0.0,130.0,0.0502,0.0
0.5,0.005050505050505051,130.0,0.056799999999999996,0.0
0.5,0.010101010101010102,130.0,0.054799999999999995,0.0
0.5,0.015151515151515152,130.0,0.056,0.0
0.5,0.020202020202020204,130.0,0.068,0.0
0.5,0.025252525252525256,130.0,0.0724,0.0
0.5,0.030303030303030304,130.0,0.0834,0.0
0.5,0.03535353535353536,130.0,0.09780000000000001,0.0
0.5,0.04040404040404041,130.0,0.1124,0.0
0.5,0.045454545454545456,130.0,0.1262,0.0
0.5,0.05050505050505051,130.0,0.1378,0.0
0.5,0.05555555555555556,130.0,0.15480000000000002,0.0
0.5,0.06060606060606061,130.0,0.1738,0.0
0.5,0.06565656565656566,130.0,0.19860000000000003,0.0
0.5,0.07070707070707072,130.0,0.21220000000000003,0.0
0.5,0.07575757575757576,130.0,0.244,0.0
0.5,0.08080808080808081,130.0,0.2684,0.0
0.5,0.08585858585858587,130.0,0.2968,0.0
0.5,0.09090909090909091,130.0,0.33579999999999993,0.0
0.5,0.09595959595959597,130.0,0.35620000000000007,0.0
0.5,0.10101010101010102,130.0,0.39379999999999993,0.0
0.5,0.10606060606060606,130.0,0.41159999999999997,0.002
0.5,0.11111111111111112,130.0,0.449,0.0
0.5,0.11616161616161617,130.0,0.479,0.0
0.5,0.12121212121212122,130.0,0.49839999999999995,0.002
0.5,0.12626262626262627,130.0,0.5442,0.004
0.5,0.13131313131313133,130.0,0.5824,0.004
0.5,0.13636363636363638,130.0,0.6177999999999999,0.01
0.5,0.14141414141414144,130.0,0.6426000000000001,0.016
0.5,0.14646464646464646,130.0,0.677,0.018
0.5,0.15151515151515152,130.0,0.7096,0.034
0.5,0.15656565656565657,130.0,0.7315999999999999,0.046
0.5,0.16161616161616163,130.0,0.766,0.06
0.5,0.16666666666666669,130.0,0.7880000000000001,0.086
0.5,0.17171717171717174,130.0,0.8142,0.134
0.5,0.1767676767676768,130.0,0.8288000000000001,0.144
0.5,0.18181818181818182,130.0,0.856,0.22
0.5,0.18686868686868688,130.0,0.8638000000000001,0.222
0.5,0.19191919191919193,130.0,0.8830000000000002,0.26
0.5,0.196969696969697,130.0,0.9142,0.432
0.5,0.20202020202020204,130.0,0.9202,0.434
0.5,0.2070707070707071,130.0,0.9310000000000002,0.478
0.5,0.21212121212121213,130.0,0.9374000000000001,0.532
0.5,0.21717171717171718,130.0,0.9486000000000001,0.596
0.5,0.22222222222222224,130.0,0.9656,0.718
0.5,0.2272727272727273,130.0,0.9676,0.73
0.5,0.23232323232323235,130.0,0.9736000000000001,0.756
0.5,0.2373737373737374,130.0,0.9806,0.83
0.5,0.24242424242424243,130.0,0.9854,0.864
0.5,0.2474747474747475,130.0,0.9887999999999999,0.89
0.5,0.25252525252525254,130.0,0.9897999999999999,0.898
0.5,0.2575757575757576,130.0,0.9936,0.938
0.5,0.26262626262626265,130.0,0.9937999999999999,0.94
0.5,0.2676767676767677,130.0,0.9957999999999999,0.958
0.5,0.27272727272727276,130.0,0.9964,0.964
0.5,0.2777777777777778,130.0,0.998,0.98
0.5,0.2828282828282829,130.0,0.9977999999999999,0.978
0.5,0.2878787878787879,130.0,0.9982000000000001,0.982
0.5,0.29292929292929293,130.0,0.999,0.99
0.5,0.297979797979798,130.0,0.9994,0.994
0.5,0.30303030303030304,130.0,1.0,1.0
0.5,0.3080808080808081,130.0,1.0,1.0
0.5,0.31313131313131315,130.0,1.0,1.0
0.5,0.31818181818181823,130.0,1.0,1.0
0.5,0.32323232323232326,130.0,1.0,1.0
0.5,0.3282828282828283,130.0,1.0,1.0
0.5,0.33333333333333337,130.0,1.0,1.0
0.5,0.3383838383838384,130.0,1.0,1.0
0.5,0.3434343434343435,130.0,1.0,1.0
0.5,0.3484848484848485,130.0,1.0,1.0
0.5,0.3535353535353536,130.0,1.0,1.0
0.5,0.3585858585858586,130.0,1.0,1.0
0.5,0.36363636363636365,130.0,1.0,1.0
0.5,0.36868686868686873,130.0,1.0,1.0
0.5,0.37373737373737376,130.0,1.0,1.0
0.5,0.37878787878787884,130.0,1.0,1.0
0.5,0.38383838383838387,130.0,1.0,1.0
0.5,0.3888888888888889,130.0,1.0,1.0
0.5,0.393939393939394,130.0,1.0,1.0
0.5,0.398989898989899,130.0,1.0,1.0
0.5,0.4040404040404041,130.0,1.0,1.0
0.5,0.4090909090909091,130.0,1.0,1.0
0.5,0.4141414141414142,130.0,1.0,1.0
0.5,0.4191919191919192,130.0,1.0,1.0
0.5,0.42424242424242425,130.0,1.0,1.0
0.5,0.42929292929292934,130.0,1.0,1.0
0.5,0.43434343434343436,130.0,1.0,1.0
0.5,0.43939393939393945,130.0,1.0,1.0
0.5,0.4444444444444445,130.0,1.0,1.0
0.5,0.44949494949494956,130.0,1.0,1.0
0.5,0.4545454545454546,130.0,1.0,1.0
0.5,0.4595959595959596,130.0,1.0,1.0
0.5,0.4646464646464647,130.0,1.0,1.0
0.5,0.4696969696969697,130.0,1.0,1.0
0.5,0.4747474747474748,130.0,1.0,1.0
0.5,0.47979797979797983,130.0,1.0,1.0
0.5,0.48484848484848486,130.0,1.0,1.0
0.5,0.48989898989898994,130.0,1.0,1.0
0.5,0.494949494949495,130.0,1.0,1.0
0.5,0.5,130.0,1.0,1.0
0.5,0.0,140.0,0.045,0.0
0.5,0.005050505050505051,140.0,0.0522,0.0
0.5,0.010101010101010102,140.0,0.052,0.0
0.5,0.015151515151515152,140.0,0.055,0.0
0.5,0.020202020202020204,140.0,0.064,0.0
0.5,0.025252525252525256,140.0,0.0654,0.0
0.5,0.030303030303030304,140.0,0.0822,0.0
0.5,0.03535353535353536,140.0,0.08159999999999999,0.0
0.5,0.04040404040404041,140.0,0.09680000000000001,0.0
0.5,0.045454545454545456,140.0,0.1184,0.0
0.5,0.05050505050505051,140.0,0.1312,0.0
0.5,0.05555555555555556,140.0,0.15,0.0
0.5,0.06060606060606061,140.0,0.1738,0.0
0.5,0.06565656565656566,140.0,0.19600000000000004,0.0
0.5,0.07070707070707072,140.0,0.2064,0.0
0.5,0.07575757575757576,140.0,0.2492,0.0
0.5,0.08080808080808081,140.0,0.26839999999999997,0.0
0.5,0.08585858585858587,140.0,0.29879999999999995,0.0
0.5,0.09090909090909091,140.0,0.32780000000000004,0.0
0.5,0.09595959595959597,140.0,0.3618,0.002
0.5,0.10101010101010102,140.0,0.38680000000000003,0.002
0.5,0.10606060606060606,140.0,0.42460000000000003,0.0
0.5,0.11111111111111112,140.0,0.4616,0.0
0.5,0.11616161616161617,140.0,0.4904,0.0
0.5,0.12121212121212122,140.0,0.5152,0.0
0.5,0.12626262626262627,140.0,0.5508,0.002
0.5,0.13131313131313133,140.0,0.5972000000000001,0.0
0.5,0.13636363636363638,140.0,0.6386000000000001,0.008
0.5,0.14141414141414144,140.0,0.6552,0.022
0.5,0.14646464646464646,140.0,0.6888000000000001,0.02
0.5,0.15151515151515152,140.0,0.7308,0.028
0.5,0.15656565656565657,140.0,0.7557999999999999,0.064
0.5,0.16161616161616163,140.0,0.7822,0.09
0.5,0.16666666666666669,140.0,0.8034000000000001,0.096
0.5,0.17171717171717174,140.0,0.8404,0.16
0.5,0.1767676767676768,140.0,0.8542000000000001,0.192
0.5,0.18181818181818182,140.0,0.8726000000000002,0.268
0.5,0.18686868686868688,140.0,0.8854000000000001,0.286
0.5,0.19191919191919193,140.0,0.9068,0.37
0.5,0.196969696969697,140.0,0.9302,0.49
0.5,0.20202020202020204,140.0,0.925,0.462
0.5,0.2070707070707071,140.0,0.9502,0.592
0.5,0.21212121212121213,140.0,0.958,0.648
0.5,0.21717171717171718,140.0,0.965,0.714
0.5,0.22222222222222224,140.0,0.9702000000000001,0.742
0.5,0.2272727272727273,140.0,0.9752000000000001,0.778
0.5,0.23232323232323235,140.0,0.9818000000000001,0.828
0.5,0.2373737373737374,140.0,0.9867999999999999,0.884
0.5,0.24242424242424243,140.0,0.9915999999999999,0.918
0.5,0.2474747474747475,140.0,0.9937999999999999,0.94
0.5,0.25252525252525254,140.0,0.9937999999999999,0.938
0.5,0.2575757575757576,140.0,0.9946,0.946
0.5,0.26262626262626265,140.0,0.996,0.96
0.5,0.2676767676767677,140.0,0.997,0.97
0.5,0.27272727272727276,140.0,0.9987999999999999,0.988
0.5,0.2777777777777778,140.0,0.9994,0.994
0.5,0.2828282828282829,140.0,0.9992000000000001,0.992
0.5,0.2878787878787879,140.0,0.9992000000000001,0.992
0.5,0.29292929292929293,140.0,1.0,1.0
0.5,0.297979797979798,140.0,1.0,1.0
0.5,0.30303030303030304,140.0,1.0,1.0
0.5,0.3080808080808081,140.0,1.0,1.0
0.5,0.31313131313131315,140.0,1.0,1.0
0.5,0.31818181818181823,140.0,1.0,1.0
0.5,0.32323232323232326,140.0,1.0,1.0
0.5,0.3282828282828283,140.0,1.0,1.0
0.5,0.33333333333333337,140.0,1.0,1.0
0.5,0.3383838383838384,140.0,1.0,1.0
0.5,0.3434343434343435,140.0,1.0,1.0
0.5,0.3484848484848485,140.0,1.0,1.0
0.5,0.3535353535353536,140.0,1.0,1.0
0.5,0.3585858585858586,140.0,1.0,1.0
0.5,0.36363636363636365,140.0,1.0,1.0
0.5,0.36868686868686873,140.0,1.0,1.0
0.5,0.37373737373737376,140.0,1.0,1.0
0.5,0.37878787878787884,140.0,1.0,1.0
0.5,0.38383838383838387,140.0,1.0,1.0
0.5,0.3888888888888889,140.0,1.0,1.0
0.5,0.393939393939394,140.0,1.0,1.0
0.5,0.398989898989899,140.0,1.0,1.0
0.5,0.4040404040404041,140.0,1.0,1.0
0.5,0.4090909090909091,140.0,1.0,1.0
0.5,0.4141414141414142,140.0,1.0,1.0
0.5,0.4191919191919192,140.0,1.0,1.0
0.5,0.42424242424242425,140.0,1.0,1.0
0.5,0.42929292929292934,140.0,1.0,1.0
0.5,0.43434343434343436,140.0,1.0,1.0
0.5,0.43939393939393945,140.0,1.0,1.0
0.5,0.4444444444444445,140.0,1.0,1.0
0.5,0.44949494949494956,140.0,1.0,1.0
0.5,0.4545454545454546,140.0,1.0,1.0
0.5,0.4595959595959596,140.0,1.0,1.0
0.5,0.4646464646464647,140.0,1.0,1.0
0.5,0.4696969696969697,140.0,1.0,1.0
0.5,0.4747474747474748,140.0,1.0,1.0
0.5,0.47979797979797983,140.0,1.0,1.0
0.5,0.48484848484848486,140.0,1.0,1.0
0.5,0.48989898989898994,140.0,1.0,1.0
0.5,0.494949494949495,140.0,1.0,1.0
0.5,0.5,140.0,1.0,1.0
0.5,0.0,150.0,0.0596,0.0
0.5,0.005050505050505051,150.0,0.056799999999999996,0.0
0.5,0.010101010101010102,150.0,0.0588,0.0
0.5,0.015151515151515152,150.0,0.0606,0.0
0.5,0.020202020202020204,150.0,0.06980000000000001,0.0
0.5,0.025252525252525256,150.0,0.0848,0.0
0.5,0.030303030303030304,150.0,0.0932,0.0
0.5,0.03535353535353536,150.0,0.099,0.0
0.5,0.04040404040404041,150.0,0.11560000000000001,0.0
0.5,0.045454545454545456,150.0,0.1358,0.0
0.5,0.05050505050505051,150.0,0.142,0.0
0.5,0.05555555555555556,150.0,0.169,0.0
0.5,0.06060606060606061,150.0,0.1962,0.0
0.5,0.06565656565656566,150.0,0.226,0.0
0.5,0.07070707070707072,150.0,0.2446,0.0
0.5,0.07575757575757576,150.0,0.2704,0.0
0.5,0.08080808080808081,150.0,0.308,0.0
0.5,0.08585858585858587,150.0,0.3348,0.0
0.5,0.09090909090909091,150.0,0.37760000000000005,0.002
0.5,0.09595959595959597,150.0,0.4046,0.0
0.5,0.10101010101010102,150.0,0.43839999999999996,0.0
0.5,0.10606060606060606,150.0,0.471,0.0
0.5,0.11111111111111112,150.0,0.5057999999999999,0.0
0.5,0.11616161616161617,150.0,0.5448,0.004
0.5,0.12121212121212122,150.0,0.5818,0.002
0.5,0.12626262626262627,150.0,0.6175999999999999,0.01
0.5,0.13131313131313133,150.0,0.6546,0.026
0.5,0.13636363636363638,150.0,0.6754000000000001,0.014
0.5,0.14141414141414144,150.0,0.7120000000000001,0.022
0.5,0.14646464646464646,150.0,0.7326000000000001,0.044
0.5,0.15151515151515152,150.0,0.7644000000000001,0.056
0.5,0.15656565656565657,150.0,0.785,0.08
0.5,0.16161616161616163,150.0,0.8246000000000001,0.132
0.5,0.16666666666666669,150.0,0.85,0.194
0.5,0.17171717171717174,150.0,0.8732000000000001,0.268
0.5,0.1767676767676768,150.0,0.8822000000000001,0.282
0.5,0.18181818181818182,150.0,0.9002,0.362
0.5,0.18686868686868688,150.0,0.9206000000000001,0.428
0.5,0.19191919191919193,150.0,0.9240000000000002,0.448
0.5,0.196969696969697,150.0,0.9374000000000001,0.518
0.5,0.20202020202020204,150.0,0.9522,0.62
0.5,0.2070707070707071,150.0,0.9622,0.666
0.5,0.21212121212121213,150.0,0.9682000000000001,0.712
0.5,0.21717171717171718,150.0,0.9754,0.776
0.5,0.22222222222222224,150.0,0.9804,0.818
0.5,0.2272727272727273,150.0,0.9835999999999999,0.842
0.5,0.23232323232323235,150.0,0.9874,0.876
0.5,0.2373737373737374,150.0,0.9894000000000001,0.9
0.5,0.24242424242424243,150.0,0.995,0.952
0.5,0.2474747474747475,150.0,0.9954,0.956
0.5,0.25252525252525254,150.0,0.9946,0.948
0.5,0.2575757575757576,150.0,0.9966,0.968
0.5,0.26262626262626265,150.0,0.9966,0.968
0.5,0.2676767676767677,150.0,0.9977999999999999,0.978
0.5,0.27272727272727276,150.0,0.9997999999999999,0.998
0.5,0.2777777777777778,150.0,0.999,0.99
0.5,0.2828282828282829,150.0,0.9994000000000001,0.994
0.5,0.2878787878787879,150.0,0.9997999999999999,0.998
0.5,0.29292929292929293,150.0,1.0,1.0
0.5,0.297979797979798,150.0,0.9997999999999999,0.998
0.5,0.30303030303030304,150.0,0.9996,0.996
0.5,0.3080808080808081,150.0,0.9997999999999999,0.998
0.5,0.31313131313131315,150.0,1.0,1.0
0.5,0.31818181818181823,150.0,1.0,1.0
0.5,0.32323232323232326,150.0,1.0,1.0
0.5,0.3282828282828283,150.0,1.0,1.0
0.5,0.33333333333333337,150.0,1.0,1.0
0.5,0.3383838383838384,150.0,1.0,1.0
0.5,0.3434343434343435,150.0,1.0,1.0
0.5,0.3484848484848485,150.0,1.0,1.0
0.5,0.3535353535353536,150.0,1.0,1.0
0.5,0.3585858585858586,150.0,1.0,1.0
0.5,0.36363636363636365,150.0,1.0,1.0
0.5,0.36868686868686873,150.0,1.0,1.0
0.5,0.37373737373737376,150.0,1.0,1.0
0.5,0.37878787878787884,150.0,1.0,1.0
0.5,0.38383838383838387,150.0,1.0,1.0
0.5,0.3888888888888889,150.0,1.0,1.0
0.5,0.393939393939394,150.0,1.0,1.0
0.5,0.398989898989899,150.0,1.0,1.0
0.5,0.4040404040404041,150.0,1.0,1.0
0.5,0.4090909090909091,150.0,1.0,1.0
0.5,0.4141414141414142,150.0,1.0,1.0
0.5,0.4191919191919192,150.0,1.0,1.0
0.5,0.42424242424242425,150.0,1.0,1.0
0.5,0.42929292929292934,150.0,1.0,1.0
0.5,0.43434343434343436,150.0,1.0,1.0
0.5,0.43939393939393945,150.0,1.0,1.0
0.5,0.4444444444444445,150.0,1.0,1.0
0.5,0.44949494949494956,150.0,1.0,1.0
0.5,0.4545454545454546,150.0,1.0,1.0
0.5,0.4595959595959596,150.0,1.0,1.0
0.5,0.4646464646464647,150.0,1.0,1.0
0.5,0.4696969696969697,150.0,1.0,1.0
0.5,0.4747474747474748,150.0,1.0,1.0
0.5,0.47979797979797983,150.0,1.0,1.0
0.5,0.48484848484848486,150.0,1.0,1.0
0.5,0.48989898989898994,150.0,1.0,1.0
0.5,0.494949494949495,150.0,1.0,1.0
0.5,0.5,150.0,1.0,1.0
0.5,0.0,160.0,0.0502,0.0
0.5,0.005050505050505051,160.0,0.0486,0.0
0.5,0.010101010101010102,160.0,0.053599999999999995,0.0
0.5,0.015151515151515152,160.0,0.052399999999999995,0.0
0.5,0.020202020202020204,160.0,0.06380000000000001,0.0
0.5,0.025252525252525256,160.0,0.0758,0.0
0.5,0.030303030303030304,160.0,0.08319999999999998,0.0
0.5,0.03535353535353536,160.0,0.09780000000000001,0.0
0.5,0.04040404040404041,160.0,0.106,0.0
0.5,0.045454545454545456,160.0,0.13840000000000002,0.0
0.5,0.05050505050505051,160.0,0.1444,0.0
0.5,0.05555555555555556,160.0,0.16260000000000002,0.0
0.5,0.06060606060606061,160.0,0.18780000000000002,0.0
0.5,0.06565656565656566,160.0,0.21880000000000002,0.0
0.5,0.07070707070707072,160.0,0.243,0.0
0.5,0.07575757575757576,160.0,0.2726,0.0
0.5,0.08080808080808081,160.0,0.298,0.0
0.5,0.08585858585858587,160.0,0.34119999999999995,0.0
0.5,0.09090909090909091,160.0,0.37439999999999996,0.0
0.5,0.09595959595959597,160.0,0.39579999999999993,0.0
0.5,0.10101010101010102,160.0,0.43179999999999996,0.0
0.5,0.10606060606060606,160.0,0.4732,0.0
0.5,0.11111111111111112,160.0,0.5167999999999999,0.002
0.5,0.11616161616161617,160.0,0.5418,0.006
0.5,0.12121212121212122,160.0,0.5793999999999999,0.006
0.5,0.12626262626262627,160.0,0.6152000000000001,0.002
0.5,0.13131313131313133,160.0,0.6524,0.008
0.5,0.13636363636363638,160.0,0.6964,0.026
0.5,0.14141414141414144,160.0,0.7205999999999999,0.04
0.5,0.14646464646464646,160.0,0.7466,0.048
0.5,0.15151515151515152,160.0,0.7846000000000001,0.106
0.5,0.15656565656565657,160.0,0.806,0.11
0.5,0.16161616161616163,160.0,0.8218000000000001,0.128
0.5,0.16666666666666669,160.0,0.8534,0.194
0.5,0.17171717171717174,160.0,0.8762000000000001,0.254
0.5,0.1767676767676768,160.0,0.8938000000000001,0.32
0.5,0.18181818181818182,160.0,0.9118,0.396
0.5,0.18686868686868688,160.0,0.9284000000000001,0.466
0.5,0.19191919191919193,160.0,0.9384000000000001,0.548
0.5,0.196969696969697,160.0,0.9546000000000001,0.616
0.5,0.20202020202020204,160.0,0.9578000000000001,0.644
0.5,0.2070707070707071,160.0,0.967,0.704
0.5,0.21212121212121213,160.0,0.9742000000000001,0.774
0.5,0.21717171717171718,160.0,0.9828000000000001,0.84
0.5,0.22222222222222224,160.0,0.9822000000000001,0.834
0.5,0.2272727272727273,160.0,0.9876000000000001,0.884
0.5,0.23232323232323235,160.0,0.9906,0.912
0.5,0.2373737373737374,160.0,0.9914000000000001,0.916
0.5,0.24242424242424243,160.0,0.9947999999999999,0.95
0.5,0.2474747474747475,160.0,0.997,0.97
