p,delta,m,precision_at_5,precision_at_6,precision_at_7,precision_at_8,precision_at_9,precision_at_10,recall_at_5,recall_at_6,recall_at_7,recall_at_8,recall_at_9,recall_at_10
0.5,0.0,14.9,0.07800000000000006,0.0766666666666667,0.06857142857142862,0.0675,0.06444444444444439,0.06099999999999997,0.03900000000000003,0.046000000000000006,0.048,0.05399999999999998,0.05799999999999997,0.06099999999999997
0.5,0.005,14.9,0.042000000000000016,0.04666666666666666,0.054285714285714305,0.05625,0.05777777777777775,0.05799999999999998,0.021000000000000008,0.02800000000000001,0.03800000000000001,0.045,0.051999999999999984,0.05799999999999998
0.5,0.01,14.9,0.05400000000000002,0.05333333333333334,0.05142857142857144,0.05375,0.055555555555555525,0.05599999999999999,0.02700000000000001,0.032000000000000015,0.03600000000000002,0.04300000000000001,0.04999999999999999,0.05599999999999999
0.5,0.015,14.9,0.07000000000000003,0.065,0.06571428571428573,0.06375,0.06333333333333331,0.061999999999999986,0.03500000000000002,0.03900000000000002,0.046000000000000006,0.05100000000000002,0.057,0.061999999999999986
0.5,0.02,14.9,0.07200000000000002,0.06833333333333336,0.07142857142857148,0.0675,0.06888888888888882,0.06799999999999995,0.03600000000000001,0.041000000000000016,0.04999999999999998,0.053999999999999965,0.06199999999999995,0.06799999999999995
0.5,0.025,14.9,0.060000000000000026,0.056666666666666685,0.05714285714285717,0.05125,0.05555555555555551,0.05599999999999996,0.030000000000000013,0.03400000000000002,0.040000000000000015,0.041000000000000016,0.04999999999999998,0.05599999999999996
0.5,0.03,14.9,0.07000000000000005,0.06833333333333337,0.0671428571428572,0.06125,0.057777777777777733,0.05499999999999997,0.035000000000000024,0.041000000000000016,0.04699999999999999,0.04899999999999999,0.051999999999999984,0.05499999999999997
0.5,0.035,14.9,0.06400000000000003,0.05666666666666667,0.05571428571428573,0.0525,0.052222222222222205,0.05,0.032000000000000015,0.03400000000000002,0.03900000000000003,0.042000000000000016,0.047000000000000014,0.05
0.5,0.04,14.9,0.06200000000000003,0.06166666666666669,0.060000000000000026,0.0625,0.06444444444444442,0.06299999999999997,0.031000000000000014,0.03700000000000002,0.04200000000000001,0.05,0.057999999999999996,0.06299999999999997
0.5,0.045,14.9,0.07600000000000004,0.07500000000000001,0.07142857142857145,0.07,0.06777777777777774,0.06399999999999999,0.03800000000000002,0.04500000000000001,0.05000000000000001,0.055999999999999994,0.061,0.06399999999999999
0.5,0.05,14.9,0.07600000000000003,0.07,0.06571428571428573,0.065,0.062222222222222186,0.05999999999999999,0.03800000000000001,0.04200000000000001,0.04600000000000001,0.052000000000000005,0.05599999999999999,0.05999999999999999
0.5,0.055,14.9,0.08200000000000003,0.08500000000000002,0.07571428571428573,0.0725,0.07111111111111107,0.06799999999999999,0.041000000000000016,0.051000000000000004,0.053000000000000005,0.05800000000000001,0.064,0.06799999999999999
0.5,0.06,14.9,0.07200000000000004,0.07500000000000004,0.07428571428571434,0.06875,0.06666666666666661,0.06499999999999996,0.03600000000000002,0.045,0.05199999999999998,0.05499999999999997,0.05999999999999996,0.06499999999999996
0.5,0.065,14.9,0.07000000000000003,0.06833333333333336,0.06428571428571432,0.065,0.05777777777777775,0.05899999999999998,0.03500000000000002,0.041000000000000016,0.04500000000000001,0.052000000000000005,0.052000000000000005,0.05899999999999998
0.5,0.07,14.9,0.07600000000000003,0.07333333333333336,0.0771428571428572,0.07875,0.08111111111111104,0.07799999999999993,0.03800000000000001,0.044000000000000004,0.05399999999999999,0.06299999999999996,0.07299999999999994,0.07799999999999993
0.5,0.075,14.9,0.06600000000000003,0.05833333333333335,0.06714285714285718,0.06625,0.05888888888888885,0.05599999999999998,0.033000000000000015,0.03500000000000002,0.047,0.05299999999999999,0.05299999999999999,0.05599999999999998
0.5,0.08,14.9,0.07200000000000004,0.06666666666666668,0.06142857142857146,0.06125,0.05888888888888886,0.053999999999999986,0.03600000000000002,0.040000000000000015,0.04300000000000001,0.048999999999999995,0.05299999999999999,0.053999999999999986
0.5,0.085,14.9,0.09200000000000003,0.09166666666666667,0.08428571428571432,0.07875,0.07777777777777772,0.07899999999999997,0.04600000000000001,0.05499999999999999,0.058999999999999976,0.06299999999999999,0.06999999999999998,0.07899999999999997
0.5,0.09,14.9,0.096,0.09333333333333334,0.08857142857142859,0.09,0.08444444444444438,0.08099999999999996,0.048,0.05599999999999999,0.061999999999999986,0.07199999999999998,0.07599999999999996,0.08099999999999996
0.5,0.095,14.9,0.10599999999999996,0.09499999999999999,0.09,0.085,0.07777777777777775,0.07799999999999999,0.05299999999999998,0.056999999999999974,0.06299999999999999,0.068,0.07,0.07799999999999999
0.5,0.1,14.9,0.08800000000000001,0.08999999999999998,0.08857142857142858,0.08875,0.08999999999999993,0.08899999999999993,0.044000000000000004,0.05399999999999999,0.06199999999999997,0.07099999999999994,0.08099999999999996,0.08899999999999993
0.5,0.105,14.9,0.08200000000000003,0.07333333333333336,0.0771428571428572,0.085,0.08333333333333325,0.09099999999999993,0.041000000000000016,0.044000000000000004,0.053999999999999986,0.06799999999999995,0.07499999999999994,0.09099999999999993
0.5,0.11,14.9,0.11599999999999999,0.11000000000000001,0.10428571428571434,0.10125,0.10333333333333324,0.09899999999999995,0.057999999999999996,0.06599999999999999,0.07299999999999998,0.08099999999999997,0.09299999999999996,0.09899999999999995
0.5,0.115,14.9,0.14399999999999985,0.12833333333333324,0.12142857142857139,0.11625,0.11111111111111095,0.1049999999999999,0.07199999999999993,0.07699999999999993,0.08499999999999991,0.0929999999999999,0.0999999999999999,0.1049999999999999
0.5,0.12,14.9,0.11600000000000002,0.10333333333333333,0.10000000000000003,0.09125,0.08999999999999994,0.09099999999999996,0.05800000000000001,0.06199999999999999,0.06999999999999998,0.07299999999999998,0.08099999999999997,0.09099999999999996
0.5,0.125,14.9,0.13399999999999998,0.1266666666666667,0.12428571428571437,0.1225,0.1233333333333332,0.11699999999999992,0.06699999999999999,0.07599999999999998,0.08699999999999998,0.09799999999999993,0.1109999999999999,0.11699999999999992
0.5,0.13,14.9,0.12999999999999995,0.12499999999999999,0.12000000000000002,0.115,0.11444444444444431,0.1159999999999999,0.06499999999999997,0.07499999999999997,0.08399999999999996,0.09199999999999992,0.1029999999999999,0.1159999999999999
0.5,0.135,14.9,0.14599999999999988,0.13833333333333322,0.12857142857142853,0.12,0.11555555555555543,0.11099999999999993,0.07299999999999994,0.08299999999999992,0.08999999999999991,0.09599999999999995,0.10399999999999993,0.11099999999999993
0.5,0.14,14.9,0.15799999999999995,0.14833333333333326,0.14428571428571427,0.14125,0.1344444444444443,0.1359999999999999,0.07899999999999997,0.08899999999999993,0.10099999999999994,0.11299999999999992,0.12099999999999991,0.1359999999999999
0.5,0.145,14.9,0.13799999999999993,0.1316666666666666,0.12857142857142853,0.12125,0.11888888888888877,0.11599999999999991,0.06899999999999996,0.07899999999999996,0.08999999999999997,0.09699999999999993,0.10699999999999994,0.11599999999999991
0.5,0.15,14.9,0.1519999999999999,0.13166666666666665,0.11999999999999998,0.115,0.11666666666666653,0.1199999999999999,0.07599999999999996,0.07899999999999997,0.08399999999999995,0.09199999999999996,0.10499999999999993,0.1199999999999999
0.5,0.155,14.9,0.1659999999999999,0.15833333333333324,0.15,0.13875,0.1311111111111109,0.13399999999999984,0.08299999999999995,0.09499999999999993,0.10499999999999991,0.11099999999999988,0.11799999999999984,0.13399999999999984
0.5,0.16,14.9,0.19199999999999975,0.18666666666666665,0.17285714285714282,0.1625,0.15999999999999973,0.1569999999999998,0.09599999999999988,0.11199999999999985,0.12099999999999986,0.1299999999999998,0.1439999999999998,0.1569999999999998
0.5,0.165,14.9,0.14799999999999996,0.1466666666666666,0.14000000000000004,0.1375,0.13444444444444426,0.1289999999999999,0.07399999999999998,0.08799999999999994,0.09799999999999993,0.10999999999999988,0.12099999999999987,0.1289999999999999
0.5,0.17,14.9,0.17199999999999988,0.16833333333333333,0.1628571428571428,0.1525,0.14555555555555538,0.1359999999999999,0.08599999999999994,0.10099999999999992,0.1139999999999999,0.1219999999999999,0.1309999999999999,0.1359999999999999
0.5,0.17500000000000002,14.9,0.1599999999999999,0.15333333333333324,0.14428571428571424,0.1475,0.14222222222222206,0.1399999999999999,0.07999999999999995,0.09199999999999992,0.1009999999999999,0.11799999999999992,0.1279999999999999,0.1399999999999999
0.5,0.18,14.9,0.1979999999999998,0.18666666666666662,0.17857142857142855,0.1725,0.16888888888888873,0.1619999999999999,0.0989999999999999,0.1119999999999999,0.12499999999999988,0.13799999999999987,0.15199999999999986,0.1619999999999999
0.5,0.185,14.9,0.17399999999999985,0.17999999999999994,0.17428571428571427,0.17,0.1655555555555554,0.16099999999999987,0.08699999999999992,0.10799999999999986,0.12199999999999983,0.13599999999999984,0.14899999999999988,0.16099999999999987
0.5,0.19,14.9,0.2619999999999997,0.24833333333333335,0.2342857142857141,0.2225,0.20777777777777753,0.19799999999999993,0.13099999999999984,0.14899999999999985,0.16399999999999987,0.17799999999999994,0.18699999999999992,0.19799999999999993
0.5,0.195,14.9,0.2479999999999998,0.22666666666666674,0.22285714285714275,0.2125,0.20222222222222194,0.19299999999999995,0.1239999999999999,0.1359999999999999,0.15599999999999986,0.1699999999999999,0.18199999999999988,0.19299999999999995
0.5,0.2,14.9,0.2639999999999997,0.24333333333333332,0.2285714285714284,0.21625,0.20444444444444418,0.19799999999999993,0.13199999999999984,0.14599999999999985,0.15999999999999986,0.17299999999999993,0.18399999999999994,0.19799999999999993
0.5,0.20500000000000002,14.9,0.2259999999999998,0.21000000000000005,0.1942857142857142,0.18875,0.18555555555555528,0.1819999999999999,0.1129999999999999,0.12599999999999986,0.13599999999999984,0.15099999999999983,0.1669999999999999,0.1819999999999999
0.5,0.21,14.9,0.2539999999999997,0.23833333333333329,0.2314285714285713,0.22125,0.21222222222222198,0.20699999999999996,0.12699999999999986,0.1429999999999999,0.16199999999999995,0.17699999999999988,0.19099999999999995,0.20699999999999996
0.5,0.215,14.9,0.2719999999999998,0.2633333333333333,0.24857142857142833,0.23875,0.2311111111111108,0.22700000000000004,0.1359999999999999,0.15799999999999992,0.17399999999999996,0.191,0.20799999999999996,0.22700000000000004
0.5,0.22,14.9,0.3039999999999998,0.27,0.24857142857142844,0.235,0.2255555555555552,0.22199999999999995,0.1519999999999999,0.1619999999999999,0.17399999999999988,0.1879999999999999,0.2029999999999999,0.22199999999999995
0.5,0.225,14.9,0.2719999999999998,0.26833333333333337,0.26142857142857123,0.2425,0.22666666666666632,0.21399999999999988,0.1359999999999999,0.16099999999999984,0.18299999999999994,0.19399999999999992,0.20399999999999985,0.21399999999999988
0.5,0.23,14.9,0.3279999999999997,0.31000000000000005,0.29285714285714265,0.27625,0.263333333333333,0.25799999999999995,0.16399999999999984,0.18599999999999994,0.20499999999999996,0.22099999999999995,0.237,0.25799999999999995
0.5,0.23500000000000001,14.9,0.3259999999999997,0.30499999999999994,0.2828571428571426,0.26875,0.2622222222222218,0.24599999999999997,0.16299999999999984,0.1829999999999999,0.19799999999999993,0.215,0.2359999999999999,0.24599999999999997
0.5,0.24,14.9,0.3119999999999997,0.3016666666666667,0.294285714285714,0.28625,0.26555555555555516,0.25200000000000006,0.15599999999999986,0.18099999999999997,0.20600000000000004,0.22900000000000006,0.2390000000000001,0.25200000000000006
0.5,0.245,14.9,0.38199999999999973,0.35500000000000015,0.33285714285714263,0.305,0.2811111111111107,0.273,0.19099999999999986,0.2129999999999999,0.23299999999999987,0.2439999999999999,0.25299999999999995,0.273
0.5,0.25,14.9,0.33799999999999997,0.3133333333333334,0.29714285714285676,0.28875,0.2755555555555552,0.26300000000000007,0.16899999999999998,0.18800000000000008,0.20800000000000005,0.23100000000000004,0.2480000000000001,0.26300000000000007
0.5,0.255,14.9,0.38999999999999985,0.35833333333333345,0.34571428571428553,0.32625,0.3044444444444441,0.294,0.19499999999999992,0.21499999999999994,0.2420000000000001,0.2610000000000001,0.2740000000000001,0.294
0.5,0.26,14.9,0.37,0.35833333333333334,0.33857142857142847,0.3125,0.30555555555555525,0.30100000000000005,0.185,0.21500000000000002,0.23699999999999996,0.25,0.275,0.30100000000000005
0.5,0.265,14.9,0.34799999999999975,0.33166666666666667,0.3128571428571426,0.29625,0.29111111111111077,0.27699999999999997,0.17399999999999988,0.19899999999999995,0.21899999999999994,0.23700000000000002,0.26200000000000007,0.27699999999999997
0.5,0.27,14.9,0.37199999999999983,0.3616666666666668,0.34142857142857125,0.33375,0.31111111111111067,0.29699999999999993,0.18599999999999992,0.21699999999999992,0.2389999999999999,0.26699999999999996,0.27999999999999986,0.29699999999999993
0.5,0.275,14.9,0.3779999999999999,0.3616666666666667,0.35571428571428554,0.32875,0.31444444444444397,0.30499999999999994,0.18899999999999995,0.21700000000000003,0.24900000000000008,0.263,0.28299999999999986,0.30499999999999994
0.5,0.28,14.9,0.44600000000000006,0.41666666666666663,0.40428571428571425,0.38125,0.35999999999999976,0.3500000000000001,0.22300000000000003,0.25,0.28300000000000003,0.305,0.324,0.3500000000000001
0.5,0.28500000000000003,14.9,0.43200000000000005,0.415,0.39857142857142863,0.38125,0.36444444444444424,0.34299999999999997,0.21600000000000003,0.24900000000000017,0.2790000000000001,0.305,0.32799999999999996,0.34299999999999997
0.5,0.29,14.9,0.42200000000000004,0.39333333333333337,0.3728571428571426,0.35375,0.3377777777777775,0.32500000000000007,0.21100000000000002,0.236,0.26100000000000007,0.28300000000000003,0.30400000000000005,0.32500000000000007
0.5,0.295,14.9,0.44599999999999995,0.4199999999999999,0.3957142857142857,0.375,0.3611111111111107,0.3419999999999998,0.22299999999999998,0.25200000000000006,0.2769999999999999,0.2999999999999999,0.3249999999999998,0.3419999999999998
0.5,0.3,14.9,0.4580000000000002,0.43166666666666664,0.4114285714285715,0.39125,0.3688888888888887,0.34999999999999987,0.2290000000000001,0.259,0.28800000000000003,0.31299999999999994,0.33199999999999996,0.34999999999999987
0.5,0.305,14.9,0.5020000000000001,0.4683333333333332,0.4471428571428572,0.4275,0.40999999999999986,0.39699999999999974,0.25100000000000006,0.28099999999999997,0.31299999999999994,0.342,0.36899999999999983,0.39699999999999974
0.5,0.31,14.9,0.54,0.5083333333333333,0.4771428571428571,0.4475,0.43111111111111095,0.415,0.27,0.3049999999999999,0.33399999999999985,0.3579999999999998,0.3879999999999999,0.415
0.5,0.315,14.9,0.508,0.47333333333333344,0.45714285714285713,0.435,0.40555555555555545,0.3939999999999999,0.254,0.28400000000000003,0.31999999999999995,0.348,0.36499999999999994,0.3939999999999999
0.5,0.32,14.9,0.5579999999999999,0.5199999999999999,0.49142857142857144,0.465,0.4355555555555557,0.4149999999999999,0.27899999999999997,0.31199999999999994,0.34399999999999986,0.3719999999999997,0.3919999999999998,0.4149999999999999
0.5,0.325,14.9,0.5580000000000002,0.5150000000000002,0.47571428571428576,0.4475,0.4266666666666666,0.4029999999999998,0.2790000000000001,0.309,0.33300000000000013,0.3579999999999999,0.38399999999999984,0.4029999999999998
0.5,0.33,14.9,0.5799999999999998,0.5383333333333333,0.5014285714285714,0.4725,0.4511111111111109,0.43199999999999983,0.2899999999999999,0.32300000000000006,0.3509999999999999,0.37800000000000006,0.4060000000000001,0.43199999999999983
0.5,0.335,14.9,0.578,0.54,0.5028571428571429,0.47375,0.4499999999999998,0.43300000000000005,0.289,0.3240000000000001,0.352,0.379,0.405,0.43300000000000005
