,$p_{ij}$,test,power
203,0.031242424242424245,fisher,0.0
204,0.041323232323232324,fisher,0.001
205,0.0514040404040404,fisher,0.0
206,0.06148484848484849,fisher,0.002
207,0.07156565656565657,fisher,0.003
208,0.08164646464646465,fisher,0.001
209,0.09172727272727273,fisher,0.004
210,0.1018080808080808,fisher,0.003
211,0.11188888888888888,fisher,0.003
212,0.12196969696969698,fisher,0.001
213,0.13205050505050506,fisher,0.005
214,0.14213131313131314,fisher,0.006
215,0.15221212121212122,fisher,0.015
216,0.1622929292929293,fisher,0.007
217,0.17237373737373737,fisher,0.01
218,0.18245454545454545,fisher,0.009
219,0.19253535353535353,fisher,0.012
220,0.2026161616161616,fisher,0.016
221,0.2126969696969697,fisher,0.01
222,0.22277777777777777,fisher,0.016
223,0.23285858585858585,fisher,0.016
224,0.24293939393939395,fisher,0.011
225,0.25302020202020203,fisher,0.012
226,0.2631010101010101,fisher,0.01
227,0.2731818181818182,fisher,0.01
228,0.28326262626262627,fisher,0.012
229,0.29334343434343435,fisher,0.014
230,0.30342424242424243,fisher,0.01
231,0.3135050505050505,fisher,0.019
232,0.3235858585858586,fisher,0.015
233,0.33366666666666667,fisher,0.013
234,0.34374747474747475,fisher,0.014
235,0.3538282828282828,fisher,0.017
236,0.3639090909090909,fisher,0.013
237,0.373989898989899,fisher,0.018
238,0.38407070707070706,fisher,0.021
239,0.39415151515151514,fisher,0.012
240,0.4042323232323232,fisher,0.02
241,0.4143131313131313,fisher,0.013
242,0.4243939393939394,fisher,0.014
243,0.43447474747474746,fisher,0.015
244,0.44455555555555554,fisher,0.017
245,0.4546363636363636,fisher,0.017
246,0.4647171717171717,fisher,0.014
247,0.4747979797979798,fisher,0.025
248,0.4848787878787879,fisher,0.018
249,0.494959595959596,fisher,0.015
250,0.5050404040404041,fisher,0.01
251,0.5151212121212121,fisher,0.013
252,0.5252020202020202,fisher,0.011
253,0.5352828282828282,fisher,0.01
254,0.5453636363636364,fisher,0.011
255,0.5554444444444444,fisher,0.017
256,0.5655252525252525,fisher,0.02
257,0.5756060606060606,fisher,0.012
258,0.5856868686868687,fisher,0.019
259,0.5957676767676767,fisher,0.017
260,0.6058484848484849,fisher,0.015
261,0.6159292929292929,fisher,0.02
262,0.626010101010101,fisher,0.025
263,0.636090909090909,fisher,0.016
264,0.6461717171717172,fisher,0.011
265,0.6562525252525253,fisher,0.011
266,0.6663333333333333,fisher,0.017
267,0.6764141414141415,fisher,0.014
268,0.6864949494949495,fisher,0.017
269,0.6965757575757576,fisher,0.02
270,0.7066565656565656,fisher,0.014
271,0.7167373737373738,fisher,0.013
272,0.7268181818181818,fisher,0.011
273,0.7368989898989899,fisher,0.019
274,0.746979797979798,fisher,0.01
275,0.7570606060606061,fisher,0.011
276,0.7671414141414141,fisher,0.006
277,0.7772222222222223,fisher,0.011
278,0.7873030303030303,fisher,0.013
279,0.7973838383838384,fisher,0.008
280,0.8074646464646464,fisher,0.011
281,0.8175454545454546,fisher,0.014
282,0.8276262626262626,fisher,0.011
283,0.8377070707070707,fisher,0.007
284,0.8477878787878788,fisher,0.008
285,0.8578686868686869,fisher,0.008
286,0.8679494949494949,fisher,0.005
287,0.878030303030303,fisher,0.007
288,0.8881111111111111,fisher,0.006
289,0.8981919191919192,fisher,0.003
290,0.9082727272727272,fisher,0.001
291,0.9183535353535354,fisher,0.002
292,0.9284343434343434,fisher,0.0
293,0.9385151515151515,fisher,0.001
294,0.9485959595959595,fisher,0.001
295,0.9586767676767677,fisher,0.0
296,0.9687575757575758,fisher,0.0
297,0.9788383838383838,fisher,0.0
298,0.988919191919192,fisher,0.0
299,0.999,fisher,0.0
