,$p_{ij}$,test,power
85,0.8578686868686869,t-test,0.084
86,0.8679494949494949,t-test,0.099
87,0.878030303030303,t-test,0.106
88,0.8881111111111111,t-test,0.096
89,0.8981919191919192,t-test,0.106
90,0.9082727272727272,t-test,0.114
91,0.9183535353535354,t-test,0.12
92,0.9284343434343434,t-test,0.138
93,0.9385151515151515,t-test,0.137
94,0.9485959595959595,t-test,0.143
95,0.9586767676767677,t-test,0.149
96,0.9687575757575758,t-test,0.16
97,0.9788383838383838,t-test,0.176
98,0.988919191919192,t-test,0.137
99,0.999,t-test,0.124
100,0.001,mann-whitney,0.308
101,0.01108080808080808,mann-whitney,0.319
102,0.021161616161616163,mann-whitney,0.276
103,0.031242424242424245,mann-whitney,0.276
104,0.041323232323232324,mann-whitney,0.267
105,0.0514040404040404,mann-whitney,0.246
106,0.06148484848484849,mann-whitney,0.241
107,0.07156565656565657,mann-whitney,0.218
108,0.08164646464646465,mann-whitney,0.202
109,0.09172727272727273,mann-whitney,0.197
110,0.1018080808080808,mann-whitney,0.169
111,0.11188888888888888,mann-whitney,0.146
112,0.12196969696969698,mann-whitney,0.15
113,0.13205050505050506,mann-whitney,0.16
114,0.14213131313131314,mann-whitney,0.148
115,0.15221212121212122,mann-whitney,0.147
116,0.1622929292929293,mann-whitney,0.141
117,0.17237373737373737,mann-whitney,0.151
118,0.18245454545454545,mann-whitney,0.142
119,0.19253535353535353,mann-whitney,0.151
120,0.2026161616161616,mann-whitney,0.156
121,0.2126969696969697,mann-whitney,0.134
122,0.22277777777777777,mann-whitney,0.134
123,0.23285858585858585,mann-whitney,0.153
124,0.24293939393939395,mann-whitney,0.138
125,0.25302020202020203,mann-whitney,0.126
126,0.2631010101010101,mann-whitney,0.149
127,0.2731818181818182,mann-whitney,0.143
128,0.28326262626262627,mann-whitney,0.153
129,0.29334343434343435,mann-whitney,0.116
130,0.30342424242424243,mann-whitney,0.133
131,0.3135050505050505,mann-whitney,0.122
132,0.3235858585858586,mann-whitney,0.137
133,0.33366666666666667,mann-whitney,0.115
134,0.34374747474747475,mann-whitney,0.109
135,0.3538282828282828,mann-whitney,0.123
136,0.3639090909090909,mann-whitney,0.146
137,0.373989898989899,mann-whitney,0.131
138,0.38407070707070706,mann-whitney,0.117
139,0.39415151515151514,mann-whitney,0.132
140,0.4042323232323232,mann-whitney,0.156
141,0.4143131313131313,mann-whitney,0.116
142,0.4243939393939394,mann-whitney,0.135
143,0.43447474747474746,mann-whitney,0.137
144,0.44455555555555554,mann-whitney,0.119
145,0.4546363636363636,mann-whitney,0.13
146,0.4647171717171717,mann-whitney,0.134
147,0.4747979797979798,mann-whitney,0.11
148,0.4848787878787879,mann-whitney,0.141
149,0.494959595959596,mann-whitney,0.132
150,0.5050404040404041,mann-whitney,0.124
151,0.5151212121212121,mann-whitney,0.125
152,0.5252020202020202,mann-whitney,0.127
153,0.5352828282828282,mann-whitney,0.122
154,0.5453636363636364,mann-whitney,0.135
155,0.5554444444444444,mann-whitney,0.12
156,0.5655252525252525,mann-whitney,0.144
157,0.5756060606060606,mann-whitney,0.118
158,0.5856868686868687,mann-whitney,0.119
159,0.5957676767676767,mann-whitney,0.147
160,0.6058484848484849,mann-whitney,0.121
161,0.6159292929292929,mann-whitney,0.131
162,0.626010101010101,mann-whitney,0.125
163,0.636090909090909,mann-whitney,0.12
164,0.6461717171717172,mann-whitney,0.117
165,0.6562525252525253,mann-whitney,0.124
166,0.6663333333333333,mann-whitney,0.119
167,0.6764141414141415,mann-whitney,0.13
168,0.6864949494949495,mann-whitney,0.143
169,0.6965757575757576,mann-whitney,0.127
170,0.7066565656565656,mann-whitney,0.151
171,0.7167373737373738,mann-whitney,0.123
172,0.7268181818181818,mann-whitney,0.138
173,0.7368989898989899,mann-whitney,0.128
174,0.746979797979798,mann-whitney,0.134
175,0.7570606060606061,mann-whitney,0.176
176,0.7671414141414141,mann-whitney,0.141
177,0.7772222222222223,mann-whitney,0.146
178,0.7873030303030303,mann-whitney,0.132
179,0.7973838383838384,mann-whitney,0.157
180,0.8074646464646464,mann-whitney,0.153
181,0.8175454545454546,mann-whitney,0.153
182,0.8276262626262626,mann-whitney,0.17
183,0.8377070707070707,mann-whitney,0.168
184,0.8477878787878788,mann-whitney,0.178
185,0.8578686868686869,mann-whitney,0.155
186,0.8679494949494949,mann-whitney,0.16
187,0.878030303030303,mann-whitney,0.18
188,0.8881111111111111,mann-whitney,0.155
189,0.8981919191919192,mann-whitney,0.172
190,0.9082727272727272,mann-whitney,0.195
191,0.9183535353535354,mann-whitney,0.192
192,0.9284343434343434,mann-whitney,0.206
193,0.9385151515151515,mann-whitney,0.238
194,0.9485959595959595,mann-whitney,0.248
195,0.9586767676767677,mann-whitney,0.26
196,0.9687575757575758,mann-whitney,0.285
197,0.9788383838383838,mann-whitney,0.297
198,0.988919191919192,mann-whitney,0.281
199,0.999,mann-whitney,0.294
200,0.001,fisher,0.018
201,0.01108080808080808,fisher,0.022
202,0.021161616161616163,fisher,0.033
203,0.031242424242424245,fisher,0.049
204,0.041323232323232324,fisher,0.041
205,0.0514040404040404,fisher,0.037
206,0.06148484848484849,fisher,0.046
207,0.07156565656565657,fisher,0.061
208,0.08164646464646465,fisher,0.056
209,0.09172727272727273,fisher,0.055
210,0.1018080808080808,fisher,0.059
211,0.11188888888888888,fisher,0.05
212,0.12196969696969698,fisher,0.053
213,0.13205050505050506,fisher,0.061
214,0.14213131313131314,fisher,0.038
215,0.15221212121212122,fisher,0.053
216,0.1622929292929293,fisher,0.054
217,0.17237373737373737,fisher,0.056
218,0.18245454545454545,fisher,0.062
219,0.19253535353535353,fisher,0.055
220,0.2026161616161616,fisher,0.056
221,0.2126969696969697,fisher,0.045
222,0.22277777777777777,fisher,0.051
223,0.23285858585858585,fisher,0.053
224,0.24293939393939395,fisher,0.042
225,0.25302020202020203,fisher,0.035
226,0.2631010101010101,fisher,0.053
227,0.2731818181818182,fisher,0.051
228,0.28326262626262627,fisher,0.052
229,0.29334343434343435,fisher,0.043
230,0.30342424242424243,fisher,0.046
231,0.3135050505050505,fisher,0.048
232,0.3235858585858586,fisher,0.055
233,0.33366666666666667,fisher,0.04
234,0.34374747474747475,fisher,0.037
235,0.3538282828282828,fisher,0.033
236,0.3639090909090909,fisher,0.062
237,0.373989898989899,fisher,0.051
238,0.38407070707070706,fisher,0.048
239,0.39415151515151514,fisher,0.057
240,0.4042323232323232,fisher,0.054
241,0.4143131313131313,fisher,0.042
242,0.4243939393939394,fisher,0.055
243,0.43447474747474746,fisher,0.057
244,0.44455555555555554,fisher,0.06
245,0.4546363636363636,fisher,0.06
246,0.4647171717171717,fisher,0.053
247,0.4747979797979798,fisher,0.041
248,0.4848787878787879,fisher,0.056
249,0.494959595959596,fisher,0.055
250,0.5050404040404041,fisher,0.05
251,0.5151212121212121,fisher,0.058
252,0.5252020202020202,fisher,0.049
253,0.5352828282828282,fisher,0.048
254,0.5453636363636364,fisher,0.057
255,0.5554444444444444,fisher,0.056
256,0.5655252525252525,fisher,0.052
257,0.5756060606060606,fisher,0.046
258,0.5856868686868687,fisher,0.04
259,0.5957676767676767,fisher,0.061
260,0.6058484848484849,fisher,0.047
261,0.6159292929292929,fisher,0.052
262,0.626010101010101,fisher,0.048
263,0.636090909090909,fisher,0.038
264,0.6461717171717172,fisher,0.044
265,0.6562525252525253,fisher,0.044
266,0.6663333333333333,fisher,0.04
267,0.6764141414141415,fisher,0.053
268,0.6864949494949495,fisher,0.058
269,0.6965757575757576,fisher,0.039
270,0.7066565656565656,fisher,0.053
271,0.7167373737373738,fisher,0.04
272,0.7268181818181818,fisher,0.046
273,0.7368989898989899,fisher,0.038
274,0.746979797979798,fisher,0.05
275,0.7570606060606061,fisher,0.061
276,0.7671414141414141,fisher,0.031
277,0.7772222222222223,fisher,0.046
278,0.7873030303030303,fisher,0.04
279,0.7973838383838384,fisher,0.059
280,0.8074646464646464,fisher,0.055
281,0.8175454545454546,fisher,0.046
282,0.8276262626262626,fisher,0.066
283,0.8377070707070707,fisher,0.062
284,0.8477878787878788,fisher,0.064
285,0.8578686868686869,fisher,0.052
286,0.8679494949494949,fisher,0.053
287,0.878030303030303,fisher,0.057
288,0.8881111111111111,fisher,0.05
289,0.8981919191919192,fisher,0.051
290,0.9082727272727272,fisher,0.047
291,0.9183535353535354,fisher,0.052
292,0.9284343434343434,fisher,0.045
293,0.9385151515151515,fisher,0.046
294,0.9485959595959595,fisher,0.041
295,0.9586767676767677,fisher,0.04
296,0.9687575757575758,fisher,0.035
297,0.9788383838383838,fisher,0.023
298,0.988919191919192,fisher,0.024
299,0.999,fisher,0.015
