mu1,mu2,m,ttest_ind_precision_at_1,ttest_ind_precision_at_2,ttest_ind_precision_at_3,ttest_ind_precision_at_4,ttest_ind_precision_at_5,ttest_ind_precision_at_6,ttest_ind_precision_at_7,ttest_ind_precision_at_8,ttest_ind_precision_at_9,ttest_ind_precision_at_10,wilcoxon_precision_at_1,wilcoxon_precision_at_2,wilcoxon_precision_at_3,wilcoxon_precision_at_4,wilcoxon_precision_at_5,wilcoxon_precision_at_6,wilcoxon_precision_at_7,wilcoxon_precision_at_8,wilcoxon_precision_at_9,wilcoxon_precision_at_10,mannwhitneyu_precision_at_1,mannwhitneyu_precision_at_2,mannwhitneyu_precision_at_3,mannwhitneyu_precision_at_4,mannwhitneyu_precision_at_5,mannwhitneyu_precision_at_6,mannwhitneyu_precision_at_7,mannwhitneyu_precision_at_8,mannwhitneyu_precision_at_9,mannwhitneyu_precision_at_10,ttest_ind_recall_at_1,ttest_ind_recall_at_2,ttest_ind_recall_at_3,ttest_ind_recall_at_4,ttest_ind_recall_at_5,ttest_ind_recall_at_6,ttest_ind_recall_at_7,ttest_ind_recall_at_8,ttest_ind_recall_at_9,ttest_ind_recall_at_10,wilcoxon_recall_at_1,wilcoxon_recall_at_2,wilcoxon_recall_at_3,wilcoxon_recall_at_4,wilcoxon_recall_at_5,wilcoxon_recall_at_6,wilcoxon_recall_at_7,wilcoxon_recall_at_8,wilcoxon_recall_at_9,wilcoxon_recall_at_10,mannwhitneyu_recall_at_1,mannwhitneyu_recall_at_2,mannwhitneyu_recall_at_3,mannwhitneyu_recall_at_4,mannwhitneyu_recall_at_5,mannwhitneyu_recall_at_6,mannwhitneyu_recall_at_7,mannwhitneyu_recall_at_8,mannwhitneyu_recall_at_9,mannwhitneyu_recall_at_10
0.0,0.1,5.0,0.08,0.095,0.07999999999999996,0.0675,0.06400000000000003,0.06000000000000001,0.06285714285714289,0.0675,0.0644444444444444,0.06499999999999996,0.07,0.085,0.07666666666666665,0.07,0.06200000000000003,0.05833333333333334,0.05714285714285716,0.055,0.05888888888888886,0.05599999999999999,0.12,0.09,0.0733333333333333,0.065,0.060000000000000026,0.05499999999999999,0.05285714285714285,0.05875,0.05999999999999996,0.059999999999999984,0.008,0.019000000000000006,0.024000000000000007,0.02700000000000001,0.032000000000000015,0.03600000000000002,0.044000000000000004,0.053999999999999986,0.05799999999999999,0.06499999999999996,0.006999999999999999,0.017000000000000005,0.023000000000000007,0.02800000000000001,0.031000000000000014,0.03500000000000002,0.040000000000000015,0.04400000000000001,0.053,0.05599999999999999,0.012,0.018000000000000006,0.02200000000000001,0.026000000000000013,0.030000000000000013,0.033000000000000015,0.037000000000000026,0.047,0.053999999999999986,0.059999999999999984
0.07142857142857142,0.17142857142857143,5.0,0.05,0.055,0.05666666666666665,0.05,0.04400000000000001,0.055,0.05571428571428572,0.055,0.05666666666666664,0.05899999999999998,0.12,0.075,0.059999999999999984,0.0525,0.05000000000000002,0.05,0.047142857142857146,0.04625,0.045555555555555544,0.048,0.06,0.06,0.05333333333333332,0.0525,0.05200000000000002,0.04833333333333332,0.05,0.05125,0.053333333333333316,0.05499999999999998,0.005,0.011,0.017000000000000005,0.020000000000000004,0.022000000000000006,0.033000000000000015,0.03900000000000002,0.04400000000000001,0.051000000000000004,0.05899999999999998,0.012,0.015000000000000003,0.018000000000000006,0.021000000000000005,0.02500000000000001,0.030000000000000013,0.033000000000000015,0.037000000000000026,0.041000000000000016,0.048,0.006,0.012,0.016000000000000004,0.021000000000000005,0.02600000000000001,0.029000000000000012,0.03500000000000002,0.04100000000000002,0.048,0.05499999999999998
0.14285714285714285,0.24285714285714285,5.0,0.09,0.085,0.08999999999999998,0.09,0.09000000000000004,0.08333333333333334,0.08142857142857146,0.07875,0.07999999999999993,0.07499999999999994,0.22,0.16,0.13000000000000006,0.115,0.10799999999999997,0.09500000000000001,0.09000000000000004,0.0825,0.07999999999999993,0.07599999999999996,0.07,0.095,0.0833333333333333,0.085,0.08600000000000002,0.08333333333333336,0.07571428571428576,0.0725,0.07444444444444437,0.07799999999999993,0.009,0.017000000000000005,0.02700000000000001,0.03600000000000002,0.04500000000000002,0.05000000000000001,0.057,0.06299999999999999,0.07199999999999995,0.07499999999999994,0.022000000000000006,0.03200000000000002,0.039000000000000014,0.046,0.053999999999999986,0.056999999999999995,0.06299999999999999,0.06599999999999996,0.07199999999999995,0.07599999999999996,0.006999999999999999,0.019000000000000006,0.02500000000000001,0.034000000000000016,0.04300000000000001,0.04999999999999999,0.05299999999999999,0.05799999999999998,0.06699999999999995,0.07799999999999993
0.21428571428571427,0.3142857142857143,5.0,0.06,0.06,0.06666666666666664,0.0775,0.06800000000000003,0.07000000000000002,0.06857142857142862,0.0675,0.06777777777777771,0.06499999999999996,0.11,0.08,0.06333333333333331,0.0575,0.05000000000000002,0.04333333333333333,0.045714285714285714,0.04875,0.047777777777777766,0.05199999999999999,0.09,0.115,0.09333333333333332,0.0875,0.08000000000000003,0.06833333333333334,0.06285714285714289,0.0625,0.0633333333333333,0.06499999999999997,0.006,0.012,0.020000000000000004,0.031000000000000014,0.034000000000000016,0.042000000000000016,0.048,0.05399999999999999,0.060999999999999964,0.06499999999999996,0.011,0.016000000000000004,0.019000000000000006,0.023000000000000007,0.02500000000000001,0.02600000000000001,0.032000000000000015,0.03900000000000002,0.04300000000000002,0.05199999999999999,0.009,0.023000000000000007,0.02800000000000001,0.035000000000000024,0.040000000000000015,0.041000000000000016,0.044000000000000004,0.04999999999999999,0.05699999999999998,0.06499999999999997
0.2857142857142857,0.3857142857142857,5.0,0.08,0.08,0.059999999999999984,0.06,0.05400000000000002,0.05333333333333334,0.047142857142857146,0.055,0.05999999999999996,0.06399999999999997,0.1,0.08,0.0733333333333333,0.0775,0.07200000000000004,0.065,0.05857142857142859,0.0575,0.05888888888888885,0.056999999999999974,0.08,0.085,0.06666666666666665,0.06,0.05600000000000002,0.06000000000000002,0.06142857142857147,0.06125,0.05888888888888885,0.05999999999999996,0.008,0.016000000000000004,0.018000000000000006,0.024000000000000007,0.02700000000000001,0.032000000000000015,0.03300000000000002,0.04400000000000001,0.05399999999999999,0.06399999999999997,0.009999999999999998,0.016000000000000004,0.022000000000000006,0.031000000000000014,0.03600000000000002,0.03900000000000002,0.041000000000000016,0.046,0.05299999999999998,0.056999999999999974,0.008,0.017000000000000005,0.020000000000000004,0.024000000000000007,0.02800000000000001,0.03600000000000002,0.04300000000000001,0.048999999999999995,0.05299999999999998,0.05999999999999996
0.3571428571428571,0.4571428571428571,5.0,0.09,0.11,0.09333333333333331,0.0925,0.07800000000000004,0.07000000000000002,0.07000000000000003,0.0675,0.06333333333333328,0.06199999999999996,0.12,0.11,0.08666666666666666,0.08,0.07200000000000004,0.065,0.06285714285714288,0.06125,0.06333333333333331,0.06499999999999999,0.13,0.105,0.0833333333333333,0.075,0.07400000000000004,0.07166666666666668,0.06857142857142859,0.06375,0.06111111111111108,0.06399999999999997,0.009,0.022000000000000006,0.02800000000000001,0.03700000000000002,0.03900000000000002,0.042000000000000016,0.049,0.053999999999999986,0.05699999999999998,0.06199999999999996,0.012,0.022000000000000002,0.02600000000000001,0.032000000000000015,0.03600000000000002,0.03900000000000002,0.04400000000000001,0.048999999999999995,0.057,0.06499999999999999,0.013000000000000001,0.021000000000000005,0.02500000000000001,0.030000000000000013,0.03700000000000002,0.04300000000000002,0.04800000000000001,0.05099999999999999,0.05499999999999998,0.06399999999999997
0.42857142857142855,0.5285714285714286,5.0,0.08,0.08,0.056666666666666664,0.0575,0.05600000000000002,0.05166666666666666,0.05428571428571429,0.05625,0.05444444444444442,0.05599999999999999,0.12,0.085,0.09333333333333332,0.075,0.062000000000000034,0.05666666666666668,0.05714285714285716,0.0525,0.053333333333333316,0.05299999999999999,0.08,0.05,0.056666666666666664,0.06,0.058000000000000024,0.05666666666666668,0.05571428571428573,0.055,0.05777777777777774,0.05999999999999996,0.008,0.016,0.017,0.02300000000000001,0.02800000000000001,0.031000000000000014,0.03800000000000003,0.04500000000000001,0.048999999999999995,0.05599999999999999,0.012,0.017000000000000005,0.02800000000000001,0.030000000000000013,0.031000000000000017,0.03400000000000002,0.04000000000000003,0.04200000000000001,0.048,0.05299999999999999,0.008,0.01,0.017,0.024000000000000007,0.029000000000000012,0.034000000000000016,0.03900000000000002,0.044000000000000004,0.051999999999999984,0.05999999999999996
0.5,0.6,5.0,0.09,0.07,0.06666666666666664,0.065,0.06400000000000003,0.07000000000000002,0.0685714285714286,0.07,0.06777777777777776,0.06899999999999999,0.05,0.08,0.06999999999999998,0.075,0.07200000000000004,0.06333333333333335,0.06142857142857145,0.065,0.06666666666666662,0.06699999999999999,0.08,0.075,0.06999999999999998,0.0625,0.06200000000000003,0.06333333333333335,0.060000000000000026,0.06125,0.061111111111111074,0.06199999999999997,0.009,0.014000000000000002,0.020000000000000004,0.02600000000000001,0.032000000000000015,0.042000000000000016,0.048000000000000015,0.055999999999999994,0.061,0.06899999999999999,0.005,0.016000000000000004,0.021000000000000005,0.030000000000000013,0.03600000000000002,0.03800000000000001,0.04300000000000001,0.05199999999999999,0.059999999999999984,0.06699999999999999,0.008,0.015000000000000003,0.021000000000000005,0.02500000000000001,0.031000000000000014,0.03800000000000003,0.042000000000000016,0.049,0.05499999999999999,0.06199999999999997
0.5714285714285714,0.4714285714285714,5.0,0.04,0.055,0.04666666666666666,0.0525,0.05400000000000002,0.05166666666666666,0.04857142857142857,0.05,0.0522222222222222,0.053999999999999986,0.13,0.095,0.0733333333333333,0.0675,0.06200000000000003,0.06333333333333335,0.07000000000000005,0.06875,0.06666666666666661,0.061999999999999965,0.06,0.06,0.04999999999999999,0.0475,0.04600000000000001,0.05333333333333333,0.0542857142857143,0.0575,0.05777777777777774,0.05999999999999996,0.004,0.011,0.014000000000000002,0.021000000000000005,0.02700000000000001,0.031000000000000014,0.034000000000000016,0.040000000000000015,0.047,0.053999999999999986,0.013000000000000001,0.019000000000000003,0.022000000000000006,0.02700000000000001,0.031000000000000014,0.03800000000000002,0.04899999999999999,0.05499999999999998,0.05999999999999997,0.061999999999999965,0.006,0.012,0.015000000000000003,0.019000000000000003,0.023000000000000007,0.032000000000000015,0.03800000000000002,0.046000000000000006,0.051999999999999984,0.05999999999999996
0.6428571428571428,0.5428571428571428,5.0,0.08,0.07,0.0833333333333333,0.0725,0.07200000000000002,0.07333333333333336,0.07142857142857147,0.07375,0.07111111111111107,0.07099999999999997,0.09,0.085,0.0733333333333333,0.065,0.06200000000000003,0.05666666666666667,0.0542857142857143,0.05375,0.053333333333333316,0.05099999999999999,0.07,0.07,0.059999999999999984,0.075,0.06800000000000003,0.07166666666666668,0.07142857142857147,0.07125,0.06999999999999994,0.06899999999999996,0.008,0.013999999999999999,0.02500000000000001,0.029000000000000012,0.03600000000000001,0.04400000000000001,0.04999999999999998,0.058999999999999976,0.06399999999999997,0.07099999999999997,0.009,0.017000000000000005,0.022000000000000006,0.02600000000000001,0.031000000000000014,0.034000000000000016,0.03800000000000002,0.04300000000000001,0.048,0.05099999999999999,0.006999999999999999,0.014000000000000002,0.018000000000000006,0.030000000000000013,0.034000000000000016,0.04300000000000002,0.04999999999999999,0.05699999999999997,0.06299999999999994,0.06899999999999996
