m,mean1,mean2,var_1,var_2,multiscale_graphcorr_precision_at_5,multiscale_graphcorr_precision_at_6,multiscale_graphcorr_precision_at_7,multiscale_graphcorr_precision_at_8,multiscale_graphcorr_precision_at_9,multiscale_graphcorr_precision_at_10,multiscale_graphcorr_recall_at_5,multiscale_graphcorr_recall_at_6,multiscale_graphcorr_recall_at_7,multiscale_graphcorr_recall_at_8,multiscale_graphcorr_recall_at_9,multiscale_graphcorr_recall_at_10
10,0,0,0.5,1.75,0.13399999999999992,0.12833333333333322,0.12142857142857133,0.1175,0.11333333333333317,0.10599999999999993,0.06699999999999996,0.07699999999999994,0.08499999999999992,0.09399999999999993,0.10199999999999991,0.10599999999999993
10,0,0,0.5,1.8,0.14199999999999993,0.12999999999999998,0.12285714285714286,0.1225,0.12111111111111095,0.11899999999999988,0.07099999999999997,0.07799999999999996,0.08599999999999997,0.09799999999999993,0.1089999999999999,0.11899999999999988
10,0,0,0.5,1.85,0.14999999999999994,0.13999999999999996,0.1342857142857143,0.13,0.131111111111111,0.12499999999999992,0.07499999999999997,0.08399999999999995,0.09399999999999993,0.10399999999999993,0.11799999999999992,0.12499999999999992
10,0,0,0.5,1.9000000000000001,0.14399999999999996,0.1483333333333333,0.15,0.14625,0.1422222222222221,0.13399999999999995,0.07199999999999998,0.08899999999999997,0.10499999999999993,0.11699999999999992,0.12799999999999992,0.13399999999999995
10,0,0,0.5,1.9500000000000002,0.19199999999999978,0.18833333333333324,0.1742857142857142,0.16375,0.1577777777777776,0.14799999999999985,0.09599999999999989,0.11299999999999986,0.12199999999999987,0.13099999999999987,0.14199999999999988,0.14799999999999985
10,0,0,0.5,2.0,0.16999999999999982,0.1666666666666666,0.15714285714285714,0.1475,0.14111111111111097,0.13799999999999987,0.08499999999999991,0.09999999999999991,0.10999999999999989,0.11799999999999987,0.1269999999999999,0.13799999999999987
10,0,0,0.5,2.05,0.20599999999999985,0.19666666666666666,0.19571428571428562,0.18375,0.1699999999999998,0.1559999999999999,0.10299999999999992,0.11799999999999987,0.1369999999999999,0.1469999999999999,0.15299999999999989,0.1559999999999999
10,0,0,0.5,2.1,0.17799999999999985,0.175,0.16999999999999996,0.1625,0.1588888888888887,0.15299999999999986,0.08899999999999993,0.10499999999999987,0.11899999999999986,0.12999999999999984,0.14299999999999982,0.15299999999999986
10,0,0,0.5,2.1500000000000004,0.2379999999999997,0.22999999999999987,0.21857142857142836,0.21625,0.1977777777777775,0.18599999999999992,0.11899999999999986,0.13799999999999985,0.15299999999999983,0.1729999999999999,0.1779999999999999,0.18599999999999992
10,0,0,0.5,2.2,0.1879999999999998,0.18499999999999997,0.18428571428571416,0.1725,0.16666666666666644,0.16599999999999987,0.0939999999999999,0.11099999999999985,0.12899999999999984,0.13799999999999982,0.1499999999999998,0.16599999999999987
10,0,0,0.5,2.25,0.2399999999999997,0.22333333333333333,0.20714285714285705,0.19375,0.182222222222222,0.17699999999999994,0.11999999999999986,0.1339999999999998,0.1449999999999998,0.15499999999999983,0.16399999999999987,0.17699999999999994
10,0,0,0.5,2.3,0.2239999999999998,0.2033333333333334,0.1899999999999999,0.17625,0.1699999999999998,0.16099999999999987,0.1119999999999999,0.1219999999999999,0.1329999999999999,0.14099999999999985,0.15299999999999986,0.16099999999999987
10,0,0,0.5,2.35,0.22799999999999976,0.21166666666666656,0.21142857142857124,0.20125,0.18777777777777754,0.17699999999999996,0.11399999999999988,0.12699999999999986,0.1479999999999999,0.16099999999999992,0.16899999999999993,0.17699999999999996
10,0,0,0.5,2.4000000000000004,0.22599999999999976,0.20666666666666675,0.20285714285714282,0.19375,0.17777777777777762,0.17099999999999999,0.11299999999999988,0.12399999999999985,0.14199999999999985,0.1549999999999999,0.15999999999999992,0.17099999999999999
10,0,0,0.5,2.45,0.2399999999999997,0.2333333333333333,0.22428571428571417,0.215,0.1966666666666664,0.1839999999999999,0.11999999999999986,0.13999999999999985,0.15699999999999986,0.17199999999999985,0.17699999999999994,0.1839999999999999
10,0,0,0.5,2.5,0.2019999999999998,0.20833333333333337,0.19857142857142843,0.1875,0.17888888888888868,0.16899999999999996,0.1009999999999999,0.12499999999999983,0.13899999999999987,0.14999999999999988,0.16099999999999987,0.16899999999999996
10,0,0,0.5,2.5500000000000003,0.24999999999999975,0.2416666666666666,0.22714285714285698,0.215,0.20444444444444418,0.19499999999999995,0.12499999999999988,0.1449999999999999,0.15899999999999986,0.17199999999999993,0.184,0.19499999999999995
10,0,0,0.5,2.6,0.24399999999999974,0.23833333333333342,0.2328571428571427,0.225,0.21777777777777754,0.20299999999999993,0.12199999999999987,0.1429999999999999,0.16299999999999987,0.17999999999999985,0.19599999999999987,0.20299999999999993
10,0,0,0.5,2.65,0.2799999999999997,0.2783333333333334,0.2642857142857141,0.25125,0.24333333333333293,0.22999999999999995,0.13999999999999985,0.1669999999999999,0.18499999999999986,0.20099999999999996,0.21899999999999997,0.22999999999999995
10,0,0,0.5,2.7,0.27199999999999985,0.26,0.25285714285714267,0.24625,0.2266666666666664,0.21799999999999997,0.13599999999999993,0.15599999999999992,0.177,0.19700000000000006,0.20400000000000001,0.21799999999999997
10,0,0,0.5,2.75,0.2819999999999997,0.27666666666666667,0.26142857142857123,0.24625,0.22666666666666635,0.21400000000000002,0.14099999999999985,0.16599999999999984,0.1829999999999999,0.1969999999999999,0.20399999999999996,0.21400000000000002
10,0,0,0.5,2.8000000000000003,0.24799999999999986,0.24000000000000005,0.2342857142857142,0.225,0.21444444444444422,0.20099999999999998,0.12399999999999993,0.14399999999999985,0.16399999999999992,0.18,0.19299999999999998,0.20099999999999998
10,0,0,0.5,2.85,0.2819999999999998,0.2716666666666667,0.2485714285714283,0.24,0.22888888888888853,0.22099999999999997,0.1409999999999999,0.1629999999999999,0.1739999999999999,0.19199999999999992,0.20600000000000004,0.22099999999999997
10,0,0,0.5,2.9000000000000004,0.29999999999999977,0.28,0.26857142857142846,0.25625,0.23999999999999974,0.22299999999999998,0.14999999999999988,0.16799999999999987,0.18799999999999986,0.20499999999999996,0.21599999999999997,0.22299999999999998
10,0,0,0.5,2.95,0.2939999999999997,0.2933333333333334,0.2814285714285712,0.2675,0.2511111111111108,0.23800000000000004,0.14699999999999985,0.17599999999999993,0.19700000000000006,0.21400000000000002,0.226,0.23800000000000004
10,0,0,0.5,3.0,0.3159999999999997,0.3,0.2928571428571427,0.2725,0.2555555555555552,0.24099999999999988,0.15799999999999986,0.17999999999999985,0.20499999999999982,0.2179999999999998,0.2299999999999999,0.24099999999999988
20,0,0,0.5,0.5,0.07600000000000003,0.07333333333333336,0.07857142857142863,0.07375,0.06777777777777771,0.06699999999999996,0.03800000000000001,0.04400000000000002,0.05499999999999998,0.058999999999999976,0.06099999999999997,0.06699999999999996
20,0,0,0.5,0.55,0.056000000000000015,0.05500000000000001,0.057142857142857155,0.06,0.061111111111111074,0.06099999999999998,0.028000000000000008,0.03300000000000001,0.040000000000000015,0.04800000000000001,0.05499999999999998,0.06099999999999998
20,0,0,0.5,0.6,0.038000000000000006,0.04166666666666665,0.047142857142857146,0.05125,0.0522222222222222,0.051999999999999984,0.019000000000000003,0.02500000000000001,0.033000000000000015,0.041000000000000016,0.047,0.051999999999999984
20,0,0,0.5,0.65,0.04600000000000001,0.04999999999999999,0.05285714285714285,0.05125,0.04999999999999999,0.049,0.023000000000000007,0.030000000000000013,0.03700000000000001,0.04100000000000002,0.04500000000000002,0.049
20,0,0,0.5,0.7,0.08200000000000005,0.07166666666666668,0.0728571428571429,0.07125,0.06777777777777773,0.06399999999999997,0.04100000000000002,0.04300000000000002,0.050999999999999976,0.056999999999999974,0.06099999999999998,0.06399999999999997
20,0,0,0.5,0.75,0.08400000000000003,0.08166666666666672,0.07571428571428576,0.075,0.06999999999999995,0.06899999999999996,0.042000000000000016,0.049,0.053,0.059999999999999984,0.06299999999999997,0.06899999999999996
20,0,0,0.5,0.8,0.06400000000000002,0.06333333333333335,0.061428571428571443,0.06,0.0633333333333333,0.064,0.03200000000000001,0.03800000000000001,0.04300000000000001,0.04800000000000001,0.056999999999999995,0.064
20,0,0,0.5,0.8500000000000001,0.08600000000000003,0.08166666666666672,0.07857142857142863,0.07625,0.08111111111111105,0.07799999999999994,0.04300000000000002,0.048999999999999995,0.05499999999999999,0.06099999999999997,0.07299999999999997,0.07799999999999994
20,0,0,0.5,0.9,0.094,0.09500000000000001,0.09428571428571432,0.095,0.08777777777777769,0.08899999999999993,0.047,0.05699999999999998,0.06599999999999996,0.07599999999999996,0.07899999999999995,0.08899999999999993
20,0,0,0.5,0.95,0.10599999999999996,0.1033333333333333,0.10285714285714287,0.09625,0.08777777777777769,0.08599999999999994,0.05299999999999998,0.06199999999999997,0.07199999999999995,0.07699999999999994,0.07899999999999993,0.08599999999999994
20,0,0,0.5,1.0,0.11999999999999993,0.11999999999999994,0.10857142857142858,0.10625,0.09999999999999985,0.0959999999999999,0.05999999999999996,0.07199999999999994,0.07599999999999993,0.08499999999999992,0.0899999999999999,0.0959999999999999
20,0,0,0.5,1.05,0.13599999999999995,0.1266666666666666,0.12142857142857143,0.11375,0.11444444444444431,0.10999999999999989,0.06799999999999998,0.07599999999999996,0.08499999999999995,0.09099999999999994,0.10299999999999992,0.10999999999999989
20,0,0,0.5,1.1,0.12399999999999997,0.11999999999999997,0.11285714285714285,0.10875,0.1055555555555555,0.10499999999999997,0.061999999999999986,0.07199999999999998,0.07899999999999997,0.08699999999999998,0.09499999999999999,0.10499999999999997
20,0,0,0.5,1.15,0.11399999999999996,0.12499999999999993,0.12285714285714283,0.1225,0.11777777777777768,0.11399999999999993,0.05699999999999998,0.07499999999999997,0.08599999999999997,0.09799999999999998,0.10599999999999996,0.11399999999999993
20,0,0,0.5,1.2000000000000002,0.1759999999999999,0.16499999999999995,0.1557142857142857,0.15,0.14333333333333317,0.13599999999999984,0.08799999999999995,0.09899999999999994,0.1089999999999999,0.11999999999999987,0.12899999999999986,0.13599999999999984
20,0,0,0.5,1.25,0.17199999999999993,0.17333333333333337,0.17714285714285713,0.17,0.16444444444444428,0.15499999999999992,0.08599999999999997,0.10399999999999991,0.12399999999999987,0.1359999999999999,0.1479999999999999,0.15499999999999992
20,0,0,0.5,1.3,0.19199999999999984,0.17999999999999997,0.18142857142857138,0.16875,0.16222222222222207,0.15499999999999992,0.09599999999999992,0.10799999999999992,0.1269999999999999,0.1349999999999999,0.14599999999999994,0.15499999999999992
20,0,0,0.5,1.35,0.18799999999999983,0.18166666666666662,0.17428571428571427,0.16875,0.1655555555555554,0.15899999999999986,0.09399999999999992,0.10899999999999993,0.12199999999999989,0.13499999999999987,0.14899999999999988,0.15899999999999986
20,0,0,0.5,1.4,0.2399999999999998,0.22666666666666657,0.21571428571428553,0.1975,0.18444444444444424,0.1709999999999999,0.1199999999999999,0.13599999999999984,0.15099999999999986,0.15799999999999984,0.1659999999999999,0.1709999999999999
20,0,0,0.5,1.4500000000000002,0.25599999999999973,0.2533333333333333,0.24428571428571402,0.2325,0.21444444444444424,0.20500000000000004,0.12799999999999986,0.1519999999999999,0.17099999999999993,0.18600000000000003,0.19300000000000003,0.20500000000000004
20,0,0,0.5,1.5,0.23199999999999973,0.2283333333333334,0.2285714285714284,0.23,0.2088888888888886,0.20499999999999993,0.11599999999999987,0.13699999999999982,0.15999999999999984,0.18399999999999989,0.1879999999999999,0.20499999999999993
20,0,0,0.5,1.55,0.28599999999999964,0.285,0.27571428571428536,0.26625,0.25111111111111073,0.23500000000000015,0.14299999999999982,0.17099999999999987,0.193,0.21300000000000008,0.22600000000000012,0.23500000000000015
20,0,0,0.5,1.6,0.3039999999999996,0.3016666666666667,0.2899999999999997,0.28,0.2633333333333329,0.25,0.1519999999999998,0.18099999999999997,0.2029999999999999,0.22399999999999998,0.237,0.25
20,0,0,0.5,1.6500000000000001,0.2939999999999997,0.28833333333333333,0.2757142857142854,0.2675,0.2622222222222219,0.24700000000000005,0.14699999999999985,0.1729999999999999,0.19299999999999995,0.21399999999999994,0.23600000000000002,0.24700000000000005
20,0,0,0.5,1.7000000000000002,0.30599999999999977,0.3150000000000001,0.2999999999999998,0.2825,0.27888888888888863,0.2650000000000001,0.15299999999999989,0.18900000000000003,0.21000000000000008,0.22600000000000006,0.2510000000000001,0.2650000000000001
20,0,0,0.5,1.75,0.31999999999999973,0.30000000000000004,0.28714285714285687,0.2775,0.26444444444444404,0.2509999999999999,0.15999999999999986,0.17999999999999994,0.20099999999999998,0.22199999999999992,0.2379999999999999,0.2509999999999999
20,0,0,0.5,1.8,0.33599999999999997,0.32833333333333337,0.3157142857142854,0.30375,0.2911111111111107,0.281,0.16799999999999998,0.19700000000000004,0.22100000000000006,0.24299999999999994,0.26200000000000007,0.281
20,0,0,0.5,1.85,0.33599999999999974,0.34333333333333327,0.334285714285714,0.32,0.314444444444444,0.306,0.16799999999999987,0.20599999999999988,0.2339999999999999,0.25599999999999995,0.28300000000000003,0.306
20,0,0,0.5,1.9000000000000001,0.3719999999999999,0.345,0.34285714285714264,0.32,0.3099999999999996,0.295,0.18599999999999994,0.20699999999999996,0.24,0.256,0.279,0.295
20,0,0,0.5,1.9500000000000002,0.39400000000000013,0.3766666666666667,0.3742857142857141,0.36625,0.35333333333333317,0.32899999999999996,0.19700000000000006,0.226,0.26200000000000007,0.2930000000000001,0.31799999999999995,0.32899999999999996
20,0,0,0.5,2.0,0.45,0.42499999999999993,0.41571428571428576,0.395,0.3733333333333334,0.35399999999999987,0.225,0.2549999999999999,0.2909999999999999,0.316,0.33599999999999997,0.35399999999999987
20,0,0,0.5,2.05,0.40999999999999986,0.41166666666666657,0.3999999999999998,0.38875,0.36999999999999994,0.345,0.20499999999999993,0.247,0.2799999999999999,0.3109999999999999,0.33299999999999996,0.345
20,0,0,0.5,2.1,0.46799999999999997,0.46000000000000013,0.4442857142857144,0.425,0.40222222222222215,0.37799999999999995,0.23399999999999999,0.27599999999999997,0.311,0.3400000000000001,0.3619999999999999,0.37799999999999995
20,0,0,0.5,2.1500000000000004,0.4700000000000003,0.4549999999999998,0.43142857142857144,0.42625,0.4044444444444443,0.3789999999999998,0.23500000000000015,0.27300000000000013,0.30200000000000005,0.34099999999999986,0.3639999999999998,0.3789999999999998
20,0,0,0.5,2.2,0.4679999999999999,0.4483333333333333,0.42999999999999994,0.4125,0.39333333333333315,0.3830000000000001,0.23399999999999996,0.269,0.30100000000000005,0.3299999999999999,0.3539999999999999,0.3830000000000001
20,0,0,0.5,2.25,0.5480000000000002,0.5166666666666665,0.4957142857142859,0.47625,0.46222222222222215,0.43500000000000016,0.2740000000000001,0.30999999999999994,0.347,0.381,0.41600000000000004,0.43500000000000016
20,0,0,0.5,2.3,0.5479999999999999,0.5216666666666664,0.5071428571428571,0.48375,0.4633333333333331,0.4509999999999998,0.27399999999999997,0.31299999999999994,0.35499999999999976,0.3869999999999998,0.4169999999999998,0.4509999999999998
20,0,0,0.5,2.35,0.5420000000000001,0.5266666666666668,0.5085714285714286,0.48375,0.4644444444444445,0.4539999999999999,0.2710000000000001,0.31599999999999995,0.3559999999999999,0.387,0.4179999999999999,0.4539999999999999
20,0,0,0.5,2.4000000000000004,0.5479999999999999,0.5383333333333333,0.5171428571428571,0.4925,0.4777777777777776,0.4579999999999999,0.27399999999999997,0.32299999999999995,0.3619999999999998,0.3939999999999998,0.43,0.4579999999999999
20,0,0,0.5,2.45,0.5480000000000002,0.5183333333333332,0.49857142857142844,0.48625,0.46333333333333315,0.4399999999999998,0.2740000000000001,0.31100000000000005,0.349,0.3889999999999999,0.41699999999999976,0.4399999999999998
20,0,0,0.5,2.5,0.5879999999999999,0.5666666666666663,0.5499999999999998,0.535,0.511111111111111,0.48300000000000004,0.29399999999999993,0.3399999999999997,0.3849999999999998,0.42799999999999977,0.45999999999999985,0.48300000000000004
20,0,0,0.5,2.5500000000000003,0.5459999999999998,0.5416666666666666,0.5157142857142855,0.48875,0.47333333333333316,0.4560000000000002,0.2729999999999999,0.32500000000000007,0.3609999999999997,0.39099999999999985,0.42600000000000016,0.4560000000000002
20,0,0,0.5,2.6,0.57,0.55,0.5271428571428574,0.51,0.49444444444444463,0.4689999999999999,0.285,0.3299999999999999,0.3689999999999998,0.408,0.44499999999999984,0.4689999999999999
20,0,0,0.5,2.65,0.6260000000000001,0.6033333333333334,0.5714285714285715,0.5575,0.5322222222222223,0.521,0.31300000000000006,0.3619999999999999,0.3999999999999997,0.44599999999999973,0.47899999999999987,0.521
20,0,0,0.5,2.7,0.6399999999999999,0.6149999999999997,0.5771428571428572,0.55625,0.5355555555555557,0.5110000000000001,0.31999999999999995,0.36899999999999983,0.40399999999999986,0.44499999999999984,0.4819999999999999,0.5110000000000001
20,0,0,0.5,2.75,0.6119999999999999,0.5783333333333331,0.5557142857142857,0.5425,0.5288888888888891,0.509,0.30599999999999994,0.3469999999999998,0.3889999999999996,0.4339999999999997,0.4759999999999999,0.509
20,0,0,0.5,2.8000000000000003,0.6399999999999998,0.62,0.607142857142857,0.59,0.5588888888888888,0.5320000000000001,0.3199999999999999,0.3719999999999999,0.4249999999999999,0.472,0.5030000000000001,0.5320000000000001
20,0,0,0.5,2.85,0.6319999999999996,0.6099999999999998,0.5785714285714285,0.5575,0.5366666666666666,0.5160000000000001,0.3159999999999998,0.3659999999999999,0.4049999999999996,0.44599999999999973,0.4829999999999999,0.5160000000000001
20,0,0,0.5,2.9000000000000004,0.6519999999999996,0.6299999999999999,0.5985714285714285,0.57125,0.556666666666667,0.5350000000000003,0.3259999999999998,0.37799999999999967,0.4189999999999998,0.4569999999999998,0.5009999999999999,0.5350000000000003
20,0,0,0.5,2.95,0.6699999999999998,0.6549999999999998,0.6285714285714284,0.60125,0.581111111111111,0.5620000000000003,0.3349999999999999,0.39299999999999985,0.43999999999999984,0.4810000000000001,0.523,0.5620000000000003
20,0,0,0.5,3.0,0.714,0.6733333333333333,0.6557142857142858,0.62375,0.6011111111111113,0.5710000000000001,0.357,0.40399999999999997,0.4589999999999999,0.49900000000000005,0.541,0.5710000000000001
30,0,0,0.5,0.5,0.056000000000000015,0.05500000000000001,0.05714285714285716,0.05125,0.04999999999999998,0.048,0.028000000000000008,0.03300000000000001,0.040000000000000015,0.041000000000000016,0.045,0.048
30,0,0,0.5,0.55,0.07000000000000002,0.07000000000000002,0.07142857142857148,0.07,0.06777777777777773,0.06399999999999997,0.03500000000000001,0.042000000000000016,0.05,0.05599999999999998,0.06099999999999997,0.06399999999999997
30,0,0,0.5,0.6,0.05600000000000002,0.05833333333333335,0.05714285714285716,0.0575,0.05888888888888886,0.05899999999999998,0.02800000000000001,0.03500000000000002,0.04000000000000003,0.046000000000000006,0.05299999999999998,0.05899999999999998
30,0,0,0.5,0.65,0.07400000000000004,0.07500000000000004,0.06714285714285718,0.065,0.06222222222222217,0.06099999999999997,0.03700000000000002,0.04500000000000001,0.047,0.051999999999999984,0.055999999999999966,0.06099999999999997
30,0,0,0.5,0.7,0.08800000000000001,0.08666666666666668,0.08428571428571432,0.08125,0.08222222222222214,0.08199999999999992,0.044000000000000004,0.051999999999999984,0.058999999999999976,0.06499999999999996,0.07399999999999993,0.08199999999999992
30,0,0,0.5,0.75,0.07400000000000002,0.07166666666666668,0.07000000000000003,0.07,0.06777777777777773,0.06999999999999995,0.03700000000000001,0.04300000000000001,0.048999999999999995,0.05599999999999998,0.06099999999999997,0.06999999999999995
30,0,0,0.5,0.8,0.08000000000000003,0.0766666666666667,0.08142857142857149,0.07875,0.08444444444444438,0.07899999999999997,0.040000000000000015,0.046000000000000006,0.05699999999999998,0.06299999999999999,0.07599999999999997,0.07899999999999997
30,0,0,0.5,0.8500000000000001,0.08200000000000005,0.08166666666666668,0.08000000000000006,0.08,0.07777777777777774,0.07599999999999998,0.04100000000000002,0.048999999999999995,0.055999999999999994,0.064,0.07,0.07599999999999998
30,0,0,0.5,0.9,0.11199999999999997,0.10666666666666663,0.10142857142857141,0.1,0.09555555555555546,0.09299999999999993,0.05599999999999999,0.06399999999999997,0.07099999999999994,0.07999999999999995,0.08599999999999992,0.09299999999999993
30,0,0,0.5,0.95,0.13999999999999999,0.13166666666666668,0.1342857142857143,0.12125,0.11222222222222217,0.10499999999999994,0.06999999999999999,0.07899999999999997,0.09399999999999994,0.09699999999999993,0.10099999999999996,0.10499999999999994
30,0,0,0.5,1.0,0.16199999999999992,0.15833333333333327,0.15142857142857144,0.1475,0.13888888888888876,0.1309999999999999,0.08099999999999996,0.09499999999999993,0.10599999999999994,0.11799999999999994,0.12499999999999993,0.1309999999999999
30,0,0,0.5,1.05,0.1699999999999999,0.1716666666666666,0.1657142857142857,0.1575,0.14999999999999983,0.14499999999999988,0.08499999999999995,0.10299999999999988,0.11599999999999987,0.12599999999999986,0.13499999999999987,0.14499999999999988
30,0,0,0.5,1.1,0.24199999999999985,0.23166666666666674,0.22428571428571417,0.20625,0.18999999999999978,0.17699999999999994,0.12099999999999993,0.13899999999999987,0.15699999999999983,0.1649999999999999,0.1709999999999999,0.17699999999999994
