,$p_{ij}$,test,type1
144,0.4444444444444445,mann-whitney,0.102
145,0.4545454545454546,mann-whitney,0.089
146,0.4646464646464647,mann-whitney,0.095
147,0.4747474747474748,mann-whitney,0.078
148,0.48484848484848486,mann-whitney,0.083
149,0.494949494949495,mann-whitney,0.107
150,0.5050505050505051,mann-whitney,0.081
151,0.5151515151515152,mann-whitney,0.08
152,0.5252525252525253,mann-whitney,0.09
153,0.5353535353535354,mann-whitney,0.093
154,0.5454545454545455,mann-whitney,0.085
155,0.5555555555555556,mann-whitney,0.085
156,0.5656565656565657,mann-whitney,0.111
157,0.5757575757575758,mann-whitney,0.081
158,0.5858585858585859,mann-whitney,0.098
159,0.595959595959596,mann-whitney,0.103
160,0.6060606060606061,mann-whitney,0.102
161,0.6161616161616162,mann-whitney,0.091
162,0.6262626262626263,mann-whitney,0.104
163,0.6363636363636365,mann-whitney,0.097
164,0.6464646464646465,mann-whitney,0.1
165,0.6565656565656566,mann-whitney,0.105
166,0.6666666666666667,mann-whitney,0.088
167,0.6767676767676768,mann-whitney,0.116
168,0.686868686868687,mann-whitney,0.114
169,0.696969696969697,mann-whitney,0.088
170,0.7070707070707072,mann-whitney,0.107
171,0.7171717171717172,mann-whitney,0.117
172,0.7272727272727273,mann-whitney,0.114
173,0.7373737373737375,mann-whitney,0.102
174,0.7474747474747475,mann-whitney,0.083
175,0.7575757575757577,mann-whitney,0.101
176,0.7676767676767677,mann-whitney,0.1
177,0.7777777777777778,mann-whitney,0.117
178,0.787878787878788,mann-whitney,0.106
179,0.797979797979798,mann-whitney,0.074
180,0.8080808080808082,mann-whitney,0.106
181,0.8181818181818182,mann-whitney,0.102
182,0.8282828282828284,mann-whitney,0.091
183,0.8383838383838385,mann-whitney,0.084
184,0.8484848484848485,mann-whitney,0.101
185,0.8585858585858587,mann-whitney,0.081
186,0.8686868686868687,mann-whitney,0.111
187,0.8787878787878789,mann-whitney,0.101
188,0.888888888888889,mann-whitney,0.104
189,0.8989898989898991,mann-whitney,0.107
190,0.9090909090909092,mann-whitney,0.104
191,0.9191919191919192,mann-whitney,0.139
192,0.9292929292929294,mann-whitney,0.111
193,0.9393939393939394,mann-whitney,0.1
194,0.9494949494949496,mann-whitney,0.125
195,0.9595959595959597,mann-whitney,0.108
196,0.9696969696969697,mann-whitney,0.094
197,0.9797979797979799,mann-whitney,0.067
198,0.98989898989899,mann-whitney,0.026
199,1.0,mann-whitney,0.0
200,0.0,fisher,0.0
201,0.010101010101010102,fisher,0.0
202,0.020202020202020204,fisher,0.0
203,0.030303030303030304,fisher,0.001
204,0.04040404040404041,fisher,0.002
205,0.05050505050505051,fisher,0.007
206,0.06060606060606061,fisher,0.013
207,0.07070707070707072,fisher,0.013
208,0.08080808080808081,fisher,0.019
209,0.09090909090909091,fisher,0.015
210,0.10101010101010102,fisher,0.01
211,0.11111111111111112,fisher,0.016
212,0.12121212121212122,fisher,0.019
213,0.13131313131313133,fisher,0.016
214,0.14141414141414144,fisher,0.021
215,0.15151515151515152,fisher,0.023
216,0.16161616161616163,fisher,0.019
217,0.17171717171717174,fisher,0.026
218,0.18181818181818182,fisher,0.028
219,0.19191919191919193,fisher,0.035
220,0.20202020202020204,fisher,0.029
221,0.21212121212121213,fisher,0.027
222,0.22222222222222224,fisher,0.025
223,0.23232323232323235,fisher,0.03
224,0.24242424242424243,fisher,0.038
225,0.25252525252525254,fisher,0.037
226,0.26262626262626265,fisher,0.028
227,0.27272727272727276,fisher,0.036
228,0.2828282828282829,fisher,0.031
229,0.29292929292929293,fisher,0.026
230,0.30303030303030304,fisher,0.027
231,0.31313131313131315,fisher,0.035
232,0.32323232323232326,fisher,0.029
233,0.33333333333333337,fisher,0.029
234,0.3434343434343435,fisher,0.031
235,0.3535353535353536,fisher,0.024
236,0.36363636363636365,fisher,0.032
237,0.37373737373737376,fisher,0.035
238,0.38383838383838387,fisher,0.025
239,0.393939393939394,fisher,0.036
240,0.4040404040404041,fisher,0.038
241,0.4141414141414142,fisher,0.023
242,0.42424242424242425,fisher,0.039
243,0.43434343434343436,fisher,0.029
244,0.4444444444444445,fisher,0.033
245,0.4545454545454546,fisher,0.031
246,0.4646464646464647,fisher,0.027
247,0.4747474747474748,fisher,0.031
248,0.48484848484848486,fisher,0.034
249,0.494949494949495,fisher,0.044
250,0.5050505050505051,fisher,0.032
251,0.5151515151515152,fisher,0.032
252,0.5252525252525253,fisher,0.048
253,0.5353535353535354,fisher,0.041
254,0.5454545454545455,fisher,0.028
255,0.5555555555555556,fisher,0.044
256,0.5656565656565657,fisher,0.044
257,0.5757575757575758,fisher,0.033
258,0.5858585858585859,fisher,0.032
259,0.595959595959596,fisher,0.044
260,0.6060606060606061,fisher,0.032
261,0.6161616161616162,fisher,0.029
262,0.6262626262626263,fisher,0.035
263,0.6363636363636365,fisher,0.026
264,0.6464646464646465,fisher,0.031
265,0.6565656565656566,fisher,0.033
266,0.6666666666666667,fisher,0.027
267,0.6767676767676768,fisher,0.025
268,0.686868686868687,fisher,0.034
269,0.696969696969697,fisher,0.021
270,0.7070707070707072,fisher,0.038
271,0.7171717171717172,fisher,0.031
272,0.7272727272727273,fisher,0.04
273,0.7373737373737375,fisher,0.023
274,0.7474747474747475,fisher,0.029
275,0.7575757575757577,fisher,0.028
276,0.7676767676767677,fisher,0.022
277,0.7777777777777778,fisher,0.036
278,0.787878787878788,fisher,0.03
279,0.797979797979798,fisher,0.019
280,0.8080808080808082,fisher,0.031
281,0.8181818181818182,fisher,0.027
282,0.8282828282828284,fisher,0.022
283,0.8383838383838385,fisher,0.022
284,0.8484848484848485,fisher,0.028
285,0.8585858585858587,fisher,0.025
286,0.8686868686868687,fisher,0.022
287,0.8787878787878789,fisher,0.021
288,0.888888888888889,fisher,0.016
289,0.8989898989898991,fisher,0.024
290,0.9090909090909092,fisher,0.019
291,0.9191919191919192,fisher,0.02
292,0.9292929292929294,fisher,0.007
293,0.9393939393939394,fisher,0.015
294,0.9494949494949496,fisher,0.01
295,0.9595959595959597,fisher,0.003
296,0.9696969696969697,fisher,0.001
297,0.9797979797979799,fisher,0.0
298,0.98989898989899,fisher,0.0
299,1.0,fisher,0.0
