,$p_{ij}$,test,type1
245,0.4545454545454546,fisher,0.039
246,0.4646464646464647,fisher,0.042
247,0.4747474747474748,fisher,0.042
248,0.48484848484848486,fisher,0.039
249,0.494949494949495,fisher,0.039
250,0.5050505050505051,fisher,0.037
251,0.5151515151515152,fisher,0.045
252,0.5252525252525253,fisher,0.048
253,0.5353535353535354,fisher,0.034
254,0.5454545454545455,fisher,0.035
255,0.5555555555555556,fisher,0.04
256,0.5656565656565657,fisher,0.036
257,0.5757575757575758,fisher,0.051
258,0.5858585858585859,fisher,0.029
259,0.595959595959596,fisher,0.03
260,0.6060606060606061,fisher,0.029
261,0.6161616161616162,fisher,0.029
262,0.6262626262626263,fisher,0.052
263,0.6363636363636365,fisher,0.041
264,0.6464646464646465,fisher,0.031
265,0.6565656565656566,fisher,0.035
266,0.6666666666666667,fisher,0.043
267,0.6767676767676768,fisher,0.033
268,0.686868686868687,fisher,0.029
269,0.696969696969697,fisher,0.035
270,0.7070707070707072,fisher,0.034
271,0.7171717171717172,fisher,0.028
272,0.7272727272727273,fisher,0.025
273,0.7373737373737375,fisher,0.035
274,0.7474747474747475,fisher,0.035
275,0.7575757575757577,fisher,0.023
276,0.7676767676767677,fisher,0.033
277,0.7777777777777778,fisher,0.028
278,0.787878787878788,fisher,0.032
279,0.797979797979798,fisher,0.038
280,0.8080808080808082,fisher,0.04
281,0.8181818181818182,fisher,0.032
282,0.8282828282828284,fisher,0.036
283,0.8383838383838385,fisher,0.038
284,0.8484848484848485,fisher,0.034
285,0.8585858585858587,fisher,0.032
286,0.8686868686868687,fisher,0.04
287,0.8787878787878789,fisher,0.031
288,0.888888888888889,fisher,0.025
289,0.8989898989898991,fisher,0.031
290,0.9090909090909092,fisher,0.026
291,0.9191919191919192,fisher,0.03
292,0.9292929292929294,fisher,0.026
293,0.9393939393939394,fisher,0.024
294,0.9494949494949496,fisher,0.021
295,0.9595959595959597,fisher,0.02
296,0.9696969696969697,fisher,0.013
297,0.9797979797979799,fisher,0.005
298,0.98989898989899,fisher,0.0
299,1.0,fisher,0.0
