m,mean_1,mean_2,var_1,var_2,mean_delta,var_delta,omni_precision_ks_2samp,omni_precision_mannwhitneyu,omni_precision_ttest_ind,omni_recall_ks_2samp,omni_recall_mannwhitneyu,omni_recall_ttest_ind
5,0,0,0.25,0.25,0.0,0,0.02,0.08648648648648649,0.02,0.02,0.1,0.02
5,0,0,0.25,0.25,0.02,0,0.1264864864864865,0.2064864864864865,0.1764864864864865,0.14,0.26,0.2
5,0,0,0.25,0.25,0.04,0,0.642972972972973,0.7554054054054054,0.8294594594594593,0.68,0.9,0.9
5,0,0,0.25,0.25,0.06,0,0.9129729729729729,0.8957418643132928,0.9343574186431328,0.96,1.0,1.0
5,0,0,0.25,0.25,0.08,0,0.9429729729729729,0.8824324324324323,0.9059459459459458,1.0,1.0,1.0
5,0,0,0.25,0.25,0.1,0,0.9864864864864864,0.9008439051296193,0.9764864864864865,1.0,1.0,1.0
5,0,0,0.25,0.25,0.12,0,0.9664864864864865,0.9094594594594594,0.9664864864864865,1.0,1.0,1.0
5,0,0,0.25,0.25,0.14,0,0.9429729729729729,0.8843574186431329,0.9329729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.16,0,0.9564864864864865,0.8925648097076668,0.9329729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.18,0,0.9764864864864865,0.9494594594594594,0.99,1.0,1.0,1.0
5,0,0,0.25,0.25,0.2,0,0.97,0.9448979591836735,0.97,1.0,1.0,1.0
5,0,0,0.25,0.25,0.22,0,0.9243574186431328,0.9008439051296193,0.9394594594594594,1.0,1.0,1.0
5,0,0,0.25,0.25,0.24,0,0.9613844456701599,0.9043574186431329,0.9494594594594594,1.0,1.0,1.0
5,0,0,0.25,0.25,0.26,0,0.99,0.94,0.96,1.0,1.0,1.0
5,0,0,0.25,0.25,0.28,0,0.9159459459459458,0.8483783783783784,0.9089189189189189,1.0,1.0,1.0
5,0,0,0.25,0.25,0.3,0,0.9024324324324323,0.8162493105350247,0.9124324324324323,1.0,1.0,1.0
5,0,0,0.25,0.25,0.32,0,0.9394594594594594,0.8503033645890787,0.8989189189189187,1.0,1.0,1.0
5,0,0,0.25,0.25,0.34,0,0.9308439051296193,0.8657418643132928,0.93138444567016,1.0,1.0,1.0
5,0,0,0.25,0.25,0.36,0,0.9359459459459458,0.8873303916161057,0.9378709321566464,1.0,1.0,1.0
5,0,0,0.25,0.25,0.38,0,0.9394594594594594,0.9294594594594594,0.9664864864864865,1.0,1.0,1.0
5,0,0,0.25,0.25,0.4,0,0.9494594594594595,0.914357418643133,0.9378709321566464,1.0,1.0,1.0
5,0,0,0.25,0.25,0.42,0,0.9094594594594594,0.8154054054054053,0.9629729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.44,0,0.9864864864864864,0.9629729729729729,0.9864864864864864,1.0,1.0,1.0
5,0,0,0.25,0.25,0.46,0,0.9764864864864865,0.9024324324324323,0.9664864864864865,1.0,1.0,1.0
5,0,0,0.25,0.25,0.48,0,0.98,0.9464864864864865,0.99,1.0,1.0,1.0
5,0,0,0.25,0.25,0.5,0,0.9264864864864865,0.8624324324324323,0.9264864864864865,1.0,1.0,1.0
5,0,0,0.25,0.25,0.52,0,0.94,0.9094594594594594,0.99,1.0,1.0,1.0
5,0,0,0.25,0.25,0.54,0,0.9848979591836735,0.9073303916161057,0.9713844456701599,1.0,1.0,1.0
5,0,0,0.25,0.25,0.56,0,0.9294594594594594,0.8727688913403199,0.902972972972973,1.0,1.0,1.0
5,0,0,0.25,0.25,0.58,0,0.9378709321566464,0.9278709321566464,0.9664864864864865,1.0,1.0,1.0
5,0,0,0.25,0.25,0.6,0,0.9429729729729729,0.8889189189189188,0.9629729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.62,0,0.9089189189189187,0.8825648097076669,0.9108439051296193,1.0,1.0,1.0
5,0,0,0.25,0.25,0.64,0,0.9394594594594594,0.8654054054054052,0.9529729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.66,0,0.9664864864864865,0.9059459459459458,0.9259459459459458,1.0,1.0,1.0
5,0,0,0.25,0.25,0.68,0,0.9429729729729729,0.8924324324324324,0.9429729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.7000000000000001,0,0.9494594594594594,0.8859459459459458,0.9429729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.72,0,0.9394594594594594,0.9043574186431329,0.9278709321566464,1.0,1.0,1.0
5,0,0,0.25,0.25,0.74,0,0.9394594594594594,0.8583783783783784,0.9224324324324322,1.0,1.0,1.0
5,0,0,0.25,0.25,0.76,0,0.8989189189189187,0.8959459459459458,0.9429729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.78,0,0.9664864864864865,0.8859459459459458,0.9429729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.8,0,0.9513844456701599,0.8654054054054052,0.9159459459459458,1.0,1.0,1.0
5,0,0,0.25,0.25,0.8200000000000001,0,0.9664864864864865,0.9024324324324323,0.9494594594594594,1.0,1.0,1.0
5,0,0,0.25,0.25,0.84,0,0.9664864864864865,0.892972972972973,0.9564864864864865,1.0,1.0,1.0
5,0,0,0.25,0.25,0.86,0,0.9764864864864865,0.8659459459459459,0.9329729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.88,0,0.9394594594594594,0.8254054054054053,0.9394594594594594,1.0,1.0,1.0
5,0,0,0.25,0.25,0.9,0,0.9394594594594594,0.9094594594594594,0.9529729729729729,1.0,1.0,1.0
5,0,0,0.25,0.25,0.92,0,0.9529729729729729,0.905945945945946,0.9564864864864865,1.0,1.0,1.0
5,0,0,0.25,0.25,0.9400000000000001,0,0.9494594594594594,0.9094594594594594,0.9564864864864865,1.0,1.0,1.0
5,0,0,0.25,0.25,0.96,0,0.9494594594594594,0.9059459459459458,0.9494594594594594,1.0,1.0,1.0
5,0,0,0.25,0.25,0.98,0,0.9494594594594594,0.8824324324324323,0.9459459459459458,1.0,1.0,1.0
5,0,0,0.25,0.25,1.0,0,0.9864864864864864,0.9294594594594594,0.9629729729729729,1.0,1.0,1.0
10,0,0,0.25,0.25,0.0,0,0.04648648648648649,0.07,0.04,0.06,0.08,0.04
10,0,0,0.25,0.25,0.02,0,0.34648648648648644,0.5694594594594594,0.5594594594594595,0.36,0.64,0.6
10,0,0,0.25,0.25,0.04,0,0.8554054054054052,0.8367898510755651,0.9124324324324323,0.96,1.0,1.0
10,0,0,0.25,0.25,0.06,0,0.9124324324324323,0.9224324324324322,0.9359459459459458,1.0,1.0,1.0
10,0,0,0.25,0.25,0.08,0,0.9429729729729729,0.9064864864864864,0.9364864864864865,1.0,1.0,1.0
10,0,0,0.25,0.25,0.1,0,0.9664864864864865,0.9394594594594594,0.9664864864864865,1.0,1.0,1.0
10,0,0,0.25,0.25,0.12,0,0.9429729729729729,0.8908439051296194,0.9278709321566464,1.0,1.0,1.0
10,0,0,0.25,0.25,0.14,0,0.9564864864864865,0.9078709321566464,0.9764864864864865,1.0,1.0,1.0
10,0,0,0.25,0.25,0.16,0,0.9129729729729729,0.902972972972973,0.9364864864864865,1.0,1.0,1.0
10,0,0,0.25,0.25,0.18,0,0.9159459459459458,0.8183783783783781,0.8859459459459458,1.0,1.0,1.0
10,0,0,0.25,0.25,0.2,0,0.9429729729729729,0.8973303916161057,0.9394594594594594,1.0,1.0,1.0
10,0,0,0.25,0.25,0.22,0,0.9464864864864865,0.8538168781025923,0.9194594594594594,1.0,1.0,1.0
10,0,0,0.25,0.25,0.24,0,0.99,0.9294594594594594,0.9764864864864865,1.0,1.0,1.0
10,0,0,0.25,0.25,0.26,0,0.9359459459459458,0.8754054054054053,0.9124324324324324,1.0,1.0,1.0
10,0,0,0.25,0.25,0.28,0,0.9494594594594594,0.94138444567016,0.9629729729729729,1.0,1.0,1.0
10,0,0,0.25,0.25,0.3,0,0.9429729729729729,0.895945945945946,0.9529729729729729,1.0,1.0,1.0
10,0,0,0.25,0.25,0.32,0,0.9159459459459458,0.8303033645890787,0.8908439051296193,1.0,1.0,1.0
10,0,0,0.25,0.25,0.34,0,0.9764864864864865,0.9494594594594594,0.9729729729729729,1.0,1.0,1.0
10,0,0,0.25,0.25,0.36,0,0.9613844456701599,0.9178709321566464,0.94138444567016,1.0,1.0,1.0
10,0,0,0.25,0.25,0.38,0,0.9529729729729729,0.9294594594594594,0.9764864864864865,1.0,1.0,1.0
10,0,0,0.25,0.25,0.4,0,0.9089189189189189,0.8267898510755655,0.9108439051296193,1.0,1.0,1.0
10,0,0,0.25,0.25,0.42,0,0.97,0.8792553778268064,0.96,1.0,1.0,1.0
10,0,0,0.25,0.25,0.44,0,0.9429729729729729,0.8824324324324323,0.9194594594594594,1.0,1.0,1.0
10,0,0,0.25,0.25,0.46,0,0.9629729729729729,0.8643574186431329,0.9494594594594594,1.0,1.0,1.0
10,0,0,0.25,0.25,0.48,0,0.9529729729729729,0.8873303916161057,0.9529729729729729,1.0,1.0,1.0
10,0,0,0.25,0.25,0.5,0,0.9578709321566464,0.9092553778268063,0.99,1.0,1.0,1.0
10,0,0,0.25,0.25,0.52,0,0.9364864864864865,0.9329729729729729,0.9329729729729729,1.0,1.0,1.0
10,0,0,0.25,0.25,0.54,0,0.9059459459459458,0.8673303916161059,0.8994594594594595,1.0,1.0,1.0
10,0,0,0.25,0.25,0.56,0,0.9229729729729729,0.8624324324324324,0.9094594594594594,1.0,1.0,1.0
