m,mean_1,mean_2,var_1,var_2,mean_delta,var_delta,omni_precision_2_ks_2samp,omni_precision_2_mannwhitneyu,omni_precision_2_ttest_ind,omni_recall_2_ks_2samp,omni_recall_2_mannwhitneyu,omni_recall_2_ttest_ind,omni_precision_3_ks_2samp,omni_precision_3_mannwhitneyu,omni_precision_3_ttest_ind,omni_recall_3_ks_2samp,omni_recall_3_mannwhitneyu,omni_recall_3_ttest_ind,omni_precision_4_ks_2samp,omni_precision_4_mannwhitneyu,omni_precision_4_ttest_ind,omni_recall_4_ks_2samp,omni_recall_4_mannwhitneyu,omni_recall_4_ttest_ind,mase_precision_2_ks_2samp,mase_precision_2_mannwhitneyu,mase_precision_2_ttest_ind,mase_recall_2_ks_2samp,mase_recall_2_mannwhitneyu,mase_recall_2_ttest_ind,mase_precision_3_ks_2samp,mase_precision_3_mannwhitneyu,mase_precision_3_ttest_ind,mase_recall_3_ks_2samp,mase_recall_3_mannwhitneyu,mase_recall_3_ttest_ind,mase_precision_4_ks_2samp,mase_precision_4_mannwhitneyu,mase_precision_4_ttest_ind,mase_recall_4_ks_2samp,mase_recall_4_mannwhitneyu,mase_recall_4_ttest_ind
5,0,0,0.25,0.25,0,0.0,0.05297189791320225,0.09389621401098294,0.05049616527773077,0.0756,0.12619999999999998,0.056333333333333326,0.06417534255935782,0.1239066044078771,0.05194829506426908,0.05166666666666666,0.09733333333333334,0.048933333333333336,0.07306098378728933,0.11606014033396465,0.07963646410947484,0.03406666666666667,0.06413333333333332,0.03693333333333335,0.036552900408243896,0.06210683261821461,0.03426609531373048,0.04626666666666667,0.10126666666666667,0.0504,0.09603261402030247,0.15794120805412398,0.10057996278692057,0.06953333333333334,0.1638,0.08946666666666668,0.12645737239349464,0.1847891683817152,0.14412072547386315,0.06013333333333332,0.12573333333333336,0.07446666666666668
5,0,0,0.25,0.25,0,0.06,0.05639678639546796,0.06817272403443264,0.04385757125369907,0.096,0.1238,0.06659999999999999,0.10214941561228016,0.13411497457803395,0.10590081950610676,0.06606666666666666,0.1330666666666667,0.0944,0.09915691138184274,0.14738547618620604,0.1021441961317357,0.056066666666666674,0.09886666666666667,0.05039999999999998,0.08805200415537306,0.15891347734483255,0.0921996734220259,0.10519999999999996,0.2358666666666667,0.1354,0.14476081199798618,0.18464047609338,0.15566235401173514,0.11199999999999996,0.20773333333333335,0.15880000000000005,0.15070268665066508,0.1998153137942396,0.1648033376833753,0.08939999999999998,0.1856,0.1224
5,0,0,0.25,0.25,0,0.12,0.045100799614185456,0.07240454602096003,0.03337912087912088,0.060666666666666674,0.1002,0.0342,0.05071471752712555,0.1195626368015976,0.05111011116298952,0.05093333333333334,0.11786666666666665,0.04359999999999999,0.12670466432281835,0.1969322025549144,0.11170533405713673,0.050666666666666665,0.11666666666666665,0.05379999999999999,0.06961622568359765,0.08358898646289897,0.057960173837915276,0.1295333333333333,0.13586666666666666,0.0834,0.1393659831527054,0.16668541062196418,0.1438581888060727,0.1406666666666667,0.20793333333333333,0.14293333333333336,0.15922756527675122,0.19858984062416254,0.16199132820034454,0.1365333333333333,0.20393333333333336,0.13513333333333336
5,0,0,0.25,0.25,0,0.18,0.08580630156416649,0.10060234015046747,0.0751267674839557,0.12560000000000002,0.1320666666666667,0.10226666666666667,0.13824444444276324,0.15639965701813474,0.07753493134143713,0.13140000000000002,0.16526666666666665,0.07806666666666667,0.14404100951804366,0.19217024855489445,0.12468707432666645,0.09973333333333333,0.15406666666666669,0.08433333333333333,0.08347865694786365,0.09656874958355942,0.05574878612870055,0.14553333333333332,0.17826666666666666,0.08553333333333335,0.10877028190982113,0.16571484194504835,0.13708343942791149,0.1204,0.1671333333333333,0.10500000000000002,0.1657728725255092,0.22273340911662529,0.17748650348098988,0.08486666666666666,0.17426666666666665,0.09659999999999998
5,0,0,0.25,0.25,0,0.24,0.06518765037223309,0.0449204833242769,0.035310166531453795,0.13033333333333333,0.0774,0.061533333333333336,0.1230260635677658,0.14955720297020306,0.07066859160247488,0.13753333333333329,0.10886666666666668,0.05493333333333334,0.1293452653027274,0.1751591623982302,0.10424978643739062,0.07926666666666668,0.11699999999999995,0.05626666666666666,0.12451610476090573,0.10939141635551307,0.060679620090385064,0.21266666666666667,0.13153333333333336,0.07073333333333333,0.14546154430168587,0.2002957060935949,0.12184038222817364,0.12680000000000002,0.17119999999999996,0.08453333333333335,0.15020433995320168,0.18757076790576754,0.11162264920120617,0.10646666666666668,0.1362666666666667,0.07886666666666667
5,0,0,0.25,0.25,0,0.3,0.12218295193773812,0.1168025160485041,0.059614677361513824,0.234,0.15286666666666665,0.0936,0.13060227887075146,0.138324163963026,0.0869863581334438,0.1154,0.12513333333333335,0.07319999999999999,0.13663059402173178,0.17522010115485365,0.1281583663145398,0.10153333333333332,0.11306666666666665,0.06046666666666666,0.11624042654145593,0.09561364858419286,0.0602539273106134,0.2174,0.11846666666666665,0.06693333333333333,0.1477239296673134,0.19109536128616425,0.13351512410270766,0.1476666666666667,0.1970666666666667,0.1168,0.15536638958552362,0.2307812149179401,0.1430220164059079,0.11813333333333335,0.16626666666666667,0.08486666666666666
5,0,0,0.25,0.25,0,0.36,0.07443233315317116,0.0761870794924105,0.040368512531296384,0.18186666666666668,0.09613333333333332,0.049599999999999984,0.15793113598706107,0.145439928419465,0.10614068614478343,0.13720000000000002,0.11086666666666667,0.07039999999999999,0.17990744341580986,0.1923936455966385,0.1198792650086012,0.1098,0.11453333333333332,0.06539999999999999,0.1292286553409724,0.1239433217630418,0.03963275810211294,0.20020000000000004,0.15719999999999998,0.04753333333333333,0.17681336573889478,0.20581377428159173,0.14426789712631108,0.1945333333333334,0.2518,0.1537333333333333,0.20903979182622487,0.2291939635002748,0.18101264227254374,0.1868666666666667,0.20706666666666665,0.12179999999999998
5,0,0,0.25,0.25,0,0.42,0.10236023216244833,0.05784323792735194,0.027162523752949128,0.2179333333333333,0.07719999999999999,0.05213333333333333,0.16654061776217094,0.1626927412340657,0.061467338781208226,0.18193333333333336,0.12773333333333334,0.05206666666666667,0.1838988218067865,0.19427269205296407,0.15351408439253916,0.11513333333333335,0.10746666666666664,0.05046666666666668,0.177922341675133,0.12031122981048133,0.07176636250759104,0.2978666666666667,0.17059999999999995,0.1136,0.1953116887042542,0.1809113439211752,0.1319720393615906,0.215,0.18173333333333333,0.11233333333333333,0.19399601864578692,0.2025443113439976,0.1392313397257187,0.16826666666666668,0.15826666666666667,0.10013333333333337
5,0,0,0.25,0.25,0,0.48,0.1252279045674693,0.08644322326964488,0.05652872749204936,0.2982,0.11633333333333333,0.06426666666666668,0.14481876297120128,0.13854689096366704,0.08240747390173576,0.18173333333333333,0.13266666666666665,0.07906666666666667,0.20677191663849087,0.17216693153994414,0.1409757520745874,0.14513333333333334,0.1353333333333333,0.059133333333333336,0.1310994176679248,0.0887276954717279,0.07209911538539263,0.3202,0.1617333333333333,0.12526666666666664,0.18609389915558186,0.1761883906525129,0.11590777843117385,0.2834666666666667,0.21720000000000006,0.13919999999999996,0.1519740860576662,0.1839464686381491,0.131109869037734,0.17373333333333332,0.17646666666666666,0.1082
5,0,0,0.25,0.25,0,0.54,0.1635114702734595,0.09689180504999242,0.028475932378371406,0.3344,0.12173333333333332,0.037000000000000005,0.17436033789734914,0.17100850457115474,0.11861560359360812,0.2238,0.12613333333333332,0.0834,0.17846655499182565,0.17941273394792392,0.1333778055947319,0.13366666666666666,0.12860000000000002,0.08706666666666668,0.1527207842239079,0.10951505372483247,0.06332631775542681,0.3165333333333334,0.14340000000000006,0.0994,0.2222285870559527,0.18583744084150067,0.16491910765677414,0.2531333333333333,0.12426666666666668,0.08740000000000002,0.22745546967159086,0.1894252346917776,0.16203763272840194,0.1985333333333333,0.1524,0.06860000000000002
