m,mean_1,mean_2,var_1,var_2,omni_correct_nodes_1_2,omni_correct_nodes_2_2,omni_correct_nodes_1_4,omni_correct_nodes_2_4,omni_correct_nodes_1_6,omni_correct_nodes_2_6,omni_correct_nodes_1_8,omni_correct_nodes_2_8,omni_correct_nodes_1_10,omni_correct_nodes_2_10,omni_ari_2,omni_ari_4,omni_ari_6,omni_ari_8,omni_ari_10,mase_correct_nodes_1_2,mase_correct_nodes_2_2,mase_correct_nodes_1_4,mase_correct_nodes_2_4,mase_correct_nodes_1_6,mase_correct_nodes_2_6,mase_correct_nodes_1_8,mase_correct_nodes_2_8,mase_correct_nodes_1_10,mase_correct_nodes_2_10,mase_ari_2,mase_ari_4,mase_ari_6,mase_ari_8,mase_ari_10
250,0,0,0.5,3.0,0.9304000000000003,0.7544000000000001,0.9136000000000003,0.46319999999999995,0.8080000000000002,0.3232000000000001,0.6664000000000001,0.25520000000000004,0.5119999999999999,0.21840000000000004,0.28466374804889855,0.22553170815966145,0.19458277928644907,0.16278476644706238,0.11953547358637075,0.9256000000000003,0.7856000000000002,0.9440000000000004,0.47840000000000005,0.8800000000000004,0.3375999999999999,0.7376,0.25599999999999995,0.5928000000000001,0.23039999999999997,0.3733515931750928,0.28966795891685515,0.25702199535298453,0.21267900104329265,0.171193329021094
250,0,0,0.5,2.75,0.9584000000000005,0.7256000000000001,0.8496000000000005,0.4488000000000001,0.7840000000000003,0.3399999999999999,0.5920000000000002,0.2536,0.5160000000000001,0.2288,0.2458821469626227,0.16979885394384137,0.16416959772875356,0.13411617722496444,0.11026570720311174,0.9280000000000003,0.7984000000000004,0.9312000000000001,0.44720000000000004,0.8872000000000003,0.3263999999999999,0.7640000000000002,0.25120000000000003,0.6295999999999998,0.22639999999999996,0.4155845248394956,0.30410512480461455,0.2721754254761132,0.24042093881039814,0.20107484199457581
250,0,0,0.5,2.5,0.9224000000000003,0.7312000000000002,0.9024000000000002,0.5024000000000001,0.8064000000000003,0.33759999999999996,0.6584,0.2792,0.5056,0.23919999999999997,0.2548066922831685,0.1805843064019234,0.1981562204557701,0.1619537334015034,0.11284581925673529,0.9472,0.7536,0.9432000000000005,0.4800000000000001,0.8472000000000004,0.3408,0.6983999999999999,0.2664,0.6191999999999999,0.22480000000000003,0.38972992061175465,0.2636579598931224,0.23443908548434078,0.1985639847174363,0.18111314048784966
250,0,0,0.5,2.25,0.9328000000000002,0.7488000000000006,0.8392000000000002,0.48479999999999995,0.7104000000000003,0.34080000000000005,0.5808000000000001,0.2736,0.5088,0.24080000000000004,0.22791113156837042,0.12746001873556043,0.14421710326915846,0.11796304153146966,0.10014731956871895,0.9456000000000004,0.7504000000000004,0.9192000000000005,0.4639999999999999,0.8120000000000003,0.3551999999999999,0.6672000000000001,0.26480000000000004,0.5920000000000001,0.22320000000000004,0.36102103168071326,0.2555068905336898,0.2226203870319657,0.17733413791222397,0.16021276071553317
250,0,0,0.5,2.0,0.8936000000000004,0.7216000000000001,0.8544000000000005,0.48080000000000006,0.7456000000000003,0.34480000000000005,0.5592,0.2616,0.5312000000000001,0.23360000000000003,0.22100420628205042,0.1551648951841175,0.163327010921079,0.12194125962195988,0.11195102936323237,0.9240000000000004,0.8016000000000005,0.9312000000000001,0.44719999999999993,0.8080000000000002,0.3184,0.6688000000000001,0.25120000000000003,0.5864,0.2328000000000001,0.3320715807795247,0.24818795067131771,0.23361951969958683,0.1850382197344857,0.15387126507243784
250,0,0,0.5,1.75,0.9112000000000003,0.7392000000000003,0.8376000000000003,0.4608,0.6992000000000002,0.3408,0.5535999999999998,0.26,0.4623999999999998,0.2168,0.19463277871599854,0.15389055737383395,0.13456384236965832,0.12136613077465461,0.09282903424587122,0.9288000000000004,0.7776000000000003,0.9216000000000004,0.44800000000000006,0.7832000000000002,0.30319999999999997,0.6616000000000003,0.2624000000000001,0.5736000000000001,0.20640000000000008,0.31905686713613113,0.2287397665916737,0.19359848671715552,0.1710896746334404,0.15144532279914974
250,0,0,0.5,1.5,0.9352000000000004,0.7200000000000003,0.7864000000000001,0.4664,0.6704000000000002,0.3152,0.5367999999999999,0.2704,0.46799999999999997,0.22959999999999997,0.15644531016433694,0.10842618625320168,0.11232582095859256,0.09852537869485965,0.07804670557264327,0.9192000000000004,0.7488000000000004,0.9336000000000003,0.4800000000000001,0.7856000000000002,0.34879999999999994,0.6576000000000002,0.26159999999999994,0.5471999999999999,0.21920000000000006,0.3160601965663226,0.2157144984261777,0.18859971575175385,0.1681226731102381,0.13091693851123506
250,0,0,0.5,1.25,0.8952,0.7144000000000004,0.7968000000000002,0.49200000000000016,0.6672000000000001,0.32480000000000003,0.5168,0.26560000000000006,0.4447999999999999,0.22480000000000003,0.1321182841063395,0.0975339363969125,0.10146403284227543,0.08069897712596949,0.06755719892004045,0.8840000000000003,0.7368000000000002,0.8944000000000005,0.45520000000000005,0.7440000000000002,0.34639999999999993,0.6335999999999999,0.2728,0.5072,0.22639999999999996,0.21900965422258178,0.1875529093689651,0.1630510186463225,0.15112680671975043,0.11282121697094687
250,0,0,0.5,1.0,0.8832000000000002,0.7031999999999999,0.7152000000000003,0.4448000000000001,0.5503999999999999,0.3368,0.44719999999999993,0.26,0.38480000000000003,0.2224000000000001,0.07933068158308158,0.06811363620402826,0.05723353353913519,0.04811226623530038,0.0457572591975595,0.8808000000000004,0.6936000000000003,0.8096000000000002,0.4576,0.7104,0.32239999999999996,0.5408,0.25600000000000006,0.4472,0.23200000000000004,0.1762127613840688,0.1272879780895533,0.12966571091109746,0.10842264977607208,0.08695142644889971
250,0,0,0.5,0.75,0.7840000000000004,0.6928,0.5576,0.4496,0.444,0.32080000000000003,0.36560000000000004,0.2608,0.32239999999999996,0.22640000000000005,0.01089730003930256,0.016355313771776098,0.018946056407403867,0.018848694471063413,0.014790083946460615,0.8408000000000002,0.6624000000000001,0.696,0.43439999999999995,0.5464,0.31359999999999993,0.45519999999999994,0.2567999999999999,0.3704,0.22319999999999995,0.07559866589240843,0.055780600065654246,0.06080137552946597,0.06212822962832816,0.04538124793310501
250,0,0,0.5,0.5,0.6928000000000003,0.6784,0.4632,0.45999999999999985,0.3592,0.36880000000000007,0.29839999999999994,0.2984,0.25120000000000003,0.26159999999999994,-0.0019327270055569743,-0.0030717345498878384,-0.0005618133081723665,-0.001503936773639857,-0.0024713698042262812,0.6936,0.7040000000000002,0.47759999999999997,0.4448000000000001,0.35359999999999997,0.33599999999999985,0.2976,0.2832,0.26639999999999997,0.2495999999999999,0.0012325888885877663,0.0016836316353303305,-0.002204456041422086,-0.0015904582724850047,0.0013628047146232796
245,0,0,0.5,2.8000000000000003,0.9352000000000003,0.7367999999999999,0.9184000000000003,0.45919999999999994,0.8048000000000003,0.3400000000000001,0.6464000000000002,0.25200000000000006,0.528,0.2248,0.2859386554178057,0.20321366747119168,0.17002984419463704,0.15602084021354415,0.12267899257151264,0.9376000000000003,0.8168000000000002,0.9352000000000004,0.47840000000000005,0.8504000000000004,0.34159999999999996,0.7495999999999999,0.27120000000000005,0.6256,0.22560000000000002,0.39012620828353634,0.2819245852006384,0.2462984212715096,0.23217450598876568,0.18224397853155294
