m,mean_1,mean_2,var_1,var_2,mean_delta,var_delta,omni_precision_2_ks_2samp,omni_precision_2_mannwhitneyu,omni_precision_2_ttest_ind,omni_recall_2_ks_2samp,omni_recall_2_mannwhitneyu,omni_recall_2_ttest_ind,mase_precision_2_ks_2samp,mase_precision_2_mannwhitneyu,mase_precision_2_ttest_ind,mase_recall_2_ks_2samp,mase_recall_2_mannwhitneyu,mase_recall_2_ttest_ind
5,0,0,0.25,0.25,0,0.0,0.2494315549802545,0.25199569226134594,0.2447812297383385,0.3916,0.3861999999999999,0.3464,0.2625879986965218,0.2594257155915071,0.2584749515847159,0.3369333333333334,0.3211333333333334,0.3155333333333334
5,0,0,0.25,0.25,0,0.06,0.270033287752482,0.2673336110504942,0.2720138165721632,0.4003333333333333,0.33233333333333337,0.35913333333333325,0.24439778746527516,0.2355001050957561,0.2359182350007728,0.3202666666666667,0.30046666666666666,0.27686666666666665
5,0,0,0.25,0.25,0,0.12,0.26962225252400485,0.2622979502712645,0.2630871321039246,0.32513333333333344,0.30573333333333336,0.3159333333333334,0.2531263613785357,0.2623320322790186,0.2635388046457456,0.38193333333333335,0.3553333333333334,0.34733333333333344
5,0,0,0.25,0.25,0,0.18,0.2498381358062612,0.24268391931376496,0.2411378176616796,0.3894666666666666,0.3590666666666668,0.3560666666666667,0.2625483286131653,0.2408396680378824,0.24441639131460566,0.36373333333333335,0.3197333333333333,0.3115333333333333
5,0,0,0.25,0.25,0,0.24,0.25851041213201503,0.24161564409482245,0.238171333124936,0.386,0.326,0.3184,0.2732121123184513,0.23827648069983265,0.240046185624797,0.3927333333333334,0.31493333333333345,0.3229333333333333
5,0,0,0.25,0.25,0,0.3,0.2733932005952194,0.2836638675268241,0.2895777001445106,0.4438,0.32159999999999994,0.326,0.2848856456746336,0.2724866398216808,0.2730285311635722,0.4367333333333333,0.3429333333333333,0.3487333333333333
5,0,0,0.25,0.25,0,0.36,0.2631043112736298,0.2594862323976461,0.2623440391854775,0.4203333333333333,0.3477333333333333,0.3517333333333333,0.25442618740391204,0.2508585544209116,0.25200439624354376,0.4596,0.3020000000000001,0.29340000000000005
5,0,0,0.25,0.25,0,0.42,0.2685284538830253,0.27524714963572056,0.25792627763446474,0.4053333333333334,0.29413333333333336,0.3013333333333333,0.2636425557207656,0.25910904931601025,0.2792477115660337,0.4691333333333333,0.2835333333333333,0.3275333333333333
5,0,0,0.25,0.25,0,0.48,0.2856768497495767,0.2750504760049775,0.2650494310781458,0.4609333333333334,0.3445333333333334,0.3355333333333333,0.26539959462935925,0.2745997431631037,0.2811511067971537,0.4322,0.3232000000000001,0.325
5,0,0,0.25,0.25,0,0.54,0.27614946502426074,0.2662020338745019,0.2670609825571011,0.4017333333333333,0.32993333333333325,0.3463333333333333,0.2954875415488073,0.2853653642595671,0.2850994825179208,0.4159999999999999,0.3176,0.3004
5,0,0,0.25,0.25,0,0.6,0.2609400497093495,0.2727674517282765,0.26919956600746725,0.4393999999999999,0.3004,0.30560000000000004,0.3038067586059075,0.3129301407988414,0.3112446978661673,0.40126666666666666,0.3078666666666667,0.3038666666666667
5,0,0,0.25,0.25,0,0.6599999999999999,0.2749954820238148,0.2555914748202178,0.25769587420203155,0.4689333333333336,0.34653333333333336,0.3729333333333333,0.2547808345553223,0.26453773672287945,0.264917375474932,0.4766666666666666,0.36226666666666657,0.3550666666666666
5,0,0,0.25,0.25,0,0.72,0.2538769689988037,0.2640864703216331,0.2689462381569153,0.4826666666666665,0.3508666666666667,0.3418666666666668,0.3049951989591049,0.2780239463109725,0.27917987367850183,0.4230666666666668,0.2852666666666667,0.30206666666666665
5,0,0,0.25,0.25,0,0.78,0.29513421859779115,0.2833930191209704,0.2716568161177226,0.4370666666666667,0.3248666666666666,0.3316666666666665,0.3077305946926259,0.3127101509194321,0.3066705003500111,0.4102666666666666,0.34886666666666666,0.3260666666666667
5,0,0,0.25,0.25,0,0.84,0.2787414857053432,0.2651897888528781,0.2660700145737899,0.4862,0.3376,0.34740000000000004,0.2739207309392917,0.2647068861328863,0.2634312992919334,0.4486666666666668,0.3322666666666667,0.3390666666666668
5,0,0,0.25,0.25,0,0.8999999999999999,0.2564247514808659,0.2558007685636445,0.2591409370916332,0.4762666666666667,0.31586666666666674,0.30326666666666674,0.2750831416659647,0.2973575777077168,0.2958205888202096,0.4351333333333335,0.3583333333333333,0.3587333333333334
5,0,0,0.25,0.25,0,0.96,0.28461038559389545,0.2599360828079508,0.2521201748186256,0.4774666666666666,0.3798666666666668,0.3630666666666667,0.27245748260976954,0.2754202419558308,0.2716172884376808,0.4478666666666667,0.33126666666666665,0.3418666666666666
5,0,0,0.25,0.25,0,1.02,0.2890851950823725,0.3016790685914592,0.2998250433896079,0.4154666666666668,0.31326666666666664,0.31106666666666666,0.30598078387043365,0.322275510588424,0.3130477183737954,0.4209333333333333,0.3011333333333333,0.3031333333333333
5,0,0,0.25,0.25,0,1.08,0.2945718159002637,0.28332959910329786,0.2693169099786881,0.4333333333333334,0.3295333333333333,0.3127333333333333,0.2779660299632037,0.2984457866774856,0.2994760586118827,0.4445333333333333,0.3721333333333334,0.3581333333333335
5,0,0,0.25,0.25,0,1.14,0.2803534785151092,0.2427972704802133,0.2527278420780489,0.4418666666666667,0.3436666666666665,0.3158666666666666,0.27812687104256,0.27098415453236824,0.27379326983534386,0.4819333333333332,0.3753333333333333,0.3659333333333333
5,0,0,0.25,0.25,0,1.2,0.2804813961391015,0.2997900061503404,0.2987435535973736,0.4552000000000001,0.3194000000000001,0.33580000000000004,0.2760547911740518,0.2737534005467957,0.2800358804441413,0.4532,0.3376,0.3154
5,0,0,0.25,0.25,0,1.26,0.27844792498843096,0.2682517942677976,0.26174069133564204,0.5028666666666668,0.2988666666666667,0.30606666666666665,0.28796622968770064,0.27946168987418696,0.2732552272721985,0.4463333333333334,0.3239333333333333,0.3155333333333333
5,0,0,0.25,0.25,0,1.3199999999999998,0.2605164867452231,0.2895454870653664,0.27485703183386284,0.4535333333333333,0.2631333333333334,0.28053333333333336,0.3021460062340896,0.29558445291212904,0.30475926969033923,0.4537333333333333,0.3161333333333333,0.3077333333333333
5,0,0,0.25,0.25,0,1.38,0.2545309537712685,0.29193305376405504,0.2835814395344601,0.4298,0.34940000000000004,0.3466,0.2931937634811901,0.2672967101225584,0.276646501750877,0.4594666666666666,0.30606666666666665,0.29466666666666674
5,0,0,0.25,0.25,0,1.44,0.27416336491949755,0.2804070415697235,0.2837425751904764,0.4956,0.3788000000000001,0.3927999999999999,0.3057360304886448,0.306498704717319,0.3065028202958624,0.4362666666666668,0.3164666666666667,0.31666666666666665
5,0,0,0.25,0.25,0,1.5,0.2914973934343124,0.2912736454643737,0.2884352923605744,0.4215333333333334,0.3037333333333334,0.2945333333333334,0.25570048139847834,0.2760850945753067,0.2686951079628397,0.4632666666666666,0.3346666666666667,0.37386666666666657
5,0,0,0.25,0.25,0,1.56,0.27114591573651625,0.2688225358678002,0.2682816117394953,0.5227333333333334,0.31833333333333336,0.3005333333333333,0.269901911080083,0.3048304636040347,0.2932901502137213,0.4830666666666666,0.32526666666666665,0.31806666666666666
5,0,0,0.25,0.25,0,1.62,0.28813435177774394,0.2838191301107508,0.27719761545473753,0.4621333333333334,0.3459333333333333,0.3731333333333335,0.2910199427126464,0.32413017631368585,0.3175969831051085,0.43906666666666666,0.2948666666666667,0.28886666666666666
5,0,0,0.25,0.25,0,1.68,0.28326509285181745,0.28606836589620543,0.27604851434542405,0.472,0.3178,0.3492000000000001,0.2894054366074471,0.2750340725197253,0.2750340725197253,0.4454000000000001,0.3346,0.3346
5,0,0,0.25,0.25,0,1.74,0.2681351051165388,0.2864549103842061,0.27888023285488817,0.4418666666666667,0.3128666666666666,0.31766666666666665,0.275083382291264,0.2861064041291642,0.2820101209467806,0.4804666666666666,0.2706666666666666,0.3128666666666666
