m,mean_1,mean_2,var_1,var_2,mean_delta,var_delta,omni_precision_2_ks_2samp,omni_precision_2_mannwhitneyu,omni_precision_2_ttest_ind,omni_recall_2_ks_2samp,omni_recall_2_mannwhitneyu,omni_recall_2_ttest_ind,mase_precision_2_ks_2samp,mase_precision_2_mannwhitneyu,mase_precision_2_ttest_ind,mase_recall_2_ks_2samp,mase_recall_2_mannwhitneyu,mase_recall_2_ttest_ind
250,0,0,0.25,0.25,0.0,0,0.027454686489980604,0.05907041902015957,0.03153089327060821,0.021133333333333337,0.06813333333333332,0.03666666666666667,0.015557901163164321,0.06420217576848242,0.020979694582434306,0.022733333333333335,0.11613333333333331,0.04906666666666666
10,0,0,0.25,0.25,0.0,0,0.03368240760977371,0.07949087116749974,0.04085472739820567,0.0432,0.0742,0.03493333333333333,0.05512068544996564,0.10980256960033387,0.06721089173490875,0.056600000000000004,0.13606666666666664,0.07479999999999999
245,0,0,0.25,0.25,0.98,0,0.8854054054054052,0.8148648648648646,0.8924324324324323,1.0,1.0,1.0,0.779334812959337,0.7287942724187966,0.7828483264728505,1.0,1.0,1.0
10,0,0,0.25,0.25,0.04,0,0.05914623312916414,0.12623322783751983,0.08583342714567169,0.11713333333333331,0.28013333333333335,0.19433333333333333,0.08704076332103156,0.13367603950528273,0.08878603329002073,0.1604666666666667,0.26893333333333336,0.1751333333333334
245,0,0,0.25,0.25,0.9400000000000001,0,0.9629729729729729,0.8824324324324323,0.9429729729729729,1.0,1.0,1.0,0.8874627688913403,0.8339492553778268,0.8674627688913403,1.0,1.0,1.0
10,0,0,0.25,0.25,0.08,0,0.18724102658971564,0.25285272516633417,0.21320986321604804,0.3896666666666666,0.5567999999999999,0.48179999999999995,0.15422877062203577,0.23796365470004244,0.19291566512516278,0.3284,0.5714666666666666,0.4372666666666665
245,0,0,0.25,0.25,0.9,0,0.9529729729729729,0.9224324324324324,0.9629729729729729,1.0,1.0,1.0,0.8472586872586874,0.8302316602316603,0.8707722007722009,1.0,1.0,1.0
10,0,0,0.25,0.25,0.12,0,0.29933170467331144,0.29170254773224,0.29342098475252193,0.7414666666666669,0.8701333333333336,0.8119333333333334,0.29270096462381134,0.2893777471748638,0.3023304096318996,0.6882,0.8043333333333333,0.7587333333333334
245,0,0,0.25,0.25,0.86,0,0.9343574186431328,0.8687148372862658,0.9308439051296193,1.0,1.0,1.0,0.8276521419378562,0.7752586160881091,0.8276521419378562,1.0,1.0,1.0
10,0,0,0.25,0.25,0.16,0,0.5030291717087301,0.44366539177163244,0.47587596556834766,0.8982000000000001,0.9377333333333334,0.9251333333333334,0.2818947742742193,0.27623488453145617,0.2780603561178378,0.8641333333333334,0.9244666666666669,0.8884666666666667
245,0,0,0.25,0.25,0.8200000000000001,0,0.9629729729729729,0.9529729729729729,0.9729729729729729,1.0,1.0,1.0,0.8485878864074352,0.8385878864074353,0.8585878864074352,1.0,1.0,1.0
10,0,0,0.25,0.25,0.2,0,0.7574350738109982,0.6627616857484757,0.7123220461088361,0.9261333333333336,0.9566000000000002,0.9550000000000003,0.3585458233243542,0.33356859416210694,0.37250930481953615,0.8943999999999999,0.9411999999999999,0.9068
245,0,0,0.25,0.25,0.78,0,0.9194594594594594,0.9143574186431329,0.9664864864864865,1.0,1.0,1.0,0.7633370104798677,0.7682349696635411,0.8003640375068946,1.0,1.0,1.0
10,0,0,0.25,0.25,0.24,0,0.8679595528980826,0.8259047954673646,0.8543401696170244,0.9952000000000001,0.9968,0.9952000000000001,0.4906234563114518,0.4874497833607041,0.5000591046615963,0.9462000000000005,0.9724000000000003,0.9522000000000004
245,0,0,0.25,0.25,0.74,0,0.9648979591836735,0.94138444567016,0.97,1.0,1.0,1.0,0.8545649244111101,0.8310514108975964,0.8545649244111101,1.0,1.0,1.0
10,0,0,0.25,0.25,0.28,0,0.9849084249084248,0.9513949113949113,0.9613949113949113,0.9984000000000001,0.9984000000000001,0.9984000000000001,0.6441763030965856,0.6290271425956128,0.6290545565462676,0.9733333333333334,0.9846,0.9822000000000002
245,0,0,0.25,0.25,0.7000000000000001,0,0.9664864864864865,0.9664864864864865,0.9664864864864865,1.0,1.0,1.0,0.785475148618006,0.785475148618006,0.785475148618006,0.9999333333333333,0.9999333333333333,0.9999333333333333
10,0,0,0.25,0.25,0.32,0,0.9564864864864865,0.9194594594594594,0.9629729729729729,1.0,1.0,1.0,0.7334343420021847,0.7036230853635635,0.7401841596275781,0.9915999999999999,0.9934666666666666,0.9897333333333332
245,0,0,0.25,0.25,0.66,0,0.9164864864864865,0.8508439051296193,0.91138444567016,1.0,1.0,1.0,0.8051939694796837,0.7395513881228167,0.8000919286633574,1.0,1.0,1.0
10,0,0,0.25,0.25,0.36,0,0.9394594594594594,0.8722283507997792,0.9159459459459458,1.0,1.0,1.0,0.6659912941173941,0.5975348111971102,0.6448568208686352,0.9898,0.9936,0.9912000000000001
245,0,0,0.25,0.25,0.62,0,0.9613844456701599,0.8657418643132928,0.9629729729729729,1.0,1.0,1.0,0.7542971700114559,0.6921681021681022,0.7558856973142689,1.0,1.0,1.0
10,0,0,0.25,0.25,0.4,0,0.9394594594594594,0.8492553778268064,0.9129729729729729,1.0,1.0,1.0,0.616464677322383,0.5343356094790292,0.596464677322383,0.9939333333333333,0.9939333333333333,0.9939333333333333
245,0,0,0.25,0.25,0.58,0,0.9429729729729729,0.8573303916161059,0.9194594594594594,1.0,1.0,1.0,0.8051517716179372,0.7446112310773967,0.7916382581044236,1.0,1.0,1.0
10,0,0,0.25,0.25,0.44,0,0.8924324324324324,0.8152013237727522,0.8754054054054052,1.0,1.0,1.0,0.6622593500434146,0.6265283252391267,0.6585130110053251,0.9956,1.0,0.9986
245,0,0,0.25,0.25,0.54,0,0.94,0.8673303916161058,0.9159459459459458,1.0,1.0,1.0,0.8051699583151327,0.7592312897825277,0.8062583168095548,0.9998666666666668,0.9998666666666668,0.9998666666666668
10,0,0,0.25,0.25,0.48,0,0.9664864864864865,0.9143574186431329,0.9648979591836735,1.0,1.0,1.0,0.6416193674304276,0.6265173266141011,0.6511740708752913,0.9998,0.9998,0.9974
245,0,0,0.25,0.25,0.5,0,0.9059459459459458,0.8908439051296193,0.9564864864864865,1.0,1.0,1.0,0.7078268063982353,0.6927247655819088,0.7348538334252623,1.0,1.0,1.0
10,0,0,0.25,0.25,0.52,0,0.9394594594594594,0.9027688913403199,0.9364864864864865,1.0,1.0,1.0,0.6160651953088929,0.5913365497034,0.6183635767304271,0.9930666666666668,0.9974666666666667,0.9974666666666667
245,0,0,0.25,0.25,0.46,0,0.9259459459459458,0.8673303916161058,0.9124324324324324,1.0,1.0,1.0,0.7701599558742417,0.7366464423607281,0.7566464423607282,1.0,1.0,1.0
10,0,0,0.25,0.25,0.56,0,0.93138444567016,0.8876668505239934,0.9462824048538334,1.0,1.0,1.0,0.6593436293436296,0.6307280750137895,0.654241588527303,1.0,1.0,1.0
245,0,0,0.25,0.25,0.42,0,0.9294594594594595,0.9008439051296193,0.9729729729729729,1.0,1.0,1.0,0.7013403199117485,0.6727247655819084,0.7313403199117486,1.0,1.0,1.0
10,0,0,0.25,0.25,0.6,0,0.9429729729729729,0.9024324324324323,0.9224324324324322,1.0,1.0,1.0,0.7852619966905682,0.7447214561500277,0.7547214561500277,1.0,1.0,1.0
245,0,0,0.25,0.25,0.38,0,0.9529729729729729,0.9094594594594594,0.9464864864864865,1.0,1.0,1.0,0.8170546056260344,0.7935410921125208,0.8305681191395479,1.0,1.0,1.0
10,0,0,0.25,0.25,0.64,0,0.9629729729729729,0.8978709321566464,0.9229729729729729,1.0,1.0,1.0,0.7825790698613,0.71679474053618,0.7390655563477864,1.0,1.0,1.0
245,0,0,0.25,0.25,0.34,0,0.9294594594594594,0.8722283507997795,0.9259459459459458,1.0,1.0,1.0,0.6911362382790956,0.6644456701599563,0.7046497517926091,1.0,1.0,1.0
10,0,0,0.25,0.25,0.68,0,0.9529729729729729,0.9108439051296193,0.9764864864864865,1.0,1.0,1.0,0.6079080070070517,0.5892924526772118,0.6314215205205652,0.9986,0.9986,0.9986
245,0,0,0.25,0.25,0.3,0,0.9094594594594594,0.8959459459459458,0.9464864864864865,1.0,1.0,1.0,0.7080308880308881,0.7080308880308881,0.7450579150579151,1.0,1.0,1.0
10,0,0,0.25,0.25,0.72,0,0.9429729729729729,0.9043574186431329,0.9294594594594594,1.0,1.0,1.0,0.6409321566464424,0.6258301158301159,0.6413513616418735,1.0,1.0,0.9990000000000001
245,0,0,0.25,0.25,0.26,0,0.97,0.9364864864864865,0.9564864864864865,1.0,1.0,1.0,0.6948077835785478,0.6748077835785478,0.6948077835785478,1.0,1.0,1.0
10,0,0,0.25,0.25,0.76,0,0.9529729729729729,0.8689189189189187,0.9529729729729729,1.0,1.0,1.0,0.6794810030689509,0.615411588084229,0.6694810030689508,1.0,1.0,1.0
245,0,0,0.25,0.25,0.22,0,1.0,0.9194594594594594,0.9529729729729729,1.0,1.0,1.0,0.7432653061224492,0.6727247655819087,0.7062382790954223,1.0,1.0,1.0
10,0,0,0.25,0.25,0.8,0,0.9159459459459458,0.8538168781025922,0.9394594594594594,1.0,1.0,1.0,0.637736861437282,0.5750206781507363,0.6423587382118007,0.9989333333333335,0.9993333333333334,0.9979333333333336
245,0,0,0.25,0.25,0.18,0,0.9564864864864865,0.9429729729729729,0.9664864864864865,1.0,1.0,1.0,0.6950017926089355,0.6911362382790955,0.704649751792609,0.9995999999999999,1.0,1.0
10,0,0,0.25,0.25,0.84,0,0.9108439051296193,0.8367898510755651,0.8754054054054053,1.0,1.0,1.0,0.7909223015349615,0.7290797201780944,0.7676952745079345,0.9962666666666666,0.9976666666666668,0.9976666666666668
245,0,0,0.25,0.25,0.14,0,0.9557391304347825,0.8762824048538335,0.942225616921269,0.9998,1.0,0.9998,0.6291135162129177,0.5682525332052485,0.603354574021575,0.9973333333333333,0.9983333333333334,0.9983333333333334
10,0,0,0.25,0.25,0.88,0,0.9259459459459458,0.8348648648648647,0.9594594594594593,1.0,1.0,1.0,0.7178268063982352,0.653772752344181,0.7313403199117486,1.0,1.0,1.0
245,0,0,0.25,0.25,0.1,0,0.9073620957941515,0.8935841242742445,0.9335841242742445,1.0,1.0,1.0,0.34777965637138986,0.3310069632680348,0.3598759121497367,0.9836000000000001,0.9918000000000002,0.9844000000000002
10,0,0,0.25,0.25,0.92,0,0.902972972972973,0.8224324324324325,0.9094594594594594,1.0,1.0,1.0,0.705057915057915,0.6515444015444015,0.7250579150579152,1.0,1.0,1.0
245,0,0,0.25,0.25,0.06,0,0.5991456570362691,0.5297153212269667,0.5583978120136875,0.9714000000000002,0.9837333333333335,0.9821333333333335,0.25456770448125704,0.25181818782053184,0.2544358196860785,0.9804666666666668,0.9883333333333334,0.9814666666666669
10,0,0,0.25,0.25,0.96,0,0.9729729729729729,0.9529729729729729,0.9764864864864865,1.0,1.0,1.0,0.7904471818757535,0.7701599558742416,0.7801599558742416,0.9996,1.0,1.0
245,0,0,0.25,0.25,0.02,0,0.21110510692524614,0.25193963511303136,0.23380667149921097,0.5744,0.7311333333333334,0.6195333333333334,0.2178334262162526,0.24296823207360532,0.22404089207320424,0.5973333333333332,0.7381333333333331,0.6429999999999998
10,0,0,0.25,0.25,1.0,0,0.9057418643132928,0.8503033645890787,0.9243574186431328,1.0,1.0,1.0,0.594348167883987,0.5458524173605868,0.6099064714146408,0.9978666666666668,0.9994666666666667,0.9994666666666667
240,0,0,0.25,0.25,1.0,0,0.9024324324324324,0.8589189189189189,0.9024324324324324,1.0,1.0,1.0,0.8122793712079427,0.7787658576944291,0.8222793712079427,1.0,1.0,1.0
15,0,0,0.25,0.25,0.02,0,0.06970651547177074,0.12221889045551222,0.06356020086771,0.10806666666666664,0.20113333333333333,0.10493333333333332,0.07156026520692758,0.09661210950402126,0.05820526136278138,0.07353333333333334,0.1494666666666667,0.09693333333333333
240,0,0,0.25,0.25,0.96,0,0.9294594594594594,0.8759459459459458,0.9564864864864865,1.0,1.0,1.0,0.8036688030518735,0.75015528953836,0.8171823165653871,1.0,1.0,1.0
15,0,0,0.25,0.25,0.06,0,0.1578768237031697,0.22622907444399779,0.21007642012656225,0.3879333333333333,0.5302666666666667,0.4384666666666667,0.17324908248723334,0.22397330002368224,0.19394063868047018,0.36633333333333323,0.5300666666666666,0.3915333333333333
240,0,0,0.25,0.25,0.92,0,0.9259459459459458,0.8924324324324323,0.9629729729729729,1.0,1.0,1.0,0.898160978300351,0.8646474647868375,0.9351880053273781,1.0,1.0,1.0
15,0,0,0.25,0.25,0.1,0,0.36115523590662846,0.31215809075966583,0.3382365904908675,0.7871999999999999,0.8994666666666666,0.8858,0.28104195009686483,0.2746416325763377,0.2779705060021856,0.7694666666666666,0.8724666666666667,0.829
240,0,0,0.25,0.25,0.88,0,0.9629729729729729,0.9159459459459458,0.9629729729729729,1.0,1.0,1.0,0.8421566464423609,0.8086431329288473,0.8421566464423607,1.0,1.0,1.0
15,0,0,0.25,0.25,0.14,0,0.6090777298145605,0.5555025808910622,0.6049597629981246,0.8990666666666669,0.923266666666667,0.9100000000000003,0.28175530905223395,0.2660739791943589,0.2704642434952598,0.8627333333333334,0.9293333333333336,0.9074000000000002
240,0,0,0.25,0.25,0.84,0,0.9529729729729729,0.8908439051296193,0.9564864864864865,1.0,1.0,1.0,0.8774627688913403,0.8153337010479867,0.8809762824048538,1.0,1.0,1.0
15,0,0,0.25,0.25,0.18,0,0.7491878404990707,0.7388828554903535,0.7864983779901857,0.9770000000000003,0.9739333333333335,0.9702666666666668,0.3745270362287123,0.3732643988515471,0.406515904738159,0.9195333333333336,0.9396000000000003,0.929866666666667
240,0,0,0.25,0.25,0.8,0,0.9564864864864865,0.9094594594594594,0.9564864864864865,1.0,1.0,1.0,0.7751180049186694,0.7416044914051559,0.7751180049186694,1.0,1.0,1.0
15,0,0,0.25,0.25,0.22,0,0.9236761637082194,0.8831356231676789,0.9166491366811924,0.9856666666666669,0.9856666666666669,0.9856666666666669,0.6194368709447129,0.592676092546408,0.6285568797002553,0.9674666666666668,0.9791333333333334,0.9767333333333335
240,0,0,0.25,0.25,0.76,0,0.9729729729729729,0.9159459459459458,0.9394594594594594,1.0,1.0,1.0,0.8521566464423607,0.8051296194153337,0.8186431329288472,1.0,1.0,1.0
15,0,0,0.25,0.25,0.26,0,0.9529729729729729,0.9059459459459458,0.9529729729729729,1.0,1.0,1.0,0.6584228547761177,0.6304578597385323,0.6545055128338045,0.9787333333333333,0.9904000000000001,0.988
240,0,0,0.25,0.25,0.72,0,0.8754054054054053,0.8232763375620518,0.9108439051296193,1.0,1.0,1.0,0.7545890788747933,0.7159735245449531,0.7900275785990073,1.0,1.0,1.0
15,0,0,0.25,0.25,0.3,0,0.9312947482850394,0.9212947482850394,0.964808261798553,1.0,1.0,1.0,0.6352874597286235,0.6251359648676612,0.6497727706732982,0.9836666666666666,0.9873333333333332,0.9843333333333333
240,0,0,0.25,0.25,0.68,0,0.9224324324324324,0.8873303916161057,0.9359459459459459,1.0,1.0,1.0,0.7698234969663541,0.7347214561500276,0.7833370104798676,1.0,1.0,1.0
15,0,0,0.25,0.25,0.34,0,0.9594594594594593,0.9124324324324324,0.9629729729729729,1.0,1.0,1.0,0.68828803710662,0.649825635929933,0.6768526629569601,0.9984000000000001,0.9994,0.9994
240,0,0,0.25,0.25,0.64,0,0.9329729729729729,0.8624324324324323,0.9394594594594594,1.0,1.0,1.0,0.8091029697796617,0.7755894562661482,0.8291029697796617,1.0,1.0,1.0
15,0,0,0.25,0.25,0.38,0,0.9459459459459458,0.9189189189189189,0.9459459459459458,1.0,1.0,1.0,0.7052988217109012,0.7043132928847216,0.7180021862999801,0.9972,1.0,0.9996
240,0,0,0.25,0.25,0.6,0,0.9459459459459458,0.8483783783783783,0.9024324324324323,1.0,1.0,1.0,0.7766464423607282,0.7061059018201875,0.7331329288472146,1.0,1.0,1.0
15,0,0,0.25,0.25,0.42,0,0.9629729729729729,0.8994594594594594,0.9529729729729729,1.0,1.0,1.0,0.5996172753252121,0.5644218912790343,0.5886341534278045,0.9960666666666667,0.9998,0.9979333333333333
240,0,0,0.25,0.25,0.56,0,0.9629729729729729,0.8859459459459458,0.9664864864864865,1.0,1.0,1.0,0.8131583860155289,0.746131358988502,0.8166718995290425,1.0,1.0,1.0
