m,mean_1,mean_2,var_1,var_2,omni_correct_nodes_1_2,omni_correct_nodes_2_2,omni_correct_nodes_1_4,omni_correct_nodes_2_4,omni_correct_nodes_1_6,omni_correct_nodes_2_6,omni_correct_nodes_1_8,omni_correct_nodes_2_8,omni_correct_nodes_1_10,omni_correct_nodes_2_10,omni_ari_2,omni_ari_4,omni_ari_6,omni_ari_8,omni_ari_10,mase_correct_nodes_1_2,mase_correct_nodes_2_2,mase_correct_nodes_1_4,mase_correct_nodes_2_4,mase_correct_nodes_1_6,mase_correct_nodes_2_6,mase_correct_nodes_1_8,mase_correct_nodes_2_8,mase_correct_nodes_1_10,mase_correct_nodes_2_10,mase_ari_2,mase_ari_4,mase_ari_6,mase_ari_8,mase_ari_10
5,0,0,0.5,0.5,0.7023999999999998,0.7056000000000003,0.44560000000000016,0.43599999999999994,0.35359999999999997,0.3288,0.2816,0.29040000000000005,0.2464,0.25920000000000004,-0.0030397205920033093,0.0004355385279322452,0.00046939461482123585,-0.00041455218926101186,0.0009891512207293284,0.6920000000000001,0.7112,0.452,0.4599999999999999,0.3495999999999999,0.34240000000000004,0.29759999999999986,0.2848,0.2464,0.24799999999999994,0.0019367813163354277,-0.0010703339831706624,-0.0016647907053006226,0.003745218209822798,0.0017701260663465013
5,0,0,0.5,0.55,0.6688,0.676,0.4647999999999999,0.43199999999999994,0.36160000000000003,0.3319999999999999,0.29200000000000004,0.2664,0.25359999999999994,0.25120000000000003,-0.0027941182712846444,0.0014502879715175456,-0.002711039880396185,-0.0009247485327275511,-0.001786950401455773,0.7104000000000003,0.6904000000000002,0.4599999999999999,0.47759999999999986,0.3728000000000001,0.35359999999999997,0.31439999999999996,0.2904,0.2616,0.24960000000000002,-0.00016299783252836811,-0.0036889783702636087,0.0024975265997186176,-0.00021450631750638958,0.0031684043958822685
5,0,0,0.5,0.6,0.7000000000000002,0.6928,0.4296000000000001,0.40880000000000005,0.3776,0.3456,0.31199999999999994,0.2911999999999999,0.25999999999999995,0.24559999999999993,-0.002717053998297616,-0.0053930050067054714,-0.0007037812529576865,0.001634099823239462,-0.0019366434023503618,0.7056000000000001,0.6832000000000003,0.47440000000000004,0.468,0.36640000000000006,0.3552,0.2968,0.29039999999999994,0.27440000000000003,0.252,0.00039548915957614685,-0.007091564722081364,0.0038946937048081266,0.00037900336916684807,0.003159146659822525
5,0,0,0.5,0.65,0.7552000000000001,0.7095999999999999,0.4600000000000001,0.4448000000000001,0.4023999999999999,0.35440000000000005,0.3192,0.27999999999999997,0.27599999999999997,0.2216,0.0008359626710913578,0.004899863647125557,0.0019940322499943175,0.00300502198317639,0.0011009161085009994,0.7264000000000003,0.6944000000000001,0.4639999999999999,0.4296,0.36800000000000005,0.3408000000000001,0.3111999999999999,0.2743999999999999,0.26960000000000006,0.2272,0.00527932246396847,0.00945747248718618,0.0052539206940469384,0.004284842341656122,0.0026641990089605787
5,0,0,0.5,0.7,0.7104000000000003,0.6648000000000002,0.4848000000000001,0.44880000000000003,0.39039999999999997,0.3408000000000002,0.3096000000000001,0.2696,0.27440000000000003,0.2368,0.0006240141890314625,0.004579443498898483,0.0034059987905569193,0.002636406275998089,0.004051308025549864,0.6712000000000004,0.6608000000000002,0.46799999999999997,0.4456000000000001,0.3712,0.3495999999999999,0.316,0.29040000000000005,0.2568,0.23999999999999996,-0.0038066959844345353,0.009521933767603687,0.0020065781494158484,0.0028692079385793986,-0.0008867344638271137
5,0,0,0.5,0.75,0.7104,0.6760000000000003,0.4992000000000001,0.44239999999999996,0.39679999999999993,0.33279999999999993,0.33120000000000005,0.2736,0.2783999999999999,0.23759999999999995,0.0024468909875265386,0.004918744496570056,0.015209952670208398,0.010404522271447877,0.00793158945508726,0.7112000000000003,0.6784000000000002,0.49199999999999994,0.44000000000000006,0.37599999999999995,0.3399999999999999,0.3232,0.27760000000000007,0.28239999999999993,0.2384,-0.0011609993576923864,0.0005061267911516737,0.0004021932216485089,0.0029275166614573635,0.0015986679930236117
5,0,0,0.5,0.8,0.7136000000000002,0.6856,0.47919999999999996,0.4191999999999998,0.3703999999999999,0.32080000000000003,0.31439999999999996,0.2592,0.28720000000000007,0.2232,-0.0011173215043791896,0.0027268058919269807,0.0008387342049258167,0.0009673944034289847,0.0014252667948112321,0.6936000000000001,0.6639999999999999,0.49200000000000005,0.43679999999999986,0.3888,0.3111999999999999,0.3096,0.2624,0.2624,0.228,0.004222989660897604,0.004122055091886943,0.001841809585181637,-0.0010616322477565163,0.0009915762904594728
5,0,0,0.5,0.8500000000000001,0.7232000000000002,0.6664000000000001,0.4928,0.4536000000000001,0.384,0.3304000000000001,0.31679999999999997,0.2728,0.28,0.24239999999999995,0.00793578921591278,0.002913061680964172,0.0041273496359355896,0.007918608066512716,0.007752551188463879,0.7016,0.6864000000000001,0.512,0.44799999999999995,0.4152000000000001,0.33599999999999997,0.33520000000000005,0.2759999999999999,0.2776,0.2336000000000001,0.00203009216218278,0.010813699728879786,0.013020165814916374,0.011648310937960251,0.00845663970963624
5,0,0,0.5,0.9,0.7192000000000002,0.7047999999999999,0.5023999999999998,0.4608,0.3784,0.336,0.30879999999999996,0.2568000000000001,0.2688,0.23279999999999998,-0.0015917465349675215,-0.005140659343548167,0.0008318462015234911,-9.906525117755041e-05,0.005121329015463345,0.7624000000000004,0.708,0.4831999999999999,0.424,0.3632000000000001,0.32319999999999993,0.3207999999999999,0.2736,0.27040000000000003,0.23759999999999995,0.007951413586193685,0.002758130215891863,0.005378096545923547,0.005564658099592536,0.0012692416394888134
5,0,0,0.5,0.95,0.6936000000000001,0.688,0.5136,0.46559999999999996,0.4056,0.3232,0.3247999999999999,0.2664,0.272,0.23199999999999996,0.008382729645723999,0.007967832048515535,0.006520926582670651,0.01183524880733817,0.0071351564755367915,0.7184,0.6816000000000002,0.48479999999999995,0.43199999999999994,0.40880000000000005,0.3296,0.33759999999999996,0.26480000000000004,0.28239999999999993,0.23279999999999995,0.004125262742189036,0.006849485125014736,0.008128432407716121,0.009377070947768636,0.0021689484779060407
