m,mean_1,mean_2,var_1,var_2,mean_delta,var_delta,omni_precision_ks_2samp,omni_precision_mannwhitneyu,omni_precision_ttest_ind,omni_recall_ks_2samp,omni_recall_mannwhitneyu,omni_recall_ttest_ind
10,0,0,0.25,0.25,0,1.92,0.9259459459459458,0.06648648648648649,0.026486486486486487,1.0,0.08,0.04
10,0,0,0.25,0.25,0,1.98,0.9464864864864865,0.12,0.05,1.0,0.14,0.06
10,0,0,0.25,0.25,0,2.04,0.9194594594594594,0.13,0.08,1.0,0.14,0.08
10,0,0,0.25,0.25,0,2.1,0.9324324324324322,0.1,0.06,1.0,0.1,0.06
10,0,0,0.25,0.25,0,2.16,0.98,0.1064864864864865,0.06,1.0,0.12,0.06
10,0,0,0.25,0.25,0,2.2199999999999998,0.9764864864864865,0.03648648648648649,0.0,1.0,0.06,0.0
10,0,0,0.25,0.25,0,2.28,0.8908439051296193,0.04,0.02,1.0,0.04,0.02
10,0,0,0.25,0.25,0,2.34,0.9529729729729729,0.06,0.0,1.0,0.06,0.0
10,0,0,0.25,0.25,0,2.4,0.9564864864864865,0.12,0.04,1.0,0.14,0.06
10,0,0,0.25,0.25,0,2.46,0.9494594594594594,0.16138444567015994,0.08,1.0,0.2,0.08
10,0,0,0.25,0.25,0,2.52,0.9629729729729729,0.05,0.03,1.0,0.06,0.04
10,0,0,0.25,0.25,0,2.58,0.8792553778268064,0.19,0.1,1.0,0.2,0.1
10,0,0,0.25,0.25,0,2.6399999999999997,0.9359459459459458,0.04,0.02,1.0,0.04,0.02
10,0,0,0.25,0.25,0,2.6999999999999997,0.9529729729729729,0.14,0.06,1.0,0.14,0.06
10,0,0,0.25,0.25,0,2.76,0.9664864864864865,0.09297297297297298,0.08,1.0,0.12,0.08
10,0,0,0.25,0.25,0,2.82,0.9594594594594593,0.1564864864864865,0.08648648648648649,1.0,0.18,0.1
10,0,0,0.25,0.25,0,2.88,0.9613844456701599,0.05,0.02,1.0,0.06,0.02
10,0,0,0.25,0.25,0,2.94,0.9194594594594595,0.06,0.02,1.0,0.08,0.02
10,0,0,0.25,0.25,0,3.0,0.9224324324324322,0.09297297297297298,0.06648648648648649,1.0,0.12,0.08
15,0,0,0.25,0.25,0,0.0,0.0,0.05,0.02,0.0,0.06,0.02
15,0,0,0.25,0.25,0,0.06,0.43648648648648647,0.0764864864864865,0.006486486486486487,0.46,0.1,0.02
15,0,0,0.25,0.25,0,0.12,0.9564864864864865,0.04,0.0,1.0,0.04,0.0
15,0,0,0.25,0.25,0,0.18,0.9359459459459458,0.06648648648648649,0.06,1.0,0.08,0.06
15,0,0,0.25,0.25,0,0.24,0.9564864864864865,0.09648648648648649,0.04,1.0,0.12,0.04
15,0,0,0.25,0.25,0,0.3,0.9529729729729729,0.05,0.05,1.0,0.06,0.06
15,0,0,0.25,0.25,0,0.36,0.93138444567016,0.08,0.04,1.0,0.08,0.04
15,0,0,0.25,0.25,0,0.42,0.9124324324324323,0.10297297297297298,0.06,1.0,0.14,0.06
15,0,0,0.25,0.25,0,0.48,0.9194594594594594,0.08,0.04,1.0,0.08,0.04
15,0,0,0.25,0.25,0,0.54,0.9529729729729729,0.12,0.1,1.0,0.12,0.1
15,0,0,0.25,0.25,0,0.6,0.9494594594594594,0.12,0.06,1.0,0.12,0.06
15,0,0,0.25,0.25,0,0.6599999999999999,0.9264864864864865,0.04648648648648649,0.04,1.0,0.06,0.04
15,0,0,0.25,0.25,0,0.72,0.9294594594594594,0.11,0.05,1.0,0.12,0.06
15,0,0,0.25,0.25,0,0.78,0.9429729729729729,0.13,0.08,1.0,0.14,0.08
15,0,0,0.25,0.25,0,0.84,0.9564864864864865,0.04,0.04,1.0,0.04,0.04
15,0,0,0.25,0.25,0,0.8999999999999999,0.8959459459459458,0.10297297297297298,0.08,1.0,0.14,0.08
15,0,0,0.25,0.25,0,0.96,0.9429729729729729,0.06,0.04,1.0,0.06,0.04
15,0,0,0.25,0.25,0,1.02,0.9564864864864865,0.1464864864864865,0.06,1.0,0.16,0.06
15,0,0,0.25,0.25,0,1.08,0.9294594594594594,0.13297297297297297,0.06648648648648649,1.0,0.16,0.08
15,0,0,0.25,0.25,0,1.14,0.9329729729729729,0.07,0.02,1.0,0.08,0.02
15,0,0,0.25,0.25,0,1.2,0.9089189189189187,0.11648648648648649,0.06,1.0,0.14,0.06
15,0,0,0.25,0.25,0,1.26,0.9094594594594594,0.05648648648648649,0.04,1.0,0.08,0.04
15,0,0,0.25,0.25,0,1.3199999999999998,0.9159459459459459,0.1564864864864865,0.06648648648648649,1.0,0.18,0.08
15,0,0,0.25,0.25,0,1.38,0.9594594594594593,0.08,0.02,1.0,0.08,0.02
15,0,0,0.25,0.25,0,1.44,0.95,0.03,0.0,1.0,0.04,0.0
15,0,0,0.25,0.25,0,1.5,0.9159459459459459,0.17,0.1,1.0,0.18,0.1
15,0,0,0.25,0.25,0,1.56,0.9513844456701599,0.07,0.0,1.0,0.08,0.0
15,0,0,0.25,0.25,0,1.6199999999999999,0.9278709321566464,0.11297297297297298,0.08,1.0,0.16,0.08
15,0,0,0.25,0.25,0,1.68,0.9664864864864865,0.07,0.02,1.0,0.08,0.02
15,0,0,0.25,0.25,0,1.74,0.9464864864864865,0.0764864864864865,0.06,1.0,0.12,0.08
15,0,0,0.25,0.25,0,1.7999999999999998,0.9294594594594594,0.06,0.04,1.0,0.06,0.04
15,0,0,0.25,0.25,0,1.8599999999999999,0.9564864864864865,0.09489795918367346,0.03,1.0,0.12,0.04
15,0,0,0.25,0.25,0,1.92,0.9124324324324323,0.1464864864864865,0.08,1.0,0.16,0.08
15,0,0,0.25,0.25,0,1.98,0.9764864864864865,0.1,0.02,1.0,0.1,0.02
15,0,0,0.25,0.25,0,2.04,0.9259459459459458,0.08489795918367347,0.06648648648648649,1.0,0.1,0.08
15,0,0,0.25,0.25,0,2.1,0.9294594594594595,0.1,0.1,1.0,0.1,0.1
15,0,0,0.25,0.25,0,2.16,0.9529729729729729,0.1,0.08,1.0,0.1,0.08
15,0,0,0.25,0.25,0,2.2199999999999998,0.9494594594594594,0.09648648648648649,0.026486486486486487,1.0,0.12,0.04
15,0,0,0.25,0.25,0,2.28,0.9094594594594594,0.06648648648648649,0.06,1.0,0.08,0.06
15,0,0,0.25,0.25,0,2.34,0.9194594594594594,0.08,0.04,1.0,0.08,0.04
15,0,0,0.25,0.25,0,2.4,0.9429729729729729,0.1,0.08,1.0,0.1,0.08
15,0,0,0.25,0.25,0,2.46,0.98,0.06489795918367347,0.02,1.0,0.08,0.02
15,0,0,0.25,0.25,0,2.52,0.9664864864864865,0.02,0.0,1.0,0.02,0.0
15,0,0,0.25,0.25,0,2.58,0.9259459459459458,0.08,0.06,1.0,0.08,0.06
15,0,0,0.25,0.25,0,2.6399999999999997,0.9394594594594594,0.1,0.08,1.0,0.1,0.08
15,0,0,0.25,0.25,0,2.6999999999999997,0.9459459459459458,0.04648648648648649,0.0,1.0,0.06,0.0
15,0,0,0.25,0.25,0,2.76,0.9594594594594593,0.11138444567015995,0.06,1.0,0.14,0.06
15,0,0,0.25,0.25,0,2.82,0.9092553778268063,0.07138444567015996,0.026486486486486487,1.0,0.1,0.04
15,0,0,0.25,0.25,0,2.88,0.9094594594594594,0.07489795918367347,0.05,1.0,0.1,0.06
15,0,0,0.25,0.25,0,2.94,0.9143574186431329,0.14,0.08,1.0,0.14,0.08
15,0,0,0.25,0.25,0,3.0,0.9459459459459458,0.08,0.04,1.0,0.08,0.04
20,0,0,0.25,0.25,0,0.0,0.026486486486486487,0.1,0.02,0.04,0.1,0.02
20,0,0,0.25,0.25,0,0.06,0.6664864864864865,0.1064864864864865,0.06,0.7,0.12,0.06
20,0,0,0.25,0.25,0,0.12,0.9429729729729729,0.006486486486486487,0.0,1.0,0.02,0.0
20,0,0,0.25,0.25,0,0.18,0.9764864864864865,0.04,0.0,1.0,0.04,0.0
20,0,0,0.25,0.25,0,0.24,0.9394594594594594,0.1,0.08,1.0,0.1,0.08
20,0,0,0.25,0.25,0,0.3,0.9564864864864865,0.01,0.02,1.0,0.02,0.02
20,0,0,0.25,0.25,0,0.36,0.9129729729729729,0.1464864864864865,0.04,1.0,0.16,0.04
20,0,0,0.25,0.25,0,0.42,0.9664864864864865,0.12,0.1,1.0,0.12,0.1
20,0,0,0.25,0.25,0,0.48,0.9364864864864865,0.06,0.06,1.0,0.06,0.06
20,0,0,0.25,0.25,0,0.54,0.9513844456701599,0.12,0.06,1.0,0.12,0.06
20,0,0,0.25,0.25,0,0.6,0.9494594594594594,0.0764864864864865,0.04648648648648649,1.0,0.1,0.06
20,0,0,0.25,0.25,0,0.6599999999999999,0.9259459459459458,0.08648648648648649,0.04,1.0,0.1,0.04
20,0,0,0.25,0.25,0,0.72,0.9364864864864865,0.006486486486486487,0.0,1.0,0.02,0.0
20,0,0,0.25,0.25,0,0.78,0.9394594594594594,0.16,0.06,1.0,0.16,0.06
20,0,0,0.25,0.25,0,0.84,0.9429729729729729,0.05,0.03,1.0,0.06,0.04
20,0,0,0.25,0.25,0,0.8999999999999999,0.9059459459459458,0.14,0.08,1.0,0.16,0.08
20,0,0,0.25,0.25,0,0.96,0.9159459459459458,0.06648648648648649,0.04648648648648649,1.0,0.08,0.06
20,0,0,0.25,0.25,0,1.02,0.9294594594594594,0.17,0.07,1.0,0.18,0.08
20,0,0,0.25,0.25,0,1.08,0.9713844456701599,0.1464864864864865,0.1064864864864865,1.0,0.16,0.12
20,0,0,0.25,0.25,0,1.14,0.9629729729729729,0.06,0.02,1.0,0.06,0.02
20,0,0,0.25,0.25,0,1.2,0.9194594594594594,0.08648648648648649,0.08,1.0,0.12,0.08
20,0,0,0.25,0.25,0,1.26,0.9264864864864865,0.1,0.04,1.0,0.1,0.04
20,0,0,0.25,0.25,0,1.3199999999999998,0.9194594594594594,0.08648648648648649,0.06,1.0,0.1,0.06
20,0,0,0.25,0.25,0,1.38,0.9159459459459458,0.026486486486486487,0.02,1.0,0.04,0.02
20,0,0,0.25,0.25,0,1.44,0.9629729729729729,0.04,0.0,1.0,0.04,0.0
20,0,0,0.25,0.25,0,1.5,0.905945945945946,0.10979591836734695,0.08648648648648649,1.0,0.14,0.1
20,0,0,0.25,0.25,0,1.56,0.9494594594594594,0.1064864864864865,0.04,1.0,0.12,0.04
20,0,0,0.25,0.25,0,1.6199999999999999,0.9394594594594594,0.06,0.06,1.0,0.06,0.06
20,0,0,0.25,0.25,0,1.68,0.9394594594594594,0.05,0.02,1.0,0.06,0.02
20,0,0,0.25,0.25,0,1.74,0.9629729729729729,0.09648648648648649,0.04,1.0,0.12,0.04
20,0,0,0.25,0.25,0,1.7999999999999998,0.9294594594594594,0.06648648648648649,0.04648648648648649,1.0,0.08,0.06
20,0,0,0.25,0.25,0,1.8599999999999999,0.9464864864864865,0.12,0.11,1.0,0.14,0.12
20,0,0,0.25,0.25,0,1.92,0.9629729729729729,0.08,0.04,1.0,0.08,0.04
20,0,0,0.25,0.25,0,1.98,0.9243574186431328,0.0764864864864865,0.03648648648648649,1.0,0.1,0.06
20,0,0,0.25,0.25,0,2.04,0.9664864864864865,0.026486486486486487,0.02,1.0,0.04,0.02
20,0,0,0.25,0.25,0,2.1,0.9394594594594594,0.12,0.06,1.0,0.12,0.06
20,0,0,0.25,0.25,0,2.16,0.9564864864864865,0.05297297297297297,0.04,1.0,0.08,0.04
20,0,0,0.25,0.25,0,2.2199999999999998,0.9429729729729729,0.06648648648648649,0.08,1.0,0.08,0.08
20,0,0,0.25,0.25,0,2.28,0.9364864864864865,0.11,0.03,1.0,0.12,0.04
20,0,0,0.25,0.25,0,2.34,0.95,0.026486486486486487,0.006486486486486487,1.0,0.04,0.02
20,0,0,0.25,0.25,0,2.4,0.9024324324324324,0.08297297297297299,0.006486486486486487,1.0,0.12,0.02
20,0,0,0.25,0.25,0,2.46,0.9529729729729729,0.06648648648648649,0.06648648648648649,1.0,0.08,0.08
20,0,0,0.25,0.25,0,2.52,0.9464864864864865,0.1,0.02,1.0,0.12,0.02
20,0,0,0.25,0.25,0,2.58,0.9329729729729729,0.044897959183673466,0.02489795918367347,1.0,0.06,0.04
20,0,0,0.25,0.25,0,2.6399999999999997,0.9548979591836735,0.06,0.04,1.0,0.06,0.04
20,0,0,0.25,0.25,0,2.6999999999999997,0.9529729729729729,0.04,0.02,1.0,0.04,0.02
20,0,0,0.25,0.25,0,2.76,0.9394594594594594,0.08,0.04,1.0,0.08,0.04
20,0,0,0.25,0.25,0,2.82,0.9329729729729729,0.08,0.04,1.0,0.08,0.04
20,0,0,0.25,0.25,0,2.88,0.9564864864864865,0.07297297297297298,0.032972972972972976,1.0,0.1,0.06
20,0,0,0.25,0.25,0,2.94,0.9748979591836735,0.1464864864864865,0.06,1.0,0.16,0.06
20,0,0,0.25,0.25,0,3.0,0.9378709321566464,0.08,0.08,1.0,0.08,0.08
25,0,0,0.25,0.25,0,0.0,0.1,0.12,0.08,0.1,0.14,0.08
25,0,0,0.25,0.25,0,0.06,0.7759459459459458,0.05297297297297298,0.04648648648648649,0.84,0.08,0.06
25,0,0,0.25,0.25,0,0.12,0.9629729729729729,0.1264864864864865,0.06,1.0,0.14,0.06
25,0,0,0.25,0.25,0,0.18,0.97,0.12,0.04,1.0,0.12,0.04
25,0,0,0.25,0.25,0,0.24,0.9059459459459458,0.0,0.0,1.0,0.0,0.0
25,0,0,0.25,0.25,0,0.3,0.98,0.04489795918367347,0.02,1.0,0.06,0.02
25,0,0,0.25,0.25,0,0.36,0.9159459459459458,0.02,0.02,1.0,0.02,0.02
25,0,0,0.25,0.25,0,0.42,0.9529729729729729,0.06489795918367347,0.03,1.0,0.08,0.04
25,0,0,0.25,0.25,0,0.48,0.9429729729729729,0.11,0.06,1.0,0.12,0.06
25,0,0,0.25,0.25,0,0.54,0.9529729729729729,0.04,0.04,1.0,0.04,0.04
25,0,0,0.25,0.25,0,0.6,0.9629729729729729,0.04,0.0,1.0,0.04,0.0
25,0,0,0.25,0.25,0,0.6599999999999999,0.9329729729729729,0.11,0.07,1.0,0.12,0.08
25,0,0,0.25,0.25,0,0.72,0.9464864864864865,0.1464864864864865,0.08,1.0,0.16,0.08
25,0,0,0.25,0.25,0,0.78,0.9124324324324323,0.1,0.04,1.0,0.1,0.04
25,0,0,0.25,0.25,0,0.84,0.9429729729729729,0.1264864864864865,0.04,1.0,0.14,0.04
25,0,0,0.25,0.25,0,0.8999999999999999,0.9764864864864865,0.12,0.02,1.0,0.12,0.02
25,0,0,0.25,0.25,0,0.96,0.9494594594594594,0.08,0.02,1.0,0.08,0.02
25,0,0,0.25,0.25,0,1.02,0.9089189189189189,0.14,0.1,1.0,0.14,0.1
25,0,0,0.25,0.25,0,1.08,0.8994594594594594,0.1064864864864865,0.0,1.0,0.12,0.0
25,0,0,0.25,0.25,0,1.14,0.9294594594594594,0.12,0.06,1.0,0.12,0.06
25,0,0,0.25,0.25,0,1.2,0.95,0.04,0.0,1.0,0.04,0.0
25,0,0,0.25,0.25,0,1.26,0.9024324324324323,0.11297297297297298,0.08,1.0,0.14,0.08
25,0,0,0.25,0.25,0,1.3199999999999998,0.9264864864864865,0.06,0.0,1.0,0.06,0.0
25,0,0,0.25,0.25,0,1.38,0.8889189189189187,0.1864864864864865,0.09,1.0,0.22,0.1
25,0,0,0.25,0.25,0,1.44,0.97,0.12,0.02,1.0,0.12,0.02
25,0,0,0.25,0.25,0,1.5,0.9329729729729729,0.14297297297297298,0.06,1.0,0.18,0.06
25,0,0,0.25,0.25,0,1.56,0.9578709321566464,0.04,0.02,1.0,0.04,0.02
25,0,0,0.25,0.25,0,1.6199999999999999,0.9394594594594594,0.08489795918367347,0.0,1.0,0.1,0.0
25,0,0,0.25,0.25,0,1.68,0.9494594594594594,0.14,0.04,1.0,0.14,0.04
25,0,0,0.25,0.25,0,1.74,0.98,0.02,0.02,1.0,0.02,0.02
25,0,0,0.25,0.25,0,1.7999999999999998,0.9143574186431329,0.13648648648648648,0.1,1.0,0.16,0.1
25,0,0,0.25,0.25,0,1.8599999999999999,0.9864864864864864,0.0764864864864865,0.04,1.0,0.1,0.04
25,0,0,0.25,0.25,0,1.92,0.9529729729729729,0.1,0.07,1.0,0.12,0.08
25,0,0,0.25,0.25,0,1.98,0.9629729729729729,0.1864864864864865,0.12,1.0,0.2,0.12
25,0,0,0.25,0.25,0,2.04,0.9024324324324323,0.1064864864864865,0.08648648648648649,1.0,0.12,0.1
25,0,0,0.25,0.25,0,2.1,0.8924324324324323,0.06648648648648649,0.02,1.0,0.08,0.02
25,0,0,0.25,0.25,0,2.16,0.92138444567016,0.08,0.06,1.0,0.08,0.06
25,0,0,0.25,0.25,0,2.2199999999999998,0.9224324324324324,0.1464864864864865,0.06,1.0,0.18,0.06
25,0,0,0.25,0.25,0,2.28,0.9664864864864865,0.1464864864864865,0.1,1.0,0.16,0.1
25,0,0,0.25,0.25,0,2.34,0.9243574186431328,0.06,0.06,1.0,0.06,0.06
25,0,0,0.25,0.25,0,2.4,0.9748979591836735,0.1064864864864865,0.1,1.0,0.12,0.1
25,0,0,0.25,0.25,0,2.46,0.9629729729729729,0.05,0.0,1.0,0.06,0.0
25,0,0,0.25,0.25,0,2.52,0.9378709321566464,0.1,0.06,1.0,0.1,0.06
25,0,0,0.25,0.25,0,2.58,0.9864864864864864,0.09,0.04,1.0,0.1,0.04
25,0,0,0.25,0.25,0,2.6399999999999997,0.9529729729729729,0.14,0.12,1.0,0.14,0.12
25,0,0,0.25,0.25,0,2.6999999999999997,0.9564864864864865,0.04,0.02,1.0,0.04,0.02
25,0,0,0.25,0.25,0,2.76,0.8773303916161058,0.11,0.04,1.0,0.12,0.04
25,0,0,0.25,0.25,0,2.82,0.9024324324324323,0.06648648648648649,0.06,1.0,0.08,0.06
25,0,0,0.25,0.25,0,2.88,0.9224324324324322,0.12,0.04,1.0,0.12,0.04
25,0,0,0.25,0.25,0,2.94,0.9764864864864865,0.1,0.04,1.0,0.1,0.04
25,0,0,0.25,0.25,0,3.0,0.9729729729729729,0.06,0.0,1.0,0.06,0.0
30,0,0,0.25,0.25,0,0.0,0.02,0.06,0.04,0.02,0.06,0.04
30,0,0,0.25,0.25,0,0.06,0.7324324324324324,0.11489795918367347,0.09,0.82,0.14,0.1
30,0,0,0.25,0.25,0,0.12,0.96,0.09648648648648649,0.05648648648648649,1.0,0.12,0.08
30,0,0,0.25,0.25,0,0.18,0.9143574186431329,0.15,0.08,1.0,0.16,0.08
30,0,0,0.25,0.25,0,0.24,0.9594594594594593,0.1,0.06,1.0,0.1,0.06
30,0,0,0.25,0.25,0,0.3,0.9143574186431329,0.0764864864864865,0.02,1.0,0.1,0.02
30,0,0,0.25,0.25,0,0.36,0.9664864864864865,0.08648648648648649,0.02,1.0,0.1,0.02
30,0,0,0.25,0.25,0,0.42,0.9229729729729729,0.14,0.08,1.0,0.14,0.08
