m,mean_1,mean_2,var_1,var_2,mean_delta,var_delta,omni_precision_2_ks_2samp,omni_precision_2_mannwhitneyu,omni_precision_2_ttest_ind,omni_recall_2_ks_2samp,omni_recall_2_mannwhitneyu,omni_recall_2_ttest_ind,omni_precision_3_ks_2samp,omni_precision_3_mannwhitneyu,omni_precision_3_ttest_ind,omni_recall_3_ks_2samp,omni_recall_3_mannwhitneyu,omni_recall_3_ttest_ind,omni_precision_4_ks_2samp,omni_precision_4_mannwhitneyu,omni_precision_4_ttest_ind,omni_recall_4_ks_2samp,omni_recall_4_mannwhitneyu,omni_recall_4_ttest_ind,mase_precision_2_ks_2samp,mase_precision_2_mannwhitneyu,mase_precision_2_ttest_ind,mase_recall_2_ks_2samp,mase_recall_2_mannwhitneyu,mase_recall_2_ttest_ind,mase_precision_3_ks_2samp,mase_precision_3_mannwhitneyu,mase_precision_3_ttest_ind,mase_recall_3_ks_2samp,mase_recall_3_mannwhitneyu,mase_recall_3_ttest_ind,mase_precision_4_ks_2samp,mase_precision_4_mannwhitneyu,mase_precision_4_ttest_ind,mase_recall_4_ks_2samp,mase_recall_4_mannwhitneyu,mase_recall_4_ttest_ind
250,0,0,0.25,0.25,0.86,0,0.9529729729729729,0.8338168781025922,0.9378709321566464,1.0,1.0,1.0,0.8862578900191619,0.7581081047970497,0.8079571981879772,1.0,1.0,1.0,0.6043879929375331,0.5413132333237997,0.5955565319400947,1.0,1.0,1.0,0.7952619966905681,0.716646442360728,0.7936734693877551,1.0,1.0,1.0,0.9411684981684981,0.8343653729938558,0.9218351648351647,1.0,1.0,1.0,0.7513969530735557,0.6940006951330386,0.7526498959218713,1.0,1.0,1.0
5,0,0,0.25,0.25,0.04,0,0.06604104966409949,0.13978549605713694,0.11861915857400353,0.10453333333333333,0.2800000000000001,0.1912666666666667,0.10314156343124675,0.1895377584238796,0.15483598125610118,0.09093333333333334,0.22946666666666662,0.14626666666666668,0.14478254125083578,0.2342237512078054,0.18947548040127518,0.094,0.23926666666666668,0.14880000000000002,0.1115294942538381,0.16118493017387642,0.14825256088614144,0.22106666666666666,0.3045999999999999,0.24386666666666662,0.1701945249354583,0.18508257073106105,0.1617702406847341,0.14473333333333335,0.24006666666666668,0.18,0.1657242313571267,0.243985429240519,0.1896736370594703,0.1677333333333333,0.27813333333333334,0.20426666666666662
250,0,0,0.25,0.25,0.66,0,0.9578709321566464,0.9089189189189189,0.9729729729729729,1.0,1.0,1.0,0.8950043515704093,0.8228025570513151,0.9052119693986029,1.0,1.0,1.0,0.6688829067585205,0.6097087385667049,0.6518835051543722,1.0,1.0,1.0,0.6089354660783235,0.5699834528405959,0.6105239933811365,1.0,1.0,1.0,0.95872049689441,0.9310187014221226,0.9576853680887892,1.0,1.0,1.0,0.7644687784671018,0.7385101154634683,0.7754300404213141,1.0,0.9998,0.9998
5,0,0,0.25,0.25,0.24,0,0.964948024948025,0.9079209979209979,0.9784615384615384,1.0,1.0,1.0,0.9281935527725003,0.8488225789288164,0.9547634693138604,0.9997333333333335,0.9983333333333333,0.9983333333333333,0.7468274869789556,0.6650011378488323,0.7220872900427139,0.9969333333333332,0.9978,0.9959333333333333,0.7127425224680242,0.6912348452810428,0.7247483587945563,0.9769333333333334,0.9887333333333334,0.9887333333333334,0.8962812984463056,0.8195097543210436,0.9017022290135867,0.9950666666666667,0.9968666666666666,0.9967999999999999,0.7440028528490038,0.6263226066454444,0.7160520147191601,0.9764,0.9853999999999999,0.9845999999999999
250,0,0,0.25,0.25,0.46,0,0.9664864864864865,0.8992553778268063,0.99,1.0,1.0,1.0,0.9390526381830729,0.8843348997811239,0.9554040238937265,1.0,1.0,1.0,0.6407901400399878,0.6229833182935323,0.6558793243857761,1.0,1.0,1.0,0.7399558742415887,0.6862382790954221,0.7634693877551022,1.0,1.0,1.0,0.9471185077953322,0.8657111358846865,0.9546642750369249,1.0,1.0,1.0,0.7634852430360785,0.7184450633147992,0.7482156042688483,1.0,1.0,1.0
5,0,0,0.25,0.25,0.44,0,0.9664864864864865,0.9529729729729729,0.9764864864864865,1.0,1.0,1.0,0.9619499341238472,0.9043017907591606,0.9406436189556393,0.9999333333333333,1.0,0.9999333333333333,0.7690186850104105,0.7123727595186891,0.7540658489051419,0.9968,1.0,0.9999333333333333,0.6477551020408165,0.644241588527303,0.6582167487684731,1.0,1.0,0.9981333333333333,0.9293574596941535,0.8466626365321694,0.9151078742376716,0.9996,0.9998666666666668,0.9998,0.7531675489900381,0.6707880446976047,0.7519036848099444,0.9972666666666667,0.9986666666666666,0.9972666666666667
250,0,0,0.25,0.25,0.26,0,0.9294594594594594,0.9259459459459458,0.9664864864864865,1.0,1.0,1.0,0.8830038126387576,0.8930520885008265,0.9251891241344219,1.0,1.0,1.0,0.7086670974077366,0.6707972838674096,0.7058730382445966,1.0,1.0,1.0,0.6926650343723515,0.7126650343723514,0.7396920613993785,1.0,1.0,1.0,0.9138896733936634,0.8763416834274874,0.9328427030290787,1.0,1.0,1.0,0.774186903355391,0.7337834942321089,0.7767669104916408,0.9998,1.0,1.0
5,0,0,0.25,0.25,0.64,0,0.9429729729729729,0.8487148372862657,0.9429729729729729,1.0,1.0,1.0,0.9225071557373444,0.8039549606969569,0.9069300634825254,0.9999333333333333,1.0,1.0,0.7268099808381057,0.6538343871447233,0.7352819874908357,0.9994666666666666,0.9995999999999999,0.9995999999999999,0.6283790557259493,0.5576344335527557,0.6183790557259493,0.9982,0.9982,0.9982,0.9183865696976861,0.8447613326286212,0.9204658514960016,0.9999333333333333,1.0,1.0,0.7179732664440089,0.6331538502029838,0.6718741324047636,0.9986000000000002,0.9986000000000002,1.0
250,0,0,0.25,0.25,0.06,0,0.9474502393550013,0.8841533370104798,0.9104232123279742,0.9986,1.0,0.9986,0.9677159428625928,0.8825495300950083,0.9674110303837673,1.0,1.0,1.0,0.8043880304004045,0.7657790929644491,0.7772519006589598,0.9948666666666667,0.9968666666666667,0.9978,0.37204560822254007,0.3665767161356763,0.35733197332627176,0.9742666666666666,0.9804,0.9820666666666668,0.4575611982329548,0.43499811926891324,0.4436490690902864,0.9674000000000003,0.9773333333333336,0.9762666666666666,0.43174708904528153,0.4062849400938627,0.41858616569208834,0.9425333333333333,0.9657333333333333,0.9616
5,0,0,0.25,0.25,0.84,0,0.9864864864864864,0.9394594594594594,0.9729729729729729,1.0,1.0,1.0,0.8683398016056363,0.7928932959146061,0.8732678465336814,1.0,1.0,1.0,0.6885999739642561,0.6052571546141151,0.6701990135772828,0.9995333333333335,0.9996,0.9996,0.654241588527303,0.6177694303527865,0.6408867854029145,1.0,0.9979333333333333,0.9993333333333334,0.9483760996056076,0.8400138789625538,0.9149441704857343,1.0,1.0,1.0,0.7549187823082747,0.6644940260541126,0.733553736865006,0.9999333333333333,1.0,1.0
245,0,0,0.25,0.25,0.88,0,0.9529729729729729,0.8889189189189188,0.9594594594594593,1.0,1.0,1.0,0.8573222543762271,0.7844121654722378,0.8699492734952793,1.0,1.0,1.0,0.6318911058010847,0.5616809310208748,0.6184004122122704,1.0,1.0,1.0,0.755181293000842,0.7181542659738149,0.7516677794873284,1.0,1.0,1.0,0.9356990343829346,0.8903054045680138,0.9454168174499185,1.0,1.0,1.0,0.7409871500049521,0.7003424354373478,0.7357638415090466,1.0,1.0,1.0
10,0,0,0.25,0.25,0.02,0,0.04350669052069423,0.11078614991871469,0.07388211308940106,0.071,0.21500000000000002,0.14553333333333335,0.10127365038256726,0.17040345165343854,0.10662153901552514,0.1026,0.22500000000000003,0.13219999999999998,0.12014893385222396,0.18042981353434417,0.10850790539107871,0.09186666666666665,0.1814,0.08726666666666669,0.07600315336439357,0.11311621001112636,0.08010686272056425,0.13713333333333336,0.1916,0.12713333333333335,0.13678360300548142,0.17954168674088944,0.14963620992943244,0.1346,0.20819999999999997,0.15953333333333336,0.14710263599198517,0.21464151293568576,0.1971925152903853,0.11213333333333331,0.1819333333333333,0.13486666666666663
245,0,0,0.25,0.25,0.68,0,0.9494594594594594,0.8873303916161057,0.9359459459459458,1.0,1.0,1.0,0.8968583921758326,0.8426995858975823,0.9039447584949356,1.0,1.0,1.0,0.6862635252787563,0.6454653647036092,0.6861534732391961,0.9999333333333333,0.9999333333333333,0.9999333333333333,0.7540669240669243,0.7070398970398972,0.7540669240669243,1.0,1.0,1.0,0.9457500414648866,0.855300788145953,0.9573268398268397,1.0,1.0,1.0,0.741740588484681,0.6720525805781399,0.746786777930535,1.0,1.0,1.0
