m,mean_1,mean_2,var_1,var_2,mean_delta,var_delta,omni_precision_2_ks_2samp,omni_precision_2_mannwhitneyu,omni_precision_2_ttest_ind,omni_recall_2_ks_2samp,omni_recall_2_mannwhitneyu,omni_recall_2_ttest_ind,omni_precision_3_ks_2samp,omni_precision_3_mannwhitneyu,omni_precision_3_ttest_ind,omni_recall_3_ks_2samp,omni_recall_3_mannwhitneyu,omni_recall_3_ttest_ind,omni_precision_4_ks_2samp,omni_precision_4_mannwhitneyu,omni_precision_4_ttest_ind,omni_recall_4_ks_2samp,omni_recall_4_mannwhitneyu,omni_recall_4_ttest_ind,omni_precision_5_ks_2samp,omni_precision_5_mannwhitneyu,omni_precision_5_ttest_ind,omni_recall_5_ks_2samp,omni_recall_5_mannwhitneyu,omni_recall_5_ttest_ind,mase_precision_2_ks_2samp,mase_precision_2_mannwhitneyu,mase_precision_2_ttest_ind,mase_recall_2_ks_2samp,mase_recall_2_mannwhitneyu,mase_recall_2_ttest_ind,mase_precision_3_ks_2samp,mase_precision_3_mannwhitneyu,mase_precision_3_ttest_ind,mase_recall_3_ks_2samp,mase_recall_3_mannwhitneyu,mase_recall_3_ttest_ind,mase_precision_4_ks_2samp,mase_precision_4_mannwhitneyu,mase_precision_4_ttest_ind,mase_recall_4_ks_2samp,mase_recall_4_mannwhitneyu,mase_recall_4_ttest_ind,mase_precision_5_ks_2samp,mase_precision_5_mannwhitneyu,mase_precision_5_ttest_ind,mase_recall_5_ks_2samp,mase_recall_5_mannwhitneyu,mase_recall_5_ttest_ind
250,0,0,0.1,0.1,0,3.0,0.35410949224509514,0.06860283276926965,0.03833333333333333,0.9952000000000002,0.07526666666666668,0.03526666666666667,0.37049226278459896,0.2816406820089112,0.13727034914284705,0.9945333333333335,0.11479999999999997,0.056666666666666664,0.33016907977202975,0.4000261775916437,0.2501750578356096,0.9946666666666666,0.11986666666666668,0.0516,0.355721768636847,0.6009084914419616,0.46517657898294457,0.9890666666666665,0.16946666666666668,0.08206666666666665,0.3590359380539756,0.09916145102052148,0.04839080459770115,0.9964666666666665,0.0802,0.037533333333333335,0.34817141452050115,0.2928674162961722,0.15390267106943606,0.9942666666666666,0.11933333333333332,0.04993333333333333,0.33064560747284283,0.38360198667456047,0.2393877708078621,0.9954,0.1487333333333333,0.09346666666666666,0.32258783263426305,0.4241802822895924,0.27132268985332225,0.9923333333333332,0.11326666666666667,0.06920000000000001
250,0,0,0.1,0.1,0,2.71,0.34714059359207483,0.2347665491573764,0.12502867274569401,0.9964666666666666,0.24080000000000001,0.10393333333333332,0.34305379263334723,0.41974657926813186,0.22141017384231154,0.9936,0.16460000000000005,0.09626666666666667,0.32763300430046477,0.6429352048744057,0.3416740359978822,0.9924666666666666,0.15499999999999997,0.06133333333333333,0.333216863558457,0.6549577833082486,0.5155995586480123,0.9899333333333334,0.17740000000000003,0.07859999999999999,0.3314586971456536,0.13275051988459832,0.062131837307152875,0.9980000000000002,0.0964,0.04046666666666667,0.3521368818620855,0.30026349365513005,0.1950599519209155,0.9946666666666668,0.15166666666666667,0.08373333333333331,0.32343837477121673,0.38255876113004766,0.277330891912623,0.9948000000000004,0.14899999999999997,0.08206666666666669,0.31338107570615586,0.5454780536242692,0.45093614577593144,0.9913333333333335,0.17793333333333333,0.08980000000000002
250,0,0,0.1,0.1,0,2.42,0.34990581018477146,0.15401033220314572,0.07471704489761105,0.9965333333333335,0.1617333333333333,0.06973333333333334,0.3382282949610452,0.4000653124466285,0.21727295705058633,0.9960000000000001,0.16226666666666664,0.08613333333333331,0.31664719141156544,0.5952799351454996,0.28183377737260795,0.9947333333333336,0.17746666666666663,0.06746666666666666,0.32342062037274993,0.5442723128839211,0.3913511254729105,0.9934666666666669,0.17093333333333333,0.0814,0.34616339066214386,0.12926237227704832,0.02834128443283373,0.9958666666666669,0.13106666666666666,0.02426666666666667,0.3660009955040281,0.2537815903208181,0.12762088674092514,0.994466666666667,0.11033333333333334,0.04686666666666667,0.33892155442482164,0.30494723765758247,0.19058240854382089,0.995866666666667,0.11439999999999997,0.05393333333333333,0.35099983040448895,0.49460993526314495,0.4318678650303615,0.99,0.1671333333333333,0.09993333333333335
250,0,0,0.1,0.1,0,2.13,0.3582035087747348,0.11659407383842181,0.06450461995109671,0.9955333333333336,0.1194,0.048466666666666665,0.3390161910216585,0.32290745234444,0.15263442652968962,0.9950000000000004,0.12860000000000002,0.06993333333333335,0.33939959264692765,0.5449332183001621,0.367636686731848,0.9937333333333335,0.19573333333333337,0.09366666666666665,0.3621089095243676,0.5779663390339644,0.4485603906895118,0.9889333333333334,0.19033333333333333,0.0934,0.39764852315556487,0.17203731239532918,0.07122408843703781,0.9981333333333333,0.1361333333333333,0.04706666666666667,0.3977760009023165,0.33856152737625544,0.1815136576882398,0.9957333333333332,0.16073333333333334,0.0986,0.35638192078728187,0.398217012728444,0.21250774204679068,0.9955333333333334,0.13019999999999998,0.05479999999999999,0.34816381874938246,0.4510552842464103,0.2717683305656653,0.9916666666666667,0.14073333333333332,0.07053333333333332
250,0,0,0.1,0.1,0,1.8399999999999999,0.3281335267409476,0.22881602059410228,0.08,0.9975333333333333,0.13160000000000002,0.019733333333333335,0.35043768392516755,0.33294940032910175,0.21472517431112498,0.9930000000000001,0.1026,0.05353333333333333,0.2987567665497214,0.36823971645599096,0.29825348548124786,0.9947999999999999,0.1506666666666667,0.05586666666666667,0.3135153302230368,0.5998346460406535,0.3496069537174044,0.9895333333333337,0.15999999999999998,0.03653333333333334,0.3424408740220798,0.09969225290958217,0.007408724565756824,0.9960666666666667,0.11200000000000002,0.014666666666666666,0.3386067682039902,0.2275384559180404,0.1376177479352608,0.9956666666666669,0.09986666666666665,0.05906666666666666,0.3438258311025932,0.3932304059979048,0.17668517873108341,0.9934666666666669,0.1454666666666667,0.04306666666666667,0.3500384717117592,0.49011977557752345,0.2964984510106787,0.9901333333333336,0.09620000000000001,0.03746666666666667
250,0,0,0.1,0.1,0,1.55,0.3930244317766532,0.18381483932991763,0.09017446633825944,0.9982000000000001,0.1258,0.039733333333333336,0.37863436687282154,0.3948198723769185,0.2719444710714948,0.9944000000000004,0.13519999999999996,0.09233333333333331,0.33026334660874923,0.5145970485975692,0.298206244974441,0.9926000000000004,0.11419999999999998,0.05333333333333335,0.3437962443661955,0.5401854809440901,0.3693505465991829,0.991666666666667,0.11906666666666664,0.06806666666666666,0.35881259992024367,0.12053657028812309,0.033508077731680214,0.9958666666666667,0.08900000000000001,0.03626666666666667,0.34402112973454435,0.3563110372979604,0.1644718692709023,0.9926666666666667,0.07626666666666666,0.025333333333333333,0.3513814434789453,0.4083034160102666,0.2711811727718711,0.9916666666666666,0.13026666666666667,0.05826666666666668,0.3545623515325192,0.5079064845801797,0.29565886661196816,0.9906666666666665,0.10099999999999998,0.0368
250,0,0,0.1,0.1,0,1.26,0.35351630413696145,0.2083412947515538,0.08364882833377439,0.9962000000000001,0.14426666666666665,0.0594,0.37748353070618795,0.3747911998223162,0.20718777525214307,0.9927333333333332,0.16080000000000003,0.08393333333333335,0.34711182544601166,0.4554365344680743,0.3370749660042183,0.9932666666666665,0.14179999999999995,0.05946666666666666,0.3276996512011495,0.6155729782086777,0.39336228029749554,0.9921333333333334,0.16646666666666665,0.0632,0.33998472247310424,0.1668536369654368,0.11654096842616733,0.9957333333333335,0.14046666666666668,0.11606666666666668,0.3677475133038677,0.34075021425335367,0.22382824858115943,0.9958666666666667,0.16799999999999998,0.06213333333333333,0.3471400711376488,0.38883788753648996,0.29228150546598564,0.9922666666666669,0.1514,0.06706666666666666,0.3816793593043109,0.4146091752143942,0.3064895115116509,0.9906000000000003,0.1250666666666667,0.05566666666666667
250,0,0,0.1,0.1,0,0.9699999999999999,0.35455523381282716,0.15595260658787638,0.07119700846657367,0.9968,0.14613333333333334,0.06793333333333335,0.32894547905957183,0.2276473442050491,0.1648405682927546,0.9939333333333338,0.11293333333333333,0.08280000000000001,0.35010160059803985,0.4347515131390998,0.25259080717115423,0.9923333333333336,0.1602,0.0852,0.3185200497133438,0.4079698570985765,0.2989157418572006,0.9913333333333335,0.14959999999999998,0.07006666666666667,0.3895930934272935,0.13306140622534085,0.06544550170986951,0.9966666666666667,0.12713333333333332,0.06546666666666667,0.3861061295651325,0.2688527068850937,0.1667574729845143,0.9956,0.14900000000000002,0.1072,0.34044221812227027,0.30893765305678084,0.21152570730019235,0.9945999999999998,0.12706666666666666,0.05986666666666665,0.34858591009799644,0.49886462053299335,0.28202226134693703,0.9913999999999998,0.12053333333333334,0.05226666666666668
250,0,0,0.1,0.1,0,0.6799999999999999,0.32521796645293866,0.19921633454624207,0.10936242783092098,0.9942666666666667,0.13720000000000002,0.0682,0.3211528505611125,0.28103603145017375,0.20191845163608288,0.9904666666666667,0.13686666666666666,0.0754,0.2849779163879929,0.44751690452760806,0.30704858535462803,0.9940000000000001,0.15600000000000003,0.06973333333333334,0.29032160761430886,0.5409531276354834,0.43039524251245764,0.9921333333333334,0.1862666666666667,0.08373333333333335,0.3342646353402182,0.14245577465394205,0.050553564792695224,0.9956,0.12719999999999998,0.048866666666666676,0.3339947184730539,0.22426927613246897,0.14355419674924316,0.9946000000000003,0.1336,0.06299999999999999,0.3080683026123434,0.30314989955845595,0.21316600945277975,0.9936000000000001,0.15546666666666667,0.0638,0.3414624029663011,0.4040942743647674,0.31213632415508547,0.9915333333333333,0.1267333333333333,0.07573333333333335
250,0,0,0.1,0.1,0,0.39,0.2867838157071302,0.11082903534720806,0.03937326007326007,0.9946666666666668,0.1012,0.022400000000000003,0.30463091428384925,0.22985083198191883,0.19742780369319224,0.9918000000000003,0.09613333333333332,0.06253333333333332,0.28536224464597704,0.3655925780659658,0.20021855239167877,0.9915333333333335,0.11446666666666666,0.03306666666666667,0.28999920276353647,0.5428493430880965,0.3661625559848895,0.9935333333333334,0.12153333333333334,0.06426666666666667,0.34158756665833756,0.12981902851652952,0.010208343022057307,0.9938666666666669,0.12746666666666667,0.03573333333333333,0.3534344920902286,0.24657803177356122,0.1157276732392431,0.9918000000000002,0.09993333333333335,0.04266666666666667,0.33546209022471785,0.2368458680429891,0.1532091168113028,0.9894666666666667,0.10159999999999998,0.044266666666666676,0.35042850652518065,0.4868928467103744,0.37976745190092037,0.9853333333333336,0.09593333333333334,0.04680000000000001
