,p,effect size,sample size,pval,stat
31,0.5,0.15656565656565657,10,0.08763889334364626,-1.8061870611721789
32,0.5,0.16161616161616163,10,0.003953121448321124,-3.3032184276826975
33,0.5,0.16666666666666669,10,0.1317853684710588,-1.578838034392706
34,0.5,0.17171717171717174,10,0.004308483928886494,-3.264197155421374
35,0.5,0.1767676767676768,10,0.025236812385142134,-2.440437744664933
36,0.5,0.18181818181818182,10,0.028512374514869463,-2.381064824534889
37,0.5,0.18686868686868688,10,0.17237447981094828,-1.4211229302572432
38,0.5,0.19191919191919193,10,0.1318237134712454,-1.578670981600394
39,0.5,0.196969696969697,10,0.16469762830972293,-1.448413712293303
40,0.5,0.20202020202020204,10,0.10594027369384303,-1.7021199910911864
41,0.5,0.2070707070707071,10,0.02667368338529991,-2.4135545270352807
42,0.5,0.21212121212121213,10,0.014209554913156007,-2.714417275812929
43,0.5,0.21717171717171718,10,0.25782058341613373,-1.1685717572456147
44,0.5,0.22222222222222224,10,0.3890787570098505,-0.8826169098379819
45,0.5,0.2272727272727273,10,0.27325418670987495,-1.1301355998783902
46,0.5,0.23232323232323235,10,0.03438039982259153,-2.2890600921486812
47,0.5,0.2373737373737374,10,0.02153378106004371,-2.5169763830307317
48,0.5,0.24242424242424243,10,0.005201710603129694,-3.1785729001351792
49,0.5,0.2474747474747475,10,0.004890926720927999,-3.2066067880891973
50,0.5,0.25252525252525254,10,0.032650234356732095,-2.314565904097746
51,0.5,0.2575757575757576,10,0.006696993207433556,-3.0631835365074953
52,0.5,0.26262626262626265,10,0.000836544477358226,-4.001759615094618
53,0.5,0.2676767676767677,10,0.07331706292828445,-1.9018594520973766
54,0.5,0.27272727272727276,10,0.023159744873068724,-2.481954387834088
55,0.5,0.2777777777777778,10,0.0005592403089035784,-4.182754993539999
56,0.5,0.2828282828282829,10,3.440492979488638e-06,-6.590567204997558
57,0.5,0.2878787878787879,10,0.2648221087940242,-1.150927752363675
58,0.5,0.29292929292929293,10,0.01987371519911817,-2.55540789718137
59,0.5,0.297979797979798,10,0.022191780597322817,-2.5025129526454193
60,0.5,0.30303030303030304,10,0.0003311142557636668,-4.4191862244374
61,0.5,0.3080808080808081,10,0.006020533728948107,-3.111897144448284
62,0.5,0.31313131313131315,10,0.06923829436939505,-1.9321341487409973
63,0.5,0.31818181818181823,10,0.0004332751358257087,-4.297726975324638
64,0.5,0.32323232323232326,10,0.0020529719984088697,-3.5987341079604263
65,0.5,0.3282828282828283,10,1.5696206651551862e-05,-5.839057087652931
66,0.5,0.33333333333333337,10,3.187798420735389e-08,-9.196814547795869
67,0.5,0.3383838383838384,10,0.0013103121197520664,-3.8003690700462966
68,0.5,0.3434343434343435,10,0.0016299926453734095,-3.7023809988585854
69,0.5,0.3484848484848485,10,0.0037070043912380015,-3.3323211239517314
70,0.5,0.3535353535353536,10,1.6929197797225411e-06,-6.955183002083874
71,0.5,0.3585858585858586,10,0.04880840433575824,-2.1132188339889244
72,0.5,0.36363636363636365,10,1.313951151413498e-06,-7.087778260922246
73,0.5,0.36868686868686873,10,0.00011811216348630735,-4.889036324531731
74,0.5,0.37373737373737376,10,3.2003142062764734e-06,-6.627353976512652
75,0.5,0.37878787878787884,10,0.0006058450335998112,-4.146743250958864
76,0.5,0.38383838383838387,10,0.00011824504437237854,-4.888519301073017
77,0.5,0.3888888888888889,10,1.4529699159360063e-06,-7.035006713982273
78,0.5,0.393939393939394,10,3.7508998351929943e-07,-7.762993730361731
79,0.5,0.398989898989899,10,2.4798545837320057e-07,-7.993363213832255
80,0.5,0.4040404040404041,10,2.9744895013604013e-05,-5.532845818337262
81,0.5,0.4090909090909091,10,7.810471585720305e-05,-5.080008603872287
82,0.5,0.4141414141414142,10,2.3138232581412762e-08,-9.394736842105287
83,0.5,0.4191919191919192,10,9.55943343471591e-05,-4.986502612034102
84,0.5,0.42424242424242425,10,3.019206549367471e-08,-9.230177235197742
85,0.5,0.42929292929292934,10,7.758547085401855e-05,-5.083102221083906
86,0.5,0.43434343434343436,10,5.9352017345400465e-08,-8.820836459884724
87,0.5,0.43939393939393945,10,7.078464203578668e-07,-7.416817664595133
88,0.5,0.4444444444444445,10,0.00024608348733134674,-4.553700621073305
89,0.5,0.44949494949494956,10,0.0002022497034249713,-4.642918732600837
90,0.5,0.4545454545454546,10,1.1162032572633164e-08,-9.855842238178978
91,0.5,0.4595959595959596,10,2.9527626493614143e-11,-14.272538566872297
92,0.5,0.4646464646464647,10,1.204758171074169e-08,-9.806827035528734
93,0.5,0.4696969696969697,10,8.92681808836588e-09,-10.000300476254916
94,0.5,0.4747474747474748,10,2.1574063896793042e-07,-8.071795302378606
95,0.5,0.47979797979797983,10,3.4069965185117307e-06,-6.595535243934373
96,0.5,0.48484848484848486,10,1.770013303512363e-09,-11.09264959331177
97,0.5,0.48989898989898994,10,3.3580501400534762e-06,-6.602886387676111
98,0.5,0.494949494949495,10,6.605527935491214e-06,-6.263057226847886
99,0.5,0.5,10,1.0091784992652723e-07,-8.507748063291128
100,0.5,0.0,20,0.7637374331539079,0.30274219782463424
101,0.5,0.005050505050505051,20,0.14847675758320558,-1.4749018398343217
102,0.5,0.010101010101010102,20,0.6072497849959998,0.5183060364012566
103,0.5,0.015151515151515152,20,0.67554969375336,0.421797329322743
104,0.5,0.020202020202020204,20,0.04294685239574569,2.0943948894540854
105,0.5,0.025252525252525256,20,0.13504858720435614,1.5269756610191416
106,0.5,0.030303030303030304,20,0.40440190047576097,-0.8431840874214577
107,0.5,0.03535353535353536,20,0.2388657808976973,-1.196623984690067
108,0.5,0.04040404040404041,20,0.1273343562068087,-1.5587995076625019
109,0.5,0.045454545454545456,20,0.6641396368461581,0.4376192754252436
110,0.5,0.05050505050505051,20,0.5326727413793512,0.6296788014015089
111,0.5,0.05555555555555556,20,0.40247524315944433,-0.8466782903909258
112,0.5,0.06060606060606061,20,0.9320954574424957,-0.08577522989000286
113,0.5,0.06565656565656566,20,0.7842478264156698,0.2757320605717897
114,0.5,0.07070707070707072,20,0.03773624198767811,-2.1529276250835494
115,0.5,0.07575757575757576,20,0.07595948463918402,-1.8244165931778886
116,0.5,0.08080808080808081,20,0.39876905492945036,-0.8534293263936763
117,0.5,0.08585858585858587,20,0.06884785690131488,-1.8724952382810818
118,0.5,0.09090909090909091,20,0.3912191284337043,-0.8673046542542875
119,0.5,0.09595959595959597,20,0.0033351238098054447,-3.1320172523648653
120,0.5,0.10101010101010102,20,0.15044682879736584,-1.4675811091390725
121,0.5,0.10606060606060606,20,0.2510982585683121,-1.1654556477058577
122,0.5,0.11111111111111112,20,0.2649096575971309,-1.1315610841562784
123,0.5,0.11616161616161617,20,0.8588425892847057,-0.17905913578626415
124,0.5,0.12121212121212122,20,0.18060597844190301,-1.3639576254272288
125,0.5,0.12626262626262627,20,0.1116878368954096,-1.6284763489917133
126,0.5,0.13131313131313133,20,0.24646532645228203,-1.177127262299165
127,0.5,0.13636363636363638,20,0.03490657249321269,-2.1877785343601768
128,0.5,0.14141414141414144,20,0.033466435083709715,-2.2064893435462802
129,0.5,0.14646464646464646,20,0.035102199324128086,-2.1852899953171327
130,0.5,0.15151515151515152,20,0.006881966219118445,-2.8579744683994415
131,0.5,0.15656565656565657,20,0.4220043682227178,-0.8117264328681031
132,0.5,0.16161616161616163,20,0.058639578487005954,-1.9495365938685232
133,0.5,0.16666666666666669,20,0.006773669983822155,-2.8641066688812775
134,0.5,0.17171717171717174,20,0.0003404606055465158,-3.9368145660623055
135,0.5,0.1767676767676768,20,0.005211453797380295,-2.964570370217581
136,0.5,0.18181818181818182,20,0.0323607452657293,-2.2213472258856637
137,0.5,0.18686868686868688,20,0.25526398310604387,-1.155093757151374
138,0.5,0.19191919191919193,20,0.08624381316784442,-1.7612362521936487
139,0.5,0.196969696969697,20,5.754565741670447e-05,-4.526584317699628
140,0.5,0.20202020202020204,20,0.0018142984746564361,-3.354149704338171
141,0.5,0.2070707070707071,20,0.0008290507683308739,-3.6312270107686486
142,0.5,0.21212121212121213,20,0.0042431603355960225,-3.0422127762870264
143,0.5,0.21717171717171718,20,0.008006345988636263,-2.7991392938700215
144,0.5,0.22222222222222224,20,0.0018545491055994103,-3.346255165147489
145,0.5,0.2272727272727273,20,0.0007447306000187697,-3.668529623411514
146,0.5,0.23232323232323235,20,0.001187666224610708,-3.5051323374932553
147,0.5,0.2373737373737374,20,0.004279355440545137,-3.0390227923745896
148,0.5,0.24242424242424243,20,0.021293976566397047,-2.4021247022708905
149,0.5,0.2474747474747475,20,0.0007651502160829479,-3.6591355874251117
150,0.5,0.25252525252525254,20,1.9131245335942683e-05,-4.882832706102248
151,0.5,0.2575757575757576,20,0.00024128464635333327,-4.052910937987348
152,0.5,0.26262626262626265,20,0.00012175431719761358,-4.280658073598091
153,0.5,0.2676767676767677,20,0.0019153531570767137,-3.334634299969894
154,0.5,0.27272727272727276,20,2.8150899095270663e-06,-5.493850055930298
155,0.5,0.2777777777777778,20,1.2636078709156467e-06,-5.747612774986983
156,0.5,0.2828282828282829,20,0.0005702052276328145,-3.760801528943867
157,0.5,0.2878787878787879,20,0.010257856606989054,-2.7014390536708044
158,0.5,0.29292929292929293,20,9.172294803058165e-06,-5.118206445729753
159,0.5,0.297979797979798,20,2.7670400344590854e-05,-4.764014031041017
160,0.5,0.30303030303030304,20,7.704999326029279e-07,-5.904191795197286
161,0.5,0.3080808080808081,20,1.4966299120769632e-07,-6.423537301045186
162,0.5,0.31313131313131315,20,2.7997857092331803e-05,-4.760217713665396
163,0.5,0.31818181818181823,20,8.511588691941881e-06,-5.142060735988523
164,0.5,0.32323232323232326,20,5.997760467184195e-08,-6.71466261240122
165,0.5,0.3282828282828283,20,1.4855273403442855e-06,-5.696387521870699
166,0.5,0.33333333333333337,20,6.963372195357835e-07,-5.9362249850684075
167,0.5,0.3383838383838384,20,2.382293301147057e-09,-7.757059886543174
168,0.5,0.3434343434343435,20,1.1515865876519771e-10,-8.769015475753688
169,0.5,0.3484848484848485,20,3.8658140389136805e-07,-6.122553869830017
170,0.5,0.3535353535353536,20,5.048650991119735e-09,-7.511670879508424
171,0.5,0.3585858585858586,20,3.546837847042366e-07,-6.149834651178102
172,0.5,0.36363636363636365,20,3.6463148260226386e-07,-6.141071471973601
173,0.5,0.36868686868686873,20,2.677829854639291e-07,-6.23890734782743
174,0.5,0.37373737373737376,20,2.511073465771624e-06,-5.530086013651222
175,0.5,0.37878787878787884,20,1.9363966960210944e-09,-7.825111945013978
176,0.5,0.38383838383838387,20,5.27299158209345e-06,-5.2945610094729
177,0.5,0.3888888888888889,20,1.9026261148205186e-07,-6.347321971783616
178,0.5,0.393939393939394,20,4.116724573717308e-08,-6.83490452923353
179,0.5,0.398989898989899,20,3.502176087709059e-13,-10.835657756484492
180,0.5,0.4040404040404041,20,3.581935951641848e-08,-6.8794398113457085
181,0.5,0.4090909090909091,20,4.572350726817457e-11,-9.085797936226104
182,0.5,0.4141414141414142,20,6.83915832148246e-11,-8.94719192445131
183,0.5,0.4191919191919192,20,5.444647041476215e-11,-9.02558997682047
184,0.5,0.42424242424242425,20,1.160522573006771e-09,-7.993906856615584
185,0.5,0.42929292929292934,20,6.591592954226572e-11,-8.959850133904299
186,0.5,0.43434343434343436,20,2.6936304524293337e-12,-10.085454194182176
187,0.5,0.43939393939393945,20,1.5783426349240428e-10,-8.661856024251053
188,0.5,0.4444444444444445,20,7.396166779500189e-12,-9.72364366853799
189,0.5,0.44949494949494956,20,1.6170465760411378e-17,-14.967512102283841
190,0.5,0.4545454545454546,20,1.4070793643349e-10,-8.700846355572173
191,0.5,0.4595959595959596,20,4.41724791136959e-13,-10.748918468061138
192,0.5,0.4646464646464647,20,1.7782754705645713e-09,-7.853130097793874
193,0.5,0.4696969696969697,20,1.1820138916991941e-11,-9.55773018507841
194,0.5,0.4747474747474748,20,1.0578845852736633e-14,-12.190188499009997
195,0.5,0.47979797979797983,20,3.925479825534445e-18,-15.62726525743399
196,0.5,0.48484848484848486,20,8.71100097810083e-15,-12.268104754620458
197,0.5,0.48989898989898994,20,1.707958488066611e-15,-12.933708908915765
198,0.5,0.494949494949495,20,7.198462984748958e-14,-11.436821792716266
199,0.5,0.5,20,1.7210418787803976e-19,-17.161247681500758
200,0.5,0.0,30,0.35445953812804326,0.9334460689536995
201,0.5,0.005050505050505051,30,0.4255249276893664,-0.8025261736746455
202,0.5,0.010101010101010102,30,0.9493733750717191,-0.06376907379819417
203,0.5,0.015151515151515152,30,0.7727671012611863,0.2901095891434257
204,0.5,0.020202020202020204,30,0.03653715138822156,-2.1404225322306094
205,0.5,0.025252525252525256,30,0.584652561533439,-0.5496752928767354
206,0.5,0.030303030303030304,30,0.05906083161485814,1.9256058247549317
207,0.5,0.03535353535353536,30,0.7527801588677423,-0.3164724404252511
208,0.5,0.04040404040404041,30,0.22380522160691743,1.2296172344359462
209,0.5,0.045454545454545456,30,0.07113565148343598,-1.8383332491796502
210,0.5,0.05050505050505051,30,0.7873539235725958,0.2709990309873877
211,0.5,0.05555555555555556,30,0.22553401401282266,-1.2249811889309254
212,0.5,0.06060606060606061,30,0.27021209581658945,-1.1132066253479027
213,0.5,0.06565656565656566,30,0.03491658354977642,-2.160019623194833
214,0.5,0.07070707070707072,30,0.5962107536679596,-0.5327954117388655
215,0.5,0.07575757575757576,30,0.006725224247264031,-2.810996253263941
216,0.5,0.08080808080808081,30,0.9695015442408323,0.03839884921698101
217,0.5,0.08585858585858587,30,0.36063513838977707,-0.9214450848082695
218,0.5,0.09090909090909091,30,0.008409763349411133,-2.7283631449176307
219,0.5,0.09595959595959597,30,0.11848333515858109,-1.5846516825586057
220,0.5,0.10101010101010102,30,0.006052767763624688,-2.8494404374843105
221,0.5,0.10606060606060606,30,0.7712384773364803,0.29211839887555796
222,0.5,0.11111111111111112,30,0.06255877028384214,-1.8988759614953137
223,0.5,0.11616161616161617,30,0.5214885617607622,-0.6449718339001135
224,0.5,0.12121212121212122,30,5.0406208250362835e-05,-4.379674737405477
225,0.5,0.12626262626262627,30,0.08007207882256552,-1.7814669606547298
226,0.5,0.13131313131313133,30,0.0007219013274473384,-3.5714240017785692
227,0.5,0.13636363636363638,30,0.022511974303867137,-2.344246053231899
228,0.5,0.14141414141414144,30,0.0015156571948410366,-3.3296648764207526
229,0.5,0.14646464646464646,30,0.0013284966468933292,-3.373306016752074
230,0.5,0.15151515151515152,30,0.06260631134051725,-1.8985215094175465
231,0.5,0.15656565656565657,30,0.0478707689819107,-2.021310661382442
232,0.5,0.16161616161616163,30,9.509709203222737e-05,-4.19364857767219
233,0.5,0.16666666666666669,30,0.008286387995782773,-2.7338728563188597
234,0.5,0.17171717171717174,30,0.06716290749987831,-1.8655621657156614
235,0.5,0.1767676767676768,30,0.00010320716453652792,-4.169402715984635
236,0.5,0.18181818181818182,30,0.003732651996816101,-3.022068168790759
237,0.5,0.18686868686868688,30,0.02496522348978184,-2.3016600557453426
238,0.5,0.19191919191919193,30,0.0005502939680589667,-3.657737652512822
239,0.5,0.196969696969697,30,0.000946343873782544,-3.4842332812539825
240,0.5,0.20202020202020204,30,0.02784740250084501,-2.2561403464757444
241,0.5,0.2070707070707071,30,0.03484961841278657,-2.160846419752348
242,0.5,0.21212121212121213,30,5.167955932236856e-05,-4.372428291225066
243,0.5,0.21717171717171718,30,5.167369410329436e-05,-4.372461269695183
244,0.5,0.22222222222222224,30,0.0073795990253503465,-2.776849635333317
245,0.5,0.2272727272727273,30,1.3349894414115763e-08,-6.607163918715442
246,0.5,0.23232323232323235,30,0.0008602625244307999,-3.51507963801544
247,0.5,0.2373737373737374,30,5.708111409909981e-05,-4.343502569431909
248,0.5,0.24242424242424243,30,0.013720308566511486,-2.5418686303670466
249,0.5,0.2474747474747475,30,7.036201341718296e-05,-4.282366463929958
250,0.5,0.25252525252525254,30,7.907085242898317e-05,-4.248097283837182
251,0.5,0.2575757575757576,30,2.6620935506883686e-05,-4.563469805878141
252,0.5,0.26262626262626265,30,9.193720142245428e-07,-5.4926407825298
253,0.5,0.2676767676767677,30,1.932735999005321e-08,-6.5109838336368195
254,0.5,0.27272727272727276,30,3.598711629800091e-07,-5.7431885211095075
255,0.5,0.2777777777777778,30,2.0698353573523148e-08,-6.493152530392125
256,0.5,0.2828282828282829,30,8.200902794572328e-07,-5.523315155689136
257,0.5,0.2878787878787879,30,1.6516370414823697e-11,-8.340241297029507
258,0.5,0.29292929292929293,30,2.121480606622842e-08,-6.486738767754557
259,0.5,0.297979797979798,30,2.959542035887177e-11,-8.18864515778363
260,0.5,0.30303030303030304,30,3.99289996661252e-12,-8.710698106569007
261,0.5,0.3080808080808081,30,1.850250245661353e-09,-7.118940550776041
262,0.5,0.31313131313131315,30,8.268515649422928e-13,-9.124487866370455
263,0.5,0.31818181818181823,30,3.1292056615825063e-10,-7.578046933747069
264,0.5,0.32323232323232326,30,2.9328113946527867e-05,-4.5357828937003015
265,0.5,0.3282828282828283,30,1.848090303354682e-13,-9.52172921855822
266,0.5,0.33333333333333337,30,3.1883504021185293e-09,-6.978244861294529
267,0.5,0.3383838383838384,30,1.6508273654562187e-10,-7.743351034076445
268,0.5,0.3434343434343435,30,1.2585336665861714e-09,-7.218519393281699
269,0.5,0.3484848484848485,30,1.9612325204284357e-10,-7.698801033363336
270,0.5,0.3535353535353536,30,1.2731342894996325e-09,-7.215539401615377
271,0.5,0.3585858585858586,30,3.906560098882495e-12,-8.716419919873003
272,0.5,0.36363636363636365,30,3.1109874438256884e-12,-8.776058609393997
273,0.5,0.36868686868686873,30,1.7242975506762774e-09,-7.137160552858828
274,0.5,0.37373737373737376,30,6.54281754277162e-10,-7.387501071888675
275,0.5,0.37878787878787884,30,4.027251413347552e-11,-8.108695652426404
276,0.5,0.38383838383838387,30,2.752154452108144e-13,-9.415778468671071
277,0.5,0.3888888888888889,30,3.603431188201852e-16,-11.225155608022844
278,0.5,0.393939393939394,30,1.3601775151250765e-09,-7.198453069975161
279,0.5,0.398989898989899,30,1.1038145298121192e-11,-8.445168681461757
280,0.5,0.4040404040404041,30,5.658728791876786e-13,-9.224690634490768
281,0.5,0.4090909090909091,30,2.6683978050322345e-16,-11.309542661241364
282,0.5,0.4141414141414142,30,5.4120491503273694e-14,-9.850303311356127
283,0.5,0.4191919191919192,30,6.973861330111506e-15,-10.405315439983982
284,0.5,0.42424242424242425,30,7.183107515575314e-15,-10.397242536306296
285,0.5,0.42929292929292934,30,1.333459059928032e-16,-11.505357301139163
286,0.5,0.43434343434343436,30,3.345300301590591e-14,-9.979811236328494
287,0.5,0.43939393939393945,30,1.8918187265682967e-13,-9.515499603532028
288,0.5,0.4444444444444445,30,4.414033060385936e-14,-9.905121176604803
289,0.5,0.44949494949494956,30,1.3781927834160341e-17,-12.155718983745697
290,0.5,0.4545454545454546,30,5.706864647962452e-18,-12.412605779564522
291,0.5,0.4595959595959596,30,4.469765344412545e-24,-16.90021021970558
292,0.5,0.4646464646464647,30,7.5952927926492e-18,-12.329049001682257
293,0.5,0.4696969696969697,30,2.2893695391835225e-18,-12.68136435695587
294,0.5,0.4747474747474748,30,5.4403982015091304e-18,-12.42660842612954
295,0.5,0.47979797979797983,30,3.4583879728458143e-19,-13.24639996237081
296,0.5,0.48484848484848486,30,9.749532511522913e-17,-11.59419186512491
297,0.5,0.48989898989898994,30,1.7282682766404052e-20,-14.168388691734192
298,0.5,0.494949494949495,30,1.1997126632969369e-21,-15.01853096151528
299,0.5,0.5,30,9.989352518996793e-18,-12.249204952512837
300,0.5,0.0,40,0.8987498579999017,0.12765587009966073
301,0.5,0.005050505050505051,40,0.6455293245037851,0.4617731598192585
302,0.5,0.010101010101010102,40,0.10830835415493084,1.6244776893091344
303,0.5,0.015151515151515152,40,0.15548799514923184,1.4342852591305943
304,0.5,0.020202020202020204,40,0.5806336798223681,0.5547783615460224
305,0.5,0.025252525252525256,40,0.7930814366000195,-0.26321174150135923
306,0.5,0.030303030303030304,40,0.9745121360137955,-0.03205240496418416
307,0.5,0.03535353535353536,40,0.34014952554848593,-0.9597443746946087
308,0.5,0.04040404040404041,40,0.1472506012206568,1.4638607253709752
309,0.5,0.045454545454545456,40,0.4580602671979316,0.745749548677368
310,0.5,0.05050505050505051,40,0.38639866332094586,0.8710523197838144
311,0.5,0.05555555555555556,40,0.7127477638350526,0.3695115433601432
312,0.5,0.06060606060606061,40,0.27105490087767486,-1.1084938384681065
313,0.5,0.06565656565656566,40,0.4281019314400046,-0.7965990722823346
314,0.5,0.07070707070707072,40,0.055380160640599,-1.9449904319823261
315,0.5,0.07575757575757576,40,0.8845721965947182,-0.14565157425729683
316,0.5,0.08080808080808081,40,0.32789027307882107,-0.9845481097767294
317,0.5,0.08585858585858587,40,0.48928731446867424,-0.6947324479008773
318,0.5,0.09090909090909091,40,0.18197641461453526,-1.3467017402312538
319,0.5,0.09595959595959597,40,0.10210057488543173,-1.6542262967181243
320,0.5,0.10101010101010102,40,0.08189191096383054,-1.7625607586740921
321,0.5,0.10606060606060606,40,0.026532006951892707,-2.2612147707113697
322,0.5,0.11111111111111112,40,0.2309375362015314,-1.2073717031524174
323,0.5,0.11616161616161617,40,0.005961043948284892,-2.827349198846471
324,0.5,0.12121212121212122,40,0.00506805612304291,-2.884360494834292
325,0.5,0.12626262626262627,40,0.11421782434674603,-1.5974105321559369
326,0.5,0.13131313131313133,40,0.02750496604086501,-2.2464289049563964
327,0.5,0.13636363636363638,40,0.38273650249119123,-0.8778215407526824
328,0.5,0.14141414141414144,40,0.0006077799090546413,-3.57355372208398
329,0.5,0.14646464646464646,40,0.021480540497477555,-2.3466762231159843
330,0.5,0.15151515151515152,40,0.0015992311508829413,-3.2705657979086373
331,0.5,0.15656565656565657,40,0.0005813016232846728,-3.587121874949275
332,0.5,0.16161616161616163,40,0.0017433136805668776,-3.2427078010084474
333,0.5,0.16666666666666669,40,7.018380957783675e-05,-4.200432888558855
334,0.5,0.17171717171717174,40,0.010406873624972827,-2.625563895225645
335,0.5,0.1767676767676768,40,0.0003585418458228363,-3.7323965331282647
336,0.5,0.18181818181818182,40,4.658070127881794e-06,-4.922997717119475
337,0.5,0.18686868686868688,40,0.0015123048431299082,-3.2885348093146787
338,0.5,0.19191919191919193,40,3.797745690656678e-06,-4.975267682460003
339,0.5,0.196969696969697,40,2.6313439301353944e-08,-6.188239917952236
340,0.5,0.20202020202020204,40,3.4275788878284325e-07,-5.574417310015468
341,0.5,0.2070707070707071,40,3.527794484562425e-05,-4.389321305533584
342,0.5,0.21212121212121213,40,1.5775472366814277e-05,-4.605092535555624
343,0.5,0.21717171717171718,40,8.870236525080974e-06,-4.756403476996171
344,0.5,0.22222222222222224,40,6.263675552045432e-07,-5.42678571508106
345,0.5,0.2272727272727273,40,1.8955030060662263e-08,-6.2652509127339036
346,0.5,0.23232323232323235,40,8.800556606381793e-08,-5.902207965846504
347,0.5,0.2373737373737374,40,4.687312115362509e-11,-7.6392562985803645
348,0.5,0.24242424242424243,40,8.012454226597364e-06,-4.7828896628292314
349,0.5,0.2474747474747475,40,1.5518145452212103e-07,-5.766264974768619
350,0.5,0.25252525252525254,40,7.524284107917286e-06,-4.799225425501448
351,0.5,0.2575757575757576,40,1.987724120264701e-05,-4.543662087229323
352,0.5,0.26262626262626265,40,2.547410170948514e-05,-4.477252594421601
353,0.5,0.2676767676767677,40,1.5850529198475336e-07,-5.761164226496316
354,0.5,0.27272727272727276,40,1.1250239767411746e-08,-6.387182205460602
355,0.5,0.2777777777777778,40,3.060819445504012e-08,-6.15264877958543
356,0.5,0.2828282828282829,40,6.647615760187662e-10,-7.038721427251144
357,0.5,0.2878787878787879,40,1.9925607827370894e-10,-7.312475725274791
358,0.5,0.29292929292929293,40,3.9442842789529294e-06,-4.965595107078696
359,0.5,0.297979797979798,40,1.3839807223805726e-12,-8.429231633414274
360,0.5,0.30303030303030304,40,6.78739921656642e-14,-9.10382585761945
361,0.5,0.3080808080808081,40,1.3903143629060098e-07,-5.792689517252267
362,0.5,0.31313131313131315,40,2.9221306560930015e-14,-9.292702341971669
363,0.5,0.31818181818181823,40,7.722341437264713e-14,-9.07492348148767
364,0.5,0.32323232323232326,40,7.511607905563227e-10,-7.010853757009654
365,0.5,0.3282828282828283,40,4.7599060108581675e-11,-7.63579531798708
366,0.5,0.33333333333333337,40,2.133462551350398e-18,-11.461398860262229
367,0.5,0.3383838383838384,40,3.917718756664479e-13,-8.711511968364114
368,0.5,0.3434343434343435,40,1.3366043398167888e-13,-8.952105078042596
369,0.5,0.3484848484848485,40,1.5401151579106688e-14,-9.436421853859095
370,0.5,0.3535353535353536,40,7.420502298104932e-20,-12.249873304110087
371,0.5,0.3585858585858586,40,8.401457137542392e-13,-8.540882034624481
372,0.5,0.36363636363636365,40,1.577515532309585e-14,-9.431034311527219
373,0.5,0.36868686868686873,40,1.2203996064644319e-17,-11.057798209360248
374,0.5,0.37373737373737376,40,1.8903757030679986e-14,-9.390418471642427
375,0.5,0.37878787878787884,40,3.275323776399463e-11,-7.71992813178405
376,0.5,0.38383838383838387,40,1.335907514804279e-22,-13.781562513104666
377,0.5,0.3888888888888889,40,2.6431963379928675e-17,-10.880082591103783
378,0.5,0.393939393939394,40,1.3359914727865058e-15,-9.987029878538605
379,0.5,0.398989898989899,40,1.1319228984242924e-14,-9.505590015149414
380,0.5,0.4040404040404041,40,3.454578771577763e-19,-11.88685337855365
381,0.5,0.4090909090909091,40,1.0184947177925326e-24,-15.014691093586693
382,0.5,0.4141414141414142,40,1.891837617327526e-19,-12.02856883187247
