,$p_{ij}$,test,power
0,0.001,t-test,0.261
1,0.01108080808080808,t-test,0.204
2,0.021161616161616163,t-test,0.2
3,0.031242424242424245,t-test,0.183
4,0.041323232323232324,t-test,0.145
5,0.0514040404040404,t-test,0.144
6,0.06148484848484849,t-test,0.131
7,0.07156565656565657,t-test,0.136
8,0.08164646464646465,t-test,0.128
9,0.09172727272727273,t-test,0.118
10,0.1018080808080808,t-test,0.117
11,0.11188888888888888,t-test,0.119
12,0.12196969696969698,t-test,0.106
13,0.13205050505050506,t-test,0.113
14,0.14213131313131314,t-test,0.095
15,0.15221212121212122,t-test,0.11
16,0.1622929292929293,t-test,0.081
17,0.17237373737373737,t-test,0.106
18,0.18245454545454545,t-test,0.087
19,0.19253535353535353,t-test,0.084
20,0.2026161616161616,t-test,0.096
21,0.2126969696969697,t-test,0.091
22,0.22277777777777777,t-test,0.077
23,0.23285858585858585,t-test,0.085
24,0.24293939393939395,t-test,0.086
25,0.25302020202020203,t-test,0.079
26,0.2631010101010101,t-test,0.079
27,0.2731818181818182,t-test,0.077
28,0.28326262626262627,t-test,0.081
29,0.29334343434343435,t-test,0.086
30,0.30342424242424243,t-test,0.082
31,0.3135050505050505,t-test,0.093
32,0.3235858585858586,t-test,0.086
33,0.33366666666666667,t-test,0.086
34,0.34374747474747475,t-test,0.086
35,0.3538282828282828,t-test,0.073
36,0.3639090909090909,t-test,0.075
37,0.373989898989899,t-test,0.09
38,0.38407070707070706,t-test,0.084
39,0.39415151515151514,t-test,0.084
40,0.4042323232323232,t-test,0.092
41,0.4143131313131313,t-test,0.087
42,0.4243939393939394,t-test,0.095
43,0.43447474747474746,t-test,0.097
44,0.44455555555555554,t-test,0.087
45,0.4546363636363636,t-test,0.066
46,0.4647171717171717,t-test,0.081
47,0.4747979797979798,t-test,0.066
48,0.4848787878787879,t-test,0.095
49,0.494959595959596,t-test,0.074
50,0.5050404040404041,t-test,0.082
51,0.5151212121212121,t-test,0.081
52,0.5252020202020202,t-test,0.078
53,0.5352828282828282,t-test,0.089
54,0.5453636363636364,t-test,0.075
55,0.5554444444444444,t-test,0.082
56,0.5655252525252525,t-test,0.093
57,0.5756060606060606,t-test,0.089
58,0.5856868686868687,t-test,0.084
59,0.5957676767676767,t-test,0.083
60,0.6058484848484849,t-test,0.087
61,0.6159292929292929,t-test,0.075
62,0.626010101010101,t-test,0.099
63,0.636090909090909,t-test,0.093
64,0.6461717171717172,t-test,0.079
65,0.6562525252525253,t-test,0.085
66,0.6663333333333333,t-test,0.084
67,0.6764141414141415,t-test,0.073
68,0.6864949494949495,t-test,0.109
69,0.6965757575757576,t-test,0.089
70,0.7066565656565656,t-test,0.086
71,0.7167373737373738,t-test,0.085
72,0.7268181818181818,t-test,0.085
73,0.7368989898989899,t-test,0.098
74,0.746979797979798,t-test,0.081
75,0.7570606060606061,t-test,0.081
76,0.7671414141414141,t-test,0.085
77,0.7772222222222223,t-test,0.08
78,0.7873030303030303,t-test,0.094
79,0.7973838383838384,t-test,0.107
80,0.8074646464646464,t-test,0.111
81,0.8175454545454546,t-test,0.085
82,0.8276262626262626,t-test,0.088
83,0.8377070707070707,t-test,0.097
84,0.8477878787878788,t-test,0.088
85,0.8578686868686869,t-test,0.102
86,0.8679494949494949,t-test,0.109
87,0.878030303030303,t-test,0.101
88,0.8881111111111111,t-test,0.109
89,0.8981919191919192,t-test,0.099
90,0.9082727272727272,t-test,0.123
91,0.9183535353535354,t-test,0.118
92,0.9284343434343434,t-test,0.131
93,0.9385151515151515,t-test,0.134
94,0.9485959595959595,t-test,0.137
95,0.9586767676767677,t-test,0.158
96,0.9687575757575758,t-test,0.174
97,0.9788383838383838,t-test,0.192
98,0.988919191919192,t-test,0.223
99,0.999,t-test,0.248
100,0.001,mann-whitney,0.46
101,0.01108080808080808,mann-whitney,0.413
102,0.021161616161616163,mann-whitney,0.346
103,0.031242424242424245,mann-whitney,0.345
104,0.041323232323232324,mann-whitney,0.285
105,0.0514040404040404,mann-whitney,0.261
106,0.06148484848484849,mann-whitney,0.233
107,0.07156565656565657,mann-whitney,0.244
108,0.08164646464646465,mann-whitney,0.198
109,0.09172727272727273,mann-whitney,0.198
110,0.1018080808080808,mann-whitney,0.183
111,0.11188888888888888,mann-whitney,0.203
112,0.12196969696969698,mann-whitney,0.188
113,0.13205050505050506,mann-whitney,0.193
114,0.14213131313131314,mann-whitney,0.171
115,0.15221212121212122,mann-whitney,0.183
116,0.1622929292929293,mann-whitney,0.158
117,0.17237373737373737,mann-whitney,0.186
118,0.18245454545454545,mann-whitney,0.162
119,0.19253535353535353,mann-whitney,0.16
120,0.2026161616161616,mann-whitney,0.166
121,0.2126969696969697,mann-whitney,0.165
122,0.22277777777777777,mann-whitney,0.141
123,0.23285858585858585,mann-whitney,0.154
124,0.24293939393939395,mann-whitney,0.15
125,0.25302020202020203,mann-whitney,0.151
126,0.2631010101010101,mann-whitney,0.149
127,0.2731818181818182,mann-whitney,0.146
128,0.28326262626262627,mann-whitney,0.143
129,0.29334343434343435,mann-whitney,0.148
130,0.30342424242424243,mann-whitney,0.145
131,0.3135050505050505,mann-whitney,0.171
132,0.3235858585858586,mann-whitney,0.145
133,0.33366666666666667,mann-whitney,0.151
134,0.34374747474747475,mann-whitney,0.134
135,0.3538282828282828,mann-whitney,0.128
136,0.3639090909090909,mann-whitney,0.128
137,0.373989898989899,mann-whitney,0.142
138,0.38407070707070706,mann-whitney,0.14
139,0.39415151515151514,mann-whitney,0.137
140,0.4042323232323232,mann-whitney,0.146
141,0.4143131313131313,mann-whitney,0.132
142,0.4243939393939394,mann-whitney,0.132
143,0.43447474747474746,mann-whitney,0.137
144,0.44455555555555554,mann-whitney,0.124
145,0.4546363636363636,mann-whitney,0.113
146,0.4647171717171717,mann-whitney,0.121
147,0.4747979797979798,mann-whitney,0.104
148,0.4848787878787879,mann-whitney,0.142
149,0.494959595959596,mann-whitney,0.115
150,0.5050404040404041,mann-whitney,0.121
151,0.5151212121212121,mann-whitney,0.122
152,0.5252020202020202,mann-whitney,0.122
153,0.5352828282828282,mann-whitney,0.13
154,0.5453636363636364,mann-whitney,0.117
155,0.5554444444444444,mann-whitney,0.12
156,0.5655252525252525,mann-whitney,0.14
157,0.5756060606060606,mann-whitney,0.136
158,0.5856868686868687,mann-whitney,0.125
159,0.5957676767676767,mann-whitney,0.122
160,0.6058484848484849,mann-whitney,0.136
161,0.6159292929292929,mann-whitney,0.132
162,0.626010101010101,mann-whitney,0.137
163,0.636090909090909,mann-whitney,0.15
164,0.6461717171717172,mann-whitney,0.141
165,0.6562525252525253,mann-whitney,0.131
166,0.6663333333333333,mann-whitney,0.146
167,0.6764141414141415,mann-whitney,0.137
168,0.6864949494949495,mann-whitney,0.175
169,0.6965757575757576,mann-whitney,0.16
170,0.7066565656565656,mann-whitney,0.149
171,0.7167373737373738,mann-whitney,0.157
172,0.7268181818181818,mann-whitney,0.147
173,0.7368989898989899,mann-whitney,0.17
174,0.746979797979798,mann-whitney,0.147
175,0.7570606060606061,mann-whitney,0.157
176,0.7671414141414141,mann-whitney,0.157
177,0.7772222222222223,mann-whitney,0.15
178,0.7873030303030303,mann-whitney,0.162
179,0.7973838383838384,mann-whitney,0.175
180,0.8074646464646464,mann-whitney,0.204
181,0.8175454545454546,mann-whitney,0.157
182,0.8276262626262626,mann-whitney,0.164
183,0.8377070707070707,mann-whitney,0.161
184,0.8477878787878788,mann-whitney,0.174
185,0.8578686868686869,mann-whitney,0.16
186,0.8679494949494949,mann-whitney,0.186
187,0.878030303030303,mann-whitney,0.162
188,0.8881111111111111,mann-whitney,0.19
189,0.8981919191919192,mann-whitney,0.168
190,0.9082727272727272,mann-whitney,0.2
191,0.9183535353535354,mann-whitney,0.215
192,0.9284343434343434,mann-whitney,0.23
193,0.9385151515151515,mann-whitney,0.249
194,0.9485959595959595,mann-whitney,0.268
195,0.9586767676767677,mann-whitney,0.285
196,0.9687575757575758,mann-whitney,0.328
197,0.9788383838383838,mann-whitney,0.355
198,0.988919191919192,mann-whitney,0.421
199,0.999,mann-whitney,0.462
200,0.001,fisher,0.037
201,0.01108080808080808,fisher,0.056
202,0.021161616161616163,fisher,0.06
203,0.031242424242424245,fisher,0.067
204,0.041323232323232324,fisher,0.062
205,0.0514040404040404,fisher,0.063
206,0.06148484848484849,fisher,0.062
207,0.07156565656565657,fisher,0.069
208,0.08164646464646465,fisher,0.063
209,0.09172727272727273,fisher,0.065
210,0.1018080808080808,fisher,0.066
211,0.11188888888888888,fisher,0.062
212,0.12196969696969698,fisher,0.066
213,0.13205050505050506,fisher,0.065
214,0.14213131313131314,fisher,0.053
215,0.15221212121212122,fisher,0.065
216,0.1622929292929293,fisher,0.054
217,0.17237373737373737,fisher,0.065
218,0.18245454545454545,fisher,0.056
219,0.19253535353535353,fisher,0.047
220,0.2026161616161616,fisher,0.065
221,0.2126969696969697,fisher,0.059
222,0.22277777777777777,fisher,0.055
223,0.23285858585858585,fisher,0.056
224,0.24293939393939395,fisher,0.054
225,0.25302020202020203,fisher,0.048
226,0.2631010101010101,fisher,0.052
227,0.2731818181818182,fisher,0.057
228,0.28326262626262627,fisher,0.056
229,0.29334343434343435,fisher,0.045
230,0.30342424242424243,fisher,0.054
231,0.3135050505050505,fisher,0.062
232,0.3235858585858586,fisher,0.055
233,0.33366666666666667,fisher,0.06
234,0.34374747474747475,fisher,0.057
235,0.3538282828282828,fisher,0.049
236,0.3639090909090909,fisher,0.054
237,0.373989898989899,fisher,0.056
238,0.38407070707070706,fisher,0.062
239,0.39415151515151514,fisher,0.051
240,0.4042323232323232,fisher,0.057
241,0.4143131313131313,fisher,0.06
242,0.4243939393939394,fisher,0.066
243,0.43447474747474746,fisher,0.057
244,0.44455555555555554,fisher,0.055
245,0.4546363636363636,fisher,0.044
246,0.4647171717171717,fisher,0.055
247,0.4747979797979798,fisher,0.044
248,0.4848787878787879,fisher,0.059
249,0.494959595959596,fisher,0.046
250,0.5050404040404041,fisher,0.055
251,0.5151212121212121,fisher,0.057
252,0.5252020202020202,fisher,0.048
253,0.5352828282828282,fisher,0.057
254,0.5453636363636364,fisher,0.047
255,0.5554444444444444,fisher,0.067
256,0.5655252525252525,fisher,0.054
257,0.5756060606060606,fisher,0.057
258,0.5856868686868687,fisher,0.053
259,0.5957676767676767,fisher,0.052
260,0.6058484848484849,fisher,0.062
261,0.6159292929292929,fisher,0.065
262,0.626010101010101,fisher,0.069
263,0.636090909090909,fisher,0.058
264,0.6461717171717172,fisher,0.055
265,0.6562525252525253,fisher,0.056
266,0.6663333333333333,fisher,0.067
267,0.6764141414141415,fisher,0.051
268,0.6864949494949495,fisher,0.069
269,0.6965757575757576,fisher,0.062
270,0.7066565656565656,fisher,0.064
271,0.7167373737373738,fisher,0.061
272,0.7268181818181818,fisher,0.059
273,0.7368989898989899,fisher,0.07
274,0.746979797979798,fisher,0.058
275,0.7570606060606061,fisher,0.051
276,0.7671414141414141,fisher,0.063
277,0.7772222222222223,fisher,0.051
278,0.7873030303030303,fisher,0.058
279,0.7973838383838384,fisher,0.071
280,0.8074646464646464,fisher,0.076
281,0.8175454545454546,fisher,0.05
282,0.8276262626262626,fisher,0.051
283,0.8377070707070707,fisher,0.059
284,0.8477878787878788,fisher,0.052
285,0.8578686868686869,fisher,0.064
286,0.8679494949494949,fisher,0.063
287,0.878030303030303,fisher,0.052
288,0.8881111111111111,fisher,0.055
289,0.8981919191919192,fisher,0.067
290,0.9082727272727272,fisher,0.072
291,0.9183535353535354,fisher,0.058
292,0.9284343434343434,fisher,0.06
293,0.9385151515151515,fisher,0.061
294,0.9485959595959595,fisher,0.061
295,0.9586767676767677,fisher,0.068
296,0.9687575757575758,fisher,0.072
297,0.9788383838383838,fisher,0.057
298,0.988919191919192,fisher,0.062
299,0.999,fisher,0.036
