,$p_{ij}$,test,power
146,0.4647171717171717,mann-whitney,0.105
147,0.4747979797979798,mann-whitney,0.129
148,0.4848787878787879,mann-whitney,0.122
149,0.494959595959596,mann-whitney,0.121
150,0.5050404040404041,mann-whitney,0.122
151,0.5151212121212121,mann-whitney,0.134
152,0.5252020202020202,mann-whitney,0.117
153,0.5352828282828282,mann-whitney,0.125
154,0.5453636363636364,mann-whitney,0.125
155,0.5554444444444444,mann-whitney,0.123
156,0.5655252525252525,mann-whitney,0.119
157,0.5756060606060606,mann-whitney,0.123
158,0.5856868686868687,mann-whitney,0.118
159,0.5957676767676767,mann-whitney,0.118
160,0.6058484848484849,mann-whitney,0.125
161,0.6159292929292929,mann-whitney,0.11
162,0.626010101010101,mann-whitney,0.098
163,0.636090909090909,mann-whitney,0.117
164,0.6461717171717172,mann-whitney,0.12
165,0.6562525252525253,mann-whitney,0.118
166,0.6663333333333333,mann-whitney,0.129
167,0.6764141414141415,mann-whitney,0.129
168,0.6864949494949495,mann-whitney,0.125
169,0.6965757575757576,mann-whitney,0.115
170,0.7066565656565656,mann-whitney,0.123
171,0.7167373737373738,mann-whitney,0.126
172,0.7268181818181818,mann-whitney,0.124
173,0.7368989898989899,mann-whitney,0.134
174,0.746979797979798,mann-whitney,0.137
175,0.7570606060606061,mann-whitney,0.137
176,0.7671414141414141,mann-whitney,0.122
177,0.7772222222222223,mann-whitney,0.132
178,0.7873030303030303,mann-whitney,0.145
179,0.7973838383838384,mann-whitney,0.119
180,0.8074646464646464,mann-whitney,0.132
181,0.8175454545454546,mann-whitney,0.12
182,0.8276262626262626,mann-whitney,0.146
183,0.8377070707070707,mann-whitney,0.139
184,0.8477878787878788,mann-whitney,0.117
185,0.8578686868686869,mann-whitney,0.133
186,0.8679494949494949,mann-whitney,0.134
187,0.878030303030303,mann-whitney,0.155
188,0.8881111111111111,mann-whitney,0.163
189,0.8981919191919192,mann-whitney,0.165
190,0.9082727272727272,mann-whitney,0.17
191,0.9183535353535354,mann-whitney,0.178
192,0.9284343434343434,mann-whitney,0.175
193,0.9385151515151515,mann-whitney,0.183
194,0.9485959595959595,mann-whitney,0.204
195,0.9586767676767677,mann-whitney,0.219
196,0.9687575757575758,mann-whitney,0.231
197,0.9788383838383838,mann-whitney,0.212
198,0.988919191919192,mann-whitney,0.208
199,0.999,mann-whitney,0.201
200,0.001,fisher,0.002
201,0.01108080808080808,fisher,0.006
202,0.021161616161616163,fisher,0.011
203,0.031242424242424245,fisher,0.014
204,0.041323232323232324,fisher,0.019
205,0.0514040404040404,fisher,0.015
206,0.06148484848484849,fisher,0.021
207,0.07156565656565657,fisher,0.027
208,0.08164646464646465,fisher,0.024
209,0.09172727272727273,fisher,0.025
210,0.1018080808080808,fisher,0.033
211,0.11188888888888888,fisher,0.023
212,0.12196969696969698,fisher,0.037
213,0.13205050505050506,fisher,0.038
214,0.14213131313131314,fisher,0.033
215,0.15221212121212122,fisher,0.043
216,0.1622929292929293,fisher,0.034
217,0.17237373737373737,fisher,0.044
218,0.18245454545454545,fisher,0.029
219,0.19253535353535353,fisher,0.039
220,0.2026161616161616,fisher,0.055
221,0.2126969696969697,fisher,0.037
222,0.22277777777777777,fisher,0.042
223,0.23285858585858585,fisher,0.043
224,0.24293939393939395,fisher,0.039
225,0.25302020202020203,fisher,0.047
226,0.2631010101010101,fisher,0.037
227,0.2731818181818182,fisher,0.036
228,0.28326262626262627,fisher,0.049
229,0.29334343434343435,fisher,0.048
230,0.30342424242424243,fisher,0.037
231,0.3135050505050505,fisher,0.045
232,0.3235858585858586,fisher,0.049
233,0.33366666666666667,fisher,0.045
234,0.34374747474747475,fisher,0.039
235,0.3538282828282828,fisher,0.04
236,0.3639090909090909,fisher,0.045
237,0.373989898989899,fisher,0.031
238,0.38407070707070706,fisher,0.027
239,0.39415151515151514,fisher,0.045
240,0.4042323232323232,fisher,0.043
241,0.4143131313131313,fisher,0.039
242,0.4243939393939394,fisher,0.034
243,0.43447474747474746,fisher,0.032
244,0.44455555555555554,fisher,0.042
245,0.4546363636363636,fisher,0.033
246,0.4647171717171717,fisher,0.027
247,0.4747979797979798,fisher,0.04
248,0.4848787878787879,fisher,0.042
249,0.494959595959596,fisher,0.03
250,0.5050404040404041,fisher,0.042
251,0.5151212121212121,fisher,0.043
252,0.5252020202020202,fisher,0.038
253,0.5352828282828282,fisher,0.034
254,0.5453636363636364,fisher,0.04
255,0.5554444444444444,fisher,0.046
256,0.5655252525252525,fisher,0.035
257,0.5756060606060606,fisher,0.041
258,0.5856868686868687,fisher,0.037
259,0.5957676767676767,fisher,0.038
260,0.6058484848484849,fisher,0.037
261,0.6159292929292929,fisher,0.025
262,0.626010101010101,fisher,0.035
263,0.636090909090909,fisher,0.042
264,0.6461717171717172,fisher,0.039
265,0.6562525252525253,fisher,0.031
266,0.6663333333333333,fisher,0.038
267,0.6764141414141415,fisher,0.041
268,0.6864949494949495,fisher,0.038
269,0.6965757575757576,fisher,0.037
270,0.7066565656565656,fisher,0.036
271,0.7167373737373738,fisher,0.038
272,0.7268181818181818,fisher,0.042
273,0.7368989898989899,fisher,0.04
274,0.746979797979798,fisher,0.042
275,0.7570606060606061,fisher,0.045
276,0.7671414141414141,fisher,0.037
277,0.7772222222222223,fisher,0.042
278,0.7873030303030303,fisher,0.059
279,0.7973838383838384,fisher,0.045
280,0.8074646464646464,fisher,0.035
281,0.8175454545454546,fisher,0.043
282,0.8276262626262626,fisher,0.049
283,0.8377070707070707,fisher,0.043
284,0.8477878787878788,fisher,0.03
285,0.8578686868686869,fisher,0.042
286,0.8679494949494949,fisher,0.033
287,0.878030303030303,fisher,0.031
288,0.8881111111111111,fisher,0.029
289,0.8981919191919192,fisher,0.032
290,0.9082727272727272,fisher,0.026
291,0.9183535353535354,fisher,0.021
292,0.9284343434343434,fisher,0.029
293,0.9385151515151515,fisher,0.024
294,0.9485959595959595,fisher,0.019
295,0.9586767676767677,fisher,0.015
296,0.9687575757575758,fisher,0.014
297,0.9788383838383838,fisher,0.013
298,0.988919191919192,fisher,0.003
299,0.999,fisher,0.005
