p,delta,m,omni_power_1,omni_power_2,omni_power_3,mase_power_1,mase_power_2,mase_power_3
0.5,0.41000000000000003,40.0,1.0,0.08,0.06,1.0,0.24,0.22
0.5,0.4,40.0,1.0,0.06,0.02,1.0,0.24,0.12
0.5,0.39,40.0,1.0,0.0,0.02,1.0,0.3,0.28
0.5,0.38,40.0,1.0,0.1,0.06,1.0,0.28,0.24
0.5,0.37,40.0,1.0,0.08,0.02,1.0,0.4,0.3
0.5,0.36,40.0,1.0,0.06,0.02,1.0,0.4,0.3
0.5,0.35000000000000003,40.0,1.0,0.0,0.04,1.0,0.44,0.38
0.5,0.34,40.0,1.0,0.08,0.1,1.0,0.62,0.48
0.5,0.33,40.0,1.0,0.04,0.04,1.0,0.64,0.46
0.5,0.32,40.0,1.0,0.04,0.04,1.0,0.68,0.48
0.5,0.31,40.0,1.0,0.08,0.0,1.0,0.66,0.52
0.5,0.3,40.0,1.0,0.04,0.04,1.0,0.66,0.6
0.5,0.29,40.0,1.0,0.0,0.04,1.0,0.72,0.58
0.5,0.28,40.0,1.0,0.06,0.14,1.0,0.68,0.64
0.5,0.27,40.0,1.0,0.0,0.04,1.0,0.62,0.42
0.5,0.26,40.0,1.0,0.08,0.1,1.0,0.6,0.46
0.5,0.25,40.0,1.0,0.26,0.2,1.0,0.72,0.6
0.5,0.5,35.0,1.0,0.06,0.0,1.0,0.06,0.0
0.5,0.49,35.0,1.0,0.02,0.08,1.0,0.02,0.08
0.5,0.48,35.0,1.0,0.02,0.08,1.0,0.02,0.08
0.5,0.47000000000000003,35.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.46,35.0,1.0,0.0,0.06,1.0,0.0,0.06
0.5,0.45,35.0,1.0,0.02,0.14,1.0,0.04,0.14
0.5,0.44,35.0,1.0,0.0,0.06,1.0,0.08,0.12
0.5,0.43,35.0,1.0,0.02,0.02,1.0,0.12,0.12
0.5,0.42,35.0,1.0,0.02,0.12,1.0,0.12,0.2
0.5,0.41000000000000003,35.0,1.0,0.06,0.04,1.0,0.3,0.26
0.5,0.4,35.0,1.0,0.06,0.06,1.0,0.22,0.24
0.5,0.39,35.0,1.0,0.02,0.06,1.0,0.26,0.24
0.5,0.38,35.0,1.0,0.02,0.08,1.0,0.28,0.24
0.5,0.37,35.0,1.0,0.04,0.02,1.0,0.42,0.3
0.5,0.36,35.0,1.0,0.06,0.02,1.0,0.48,0.38
0.5,0.35000000000000003,35.0,1.0,0.06,0.06,1.0,0.44,0.36
0.5,0.34,35.0,1.0,0.02,0.06,1.0,0.48,0.4
0.5,0.33,35.0,1.0,0.04,0.08,1.0,0.4,0.38
0.5,0.32,35.0,1.0,0.0,0.04,1.0,0.54,0.52
0.5,0.31,35.0,1.0,0.04,0.04,1.0,0.66,0.56
0.5,0.3,35.0,1.0,0.02,0.06,1.0,0.72,0.54
0.5,0.29,35.0,1.0,0.04,0.02,1.0,0.72,0.56
0.5,0.28,35.0,1.0,0.04,0.08,1.0,0.64,0.58
0.5,0.27,35.0,1.0,0.14,0.02,1.0,0.86,0.74
0.5,0.26,35.0,1.0,0.06,0.1,1.0,0.76,0.68
0.5,0.25,35.0,1.0,0.34,0.26,1.0,0.82,0.68
0.5,0.5,30.0,1.0,0.08,0.1,1.0,0.08,0.1
0.5,0.49,30.0,1.0,0.02,0.02,1.0,0.04,0.04
0.5,0.48,30.0,1.0,0.08,0.1,1.0,0.08,0.1
0.5,0.47000000000000003,30.0,1.0,0.06,0.08,1.0,0.06,0.08
0.5,0.46,30.0,1.0,0.02,0.02,1.0,0.02,0.02
0.5,0.45,30.0,1.0,0.14,0.1,1.0,0.18,0.1
0.5,0.44,30.0,1.0,0.02,0.06,1.0,0.1,0.08
0.5,0.43,30.0,1.0,0.0,0.0,1.0,0.02,0.02
0.5,0.42,30.0,1.0,0.0,0.02,1.0,0.24,0.14
0.5,0.41000000000000003,30.0,1.0,0.02,0.06,1.0,0.34,0.26
0.5,0.4,30.0,1.0,0.08,0.08,1.0,0.44,0.28
0.5,0.39,30.0,1.0,0.02,0.04,1.0,0.3,0.18
0.5,0.38,30.0,1.0,0.04,0.06,1.0,0.22,0.18
0.5,0.37,30.0,1.0,0.02,0.0,1.0,0.54,0.36
0.5,0.36,30.0,1.0,0.12,0.04,1.0,0.56,0.38
0.5,0.35000000000000003,30.0,1.0,0.04,0.06,1.0,0.58,0.42
0.5,0.34,30.0,1.0,0.06,0.08,1.0,0.62,0.52
0.5,0.33,30.0,1.0,0.06,0.04,1.0,0.76,0.64
0.5,0.32,30.0,1.0,0.04,0.06,1.0,0.62,0.56
0.5,0.31,30.0,1.0,0.0,0.04,1.0,0.62,0.58
0.5,0.3,30.0,1.0,0.08,0.1,1.0,0.6,0.56
0.5,0.29,30.0,1.0,0.06,0.1,1.0,0.66,0.54
0.5,0.28,30.0,1.0,0.04,0.06,1.0,0.76,0.68
0.5,0.27,30.0,1.0,0.1,0.14,1.0,0.74,0.6
0.5,0.26,30.0,1.0,0.28,0.22,1.0,0.68,0.5
0.5,0.25,30.0,1.0,0.32,0.3,1.0,0.68,0.7
0.5,0.5,25.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.49,25.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.48,25.0,1.0,0.06,0.1,1.0,0.08,0.1
0.5,0.47000000000000003,25.0,1.0,0.04,0.1,1.0,0.04,0.1
0.5,0.46,25.0,1.0,0.04,0.0,1.0,0.04,0.0
0.5,0.45,25.0,1.0,0.04,0.06,1.0,0.18,0.1
0.5,0.44,25.0,1.0,0.1,0.02,1.0,0.2,0.08
0.5,0.43,25.0,1.0,0.08,0.08,1.0,0.28,0.24
0.5,0.42,25.0,1.0,0.06,0.1,1.0,0.2,0.18
0.5,0.41000000000000003,25.0,1.0,0.02,0.1,1.0,0.32,0.3
0.5,0.4,25.0,1.0,0.04,0.06,1.0,0.32,0.34
0.5,0.39,25.0,1.0,0.0,0.06,1.0,0.28,0.32
0.5,0.38,25.0,1.0,0.06,0.06,1.0,0.5,0.42
0.5,0.37,25.0,1.0,0.08,0.06,1.0,0.48,0.32
0.5,0.36,25.0,1.0,0.12,0.06,1.0,0.56,0.4
0.5,0.35000000000000003,25.0,1.0,0.04,0.1,1.0,0.52,0.3
0.5,0.34,25.0,1.0,0.04,0.02,1.0,0.54,0.4
0.5,0.33,25.0,1.0,0.08,0.02,1.0,0.62,0.46
0.5,0.32,25.0,1.0,0.0,0.08,1.0,0.64,0.54
0.5,0.31,25.0,1.0,0.04,0.02,1.0,0.7,0.58
0.5,0.3,25.0,1.0,0.06,0.06,1.0,0.64,0.42
0.5,0.29,25.0,1.0,0.02,0.04,1.0,0.66,0.46
0.5,0.28,25.0,1.0,0.14,0.14,1.0,0.7,0.6
0.5,0.27,25.0,1.0,0.22,0.26,1.0,0.78,0.7
0.5,0.26,25.0,1.0,0.3,0.28,1.0,0.68,0.5
0.5,0.25,25.0,1.0,0.54,0.44,1.0,0.8,0.72
0.5,0.5,20.0,1.0,0.06,0.06,1.0,0.1,0.08
0.5,0.49,20.0,1.0,0.04,0.02,1.0,0.06,0.04
0.5,0.48,20.0,1.0,0.06,0.02,1.0,0.06,0.02
0.5,0.47000000000000003,20.0,1.0,0.06,0.08,1.0,0.06,0.08
0.5,0.46,20.0,1.0,0.04,0.04,1.0,0.06,0.06
0.5,0.45,20.0,1.0,0.02,0.04,1.0,0.08,0.08
0.5,0.44,20.0,1.0,0.0,0.1,1.0,0.14,0.22
0.5,0.43,20.0,1.0,0.06,0.02,1.0,0.22,0.18
0.5,0.42,20.0,1.0,0.04,0.04,1.0,0.24,0.18
0.5,0.41000000000000003,20.0,1.0,0.12,0.04,1.0,0.32,0.18
0.5,0.4,20.0,1.0,0.04,0.02,1.0,0.36,0.22
0.5,0.39,20.0,1.0,0.06,0.04,1.0,0.38,0.22
0.5,0.38,20.0,1.0,0.04,0.04,1.0,0.48,0.3
0.5,0.37,20.0,1.0,0.08,0.1,1.0,0.48,0.36
0.5,0.36,20.0,1.0,0.04,0.0,1.0,0.52,0.46
0.5,0.35000000000000003,20.0,1.0,0.02,0.02,1.0,0.56,0.46
0.5,0.34,20.0,1.0,0.02,0.08,1.0,0.66,0.42
0.5,0.33,20.0,1.0,0.08,0.08,1.0,0.62,0.46
0.5,0.32,20.0,1.0,0.04,0.06,1.0,0.66,0.48
0.5,0.31,20.0,1.0,0.0,0.08,1.0,0.74,0.6
0.5,0.3,20.0,1.0,0.06,0.04,1.0,0.78,0.58
0.5,0.29,20.0,1.0,0.14,0.14,1.0,0.7,0.56
0.5,0.28,20.0,1.0,0.28,0.28,1.0,0.68,0.52
0.5,0.27,20.0,1.0,0.44,0.4,1.0,0.74,0.52
0.5,0.26,20.0,1.0,0.58,0.52,1.0,0.78,0.62
0.5,0.25,20.0,1.0,0.76,0.58,1.0,0.64,0.46
0.5,0.5,15.0,1.0,0.02,0.04,1.0,0.1,0.08
0.5,0.49,15.0,1.0,0.08,0.02,1.0,0.08,0.04
0.5,0.48,15.0,1.0,0.0,0.06,1.0,0.08,0.14
0.5,0.47000000000000003,15.0,1.0,0.04,0.04,1.0,0.08,0.08
0.5,0.46,15.0,1.0,0.06,0.06,1.0,0.16,0.18
0.5,0.45,15.0,1.0,0.08,0.02,1.0,0.26,0.14
0.5,0.44,15.0,1.0,0.02,0.0,1.0,0.28,0.22
0.5,0.43,15.0,1.0,0.02,0.02,1.0,0.36,0.3
0.5,0.42,15.0,1.0,0.0,0.06,1.0,0.4,0.38
0.5,0.41000000000000003,15.0,1.0,0.02,0.04,1.0,0.44,0.32
0.5,0.4,15.0,1.0,0.02,0.0,1.0,0.52,0.34
0.5,0.39,15.0,1.0,0.08,0.06,1.0,0.54,0.32
0.5,0.38,15.0,1.0,0.02,0.04,1.0,0.52,0.34
0.5,0.37,15.0,1.0,0.14,0.04,1.0,0.62,0.38
0.5,0.36,15.0,1.0,0.04,0.02,1.0,0.6,0.44
0.5,0.35000000000000003,15.0,1.0,0.08,0.02,1.0,0.56,0.44
0.5,0.34,15.0,1.0,0.04,0.04,1.0,0.68,0.56
0.5,0.33,15.0,1.0,0.04,0.02,1.0,0.74,0.56
0.5,0.32,15.0,1.0,0.12,0.14,1.0,0.68,0.48
0.5,0.31,15.0,1.0,0.2,0.08,1.0,0.78,0.56
0.5,0.3,15.0,1.0,0.28,0.2,1.0,0.78,0.5
0.5,0.29,15.0,1.0,0.46,0.46,1.0,0.78,0.64
0.5,0.28,15.0,1.0,0.46,0.4,1.0,0.88,0.64
0.5,0.27,15.0,1.0,0.76,0.6,1.0,0.76,0.56
0.5,0.26,15.0,1.0,0.82,0.66,1.0,0.76,0.56
0.5,0.25,15.0,1.0,0.86,0.74,1.0,0.9,0.5
0.5,0.5,10.0,1.0,0.02,0.1,1.0,0.08,0.14
0.5,0.49,10.0,1.0,0.02,0.06,1.0,0.1,0.1
0.5,0.48,10.0,1.0,0.08,0.02,1.0,0.26,0.16
0.5,0.47000000000000003,10.0,1.0,0.0,0.1,1.0,0.1,0.16
0.5,0.46,10.0,1.0,0.06,0.06,1.0,0.2,0.18
0.5,0.45,10.0,1.0,0.14,0.0,1.0,0.46,0.26
0.5,0.44,10.0,1.0,0.06,0.04,1.0,0.36,0.24
0.5,0.43,10.0,1.0,0.02,0.12,1.0,0.3,0.34
0.5,0.42,10.0,1.0,0.06,0.02,1.0,0.58,0.36
0.5,0.41000000000000003,10.0,1.0,0.06,0.04,1.0,0.52,0.34
0.5,0.4,10.0,1.0,0.12,0.1,1.0,0.58,0.42
0.5,0.39,10.0,1.0,0.04,0.02,1.0,0.58,0.32
0.5,0.38,10.0,1.0,0.06,0.1,1.0,0.66,0.48
0.5,0.37,10.0,1.0,0.04,0.04,1.0,0.58,0.46
0.5,0.36,10.0,1.0,0.1,0.08,1.0,0.78,0.56
0.5,0.35000000000000003,10.0,1.0,0.1,0.12,1.0,0.74,0.42
0.5,0.34,10.0,1.0,0.14,0.12,1.0,0.68,0.44
0.5,0.33,10.0,1.0,0.22,0.16,1.0,0.7,0.46
0.5,0.32,10.0,1.0,0.42,0.32,1.0,0.84,0.46
0.5,0.31,10.0,1.0,0.62,0.46,1.0,0.74,0.52
0.5,0.3,10.0,1.0,0.64,0.54,1.0,0.74,0.52
0.5,0.29,10.0,1.0,0.88,0.66,1.0,0.84,0.58
0.5,0.28,10.0,1.0,0.78,0.5,1.0,0.82,0.54
0.5,0.27,10.0,0.98,0.92,0.7,1.0,0.84,0.46
0.5,0.26,10.0,1.0,0.86,0.6,1.0,0.86,0.6
0.5,0.25,10.0,1.0,0.92,0.52,1.0,0.82,0.6
0.5,0.5,5.0,1.0,0.0,0.06,1.0,0.34,0.22
0.5,0.49,5.0,1.0,0.04,0.1,1.0,0.32,0.2
0.5,0.48,5.0,1.0,0.04,0.1,1.0,0.3,0.18
0.5,0.47000000000000003,5.0,1.0,0.06,0.06,1.0,0.28,0.2
0.5,0.46,5.0,1.0,0.06,0.08,1.0,0.4,0.26
0.5,0.45,5.0,1.0,0.02,0.06,1.0,0.46,0.26
0.5,0.44,5.0,1.0,0.06,0.08,1.0,0.4,0.24
0.5,0.43,5.0,1.0,0.16,0.1,1.0,0.66,0.38
0.5,0.42,5.0,1.0,0.16,0.14,1.0,0.56,0.34
0.5,0.41000000000000003,5.0,1.0,0.18,0.1,1.0,0.58,0.32
0.5,0.4,5.0,1.0,0.2,0.12,1.0,0.64,0.3
0.5,0.39,5.0,1.0,0.46,0.28,1.0,0.72,0.48
0.5,0.38,5.0,1.0,0.52,0.22,1.0,0.8,0.34
0.5,0.37,5.0,1.0,0.56,0.38,1.0,0.62,0.32
0.5,0.36,5.0,1.0,0.72,0.46,1.0,0.76,0.38
0.5,0.35000000000000003,5.0,0.98,0.72,0.5,1.0,0.84,0.38
0.5,0.34,5.0,1.0,0.78,0.48,0.98,0.68,0.36
0.5,0.33,5.0,0.98,0.78,0.44,0.96,0.74,0.46
0.5,0.32,5.0,1.0,0.86,0.42,0.98,0.72,0.28
0.5,0.31,5.0,0.98,0.88,0.5,1.0,0.86,0.46
0.5,0.3,5.0,1.0,0.88,0.48,0.96,0.78,0.38
0.5,0.29,5.0,1.0,0.88,0.4,0.98,0.88,0.34
0.5,0.28,5.0,0.98,0.92,0.5,0.96,0.8,0.44
0.5,0.27,5.0,0.94,0.84,0.46,0.92,0.9,0.4
0.5,0.26,5.0,0.94,0.88,0.38,0.96,0.8,0.4
0.5,0.25,5.0,0.96,0.92,0.52,0.9,0.82,0.2
