m,p,q,delta,omni_precision_2,omni_recall_2,omni_precision_3,omni_recall_3,omni_precision_4,omni_recall_4,omni_precision_5,omni_recall_5,mase_precision_2,mase_recall_2,mase_precision_3,mase_recall_3,mase_precision_4,mase_recall_4,mase_precision_5,mase_recall_5
250.0,0.5,0.25,0.45,0.9697297297297297,1.0,0.9430268245791649,1.0,0.7135937488944717,0.9999666666666667,0.775619441528146,1.0,0.9697297297297297,1.0,0.9192023305322395,1.0,0.7363303065075142,1.0,0.7672762627491112,1.0
5.0,0.5,0.25,0.04,0.804287045666356,0.49920000000000003,0.7074859954002833,0.35546666666666654,0.664052550893577,0.2878,0.5555961686971074,0.18910000000000005,0.8051898051898051,0.5076333333333334,0.7392655125863253,0.32066666666666666,0.623313887134888,0.26449999999999996,0.5869451000313428,0.17629999999999998
250.0,0.5,0.25,0.35000000000000003,0.9201516822945394,1.0,0.9049321061440119,1.0,0.7041829420344443,1.0,0.7710814431874401,1.0,0.9201516822945394,1.0,0.8750907775818996,1.0,0.72906177389459,0.9997999999999999,0.7787352292504545,0.9999333333333333
5.0,0.5,0.25,0.14,0.9462162162162161,1.0,0.9451058158052238,0.9822333333333334,0.8554899063837743,0.9366333333333334,0.8442174207521248,0.8901666666666668,0.9401921198306741,0.9980000000000001,0.9228637990835367,0.9890333333333335,0.7828415563293,0.9430000000000003,0.7916020511650769,0.9004333333333338
250.0,0.5,0.25,0.25,0.9479729729729729,1.0,0.9028201238260705,1.0,0.6922512126641825,0.9998,0.768281555884948,1.0,0.9479729729729729,1.0,0.9031390581598946,1.0,0.7070577415448349,0.9998,0.7571593127955605,0.9997666666666667
5.0,0.5,0.25,0.24,0.9529729729729729,1.0,0.9193416447473924,0.9967333333333335,0.7938846578158325,0.9662000000000001,0.8031067648636777,0.9765333333333337,0.9303199117484832,1.0,0.8948271239275571,0.9951666666666665,0.7752724324989597,0.9775333333333335,0.7904252590782782,0.9640666666666671
250.0,0.5,0.25,0.15,0.9864864864864864,1.0,0.9506470441353332,1.0,0.7700950184821158,0.9988000000000001,0.787685969327117,0.9995333333333335,0.9864864864864864,1.0,0.9461174002391546,0.9999666666666667,0.7585081288682729,0.9995,0.7782100664326715,0.9999333333333333
5.0,0.5,0.25,0.34,0.9629729729729729,1.0,0.9187967185825103,0.9995666666666665,0.7446835779119602,0.9953000000000003,0.7943652940568688,0.9933333333333334,0.9334026854317992,0.9978,0.8699562749026455,0.9980666666666669,0.7291778725408058,0.9934666666666668,0.756827095308848,0.9867000000000004
250.0,0.5,0.25,0.05,0.9362162162162161,1.0,0.9490480772419723,0.9992,0.7692360329598198,0.9866999999999999,0.8085974219012297,0.9937666666666667,0.9362162162162161,1.0,0.9184496760279215,0.9994,0.7445788855897152,0.9948,0.81547875258799,0.9938000000000002
5.0,0.5,0.25,0.44,0.9614864864864865,1.0,0.9294451166175047,0.9998333333333334,0.7595596903428272,0.9968666666666667,0.7841969892453841,0.9980666666666669,0.9413368166013963,0.9997999999999999,0.8626647036240942,0.9981666666666668,0.7667769719606136,0.9937333333333335,0.7707163655503748,0.9972000000000001
245.0,0.5,0.25,0.46,0.9479729729729729,1.0,0.9115522192072278,1.0,0.7032233579536347,1.0,0.7710208804637216,1.0,0.9479729729729729,1.0,0.9178045655268668,1.0,0.7174929412093249,1.0,0.7472902601392443,1.0
10.0,0.5,0.25,0.03,0.934070434070434,0.63,0.8882322576492139,0.3933333333333335,0.7597062703891224,0.29046666666666665,0.6991812234672496,0.2157333333333333,0.934070434070434,0.63,0.8879591592339252,0.4138000000000001,0.6486860219432109,0.26883333333333337,0.5566313765040971,0.18396666666666678
245.0,0.5,0.25,0.36,0.93138444567016,1.0,0.9335872303408453,1.0,0.7367088702263156,0.9997666666666667,0.7961353595069091,0.9997999999999999,0.93138444567016,1.0,0.8926468277492272,1.0,0.7330352692083905,0.9997666666666666,0.760174773376657,1.0
10.0,0.5,0.25,0.13,0.9309459459459458,1.0,0.9055694338125448,0.993066666666667,0.7489856702012508,0.969966666666667,0.7924340686202317,0.9650666666666672,0.9309459459459458,1.0,0.8954764364005615,0.9900333333333338,0.7624698061829814,0.9730000000000003,0.7955532324606028,0.9571666666666667
245.0,0.5,0.25,0.26,0.9377027027027026,1.0,0.9431240191882394,1.0,0.7350355173028827,0.9996666666666666,0.7743475102895678,1.0,0.9377027027027026,1.0,0.9281307778374416,1.0,0.7187302832439479,0.9999666666666667,0.7445136104652765,0.9998999999999999
