m,p,q,delta,omni_precision_2,omni_recall_2,omni_precision_3,omni_recall_3,omni_precision_4,omni_recall_4,omni_precision_5,omni_recall_5,omni_precision_6,omni_recall_6,omni_precision_7,omni_recall_7,omni_precision_8,omni_recall_8,omni_precision_9,omni_recall_9,omni_precision_10,omni_recall_10,mase_precision_2,mase_recall_2,mase_precision_3,mase_recall_3,mase_precision_4,mase_recall_4,mase_precision_5,mase_recall_5,mase_precision_6,mase_recall_6,mase_precision_7,mase_recall_7,mase_precision_8,mase_recall_8,mase_precision_9,mase_recall_9,mase_precision_10,mase_recall_10
50.0,0.5,0.25,0.01,,0.4,,0.2927666666666667,,0.19713333333333335,,0.17119999999999996,,0.13926666666666665,,0.1144,,0.09419999999999996,,0.09430000000000001,,0.0756333333333333,,0.4,,0.2701,,0.19466666666666663,,0.1506333333333333,,0.12946666666666667,,0.10410000000000005,,0.09223333333333335,,0.09083333333333334,,0.08820000000000001
205.0,0.5,0.25,0.3,0.9379729729729729,1.0,0.9219611706625436,1.0,0.7417430874218747,0.9999666666666667,0.723379497612042,1.0,0.7002738952886388,0.9996,0.6920791628272247,0.9999000000000001,0.6655369561854637,0.9993333333333334,0.6298337141826607,0.9986666666666669,0.5941976079711432,0.9986333333333335,0.9379729729729729,1.0,0.8913362412836241,1.0,0.6963297720548443,0.9999000000000001,0.7620865963531124,0.9999666666666667,0.6843624970986096,0.9999333333333333,0.6989187646556393,0.9999000000000001,0.6753256075419192,0.9995000000000002,0.6455615312288941,0.9987000000000001,0.6281522227500016,0.9985000000000003
50.0,0.5,0.25,0.11,0.9327027027027026,1.0,0.9059573562213257,0.9994333333333333,0.7536516270957704,0.9953333333333332,0.7730522705961053,0.9925333333333336,0.7229057168067701,0.9841000000000001,0.7852360581510851,0.9767666666666664,0.7043336264000487,0.9568666666666671,0.6954160706566723,0.9472666666666667,0.6874070227648513,0.9305000000000005,0.9327027027027026,1.0,0.9100460587539829,0.9995333333333335,0.7516638191071097,0.9952666666666665,0.7611108219847539,0.9971000000000002,0.7130202573837989,0.9881000000000003,0.7401328344463092,0.9849333333333337,0.7261910493828543,0.966066666666667,0.7023514294564747,0.9457000000000001,0.6832689192091085,0.9387333333333333
205.0,0.5,0.25,0.2,0.9614864864864865,1.0,0.9254265718266962,1.0,0.7200874732295905,0.9997666666666667,0.8159407605444688,0.9999000000000001,0.7204389682638189,0.9994999999999998,0.7307191226469939,0.9989666666666668,0.6559186097570688,0.9992000000000002,0.6597403549985336,0.9978,0.6216921041221876,0.9965333333333334,0.9614864864864865,1.0,0.9186851872143612,1.0,0.7234555567102059,0.9997666666666666,0.7478392744561034,0.9996333333333334,0.690724696814943,0.9998999999999999,0.7246798246383479,0.9989666666666668,0.6835421354177815,0.9990000000000003,0.6572101354078024,0.9984000000000001,0.6075724587700556,0.9958000000000005
50.0,0.5,0.25,0.21,0.9412162162162161,1.0,0.9210864920833035,0.9999666666666667,0.7449290301073666,0.9989000000000001,0.7938367279728576,0.9979,0.6710286294708687,0.9981000000000003,0.7588983851511055,0.9963000000000002,0.6809358117879143,0.9923333333333335,0.6913296042815769,0.9898666666666669,0.6720044803258317,0.9876000000000006,0.9412162162162161,1.0,0.8894541221184674,0.9999333333333333,0.725119060241118,0.9982666666666666,0.7470253709216621,0.9993333333333334,0.7009637712576083,0.9968666666666668,0.7256480990173033,0.9978333333333338,0.6828215453515476,0.9904666666666669,0.6668255972473978,0.9883000000000002,0.6354616707404116,0.9851999999999999
205.0,0.5,0.25,0.1,0.9427027027027026,1.0,0.9465289914189091,0.9999666666666667,0.7380536551678761,0.9984333333333333,0.7874704759284376,0.9983666666666668,0.7242148170293351,0.9963000000000001,0.7312947969923914,0.996466666666667,0.7278831801729284,0.9925666666666669,0.6892900622669881,0.9891333333333336,0.6424114739933529,0.9842333333333333,0.9427027027027026,1.0,0.9333962574189062,0.9999333333333333,0.780227951619225,0.9981666666666666,0.7651853841055375,0.9987666666666667,0.6668593525278175,0.9976666666666667,0.7249219096969955,0.9961333333333334,0.6762300535507024,0.9910666666666671,0.6786641402121532,0.9901333333333335,0.6604075107922479,0.9846666666666668
50.0,0.5,0.25,0.31,0.9409459459459458,1.0,0.9594141421311284,1.0,0.7479975735580114,0.9990333333333333,0.7811171247105311,0.9997666666666666,0.6909716946455643,0.9994333333333333,0.7252066023939495,0.9994333333333333,0.7069680394845826,0.9982666666666665,0.656844277282613,0.9951000000000001,0.6466538295023042,0.9926,0.9409459459459458,1.0,0.9156616160637951,1.0,0.7431589657898938,0.9989333333333333,0.768571984166538,0.9995333333333334,0.687594358669704,0.9987999999999999,0.7204506845217113,0.9989666666666668,0.6762577862399155,0.9977666666666668,0.6615787250068478,0.9963333333333334,0.6366034570447316,0.9958666666666667
205.0,0.5,0.25,0.0,,0.04,,0.039900000000000005,,0.05826666666666667,,0.056266666666666666,,0.062299999999999994,,0.03523333333333333,,0.050366666666666664,,0.04246666666666667,,0.050333333333333334,,0.04,,0.06333333333333332,,0.056600000000000004,,0.04823333333333334,,0.04746666666666667,,0.048499999999999995,,0.035,,0.044366666666666645,,0.039533333333333316
50.0,0.5,0.25,0.41000000000000003,0.8932928847214561,1.0,0.9211272843379309,1.0,0.7581470472830542,0.9999000000000001,0.784108597684172,0.9993666666666666,0.6784894184670033,0.9987333333333334,0.7261770462266681,0.9991666666666668,0.6727069672805231,0.9980333333333334,0.6408585426640241,0.9977333333333332,0.6264242334101031,0.996266666666667,0.8932928847214561,1.0,0.8874582439545794,1.0,0.7266647695844526,0.9996333333333334,0.7285507107775987,1.0,0.6514754681300887,0.9987000000000001,0.7039874692589092,0.9992666666666667,0.657092145498742,0.9991333333333334,0.6609235609749333,0.9969333333333334,0.6297393174013803,0.996666666666667
200.0,0.5,0.25,0.41000000000000003,0.9056756756756755,1.0,0.91895756120399,1.0,0.6508065786286898,0.9998666666666667,0.7821888072303521,0.9998,0.6726095087234512,0.9999666666666667,0.7189707233903911,0.9999333333333333,0.6772596972554004,0.9995000000000002,0.6366927411151874,0.9996333333333335,0.6339459317237114,0.9996,0.9056756756756755,1.0,0.8859809552451681,1.0,0.711171756781232,0.9996,0.7330709766328997,1.0,0.6617736217336133,0.9999333333333333,0.6879091694401567,0.9998999999999999,0.6526600796142796,0.9996666666666667,0.6443453578860041,0.9996666666666668,0.6260026861613778,0.9996333333333335
55.0,0.5,0.25,0.0,,0.03,,0.04256666666666667,,0.03393333333333333,,0.04783333333333334,,0.03746666666666666,,0.04626666666666667,,0.05566666666666666,,0.04336666666666666,,0.0403,,0.03,,0.0365,,0.04123333333333333,,0.02913333333333333,,0.03463333333333333,,0.027733333333333325,,0.04163333333333332,,0.03803333333333332,,0.035933333333333345
200.0,0.5,0.25,0.31,0.9764864864864865,1.0,0.9470750885269574,1.0,0.7550112869104165,0.9994666666666666,0.7816530046794403,1.0,0.7017282021851382,0.9998666666666667,0.7321570385560381,0.9996666666666667,0.6830932424798182,0.9995333333333334,0.6477337965919492,0.9991333333333335,0.6368541136136843,0.9987666666666669,0.9764864864864865,1.0,0.9246126342237809,1.0,0.7267326920809911,1.0,0.7527897790064232,0.9998999999999999,0.6788038054456372,0.9998333333333334,0.7112712604616844,0.9999000000000001,0.6862678343465701,0.9994000000000001,0.6579696510427993,0.9986333333333336,0.6093893327916229,0.998866666666667
55.0,0.5,0.25,0.1,0.9219084390512962,1.0,0.9052566535160601,0.9995000000000002,0.7558664710030094,0.9943666666666666,0.7968183239946659,0.9915000000000004,0.7314392371823689,0.9747333333333337,0.7503416132340146,0.9774333333333337,0.7207331267909448,0.9608666666666669,0.721319962879878,0.9431000000000002,0.7153762703191339,0.9237333333333333,0.9219084390512962,1.0,0.8767555266777177,0.9996333333333333,0.782780333929214,0.9943,0.8025553148418773,0.9902000000000001,0.7273296887016564,0.9854000000000004,0.7667905697545072,0.971266666666667,0.7125279795416172,0.9572666666666673,0.7175089486309691,0.9473333333333334,0.69205536481914,0.9312333333333336
200.0,0.5,0.25,0.21,0.9294594594594594,1.0,0.9132395052363232,1.0,0.7252669568532416,0.9990666666666667,0.7659859799511696,0.9999000000000001,0.7031725888617778,0.9998,0.7244019773753729,0.9995666666666666,0.6945635891107655,0.9991000000000001,0.6543996714911634,0.998266666666667,0.6270880778106814,0.9978333333333336,0.9294594594594594,1.0,0.8930473038845059,1.0,0.7514035258573063,0.9997999999999999,0.7419828993258547,0.9999666666666667,0.69675987793154,0.9998999999999999,0.7101324141771431,0.9993333333333334,0.6605148664089598,0.9984999999999999,0.6550364865672172,0.9984000000000001,0.624433497608656,0.9971666666666669
55.0,0.5,0.25,0.2,0.9547297297297297,1.0,0.947852010924964,1.0,0.7465703485164183,0.9983000000000003,0.7715652727695392,0.9992333333333336,0.7342121930291714,0.9961000000000003,0.7364986519607458,0.996366666666667,0.6867454197725642,0.9915000000000002,0.6563247575357039,0.9861000000000001,0.6639110634782807,0.9863333333333335,0.9547297297297297,1.0,0.9212833058387605,0.9998666666666668,0.7420552456181195,0.9960333333333335,0.7659913657649815,0.9978000000000001,0.700020568976708,0.9951000000000003,0.7125065277299502,0.9962000000000003,0.6963190967448672,0.9947000000000001,0.6429551766301596,0.9887333333333338,0.6570027907078345,0.9837333333333338
200.0,0.5,0.25,0.11,0.9277027027027026,1.0,0.9121723302130965,0.9999666666666667,0.7800250039527258,0.9995666666666668,0.7846526243390689,0.9989333333333336,0.7336736245502131,0.9968000000000002,0.7519647607665766,0.9959000000000002,0.7044960768013152,0.9937000000000004,0.6808488972164795,0.9901000000000003,0.6555573207211711,0.9853333333333333,0.9277027027027026,1.0,0.9311464394092204,0.9999666666666667,0.7805929016061358,0.9976666666666667,0.779874922239644,0.9985666666666667,0.6992659679016973,0.9972666666666669,0.7426449496195378,0.997966666666667,0.6813840254623718,0.9946000000000004,0.6796127688282075,0.9902333333333337,0.6593998148727436,0.9889666666666669
55.0,0.5,0.25,0.3,0.9379729729729729,1.0,0.934132342505626,1.0,0.7462961819028782,0.9996,0.7971451741010988,0.9994333333333334,0.7130119118566774,0.9986333333333335,0.7351417822116855,0.9985,0.6848434369392724,0.9967000000000003,0.66787575250591,0.9963333333333335,0.6600161698211907,0.994766666666667,0.9379729729729729,1.0,0.896936078582774,0.9999666666666667,0.6990302298417026,0.9986333333333335,0.7366525558692519,0.9996333333333333,0.698742582896502,0.9986,0.7027615673186584,0.9994333333333334,0.6711127867960814,0.9961000000000001,0.6582384371391017,0.9967000000000001,0.6306445979860764,0.9941333333333334
200.0,0.5,0.25,0.01,,0.95,,0.7996,,0.5619000000000001,,0.4474666666666668,,0.4038333333333333,,0.3120666666666668,,0.25656666666666667,,0.24053333333333335,,0.20683333333333334,,0.95,,0.7316666666666667,,0.5711333333333336,,0.4573000000000001,,0.3712333333333334,,0.30356666666666665,,0.2723666666666667,,0.23030000000000006,0.5504712360911714,0.2071666666666667
55.0,0.5,0.25,0.4,0.9529729729729729,1.0,0.9490589477622902,0.9999666666666667,0.7394473326629702,0.9997666666666666,0.7691300846818774,0.9995666666666668,0.7129052818218071,0.9994,0.7171475347683807,0.9996,0.6607899913985615,0.9993333333333334,0.6525816920695212,0.9969666666666668,0.6500201374961945,0.9966666666666667,0.9529729729729729,1.0,0.9073213645223767,1.0,0.7393991867087361,0.9996,0.7770914594613649,0.9992333333333332,0.7216540005352702,0.9997,0.7251526612950354,0.9992333333333333,0.677684489938209,0.9986666666666665,0.6527007913040545,0.9983000000000003,0.6346529959101345,0.9972333333333335
195.0,0.5,0.25,0.42,0.9344594594594594,1.0,0.9123472407529241,1.0,0.703651537356355,0.9997333333333333,0.7741038289989381,0.9999666666666667,0.7218479204237707,0.9996333333333333,0.6804920308124476,0.9998999999999999,0.6647002518054684,0.9997666666666669,0.6522814621082615,0.9993000000000002,0.6262519849161748,0.9992000000000002,0.9344594594594594,1.0,0.8919997423910726,1.0,0.663409159826935,0.9998999999999999,0.7477086518119936,1.0,0.7049356452521457,0.9997666666666666,0.7110961858944385,0.9998999999999999,0.6894666586322353,0.9998333333333335,0.6522646315484864,0.9994999999999998,0.6008846557801868,0.9996666666666667
55.0,0.5,0.25,0.5,0.9664864864864865,1.0,0.9473998378479581,1.0,0.7521498764449868,0.9996666666666667,0.7789388512688609,0.9999666666666667,0.6958228660705668,0.9999666666666667,0.7046758287944824,0.9997999999999999,0.6578214993218766,0.9991666666666668,0.6519265675586523,0.9991333333333335,0.6138449405688433,0.997466666666667,0.9664864864864865,1.0,0.9083915501040675,1.0,0.7016044489808079,0.9997,0.7507170965117723,1.0,0.6860288766610084,0.9998666666666668,0.7090522513468928,0.9999000000000001,0.7007372173809192,0.9992666666666666,0.6550846950217206,0.9991333333333334,0.6411692643303052,0.9990000000000002
195.0,0.5,0.25,0.32,0.9262162162162162,1.0,0.9053405827415963,1.0,0.7082340188581568,0.9999333333333333,0.7687926631082245,0.9999666666666667,0.6761732782210608,0.9999333333333333,0.7059852514697808,1.0,0.6740042370491015,0.9990000000000001,0.6230879961838754,0.9993333333333336,0.6250140573867906,0.9991000000000001,0.9262162162162162,1.0,0.896919786418609,1.0,0.6999444284405866,1.0,0.7658395286767995,0.9998666666666667,0.6748863773418057,0.9996333333333334,0.6975441960464895,0.9997999999999999,0.6663220337267621,0.9993333333333334,0.6334855439455186,0.9994666666666668,0.6224090730109757,0.9993000000000002
60.0,0.5,0.25,0.09,0.9462162162162161,1.0,0.9136005659059576,0.9995000000000002,0.7993761037547351,0.9914000000000002,0.7984319726461144,0.9899333333333334,0.7377356512237891,0.9765333333333333,0.762188036134536,0.974966666666667,0.7399910369391245,0.9467333333333334,0.7165853142135914,0.9350333333333333,0.7069760003855697,0.9086000000000003,0.9462162162162161,1.0,0.9360267045064482,0.9993666666666666,0.771134472499392,0.9925333333333333,0.7869425051273119,0.9924666666666667,0.7093557442574923,0.9810333333333334,0.7194537318390366,0.9774000000000004,0.747088104403509,0.9550333333333337,0.7130491966654477,0.9382666666666666,0.7078813363453051,0.9162000000000003
195.0,0.5,0.25,0.22,0.9444594594594594,1.0,0.9330593899490165,1.0,0.7586766965834896,0.9997666666666667,0.7987652652243427,0.9994666666666667,0.7047756957487498,0.9998666666666667,0.7341819344993687,0.9991666666666668,0.6630798398093394,0.9989333333333333,0.6559495533380928,0.9979,0.6517612195363292,0.9968,0.9444594594594594,1.0,0.922235712600282,1.0,0.7434809471772807,0.9999000000000001,0.7847047749055008,0.9998999999999999,0.6744527405510462,0.9997,0.7252407970888377,0.9995666666666666,0.6917987239220018,0.9988333333333336,0.6597229717398531,0.9978,0.6398228344956497,0.9977999999999999
60.0,0.5,0.25,0.19,0.9321787093215664,1.0,0.9104497666819649,0.9999333333333333,0.7110388079902008,0.9981,0.7788746347645068,0.9990666666666668,0.6868087525665523,0.9964333333333336,0.7290646377325422,0.9947000000000004,0.7001128337187165,0.9906000000000005,0.6831883222984878,0.9886666666666675,0.6452303616376358,0.9841000000000005,0.9321787093215664,1.0,0.9064823459379687,0.9998333333333335,0.7073914064453113,0.9979,0.7844978648606172,0.9979000000000002,0.7036463049753506,0.9942000000000002,0.7306717326650702,0.9961333333333335,0.6892940324871725,0.9946666666666671,0.6578770146544861,0.9897333333333336,0.6433573577427084,0.9863000000000004
195.0,0.5,0.25,0.12,0.9444594594594594,1.0,0.944484954426149,0.9998666666666668,0.7603715718223242,0.9975333333333335,0.7655767602336897,0.9994000000000001,0.6934822431636755,0.9977333333333336,0.7053818607855287,0.9973333333333335,0.6998231076855815,0.9952000000000005,0.6836059173372463,0.9912666666666671,0.6471198736887955,0.9899000000000002,0.9444594594594594,1.0,0.9111977896667709,0.9998333333333335,0.7488237156845955,0.9986333333333335,0.7860349236497884,0.9995000000000002,0.7268309322887876,0.9948666666666669,0.7217874950398775,0.9954333333333338,0.6782143612791542,0.9942666666666671,0.6708751054171397,0.9923333333333335,0.6477183242031939,0.9890000000000001
60.0,0.5,0.25,0.29,0.9629729729729729,1.0,0.9432598849114504,1.0,0.728625629743945,0.9995,0.7975541979471479,0.9996666666666667,0.6946828596607629,0.9985333333333335,0.7467637216488915,0.9988666666666667,0.6860494782778218,0.9963000000000001,0.6767602025603071,0.9960333333333331,0.6218861136817558,0.9937333333333334,0.9629729729729729,1.0,0.9312207805444097,1.0,0.7654955462037987,0.9995,0.7615327675868379,0.9999333333333333,0.6913597073355305,0.9987333333333334,0.7419435426553229,0.9992,0.6963693300381627,0.9975000000000002,0.6548654129250367,0.9973666666666671,0.6190229489632935,0.9952666666666672
195.0,0.5,0.25,0.02,0.9293574186431328,1.0,0.9168026252797972,0.9791333333333331,0.8323344068832551,0.9218000000000001,0.8332894479230346,0.8846333333333335,0.7823403584690881,0.7771666666666667,0.8142225091623113,0.7232333333333335,0.7539304826201153,0.6365999999999999,0.7357826097391237,0.5861666666666667,0.7086770468963359,0.5108,0.9293574186431328,1.0,0.9009631475862392,0.9656666666666669,0.8267877502220423,0.9238666666666667,0.815952887997954,0.8789000000000002,0.7554709471584233,0.7741333333333331,0.7699382132896484,0.7158000000000002,0.7600668495346835,0.6391999999999998,0.7059158718241015,0.5384000000000002,0.6996449561322374,0.5089333333333336
60.0,0.5,0.25,0.39,0.9494594594594594,1.0,0.9090099148183777,1.0,0.7080685419218158,0.9999666666666667,0.7582135076493334,0.9995666666666668,0.7049363034707871,0.9988333333333332,0.7308231777773408,0.9992000000000002,0.672297369035963,0.9980666666666665,0.6525607756127135,0.9978666666666669,0.6438173474174836,0.9972333333333334,0.9494594594594594,1.0,0.8714365875192783,1.0,0.6940409242827815,0.9998,0.7365225161257645,0.9998666666666668,0.6801470757826646,0.9997666666666667,0.7299711821158462,0.9996333333333333,0.6599511001243146,0.9985333333333333,0.6529156031525379,0.9982333333333335,0.6445751264868023,0.9976666666666668
190.0,0.5,0.25,0.43,0.9647297297297297,1.0,0.9440427608333877,1.0,0.7184143673952476,1.0,0.7522336492343297,0.9999666666666667,0.6860383140657291,0.9998,0.7304534626882466,0.9999666666666667,0.6702053967335222,0.9996666666666667,0.6408682453195464,0.9991666666666668,0.6260921190113811,0.999366666666667,0.9647297297297297,1.0,0.9341502264731905,1.0,0.7266526570742389,0.9999666666666667,0.7741838970610765,0.9999000000000001,0.6813407048373266,0.9999666666666667,0.7221414763627827,0.9998666666666667,0.6775930110863001,0.9998333333333335,0.6706605604506026,0.9995000000000002,0.6292660762113277,0.9996333333333335
60.0,0.5,0.25,0.49,0.9304219525648096,1.0,0.8902248235006317,1.0,0.7242470386253709,0.9997666666666666,0.712757066479196,0.9998999999999999,0.6892205026494577,0.9997,0.7184211013784229,0.9997999999999999,0.653113514804741,0.9988999999999999,0.6603362069936288,0.9988666666666668,0.6221565536580713,0.9987666666666669,0.9304219525648096,1.0,0.8665878720651893,1.0,0.722420079604031,0.9999666666666667,0.7339976413458074,1.0,0.710309377398845,1.0,0.7031976753207446,0.9999333333333333,0.6903327301987526,0.9994666666666666,0.6455265202378118,0.9991333333333334,0.6446891817645846,0.9989000000000001
190.0,0.5,0.25,0.33,0.9647297297297297,1.0,0.9388470011880453,1.0,0.7579652117431693,0.9996333333333333,0.7563965368598257,0.9998999999999999,0.6895768611191623,0.9998666666666668,0.7420350059121696,0.9999000000000001,0.6848366018826488,0.9998000000000001,0.6768341595625786,0.9989000000000003,0.6401063747498388,0.9992666666666669,0.9647297297297297,1.0,0.9137293392487856,1.0,0.7557307060980365,0.9998,0.7860329487239389,1.0,0.7015299342574974,0.9999666666666667,0.7319095825901697,0.9998999999999999,0.6838870180337153,0.9993333333333334,0.6368851518940601,0.9992333333333334,0.630597982847256,0.9987333333333338
65.0,0.5,0.25,0.08,0.9689354660783231,1.0,0.9296058096194625,0.9995,0.7592375122104762,0.9928,0.7879083824335111,0.9853333333333337,0.7482323244136856,0.9685333333333338,0.7409837513771217,0.962933333333334,0.7433552270165568,0.9389333333333332,0.7147068961545598,0.9341666666666667,0.7055769403476976,0.8876333333333334,0.9689354660783231,1.0,0.9168257331570264,0.9982000000000001,0.7782500941575613,0.9885999999999998,0.7959292344330241,0.9873333333333335,0.7399296687457436,0.9691666666666667,0.7608396219768503,0.964166666666667,0.7404015715412473,0.9365000000000003,0.7052822391058498,0.9156333333333339,0.703941125032008,0.8878999999999999
190.0,0.5,0.25,0.23,0.9362162162162161,1.0,0.9243780718703867,1.0,0.7501220934880556,0.9991666666666665,0.7526789309325879,0.9998666666666667,0.7076971362558794,0.9995666666666666,0.7301411787355231,0.9991999999999999,0.6694456083682209,0.998633333333333,0.6636407691636073,0.9979333333333336,0.6223656669650891,0.9980000000000002,0.9362162162162161,1.0,0.9234509976000984,1.0,0.7022816240787315,0.9999666666666667,0.7557503490656591,0.9999000000000001,0.6950224154468253,0.9991333333333333,0.7198866185339999,0.9999333333333333,0.6675489544965558,0.9986333333333335,0.6584160967901752,0.9982666666666669,0.6240304346141601,0.998466666666667
65.0,0.5,0.25,0.18,0.9529729729729729,1.0,0.9489247813162618,0.9998666666666668,0.7622416025903417,0.9957666666666668,0.8104824144624564,0.9995666666666668,0.6952561027514235,0.996566666666667,0.764626320956996,0.9954000000000001,0.7054415464185196,0.9924333333333334,0.6962105013948768,0.9886000000000004,0.6630457008753097,0.9808333333333337,0.9529729729729729,1.0,0.9325350876398761,1.0,0.7298809727540303,0.9979333333333333,0.7789080459707296,0.9989333333333335,0.7274189821495288,0.9960000000000001,0.7233103280388096,0.9974000000000005,0.7029038908193372,0.9938666666666672,0.6565477237088502,0.9904333333333335,0.673653486891869,0.9852000000000004
190.0,0.5,0.25,0.13,0.9327027027027026,1.0,0.911556790028481,1.0,0.7206946073275751,0.9982333333333334,0.7675491582797231,0.9978333333333335,0.7148177369215051,0.9987666666666667,0.733720709428096,0.9970333333333339,0.6914245678658787,0.995266666666667,0.6439688143431838,0.9942000000000003,0.6607774719839509,0.990766666666667,0.9327027027027026,1.0,0.9278960686600222,1.0,0.7399694914646127,0.9993666666666666,0.7637111492196565,0.9989666666666669,0.6878675081324718,0.9961666666666666,0.7542987806702629,0.9980333333333335,0.6718362889218548,0.9958666666666671,0.6622348400671395,0.9923666666666671,0.6395791745908019,0.9908666666666675
65.0,0.5,0.25,0.28,0.9429729729729729,1.0,0.916304414957279,1.0,0.740183474801607,0.9996333333333334,0.7674432322493239,0.9999666666666667,0.6962848568003112,0.9986,0.6924290083178206,0.9977000000000001,0.6925250780436333,0.9965666666666668,0.6884491876168386,0.9954666666666669,0.6189473035221295,0.9940333333333338,0.9429729729729729,1.0,0.8777910904936771,1.0,0.7403707416564416,0.9983333333333334,0.7666739389988482,0.9988333333333332,0.6847751924529993,0.998,0.7211070635579762,0.9985666666666667,0.6783603905045678,0.9974666666666665,0.6609694116485367,0.9962333333333333,0.6451167159277007,0.9938666666666667
190.0,0.5,0.25,0.03,0.9362162162162161,1.0,0.924066306761382,0.9928000000000003,0.8188591921212266,0.9665000000000002,0.8033899734086836,0.9497666666666672,0.7830963363856785,0.9087666666666665,0.7969349623811081,0.8709666666666669,0.7522594906494113,0.8208666666666669,0.7672642474509356,0.798566666666667,0.7293763098402577,0.7525999999999997,0.9362162162162161,1.0,0.9148404358500192,0.993266666666667,0.782020337519823,0.9728000000000001,0.7888698181739011,0.9604333333333333,0.7500992098688728,0.9169333333333337,0.7840406104799036,0.8930333333333336,0.75254518639283,0.8110999999999997,0.730774964603906,0.7592333333333333,0.7252250072591387,0.7399333333333336
65.0,0.5,0.25,0.38,0.9621787093215665,1.0,0.9306122631419632,1.0,0.7236461452485883,0.9998999999999999,0.75850299028635,0.9999000000000001,0.6684089635166934,0.9994000000000001,0.733067852526992,0.9999000000000001,0.6840561532249358,0.9983,0.656835640216904,0.9981,0.6213783962284265,0.9976,0.9621787093215665,1.0,0.8925523982643041,1.0,0.7441020594808775,0.9998,0.7356436988783216,1.0,0.6807083693467733,0.9987666666666668,0.7034971491491708,0.9997333333333335,0.676973651123093,0.9987666666666667,0.6286756452348592,0.9971999999999999,0.618532209466778,0.9974000000000004
185.0,0.5,0.25,0.44,0.9564864864864865,1.0,0.9165470728895293,1.0,0.7043093439701026,1.0,0.7787552697808173,1.0,0.6984006057409967,0.9998,0.7527503820598358,0.9999666666666667,0.6750370150811752,0.9999333333333333,0.6483793464576263,0.9994666666666667,0.6092542129186052,0.9994666666666668,0.9564864864864865,1.0,0.8773563782677891,1.0,0.7108209893785365,1.0,0.7608366093083725,1.0,0.7199392646753101,1.0,0.7501815058635972,0.9997666666666666,0.6781536429865129,0.9996,0.6308916018716304,0.9996,0.6502667369296945,0.9995666666666668
65.0,0.5,0.25,0.48,0.9629729729729729,1.0,0.8945215961069422,1.0,0.7199534022383055,0.9999000000000001,0.7385062440443457,0.9999000000000001,0.6914555333194632,0.9999666666666667,0.7466252907376268,0.9998333333333334,0.668103910493164,0.9988000000000002,0.6357904385050845,0.9988666666666667,0.6393991554188304,0.9983666666666667,0.9629729729729729,1.0,0.918490407072903,1.0,0.6995228412207052,1.0,0.7430080946552121,1.0,0.6959101552547611,0.9996666666666667,0.72796830511226,1.0,0.6856091195205,0.9991666666666668,0.6737643418751327,0.9995333333333336,0.6475915221121155,0.998866666666667
185.0,0.5,0.25,0.34,0.9579729729729729,1.0,0.9407480965473408,1.0,0.7395681562103976,1.0,0.7579376254294212,1.0,0.7034106088265202,0.9995,0.7331993724234829,0.9997666666666667,0.6766873493136966,0.9995,0.6414408018278758,0.9993000000000003,0.6133999072741428,0.9989666666666669,0.9579729729729729,1.0,0.9012198861087249,1.0,0.7355137423028686,0.9995999999999999,0.775524953786585,0.9999666666666667,0.6931643789482763,0.9999000000000001,0.7172829653542478,0.9998666666666667,0.6944429769691044,0.9991333333333334,0.6368038051137682,0.9993333333333335,0.6058330004319662,0.9988000000000004
70.0,0.5,0.25,0.07,0.9412162162162161,1.0,0.9355437910963917,0.9983,0.792757379080389,0.9831333333333334,0.8054320588740446,0.9790666666666668,0.7314960010864914,0.9638000000000001,0.7911444342283077,0.9553666666666668,0.7303302300152866,0.9221333333333331,0.7341567391768115,0.8925333333333332,0.7165413885135563,0.8700333333333334,0.9412162162162161,1.0,0.9304938397607897,0.9982333333333335,0.7515075436651457,0.9888666666666669,0.7751713010992448,0.9830333333333335,0.7743569013419903,0.9637,0.7721240710509266,0.9548333333333338,0.7427836554484963,0.9194333333333339,0.7222003623711314,0.8975666666666671,0.7130437055904961,0.8728333333333331
185.0,0.5,0.25,0.24,0.9351516822945394,1.0,0.947157994621307,1.0,0.6782141669015825,0.9999666666666667,0.7494207894058388,0.9999666666666667,0.6631690203788208,0.9996666666666667,0.7143576329785901,0.9988666666666667,0.6636332415418867,0.9992666666666666,0.6586942631107453,0.9984333333333336,0.648245868272738,0.9976333333333333,0.9351516822945394,1.0,0.8997786342069141,1.0,0.7317184315471637,0.9995666666666666,0.7198308318610296,0.9998999999999999,0.699024178032523,0.9996666666666668,0.7180281850602148,0.9997333333333333,0.6675375734502275,0.9992,0.646281337930903,0.9987333333333335,0.6101881257771357,0.9979
70.0,0.5,0.25,0.17,0.9427027027027026,1.0,0.922984891531072,0.9998333333333334,0.7489855308690702,0.9980333333333334,0.7676814883922602,0.9987333333333335,0.7229697549411328,0.9956666666666669,0.7680788725717089,0.995666666666667,0.706472038645219,0.9924333333333334,0.6932717759559687,0.9886000000000006,0.6452777949279499,0.9837000000000004,0.9427027027027026,1.0,0.9294555241366712,0.9998666666666667,0.7313975774165539,0.9990000000000001,0.7614596681711696,0.9995666666666666,0.7110034385825266,0.9956333333333335,0.7244212257535183,0.9960666666666669,0.6901334755867649,0.9933666666666671,0.6862077820579019,0.9871333333333335,0.6343995678022937,0.9832000000000002
