m,p,q,delta,prec,recall
15.0,0.5,0.5,0.02,0.8520270270270269,0.56
15.0,0.5,0.5,0.03,0.94015444015444,0.82
15.0,0.5,0.5,0.04,0.9562162162162161,1.0
15.0,0.5,0.5,0.05,0.9697297297297297,1.0
15.0,0.5,0.5,0.06,0.9429729729729729,1.0
15.0,0.5,0.5,0.07,0.9404219525648096,1.0
15.0,0.5,0.5,0.08,0.9614864864864865,1.0
15.0,0.5,0.5,0.09,0.9462162162162161,1.0
15.0,0.5,0.5,0.1,0.9747297297297297,1.0
15.0,0.5,0.5,0.11,0.9764864864864865,1.0
15.0,0.5,0.5,0.12,0.9259459459459458,1.0
15.0,0.5,0.5,0.13,0.9564864864864865,1.0
15.0,0.5,0.5,0.14,0.9454219525648097,1.0
15.0,0.5,0.5,0.15,0.9414864864864865,1.0
15.0,0.5,0.5,0.16,0.9412162162162161,1.0
15.0,0.5,0.5,0.17,0.9371787093215664,1.0
15.0,0.5,0.5,0.18,0.9589354660783233,1.0
15.0,0.5,0.5,0.19,0.9529729729729729,1.0
15.0,0.5,0.5,0.2,0.9362162162162161,1.0
15.0,0.5,0.5,0.21,0.9227027027027026,1.0
15.0,0.5,0.5,0.22,0.9194594594594594,1.0
15.0,0.5,0.5,0.23,0.924189189189189,1.0
15.0,0.5,0.5,0.24,0.9479729729729729,1.0
15.0,0.5,0.5,0.25,0.9429729729729729,1.0
15.0,0.5,0.5,0.26,0.9377027027027026,1.0
15.0,0.5,0.5,0.27,0.9732432432432432,1.0
15.0,0.5,0.5,0.28,0.9344594594594594,1.0
15.0,0.5,0.5,0.29,0.8966381687810258,1.0
15.0,0.5,0.5,0.3,0.9286651958080528,1.0
15.0,0.5,0.5,0.31,0.9429729729729729,1.0
15.0,0.5,0.5,0.32,0.9379729729729729,1.0
15.0,0.5,0.5,0.33,0.9244594594594594,1.0
15.0,0.5,0.5,0.34,0.9562162162162161,1.0
15.0,0.5,0.5,0.35000000000000003,0.9479729729729729,1.0
15.0,0.5,0.5,0.36,0.9319084390512962,1.0
15.0,0.5,0.5,0.37,0.9362162162162161,1.0
15.0,0.5,0.5,0.38,0.9512162162162161,1.0
15.0,0.5,0.5,0.39,0.9277027027027026,1.0
15.0,0.5,0.5,0.4,0.9312162162162161,1.0
15.0,0.5,0.5,0.41000000000000003,0.9279729729729729,1.0
15.0,0.5,0.5,0.42,0.9606922228350799,1.0
15.0,0.5,0.5,0.43,0.9444594594594594,1.0
15.0,0.5,0.5,0.44,0.9379729729729729,1.0
15.0,0.5,0.5,0.45,0.9277027027027026,1.0
15.0,0.5,0.5,0.46,0.9294594594594594,1.0
15.0,0.5,0.5,0.47000000000000003,0.9386651958080529,1.0
15.0,0.5,0.5,0.48,0.9179729729729729,1.0
15.0,0.5,0.5,0.49,0.9279729729729729,1.0
15.0,0.5,0.5,0.5,0.9486651958080529,1.0
20.0,0.5,0.5,0.0,0.13333333333333333,0.02
20.0,0.5,0.5,0.01,0.7716216216216216,0.25
20.0,0.5,0.5,0.02,0.9150943396226415,0.5
20.0,0.5,0.5,0.03,0.9373329373329372,0.91
20.0,0.5,0.5,0.04,0.9027027027027026,1.0
20.0,0.5,0.5,0.05,0.934189189189189,1.0
20.0,0.5,0.5,0.06,0.9714864864864865,1.0
20.0,0.5,0.5,0.07,0.9379729729729729,1.0
20.0,0.5,0.5,0.08,0.9412162162162161,1.0
20.0,0.5,0.5,0.09,0.9486651958080529,1.0
20.0,0.5,0.5,0.1,0.9529729729729729,1.0
20.0,0.5,0.5,0.11,0.9301516822945394,1.0
20.0,0.5,0.5,0.12,0.9639354660783233,1.0
20.0,0.5,0.5,0.13,0.9286651958080528,1.0
20.0,0.5,0.5,0.14,0.9394594594594594,1.0
20.0,0.5,0.5,0.15,0.9479729729729729,1.0
20.0,0.5,0.5,0.16,0.904881412024269,1.0
20.0,0.5,0.5,0.17,0.9194594594594594,1.0
20.0,0.5,0.5,0.18,0.9344594594594594,1.0
20.0,0.5,0.5,0.19,0.9497297297297297,1.0
20.0,0.5,0.5,0.2,0.9697297297297297,1.0
20.0,0.5,0.5,0.21,0.9247297297297297,1.0
20.0,0.5,0.5,0.22,0.924189189189189,1.0
20.0,0.5,0.5,0.23,0.9521787093215665,1.0
20.0,0.5,0.5,0.24,0.9241891891891892,1.0
20.0,0.5,0.5,0.25,0.9664864864864865,1.0
20.0,0.5,0.5,0.26,0.9454219525648097,1.0
20.0,0.5,0.5,0.27,0.9377027027027026,1.0
20.0,0.5,0.5,0.28,0.9664864864864865,1.0
20.0,0.5,0.5,0.29,0.9429729729729729,1.0
20.0,0.5,0.5,0.3,0.9512162162162161,1.0
20.0,0.5,0.5,0.31,0.9224324324324322,1.0
20.0,0.5,0.5,0.32,0.9547297297297297,1.0
20.0,0.5,0.5,0.33,0.9697297297297297,1.0
20.0,0.5,0.5,0.34,0.9479729729729729,1.0
20.0,0.5,0.5,0.35000000000000003,0.9747297297297297,1.0
20.0,0.5,0.5,0.36,0.9312162162162161,1.0
20.0,0.5,0.5,0.37,0.9277027027027026,1.0
20.0,0.5,0.5,0.38,0.9119084390512961,1.0
20.0,0.5,0.5,0.39,0.9394594594594594,1.0
20.0,0.5,0.5,0.4,0.9040871483728625,1.0
20.0,0.5,0.5,0.41000000000000003,0.9697297297297297,1.0
20.0,0.5,0.5,0.42,0.9597297297297297,1.0
20.0,0.5,0.5,0.43,0.9782432432432432,1.0
20.0,0.5,0.5,0.44,0.9697297297297297,1.0
20.0,0.5,0.5,0.45,0.9404219525648096,1.0
20.0,0.5,0.5,0.46,0.9481412024269167,1.0
20.0,0.5,0.5,0.47000000000000003,0.9621787093215665,1.0
20.0,0.5,0.5,0.48,0.9462162162162161,1.0
20.0,0.5,0.5,0.49,0.9562162162162161,1.0
20.0,0.5,0.5,0.5,0.8891891891891891,1.0
25.0,0.5,0.5,0.0,0.2777777777777778,0.05
25.0,0.5,0.5,0.01,0.6964285714285714,0.21
25.0,0.5,0.5,0.02,0.9089089089089089,0.79
25.0,0.5,0.5,0.03,0.9220483641536272,0.95
25.0,0.5,0.5,0.04,0.9462162162162161,1.0
25.0,0.5,0.5,0.05,0.9512162162162161,1.0
25.0,0.5,0.5,0.06,0.9362162162162161,1.0
25.0,0.5,0.5,0.07,0.9444594594594594,1.0
25.0,0.5,0.5,0.08,0.9227027027027026,1.0
25.0,0.5,0.5,0.09,0.9679729729729729,1.0
25.0,0.5,0.5,0.1,0.9496276889134032,1.0
25.0,0.5,0.5,0.11,0.9311141753998896,1.0
25.0,0.5,0.5,0.12,0.9471787093215664,1.0
25.0,0.5,0.5,0.13,0.9547297297297297,1.0
25.0,0.5,0.5,0.14,0.9562162162162161,1.0
25.0,0.5,0.5,0.15,0.9497297297297297,1.0
25.0,0.5,0.5,0.16,0.9336651958080529,1.0
25.0,0.5,0.5,0.17,0.9124324324324323,1.0
25.0,0.5,0.5,0.18,0.9732432432432432,1.0
25.0,0.5,0.5,0.19,0.9529729729729729,1.0
25.0,0.5,0.5,0.2,0.9629729729729729,1.0
25.0,0.5,0.5,0.21,0.9344594594594594,1.0
25.0,0.5,0.5,0.22,0.9479729729729729,1.0
25.0,0.5,0.5,0.23,0.9647297297297297,1.0
25.0,0.5,0.5,0.24,0.9764864864864865,1.0
25.0,0.5,0.5,0.25,0.9277027027027026,1.0
25.0,0.5,0.5,0.26,0.9294594594594594,1.0
25.0,0.5,0.5,0.27,0.9462162162162161,1.0
25.0,0.5,0.5,0.28,0.9594594594594593,1.0
25.0,0.5,0.5,0.29,0.9362162162162161,1.0
25.0,0.5,0.5,0.3,0.9832432432432432,1.0
25.0,0.5,0.5,0.31,0.9529729729729729,1.0
25.0,0.5,0.5,0.32,0.9377027027027026,1.0
25.0,0.5,0.5,0.33,0.9689354660783231,1.0
25.0,0.5,0.5,0.34,0.9186651958080528,1.0
25.0,0.5,0.5,0.35000000000000003,0.9714864864864865,1.0
25.0,0.5,0.5,0.36,0.9479729729729729,1.0
25.0,0.5,0.5,0.37,0.9471787093215664,1.0
25.0,0.5,0.5,0.38,0.9436651958080529,1.0
25.0,0.5,0.5,0.39,0.9219084390512962,1.0
25.0,0.5,0.5,0.4,0.9404219525648096,1.0
25.0,0.5,0.5,0.41000000000000003,0.9647297297297297,1.0
25.0,0.5,0.5,0.42,0.9664864864864865,1.0
25.0,0.5,0.5,0.43,0.9106756756756755,1.0
25.0,0.5,0.5,0.44,0.9209459459459458,1.0
25.0,0.5,0.5,0.45,0.8906756756756755,1.0
25.0,0.5,0.5,0.46,0.9514864864864865,1.0
25.0,0.5,0.5,0.47000000000000003,0.9764864864864865,1.0
25.0,0.5,0.5,0.48,0.9544594594594593,1.0
25.0,0.5,0.5,0.49,0.9629729729729729,1.0
25.0,0.5,0.5,0.5,0.9714864864864865,1.0
30.0,0.5,0.5,0.0,0.2222222222222222,0.02
30.0,0.5,0.5,0.01,0.7742448330683624,0.27
30.0,0.5,0.5,0.02,0.9456316781898177,0.84
30.0,0.5,0.5,0.03,0.9640099282956426,0.97
30.0,0.5,0.5,0.04,0.9621787093215665,1.0
30.0,0.5,0.5,0.05,0.9429729729729729,1.0
30.0,0.5,0.5,0.06,0.9447297297297297,1.0
30.0,0.5,0.5,0.07,0.9629729729729729,1.0
30.0,0.5,0.5,0.08,0.9462162162162161,1.0
30.0,0.5,0.5,0.09,0.9462162162162161,1.0
30.0,0.5,0.5,0.1,0.9714864864864865,1.0
30.0,0.5,0.5,0.11,0.9294594594594594,1.0
30.0,0.5,0.5,0.12,0.9209459459459458,1.0
30.0,0.5,0.5,0.13,0.9496276889134032,1.0
30.0,0.5,0.5,0.14,0.9154219525648096,1.0
30.0,0.5,0.5,0.15,0.9579729729729729,1.0
30.0,0.5,0.5,0.16,0.9229729729729729,1.0
30.0,0.5,0.5,0.17,0.9347297297297297,1.0
30.0,0.5,0.5,0.18,0.9529729729729729,1.0
30.0,0.5,0.5,0.19,0.9444594594594594,1.0
30.0,0.5,0.5,0.2,0.9714864864864865,1.0
30.0,0.5,0.5,0.21,0.9394594594594594,1.0
30.0,0.5,0.5,0.22,0.9464864864864865,1.0
30.0,0.5,0.5,0.23,0.9447297297297297,1.0
30.0,0.5,0.5,0.24,0.9429729729729729,1.0
30.0,0.5,0.5,0.25,0.9647297297297297,1.0
30.0,0.5,0.5,0.26,0.9327027027027026,1.0
30.0,0.5,0.5,0.27,0.8974324324324323,1.0
30.0,0.5,0.5,0.28,0.9329729729729729,1.0
30.0,0.5,0.5,0.29,0.9412162162162161,1.0
30.0,0.5,0.5,0.3,0.9219084390512962,1.0
30.0,0.5,0.5,0.31,0.9239354660783232,1.0
30.0,0.5,0.5,0.32,0.9394594594594594,1.0
30.0,0.5,0.5,0.33,0.9429729729729729,1.0
30.0,0.5,0.5,0.34,0.9312162162162161,1.0
30.0,0.5,0.5,0.35000000000000003,0.9412162162162161,1.0
30.0,0.5,0.5,0.36,0.909189189189189,1.0
30.0,0.5,0.5,0.37,0.9327027027027026,1.0
30.0,0.5,0.5,0.38,0.9447297297297297,1.0
30.0,0.5,0.5,0.39,0.9444594594594594,1.0
30.0,0.5,0.5,0.4,0.9614864864864865,1.0
30.0,0.5,0.5,0.41000000000000003,0.9174324324324323,1.0
30.0,0.5,0.5,0.42,0.9539354660783232,1.0
30.0,0.5,0.5,0.43,0.9697297297297297,1.0
30.0,0.5,0.5,0.44,0.9319084390512962,1.0
30.0,0.5,0.5,0.45,0.9354219525648096,1.0
30.0,0.5,0.5,0.46,0.9277027027027026,1.0
30.0,0.5,0.5,0.47000000000000003,0.9647297297297297,1.0
30.0,0.5,0.5,0.48,0.9514864864864865,1.0
30.0,0.5,0.5,0.49,0.9462162162162161,1.0
30.0,0.5,0.5,0.5,0.9697297297297297,1.0
35.0,0.5,0.5,0.0,0.5,0.05
35.0,0.5,0.5,0.01,0.7469287469287469,0.27
35.0,0.5,0.5,0.02,0.9732800982800982,0.88
35.0,0.5,0.5,0.03,0.9319084390512962,1.0
35.0,0.5,0.5,0.04,0.9629729729729729,1.0
35.0,0.5,0.5,0.05,0.9219084390512962,1.0
35.0,0.5,0.5,0.06,0.9109459459459458,1.0
35.0,0.5,0.5,0.07,0.8998814120242691,1.0
35.0,0.5,0.5,0.08,0.9682432432432432,1.0
35.0,0.5,0.5,0.09,0.9597297297297297,1.0
35.0,0.5,0.5,0.1,0.9069084390512961,1.0
35.0,0.5,0.5,0.11,0.9194594594594594,1.0
35.0,0.5,0.5,0.12,0.9394594594594594,1.0
35.0,0.5,0.5,0.13,0.9547297297297297,1.0
35.0,0.5,0.5,0.14,0.9579729729729729,1.0
35.0,0.5,0.5,0.15,0.9201516822945394,1.0
35.0,0.5,0.5,0.16,0.9579729729729729,1.0
35.0,0.5,0.5,0.17,0.9562162162162161,1.0
35.0,0.5,0.5,0.18,0.9359459459459458,1.0
35.0,0.5,0.5,0.19,0.919189189189189,1.0
35.0,0.5,0.5,0.2,0.9529729729729729,1.0
35.0,0.5,0.5,0.21,0.9359459459459458,1.0
35.0,0.5,0.5,0.22,0.914189189189189,1.0
35.0,0.5,0.5,0.23,0.9529729729729729,1.0
35.0,0.5,0.5,0.24,0.9412162162162161,1.0
35.0,0.5,0.5,0.25,0.9309459459459458,1.0
35.0,0.5,0.5,0.26,0.914189189189189,1.0
35.0,0.5,0.5,0.27,0.9562162162162161,1.0
35.0,0.5,0.5,0.28,0.9529729729729729,1.0
35.0,0.5,0.5,0.29,0.9261141753998896,1.0
35.0,0.5,0.5,0.3,0.9429729729729729,1.0
35.0,0.5,0.5,0.31,0.9462162162162161,1.0
35.0,0.5,0.5,0.32,0.9344594594594594,1.0
35.0,0.5,0.5,0.33,0.9447297297297297,1.0
35.0,0.5,0.5,0.34,0.9444594594594594,1.0
35.0,0.5,0.5,0.35000000000000003,0.9312162162162161,1.0
35.0,0.5,0.5,0.36,0.9386651958080529,1.0
35.0,0.5,0.5,0.37,0.9312162162162161,1.0
35.0,0.5,0.5,0.38,0.9279729729729729,1.0
35.0,0.5,0.5,0.39,0.9664864864864865,1.0
35.0,0.5,0.5,0.4,0.9244594594594594,1.0
35.0,0.5,0.5,0.41000000000000003,0.9354219525648096,1.0
35.0,0.5,0.5,0.42,0.9629729729729729,1.0
35.0,0.5,0.5,0.43,0.8958439051296193,1.0
35.0,0.5,0.5,0.44,0.9486651958080529,1.0
35.0,0.5,0.5,0.45,0.9547297297297297,1.0
35.0,0.5,0.5,0.46,0.9369084390512961,1.0
35.0,0.5,0.5,0.47000000000000003,0.9259459459459458,1.0
35.0,0.5,0.5,0.48,0.8939189189189187,1.0
35.0,0.5,0.5,0.49,0.9462162162162161,1.0
35.0,0.5,0.5,0.5,0.9489354660783232,1.0
40.0,0.5,0.5,0.0,0.3333333333333333,0.05
40.0,0.5,0.5,0.01,0.8226863226863226,0.3
40.0,0.5,0.5,0.02,0.9401988195091643,0.87
40.0,0.5,0.5,0.03,0.9259459459459458,1.0
40.0,0.5,0.5,0.04,0.9504219525648097,1.0
40.0,0.5,0.5,0.05,0.9497297297297297,1.0
40.0,0.5,0.5,0.06,0.9479729729729729,1.0
40.0,0.5,0.5,0.07,0.9647297297297297,1.0
40.0,0.5,0.5,0.08,0.9397297297297297,1.0
40.0,0.5,0.5,0.09,0.9169084390512962,1.0
40.0,0.5,0.5,0.1,0.9504219525648097,1.0
40.0,0.5,0.5,0.11,0.9562162162162161,1.0
40.0,0.5,0.5,0.12,0.9614864864864865,1.0
40.0,0.5,0.5,0.13,0.9124324324324323,1.0
40.0,0.5,0.5,0.14,0.9614864864864865,1.0
40.0,0.5,0.5,0.15,0.9732432432432432,1.0
40.0,0.5,0.5,0.16,0.9236651958080528,1.0
40.0,0.5,0.5,0.17,0.9454219525648097,1.0
40.0,0.5,0.5,0.18,0.9614864864864865,1.0
40.0,0.5,0.5,0.19,0.9362162162162161,1.0
40.0,0.5,0.5,0.2,0.9294594594594594,1.0
40.0,0.5,0.5,0.21,0.9414864864864865,1.0
40.0,0.5,0.5,0.22,0.9294594594594594,1.0
40.0,0.5,0.5,0.23,0.9614864864864865,1.0
40.0,0.5,0.5,0.24,0.9471787093215664,1.0
40.0,0.5,0.5,0.25,0.9429729729729729,1.0
40.0,0.5,0.5,0.26,0.9378709321566464,1.0
40.0,0.5,0.5,0.27,0.9614864864864865,1.0
40.0,0.5,0.5,0.28,0.9471787093215664,1.0
40.0,0.5,0.5,0.29,0.9444594594594594,1.0
40.0,0.5,0.5,0.3,0.9504219525648097,1.0
40.0,0.5,0.5,0.31,0.9309459459459458,1.0
40.0,0.5,0.5,0.32,0.9119084390512961,1.0
40.0,0.5,0.5,0.33,0.9512162162162161,1.0
40.0,0.5,0.5,0.34,0.9679729729729729,1.0
40.0,0.5,0.5,0.35000000000000003,0.9262162162162162,1.0
40.0,0.5,0.5,0.36,0.9462162162162161,1.0
40.0,0.5,0.5,0.37,0.9529729729729729,1.0
40.0,0.5,0.5,0.38,0.9544594594594593,1.0
40.0,0.5,0.5,0.39,0.9612162162162161,1.0
40.0,0.5,0.5,0.4,0.9479729729729729,1.0
40.0,0.5,0.5,0.41000000000000003,0.9109459459459458,1.0
40.0,0.5,0.5,0.42,0.9421787093215664,1.0
40.0,0.5,0.5,0.43,0.9177027027027026,1.0
40.0,0.5,0.5,0.44,0.9462162162162161,1.0
40.0,0.5,0.5,0.45,0.9344594594594594,1.0
40.0,0.5,0.5,0.46,0.9227027027027026,1.0
40.0,0.5,0.5,0.47000000000000003,0.9444594594594594,1.0
40.0,0.5,0.5,0.48,0.9336651958080529,1.0
40.0,0.5,0.5,0.49,0.9597297297297297,1.0
40.0,0.5,0.5,0.5,0.9479729729729729,1.0
45.0,0.5,0.5,0.0,0.2727272727272727,0.03
45.0,0.5,0.5,0.01,0.6584766584766585,0.32
45.0,0.5,0.5,0.02,0.9605657733736551,0.87
45.0,0.5,0.5,0.03,0.9352989352989352,0.99
45.0,0.5,0.5,0.04,0.9519084390512961,1.0
45.0,0.5,0.5,0.05,0.93638444567016,1.0
45.0,0.5,0.5,0.06,0.9497297297297297,1.0
45.0,0.5,0.5,0.07,0.9554219525648097,1.0
45.0,0.5,0.5,0.08,0.9597297297297297,1.0
45.0,0.5,0.5,0.09,0.9663844456701599,1.0
45.0,0.5,0.5,0.1,0.9486651958080529,1.0
45.0,0.5,0.5,0.11,0.9394594594594594,1.0
45.0,0.5,0.5,0.12,0.9597297297297297,1.0
45.0,0.5,0.5,0.13,0.9689354660783231,1.0
45.0,0.5,0.5,0.14,0.9274324324324322,1.0
45.0,0.5,0.5,0.15,0.9732432432432432,1.0
45.0,0.5,0.5,0.16,0.9278709321566464,1.0
45.0,0.5,0.5,0.17,0.9494594594594594,1.0
45.0,0.5,0.5,0.18,0.9386651958080529,1.0
45.0,0.5,0.5,0.19,0.9462162162162161,1.0
45.0,0.5,0.5,0.2,0.9697297297297297,1.0
45.0,0.5,0.5,0.21,0.9351516822945394,1.0
45.0,0.5,0.5,0.22,0.9404219525648096,1.0
45.0,0.5,0.5,0.23,0.9412162162162161,1.0
45.0,0.5,0.5,0.24,0.9554219525648097,1.0
45.0,0.5,0.5,0.25,0.9832432432432432,1.0
45.0,0.5,0.5,0.26,0.9294594594594594,1.0
45.0,0.5,0.5,0.27,0.9447297297297297,1.0
45.0,0.5,0.5,0.28,0.9479729729729729,1.0
45.0,0.5,0.5,0.29,0.9579729729729729,1.0
45.0,0.5,0.5,0.3,0.9412162162162161,1.0
45.0,0.5,0.5,0.31,0.9286651958080528,1.0
45.0,0.5,0.5,0.32,0.9529729729729729,1.0
45.0,0.5,0.5,0.33,0.9814864864864865,1.0
45.0,0.5,0.5,0.34,0.9174324324324323,1.0
45.0,0.5,0.5,0.35000000000000003,0.9679729729729729,1.0
45.0,0.5,0.5,0.36,0.9512162162162161,1.0
45.0,0.5,0.5,0.37,0.9529729729729729,1.0
45.0,0.5,0.5,0.38,0.9436651958080529,1.0
45.0,0.5,0.5,0.39,0.9597297297297297,1.0
45.0,0.5,0.5,0.4,0.9169084390512962,1.0
45.0,0.5,0.5,0.41000000000000003,0.9309459459459458,1.0
45.0,0.5,0.5,0.42,0.9597297297297297,1.0
45.0,0.5,0.5,0.43,0.9547297297297297,1.0
45.0,0.5,0.5,0.44,0.9429729729729729,1.0
45.0,0.5,0.5,0.45,0.9597297297297297,1.0
45.0,0.5,0.5,0.46,0.9597297297297297,1.0
45.0,0.5,0.5,0.47000000000000003,0.9269084390512962,1.0
45.0,0.5,0.5,0.48,0.9447297297297297,1.0
45.0,0.5,0.5,0.49,0.9497297297297297,1.0
45.0,0.5,0.5,0.5,0.8921621621621619,1.0
50.0,0.5,0.5,0.0,0.3476658476658477,0.09
50.0,0.5,0.5,0.01,0.6621621621621623,0.37
50.0,0.5,0.5,0.02,0.9267599500682207,0.95
50.0,0.5,0.5,0.03,0.9412162162162161,1.0
50.0,0.5,0.5,0.04,0.9497297297297297,1.0
50.0,0.5,0.5,0.05,0.9327027027027026,1.0
50.0,0.5,0.5,0.06,0.914189189189189,1.0
50.0,0.5,0.5,0.07,0.9194594594594594,1.0
50.0,0.5,0.5,0.08,0.9532432432432433,1.0
50.0,0.5,0.5,0.09,0.9612162162162161,1.0
50.0,0.5,0.5,0.1,0.9162162162162162,1.0
50.0,0.5,0.5,0.11,0.9632432432432432,1.0
50.0,0.5,0.5,0.12,0.9344594594594594,1.0
50.0,0.5,0.5,0.13,0.9429729729729729,1.0
50.0,0.5,0.5,0.14,0.9124324324324323,1.0
50.0,0.5,0.5,0.15,0.9564864864864865,1.0
50.0,0.5,0.5,0.16,0.9279729729729729,1.0
50.0,0.5,0.5,0.17,0.9429729729729729,1.0
50.0,0.5,0.5,0.18,0.9597297297297297,1.0
