m,p,q,delta,omni_precision_2,omni_recall_2,omni_precision_3,omni_recall_3,omni_precision_4,omni_recall_4,omni_precision_5,omni_recall_5,mase_precision_2,mase_recall_2,mase_precision_3,mase_recall_3,mase_precision_4,mase_recall_4,mase_precision_5,mase_recall_5
250.0,0.5,0.25,0.42,0.9427027027027026,1.0,0.9032351296450003,1.0,0.7110570345239179,1.0,0.7640975248536673,0.9999333333333333,0.9427027027027026,1.0,0.8728945412051816,1.0,0.7230197667493243,0.9999333333333333,0.7215847849325188,1.0
5.0,0.5,0.25,0.01,0.29638009049773756,0.0508,0.43512106196442285,0.05756666666666667,0.3553706777750913,0.0642,0.34146412850245167,0.05106666666666666,0.29638009049773756,0.0508,0.3238139347732236,0.05673333333333334,0.21432910812052774,0.029966666666666666,0.25900555507183587,0.030833333333333334
250.0,0.5,0.25,0.32,0.9444594594594594,1.0,0.923000271991487,1.0,0.7314511765027263,0.9998666666666667,0.7592454473890706,0.9998666666666667,0.9444594594594594,1.0,0.9330100530511252,1.0,0.7131213131219795,1.0,0.7463770014164759,1.0
5.0,0.5,0.25,0.11,0.9177027027027026,1.0,0.9178586267261017,0.9693000000000002,0.805961125250264,0.8528333333333338,0.8424494691295696,0.8067333333333334,0.916164241164241,0.9992,0.8839631987255875,0.9293,0.7959326028750812,0.8612666666666668,0.8063742570480997,0.769966666666667
250.0,0.5,0.25,0.22,0.9497297297297297,1.0,0.9348520431961168,1.0,0.687342203390602,0.9995333333333334,0.7509431310217315,0.9998333333333334,0.9497297297297297,1.0,0.9228592545638945,1.0,0.7414180311692449,0.9996666666666667,0.7622313702518062,0.9999000000000001
5.0,0.5,0.25,0.21,0.9159459459459458,1.0,0.9232760184932016,0.9945000000000002,0.7899009561740665,0.977566666666667,0.8045722355954148,0.9682333333333334,0.9032826177359865,0.9961666666666666,0.8395030865019247,0.9830000000000004,0.7451504156313132,0.9550000000000002,0.7486593644279904,0.9493666666666668
250.0,0.5,0.25,0.12,0.9127027027027026,1.0,0.9052481094636851,0.9999666666666667,0.7253634463443558,0.9996333333333334,0.7872194906736476,0.9999333333333333,0.9127027027027026,1.0,0.8695413732974718,0.9999666666666667,0.7383471238938435,0.9989000000000001,0.7711939453485129,0.9995333333333334
5.0,0.5,0.25,0.31,0.8754054054054052,1.0,0.878367685515807,0.9995,0.7300128032976567,0.9924000000000003,0.7848766053563861,0.9895,0.8655550819836533,0.9952000000000001,0.8458588677658535,0.9987333333333334,0.7606952047277495,0.9880333333333335,0.770643288852732,0.9912333333333335
250.0,0.5,0.25,0.02,0.9547297297297297,1.0,0.9266620411662788,0.9850999999999999,0.8076047488696864,0.9372333333333335,0.8164938909817587,0.9080666666666669,0.9547297297297297,1.0,0.9279970411516969,0.9856000000000001,0.8140770393131883,0.9437333333333341,0.7935361009291308,0.9129333333333336
5.0,0.5,0.25,0.41000000000000003,0.9312162162162161,1.0,0.9343877414669933,0.9999000000000001,0.7628853784182874,0.9922666666666669,0.7691513680359711,0.9955333333333336,0.9161784233212803,0.9995,0.8806328349683238,0.9949666666666669,0.7182084682479417,0.996866666666667,0.7383619437885818,0.9943000000000002
245.0,0.5,0.25,0.43,0.9444594594594594,1.0,0.9217347259411153,1.0,0.7240412357562807,0.9997,0.7527481958139082,0.9998666666666668,0.9444594594594594,1.0,0.9057593813736701,1.0,0.7254256256074921,1.0,0.7481609494661033,0.9999000000000001
10.0,0.5,0.25,0.0,0.3,0.03,0.47240618101545256,0.048999999999999995,0.528456052766954,0.05683333333333332,0.3178010350758285,0.0507,0.3,0.03,0.36607142857142855,0.02626666666666667,0.3930140084897012,0.035133333333333336,0.36714937779796863,0.06166666666666666
245.0,0.5,0.25,0.33,0.9336651958080529,1.0,0.9048782746527678,1.0,0.7249310521590165,1.0,0.763479879518486,1.0,0.9336651958080529,1.0,0.8951218138467902,1.0,0.7054797585848896,0.9997999999999999,0.7482808755130393,0.9999666666666667
10.0,0.5,0.25,0.1,0.9504219525648097,1.0,0.9635737075684563,0.9846000000000005,0.8296761754016483,0.9298333333333336,0.8615160508028765,0.9011666666666671,0.9504219525648097,1.0,0.9389973096677073,0.9824333333333335,0.8258758124077626,0.9247333333333336,0.8080490984958039,0.900466666666667
245.0,0.5,0.25,0.23,0.9262162162162162,1.0,0.8904540522105004,1.0,0.7233600811146053,0.9995666666666666,0.7760010484550051,0.9995666666666666,0.9262162162162162,1.0,0.8796099749431217,1.0,0.7299104586477516,0.9999000000000001,0.7313371407699049,0.9996666666666667
10.0,0.5,0.25,0.2,0.9421787093215664,1.0,0.913293915931795,0.9991666666666668,0.7431612028112837,0.9929333333333332,0.7794758423523984,0.9889000000000004,0.9421787093215664,1.0,0.8994636677981452,0.9982,0.7680707526738737,0.9852000000000003,0.7947264994903276,0.9886000000000003
245.0,0.5,0.25,0.13,0.9679729729729729,1.0,0.9475730978470367,0.9999666666666667,0.7476566339639694,0.9989666666666668,0.7829470703786292,0.9994333333333334,0.9679729729729729,1.0,0.9547673471329305,1.0,0.733242919239718,0.9993333333333332,0.7747131115705597,0.9987333333333335
10.0,0.5,0.25,0.3,0.9494594594594594,1.0,0.9672599405959568,0.9997000000000001,0.7537490699830178,0.9940333333333335,0.7823259543448667,0.9940000000000004,0.9494594594594594,1.0,0.9111475364851112,0.9997333333333335,0.7363531456230364,0.9990000000000001,0.7658303270965728,0.9940666666666668
245.0,0.5,0.25,0.03,0.9529729729729729,1.0,0.9358627176676921,0.9979333333333336,0.7835657145981737,0.9835000000000003,0.8434905156794715,0.9661666666666668,0.9529729729729729,1.0,0.9398807059668955,0.9942000000000003,0.7864402943310851,0.9808333333333337,0.7999702858715261,0.9649333333333332
10.0,0.5,0.25,0.4,0.9394594594594594,1.0,0.9273071014804968,0.9999000000000001,0.7247511552432377,0.9973333333333333,0.7588329395934639,0.9977333333333334,0.9394594594594594,1.0,0.8964762465401336,0.9999333333333333,0.7322448492200822,0.9977666666666668,0.7494391101631125,0.9989666666666668
240.0,0.5,0.25,0.44,0.9394594594594594,1.0,0.913084993431211,1.0,0.7169536416024226,1.0,0.7534305155991754,1.0,0.9394594594594594,1.0,0.8743993859090611,1.0,0.724428935898346,1.0,0.7217691435510355,1.0
10.0,0.5,0.25,0.5,0.9294594594594594,1.0,0.8882481995721127,1.0,0.7072058031756092,1.0,0.7435237667576993,0.9988666666666667,0.9294594594594594,1.0,0.8753382021011475,0.9999666666666667,0.7296700101738626,0.9982000000000002,0.7356239901574795,0.9989666666666668
240.0,0.5,0.25,0.34,0.9404219525648096,1.0,0.9014940585132446,1.0,0.6907984103546316,0.9999000000000001,0.7162152077753245,1.0,0.9404219525648096,1.0,0.8910238139568021,1.0,0.7119216593936438,1.0,0.7396872362038319,0.9999666666666667
15.0,0.5,0.25,0.09,0.9614864864864865,1.0,0.9412172061343635,0.9859000000000002,0.8202184499717873,0.9416333333333335,0.8105648549797259,0.9154000000000007,0.9614864864864865,1.0,0.9302571103627798,0.9857666666666667,0.8136020735771159,0.9373000000000004,0.825152609226202,0.9125000000000003
240.0,0.5,0.25,0.24,0.924189189189189,1.0,0.9249967335978466,1.0,0.7222846237495691,0.9998,0.7472390808113186,0.9999666666666667,0.924189189189189,1.0,0.88953235548143,1.0,0.7450409393785716,0.9994,0.7394946470763218,1.0
15.0,0.5,0.25,0.19,0.9547297297297297,1.0,0.9248308463550876,0.9993666666666665,0.7547563071930564,0.9908666666666665,0.8034342464710507,0.9909333333333332,0.9547297297297297,1.0,0.9049165117024746,0.9995333333333335,0.7443882351936187,0.9953000000000002,0.7513249205126911,0.994966666666667
240.0,0.5,0.25,0.14,0.9109459459459458,1.0,0.8997398637144692,0.9999666666666667,0.7196760412798829,0.9998333333333335,0.7577077688149464,0.9992333333333334,0.9109459459459458,1.0,0.9011743988139069,1.0,0.7605407907498316,0.9987333333333333,0.7761979344886635,0.9996333333333334
15.0,0.5,0.25,0.29,0.9362162162162161,1.0,0.9217703757938274,0.9999333333333333,0.7387757442883529,0.9976000000000002,0.7652326304833512,0.9982000000000002,0.9362162162162161,1.0,0.8966888027263509,0.9999000000000001,0.7314692411537739,0.9988333333333332,0.7707605299032056,0.9977000000000001
240.0,0.5,0.25,0.04,0.9697297297297297,1.0,0.9376081701561964,0.9982666666666669,0.7741403774274166,0.9941000000000001,0.8113932887879676,0.9843333333333333,0.9697297297297297,1.0,0.9562685024242786,0.9987666666666665,0.7640158527199442,0.9921000000000001,0.8081202458999454,0.9878333333333333
15.0,0.5,0.25,0.39,0.9747297297297297,1.0,0.9414804924027141,0.9999666666666667,0.7216653586894669,0.9993666666666666,0.809545021684667,0.9986333333333336,0.9747297297297297,1.0,0.9359786661346103,1.0,0.7339175485027432,0.9991,0.7638019883744986,0.9975666666666667
235.0,0.5,0.25,0.45,0.9714864864864865,1.0,0.9493348899225623,1.0,0.7352731188738363,1.0,0.7454396130013972,1.0,0.9714864864864865,1.0,0.9290194047456377,1.0,0.7423962634400354,0.9999000000000001,0.754965547184442,1.0
15.0,0.5,0.25,0.49,0.9394594594594594,1.0,0.9171661526893956,1.0,0.7158143673739914,0.9992333333333334,0.7898897576093971,0.9998666666666667,0.9394594594594594,1.0,0.8614951874782031,1.0,0.7137889856057663,0.9996666666666667,0.7556854379984008,0.9997333333333333
