m,p,q,delta,omni_precision_2,omni_recall_2,omni_precision_3,omni_recall_3,omni_precision_4,omni_recall_4,omni_precision_5,omni_recall_5,mase_precision_2,mase_recall_2,mase_precision_3,mase_recall_3,mase_precision_4,mase_recall_4,mase_precision_5,mase_recall_5
250.0,0.5,0.25,0.44,0.9714864864864865,1.0,0.9250439468464426,1.0,0.7350243781452199,0.9999666666666667,0.7672103827507959,0.9998333333333334,0.9714864864864865,1.0,0.9362575989826337,1.0,0.730710990079788,0.9998999999999999,0.7610493527534699,1.0
5.0,0.5,0.25,0.03,0.8167766428635994,0.39,0.7756878636771576,0.2981,0.681562360894337,0.20389999999999997,0.6144795364276461,0.19066666666666665,0.8111855445188777,0.3784,0.6815123946208048,0.25220000000000004,0.5645745397663998,0.17989999999999995,0.49119612659495543,0.1457333333333333
250.0,0.5,0.25,0.34,0.9544594594594593,1.0,0.9281885285462268,1.0,0.69161295922104,1.0,0.7794468607801044,1.0,0.9544594594594593,1.0,0.8987002768422037,1.0,0.6810339358077183,0.9999666666666667,0.7532075163006351,0.9998
5.0,0.5,0.25,0.13,0.9564864864864865,1.0,0.9429760869529592,0.9758000000000001,0.8205779200311986,0.9285666666666671,0.8172834928385285,0.8741666666666671,0.9557172557172556,0.9976,0.8992592101197182,0.9725666666666666,0.7752732348886013,0.9416666666666673,0.8103756168938577,0.8461333333333336
250.0,0.5,0.25,0.24,0.9529729729729729,1.0,0.9262391726610906,1.0,0.7408400807243213,1.0,0.7808288489405989,0.9996,0.9529729729729729,1.0,0.9153220475915468,1.0,0.7427654239998667,0.9999666666666667,0.7444491621801688,1.0
5.0,0.5,0.25,0.23,0.9059459459459458,1.0,0.8725281329496659,0.9960000000000001,0.7825717744613914,0.9867999999999999,0.7787370376259019,0.9790000000000002,0.8924425445854015,0.9984999999999999,0.8618498555707877,0.9933666666666667,0.7472623601161895,0.9723333333333336,0.7744715805620196,0.9744000000000002
250.0,0.5,0.25,0.14,0.9639354660783233,1.0,0.9209069570513353,0.9999666666666667,0.739565134875679,0.9996,0.7900454962693786,0.9991666666666669,0.9639354660783233,1.0,0.902187365584296,1.0,0.7536009887902543,0.9996666666666667,0.7833173700822726,0.9997333333333335
5.0,0.5,0.25,0.33,0.9362162162162161,1.0,0.9075583655616924,0.9997666666666666,0.7722213650954469,0.9922999999999998,0.7737287067595896,0.9907333333333335,0.9111337083415006,0.9995,0.8583377683742355,0.9983333333333333,0.7420205601266453,0.9869333333333333,0.7492574506924101,0.9911000000000001
250.0,0.5,0.25,0.04,0.9444594594594594,1.0,0.9596887392950012,0.9987333333333335,0.7858004550109825,0.9920666666666667,0.8332614768454392,0.9880333333333334,0.9444594594594594,1.0,0.929207190562851,0.9994333333333334,0.8078107180913632,0.9864333333333333,0.7739028213816134,0.9915333333333335
5.0,0.5,0.25,0.43,0.9447297297297297,1.0,0.935293443575177,0.9996666666666667,0.756301711720509,0.9984999999999999,0.7537121052046208,0.9977333333333334,0.9175503394551013,0.9998,0.8475838605063248,0.9977999999999999,0.7207680382175411,0.9942,0.7576149105894113,0.9950666666666669
245.0,0.5,0.25,0.45,0.9397297297297297,1.0,0.915167539887722,1.0,0.7113577649599295,1.0,0.7616640559002034,0.9999000000000001,0.9397297297297297,1.0,0.887968267598587,1.0,0.7027636160727859,0.9999333333333333,0.7336978270953748,0.9999666666666667
10.0,0.5,0.25,0.02,0.7590090090090089,0.29,0.6161331225767356,0.2161666666666667,0.4893741090224898,0.17623333333333333,0.470840591521408,0.14043333333333333,0.7590090090090089,0.29,0.7221899513726612,0.26916666666666667,0.5433257430576047,0.16070000000000004,0.4835854177698507,0.12486666666666667
245.0,0.5,0.25,0.35000000000000003,0.9294594594594594,1.0,0.9057290546380744,1.0,0.706881747579808,0.9997333333333333,0.7622291539993619,0.9998,0.9294594594594594,1.0,0.8904172540779625,1.0,0.7131511164905833,1.0,0.77753848823644,1.0
10.0,0.5,0.25,0.12,0.9512162162162161,1.0,0.932537007136448,0.9944333333333334,0.7927699133604018,0.9669333333333338,0.8139305684860484,0.9530333333333335,0.9512162162162161,1.0,0.9079773291895882,0.9902333333333335,0.7906900851058112,0.9692000000000002,0.7965498490255818,0.9473000000000006
