m,p,delta,omni_precision_2,omni_recall_2,mase_precision_2,mase_recall_2
65.0,0.5,0.5,1.0,1.0,1.0,1.0
70.0,0.5,0.0,0.27371378739703645,0.34299999999999997,0.2274216129791638,0.3288666666666667
70.0,0.5,0.01,0.2332843906655718,0.3588000000000001,0.2453591415651579,0.3707333333333333
70.0,0.5,0.02,0.27669904291056624,0.3650000000000001,0.2556758681549399,0.4301333333333333
70.0,0.5,0.03,0.2895437888688451,0.4318,0.26712288800037154,0.4289333333333334
70.0,0.5,0.04,0.2842907464394382,0.4980666666666666,0.2661965965065269,0.4865333333333333
70.0,0.5,0.05,0.34382644690598385,0.4924666666666666,0.2863028774553571,0.5253999999999999
70.0,0.5,0.06,0.2999805346330558,0.4708666666666666,0.2941600818431989,0.4763333333333333
70.0,0.5,0.07,0.31852385338944955,0.5099333333333333,0.2836816482519978,0.5112666666666665
70.0,0.5,0.08,0.36036466527362704,0.5157999999999998,0.3127839631569121,0.5289333333333333
70.0,0.5,0.09,0.3812910161633525,0.5316666666666667,0.32221752781362434,0.5618
70.0,0.5,0.1,0.3725956420028924,0.5534666666666667,0.3227562888752489,0.4866
70.0,0.5,0.11,0.4303799320626204,0.5603333333333333,0.39676956811513775,0.5637333333333333
70.0,0.5,0.12,0.39886938498974417,0.5227333333333332,0.3942157593684407,0.5730666666666668
70.0,0.5,0.13,0.3801183733672927,0.5709333333333333,0.36506191984775394,0.5412666666666666
70.0,0.5,0.14,0.4244266716106614,0.6206666666666666,0.3978144113008487,0.5569333333333332
70.0,0.5,0.15,0.4774691209064354,0.6029999999999999,0.4380888083482442,0.6227999999999999
70.0,0.5,0.16,0.4854735118862131,0.6284666666666666,0.4100530089950461,0.6021333333333332
70.0,0.5,0.17,0.4840151260704507,0.5803333333333334,0.5182504494436778,0.6889333333333332
70.0,0.5,0.18,0.4219731664987159,0.5688666666666665,0.449955374607702,0.6222666666666666
70.0,0.5,0.19,0.445697644069849,0.5834666666666667,0.4378269952992578,0.6
70.0,0.5,0.2,0.6038643040408095,0.7075333333333333,0.5009309808191501,0.6210666666666665
70.0,0.5,0.21,0.7036332104269957,0.7797333333333334,0.43105984440066136,0.6064666666666666
70.0,0.5,0.22,0.8917516037602244,0.9185333333333334,0.5485976267539694,0.7367333333333331
70.0,0.5,0.23,0.9447393048128342,0.9568666666666666,0.5538493955361858,0.7188666666666664
70.0,0.5,0.24,1.0,1.0,0.5537822057813228,0.7069333333333334
70.0,0.5,0.25,1.0,1.0,0.5691953088842968,0.6992000000000002
70.0,0.5,0.26,1.0,1.0,0.4535266031118042,0.7124666666666666
70.0,0.5,0.27,1.0,1.0,0.4712065412640746,0.6880666666666666
70.0,0.5,0.28,1.0,1.0,0.5224124844744434,0.7415999999999999
70.0,0.5,0.29,1.0,1.0,0.5201716182860311,0.6800666666666666
70.0,0.5,0.3,1.0,1.0,0.5440427545145816,0.7474666666666665
70.0,0.5,0.31,1.0,1.0,0.6347729733281803,0.7766666666666667
70.0,0.5,0.32,1.0,1.0,0.5847013175652339,0.7476666666666667
70.0,0.5,0.33,1.0,1.0,0.6875686152089496,0.8378666666666668
70.0,0.5,0.34,1.0,1.0,0.7600810581333829,0.8959333333333336
70.0,0.5,0.35000000000000003,1.0,1.0,0.7358466739312723,0.8531333333333333
70.0,0.5,0.36,1.0,1.0,0.7225096815694889,0.8494666666666667
70.0,0.5,0.37,1.0,1.0,0.8595764695712675,0.9244666666666668
70.0,0.5,0.38,1.0,1.0,0.7974253655645822,0.9130666666666668
70.0,0.5,0.39,1.0,1.0,0.8693732023078001,0.942
70.0,0.5,0.4,1.0,1.0,0.8716432955877389,0.943
70.0,0.5,0.41,1.0,1.0,0.961698162191706,0.9937333333333334
70.0,0.5,0.42,1.0,1.0,1.0,1.0
70.0,0.5,0.43,1.0,1.0,1.0,1.0
70.0,0.5,0.44,1.0,1.0,1.0,1.0
70.0,0.5,0.45,1.0,1.0,1.0,1.0
70.0,0.5,0.46,1.0,1.0,1.0,1.0
70.0,0.5,0.47,1.0,1.0,1.0,1.0
70.0,0.5,0.48,1.0,1.0,1.0,1.0
70.0,0.5,0.49,1.0,1.0,1.0,1.0
70.0,0.5,0.5,1.0,1.0,1.0,1.0
75.0,0.5,0.0,0.2378122558842736,0.3194666666666666,0.2395281692215469,0.2974666666666667
75.0,0.5,0.01,0.2581926615869073,0.3632,0.2417699497253099,0.3432666666666668
75.0,0.5,0.02,0.26851547608984466,0.4186666666666666,0.26734279287715784,0.4687333333333336
75.0,0.5,0.03,0.26929485673354553,0.4314666666666668,0.2659679028378539,0.4256666666666666
75.0,0.5,0.04,0.29379766934783835,0.4566666666666666,0.26886545903174563,0.4898666666666665
75.0,0.5,0.05,0.2757740648076395,0.5192,0.2875447796281652,0.4512666666666666
75.0,0.5,0.06,0.3342722870650233,0.5147999999999998,0.2745589346323515,0.5186666666666667
75.0,0.5,0.07,0.3773865814334662,0.5442666666666666,0.2924728022844095,0.5164666666666666
75.0,0.5,0.08,0.3193795439431517,0.5061333333333331,0.3050386290732946,0.5218
75.0,0.5,0.09,0.362010894957696,0.5231333333333335,0.3333036134508989,0.5082666666666666
75.0,0.5,0.1,0.4041397539286839,0.5649333333333333,0.3184443597744089,0.5189333333333332
75.0,0.5,0.11,0.38927559915808696,0.5386,0.40654222659324096,0.5694666666666666
75.0,0.5,0.12,0.36222402990867936,0.5528,0.44831380076511146,0.6033999999999998
75.0,0.5,0.13,0.3896651287561791,0.5766,0.4070500117916012,0.5905333333333335
75.0,0.5,0.14,0.41715836066279405,0.5596,0.4018489274102224,0.6291999999999998
75.0,0.5,0.15,0.4374165556099993,0.5832,0.37968425838358505,0.6032666666666665
75.0,0.5,0.16,0.4000364105823166,0.5711333333333333,0.41819622918934224,0.5970666666666666
75.0,0.5,0.17,0.4291473759181599,0.5594,0.3999458536945788,0.6175999999999999
75.0,0.5,0.18,0.4903841041080198,0.6401333333333333,0.4482456035268288,0.6338666666666666
75.0,0.5,0.19,0.4575657147821249,0.6081333333333333,0.4118561323517407,0.6210666666666664
75.0,0.5,0.2,0.5250698160969319,0.6215999999999999,0.4244850407428615,0.618
75.0,0.5,0.21,0.6470347674669867,0.7569999999999999,0.4252383539998082,0.6487333333333332
75.0,0.5,0.22,0.9128396781718549,0.9418666666666666,0.4578043694081196,0.6203999999999998
75.0,0.5,0.23,0.9704527260179436,0.9818,0.44842743671733615,0.6470666666666667
75.0,0.5,0.24,1.0,1.0,0.6439385814011803,0.7931333333333335
75.0,0.5,0.25,1.0,1.0,0.5342075317498199,0.6763333333333332
75.0,0.5,0.26,1.0,1.0,0.4480729473000114,0.6232666666666665
75.0,0.5,0.27,1.0,1.0,0.5704648826637694,0.7292666666666665
75.0,0.5,0.28,1.0,1.0,0.4873740021863271,0.6655333333333333
75.0,0.5,0.29,1.0,1.0,0.4806545858389468,0.7120666666666666
75.0,0.5,0.3,1.0,1.0,0.5545636239885532,0.7542666666666668
75.0,0.5,0.31,1.0,1.0,0.6046299019028578,0.7786000000000002
75.0,0.5,0.32,1.0,1.0,0.5378139621685317,0.7504666666666666
75.0,0.5,0.33,1.0,1.0,0.6379760831612871,0.7928666666666667
75.0,0.5,0.34,1.0,1.0,0.6796435544736186,0.8356
75.0,0.5,0.35000000000000003,1.0,1.0,0.7536474512749255,0.8953333333333334
75.0,0.5,0.36,1.0,1.0,0.80774053468926,0.9023333333333332
75.0,0.5,0.37,1.0,1.0,0.7526073376748971,0.8472666666666666
75.0,0.5,0.38,1.0,1.0,0.8872658206131001,0.9417333333333332
75.0,0.5,0.39,1.0,1.0,0.905968798235628,0.9625333333333336
75.0,0.5,0.4,1.0,1.0,0.9230689917447449,0.9747333333333336
75.0,0.5,0.41,1.0,1.0,0.9576705667002048,0.9825333333333336
75.0,0.5,0.42,1.0,1.0,0.9717782081119976,0.9896
75.0,0.5,0.43,1.0,1.0,0.9847290640394089,0.9896
75.0,0.5,0.44,1.0,1.0,1.0,1.0
75.0,0.5,0.45,1.0,1.0,1.0,1.0
75.0,0.5,0.46,1.0,1.0,1.0,1.0
75.0,0.5,0.47,1.0,1.0,1.0,1.0
75.0,0.5,0.48,1.0,1.0,1.0,1.0
75.0,0.5,0.49,1.0,1.0,1.0,1.0
75.0,0.5,0.5,1.0,1.0,1.0,1.0
80.0,0.5,0.0,0.25275845989708456,0.35686666666666683,0.25231536340938965,0.3611333333333333
80.0,0.5,0.01,0.255413388820677,0.3584666666666667,0.2629671176773516,0.4097999999999999
80.0,0.5,0.02,0.2495187167198153,0.4118000000000002,0.25889540009455936,0.4176666666666667
80.0,0.5,0.03,0.273640362105788,0.43946666666666667,0.2613174994803811,0.4262000000000001
80.0,0.5,0.04,0.2882710374293612,0.4326,0.27537335031471954,0.4603333333333334
80.0,0.5,0.05,0.33701693941186306,0.4558,0.2675977033686086,0.5053333333333333
80.0,0.5,0.06,0.37603500599692863,0.5082,0.3023916378165409,0.4890000000000001
80.0,0.5,0.07,0.31265791038198143,0.4994666666666667,0.2856242803670713,0.4884000000000001
80.0,0.5,0.08,0.3462816001717616,0.5421333333333334,0.3168671308688056,0.5458666666666666
80.0,0.5,0.09,0.4052577784625405,0.5237999999999999,0.31479100244339714,0.5323333333333332
80.0,0.5,0.1,0.3970195102424168,0.5452666666666666,0.38819209622394396,0.5464666666666664
80.0,0.5,0.11,0.4308893638946649,0.5896,0.3969241143066671,0.5653333333333334
80.0,0.5,0.12,0.4649957211424352,0.5734,0.38016693478041996,0.5447333333333334
80.0,0.5,0.13,0.4265724486051106,0.5609333333333332,0.3803887738230102,0.6046666666666666
80.0,0.5,0.14,0.4335573827810211,0.6273333333333334,0.3936454087814745,0.5859333333333333
80.0,0.5,0.15,0.3518910378321585,0.5282,0.4704493177719084,0.6549333333333333
80.0,0.5,0.16,0.4637735210985224,0.5748000000000001,0.4243597700910775,0.5974
80.0,0.5,0.17,0.4507534503793048,0.5965333333333332,0.3937211178771769,0.6241333333333332
80.0,0.5,0.18,0.4182928016623905,0.5667333333333334,0.4438870943562646,0.6478666666666666
80.0,0.5,0.19,0.4831775321341578,0.6332666666666666,0.4053713092464914,0.6034666666666667
80.0,0.5,0.2,0.5247092991943499,0.6592,0.4982441143256336,0.703
80.0,0.5,0.21,0.8189394565653604,0.8693333333333332,0.4353657234463965,0.5966
80.0,0.5,0.22,0.970855614973262,0.98,0.4870529418111666,0.6717333333333333
80.0,0.5,0.23,1.0,1.0,0.4942598134852869,0.6692666666666667
80.0,0.5,0.24,1.0,1.0,0.5510671321490626,0.7378
80.0,0.5,0.25,1.0,1.0,0.4612626774460424,0.6629333333333333
80.0,0.5,0.26,1.0,1.0,0.5195866905378242,0.6785333333333332
80.0,0.5,0.27,1.0,1.0,0.44060632693083,0.6284666666666665
80.0,0.5,0.28,1.0,1.0,0.6420252041258562,0.7995333333333333
80.0,0.5,0.29,1.0,1.0,0.4986575317558337,0.7166666666666666
80.0,0.5,0.3,1.0,1.0,0.5875103169799274,0.7920666666666668
80.0,0.5,0.31,1.0,1.0,0.5246080481746862,0.7456666666666669
80.0,0.5,0.32,1.0,1.0,0.6340399635410742,0.8030666666666667
80.0,0.5,0.33,1.0,1.0,0.7115819385959363,0.8482
80.0,0.5,0.34,1.0,1.0,0.7089761563407582,0.8178000000000003
80.0,0.5,0.35000000000000003,1.0,1.0,0.7008052699101175,0.8421333333333334
80.0,0.5,0.36,1.0,1.0,0.7012834371205227,0.8119333333333334
80.0,0.5,0.37,1.0,1.0,0.7324251511023594,0.8474666666666667
80.0,0.5,0.38,1.0,1.0,0.8933668828185385,0.9604
80.0,0.5,0.39,1.0,1.0,0.9060109649135168,0.9669333333333334
80.0,0.5,0.4,1.0,1.0,0.9340949317723828,0.9764666666666668
80.0,0.5,0.41,1.0,1.0,0.9585662290925451,0.982
80.0,0.5,0.42,1.0,1.0,0.9870588235294118,0.994
80.0,0.5,0.43,1.0,1.0,1.0,1.0
80.0,0.5,0.44,1.0,1.0,1.0,1.0
80.0,0.5,0.45,1.0,1.0,1.0,1.0
80.0,0.5,0.46,1.0,1.0,1.0,1.0
80.0,0.5,0.47,1.0,1.0,1.0,1.0
80.0,0.5,0.48,1.0,1.0,1.0,1.0
80.0,0.5,0.49,1.0,1.0,1.0,1.0
80.0,0.5,0.5,1.0,1.0,1.0,1.0
85.0,0.5,0.0,0.2387364979703876,0.333,0.2663306700360941,0.3194666666666666
85.0,0.5,0.01,0.24457328187011285,0.3291333333333333,0.2632246759666069,0.3543333333333334
85.0,0.5,0.02,0.26730997397879896,0.4014000000000001,0.27579853123153697,0.4522000000000001
85.0,0.5,0.03,0.2942493332001567,0.4795333333333333,0.2762582430721709,0.441
85.0,0.5,0.04,0.2952555444463029,0.4470666666666667,0.2710039604313481,0.4705333333333332
85.0,0.5,0.05,0.32231439823912084,0.5176666666666666,0.2881623767286184,0.4639333333333333
85.0,0.5,0.06,0.3452382741959664,0.5033333333333332,0.2978976297360004,0.5215333333333332
85.0,0.5,0.07,0.36202017836445705,0.5466666666666665,0.2994669460857007,0.4818000000000001
85.0,0.5,0.08,0.3736857831563925,0.5164666666666665,0.297556928250933,0.5486000000000001
85.0,0.5,0.09,0.4062285960194049,0.5147333333333333,0.3692419823492357,0.5340666666666667
85.0,0.5,0.1,0.4149928689749812,0.5484666666666667,0.33522660724405945,0.5072666666666666
85.0,0.5,0.11,0.4111273151764973,0.5644666666666666,0.3876543458010082,0.5598666666666666
85.0,0.5,0.12,0.3916411739903007,0.5693333333333332,0.378684122779022,0.5746
85.0,0.5,0.13,0.4521057721817201,0.6406000000000001,0.4199473673737961,0.6025999999999999
85.0,0.5,0.14,0.4701105218624478,0.6026666666666667,0.3650127038633551,0.5611333333333334
85.0,0.5,0.15,0.4406140276837196,0.6030000000000001,0.42627315575927294,0.5904
85.0,0.5,0.16,0.4940550612791306,0.6033999999999999,0.4097656038503872,0.5718666666666665
85.0,0.5,0.17,0.4148521288585663,0.5714666666666665,0.4080000196032049,0.6457333333333334
85.0,0.5,0.18,0.4603713136741241,0.6224666666666666,0.3898042546939336,0.6233333333333334
85.0,0.5,0.19,0.4948969346569835,0.605,0.397577261173795,0.6407333333333333
85.0,0.5,0.2,0.5825621796113768,0.7072666666666666,0.4260842533103212,0.6464666666666666
85.0,0.5,0.21,0.8475833849405804,0.8980666666666666,0.5334329994642129,0.7354
85.0,0.5,0.22,0.9401009168035029,0.9576666666666668,0.4245838183783256,0.6658
85.0,0.5,0.23,0.9628471768900241,0.9670666666666666,0.5149351841252615,0.7018666666666666
85.0,0.5,0.24,1.0,1.0,0.41886913230028944,0.6125333333333334
85.0,0.5,0.25,1.0,1.0,0.5998388244472671,0.7680666666666669
85.0,0.5,0.26,1.0,1.0,0.5364354036833219,0.7193999999999999
85.0,0.5,0.27,1.0,1.0,0.5097222994061162,0.7185333333333334
85.0,0.5,0.28,1.0,1.0,0.5229794501423908,0.7216
85.0,0.5,0.29,1.0,1.0,0.566605273460738,0.7613333333333334
85.0,0.5,0.3,1.0,1.0,0.6337854105222164,0.795866666666667
85.0,0.5,0.31,1.0,1.0,0.6070169032669768,0.7581333333333333
85.0,0.5,0.32,1.0,1.0,0.6216390520495063,0.7676
85.0,0.5,0.33,1.0,1.0,0.6924746702655378,0.8128666666666666
85.0,0.5,0.34,1.0,1.0,0.709538648068192,0.8614
85.0,0.5,0.35000000000000003,1.0,1.0,0.7576357050825757,0.8865333333333334
85.0,0.5,0.36,1.0,1.0,0.7491096128042055,0.8796666666666667
85.0,0.5,0.37,1.0,1.0,0.8769631296430879,0.9442000000000002
85.0,0.5,0.38,1.0,1.0,0.8851895546796616,0.9344666666666668
85.0,0.5,0.39,1.0,1.0,0.9206090107633524,0.9788
85.0,0.5,0.4,1.0,1.0,0.9626341463414634,0.988
85.0,0.5,0.41,1.0,1.0,0.9628881071397116,0.988
85.0,0.5,0.42,1.0,1.0,0.9880971659919028,1.0
85.0,0.5,0.43,1.0,1.0,0.9866666666666666,0.994
85.0,0.5,0.44,1.0,1.0,1.0,1.0
85.0,0.5,0.45,1.0,1.0,1.0,1.0
85.0,0.5,0.46,1.0,1.0,1.0,1.0
85.0,0.5,0.47,1.0,1.0,1.0,1.0
85.0,0.5,0.48,1.0,1.0,1.0,1.0
85.0,0.5,0.49,1.0,1.0,1.0,1.0
85.0,0.5,0.5,1.0,1.0,1.0,1.0
90.0,0.5,0.0,0.2542984136105961,0.3695333333333335,0.24722059587220285,0.3278666666666667
90.0,0.5,0.01,0.2796666884606104,0.3898,0.25767459096975953,0.3996666666666668
90.0,0.5,0.02,0.2646605359609677,0.43353333333333344,0.24644515115476426,0.4029333333333333
90.0,0.5,0.03,0.27685002672254605,0.456,0.26788949927544325,0.4834666666666666
90.0,0.5,0.04,0.28945508898504857,0.4684,0.27467549873836,0.4874666666666667
90.0,0.5,0.05,0.3362896822697698,0.5042,0.2806078153825797,0.4829333333333334
90.0,0.5,0.06,0.3225403637073847,0.5052666666666668,0.2794709756939968,0.5029999999999998
90.0,0.5,0.07,0.355168360751498,0.4900000000000001,0.2742854111966071,0.5026666666666666
90.0,0.5,0.08,0.3969216971630862,0.5515333333333333,0.2984847789072612,0.5092666666666665
90.0,0.5,0.09,0.3729354619264793,0.5666,0.3141352051070414,0.5144666666666667
90.0,0.5,0.1,0.3733877630100397,0.5480666666666668,0.4038521813006225,0.5559333333333334
90.0,0.5,0.11,0.3500926780292823,0.5141333333333334,0.39754280492098215,0.5564666666666667
90.0,0.5,0.12,0.3997942480351965,0.5529999999999999,0.3664816579873456,0.5594666666666666
90.0,0.5,0.13,0.4262683154474747,0.563,0.3613347807347445,0.5867999999999999
90.0,0.5,0.14,0.5231971702336669,0.5654666666666668,0.4127285473405102,0.6054
90.0,0.5,0.15,0.4389786315205296,0.6117333333333331,0.4754862294779365,0.6559333333333331
90.0,0.5,0.16,0.463227508509975,0.6081333333333331,0.38265282967969866,0.6363999999999997
90.0,0.5,0.17,0.41524647665956144,0.5648666666666665,0.4691732156969673,0.6404666666666665
90.0,0.5,0.18,0.4442059171221341,0.5825333333333332,0.4705352919438907,0.6559333333333334
90.0,0.5,0.19,0.5049131078112943,0.6674666666666665,0.4125612869242501,0.5959999999999999
90.0,0.5,0.2,0.4765171231395845,0.6425999999999997,0.5159207099138208,0.6851333333333335
90.0,0.5,0.21,0.741186525214035,0.8048666666666666,0.4569274677161189,0.6282666666666666
90.0,0.5,0.22,0.9699190221543162,0.9790666666666666,0.4494398785415504,0.6352666666666668
90.0,0.5,0.23,1.0,1.0,0.4888746924585946,0.6516666666666664
90.0,0.5,0.24,1.0,1.0,0.5140456987318945,0.7190666666666669
90.0,0.5,0.25,1.0,1.0,0.4133630062271733,0.6504666666666665
90.0,0.5,0.26,1.0,1.0,0.5022936400052267,0.6749333333333334
90.0,0.5,0.27,1.0,1.0,0.5008024458900922,0.6866
90.0,0.5,0.28,1.0,1.0,0.5550491198431359,0.7351333333333335
90.0,0.5,0.29,1.0,1.0,0.5467100378153735,0.7468666666666668
90.0,0.5,0.3,1.0,1.0,0.5827498053079857,0.7941333333333332
90.0,0.5,0.31,1.0,1.0,0.606380463900411,0.7963333333333334
90.0,0.5,0.32,1.0,1.0,0.7374048552671482,0.8296666666666667
90.0,0.5,0.33,1.0,1.0,0.590495703233441,0.7668
90.0,0.5,0.34,1.0,1.0,0.7389659342050972,0.8756000000000002
90.0,0.5,0.35000000000000003,1.0,1.0,0.7677271085205928,0.8708666666666667
90.0,0.5,0.36,1.0,1.0,0.7281384317260597,0.8480000000000001
90.0,0.5,0.37,1.0,1.0,0.8955864529995142,0.9102666666666668
90.0,0.5,0.38,1.0,1.0,0.8982567080076451,0.9688666666666664
90.0,0.5,0.39,1.0,1.0,0.9471764211398356,0.9771333333333334
90.0,0.5,0.4,1.0,1.0,0.9750529100529102,0.9829333333333332
90.0,0.5,0.41,1.0,1.0,0.9849358974358974,0.9902666666666669
90.0,0.5,0.42,1.0,1.0,1.0,1.0
90.0,0.5,0.43,1.0,1.0,1.0,1.0
90.0,0.5,0.44,1.0,1.0,1.0,1.0
90.0,0.5,0.45,1.0,1.0,1.0,1.0
90.0,0.5,0.46,1.0,1.0,1.0,1.0
90.0,0.5,0.47,1.0,1.0,1.0,1.0
90.0,0.5,0.48,1.0,1.0,1.0,1.0
90.0,0.5,0.49,1.0,1.0,1.0,1.0
90.0,0.5,0.5,1.0,1.0,1.0,1.0
95.0,0.5,0.0,0.25357080283023803,0.3365999999999999,0.2407375781664501,0.2588666666666667
95.0,0.5,0.01,0.24968618841859716,0.3755999999999999,0.2502717290019794,0.368
95.0,0.5,0.02,0.25621270726387385,0.4120666666666666,0.2618019762226131,0.38193333333333335
95.0,0.5,0.03,0.2939326891977176,0.4467333333333333,0.2852741548611741,0.4661333333333335
95.0,0.5,0.04,0.2916642586841613,0.4712666666666666,0.2641119630000306,0.4671333333333332
95.0,0.5,0.05,0.3763162490886385,0.4664666666666666,0.2679396674652791,0.5308666666666665
95.0,0.5,0.06,0.3457427778504738,0.5167333333333333,0.29010940418176484,0.486
95.0,0.5,0.07,0.3805919398532467,0.5116666666666666,0.3068825771793313,0.5429333333333335
95.0,0.5,0.08,0.3950366523140477,0.5718000000000002,0.3121037608101139,0.5408666666666665
95.0,0.5,0.09,0.3803070948218534,0.5246666666666667,0.3485996776925439,0.535
95.0,0.5,0.1,0.4550803468841669,0.5660666666666667,0.37866204518573066,0.5632666666666666
95.0,0.5,0.11,0.4450863856336089,0.6130666666666665,0.4263209582978421,0.5738000000000001
95.0,0.5,0.12,0.4379493965582159,0.5942000000000001,0.3692956449170077,0.5736
95.0,0.5,0.13,0.44139574485867933,0.5542666666666666,0.3850284553249401,0.5571333333333335
95.0,0.5,0.14,0.4124924751993129,0.5836666666666667,0.3919322665988945,0.5705999999999999
95.0,0.5,0.15,0.362466171378385,0.5333333333333333,0.4428196590833496,0.6705333333333333
95.0,0.5,0.16,0.48284647730997293,0.6152000000000001,0.4337490281030597,0.6698666666666666
95.0,0.5,0.17,0.4446410051278729,0.5842666666666667,0.4579381732940845,0.6467333333333333
95.0,0.5,0.18,0.4615022058750768,0.6301333333333334,0.4731795734853096,0.6606000000000002
95.0,0.5,0.19,0.4604271618511776,0.5878,0.509730726192579,0.6714666666666664
95.0,0.5,0.2,0.5703470466604428,0.6522,0.4456051043840328,0.6341999999999999
95.0,0.5,0.21,0.7814260424873731,0.8367333333333333,0.4806094003309448,0.6734
95.0,0.5,0.22,1.0,1.0,0.5080369065420406,0.6762666666666667
95.0,0.5,0.23,1.0,1.0,0.5362995365801255,0.7133333333333334
95.0,0.5,0.24,1.0,1.0,0.4467391124961633,0.6341333333333333
95.0,0.5,0.25,1.0,1.0,0.4958845375564762,0.6861333333333335
95.0,0.5,0.26,1.0,1.0,0.5412101064458006,0.6575333333333333
95.0,0.5,0.27,1.0,1.0,0.5975399534958841,0.7490000000000002
95.0,0.5,0.28,1.0,1.0,0.6118934969543475,0.7422666666666667
95.0,0.5,0.29,1.0,1.0,0.5606492894922505,0.7722666666666668
95.0,0.5,0.3,1.0,1.0,0.5800866673567081,0.8173333333333335
95.0,0.5,0.31,1.0,1.0,0.6410227958677506,0.8160666666666667
95.0,0.5,0.32,1.0,1.0,0.6411580299875831,0.8098666666666667
95.0,0.5,0.33,1.0,1.0,0.7283381338815357,0.8578
95.0,0.5,0.34,1.0,1.0,0.7340690289117526,0.8396666666666666
95.0,0.5,0.35000000000000003,1.0,1.0,0.7926418155886661,0.8954
95.0,0.5,0.36,1.0,1.0,0.8182411427551515,0.92
95.0,0.5,0.37,1.0,1.0,0.8502996891157965,0.9565333333333332
95.0,0.5,0.38,1.0,1.0,0.9346731730914792,0.9715333333333334
95.0,0.5,0.39,1.0,1.0,0.9208958790866412,0.9722666666666668
95.0,0.5,0.4,1.0,1.0,0.9747692307692308,0.9984
95.0,0.5,0.41,1.0,1.0,0.972243181545116,0.99
95.0,0.5,0.42,1.0,1.0,1.0,1.0
95.0,0.5,0.43,1.0,1.0,1.0,1.0
95.0,0.5,0.44,1.0,1.0,1.0,1.0
95.0,0.5,0.45,1.0,1.0,1.0,1.0
95.0,0.5,0.46,1.0,1.0,1.0,1.0
95.0,0.5,0.47,1.0,1.0,1.0,1.0
95.0,0.5,0.48,1.0,1.0,1.0,1.0
95.0,0.5,0.49,1.0,1.0,1.0,1.0
95.0,0.5,0.5,1.0,1.0,1.0,1.0
100.0,0.5,0.0,0.2565784152756395,0.3289333333333333,0.2430489944420981,0.35966666666666663
100.0,0.5,0.01,0.24229594928985546,0.3141333333333333,0.2687088930024496,0.3715333333333333
100.0,0.5,0.02,0.2717766296969054,0.44266666666666665,0.24786844584772774,0.4248000000000001
100.0,0.5,0.03,0.26673038659162496,0.4738,0.2703932551178134,0.4673999999999999
100.0,0.5,0.04,0.286401049637566,0.4841999999999999,0.26193102402970725,0.4841333333333333
100.0,0.5,0.05,0.3578810891234564,0.4772666666666667,0.29099348867737423,0.4882666666666665
100.0,0.5,0.06,0.3833202387659972,0.5075999999999998,0.27891579370922753,0.4998666666666666
100.0,0.5,0.07,0.3904365477742165,0.5516666666666665,0.3155934447941761,0.5432666666666666
100.0,0.5,0.08,0.4322640629505478,0.5720666666666667,0.29953829362409434,0.5264666666666667
100.0,0.5,0.09,0.4129660717752019,0.5746666666666667,0.340615166439019,0.5399333333333334
100.0,0.5,0.1,0.4103293210025206,0.5335333333333332,0.3861063537529481,0.5637999999999999
100.0,0.5,0.11,0.36029656358805456,0.5263333333333332,0.3482459734577021,0.5280666666666665
100.0,0.5,0.12,0.44113819541640575,0.5968,0.3897373046425096,0.5558666666666667
100.0,0.5,0.13,0.3649767602147959,0.5540666666666665,0.4084483904463053,0.5823333333333333
100.0,0.5,0.14,0.3989162842325353,0.5778666666666665,0.3617343411074089,0.5598666666666666
100.0,0.5,0.15,0.3934784436643696,0.5565333333333333,0.4507779695710116,0.6444666666666664
100.0,0.5,0.16,0.4505652123982201,0.5901333333333331,0.39750211980652944,0.5737333333333331
100.0,0.5,0.17,0.4943342249644992,0.625,0.4665051541355232,0.6501333333333332
100.0,0.5,0.18,0.483176435918325,0.6407333333333334,0.4725849910014605,0.6313333333333331
100.0,0.5,0.19,0.5305955770080742,0.6685333333333332,0.4431182120476618,0.6142666666666667
100.0,0.5,0.2,0.7024687389055644,0.7885333333333332,0.4322254798623121,0.6206
100.0,0.5,0.21,0.8749561868029545,0.9023333333333332,0.5120316389908529,0.6774
100.0,0.5,0.22,1.0,1.0,0.4754210268211574,0.6607333333333333
100.0,0.5,0.23,1.0,1.0,0.43008755755513134,0.6509333333333334
100.0,0.5,0.24,1.0,1.0,0.43721786740489504,0.6782666666666667
100.0,0.5,0.25,1.0,1.0,0.5069940878599449,0.6828
100.0,0.5,0.26,1.0,1.0,0.5210579090238884,0.7277333333333336
100.0,0.5,0.27,1.0,1.0,0.4515861637975617,0.6846666666666666
100.0,0.5,0.28,1.0,1.0,0.5217519423542473,0.6988666666666665
100.0,0.5,0.29,1.0,1.0,0.5897692452775997,0.7626666666666666
100.0,0.5,0.3,1.0,1.0,0.5770232204619793,0.7900666666666666
100.0,0.5,0.31,1.0,1.0,0.7143608087478386,0.8548666666666669
100.0,0.5,0.32,1.0,1.0,0.6650897871502208,0.8357333333333332
100.0,0.5,0.33,1.0,1.0,0.7092661188256872,0.8697333333333335
100.0,0.5,0.34,1.0,1.0,0.7379851766638459,0.8298666666666668
100.0,0.5,0.35000000000000003,1.0,1.0,0.7551245498551333,0.8757333333333334
100.0,0.5,0.36,1.0,1.0,0.7423779442611469,0.8654666666666667
100.0,0.5,0.37,1.0,1.0,0.8535881780083462,0.9472666666666668
100.0,0.5,0.38,1.0,1.0,0.9056814356405404,0.9508
