m,num_sig_nodes,mase_ari,omni_ari
2,15,0.022374671376348177,0.017170144273083984
2,15,0.02,0.010133333333333333
2,15,0.009651531067278667,-0.0030985256215827774
2,15,0.01192543862955726,0.009623757456350216
2,15,0.0082422901255612,0.005495141607342821
2,15,0.010098294301054743,0.0006682463971244986
2,15,0.005397102599388332,-0.0022978960006597837
2,15,0.003995577968582315,0.010145222028970915
2,15,0.011179431895920054,0.006120371285435865
2,15,0.007910416388761417,0.004433772196573412
2,15,0.00111393342447825,0.008642961811686058
2,15,0.005900755988022711,0.002532732562058643
2,15,-0.005888692034133725,-0.0012823193250101094
2,15,0.0014711506141045685,0.006415910512335372
2,15,0.0023349651065522024,0.005132918445704516
2,15,0.002177224623948042,0.0010361435946217934
2,15,0.002293798789523532,0.0022995136417931403
2,15,-0.0011222434318119351,0.003036724100230854
2,15,2.2392379304638325e-05,0.003800132455389933
2,15,0.0019298592190271976,-0.002471441709724469
5,15,0.07632475533515835,0.0750450371086861
5,15,0.06826666666666667,0.05586666666666667
5,15,0.05791105640981551,0.02807210510494172
5,15,0.049283535899565856,0.028757853515412504
5,15,0.030211979452841677,0.018336485390140777
5,15,0.022691140825114378,0.016583753167115623
5,15,0.028622529506378544,0.030663132432222816
5,15,0.03343454959187273,0.010751214333136104
5,15,0.012617250380575058,0.00513128834269207
5,15,0.012822435424329745,0.01024038649815702
5,15,0.0032158068984174215,0.006455866960439787
5,15,0.007378919139303911,0.015456150555117398
5,15,0.0069040916770043035,0.007865251328389535
5,15,0.0023935836454537928,0.009805692606641906
5,15,0.0057758464258073185,0.003086167276296849
5,15,0.0014446179296907862,0.007780480372259273
5,15,0.0037649352596887385,0.007455075682741681
5,15,-0.00245417056394518,0.01194237518065982
5,15,-0.0021196791560127094,0.0029685493356814124
5,15,0.006113530191695276,0.0030497782219456927
7,15,0.06530630469627936,0.09319919376595395
7,15,0.05973333333333333,0.039066666666666666
7,15,0.05115798998788648,0.03565499974002133
7,15,0.03673199290723659,0.04203586265115266
7,15,0.02538636045748258,0.04321179720771439
7,15,0.02746557283401729,0.030503141288979938
7,15,0.0557188646787171,0.023791126480422406
7,15,0.05420003969209877,0.012358022675533544
7,15,0.015818408056267712,0.014844190107688256
7,15,0.0101705822825009,0.015559988874011079
7,15,0.016281451621905772,0.01632760074276722
7,15,0.006698126080279001,0.018798083017582484
7,15,0.006690129266240589,0.018743335538023785
7,15,0.0072491147878731175,0.008883407783361314
7,15,0.009236123085564296,0.006053350668682791
7,15,0.00019727085996769166,0.0050584329823360665
7,15,0.00646841294450608,0.008069132838810006
7,15,0.006069257159285921,0.008895866022008283
7,15,-0.0010153186702622733,0.00578892054985296
7,15,0.005340019050395547,0.005858547382574941
10,15,0.14150604006585746,0.13852434911417835
10,15,0.06280000000000001,0.08573333333333334
10,15,0.07551209964661049,0.03572981961550109
10,15,0.08778441114353037,0.047485692577908856
10,15,0.07117901888676996,0.05394360885883855
10,15,0.06551902135653243,0.028112079383883874
10,15,0.033499821344645665,0.04903134775804941
10,15,0.04906916458626767,0.05014976886340949
10,15,0.046633359568473386,0.025677450058640153
10,15,0.026571388219352014,0.0433327849589224
10,15,0.03497553400605372,0.028214336689714334
10,15,0.01710078858421007,0.03232946189063248
10,15,0.02466826336843749,0.021042233709837904
10,15,0.014699708702061508,0.03194103604666627
10,15,0.009201236276521373,0.01836679670562864
10,15,0.010669113729226177,0.018828535560251224
10,15,0.0006766186175858282,0.017111519977483784
10,15,0.0028854040768594947,0.013429160815385501
10,15,0.0033849607812792486,0.016497626434834645
10,15,-0.0002335341872477321,0.002926142270140564
12,15,0.13391595586552543,0.16702258542130438
12,15,0.12453333333333333,0.06253333333333333
12,15,0.08260520945035184,0.10532729610835224
12,15,0.08203380729886207,0.12084498278096106
12,15,0.0876979119744837,0.06149334237573191
12,15,0.07539285065394381,0.07096113307167319
12,15,0.03287066458193965,0.0445392207354205
12,15,0.03730955031762277,0.04539243475559876
12,15,0.03721010503148511,0.04951047548397746
12,15,0.04333352816469217,0.03420230167405294
12,15,0.02411266624261825,0.05454494293963464
12,15,0.04983747635636839,0.04166178625613967
12,15,0.01884773824266797,0.03159282698437658
12,15,0.022794785154712713,0.05550213774797423
12,15,0.005630066041617096,0.015816352793647955
12,15,0.013010264184024343,0.022523468916522904
12,15,0.0036677661336820782,0.02313114684519795
12,15,0.0066020186944081675,0.016628926696480903
12,15,0.003446370904637762,0.025590903489735868
12,15,0.00602490737075474,0.01967132649529233
15,15,0.2287864872303371,0.18531378396298212
15,15,0.14986666666666668,0.13520000000000001
15,15,0.14412317648512143,0.06614080611698592
15,15,0.11722669263351422,0.08019433001229044
15,15,0.10642979752276617,0.12329708980194845
15,15,0.11105282963083259,0.07243050256065636
15,15,0.07675798092818285,0.06461801061468293
15,15,0.08301320319337974,0.12089258909145968
15,15,0.06331926518325431,0.10197940682050945
15,15,0.10529421701986624,0.07793788593593341
15,15,0.04302469966691644,0.05599462913962507
15,15,0.050732024733337114,0.05348308713549571
15,15,0.01441844651646007,0.05132785606764152
15,15,0.02494561237752342,0.051066517591293284
15,15,0.028031578970208325,0.023481368968507235
15,15,0.01476359193870478,0.046077289253126666
15,15,0.008979934378604929,0.045266095831381026
15,15,0.015527355111843309,0.027139218605728717
15,15,0.003803437850593471,0.02338294794676748
15,15,0.007053979674689955,0.0279795704933915
17,15,0.1943657977417539,0.19857054531422186
17,15,0.22520000000000004,0.08626666666666666
17,15,0.10648297936072952,0.09326326855718194
17,15,0.13401386734022575,0.0797792631043884
17,15,0.1074142308066974,0.08259732081446035
17,15,0.11745716775449894,0.12723682122255783
17,15,0.07667928392634922,0.0891862275345959
17,15,0.10559068460497908,0.10471508618152131
17,15,0.08910333602986721,0.1001346169511167
17,15,0.09019111759363624,0.10063939390094476
17,15,0.04157711929951244,0.09302280045081927
17,15,0.07382241818148813,0.0856133499324898
17,15,0.05270217564762387,0.05600759047014658
17,15,0.03186397165779526,0.08242055492233985
17,15,0.028607880760325454,0.040807643948931306
17,15,0.02052104670422187,0.05856738741792048
17,15,0.0033875484942492654,0.027906085206330308
17,15,0.008778805532238943,0.03502921517972876
17,15,0.0053372168413627855,0.03584636477794117
17,15,-0.0012739615734952477,0.020061833638931367
20,15,0.2527900649852824,0.22002203524253985
20,15,0.13493333333333335,0.14426666666666665
20,15,0.1885911288696277,0.07827964931298179
20,15,0.14777553883055677,0.12259373251948162
20,15,0.16100981946951684,0.10687599816143419
20,15,0.14622866289071043,0.12329690856737954
20,15,0.19682807954381878,0.158328376850284
20,15,0.1723186927940576,0.1864874577368147
20,15,0.14815493532564705,0.19755287066760047
20,15,0.15431393528494367,0.10491023794130633
20,15,0.10446785472993472,0.12286539888141533
20,15,0.11911803701033673,0.1279111793911516
20,15,0.06407382383441323,0.09110176812117957
20,15,0.0691113645600319,0.10683290595442042
20,15,0.04094636728714539,0.0767081162820555
20,15,0.02426500901383528,0.08895352996688272
20,15,0.013370214040192356,0.05623918722068968
20,15,0.010260034188952574,0.04176530328313754
20,15,0.015109248993887462,0.0687508155962901
20,15,0.006894197749597371,0.03834544805999526
22,15,0.31005218817580266,0.22700345105521855
22,15,0.13973333333333332,0.10106666666666671
22,15,0.16520805064755212,0.10579792312986334
22,15,0.15205216486616802,0.07374992479848184
22,15,0.17048205434878244,0.1520723153385871
22,15,0.17274062618013855,0.1049317625482537
22,15,0.1781272299877942,0.15489226892195682
22,15,0.14202974763687196,0.13719706534539733
22,15,0.12649147019714585,0.17414381522210615
22,15,0.18168019215798925,0.18301368082511868
22,15,0.10948737056114803,0.1513363731072347
22,15,0.07981550759923883,0.1495038194769007
22,15,0.09201054645509923,0.11977990606575255
22,15,0.05639320564538859,0.08912111869376842
22,15,0.051080842794601455,0.13452455482067116
22,15,0.039163682224181845,0.08242184829780656
22,15,0.023300470249980734,0.07593699743076479
22,15,0.012633183461583692,0.06566956973095006
22,15,0.002417218634469593,0.0549600280541229
22,15,0.0007516777869432926,0.05119514135160656
25,15,0.2965109614347563,0.29305867391709595
25,15,0.20919999999999997,0.15839999999999999
25,15,0.18374012253912014,0.09400189192624099
25,15,0.1585303640875394,0.13912658316574067
25,15,0.21581322117602636,0.13055743278358012
25,15,0.2022049078424265,0.1736018401421895
25,15,0.2055852355835874,0.1549050583073241
25,15,0.1899237849521348,0.2366119408022794
25,15,0.23469510362219112,0.2363439622746832
25,15,0.23102580468708894,0.23750173330159327
25,15,0.19404411599809268,0.22755932858634229
25,15,0.12161986805191295,0.11936543920605767
25,15,0.1046745626558309,0.14385761162111593
25,15,0.07991954345322408,0.15905127986706222
25,15,0.0419978883673134,0.11265694782198546
25,15,0.041751749070990024,0.10089846964881499
25,15,0.029688412222533146,0.10908014797550905
25,15,0.030211930614269297,0.08732639217429591
25,15,0.012183401347860333,0.10649976377242348
25,15,0.006529025708991827,0.09025197463095282
27,15,0.3952511017924507,0.29814129092824426
27,15,0.26320000000000005,0.14213333333333333
27,15,0.14086101537448528,0.1434109348274394
27,15,0.20180002043273906,0.14760645301753572
27,15,0.23189774906675287,0.11669971814100208
27,15,0.2894112030346787,0.16112532213104003
27,15,0.24084122711601463,0.19965310697114824
27,15,0.20812646015750694,0.2251320401843072
27,15,0.2760283642535299,0.26186565993325905
27,15,0.1779601761907794,0.21628843453025445
27,15,0.15744851569724572,0.20386275829493672
27,15,0.13927778600721719,0.23246517934833638
27,15,0.0822786765997802,0.18761744076958123
27,15,0.13734717185760423,0.19002396640076608
27,15,0.08748236374611412,0.14423033622566186
27,15,0.04703895153250566,0.15062962102443614
27,15,0.026994591430026246,0.14025814209885618
27,15,0.017048153437162504,0.11661469208259405
27,15,0.006183271229013563,0.10507859089034058
27,15,0.0012210713440612734,0.09446961645881918
30,15,0.26760022593721966,0.23060807329212588
30,15,0.19546666666666662,0.17453333333333332
30,15,0.16294076800598367,0.12248005791140637
30,15,0.13745156043963858,0.1893942503748935
30,15,0.19037632612073324,0.2072865699613033
30,15,0.2410378624861583,0.18181440505656274
30,15,0.2768317212825501,0.18852502026369636
30,15,0.29276665314210654,0.26841066841073213
30,15,0.32251425563778746,0.27105525946075865
30,15,0.2734477150678749,0.2619261317199308
30,15,0.25002856767515963,0.21972208796823878
30,15,0.16937156779833643,0.28111212408235714
30,15,0.13676040810442963,0.20503224402912082
30,15,0.17701144087096066,0.22696668540996984
30,15,0.08699394016350913,0.18263990770976432
30,15,0.049091621397797686,0.187940783230745
30,15,0.028725093724822036,0.19651642816002654
30,15,0.026811290346274223,0.1848497511084381
30,15,0.008228592650599054,0.15724732017495158
30,15,-0.001242971778264285,0.1266462571539597
32,15,0.3318204151145296,0.272356550130277
32,15,0.15853333333333333,0.1552
32,15,0.16750690128905826,0.12833529542717004
32,15,0.18638304185849638,0.18388826293352298
32,15,0.22572754670871864,0.15213426417219406
32,15,0.2111520905124259,0.23472473758733167
32,15,0.30155636182433937,0.25887295660012555
32,15,0.3027817472039525,0.2237935951699187
32,15,0.3385292099815438,0.2489547059317977
32,15,0.2983360199814994,0.29880729355872016
32,15,0.29934818993091655,0.30524269020870576
32,15,0.1969787924888402,0.2496416958005021
32,15,0.2256985323830074,0.29350637414657516
32,15,0.17335324967181273,0.26447874750669714
32,15,0.09668085692144122,0.22802266681472833
32,15,0.06544914272871323,0.20572354781372712
32,15,0.07651384383510135,0.20240772679885555
32,15,0.04994473544497493,0.15379303968056107
32,15,0.024274508214069936,0.12936645753715917
32,15,0.019797051070366917,0.13592361069082456
35,15,0.3549503957589096,0.3494221295201546
35,15,0.1432,0.1556
35,15,0.14007164541707814,0.12585072127069968
35,15,0.19384589434059749,0.17459596020474477
35,15,0.2715118762706046,0.116873655544333
35,15,0.28987546208082055,0.2550104403304875
35,15,0.3435798930800917,0.267074817010844
35,15,0.36127343004638135,0.23920675491391166
35,15,0.30676335482267286,0.3725458235360607
35,15,0.3380270616777732,0.41441573720550073
35,15,0.26456395367746294,0.37073681641797834
35,15,0.22508666627405607,0.3337947467682417
35,15,0.20371050432059995,0.27593833184037303
35,15,0.129404038163338,0.3049437702763315
35,15,0.10642628622745905,0.3169052781733268
35,15,0.08854507466951028,0.26631047685393655
35,15,0.036025964540848145,0.25043968802843575
35,15,0.016437790605466497,0.2266717595608495
35,15,0.021018923852763886,0.15263023353979355
35,15,0.01894889229658404,0.18921033226014114
37,15,0.3054985890419803,0.3093751279448976
37,15,0.2341333333333333,0.1784
37,15,0.14490988791278944,0.13233948242971985
37,15,0.2387538353018923,0.21976514210942327
37,15,0.2103917895933714,0.21093687378594025
37,15,0.2607352489823368,0.2830083577344801
37,15,0.34107563510008726,0.30952260780328517
37,15,0.3756762420883399,0.4012589446102315
37,15,0.3311911051623608,0.36753170311098565
37,15,0.3523597648285292,0.346026065907596
37,15,0.31950141763638956,0.32842674214399264
37,15,0.2794337875225193,0.3094304863093558
37,15,0.24156890690766034,0.3561589898770632
37,15,0.18559133796574132,0.3231525103303378
37,15,0.1773298184809847,0.34877490095407354
37,15,0.09331349834277153,0.29949450076692463
37,15,0.05906169375687445,0.3289502538936256
37,15,0.028822507280293688,0.29634939204472643
37,15,0.0022835472819074613,0.19952180879130374
37,15,0.012063454704414762,0.20146412984227752
40,15,0.4714840027716296,0.3225635255346985
40,15,0.32053333333333334,0.20853333333333332
40,15,0.17745771955087267,0.11376573011551311
40,15,0.2206605836852709,0.2065580509078769
40,15,0.25838115421466745,0.2820933178878957
40,15,0.3169386723547175,0.27265702188312835
40,15,0.3465903501283224,0.3235093911056275
40,15,0.4267468223332711,0.39768911544097674
40,15,0.36922809019016056,0.45598868892331945
40,15,0.32303364494160197,0.4710041943552668
40,15,0.30029021584669585,0.4799113697632733
40,15,0.28566551073862156,0.4240214901180739
40,15,0.289163278685422,0.3571359316611378
40,15,0.19057653843763384,0.3433995578958983
40,15,0.23739228724365755,0.3464400858118827
40,15,0.1817693184676692,0.3156994161771593
40,15,0.04485738364992013,0.24963900170169392
40,15,0.025690449978312692,0.2960353996093156
40,15,0.022157845380776187,0.24155254911744337
40,15,0.022075728073265494,0.28290476119505853
42,15,0.3733252695899686,0.3723834381557478
42,15,0.25693333333333335,0.1342666666666667
42,15,0.22605167462843626,0.16630433864957148
42,15,0.2593945951978436,0.2067670649211315
42,15,0.2504897358270306,0.27155307296270104
42,15,0.2980152027981968,0.3007398882173445
42,15,0.26901836556131786,0.3355179339397807
42,15,0.5412722942238942,0.41073547620305484
42,15,0.44874107015355624,0.44225034375745637
42,15,0.4221921304409262,0.39970021438962666
42,15,0.32389137144476765,0.4979270419279487
42,15,0.3232527423089093,0.41449608748304007
42,15,0.32112455345687574,0.47954517985187095
42,15,0.22925153241182866,0.3740509286757652
42,15,0.14828597818689074,0.37493035521862694
42,15,0.14042762889476026,0.3711519759587646
42,15,0.08170040147610579,0.34516838838179464
42,15,0.04309924125570622,0.37928284908581206
42,15,0.04103368417255486,0.35519855514092524
42,15,0.00900935623957416,0.3246615407010458
45,15,0.4545673891980917,0.38956818651885233
45,15,0.19799999999999998,0.20133333333333334
45,15,0.1952758593197483,0.15510790746165987
45,15,0.2647283205828321,0.16794580299197842
45,15,0.252330330520473,0.3035921465966556
45,15,0.3514483565006594,0.32891330176436867
45,15,0.3481687634905436,0.3137222075438214
45,15,0.4154520918346398,0.4160175846201246
45,15,0.5124227532206894,0.5413997691772476
45,15,0.45187844364150154,0.45386466225699573
45,15,0.5169869396957533,0.48940936894540044
45,15,0.414888888332337,0.4964369525864992
45,15,0.3377762071337127,0.49228240437453985
45,15,0.20826762962339768,0.49389904994867206
45,15,0.23804858435317455,0.4954333202031653
45,15,0.10170656605601365,0.377425171557067
45,15,0.06786745478571639,0.43672140908563084
45,15,0.03852213284721809,0.38068318884033403
45,15,0.02563316735597989,0.32624318164521177
45,15,0.008940315840337243,0.3676525535784057
47,15,0.41991312243650614,0.3060507561552745
47,15,0.18506666666666668,0.18906666666666666
47,15,0.13120361975670958,0.1198684852236712
47,15,0.19288660562252413,0.14205844438514814
47,15,0.2434261315367341,0.28365880180691777
47,15,0.42530103209730746,0.3103726722567234
47,15,0.4628494407279235,0.3930398857246529
47,15,0.4351280556830572,0.4246773199152046
47,15,0.4629180778674485,0.507609428319281
47,15,0.4212232116000617,0.44575128307153006
