m,p,q,delta,prec,recall
50.0,0.5,0.25,0.2,0.9629729729729729,1.0
50.0,0.5,0.25,0.21,0.9219084390512962,1.0
50.0,0.5,0.25,0.22,0.9714864864864865,1.0
50.0,0.5,0.25,0.23,0.9277027027027026,1.0
50.0,0.5,0.25,0.24,0.9479729729729729,1.0
50.0,0.5,0.25,0.25,0.9144594594594594,1.0
50.0,0.5,0.25,0.26,0.9309459459459458,1.0
50.0,0.5,0.25,0.27,0.9647297297297297,1.0
50.0,0.5,0.25,0.28,0.9462162162162161,1.0
50.0,0.5,0.25,0.29,0.9512162162162161,1.0
50.0,0.5,0.25,0.3,0.929189189189189,1.0
50.0,0.5,0.25,0.31,0.9136651958080528,1.0
50.0,0.5,0.25,0.32,0.9444594594594594,1.0
50.0,0.5,0.25,0.33,0.9571787093215665,1.0
50.0,0.5,0.25,0.34,0.9647297297297297,1.0
50.0,0.5,0.25,0.35000000000000003,0.9662162162162161,1.0
50.0,0.5,0.25,0.36,0.9226006618863761,1.0
50.0,0.5,0.25,0.37,0.9389354660783232,1.0
50.0,0.5,0.25,0.38,0.9294594594594594,1.0
50.0,0.5,0.25,0.39,0.9127027027027026,1.0
50.0,0.5,0.25,0.4,0.9283949255377826,1.0
50.0,0.5,0.25,0.41000000000000003,0.9294594594594594,1.0
50.0,0.5,0.25,0.42,0.9479729729729729,1.0
50.0,0.5,0.25,0.43,0.9547297297297297,1.0
50.0,0.5,0.25,0.44,0.9336651958080529,1.0
50.0,0.5,0.25,0.45,0.9512162162162161,1.0
50.0,0.5,0.25,0.46,0.9486651958080529,1.0
50.0,0.5,0.25,0.47000000000000003,0.9429729729729729,1.0
50.0,0.5,0.25,0.48,0.9547297297297297,1.0
50.0,0.5,0.25,0.49,0.9614864864864865,1.0
50.0,0.5,0.25,0.5,0.9294594594594594,1.0
55.0,0.5,0.25,0.0,0.354954954954955,0.06
55.0,0.5,0.25,0.01,0.8929117797042325,0.49
55.0,0.5,0.25,0.02,0.9502206287920573,0.98
55.0,0.5,0.25,0.03,0.9697297297297297,1.0
55.0,0.5,0.25,0.04,0.9571787093215665,1.0
55.0,0.5,0.25,0.05,0.914189189189189,1.0
55.0,0.5,0.25,0.06,0.9344594594594594,1.0
55.0,0.5,0.25,0.07,0.9479729729729729,1.0
55.0,0.5,0.25,0.08,0.9497297297297297,1.0
55.0,0.5,0.25,0.09,0.9571787093215665,1.0
55.0,0.5,0.25,0.1,0.9544594594594593,1.0
55.0,0.5,0.25,0.11,0.9547297297297297,1.0
55.0,0.5,0.25,0.12,0.9562162162162161,1.0
55.0,0.5,0.25,0.13,0.9359459459459458,1.0
55.0,0.5,0.25,0.14,0.9354219525648096,1.0
55.0,0.5,0.25,0.15,0.9512162162162161,1.0
55.0,0.5,0.25,0.16,0.9178709321566464,1.0
55.0,0.5,0.25,0.17,0.9497297297297297,1.0
55.0,0.5,0.25,0.18,0.9782432432432432,1.0
55.0,0.5,0.25,0.19,0.9697297297297297,1.0
55.0,0.5,0.25,0.2,0.9351516822945394,1.0
55.0,0.5,0.25,0.21,0.9194594594594594,1.0
55.0,0.5,0.25,0.22,0.9144594594594594,1.0
55.0,0.5,0.25,0.23,0.9269084390512962,1.0
55.0,0.5,0.25,0.24,0.9479729729729729,1.0
55.0,0.5,0.25,0.25,0.9512162162162161,1.0
55.0,0.5,0.25,0.26,0.9177027027027026,1.0
55.0,0.5,0.25,0.27,0.8896111417539987,1.0
55.0,0.5,0.25,0.28,0.9259459459459458,1.0
55.0,0.5,0.25,0.29,0.9259459459459458,1.0
55.0,0.5,0.25,0.3,0.9327027027027026,1.0
55.0,0.5,0.25,0.31,0.9486651958080529,1.0
55.0,0.5,0.25,0.32,0.9379729729729729,1.0
55.0,0.5,0.25,0.33,0.9579729729729729,1.0
55.0,0.5,0.25,0.34,0.9183949255377826,1.0
55.0,0.5,0.25,0.35000000000000003,0.9514864864864865,1.0
55.0,0.5,0.25,0.36,0.9864864864864864,1.0
55.0,0.5,0.25,0.37,0.9529729729729729,1.0
55.0,0.5,0.25,0.38,0.9364864864864865,1.0
55.0,0.5,0.25,0.39,0.9183949255377826,1.0
55.0,0.5,0.25,0.4,0.9447297297297297,1.0
55.0,0.5,0.25,0.41000000000000003,0.9832432432432432,1.0
55.0,0.5,0.25,0.42,0.9629729729729729,1.0
55.0,0.5,0.25,0.43,0.9301516822945394,1.0
55.0,0.5,0.25,0.44,0.9124324324324323,1.0
55.0,0.5,0.25,0.45,0.9462162162162161,1.0
55.0,0.5,0.25,0.46,0.9033949255377826,1.0
55.0,0.5,0.25,0.47000000000000003,0.9244594594594594,1.0
55.0,0.5,0.25,0.48,0.9629729729729729,1.0
55.0,0.5,0.25,0.49,0.9679729729729729,1.0
55.0,0.5,0.25,0.5,0.9074324324324323,1.0
60.0,0.5,0.25,0.0,0.31319554848966613,0.06
60.0,0.5,0.25,0.01,0.8426073131955484,0.47
60.0,0.5,0.25,0.02,0.9575484575484575,0.99
60.0,0.5,0.25,0.03,0.9447297297297297,1.0
60.0,0.5,0.25,0.04,0.9521787093215665,1.0
60.0,0.5,0.25,0.05,0.9512162162162161,1.0
60.0,0.5,0.25,0.06,0.9101516822945394,1.0
60.0,0.5,0.25,0.07,0.8966381687810258,1.0
60.0,0.5,0.25,0.08,0.9414864864864865,1.0
60.0,0.5,0.25,0.09,0.9362162162162161,1.0
60.0,0.5,0.25,0.1,0.9361141753998896,1.0
60.0,0.5,0.25,0.11,0.9294594594594594,1.0
60.0,0.5,0.25,0.12,0.9386651958080529,1.0
60.0,0.5,0.25,0.13,0.9209459459459458,1.0
60.0,0.5,0.25,0.14,0.9369084390512961,1.0
60.0,0.5,0.25,0.15,0.9436651958080529,1.0
60.0,0.5,0.25,0.16,0.9597297297297297,1.0
60.0,0.5,0.25,0.17,0.9344594594594594,1.0
60.0,0.5,0.25,0.18,0.9714864864864865,1.0
60.0,0.5,0.25,0.19,0.9294594594594594,1.0
60.0,0.5,0.25,0.2,0.9377027027027026,1.0
60.0,0.5,0.25,0.21,0.919189189189189,1.0
60.0,0.5,0.25,0.22,0.9127027027027026,1.0
60.0,0.5,0.25,0.23,0.9412162162162161,1.0
60.0,0.5,0.25,0.24,0.9489354660783232,1.0
60.0,0.5,0.25,0.25,0.9421787093215664,1.0
60.0,0.5,0.25,0.26,0.9409459459459458,1.0
60.0,0.5,0.25,0.27,0.9212162162162162,1.0
60.0,0.5,0.25,0.28,0.9294594594594594,1.0
60.0,0.5,0.25,0.29,0.9109459459459458,1.0
60.0,0.5,0.25,0.3,0.9547297297297297,1.0
60.0,0.5,0.25,0.31,0.9277027027027026,1.0
60.0,0.5,0.25,0.32,0.9177027027027026,1.0
60.0,0.5,0.25,0.33,0.9177027027027026,1.0
60.0,0.5,0.25,0.34,0.9629729729729729,1.0
60.0,0.5,0.25,0.35000000000000003,0.9579729729729729,1.0
60.0,0.5,0.25,0.36,0.9462162162162161,1.0
60.0,0.5,0.25,0.37,0.9369084390512961,1.0
60.0,0.5,0.25,0.38,0.9562162162162161,1.0
60.0,0.5,0.25,0.39,0.9664864864864865,1.0
60.0,0.5,0.25,0.4,0.9262162162162162,1.0
60.0,0.5,0.25,0.41000000000000003,0.9344594594594594,1.0
60.0,0.5,0.25,0.42,0.9304219525648096,1.0
60.0,0.5,0.25,0.43,0.9447297297297297,1.0
60.0,0.5,0.25,0.44,0.9479729729729729,1.0
60.0,0.5,0.25,0.45,0.9109459459459458,1.0
60.0,0.5,0.25,0.46,0.9529729729729729,1.0
60.0,0.5,0.25,0.47000000000000003,0.9312162162162161,1.0
60.0,0.5,0.25,0.48,0.98,1.0
60.0,0.5,0.25,0.49,0.9261141753998896,1.0
60.0,0.5,0.25,0.5,0.9001516822945393,1.0
65.0,0.5,0.25,0.0,0.6,0.06
65.0,0.5,0.25,0.01,0.8604422604422605,0.49
65.0,0.5,0.25,0.02,0.9515185288381164,0.97
65.0,0.5,0.25,0.03,0.9529729729729729,1.0
65.0,0.5,0.25,0.04,0.914189189189189,1.0
65.0,0.5,0.25,0.05,0.9377027027027026,1.0
65.0,0.5,0.25,0.06,0.9362162162162161,1.0
65.0,0.5,0.25,0.07,0.9294594594594594,1.0
65.0,0.5,0.25,0.08,0.9444594594594594,1.0
65.0,0.5,0.25,0.09,0.9497297297297297,1.0
65.0,0.5,0.25,0.1,0.9244594594594594,1.0
65.0,0.5,0.25,0.11,0.9166381687810258,1.0
65.0,0.5,0.25,0.12,0.9244594594594594,1.0
65.0,0.5,0.25,0.13,0.9144594594594594,1.0
65.0,0.5,0.25,0.14,0.9714864864864865,1.0
65.0,0.5,0.25,0.15,0.9412162162162161,1.0
65.0,0.5,0.25,0.16,0.9639354660783233,1.0
65.0,0.5,0.25,0.17,0.9312162162162161,1.0
65.0,0.5,0.25,0.18,0.9218063982349696,1.0
65.0,0.5,0.25,0.19,0.9362162162162161,1.0
65.0,0.5,0.25,0.2,0.9654219525648097,1.0
65.0,0.5,0.25,0.21,0.9286651958080528,1.0
65.0,0.5,0.25,0.22,0.9354219525648096,1.0
65.0,0.5,0.25,0.23,0.9454219525648097,1.0
65.0,0.5,0.25,0.24,0.9227027027027026,1.0
65.0,0.5,0.25,0.25,0.9169084390512962,1.0
65.0,0.5,0.25,0.26,0.9547297297297297,1.0
65.0,0.5,0.25,0.27,0.9277027027027026,1.0
65.0,0.5,0.25,0.28,0.924189189189189,1.0
65.0,0.5,0.25,0.29,0.9597297297297297,1.0
65.0,0.5,0.25,0.3,0.9312162162162161,1.0
65.0,0.5,0.25,0.31,0.9521787093215665,1.0
65.0,0.5,0.25,0.32,0.9244594594594594,1.0
65.0,0.5,0.25,0.33,0.9397297297297297,1.0
65.0,0.5,0.25,0.34,0.9177027027027026,1.0
65.0,0.5,0.25,0.35000000000000003,0.9209459459459458,1.0
65.0,0.5,0.25,0.36,0.9562162162162161,1.0
65.0,0.5,0.25,0.37,0.9494594594594594,1.0
65.0,0.5,0.25,0.38,0.985,1.0
65.0,0.5,0.25,0.39,0.9327027027027026,1.0
65.0,0.5,0.25,0.4,0.9177027027027026,1.0
65.0,0.5,0.25,0.41000000000000003,0.9379729729729729,1.0
65.0,0.5,0.25,0.42,0.9612162162162161,1.0
65.0,0.5,0.25,0.43,0.9497297297297297,1.0
65.0,0.5,0.25,0.44,0.924189189189189,1.0
65.0,0.5,0.25,0.45,0.9494594594594594,1.0
65.0,0.5,0.25,0.46,0.9504219525648097,1.0
65.0,0.5,0.25,0.47000000000000003,0.9764864864864865,1.0
65.0,0.5,0.25,0.48,0.9412162162162161,1.0
65.0,0.5,0.25,0.49,0.9439354660783232,1.0
65.0,0.5,0.25,0.5,0.9582432432432433,1.0
70.0,0.5,0.25,0.0,0.14285714285714285,0.02
70.0,0.5,0.25,0.01,0.8973447131341867,0.53
70.0,0.5,0.25,0.02,0.9462162162162161,1.0
70.0,0.5,0.25,0.03,0.9697297297297297,1.0
70.0,0.5,0.25,0.04,0.9597297297297297,1.0
70.0,0.5,0.25,0.05,0.9564864864864865,1.0
70.0,0.5,0.25,0.06,0.9532432432432433,1.0
70.0,0.5,0.25,0.07,0.9614864864864865,1.0
70.0,0.5,0.25,0.08,0.9629729729729729,1.0
70.0,0.5,0.25,0.09,0.9429729729729729,1.0
70.0,0.5,0.25,0.1,0.9462162162162161,1.0
70.0,0.5,0.25,0.11,0.9614864864864865,1.0
70.0,0.5,0.25,0.12,0.9632432432432432,1.0
70.0,0.5,0.25,0.13,0.9312162162162161,1.0
70.0,0.5,0.25,0.14,0.9797297297297297,1.0
70.0,0.5,0.25,0.15,0.985,1.0
70.0,0.5,0.25,0.16,0.9547297297297297,1.0
70.0,0.5,0.25,0.17,0.9547297297297297,1.0
70.0,0.5,0.25,0.18,0.9564864864864865,1.0
70.0,0.5,0.25,0.19,0.9562162162162161,1.0
70.0,0.5,0.25,0.2,0.9162162162162162,1.0
70.0,0.5,0.25,0.21,0.97,1.0
70.0,0.5,0.25,0.22,0.9379729729729729,1.0
70.0,0.5,0.25,0.23,0.9159459459459458,1.0
70.0,0.5,0.25,0.24,0.9621787093215665,1.0
70.0,0.5,0.25,0.25,0.9021621621621619,1.0
70.0,0.5,0.25,0.26,0.8998814120242691,1.0
70.0,0.5,0.25,0.27,0.9682432432432432,1.0
70.0,0.5,0.25,0.28,0.9259459459459458,1.0
70.0,0.5,0.25,0.29,0.9394594594594594,1.0
70.0,0.5,0.25,0.3,0.9579729729729729,1.0
70.0,0.5,0.25,0.31,0.9169084390512962,1.0
70.0,0.5,0.25,0.32,0.9447297297297297,1.0
70.0,0.5,0.25,0.33,0.9714864864864865,1.0
70.0,0.5,0.25,0.34,0.9144594594594594,1.0
70.0,0.5,0.25,0.35000000000000003,0.9614864864864865,1.0
70.0,0.5,0.25,0.36,0.9462162162162161,1.0
70.0,0.5,0.25,0.37,0.9294594594594594,1.0
70.0,0.5,0.25,0.38,0.9494594594594594,1.0
70.0,0.5,0.25,0.39,0.9512162162162161,1.0
70.0,0.5,0.25,0.4,0.9429729729729729,1.0
70.0,0.5,0.25,0.41000000000000003,0.9312162162162161,1.0
70.0,0.5,0.25,0.42,0.9529729729729729,1.0
70.0,0.5,0.25,0.43,0.9371787093215664,1.0
70.0,0.5,0.25,0.44,0.9462162162162161,1.0
70.0,0.5,0.25,0.45,0.9259459459459458,1.0
70.0,0.5,0.25,0.46,0.9369084390512961,1.0
70.0,0.5,0.25,0.47000000000000003,0.9151516822945394,1.0
70.0,0.5,0.25,0.48,0.9294594594594594,1.0
70.0,0.5,0.25,0.49,0.9397297297297297,1.0
70.0,0.5,0.25,0.5,0.9144594594594594,1.0
75.0,0.5,0.25,0.0,0.14285714285714285,0.02
75.0,0.5,0.25,0.01,0.8708462560921576,0.58
75.0,0.5,0.25,0.02,0.9757592644190582,0.97
75.0,0.5,0.25,0.03,0.9377027027027026,1.0
75.0,0.5,0.25,0.04,0.9479729729729729,1.0
75.0,0.5,0.25,0.05,0.9647297297297297,1.0
75.0,0.5,0.25,0.06,0.9512162162162161,1.0
75.0,0.5,0.25,0.07,0.9454219525648097,1.0
75.0,0.5,0.25,0.08,0.9544594594594593,1.0
75.0,0.5,0.25,0.09,0.9529729729729729,1.0
75.0,0.5,0.25,0.1,0.9597297297297297,1.0
75.0,0.5,0.25,0.11,0.9262162162162162,1.0
75.0,0.5,0.25,0.12,0.9597297297297297,1.0
75.0,0.5,0.25,0.13,0.9579729729729729,1.0
75.0,0.5,0.25,0.14,0.9479729729729729,1.0
75.0,0.5,0.25,0.15,0.9327027027027026,1.0
75.0,0.5,0.25,0.16,0.9386651958080529,1.0
75.0,0.5,0.25,0.17,0.9454219525648097,1.0
75.0,0.5,0.25,0.18,0.9024324324324323,1.0
75.0,0.5,0.25,0.19,0.9529729729729729,1.0
75.0,0.5,0.25,0.2,0.9377027027027026,1.0
75.0,0.5,0.25,0.21,0.9219084390512962,1.0
75.0,0.5,0.25,0.22,0.9479729729729729,1.0
75.0,0.5,0.25,0.23,0.9312162162162161,1.0
75.0,0.5,0.25,0.24,0.9427027027027026,1.0
75.0,0.5,0.25,0.25,0.9647297297297297,1.0
75.0,0.5,0.25,0.26,0.9229729729729729,1.0
75.0,0.5,0.25,0.27,0.9314864864864865,1.0
75.0,0.5,0.25,0.28,0.9151516822945394,1.0
75.0,0.5,0.25,0.29,0.9259459459459458,1.0
75.0,0.5,0.25,0.3,0.9571787093215665,1.0
75.0,0.5,0.25,0.31,0.9514864864864865,1.0
75.0,0.5,0.25,0.32,0.9597297297297297,1.0
75.0,0.5,0.25,0.33,0.9116381687810258,1.0
75.0,0.5,0.25,0.34,0.9166381687810258,1.0
75.0,0.5,0.25,0.35000000000000003,0.9259459459459458,1.0
75.0,0.5,0.25,0.36,0.9597297297297297,1.0
75.0,0.5,0.25,0.37,0.9529729729729729,1.0
75.0,0.5,0.25,0.38,0.9647297297297297,1.0
75.0,0.5,0.25,0.39,0.9639354660783233,1.0
75.0,0.5,0.25,0.4,0.9412162162162161,1.0
75.0,0.5,0.25,0.41000000000000003,0.9547297297297297,1.0
75.0,0.5,0.25,0.42,0.9133949255377826,1.0
75.0,0.5,0.25,0.43,0.9177027027027026,1.0
75.0,0.5,0.25,0.44,0.9444594594594594,1.0
75.0,0.5,0.25,0.45,0.9614864864864865,1.0
75.0,0.5,0.25,0.46,0.9229729729729729,1.0
75.0,0.5,0.25,0.47000000000000003,0.9328709321566464,1.0
75.0,0.5,0.25,0.48,0.9294594594594594,1.0
75.0,0.5,0.25,0.49,0.9394594594594594,1.0
75.0,0.5,0.25,0.5,0.9462162162162161,1.0
80.0,0.5,0.25,0.0,0.3619271445358402,0.09
80.0,0.5,0.25,0.01,0.8609711406321575,0.54
80.0,0.5,0.25,0.02,0.9444594594594594,1.0
80.0,0.5,0.25,0.03,0.9286651958080528,1.0
80.0,0.5,0.25,0.04,0.924189189189189,1.0
80.0,0.5,0.25,0.05,0.9512162162162161,1.0
80.0,0.5,0.25,0.06,0.9462162162162161,1.0
80.0,0.5,0.25,0.07,0.9251516822945394,1.0
80.0,0.5,0.25,0.08,0.9162162162162162,1.0
80.0,0.5,0.25,0.09,0.9647297297297297,1.0
80.0,0.5,0.25,0.1,0.904189189189189,1.0
80.0,0.5,0.25,0.11,0.9497297297297297,1.0
80.0,0.5,0.25,0.12,0.9536651958080529,1.0
80.0,0.5,0.25,0.13,0.9629729729729729,1.0
80.0,0.5,0.25,0.14,0.9309459459459458,1.0
80.0,0.5,0.25,0.15,0.9546276889134032,1.0
80.0,0.5,0.25,0.16,0.9639354660783233,1.0
80.0,0.5,0.25,0.17,0.9612162162162161,1.0
80.0,0.5,0.25,0.18,0.9312162162162161,1.0
80.0,0.5,0.25,0.19,0.9409459459459458,1.0
80.0,0.5,0.25,0.2,0.9564864864864865,1.0
80.0,0.5,0.25,0.21,0.9412162162162161,1.0
80.0,0.5,0.25,0.22,0.9494594594594594,1.0
80.0,0.5,0.25,0.23,0.919189189189189,1.0
80.0,0.5,0.25,0.24,0.9333949255377826,1.0
80.0,0.5,0.25,0.25,0.9362162162162161,1.0
80.0,0.5,0.25,0.26,0.9586651958080529,1.0
80.0,0.5,0.25,0.27,0.924189189189189,1.0
80.0,0.5,0.25,0.28,0.9379729729729729,1.0
80.0,0.5,0.25,0.29,0.9427027027027026,1.0
80.0,0.5,0.25,0.3,0.9597297297297297,1.0
80.0,0.5,0.25,0.31,0.9614864864864865,1.0
80.0,0.5,0.25,0.32,0.9462162162162161,1.0
80.0,0.5,0.25,0.33,0.9286651958080528,1.0
80.0,0.5,0.25,0.34,0.9261141753998896,1.0
80.0,0.5,0.25,0.35000000000000003,0.9729729729729729,1.0
80.0,0.5,0.25,0.36,0.9379729729729729,1.0
80.0,0.5,0.25,0.37,0.9133949255377826,1.0
80.0,0.5,0.25,0.38,0.9229729729729729,1.0
80.0,0.5,0.25,0.39,0.9377027027027026,1.0
80.0,0.5,0.25,0.4,0.9194594594594594,1.0
80.0,0.5,0.25,0.41000000000000003,0.9412162162162161,1.0
80.0,0.5,0.25,0.42,0.9312162162162161,1.0
80.0,0.5,0.25,0.43,0.9259459459459458,1.0
80.0,0.5,0.25,0.44,0.9409459459459458,1.0
80.0,0.5,0.25,0.45,0.9547297297297297,1.0
80.0,0.5,0.25,0.46,0.9344594594594594,1.0
80.0,0.5,0.25,0.47000000000000003,0.9564864864864865,1.0
80.0,0.5,0.25,0.48,0.9219084390512962,1.0
80.0,0.5,0.25,0.49,0.9614864864864865,1.0
80.0,0.5,0.25,0.5,0.9536651958080529,1.0
85.0,0.5,0.25,0.0,0.4444444444444444,0.04
85.0,0.5,0.25,0.01,0.9260731319554848,0.66
85.0,0.5,0.25,0.02,0.9355719355719355,0.99
85.0,0.5,0.25,0.03,0.9647297297297297,1.0
85.0,0.5,0.25,0.04,0.9519084390512961,1.0
85.0,0.5,0.25,0.05,0.9344594594594594,1.0
85.0,0.5,0.25,0.06,0.9201516822945394,1.0
85.0,0.5,0.25,0.07,0.9477027027027026,1.0
85.0,0.5,0.25,0.08,0.9262162162162162,1.0
85.0,0.5,0.25,0.09,0.9462162162162161,1.0
85.0,0.5,0.25,0.1,0.9279729729729729,1.0
85.0,0.5,0.25,0.11,0.9244594594594594,1.0
85.0,0.5,0.25,0.12,0.9532432432432433,1.0
85.0,0.5,0.25,0.13,0.9412162162162161,1.0
85.0,0.5,0.25,0.14,0.9562162162162161,1.0
85.0,0.5,0.25,0.15,0.9277027027027026,1.0
85.0,0.5,0.25,0.16,0.9294594594594594,1.0
85.0,0.5,0.25,0.17,0.9336651958080529,1.0
85.0,0.5,0.25,0.18,0.9579729729729729,1.0
85.0,0.5,0.25,0.19,0.9244594594594594,1.0
85.0,0.5,0.25,0.2,0.9412162162162161,1.0
85.0,0.5,0.25,0.21,0.9597297297297297,1.0
85.0,0.5,0.25,0.22,0.9346276889134032,1.0
85.0,0.5,0.25,0.23,0.9147297297297297,1.0
85.0,0.5,0.25,0.24,0.9312162162162161,1.0
85.0,0.5,0.25,0.25,0.9562162162162161,1.0
85.0,0.5,0.25,0.26,0.9512162162162161,1.0
85.0,0.5,0.25,0.27,0.9259459459459458,1.0
85.0,0.5,0.25,0.28,0.9689354660783231,1.0
85.0,0.5,0.25,0.29,0.9614864864864865,1.0
85.0,0.5,0.25,0.3,0.9547297297297297,1.0
85.0,0.5,0.25,0.31,0.9377027027027026,1.0
85.0,0.5,0.25,0.32,0.9436651958080529,1.0
85.0,0.5,0.25,0.33,0.9359459459459458,1.0
85.0,0.5,0.25,0.34,0.9194594594594594,1.0
85.0,0.5,0.25,0.35000000000000003,0.9462162162162161,1.0
85.0,0.5,0.25,0.36,0.9679729729729729,1.0
85.0,0.5,0.25,0.37,0.9579729729729729,1.0
85.0,0.5,0.25,0.38,0.9183949255377826,1.0
85.0,0.5,0.25,0.39,0.9462162162162161,1.0
85.0,0.5,0.25,0.4,0.9327027027027026,1.0
85.0,0.5,0.25,0.41000000000000003,0.9429729729729729,1.0
85.0,0.5,0.25,0.42,0.9092553778268063,1.0
85.0,0.5,0.25,0.43,0.9479729729729729,1.0
85.0,0.5,0.25,0.44,0.9479729729729729,1.0
85.0,0.5,0.25,0.45,0.9462162162162161,1.0
85.0,0.5,0.25,0.46,0.9362162162162161,1.0
85.0,0.5,0.25,0.47000000000000003,0.9544594594594593,1.0
85.0,0.5,0.25,0.48,0.9294594594594594,1.0
85.0,0.5,0.25,0.49,0.9227027027027026,1.0
85.0,0.5,0.25,0.5,0.9562162162162161,1.0
90.0,0.5,0.25,0.0,0.5190779014308426,0.1
90.0,0.5,0.25,0.01,0.9341454130186524,0.7
90.0,0.5,0.25,0.02,0.9103194103194102,0.99
90.0,0.5,0.25,0.03,0.9447297297297297,1.0
90.0,0.5,0.25,0.04,0.9547297297297297,1.0
90.0,0.5,0.25,0.05,0.9386651958080529,1.0
90.0,0.5,0.25,0.06,0.9294594594594594,1.0
90.0,0.5,0.25,0.07,0.9512162162162161,1.0
90.0,0.5,0.25,0.08,0.9562162162162161,1.0
90.0,0.5,0.25,0.09,0.9579729729729729,1.0
90.0,0.5,0.25,0.1,0.9497297297297297,1.0
90.0,0.5,0.25,0.11,0.9397297297297297,1.0
90.0,0.5,0.25,0.12,0.9639354660783233,1.0
90.0,0.5,0.25,0.13,0.9536651958080529,1.0
90.0,0.5,0.25,0.14,0.9679729729729729,1.0
90.0,0.5,0.25,0.15,0.9247297297297297,1.0
90.0,0.5,0.25,0.16,0.9209459459459458,1.0
90.0,0.5,0.25,0.17,0.9664864864864865,1.0
90.0,0.5,0.25,0.18,0.9379729729729729,1.0
90.0,0.5,0.25,0.19,0.9429729729729729,1.0
90.0,0.5,0.25,0.2,0.9597297297297297,1.0
90.0,0.5,0.25,0.21,0.9119084390512961,1.0
90.0,0.5,0.25,0.22,0.9429729729729729,1.0
90.0,0.5,0.25,0.23,0.9427027027027026,1.0
90.0,0.5,0.25,0.24,0.9664864864864865,1.0
90.0,0.5,0.25,0.25,0.9521787093215665,1.0
90.0,0.5,0.25,0.26,0.9412162162162161,1.0
90.0,0.5,0.25,0.27,0.9379729729729729,1.0
90.0,0.5,0.25,0.28,0.9394594594594594,1.0
90.0,0.5,0.25,0.29,0.9579729729729729,1.0
90.0,0.5,0.25,0.3,0.9312162162162161,1.0
90.0,0.5,0.25,0.31,0.9377027027027026,1.0
90.0,0.5,0.25,0.32,0.9101516822945394,1.0
90.0,0.5,0.25,0.33,0.9421787093215664,1.0
90.0,0.5,0.25,0.34,0.9201516822945394,1.0
90.0,0.5,0.25,0.35000000000000003,0.9362162162162161,1.0
90.0,0.5,0.25,0.36,0.9564864864864865,1.0
90.0,0.5,0.25,0.37,0.9109459459459458,1.0
90.0,0.5,0.25,0.38,0.9444594594594594,1.0
90.0,0.5,0.25,0.39,0.9547297297297297,1.0
90.0,0.5,0.25,0.4,0.9529729729729729,1.0
90.0,0.5,0.25,0.41000000000000003,0.9074324324324323,1.0
90.0,0.5,0.25,0.42,0.9664864864864865,1.0
90.0,0.5,0.25,0.43,0.9412162162162161,1.0
90.0,0.5,0.25,0.44,0.9564864864864865,1.0
90.0,0.5,0.25,0.45,0.9344594594594594,1.0
90.0,0.5,0.25,0.46,0.9394594594594594,1.0
90.0,0.5,0.25,0.47000000000000003,0.909881412024269,1.0
90.0,0.5,0.25,0.48,0.9497297297297297,1.0
90.0,0.5,0.25,0.49,0.9362162162162161,1.0
90.0,0.5,0.25,0.5,0.9286651958080528,1.0
95.0,0.5,0.25,0.0,0.4265202702702703,0.08
95.0,0.5,0.25,0.01,0.9152334152334152,0.74
95.0,0.5,0.25,0.02,0.914189189189189,1.0
95.0,0.5,0.25,0.03,0.9183949255377826,1.0
95.0,0.5,0.25,0.04,0.9329729729729729,1.0
95.0,0.5,0.25,0.05,0.9344594594594594,1.0
95.0,0.5,0.25,0.06,0.9579729729729729,1.0
95.0,0.5,0.25,0.07,0.9344594594594594,1.0
95.0,0.5,0.25,0.08,0.9714864864864865,1.0
95.0,0.5,0.25,0.09,0.929189189189189,1.0
95.0,0.5,0.25,0.1,0.9462162162162161,1.0
95.0,0.5,0.25,0.11,0.9236651958080528,1.0
95.0,0.5,0.25,0.12,0.9344594594594594,1.0
95.0,0.5,0.25,0.13,0.9394594594594594,1.0
95.0,0.5,0.25,0.14,0.919189189189189,1.0
95.0,0.5,0.25,0.15,0.9494594594594594,1.0
95.0,0.5,0.25,0.16,0.9521787093215665,1.0
95.0,0.5,0.25,0.17,0.919189189189189,1.0
95.0,0.5,0.25,0.18,0.9697297297297297,1.0
95.0,0.5,0.25,0.19,0.9682432432432432,1.0
95.0,0.5,0.25,0.2,0.9682432432432432,1.0
95.0,0.5,0.25,0.21,0.9364864864864865,1.0
95.0,0.5,0.25,0.22,0.9227027027027026,1.0
95.0,0.5,0.25,0.23,0.9597297297297297,1.0
95.0,0.5,0.25,0.24,0.9309459459459458,1.0
95.0,0.5,0.25,0.25,0.9747297297297297,1.0
95.0,0.5,0.25,0.26,0.9436651958080529,1.0
95.0,0.5,0.25,0.27,0.9571787093215665,1.0
95.0,0.5,0.25,0.28,0.9664864864864865,1.0
95.0,0.5,0.25,0.29,0.9279729729729729,1.0
95.0,0.5,0.25,0.3,0.9529729729729729,1.0
95.0,0.5,0.25,0.31,0.9351516822945394,1.0
95.0,0.5,0.25,0.32,0.9514864864864865,1.0
95.0,0.5,0.25,0.33,0.9514864864864865,1.0
95.0,0.5,0.25,0.34,0.9227027027027026,1.0
95.0,0.5,0.25,0.35000000000000003,0.9504219525648097,1.0
95.0,0.5,0.25,0.36,0.9404219525648096,1.0
95.0,0.5,0.25,0.37,0.9479729729729729,1.0
95.0,0.5,0.25,0.38,0.9462162162162161,1.0
