m,p,delta,omni_correct_nodes_1,omni_correct_nodes_2,mase_correct_nodes_1,mase_correct_nodes_2
195.0,0.5,0.04,0.6524000000000006,0.46440000000000003,0.6692000000000006,0.3752
195.0,0.5,0.14,0.7016000000000004,0.5315999999999999,0.7020000000000002,0.5068
195.0,0.5,0.24,1.0,1.0,0.8136000000000003,0.6227999999999999
195.0,0.5,0.34,1.0,1.0,0.9423999999999999,0.8567999999999998
195.0,0.5,0.44,1.0,1.0,1.0,1.0
200.0,0.5,0.03,0.6540000000000005,0.40959999999999996,0.6420000000000005,0.3796
200.0,0.5,0.13,0.7315999999999999,0.5360000000000001,0.7256,0.5003999999999998
200.0,0.5,0.23,1.0,1.0,0.8128000000000002,0.6059999999999999
200.0,0.5,0.33,1.0,1.0,0.9168000000000001,0.8255999999999999
200.0,0.5,0.43,1.0,1.0,1.0,1.0
205.0,0.5,0.02,0.6576000000000006,0.3971999999999998,0.6700000000000004,0.36479999999999985
205.0,0.5,0.12,0.7168000000000005,0.5471999999999998,0.7120000000000002,0.4403999999999997
205.0,0.5,0.22,1.0,1.0,0.7792000000000003,0.5708000000000001
205.0,0.5,0.32,1.0,1.0,0.9320000000000003,0.7908
205.0,0.5,0.42,1.0,1.0,1.0,1.0
210.0,0.5,0.01,0.6396000000000007,0.42039999999999983,0.6640000000000005,0.3615999999999998
210.0,0.5,0.11,0.7132000000000002,0.5324000000000002,0.7008000000000004,0.46680000000000016
210.0,0.5,0.21,1.0,1.0,0.7544000000000003,0.5364000000000001
210.0,0.5,0.31,1.0,1.0,0.9504000000000002,0.8079999999999998
210.0,0.5,0.41000000000000003,1.0,1.0,1.0,1.0
215.0,0.5,0.0,0.6508000000000006,0.3920000000000002,0.6664000000000004,0.36719999999999975
215.0,0.5,0.1,0.7084000000000005,0.49760000000000004,0.7140000000000005,0.4603999999999999
215.0,0.5,0.2,0.9836,0.9752,0.7608,0.5604
215.0,0.5,0.3,1.0,1.0,0.8995999999999998,0.6923999999999998
215.0,0.5,0.4,1.0,1.0,1.0,1.0
215.0,0.5,0.5,1.0,1.0,1.0,1.0
220.0,0.5,0.09,0.7076000000000002,0.5267999999999999,0.7024000000000001,0.44920000000000004
220.0,0.5,0.19,0.9484000000000001,0.9204000000000001,0.7384000000000005,0.5428
220.0,0.5,0.29,1.0,1.0,0.8704000000000001,0.7092000000000002
220.0,0.5,0.39,1.0,1.0,0.9992,0.9808
220.0,0.5,0.49,1.0,1.0,1.0,1.0
225.0,0.5,0.08,0.6660000000000003,0.4548000000000003,0.6660000000000004,0.44999999999999996
225.0,0.5,0.18,0.8208000000000003,0.726,0.7872000000000001,0.6267999999999998
225.0,0.5,0.28,1.0,1.0,0.8404000000000003,0.664
225.0,0.5,0.38,1.0,1.0,0.996,0.9947999999999999
225.0,0.5,0.48,1.0,1.0,1.0,1.0
230.0,0.5,0.07,0.7340000000000004,0.5587999999999999,0.6908000000000005,0.39720000000000005
230.0,0.5,0.17,0.7592,0.6263999999999998,0.7696000000000006,0.6020000000000002
230.0,0.5,0.27,1.0,1.0,0.8660000000000001,0.6480000000000002
230.0,0.5,0.37,1.0,1.0,1.0,0.9852
230.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
235.0,0.5,0.06,0.7120000000000003,0.5327999999999998,0.6700000000000003,0.3556
235.0,0.5,0.16,0.7420000000000005,0.5784000000000001,0.7032000000000003,0.5216000000000002
235.0,0.5,0.26,1.0,1.0,0.8092000000000003,0.606
235.0,0.5,0.36,1.0,1.0,0.9791999999999998,0.934
235.0,0.5,0.46,1.0,1.0,1.0,1.0
240.0,0.5,0.05,0.6708000000000004,0.4731999999999998,0.6760000000000004,0.3955999999999998
240.0,0.5,0.15,0.6956000000000004,0.5156,0.7272000000000004,0.4703999999999999
240.0,0.5,0.25,1.0,1.0,0.8184000000000001,0.63
240.0,0.5,0.35000000000000003,1.0,1.0,0.9872,0.9024000000000001
240.0,0.5,0.45,1.0,1.0,1.0,1.0
245.0,0.5,0.04,0.6628000000000002,0.44840000000000013,0.6644000000000005,0.37000000000000005
245.0,0.5,0.14,0.7464000000000004,0.6116000000000001,0.7296,0.5092
245.0,0.5,0.24,1.0,1.0,0.7820000000000001,0.5903999999999999
245.0,0.5,0.34,1.0,1.0,0.9764,0.878
245.0,0.5,0.44,1.0,1.0,1.0,1.0
250.0,0.5,0.03,0.6636000000000004,0.41119999999999984,0.6644000000000004,0.37639999999999985
250.0,0.5,0.13,0.6988000000000002,0.5111999999999999,0.7556000000000002,0.5563999999999999
250.0,0.5,0.23,1.0,1.0,0.7876000000000002,0.5891999999999998
250.0,0.5,0.33,1.0,1.0,0.9468000000000001,0.8427999999999999
250.0,0.5,0.43,1.0,1.0,1.0,1.0
5.0,0.5,0.03,0.6432000000000005,0.4071999999999999,0.6476000000000005,0.3907999999999998
5.0,0.5,0.13,0.6224000000000005,0.4343999999999998,0.6580000000000003,0.41960000000000003
5.0,0.5,0.23,0.6612000000000003,0.4548000000000002,0.672400000000001,0.44480000000000003
5.0,0.5,0.33,0.7268000000000003,0.5332000000000001,0.7472000000000001,0.5452000000000001
5.0,0.5,0.43,0.9763999999999998,0.9636,0.8320000000000004,0.6564
10.0,0.5,0.02,0.6440000000000006,0.3908,0.6688000000000005,0.37480000000000013
10.0,0.5,0.12,0.6504000000000003,0.4336,0.6788000000000005,0.4375999999999998
10.0,0.5,0.22,0.6772000000000005,0.4852000000000001,0.7192000000000004,0.47359999999999985
10.0,0.5,0.32,0.8547999999999999,0.7955999999999999,0.8036000000000001,0.6304
10.0,0.5,0.42,1.0,1.0,0.9064000000000001,0.7968000000000001
15.0,0.5,0.01,0.6408000000000004,0.3756000000000001,0.6512000000000007,0.4075999999999999
15.0,0.5,0.11,0.6492000000000003,0.44239999999999996,0.6740000000000004,0.3899999999999999
15.0,0.5,0.21,0.7192000000000001,0.4584,0.7100000000000004,0.5315999999999997
15.0,0.5,0.31,0.9764,0.9580000000000001,0.7872000000000002,0.5824000000000001
15.0,0.5,0.41000000000000003,1.0,1.0,0.916,0.8043999999999997
20.0,0.5,0.0,0.6548000000000005,0.37479999999999997,0.6440000000000006,0.40959999999999996
20.0,0.5,0.1,0.6464000000000005,0.4756,0.6660000000000004,0.41519999999999996
20.0,0.5,0.2,0.6820000000000005,0.5147999999999999,0.7080000000000005,0.46079999999999977
20.0,0.5,0.3,0.9944000000000002,0.9948,0.7796000000000001,0.5612000000000001
20.0,0.5,0.4,1.0,1.0,0.8796,0.7656000000000001
20.0,0.5,0.5,1.0,1.0,0.998,0.9904
25.0,0.5,0.09,0.6372000000000004,0.45640000000000003,0.6652000000000002,0.4299999999999999
25.0,0.5,0.19,0.6772000000000001,0.5136,0.7328000000000001,0.528
25.0,0.5,0.29,0.9968,0.9928,0.7676000000000003,0.5964
25.0,0.5,0.39,1.0,1.0,0.8816000000000002,0.7747999999999997
25.0,0.5,0.49,1.0,1.0,0.9936000000000001,0.9839999999999999
30.0,0.5,0.08,0.6580000000000004,0.4012,0.6584000000000003,0.43279999999999985
30.0,0.5,0.18,0.6820000000000002,0.5211999999999998,0.6968000000000005,0.4875999999999998
30.0,0.5,0.28,1.0,1.0,0.7768000000000002,0.5936
30.0,0.5,0.38,1.0,1.0,0.8704000000000002,0.7439999999999998
30.0,0.5,0.48,1.0,1.0,0.9928,0.9892
35.0,0.5,0.07,0.6488000000000005,0.44120000000000004,0.6640000000000005,0.39400000000000013
35.0,0.5,0.17,0.7336000000000003,0.5468000000000002,0.7224000000000005,0.4812000000000002
35.0,0.5,0.27,1.0,1.0,0.7876000000000002,0.5775999999999999
35.0,0.5,0.37,1.0,1.0,0.8716000000000004,0.7415999999999999
35.0,0.5,0.47000000000000003,1.0,1.0,0.996,0.9880000000000001
40.0,0.5,0.06,0.6420000000000005,0.4032,0.6512000000000007,0.38839999999999997
40.0,0.5,0.16,0.6952000000000003,0.5188000000000001,0.7284000000000002,0.5272000000000001
40.0,0.5,0.26,0.9912000000000001,0.9875999999999999,0.7860000000000005,0.6092000000000001
40.0,0.5,0.36,1.0,1.0,0.8592,0.7152
40.0,0.5,0.46,1.0,1.0,0.9952000000000001,0.9904
45.0,0.5,0.05,0.6552000000000003,0.3899999999999999,0.6596000000000004,0.39959999999999996
45.0,0.5,0.15,0.6808000000000004,0.4911999999999999,0.7288000000000003,0.548
45.0,0.5,0.25,0.9900000000000001,0.9840000000000001,0.7504000000000002,0.5772
45.0,0.5,0.35000000000000003,1.0,1.0,0.8820000000000003,0.7228000000000001
45.0,0.5,0.45,1.0,1.0,0.9892,0.9728
50.0,0.5,0.04,0.6592000000000005,0.4063999999999999,0.6520000000000004,0.37440000000000007
50.0,0.5,0.14,0.6912,0.4927999999999997,0.7132000000000006,0.5156000000000001
50.0,0.5,0.24,0.9652,0.9476,0.7468000000000004,0.5243999999999998
50.0,0.5,0.34,1.0,1.0,0.8728000000000001,0.7483999999999998
50.0,0.5,0.44,1.0,1.0,0.9964,0.9783999999999999
55.0,0.5,0.03,0.6428000000000006,0.3535999999999998,0.6948000000000002,0.34679999999999983
55.0,0.5,0.13,0.7060000000000005,0.5108,0.7096000000000002,0.5079999999999998
55.0,0.5,0.23,0.9296000000000001,0.9072000000000002,0.7456000000000003,0.5788000000000001
55.0,0.5,0.33,1.0,1.0,0.8424,0.7140000000000001
55.0,0.5,0.43,1.0,1.0,0.9915999999999999,0.9848
60.0,0.5,0.02,0.6552000000000006,0.3836,0.6392000000000004,0.3911999999999999
60.0,0.5,0.12,0.6976000000000003,0.5224000000000002,0.7020000000000006,0.4555999999999999
60.0,0.5,0.22,0.8664000000000002,0.7763999999999999,0.7352000000000001,0.5556
60.0,0.5,0.32,1.0,1.0,0.8035999999999999,0.6399999999999999
60.0,0.5,0.42,1.0,1.0,0.9932000000000001,0.9792000000000001
65.0,0.5,0.01,0.6456000000000006,0.3619999999999999,0.6644000000000004,0.3732000000000001
65.0,0.5,0.11,0.6904000000000003,0.5216000000000001,0.7096000000000002,0.4783999999999999
65.0,0.5,0.21,0.7832000000000002,0.7015999999999998,0.7080000000000004,0.5636
65.0,0.5,0.31,1.0,1.0,0.836,0.6568
65.0,0.5,0.41000000000000003,1.0,1.0,0.9964,0.9924000000000001
70.0,0.5,0.0,0.6468000000000004,0.3964000000000001,0.6568000000000006,0.35679999999999995
70.0,0.5,0.1,0.6844000000000002,0.47759999999999997,0.6856000000000003,0.4604
70.0,0.5,0.2,0.7164000000000003,0.6151999999999999,0.7572000000000001,0.5291999999999999
70.0,0.5,0.3,1.0,1.0,0.7980000000000003,0.6144000000000001
70.0,0.5,0.4,1.0,1.0,0.98,0.9275999999999999
70.0,0.5,0.5,1.0,1.0,1.0,1.0
75.0,0.5,0.09,0.6832000000000004,0.5139999999999999,0.7016000000000004,0.4428
75.0,0.5,0.19,0.7320000000000007,0.6016000000000001,0.7208000000000004,0.5207999999999999
75.0,0.5,0.29,1.0,1.0,0.8356000000000003,0.65
75.0,0.5,0.39,1.0,1.0,0.982,0.9552
75.0,0.5,0.49,1.0,1.0,1.0,1.0
80.0,0.5,0.08,0.6736000000000004,0.3967999999999999,0.6928000000000002,0.41280000000000017
80.0,0.5,0.18,0.6772000000000005,0.524,0.7516000000000002,0.5579999999999999
80.0,0.5,0.28,1.0,1.0,0.8036000000000001,0.662
80.0,0.5,0.38,1.0,1.0,0.9544,0.9112000000000002
80.0,0.5,0.48,1.0,1.0,1.0,1.0
85.0,0.5,0.07,0.6500000000000007,0.45480000000000004,0.6916000000000004,0.3811999999999998
85.0,0.5,0.17,0.7352000000000004,0.5047999999999997,0.7464000000000004,0.5535999999999999
85.0,0.5,0.27,1.0,1.0,0.8260000000000004,0.6123999999999998
85.0,0.5,0.37,1.0,1.0,0.9555999999999999,0.8496000000000001
85.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
90.0,0.5,0.06,0.6712000000000005,0.43119999999999997,0.6828000000000003,0.3659999999999999
90.0,0.5,0.16,0.6932000000000004,0.5176,0.7384000000000003,0.5559999999999998
90.0,0.5,0.26,1.0,1.0,0.8276000000000002,0.6040000000000003
90.0,0.5,0.36,1.0,1.0,0.9488,0.8604000000000002
90.0,0.5,0.46,1.0,1.0,1.0,1.0
95.0,0.5,0.05,0.6580000000000006,0.4411999999999997,0.6652000000000002,0.396
95.0,0.5,0.15,0.6944000000000004,0.5167999999999999,0.7412000000000001,0.5175999999999995
95.0,0.5,0.25,1.0,1.0,0.8036000000000001,0.6112000000000001
95.0,0.5,0.35000000000000003,1.0,1.0,0.9176000000000001,0.7731999999999999
95.0,0.5,0.45,1.0,1.0,1.0,1.0
100.0,0.5,0.04,0.6440000000000006,0.4415999999999998,0.6624000000000008,0.40359999999999985
100.0,0.5,0.14,0.7212000000000002,0.5472,0.7312000000000002,0.5047999999999998
100.0,0.5,0.24,1.0,1.0,0.8048000000000002,0.6352
100.0,0.5,0.34,1.0,1.0,0.892,0.7807999999999998
100.0,0.5,0.44,1.0,1.0,1.0,1.0
105.0,0.5,0.03,0.6524000000000004,0.4108,0.6552000000000003,0.3815999999999999
105.0,0.5,0.13,0.7032000000000005,0.5239999999999999,0.6872000000000006,0.49959999999999993
105.0,0.5,0.23,1.0,1.0,0.78,0.6292
105.0,0.5,0.33,1.0,1.0,0.8552000000000003,0.7104
105.0,0.5,0.43,1.0,1.0,1.0,1.0
110.0,0.5,0.02,0.6368000000000005,0.40439999999999976,0.6676000000000003,0.3628000000000002
110.0,0.5,0.12,0.7124000000000004,0.5276,0.7460000000000003,0.5259999999999999
110.0,0.5,0.22,0.9836,0.976,0.7896,0.5764
110.0,0.5,0.32,1.0,1.0,0.8764000000000002,0.7112000000000002
110.0,0.5,0.42,1.0,1.0,1.0,1.0
115.0,0.5,0.01,0.6567999999999999,0.358,0.6672000000000005,0.3715999999999999
115.0,0.5,0.11,0.7076000000000002,0.5168,0.6956000000000002,0.4672
115.0,0.5,0.21,0.9592,0.9188,0.7512000000000001,0.5544
115.0,0.5,0.31,1.0,1.0,0.8704000000000002,0.6875999999999999
115.0,0.5,0.41000000000000003,1.0,1.0,1.0,1.0
120.0,0.5,0.0,0.6560000000000007,0.39039999999999997,0.6568000000000004,0.3671999999999997
120.0,0.5,0.1,0.7104,0.544,0.6576000000000005,0.4631999999999998
120.0,0.5,0.2,0.8620000000000004,0.7564,0.7804000000000003,0.5660000000000001
120.0,0.5,0.3,1.0,1.0,0.8672,0.6895999999999998
120.0,0.5,0.4,1.0,1.0,0.9972,0.982
120.0,0.5,0.5,1.0,1.0,1.0,1.0
125.0,0.5,0.09,0.6724000000000007,0.5331999999999999,0.6696000000000005,0.42039999999999994
125.0,0.5,0.19,0.7884000000000002,0.6224000000000002,0.7472000000000001,0.5216
125.0,0.5,0.29,1.0,1.0,0.8612000000000001,0.6939999999999997
125.0,0.5,0.39,1.0,1.0,0.9892,0.9700000000000002
125.0,0.5,0.49,1.0,1.0,1.0,1.0
130.0,0.5,0.08,0.7024000000000002,0.4467999999999999,0.6648000000000003,0.4279999999999998
130.0,0.5,0.18,0.7308000000000002,0.5384,0.7276000000000005,0.5732
130.0,0.5,0.28,1.0,1.0,0.8512000000000001,0.6435999999999997
130.0,0.5,0.38,1.0,1.0,0.9815999999999999,0.9336
130.0,0.5,0.48,1.0,1.0,1.0,1.0
135.0,0.5,0.07,0.6636000000000003,0.45919999999999994,0.6660000000000007,0.38159999999999994
135.0,0.5,0.17,0.7396000000000003,0.5092000000000001,0.7136000000000005,0.5212000000000001
135.0,0.5,0.27,1.0,1.0,0.8140000000000004,0.6592000000000001
135.0,0.5,0.37,1.0,1.0,0.9795999999999999,0.9283999999999999
135.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
140.0,0.5,0.06,0.6528000000000006,0.48280000000000006,0.6600000000000006,0.38760000000000006
140.0,0.5,0.16,0.7152000000000004,0.5136,0.7488000000000007,0.5299999999999998
140.0,0.5,0.26,1.0,1.0,0.8056,0.6244
140.0,0.5,0.36,1.0,1.0,0.9536,0.848
140.0,0.5,0.46,1.0,1.0,1.0,1.0
145.0,0.5,0.05,0.6828000000000004,0.4100000000000001,0.6492000000000008,0.38760000000000006
145.0,0.5,0.15,0.7500000000000006,0.6007999999999997,0.7384,0.5188
145.0,0.5,0.25,1.0,1.0,0.8112000000000005,0.6696000000000001
145.0,0.5,0.35000000000000003,1.0,1.0,0.9436,0.852
145.0,0.5,0.45,1.0,1.0,1.0,1.0
150.0,0.5,0.04,0.6952000000000004,0.43959999999999994,0.6400000000000007,0.40320000000000006
150.0,0.5,0.14,0.7368000000000001,0.5608000000000001,0.7048000000000003,0.4692
150.0,0.5,0.24,1.0,1.0,0.7976000000000002,0.5979999999999999
150.0,0.5,0.34,1.0,1.0,0.9603999999999999,0.8711999999999999
150.0,0.5,0.44,1.0,1.0,1.0,1.0
155.0,0.5,0.03,0.6668000000000004,0.4220000000000001,0.6616000000000005,0.3695999999999997
155.0,0.5,0.13,0.7288000000000002,0.5527999999999998,0.7276000000000002,0.49039999999999995
155.0,0.5,0.23,1.0,1.0,0.7688000000000004,0.5683999999999999
155.0,0.5,0.33,1.0,1.0,0.9096000000000001,0.7668
155.0,0.5,0.43,1.0,1.0,1.0,1.0
160.0,0.5,0.02,0.6680000000000004,0.39080000000000015,0.6600000000000005,0.3816000000000001
160.0,0.5,0.12,0.6988000000000004,0.5391999999999999,0.7192000000000004,0.4384000000000001
160.0,0.5,0.22,1.0,1.0,0.7752,0.5400000000000001
160.0,0.5,0.32,1.0,1.0,0.8828000000000001,0.7487999999999999
160.0,0.5,0.42,1.0,1.0,1.0,1.0
165.0,0.5,0.01,0.6704000000000004,0.35599999999999987,0.6500000000000002,0.37519999999999987
165.0,0.5,0.11,0.7144000000000003,0.588,0.6972000000000004,0.47
165.0,0.5,0.21,1.0,1.0,0.7536000000000004,0.5327999999999999
165.0,0.5,0.31,1.0,1.0,0.8812000000000004,0.7468
165.0,0.5,0.41000000000000003,1.0,1.0,1.0,1.0
170.0,0.5,0.0,0.6452000000000004,0.3847999999999999,0.6632000000000003,0.3815999999999999
170.0,0.5,0.1,0.7184000000000004,0.5408,0.7228000000000003,0.434
170.0,0.5,0.2,0.9804,0.9712,0.7500000000000007,0.5247999999999999
170.0,0.5,0.3,1.0,1.0,0.9007999999999998,0.7635999999999997
170.0,0.5,0.4,1.0,1.0,1.0,1.0
170.0,0.5,0.5,1.0,1.0,1.0,1.0
175.0,0.5,0.09,0.7128000000000001,0.5392000000000001,0.6692000000000005,0.4236
175.0,0.5,0.19,0.8771999999999999,0.8156000000000002,0.7532000000000008,0.5423999999999998
175.0,0.5,0.29,1.0,1.0,0.8752000000000004,0.7027999999999999
175.0,0.5,0.39,1.0,1.0,1.0,1.0
175.0,0.5,0.49,1.0,1.0,1.0,1.0
180.0,0.5,0.08,0.7176000000000005,0.5312,0.6892000000000005,0.43279999999999985
180.0,0.5,0.18,0.7856000000000002,0.6452,0.7376000000000004,0.5215999999999998
180.0,0.5,0.28,1.0,1.0,0.8340000000000002,0.6551999999999997
180.0,0.5,0.38,1.0,1.0,0.9984000000000001,0.9815999999999999
180.0,0.5,0.48,1.0,1.0,1.0,1.0
185.0,0.5,0.07,0.6948000000000003,0.5183999999999997,0.6692000000000004,0.43599999999999994
185.0,0.5,0.17,0.7228000000000001,0.5575999999999999,0.7328000000000006,0.5223999999999998
185.0,0.5,0.27,1.0,1.0,0.8336000000000005,0.6571999999999997
185.0,0.5,0.37,1.0,1.0,0.998,0.9748
185.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
190.0,0.5,0.06,0.6936000000000001,0.5008,0.6412000000000007,0.3967999999999999
190.0,0.5,0.16,0.7408000000000005,0.5195999999999998,0.7204000000000004,0.49839999999999984
190.0,0.5,0.26,1.0,1.0,0.8192000000000003,0.662
190.0,0.5,0.36,1.0,1.0,0.9904,0.9419999999999998
190.0,0.5,0.46,1.0,1.0,1.0,1.0
195.0,0.5,0.05,0.6884000000000005,0.42839999999999995,0.6660000000000005,0.3831999999999999
195.0,0.5,0.15,0.7320000000000004,0.5343999999999999,0.7188000000000005,0.5431999999999999
195.0,0.5,0.25,1.0,1.0,0.8263999999999999,0.6315999999999999
195.0,0.5,0.35000000000000003,1.0,1.0,0.9536000000000001,0.9003999999999999
195.0,0.5,0.45,1.0,1.0,1.0,1.0
200.0,0.5,0.04,0.6516000000000006,0.4580000000000002,0.6520000000000005,0.3755999999999999
200.0,0.5,0.14,0.7288000000000003,0.5411999999999996,0.7036000000000002,0.488
200.0,0.5,0.24,1.0,1.0,0.7996000000000005,0.6363999999999999
200.0,0.5,0.34,1.0,1.0,0.9708000000000001,0.8756
200.0,0.5,0.44,1.0,1.0,1.0,1.0
205.0,0.5,0.03,0.6708000000000003,0.3879999999999999,0.6512000000000007,0.3987999999999999
205.0,0.5,0.13,0.7208000000000004,0.5296000000000001,0.7084000000000004,0.5408
205.0,0.5,0.23,1.0,1.0,0.7692000000000003,0.5763999999999999
205.0,0.5,0.33,1.0,1.0,0.9332,0.8232000000000003
205.0,0.5,0.43,1.0,1.0,1.0,1.0
210.0,0.5,0.02,0.6508000000000004,0.3835999999999998,0.6852000000000004,0.3495999999999999
210.0,0.5,0.12,0.7292000000000003,0.5223999999999999,0.7128000000000008,0.48840000000000006
210.0,0.5,0.22,1.0,1.0,0.7692000000000004,0.5663999999999998
210.0,0.5,0.32,1.0,1.0,0.9352000000000001,0.7827999999999998
210.0,0.5,0.42,1.0,1.0,1.0,1.0
215.0,0.5,0.01,0.6704000000000002,0.37319999999999964,0.6404000000000005,0.39519999999999983
215.0,0.5,0.11,0.7356000000000003,0.5424,0.7008000000000005,0.49399999999999994
215.0,0.5,0.21,1.0,1.0,0.7640000000000002,0.5831999999999998
215.0,0.5,0.31,1.0,1.0,0.9192000000000004,0.7876000000000002
215.0,0.5,0.41000000000000003,1.0,1.0,1.0,1.0
220.0,0.5,0.0,0.6708000000000002,0.3543999999999998,0.6644000000000002,0.3452000000000001
220.0,0.5,0.1,0.7216,0.5108000000000001,0.6968000000000002,0.45960000000000006
220.0,0.5,0.2,0.9939999999999999,0.9876,0.7988000000000001,0.5471999999999999
220.0,0.5,0.3,1.0,1.0,0.9148000000000003,0.7772
220.0,0.5,0.4,1.0,1.0,1.0,1.0
220.0,0.5,0.5,1.0,1.0,1.0,1.0
225.0,0.5,0.09,0.7084,0.5451999999999999,0.6964000000000002,0.4655999999999998
225.0,0.5,0.19,0.9184000000000002,0.8727999999999999,0.7264000000000006,0.49480000000000013
225.0,0.5,0.29,1.0,1.0,0.8944000000000001,0.7616
225.0,0.5,0.39,1.0,1.0,1.0,1.0
225.0,0.5,0.49,1.0,1.0,1.0,1.0
230.0,0.5,0.08,0.7232000000000004,0.5319999999999999,0.6576000000000006,0.4408000000000001
230.0,0.5,0.18,0.8116000000000004,0.6879999999999998,0.7240000000000002,0.5291999999999999
230.0,0.5,0.28,1.0,1.0,0.8544000000000003,0.6963999999999999
230.0,0.5,0.38,1.0,1.0,0.9952,0.9872
230.0,0.5,0.48,1.0,1.0,1.0,1.0
235.0,0.5,0.07,0.6960000000000005,0.5336,0.6640000000000005,0.40319999999999984
235.0,0.5,0.17,0.7564000000000003,0.5607999999999999,0.7372000000000001,0.5463999999999999
235.0,0.5,0.27,1.0,1.0,0.8635999999999998,0.6672
235.0,0.5,0.37,1.0,1.0,0.9952,0.9916000000000001
235.0,0.5,0.47000000000000003,1.0,1.0,1.0,1.0
240.0,0.5,0.06,0.7168000000000009,0.4860000000000002,0.6859999999999999,0.39360000000000006
240.0,0.5,0.16,0.7168000000000007,0.5344,0.7388000000000006,0.5552
240.0,0.5,0.26,1.0,1.0,0.8036000000000004,0.6068000000000001
240.0,0.5,0.36,1.0,1.0,0.9919999999999999,0.9599999999999999
240.0,0.5,0.46,1.0,1.0,1.0,1.0
245.0,0.5,0.05,0.6932000000000005,0.48119999999999996,0.6544000000000009,0.39599999999999985
245.0,0.5,0.15,0.7464000000000004,0.5807999999999999,0.7339999999999998,0.5372
245.0,0.5,0.25,1.0,1.0,0.8207999999999999,0.6515999999999998
245.0,0.5,0.35000000000000003,1.0,1.0,0.9808,0.9147999999999997
245.0,0.5,0.45,1.0,1.0,1.0,1.0
250.0,0.5,0.04,0.6680000000000006,0.4655999999999997,0.6532000000000004,0.40279999999999994
250.0,0.5,0.14,0.7480000000000004,0.6039999999999998,0.7516000000000002,0.5496000000000002
250.0,0.5,0.24,1.0,1.0,0.8016000000000002,0.6095999999999999
250.0,0.5,0.34,1.0,1.0,0.9724,0.9136
250.0,0.5,0.44,1.0,1.0,1.0,1.0
5.0,0.5,0.04,0.6400000000000007,0.40679999999999983,0.6328000000000005,0.42280000000000006
5.0,0.5,0.14,0.6448000000000007,0.41079999999999983,0.6580000000000004,0.44360000000000005
5.0,0.5,0.24,0.6696000000000004,0.43959999999999994,0.6880000000000004,0.4663999999999999
5.0,0.5,0.34,0.7204000000000004,0.5159999999999998,0.7396000000000003,0.5204000000000001
5.0,0.5,0.44,0.9908,0.9823999999999999,0.7984000000000004,0.6204000000000001
10.0,0.5,0.03,0.6384000000000004,0.4020000000000001,0.6612000000000005,0.38319999999999993
10.0,0.5,0.13,0.6504000000000005,0.4324000000000001,0.6828000000000003,0.3992000000000001
10.0,0.5,0.23,0.6816000000000001,0.4828,0.6996000000000007,0.5292000000000003
10.0,0.5,0.33,0.926,0.8504,0.7684000000000004,0.5448
10.0,0.5,0.43,1.0,1.0,0.8931999999999999,0.792
15.0,0.5,0.02,0.6588000000000003,0.3883999999999998,0.6452000000000006,0.38199999999999984
15.0,0.5,0.12,0.6524000000000005,0.4524,0.6568000000000006,0.41279999999999994
15.0,0.5,0.22,0.6684000000000003,0.47320000000000007,0.7316000000000001,0.5367999999999999
15.0,0.5,0.32,0.9947999999999999,0.9875999999999999,0.7831999999999999,0.5932000000000001
15.0,0.5,0.42,1.0,1.0,0.8963999999999999,0.7883999999999999
20.0,0.5,0.01,0.6336000000000004,0.38520000000000004,0.6400000000000005,0.39439999999999986
20.0,0.5,0.11,0.6616000000000005,0.47200000000000003,0.6796000000000003,0.42999999999999977
20.0,0.5,0.21,0.6944000000000004,0.5100000000000001,0.7240000000000001,0.4704
20.0,0.5,0.31,0.9928,0.9867999999999999,0.7468000000000007,0.5247999999999998
20.0,0.5,0.41000000000000003,1.0,1.0,0.9016000000000001,0.8151999999999999
25.0,0.5,0.0,0.6292000000000005,0.41359999999999986,0.6412000000000007,0.4296000000000001
25.0,0.5,0.1,0.6616000000000004,0.41679999999999984,0.6872000000000006,0.4228
25.0,0.5,0.2,0.6776000000000003,0.5155999999999997,0.7428000000000005,0.5723999999999998
25.0,0.5,0.3,1.0,1.0,0.7612000000000003,0.5416
25.0,0.5,0.4,1.0,1.0,0.9108000000000002,0.7783999999999998
25.0,0.5,0.5,1.0,1.0,1.0,1.0
30.0,0.5,0.09,0.6764000000000004,0.4715999999999999,0.6892000000000005,0.44240000000000007
30.0,0.5,0.19,0.6912000000000004,0.49599999999999994,0.7044000000000001,0.506
30.0,0.5,0.29,1.0,1.0,0.7524,0.5739999999999997
30.0,0.5,0.39,1.0,1.0,0.9064000000000001,0.7700000000000001
30.0,0.5,0.49,1.0,1.0,1.0,1.0
35.0,0.5,0.08,0.6564000000000005,0.4243999999999999,0.6808000000000003,0.3936
35.0,0.5,0.18,0.7276000000000005,0.5636000000000001,0.7100000000000002,0.5352
35.0,0.5,0.28,1.0,1.0,0.7812000000000004,0.5743999999999999
35.0,0.5,0.38,1.0,1.0,0.8867999999999998,0.7856000000000001
35.0,0.5,0.48,1.0,1.0,1.0,1.0
40.0,0.5,0.07,0.641600000000001,0.4323999999999999,0.6548000000000003,0.4056
