,m,p,delta,omni_precision_2,omni_recall_2,omni_precision_3,omni_recall_3,omni_precision_4,omni_recall_4,mase_precision_2,mase_recall_2,mase_precision_3,mase_recall_3,mase_precision_4,mase_recall_4,omni_precision_6,omni_recall_6,omni_precision_8,omni_recall_8,omni_precision_10,omni_recall_10,mase_precision_6,mase_recall_6,mase_precision_8,mase_recall_8,mase_precision_10,mase_recall_10
307,35.0,0.5,0.0,0.20414292028410688,0.023866666666666668,0.20095553442235364,0.0196,0.25590207267337717,0.02813333333333333,0.24013907731257836,0.06859999999999998,0.21666148667301874,0.03860000000000001,0.23265227210005895,0.04393333333333334,,,,,,,,,,,,
1582,35.0,0.5,0.01,0.2628826971535126,0.14546666666666666,,,0.30001903671549873,0.07706666666666667,0.27496736388805154,0.13433333333333333,,,0.2460774285329757,0.07793333333333333,0.25887605075300385,0.05659999999999999,0.2642887447191738,0.06826666666666666,0.2617708434256821,0.07046666666666669,0.2823904119714684,0.07713333333333333,0.24263128984622184,0.0626,0.22870330892926266,0.05919999999999999
309,35.0,0.5,0.02,0.25953100172843324,0.1188,0.257253689237147,0.10326666666666666,0.2610682176938807,0.0736,0.26321897941273453,0.11193333333333336,0.27674004851967904,0.09693333333333336,0.2948982619192721,0.09553333333333333,,,,,,,,,,,,
1584,35.0,0.5,0.03,0.2664229829426005,0.2790666666666667,,,0.2398689201455025,0.14126666666666665,0.2433197853416815,0.27420000000000005,,,0.2819698341232343,0.1743333333333333,0.2614277798931783,0.09693333333333333,0.2620919305765635,0.07946666666666666,0.2534622237298305,0.06940000000000003,0.2716121282761699,0.11326666666666667,0.2510410572251531,0.09593333333333333,0.2598735943074605,0.07406666666666667
311,35.0,0.5,0.04,0.26093699233691797,0.4944000000000001,0.28693961555358233,0.3332,0.30497897686255554,0.2742666666666667,0.26220663525378757,0.44980000000000003,0.2813600409271752,0.42466666666666675,0.28689941485445014,0.33586666666666676,,,,,,,,,,,,
1586,35.0,0.5,0.05,0.2788360566579252,0.6309999999999999,,,0.3188137102615615,0.36933333333333335,0.2726524740844041,0.6235333333333332,,,0.27485997370124016,0.4079333333333334,0.3186140811764459,0.2522,0.3429589765940457,0.18959999999999996,0.3367224258659508,0.14946666666666664,0.3138362122098469,0.2673333333333334,0.3168960256174652,0.21773333333333333,0.336462917626772,0.15959999999999994
313,35.0,0.5,0.06,0.271827696926581,0.7871333333333334,0.28945437227556564,0.6194666666666665,0.28430268953881305,0.5242,0.258057800280189,0.8189333333333336,0.2907071458324726,0.5898,0.2855692584772707,0.5473333333333332,,,,,,,,,,,,
1588,35.0,0.5,0.07,0.2804440719467487,0.8742666666666667,,,0.3040618603897935,0.5808666666666668,0.26291239823956825,0.8556666666666666,,,0.2875977733359825,0.6278666666666667,0.3055543010157878,0.4531333333333333,0.3315203977360245,0.3413333333333333,0.33733491380775577,0.2852666666666668,0.2955352142526312,0.4334,0.3203729963548193,0.32080000000000003,0.3137134268848071,0.25853333333333345
315,35.0,0.5,0.08,0.26935220017404776,0.9084000000000003,0.2943237373831888,0.8108666666666667,0.3065231350973532,0.7216,0.26100423470536266,0.9162666666666668,0.27240128420656645,0.775,0.2877316082646982,0.7177333333333332,,,,,,,,,,,,
1590,35.0,0.5,0.09,0.2726114608951017,0.9348666666666664,,,0.2900781257763492,0.7885333333333332,0.2600399494631087,0.9317333333333332,,,0.2980944074750176,0.7712,0.32503232359191025,0.5983333333333334,0.3680696576010788,0.5114000000000001,0.3547236622955857,0.4024666666666665,0.3185535867939375,0.5996,0.32812087477635266,0.4840666666666666,0.35157574609298514,0.4094
317,35.0,0.5,0.1,0.293610169947839,0.9337333333333335,0.28054338768750875,0.8731333333333333,0.30944944930621143,0.8013333333333336,0.25909677165350997,0.9512666666666668,0.3039147065824199,0.8844666666666666,0.2906729366616063,0.8034666666666668,,,,,,,,,,,,
1592,35.0,0.5,0.11,0.29184455163404244,0.9690666666666664,,,0.3428374232997667,0.8638666666666667,0.2846931902254252,0.9545333333333336,,,0.2966443830350814,0.8659999999999998,0.3625143908957453,0.748866666666667,0.3401975636797275,0.6300000000000001,0.3921340477596169,0.5631333333333334,0.3368021448151387,0.7206666666666667,0.3415888981481299,0.5750000000000001,0.3373261701027714,0.4952666666666667
319,35.0,0.5,0.12,0.3083702740982468,0.9635333333333334,0.28590656713563106,0.9255333333333333,0.2788608168069958,0.8608666666666666,0.3175034751018212,0.9723333333333334,0.36079446398206505,0.9156000000000002,0.2844710924769413,0.8799999999999999,,,,,,,,,,,,
1594,35.0,0.5,0.13,0.3077455564239056,0.9908666666666668,,,0.3366039313344153,0.9003333333333334,0.2880235479319339,0.9804666666666664,,,0.3517804858835899,0.9097333333333336,0.31972286801465355,0.8078666666666665,0.3673914443754268,0.7195333333333335,0.4181882382998694,0.6973999999999999,0.32491581560614696,0.7876666666666666,0.3212811313375141,0.7010666666666665,0.34947798716950834,0.6325333333333332
321,35.0,0.5,0.14,0.26243098793463177,0.9884,0.3091807570820924,0.9523999999999997,0.3091248247747193,0.9233999999999998,0.32432078817188603,0.9849333333333334,0.3560118921643074,0.9593333333333333,0.4128141347317953,0.9345999999999997,,,,,,,,,,,,
1596,35.0,0.5,0.15,0.27439570161189397,0.9874,,,0.4002974496017793,0.9393333333333336,0.3228925815621897,0.9752,,,0.3698538605530004,0.9446666666666664,0.3422776266497218,0.8634666666666666,0.437747370801593,0.8559333333333333,0.4770657142395375,0.831,0.359663686766816,0.8629333333333336,0.3457272463125197,0.784,0.3510975925102757,0.6945999999999999
323,35.0,0.5,0.16,0.3053183172041523,0.9854666666666669,0.3724551047186687,0.9662000000000001,0.418799094252258,0.9451333333333332,0.3322227593228366,0.9852666666666665,0.35319618897373045,0.9594666666666666,0.33641679242349865,0.9438666666666665,,,,,,,,,,,,
1598,35.0,0.5,0.17,0.3079108956773521,0.9964,,,0.3194258566080277,0.9576,0.3265288973727725,0.9890666666666668,,,0.3558823965771485,0.9508666666666667,0.4175026554455925,0.9147333333333336,0.4663478059665847,0.8896666666666667,0.5515652029332611,0.9066,0.37196160599003136,0.9098,0.4095969736484613,0.8511333333333333,0.38078573952074507,0.7875999999999997
325,35.0,0.5,0.18,0.36782684812835875,0.9952,0.5058378212706618,0.9829333333333332,0.4845414205492283,0.9666666666666666,0.3506482602380727,0.9896666666666667,0.39445032481605624,0.9806000000000001,0.37987368502845487,0.9653999999999998,,,,,,,,,,,,
1600,35.0,0.5,0.19,0.3371037991467773,0.9967333333333334,,,0.4805800133715865,0.9701333333333332,0.3241130024460233,0.9956,,,0.4120522985892768,0.9637999999999998,0.5156823264627499,0.9590666666666666,0.55353441390286,0.9336666666666664,0.5958423827690492,0.9420666666666664,0.3969394890693793,0.9150666666666664,0.3990705317034509,0.8786666666666667,0.3709946128191683,0.8465333333333329
327,35.0,0.5,0.2,0.33852660039668264,0.9962666666666666,0.45733369678519986,0.9892,0.43924808584006386,0.9737333333333333,0.3538939131659767,0.9922,0.4381353001173231,0.9819333333333337,0.47663471615839137,0.9759333333333332,,,,,,,,,,,,
1602,35.0,0.5,0.21,0.4289157493191491,0.9979333333333332,,,0.4782790412502901,0.9870666666666666,0.3562985456424135,0.9886000000000004,,,0.4398765975285881,0.9722666666666668,0.5949961826418421,0.9776000000000002,0.6688781375186238,0.9685333333333334,0.6187500458594054,0.9553333333333331,0.344417706178937,0.9376666666666664,0.3744105989641987,0.8905999999999998,0.3716667538480925,0.8480000000000001
329,35.0,0.5,0.22,0.39428432471423114,0.9976,0.49067099603129594,0.9913999999999998,0.4991705935036269,0.9873333333333335,0.36707856809986955,0.9988000000000001,0.43760956941673745,0.9944666666666667,0.3786810482547098,0.9792666666666663,,,,,,,,,,,,
1604,35.0,0.5,0.23,0.4760488851560282,0.9993333333333334,,,0.5157062291561769,0.990933333333333,0.3727131321459041,0.9972,,,0.42837758630409295,0.9813333333333336,0.6884668179339632,0.9879333333333332,0.6522182346732938,0.9842000000000002,0.6616531393789289,0.9722000000000002,0.4816054857446304,0.9660666666666664,0.5014127625801463,0.9492666666666664,0.4143272312063162,0.9074
331,35.0,0.5,0.24,0.5082300250778238,0.9972666666666667,0.6094521961460387,0.9942,0.5335865328832208,0.9893333333333335,0.36523537931629035,0.9958666666666667,0.4820012122146102,0.9871333333333335,0.466450145608248,0.9836,,,,,,,,,,,,
1606,35.0,0.5,0.25,0.8243875614762035,0.999,,,0.6761372014079096,0.9937333333333332,0.35800753889647075,0.9921333333333334,,,0.5199156838938804,0.9908666666666665,0.7104375333519846,0.9949333333333334,0.6894509668132807,0.995,0.6758498218769714,0.9872666666666668,0.4504420704812505,0.9640666666666666,0.4835263715438342,0.9520666666666664,0.4348253110190732,0.9274666666666668
333,35.0,0.5,0.26,0.8475549596199917,0.9986666666666667,0.8367158777052229,0.9989333333333333,0.7292166072829179,0.9989333333333333,0.3823111348310714,0.9982666666666665,0.5106415326442199,0.994533333333333,0.52899221248379,0.9926,,,,,,,,,,,,
1608,35.0,0.5,0.27,0.9478709321566464,1.0,,,0.7656929071907541,0.9993999999999998,0.47420977649699797,0.9980666666666668,,,0.5299256240079121,0.9922666666666669,0.7501642208491355,0.999,0.7572597197524528,0.9972000000000004,0.6487514360220942,0.9914000000000004,0.5252913160174753,0.9811333333333336,0.513738476931518,0.9641333333333336,0.409686551452242,0.9223333333333332
335,35.0,0.5,0.28,0.9394594594594594,1.0,0.903731696941079,1.0,0.7655131883917113,0.9999333333333333,0.38933077592520904,0.9974666666666668,0.4770233891445201,0.9932666666666666,0.47519892428357585,0.9909333333333334,,,,,,,,,,,,
1610,35.0,0.5,0.29,0.9259459459459458,1.0,,,0.7708132207028607,0.9999333333333332,0.4663610859945528,0.999,,,0.5572078247214691,0.993,0.708351283835521,0.997,0.7074831105028448,0.9945333333333332,0.6778238952257674,0.9903333333333336,0.5364394715675074,0.9818,0.4843773021879029,0.9676000000000002,0.4747889805837088,0.9511333333333336
337,35.0,0.5,0.3,0.9178709321566464,1.0,0.8841698201174872,0.9999333333333333,0.7455304339887077,0.9994666666666666,0.5553603002235254,0.9992,0.576020130900906,0.9958000000000001,0.5433673661110766,0.9911999999999999,,,,,,,,,,,,
1612,35.0,0.5,0.31,0.9294594594594594,1.0,,,0.7613950261798393,1.0,0.4210191265610225,0.9986000000000002,,,0.5596037051193723,0.9942666666666669,0.7459036490231107,0.9997333333333336,0.6936424229243099,0.9964666666666668,0.6815074276516617,0.9933333333333336,0.5253944945295566,0.9885333333333336,0.5203444026547374,0.9776666666666664,0.4910320459832815,0.9643999999999998
339,35.0,0.5,0.32,0.9194594594594594,1.0,0.8917655406740208,1.0,0.7733758386749774,1.0,0.4033667664590342,0.9976666666666668,0.5417276473517986,0.9972,0.5854860295591875,0.9958666666666667,,,,,,,,,,,,
1614,35.0,0.5,0.33,0.9664864864864864,1.0,,,0.8083692138195921,1.0,0.4743197720826883,0.9978666666666666,,,0.6056482147712501,0.9944666666666666,0.7783309241909078,0.9991333333333332,0.7335816370960541,0.9983333333333334,0.7146404655745907,0.9923333333333336,0.5933455006368761,0.9897333333333336,0.5773457435826043,0.9820000000000002,0.5291862135009562,0.9666666666666668
341,35.0,0.5,0.34,0.9359459459459458,1.0,0.9003500272294233,1.0,0.7493259669930356,0.9979333333333333,0.5256913370467424,0.9988666666666667,0.6895046412313925,0.9985333333333334,0.5489002801321763,0.9950666666666667,,,,,,,,,,,,
1616,35.0,0.5,0.35000000000000003,0.92276889134032,1.0,,,0.7488003001955386,0.9994,0.5653060272687359,0.999,,,0.5543040107078083,0.9924000000000004,0.7358503337069843,0.9982,0.7113580525862169,0.9967333333333334,0.6818459266935715,0.9944666666666668,0.5315434490095651,0.9869333333333332,0.5417658541834823,0.9809333333333334,0.4827166971671768,0.9774666666666668
343,35.0,0.5,0.36,0.99,1.0,0.9269841288515789,0.9999333333333333,0.7622711677434801,0.9996,0.6307808070327746,0.9975999999999999,0.6536589671318518,0.9968,0.6658827398537561,0.9944666666666666,,,,,,,,,,,,
1618,35.0,0.5,0.37,0.9359459459459458,1.0,,,0.7461520379651019,1.0,0.6308109457186698,1.0,,,0.6876791542890861,0.9974666666666668,0.7216374007968515,1.0,0.7059396517833717,0.9963333333333334,0.6712770607780345,0.9978000000000002,0.6028519780504166,0.9954,0.5598656654085082,0.9874666666666668,0.5811286350368973,0.984133333333334
345,35.0,0.5,0.38,0.9329729729729729,1.0,0.8570612177970643,1.0,0.7626487744167021,1.0,0.6449681808031208,0.9996666666666667,0.731761115159387,0.9977333333333336,0.6691428358438826,0.9980666666666668,,,,,,,,,,,,
1620,35.0,0.5,0.39,0.9159459459459458,1.0,,,0.7414765860423422,0.9998,0.6642540588907522,0.9986,,,0.7220861970334248,0.9973333333333332,0.7421111560246425,0.9992,0.7407138173366754,0.9995333333333334,0.6898120504717751,0.9952666666666669,0.6361380828851151,0.9963333333333332,0.5892037332685386,0.9953333333333334,0.6145367721413921,0.9893333333333342
347,35.0,0.5,0.4,0.8994594594594594,1.0,0.8804902362558714,1.0,0.7335326440838327,0.9989333333333333,0.793332653343196,0.9999333333333333,0.7685382560964628,0.9998666666666668,0.6954479335541025,0.9980666666666668,,,,,,,,,,,,
1622,35.0,0.5,0.41,0.9362824048538334,1.0,,,0.7969937974285857,0.9995333333333334,0.759276450086693,0.9998,,,0.7014067014754382,0.9980666666666668,0.7365112667406832,0.9978,0.6902407441773643,0.999,0.6910250047390538,0.9972666666666667,0.7055588480231587,0.9975333333333336,0.6955903620452459,0.996,0.6517701600495169,0.9922
349,35.0,0.5,0.42,0.9024324324324323,1.0,0.9143535944804226,1.0,0.7507356616638466,1.0,0.806721658302351,0.9993333333333334,0.8091719893416581,0.9988000000000001,0.7545089072179662,0.9990666666666668,,,,,,,,,,,,
1624,35.0,0.5,0.43,0.9124324324324324,1.0,,,0.7150594487998778,1.0,0.8671263099834527,1.0,,,0.70795309113472,0.9987333333333333,0.7111659354900236,0.9996,0.7132987374754687,0.998,0.6709860662454511,0.9986666666666668,0.7448946199798873,0.9984666666666668,0.6796343813469771,0.9986000000000002,0.6282966696333291,0.9946
351,35.0,0.5,0.44,0.9629729729729729,1.0,0.9063397102917584,1.0,0.7592917768250489,0.9993333333333334,0.9071057173050527,1.0,0.8468613275336022,0.9998,0.700849533581653,0.9995333333333335,,,,,,,,,,,,
1626,35.0,0.5,0.45,0.9359459459459458,1.0,,,0.7505954854654133,0.9993999999999998,0.9210741510741509,1.0,,,0.7624362773198355,0.9998666666666668,0.7479457826880009,0.9998,0.7024495373262079,0.999,0.7049719403148499,0.9967333333333336,0.7665706076962607,0.9980666666666668,0.7144358557912583,0.9985333333333336,0.6775593501246143,0.9982
353,35.0,0.5,0.46,0.9429729729729729,1.0,0.9296932878539833,1.0,0.7777174861407096,0.9999333333333333,0.8976668505239934,1.0,0.8980712774310308,1.0,0.7681019410619441,0.9997333333333333,,,,,,,,,,,,
1628,35.0,0.5,0.47,0.9429729729729728,1.0,,,0.7639670196986168,0.9998,0.9429729729729728,1.0,,,0.7622506776369709,1.0,0.7351736477945976,0.9990666666666668,0.7125176811512403,0.9994666666666668,0.7092192503126415,0.9985333333333334,0.7092485571352435,1.0,0.7215959309984322,0.9988666666666668,0.6820079370943734,0.9981333333333334
355,35.0,0.5,0.48,0.9159459459459458,1.0,0.9016037290239961,1.0,0.7635466796658343,0.9999333333333333,0.9159459459459458,1.0,0.8649361594694909,1.0,0.6988371775700973,1.0,,,,,,,,,,,,
1630,35.0,0.5,0.49,0.902972972972973,1.0,,,0.7580201646406804,0.9999333333333332,0.902972972972973,1.0,,,0.7036692199644169,0.9996,0.7404086044711152,0.9996,0.7605981639909437,0.9994666666666668,0.7266634001664316,0.9981333333333332,0.6915599292282221,0.9998,0.7130314587438394,0.9987333333333336,0.6794856920199641,0.9976
357,35.0,0.5,0.5,0.9359459459459458,1.0,0.8767604273154519,1.0,0.7455108105627126,0.9991333333333333,0.9308439051296193,1.0,0.8121514736158559,0.9998,0.6670856726536789,0.9998,,,,,,,,,,,,
1632,40.0,0.5,0.0,0.2373321123321123,0.02746666666666667,,,0.2171825834961285,0.03126666666666667,0.24828263697215275,0.07146666666666668,,,0.2671002317885797,0.05413333333333333,0.2276884178696002,0.04813333333333333,0.2489157534400272,0.03953333333333333,0.2534928611569693,0.042266666666666654,0.2312342319793953,0.05106666666666666,0.2315226139851415,0.039733333333333336,0.2727392452853629,0.04446666666666668
359,40.0,0.5,0.01,0.229034146867859,0.10166666666666664,0.2681201630551234,0.07013333333333334,0.23883937718968853,0.08766666666666667,0.2831817900753783,0.11473333333333334,0.24660209646626483,0.08213333333333335,0.23778090597512816,0.08199999999999999,,,,,,,,,,,,
1634,40.0,0.5,0.02,0.2581479110249839,0.1466,,,0.2616917784364809,0.093,0.2723533341780868,0.19766666666666666,,,0.26698798014719355,0.08786666666666668,0.3005576738898467,0.0968666666666667,0.26830793614959986,0.08246666666666665,0.2622961721989805,0.0809333333333333,0.27810286055170463,0.0818,0.275292232741041,0.06666666666666664,0.2461945793389501,0.06353333333333333
361,40.0,0.5,0.03,0.27241871567541365,0.34946666666666665,0.2987464177922937,0.2501333333333333,0.28736847451504777,0.17573333333333338,0.258116540085957,0.3660666666666667,0.27266264879487634,0.25826666666666664,0.27726382132584937,0.18900000000000008,,,,,,,,,,,,
1636,40.0,0.5,0.04,0.2851230579682356,0.5212666666666668,,,0.2965144120802136,0.2826666666666667,0.2592300468460836,0.5070666666666666,,,0.28578202403199954,0.32066666666666666,0.3160056427530439,0.22313333333333327,0.31867748687262576,0.14473333333333335,0.3152569671421676,0.12059999999999997,0.28933842805505705,0.19653333333333334,0.29198116590529344,0.16146666666666668,0.30677299984677003,0.13599999999999995
363,40.0,0.5,0.05,0.26302354820109436,0.6932,0.2800688176519367,0.5156666666666666,0.27522214593832545,0.41840000000000005,0.25904295920072784,0.7240666666666666,0.26638247507687873,0.5208666666666665,0.2758028620269195,0.4419999999999999,,,,,,,,,,,,
1638,40.0,0.5,0.06,0.2837459765103837,0.8597333333333335,,,0.30615888418329545,0.4898666666666667,0.2644756834391603,0.7844666666666668,,,0.2983443832835582,0.5100666666666668,0.32470418073091034,0.3698666666666667,0.3329798167925466,0.2795333333333333,0.3395340928938639,0.25226666666666664,0.30311501025314463,0.35239999999999994,0.3107445104667418,0.2832,0.3169554947698358,0.23600000000000004
365,40.0,0.5,0.07,0.27435124875183897,0.8830666666666667,0.29510088512815563,0.7614666666666667,0.3020100024751699,0.6415333333333332,0.25634153748822225,0.8898666666666668,0.29870328958024106,0.7069999999999999,0.2913045029166898,0.5890666666666666,,,,,,,,,,,,
1640,40.0,0.5,0.08,0.27297343985331696,0.9236000000000004,,,0.3165342062457413,0.7154000000000003,0.2700276277740194,0.9197333333333334,,,0.28763485833279906,0.7042000000000002,0.3181604348486245,0.5635333333333333,0.3419004751850679,0.4231999999999999,0.3751270089993946,0.3781333333333334,0.3180493768969623,0.5705333333333332,0.3287239514950817,0.4064666666666668,0.33532307936185823,0.3367333333333333
367,40.0,0.5,0.09,0.27253810796741346,0.9532666666666668,0.30557290192795183,0.8653333333333336,0.3314810635073572,0.7998000000000001,0.2717744090124093,0.9558666666666672,0.26772114383093404,0.8898000000000001,0.28817539268334186,0.8006666666666666,,,,,,,,,,,,
1642,40.0,0.5,0.1,0.2621381218534717,0.9666666666666668,,,0.3037180716162025,0.8319999999999997,0.2715465432778184,0.9711333333333332,,,0.2787321696980948,0.8370000000000001,0.3128296357517155,0.6966666666666669,0.36781500331624345,0.6043333333333334,0.3732916507827688,0.5104666666666666,0.2971098561375121,0.6984666666666668,0.3352114137793485,0.5797333333333333,0.3451654487105618,0.4923999999999999
369,40.0,0.5,0.11,0.27145950269579827,0.9636666666666666,0.3220690745700812,0.9144,0.3398502262001146,0.8691333333333333,0.28747687868342053,0.9678666666666669,0.29709138587987577,0.9247999999999997,0.30607055389106025,0.8669999999999999,,,,,,,,,,,,
1644,40.0,0.5,0.12,0.2880916745983355,0.9763333333333334,,,0.31241806075576445,0.9248666666666668,0.30352821578300665,0.9728666666666668,,,0.2765167099888142,0.9058666666666668,0.3107705117885582,0.8027999999999998,0.3718385261499028,0.7399333333333332,0.4141411925110719,0.6679333333333336,0.3007310048532116,0.7973333333333333,0.3225614206945829,0.7041333333333334,0.34570109777737384,0.6152666666666665
371,40.0,0.5,0.13,0.3031620135657749,0.9760000000000001,0.32883766167808814,0.9485333333333333,0.33959634432923147,0.9201333333333334,0.28230057582277346,0.9754,0.3331355423019871,0.940866666666667,0.3122809240631544,0.9228666666666667,,,,,,,,,,,,
1646,40.0,0.5,0.14,0.2680817450059125,0.9867333333333336,,,0.3230564673043343,0.9242,0.3104238349617626,0.982,,,0.36880302144278426,0.9298666666666668,0.355003688061078,0.8569999999999999,0.4050745282541104,0.8186666666666667,0.41243239034194906,0.7432,0.3399132538488381,0.8775999999999999,0.33976462897863796,0.7754000000000003,0.3805408615207712,0.7170666666666666
373,40.0,0.5,0.15,0.3926032651583049,0.9828666666666668,0.4516796937457734,0.9739333333333334,0.4553840139591853,0.9672,0.3270994000252302,0.9867333333333336,0.3999518674468363,0.9649333333333332,0.3770543775344472,0.950333333333333,,,,,,,,,,,,
1648,40.0,0.5,0.16,0.33127747658898005,0.9829333333333332,,,0.4194971820851174,0.9609333333333336,0.3668037006967016,0.9931333333333334,,,0.4135081813522012,0.9602,0.493757000961165,0.9249999999999998,0.4730671797275683,0.8849333333333333,0.4966355296140169,0.8641999999999999,0.3740803323834005,0.8974666666666667,0.3787762179337093,0.8541333333333329,0.3681951675270733,0.7768666666666668
375,40.0,0.5,0.17,0.335641936388963,0.9910000000000001,0.34301973428262217,0.9796666666666668,0.4562838418800535,0.9742666666666665,0.3889314580993441,0.9867999999999999,0.38721849483182014,0.9718666666666667,0.3736082681860536,0.9627333333333334,,,,,,,,,,,,
1650,40.0,0.5,0.18,0.3870285835485994,0.9961333333333334,,,0.44473111533650383,0.9781999999999996,0.4168956295338856,0.9949333333333334,,,0.36822438049128775,0.9630666666666664,0.4821892756589032,0.9404,0.5848849082391449,0.9440666666666666,0.5928905111468068,0.9402666666666666,0.368039884099294,0.9316666666666668,0.3823938809965655,0.8792000000000002,0.35045603965403704,0.8192666666666669
377,40.0,0.5,0.19,0.29529624872020016,0.9913333333333333,0.4261860712120825,0.9823999999999999,0.4502480336436934,0.9712000000000001,0.3636173179593638,0.9875333333333335,0.4389835095483248,0.9766666666666669,0.3732171178277913,0.9645333333333335,,,,,,,,,,,,
1652,40.0,0.5,0.2,0.4311985821481184,0.9947333333333332,,,0.503953847061656,0.983,0.4014609298614838,0.9948,,,0.5151886251832974,0.9889333333333332,0.5700637720896455,0.9680666666666669,0.6650535229256569,0.9722,0.6318764094129846,0.9652,0.41650802213372695,0.9468,0.3742005794037795,0.8962000000000002,0.35619350846252845,0.8606
379,40.0,0.5,0.21,0.4065833515327273,0.9996,0.44645009507679584,0.9914000000000001,0.5072676640584565,0.9902666666666665,0.3436962663269096,0.9964,0.4818444731783962,0.9879333333333333,0.49242422446039036,0.9803333333333332,,,,,,,,,,,,
1654,40.0,0.5,0.22,0.4581597524962605,0.9967333333333334,,,0.5013930331195329,0.9895333333333336,0.4075220686855381,0.9974,,,0.4997448415908955,0.9814666666666668,0.6094689521838014,0.9837999999999998,0.6989058220898494,0.9795333333333334,0.6734864637207599,0.9819333333333332,0.4644156325826608,0.9582666666666664,0.4335825565729165,0.9347333333333334,0.4278037462643589,0.8930666666666666
381,40.0,0.5,0.23,0.6041694395936326,0.9993333333333334,0.5814554223798617,0.9932666666666664,0.6009234187738212,0.9920666666666667,0.4125225091775529,0.9972666666666666,0.49117058675288894,0.9846000000000003,0.43419504939357717,0.9862000000000001,,,,,,,,,,,,
1656,40.0,0.5,0.24,0.6981630069941761,0.999,,,0.7342889423403125,0.9923333333333332,0.3472419366142493,0.9981333333333334,,,0.4558801266546249,0.9905333333333336,0.7282529796823694,0.9944,0.6960076637442921,0.9937333333333336,0.6607891124599305,0.9850666666666666,0.4939449668102943,0.9758,0.44643457389366537,0.9462,0.3803790354942832,0.9122
383,40.0,0.5,0.25,0.8569222283507998,1.0,0.8160662593155813,0.9980000000000001,0.7336009048029375,0.9962666666666667,0.476007544307513,0.9981333333333333,0.5826402763840967,0.9939333333333333,0.5821870802256154,0.9875999999999999,,,,,,,,,,,,
1658,40.0,0.5,0.26,0.9211803640375068,1.0,,,0.7692558930786219,0.9985333333333334,0.4199429746708361,0.9999333333333332,,,0.4708759538491987,0.9928666666666665,0.7059946286143961,0.9997333333333336,0.7167877842034643,0.9972,0.6540744337247628,0.991,0.4971090406710236,0.9822666666666666,0.4728351047630685,0.9637333333333334,0.44208130140306345,0.9400666666666666
385,40.0,0.5,0.27,0.9464864864864865,1.0,0.903995848216328,0.9997999999999999,0.7598235104108539,0.9995333333333334,0.39165271397527057,0.9978666666666665,0.4945078452229074,0.9912000000000001,0.46068027456326066,0.9895999999999999,,,,,,,,,,,,
1660,40.0,0.5,0.28,0.9159459459459458,1.0,,,0.728155398059043,0.9997333333333333,0.3956182692381436,0.998,,,0.5676471036776418,0.9946666666666668,0.7505529840188614,0.999,0.6747479594492718,0.9972666666666667,0.6669668496996077,0.9931333333333334,0.5800419859980588,0.9901333333333332,0.5125606730094538,0.9710000000000004,0.4646387856771652,0.9481333333333332
387,40.0,0.5,0.29,0.9594594594594593,1.0,0.9239013206660353,1.0,0.7847387242785367,0.9999333333333333,0.48011921755023734,0.9994,0.6923700335137241,0.9986666666666666,0.5978614814867028,0.9954000000000001,,,,,,,,,,,,
1662,40.0,0.5,0.3,0.9629729729729728,1.0,,,0.7296042513759206,0.9992,0.4803228322448683,0.9979333333333332,,,0.5751886014839009,0.9932000000000002,0.7172123381704057,0.9985333333333334,0.7052731210876368,0.9931333333333332,0.6464940923148952,0.9970000000000002,0.5335562320736719,0.9863333333333332,0.4807596584469477,0.9805333333333331,0.4633814500845829,0.9625999999999998
389,40.0,0.5,0.31,0.98,1.0,0.9857619352088662,1.0,0.7455874048540372,1.0,0.4411396920739464,0.9982,0.5443179951343596,0.9961333333333333,0.6082434853045054,0.9960666666666669,,,,,,,,,,,,
1664,40.0,0.5,0.32,0.9124324324324324,1.0,,,0.7222894922923185,0.9993333333333334,0.4965723323636558,0.9991333333333334,,,0.5662470861243927,0.9948,0.7644553835295028,0.9987333333333334,0.7080094920169671,0.9966666666666668,0.6691573648685194,0.9936,0.5945836537283793,0.9928666666666668,0.5334974905857948,0.981,0.4747377772793928,0.9707333333333336
391,40.0,0.5,0.33,0.9224324324324322,1.0,0.9267663822591088,1.0,0.7335916996312021,1.0,0.5475878260172631,0.9980666666666665,0.6536243620844324,0.9963999999999998,0.58349034645621,0.9954666666666664,,,,,,,,,,,,
1666,40.0,0.5,0.34,0.9229729729729728,1.0,,,0.7564184593312645,0.9999333333333332,0.4892836062085448,0.9990666666666668,,,0.5962762144973333,0.9959333333333332,0.755800402937733,0.9990666666666668,0.7274532837460768,0.9989333333333332,0.6665157195600044,0.9968000000000002,0.6282183045103994,0.9963333333333334,0.5453752988037537,0.9835333333333331,0.5308486599613488,0.9768666666666668
393,40.0,0.5,0.35000000000000003,0.9529729729729729,1.0,0.9211110077951996,1.0,0.7655639003617328,1.0,0.6013251181763255,0.9991333333333333,0.6838742319402843,0.9980666666666665,0.6653262789686986,0.9967333333333335,,,,,,,,,,,,
1668,40.0,0.5,0.36,0.9294594594594594,1.0,,,0.8098901873451071,0.9998,0.6636872136564917,0.9999333333333332,,,0.6395091323185534,0.9980666666666668,0.7465353154967046,0.9982666666666666,0.7128641647742561,0.9984666666666666,0.6977309474040934,0.9976666666666668,0.6110182022481364,0.9932,0.5657460723486646,0.9854,0.5558381991702184,0.9814
