,m,p,delta,omni_precision_2,omni_recall_2,omni_precision_3,omni_recall_3,omni_precision_4,omni_recall_4,mase_precision_2,mase_recall_2,mase_precision_3,mase_recall_3,mase_precision_4,mase_recall_4,omni_precision_6,omni_recall_6,omni_precision_8,omni_recall_8,omni_precision_10,omni_recall_10,mase_precision_6,mase_recall_6,mase_precision_8,mase_recall_8,mase_precision_10,mase_recall_10
11,5.0,0.5,0.1,0.2694210510283436,0.43446666666666656,0.27785009597393173,0.28286666666666666,0.2878775305330326,0.2386666666666667,0.2647901726036304,0.41713333333333324,0.27156564075470535,0.24006666666666665,0.31075914115574405,0.24419999999999994,,,,,,,,,,,,
1286,5.0,0.5,0.11,0.2767195698143068,0.5373999999999999,,,0.30787058310727744,0.3269333333333333,0.26799954272825743,0.5120666666666666,,,0.30446598325375696,0.26080000000000003,0.3399786061503574,0.21846666666666656,0.3268067030064433,0.17006666666666667,0.3449019032521297,0.1604,0.28498432089842796,0.21126666666666666,0.31733283540086604,0.17686666666666667,0.31165412033236595,0.14513333333333334
13,5.0,0.5,0.12,0.2862496425136609,0.5142666666666665,0.27946240261944905,0.3940666666666668,0.295978496189596,0.3259333333333334,0.2757655612194,0.5524666666666667,0.28216815872667855,0.40793333333333337,0.2953314516245685,0.3152666666666667,,,,,,,,,,,,
1288,5.0,0.5,0.13,0.26852539007347925,0.6097999999999998,,,0.2822868984511923,0.3771333333333332,0.26888143404828035,0.6293333333333333,,,0.28377807281882445,0.4233333333333335,0.3007058331098169,0.2524666666666668,0.33202470533593464,0.18320000000000006,0.3349084593907076,0.17980000000000004,0.29521713595308,0.2558,0.31117614269371074,0.2192,0.3062448404156626,0.14913333333333334
15,5.0,0.5,0.14,0.25773772901022984,0.7789333333333335,0.2704404035291071,0.6055333333333335,0.3039974522621677,0.46726666666666666,0.2639263971086292,0.7917333333333335,0.2904212585389082,0.5724666666666667,0.3074865773086314,0.5246000000000001,,,,,,,,,,,,
1290,5.0,0.5,0.15,0.2836655903778671,0.6886666666666666,,,0.2961019318874349,0.3985333333333334,0.26830113232785285,0.7013333333333333,,,0.28501574376527683,0.4596000000000001,0.35233931715357725,0.31806666666666666,0.3546824852209358,0.27646666666666664,0.3783538658614861,0.2172666666666667,0.34844067524101463,0.3144666666666667,0.3214036675475413,0.2164666666666666,0.3223111964129553,0.17466666666666664
17,5.0,0.5,0.16,0.26378342210968647,0.7174666666666666,0.29698456260063194,0.6182,0.2930903110032562,0.4734666666666665,0.2608774383513927,0.7223333333333334,0.29477211983084084,0.6073333333333332,0.30010693769407987,0.4993333333333335,,,,,,,,,,,,
1292,5.0,0.5,0.17,0.2660401472171886,0.8296000000000001,,,0.28570113300587824,0.5960666666666666,0.27175365472466045,0.7852000000000001,,,0.2903176509428633,0.6186666666666666,0.3329606853786714,0.4387999999999999,0.3742835630790517,0.33519999999999994,0.4067372783296306,0.3292666666666666,0.304061107593708,0.3908,0.3378715014707897,0.3298666666666666,0.3427937148102921,0.26533333333333337
19,5.0,0.5,0.18,0.268628269369077,0.8342,0.30177318480097126,0.6748666666666665,0.30732675264942766,0.5773333333333334,0.2792788205233779,0.8277333333333332,0.2899665511546091,0.7381333333333333,0.3099474724076769,0.6232,,,,,,,,,,,,
1294,5.0,0.5,0.19,0.2723962804596917,0.8378666666666671,,,0.288062402574892,0.6105333333333332,0.27929959710749325,0.8663333333333335,,,0.2986479274896879,0.6109999999999999,0.36289452606050104,0.4796,0.4022613882615053,0.42846666666666666,0.4220247776426765,0.3914666666666667,0.32593660035827976,0.4644,0.3301900191473262,0.3503333333333333,0.33107699076113845,0.2859333333333334
21,5.0,0.5,0.2,0.2708351293014122,0.8984000000000001,0.29202356468119184,0.7661999999999999,0.3180742037928128,0.6688000000000001,0.276931165373212,0.8794000000000001,0.29642878421955565,0.7698,0.28724776035079486,0.6647333333333334,,,,,,,,,,,,
1296,5.0,0.5,0.21,0.2625478001799008,0.9362,,,0.3033581691945841,0.7121999999999998,0.2689609612995274,0.8980666666666667,,,0.2931063065668676,0.7135333333333336,0.3308654851993484,0.5922666666666667,0.37441588339115134,0.5214666666666666,0.4233191291611332,0.4910666666666667,0.3253852667015858,0.5896000000000002,0.35636991381892136,0.4690666666666667,0.35236116374211074,0.3887999999999999
23,5.0,0.5,0.22,0.26148470668131896,0.9195333333333334,0.3001578381638449,0.7861333333333335,0.28985019591874805,0.6792666666666668,0.28374168517337134,0.8643333333333335,0.29534789048103227,0.800933333333333,0.3008354897865047,0.7112000000000002,,,,,,,,,,,,
1298,5.0,0.5,0.23,0.2714858288278796,0.9354666666666672,,,0.31040089178335584,0.7154666666666668,0.3015655318065218,0.9393333333333336,,,0.3043523267669536,0.7877333333333335,0.3582902961129228,0.6047333333333333,0.4350879422762157,0.5616,0.4918479007477834,0.5753333333333335,0.33979894956850143,0.6375333333333334,0.358893394803996,0.5114666666666667,0.3650177744846841,0.4289333333333334
25,5.0,0.5,0.24,0.27250640601927295,0.9329333333333335,0.2776104871687613,0.8470000000000004,0.2940239932165739,0.7937333333333335,0.2709748991360724,0.9422000000000004,0.28030044207397714,0.8362666666666665,0.28843419240108464,0.7988666666666667,,,,,,,,,,,,
1300,5.0,0.5,0.25,0.2693399311398461,0.9364,,,0.2953894303734312,0.7873333333333333,0.2982313906099639,0.9344000000000002,,,0.3063544321236817,0.7869333333333334,0.3579165861150937,0.6841333333333333,0.4258071211608336,0.6167333333333334,0.4871041155568781,0.6158666666666668,0.3209324183342881,0.6430000000000002,0.3570756641796198,0.5580666666666667,0.3596933758400318,0.4846666666666668
27,5.0,0.5,0.26,0.2942075961910762,0.9596666666666668,0.319442604685597,0.876266666666667,0.312847343691173,0.8244000000000002,0.2980541087364532,0.9516,0.29094996632285725,0.8727333333333336,0.3188027858867035,0.8488000000000002,,,,,,,,,,,,
1302,5.0,0.5,0.27,0.2955010969952343,0.9664,,,0.3222398251681926,0.8595333333333334,0.2570279987375985,0.968866666666667,,,0.31775097804213115,0.8212666666666665,0.4037931988837044,0.7712666666666668,0.4995272508723474,0.7354666666666667,0.5018592683985402,0.7201333333333336,0.3327152363925324,0.7001333333333334,0.33903540788434205,0.5683333333333335,0.3727680482580743,0.5083999999999999
29,5.0,0.5,0.28,0.2725092166902451,0.9458,0.32139816101654456,0.8966000000000001,0.3217330037529962,0.8669333333333333,0.2873285246884398,0.9616000000000001,0.3297532294387448,0.8964666666666667,0.3123455517236217,0.8484666666666666,,,,,,,,,,,,
1304,5.0,0.5,0.29,0.26537268560268545,0.9706,,,0.3533610731508457,0.8792666666666666,0.2605357983040669,0.9545333333333336,,,0.2871174653007674,0.8515333333333335,0.3986235466184987,0.8051999999999998,0.518274492615256,0.7970666666666668,0.5687496868530437,0.7801333333333333,0.3275441820248325,0.7095333333333333,0.3499776895518228,0.590866666666667,0.3480244654680524,0.5079999999999998
31,5.0,0.5,0.3,0.29818927286098745,0.9716666666666669,0.29385359744724804,0.8993333333333333,0.340712449267124,0.867,0.3203686424970267,0.9611333333333333,0.3649314053531681,0.9178666666666667,0.3250631000387398,0.8828000000000005,,,,,,,,,,,,
1306,5.0,0.5,0.31,0.2870112818795039,0.9600666666666668,,,0.3420122304775608,0.8673333333333335,0.3235260197006774,0.9503333333333336,,,0.33341030215132794,0.8715333333333335,0.4652507677359052,0.8285333333333331,0.5167956324668586,0.8357333333333333,0.5758781233973509,0.8220666666666665,0.34004967352926485,0.7814666666666666,0.3770176227988496,0.7094,0.3809789833556767,0.6179999999999999
33,5.0,0.5,0.32,0.3180829151093224,0.9745333333333334,0.36855202151758426,0.9386666666666664,0.37403102343528954,0.8768000000000004,0.3292134313963008,0.9782666666666667,0.34716080721192877,0.9469333333333333,0.33959082249483424,0.8795333333333336,,,,,,,,,,,,
1308,5.0,0.5,0.33,0.3248966392243905,0.9749333333333337,,,0.4007697388212441,0.9028666666666668,0.37469531506326187,0.9675333333333334,,,0.3364447813195413,0.9004666666666665,0.4546646227690691,0.8780000000000004,0.5526181092393505,0.8934666666666666,0.5991613809358863,0.8645333333333332,0.3703663066188678,0.7884000000000003,0.3592544613241951,0.6979333333333336,0.3709526234970367,0.6008666666666669
35,5.0,0.5,0.34,0.3864984304606519,0.9837333333333333,0.385761151366753,0.9414666666666666,0.45507414715478417,0.900266666666667,0.3539355052667476,0.9602000000000003,0.3329431180572343,0.9300000000000004,0.3646919539111328,0.9036,,,,,,,,,,,,
1310,5.0,0.5,0.35000000000000003,0.4100261651389692,0.9852,,,0.5012723351759373,0.9424,0.3501778791973972,0.9829333333333332,,,0.36317615530103664,0.9087333333333336,0.6175079413814362,0.9409333333333336,0.6237880781168611,0.9284,0.6472421638137508,0.9118666666666664,0.4092772237698871,0.8254666666666667,0.38709717028268587,0.7746000000000004,0.3917361766141306,0.7023999999999999
37,5.0,0.5,0.36,0.5064827504685003,0.9806000000000001,0.569652201323527,0.9714666666666667,0.5016657258233029,0.9444666666666666,0.35100524816097595,0.9816666666666667,0.37501524826281885,0.9589333333333333,0.35700147655494624,0.9317999999999997,,,,,,,,,,,,
1312,5.0,0.5,0.37,0.5636999256501332,0.9884,,,0.5759762061931354,0.9639333333333334,0.4301430587003782,0.9814000000000004,,,0.4040323713951405,0.9244,0.6707885073387122,0.9534,0.6384380317145607,0.9472666666666668,0.6654512142322937,0.9436,0.3520563482269246,0.8764666666666666,0.3642197929624889,0.7919999999999999,0.3952491607595212,0.7490666666666668
39,5.0,0.5,0.38,0.6703241102509971,0.9919333333333333,0.7168838396150717,0.9853333333333333,0.7013727268665132,0.9802666666666667,0.3932012280056149,0.9856666666666668,0.4294648849782846,0.9600666666666666,0.431494208454229,0.9457333333333335,,,,,,,,,,,,
1314,5.0,0.5,0.39,0.7147682668533847,0.9958,,,0.7224795927081119,0.9873333333333336,0.3652343933241018,0.9822666666666668,,,0.3641616539654048,0.9460666666666668,0.7116048627307251,0.9798666666666666,0.7334337929167873,0.9714666666666666,0.6995137048237505,0.9554666666666666,0.3887643241138825,0.8949333333333332,0.3526835843915619,0.8080666666666665,0.4255563382219165,0.789333333333333
41,5.0,0.5,0.4,0.7708275862744679,0.9978666666666668,0.80559057467782,0.9944666666666667,0.7118929627255016,0.9883333333333334,0.3955767385263487,0.9857333333333336,0.4195102834572297,0.9683333333333333,0.3690010495961228,0.9463333333333334,,,,,,,,,,,,
1316,5.0,0.5,0.41,0.7912738672197783,0.9976666666666664,,,0.6880999041232829,0.9885333333333334,0.3834589933812591,0.9878666666666668,,,0.438765860767745,0.9508000000000004,0.7381203642696837,0.9824666666666668,0.7327267023908521,0.9817333333333332,0.6953515316202803,0.9728666666666668,0.41798273127428587,0.9097333333333336,0.3983782505584431,0.8351333333333334,0.40312322634895337,0.7958666666666666
43,5.0,0.5,0.42,0.8632609754777243,0.9990000000000001,0.8082544329583428,0.9966666666666666,0.7343191145097053,0.9933333333333333,0.41765590590767593,0.9937333333333334,0.45983446979333237,0.9776666666666667,0.4921703301632857,0.9700666666666664,,,,,,,,,,,,
1318,5.0,0.5,0.43,0.9216071279500332,0.9983333333333334,,,0.7609957836426853,0.9955333333333334,0.5088941837695503,0.9926666666666668,,,0.483921516631047,0.9512,0.7217883079241445,0.995,0.7305984185562505,0.9936666666666668,0.7301827586700946,0.9787333333333336,0.43310226056555295,0.9146666666666668,0.42917128116327,0.8733999999999997,0.4452184336600268,0.8337999999999998
45,5.0,0.5,0.44,0.9211803640375069,1.0,0.8421136214576869,0.9983333333333334,0.7422470638283244,0.9978000000000001,0.5061901248497884,0.9929333333333337,0.49088915208644324,0.9727999999999998,0.48797065377339277,0.954466666666667,,,,,,,,,,,,
1320,5.0,0.5,0.45,0.9023642899211906,0.9998,,,0.7482683579448391,0.9969333333333334,0.5414699835495206,0.9872,,,0.5166309919744939,0.9709333333333332,0.7456302429614304,0.996,0.7524905450195203,0.9901333333333336,0.7050861796790708,0.9824666666666668,0.4767729455752708,0.9398,0.4646959128136164,0.8958666666666665,0.4541953274572761,0.8668666666666666
47,5.0,0.5,0.46,0.9629729729729729,1.0,0.9237585579193365,0.9996,0.7785058206929766,0.9988666666666667,0.6182401148656036,0.9942666666666666,0.5919490105100372,0.9751333333333334,0.49107759629617403,0.9616666666666666,,,,,,,,,,,,
1322,5.0,0.5,0.47,0.8973303916161057,1.0,,,0.7421446380961133,0.9994666666666668,0.6722747278697985,0.9968,,,0.5401051600486076,0.9819999999999998,0.7723532058688647,0.9941333333333332,0.7544895361893492,0.9917333333333336,0.7087066195443836,0.9875333333333336,0.5149151193114235,0.9579333333333336,0.4908148380935842,0.92,0.4571998970666599,0.9040666666666668
49,5.0,0.5,0.48,0.9429729729729729,1.0,0.8640811655110121,0.9999333333333333,0.7737483959484751,1.0,0.761919919506897,0.9965333333333334,0.6786208340610235,0.9884000000000001,0.6137164758015562,0.9854,,,,,,,,,,,,
1324,5.0,0.5,0.49,0.9224324324324324,1.0,,,0.754906664097255,0.9993333333333334,0.6018246010606663,0.9843333333333334,,,0.5812961398084124,0.9756,0.7353335522055023,0.9987333333333334,0.7397770767213633,0.9925333333333332,0.7176981916743891,0.9902666666666669,0.4726615490242743,0.9612666666666666,0.5166625867060252,0.9350666666666666,0.4966479373041264,0.9080666666666668
51,5.0,0.5,0.5,0.9664864864864865,1.0,0.8760083810501628,1.0,0.760432446403317,0.9998666666666667,0.7372504195315678,0.9965333333333334,0.6320886546325734,0.9928666666666668,0.6002713350903732,0.9924000000000001,,,,,,,,,,,,
1326,10.0,0.5,0.0,0.24358576425770104,0.05673333333333332,,,0.25046975515712744,0.06026666666666666,0.24699909184851485,0.08586666666666666,,,0.2274319651601416,0.08753333333333332,0.25282663112024656,0.0634,0.2354905928514789,0.04913333333333333,0.248904730509236,0.04986666666666667,0.24958904787504,0.0744,0.22688011653704745,0.04546666666666667,0.23628914502857645,0.058599999999999985
53,10.0,0.5,0.01,0.29649078757444336,0.07193333333333334,0.23893681445393206,0.049,0.24145886077459688,0.05446666666666667,0.24467874489593883,0.06026666666666667,0.24145035664958128,0.05753333333333333,0.25470988625648733,0.05986666666666667,,,,,,,,,,,,
1328,10.0,0.5,0.02,0.235442928650882,0.05366666666666666,,,0.2739872428991464,0.04306666666666667,0.22119162442743967,0.0768,,,0.2272146128195261,0.049,0.3152927796391335,0.02586666666666668,0.2926445241950466,0.054733333333333335,0.22629290790999854,0.054133333333333325,0.2290771304710741,0.0412,0.22076631679847025,0.04693333333333334,0.22494644970282807,0.041133333333333334
55,10.0,0.5,0.03,0.28754899263163225,0.11466666666666665,0.25630991213885845,0.11359999999999999,0.2407174985139019,0.08346666666666669,0.2713105336933431,0.18086666666666665,0.24749967577622883,0.11633333333333333,0.27205794021437424,0.08486666666666666,,,,,,,,,,,,
1330,10.0,0.5,0.04,0.2658407695618129,0.1974,,,0.25693900208501996,0.13273333333333331,0.2538844890679755,0.15533333333333335,,,0.29411285888958544,0.09853333333333332,0.2461514999851348,0.083,0.2734197356372576,0.08853333333333334,0.2662839736518589,0.07386666666666668,0.27722802376171074,0.09026666666666666,0.2740142213156392,0.08846666666666664,0.26468917548324106,0.08333333333333334
57,10.0,0.5,0.05,0.25711138241783277,0.2828666666666666,0.2714704748475964,0.25120000000000003,0.26373556158030037,0.18873333333333328,0.2502948635568569,0.25046666666666667,0.3014567263152626,0.21419999999999995,0.3181450593136728,0.16399999999999995,,,,,,,,,,,,
1332,10.0,0.5,0.06,0.2774556295895753,0.3208666666666666,,,0.2836361974497563,0.17006666666666662,0.27693636096707075,0.33386666666666664,,,0.2715808379546489,0.196,0.3095536913009996,0.12713333333333332,0.30610198531099964,0.10506666666666667,0.2852339209271015,0.0955333333333334,0.2982610194613673,0.1366,0.31484835063164834,0.1243333333333333,0.2918090277004797,0.10673333333333332
59,10.0,0.5,0.07,0.27435544909837173,0.49793333333333334,0.2864106482519949,0.3594,0.29225071353945903,0.26273333333333343,0.2644335041262031,0.4864666666666666,0.282054430294573,0.3131333333333334,0.2852725361463347,0.2761333333333333,,,,,,,,,,,,
1334,10.0,0.5,0.08,0.27281483035895737,0.5044000000000001,,,0.290961393636058,0.31473333333333336,0.2866944379307615,0.5051333333333332,,,0.3202744317506875,0.3314666666666667,0.3004119435750039,0.19193333333333332,0.2933932037005185,0.1414,0.3240162877052205,0.15013333333333334,0.3132255601340939,0.21426666666666666,0.3485082999284352,0.1808,0.32349227968307703,0.1388666666666667
61,10.0,0.5,0.09,0.2803915529181755,0.6108666666666667,0.310069108521412,0.45866666666666667,0.3018593656792245,0.38366666666666666,0.26758117509185575,0.5999999999999999,0.29763034178482756,0.47113333333333335,0.307998937090572,0.3863333333333332,,,,,,,,,,,,
1336,10.0,0.5,0.1,0.2785084110411923,0.6304666666666665,,,0.3241798542806494,0.3913333333333334,0.2833791567186941,0.6713333333333334,,,0.3261914872691253,0.4229333333333335,0.3251512844786724,0.2856,0.3328306840534189,0.21553333333333335,0.3639035411739933,0.18340000000000006,0.33255362912658537,0.2915999999999999,0.31735076472673995,0.2098,0.3054688152016644,0.19326666666666664
63,10.0,0.5,0.11,0.2651435801543374,0.7453333333333332,0.2826979838074309,0.5709999999999998,0.28187680509301877,0.48479999999999973,0.27386524717420374,0.7425999999999999,0.2761127846874875,0.5859333333333331,0.2891143287437835,0.5200666666666667,,,,,,,,,,,,
1338,10.0,0.5,0.12,0.2772408980359972,0.7690000000000002,,,0.2844928818570027,0.5088666666666667,0.2668068150669894,0.7934666666666667,,,0.2961316886104119,0.4908,0.30903683953278976,0.3530666666666667,0.3190692898822369,0.2687333333333333,0.36080080528330394,0.2418666666666668,0.3144525682677459,0.3669333333333332,0.3305337390776313,0.31133333333333324,0.3250974640299249,0.24926666666666664
65,10.0,0.5,0.13,0.30494725920041943,0.8542000000000002,0.28031802022587116,0.7345333333333331,0.29535016949670295,0.6528000000000002,0.2751457797851351,0.7994666666666668,0.28170127538358697,0.7120000000000002,0.2965058030981846,0.6124,,,,,,,,,,,,
1340,10.0,0.5,0.14,0.2593080259811445,0.8923333333333333,,,0.2921820287194961,0.6412666666666667,0.2582595946784829,0.8975333333333333,,,0.2991097229521023,0.6905999999999999,0.31534916945555297,0.5207333333333335,0.3624963140370853,0.4456000000000001,0.4128727903959324,0.4096000000000001,0.31316313504989884,0.5083333333333332,0.3521523864202911,0.406,0.3607651274970899,0.3728666666666667
67,10.0,0.5,0.15,0.2501717163010334,0.9223333333333334,0.2918457684133288,0.7878000000000002,0.3004894118202866,0.6899333333333333,0.2749460769443524,0.9079333333333335,0.28227614902539394,0.8278666666666668,0.28360542491780505,0.7150000000000002,,,,,,,,,,,,
1342,10.0,0.5,0.16,0.25633208315062034,0.9344666666666668,,,0.2775670669068537,0.7422,0.2726315039356089,0.9308666666666668,,,0.2939114844002584,0.7366666666666666,0.323298561438099,0.5794,0.3848603829561224,0.5236666666666667,0.4181458519544268,0.4779333333333332,0.33413568274273553,0.6390666666666666,0.3427720933560117,0.4574,0.35800371370162964,0.3796
69,10.0,0.5,0.17,0.26817796049950554,0.9328000000000002,0.3055336654249412,0.8283333333333331,0.2956628527079807,0.7730000000000002,0.29496337312864074,0.9487333333333335,0.2803172476874573,0.8470000000000002,0.2805317138899202,0.8054666666666668,,,,,,,,,,,,
1344,10.0,0.5,0.18,0.2695081865530371,0.9469333333333336,,,0.3160819145945309,0.7991333333333336,0.25873577433846695,0.9204666666666668,,,0.3191366151091853,0.7977333333333335,0.3346820943820361,0.6508666666666667,0.3926970191668768,0.6015999999999999,0.4163583465945265,0.5840666666666665,0.324644145407574,0.6954666666666663,0.3519611520943757,0.5687333333333332,0.3719575806672535,0.4924666666666666
71,10.0,0.5,0.19,0.278965275415519,0.9484,0.3128021849238676,0.8580000000000002,0.3241921049452737,0.79,0.27798791988202287,0.9470000000000001,0.2875935068684913,0.8847333333333335,0.2983411241103967,0.8109333333333333,,,,,,,,,,,,
1346,10.0,0.5,0.2,0.2553209521991129,0.9471333333333334,,,0.2976699192993662,0.8574666666666667,0.28933263829100725,0.9602666666666668,,,0.295408271604561,0.8327999999999998,0.3424631044316077,0.7193333333333329,0.4241080813986899,0.6757333333333334,0.4689842748409331,0.6554000000000002,0.34627573806146456,0.7050666666666666,0.352777552432132,0.6096666666666665,0.3832518092710718,0.5252
73,10.0,0.5,0.21,0.29812517818994955,0.9723999999999999,0.31788528698637836,0.9169333333333333,0.31210918608047644,0.8578,0.2528555993956678,0.9820666666666669,0.294041164984177,0.9248000000000002,0.3017780415926829,0.8650666666666668,,,,,,,,,,,,
1348,10.0,0.5,0.22,0.32205825058034904,0.968,,,0.30599587630947217,0.8845333333333332,0.2805407648199689,0.9667333333333332,,,0.2763471198870124,0.8788000000000001,0.389314025185432,0.8021333333333334,0.4601347482706379,0.7718,0.4893652332945341,0.7348,0.32403469721659256,0.7822666666666668,0.33330386352582864,0.6526666666666666,0.3681470755560248,0.5871999999999999
75,10.0,0.5,0.23,0.286659567371415,0.9742000000000003,0.37443186699293823,0.9460000000000001,0.3735514174471393,0.8897999999999999,0.28645717134650434,0.9705333333333335,0.2785333679686465,0.9362666666666667,0.31113117181068783,0.8855999999999998,,,,,,,,,,,,
1350,10.0,0.5,0.24,0.2952966353450919,0.9752666666666668,,,0.3884620173184093,0.9027333333333332,0.31477461520448946,0.9780666666666668,,,0.3674156816752279,0.9129999999999998,0.4353718614844112,0.865866666666667,0.4750949162161093,0.8199333333333333,0.5544977940616621,0.8318666666666665,0.33194889731415445,0.8160666666666668,0.3356071186217073,0.7209333333333333,0.35950583963900384,0.6557999999999998
77,10.0,0.5,0.25,0.2786551837890096,0.9694666666666667,0.37888275786257075,0.938,0.4013698019197446,0.9294666666666668,0.30588161897009863,0.9780666666666668,0.3251252524586999,0.9380666666666668,0.31755284450195964,0.9191333333333336,,,,,,,,,,,,
1352,10.0,0.5,0.26,0.32342236677688385,0.9913333333333336,,,0.395139460270288,0.9102,0.33214545028215026,0.9815333333333334,,,0.3212205944304013,0.9182000000000002,0.4990592102671185,0.9177333333333332,0.5414565766533768,0.8992000000000001,0.5888389179254877,0.8993999999999999,0.3585103682491288,0.8332666666666667,0.34717979170341434,0.7398666666666669,0.3647061476757522,0.6986666666666669
79,10.0,0.5,0.27,0.3262317155039646,0.9862666666666666,0.39938135615146614,0.9498000000000001,0.41207713584077466,0.9368666666666666,0.3114287544204241,0.9759999999999998,0.3339960206160123,0.9597999999999998,0.3673115683944604,0.928266666666667,,,,,,,,,,,,
1354,10.0,0.5,0.28,0.3203721413263008,0.9922,,,0.364412249774907,0.9327999999999996,0.3791813118785211,0.9824666666666668,,,0.40972653351083743,0.9364,0.5870922554567019,0.9318,0.6302211197555759,0.9344666666666668,0.6692591667800661,0.930333333333334,0.33025360053501074,0.8422666666666668,0.3526957077781997,0.7867333333333332,0.36150443054810494,0.7229333333333335
81,10.0,0.5,0.29,0.4753857961759877,0.9892666666666666,0.5093049400259612,0.9759333333333334,0.5458567637340821,0.9714666666666666,0.40903007325231194,0.9889333333333333,0.4300279165918994,0.9689333333333334,0.38158179580343143,0.9407333333333332,,,,,,,,,,,,
1356,10.0,0.5,0.3,0.5107154862517407,0.9975333333333332,,,0.4805776499132384,0.9759333333333332,0.3534007018433599,0.9890000000000004,,,0.3912721869840767,0.9592,0.6269017519738286,0.9680666666666669,0.6603871873712951,0.9664,0.6706396752937671,0.9511333333333332,0.4231606624248526,0.9035333333333334,0.3519056816682504,0.8260000000000001,0.3604291978291831,0.7719333333333336
83,10.0,0.5,0.31,0.5784024006238159,0.9914000000000001,0.5736409201432106,0.9840000000000001,0.6265987191568734,0.9848666666666669,0.37684898521490373,0.9841333333333334,0.3737867899988707,0.9671333333333334,0.42045088948111276,0.949066666666667,,,,,,,,,,,,
1358,10.0,0.5,0.32,0.6471448188906761,0.997,,,0.6151803378161734,0.9844000000000002,0.4005277162994307,0.9946,,,0.508891822911622,0.9557333333333332,0.7127209084703395,0.9859333333333334,0.7208502219312733,0.976,0.6701616944537702,0.9639333333333332,0.4554241198518138,0.922066666666667,0.4073985118187449,0.8673333333333335,0.4008264230837045,0.8105333333333333
